name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,06/30/2009,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
DilutedNIAvailtoComStockholders,"3,311,828,000,000","534,700,000,000","940,284,000,000","991,192,000,000","845,652,000,000","192,439,000,000","953,769,000,000","946,751,000,000","968,232,000,000","585,775,000,000","897,504,000,000","990,081,000,000","870,101,000,000","453,931,000,000","564,446,000,000","580,363,000,000","545,004,000,000","346,604,000,000","407,115,000,000","339,634,000,000","604,965,000,000","179,364,000,000","446,294,000,000","392,219,000,000","373,525,000,000","258,965,000,000","426,566,000,000","163,520,000,000","411,458,000,000","142,166,000,000","410,103,000,000","547,458,000,000","603,186,000,000","219,069,000,000","579,072,000,000","817,335,000,000","779,454,000,000","-1,075,747,000,000","90,623,000,000","-217,428,000,000","633,157,000,000",,"631,503,000,000","1,015,551,425,547.2","913,893,597,385.32","905,888,564,118.67","899,230,010,422.03","619,234,434,068.91","776,228,159,431.56","788,981,009,693.14","808,168,291,332.05","582,017,786,688.44","701,801,672,756.84","672,326,000,000","672,326,000,000","580,099,333,750","119,999,999,880","151,111,110,960","152,222,222,070","-533,116,250,460","-422,222,221,800","-120,000,000,000","73,750,000,000","262,459,842,397.68","329,740,000,000","329,740,000,000","349,856,764,730.4","187,306,154,905.2","138,366,491,770.24","330,287,937,432.72","338,183,267,355"
BasicEPS,,,"2,405","2,534","2,145",,"2,407","2,389","2,436",,,,"2,192",,,"1,530","1,415",,"1,054","879","1,566",,"1,155","1,015","967",,,,"1,065",,,,"1,561",,"1,509","2,326","2,182",,"264","-634","1,791","356","1,877",,"2,717.045","2,693.245","2,673.449",,"2,307.764","2,345.679","2,402.724",,"2,173.8","2,082.5","2,082.5",,"390.667","491.889","479.778",,"-1,297.333","-368.75","226.125",,"1,037.5","1,037.5","1,100.796",,"1,132.199","1,095.979","1,122.178"
DilutedEPS,,,"2,389","2,518","2,131",,"2,394","2,376","2,424",,,,"2,180",,,"1,523","1,409",,"1,050","876","1,560",,"1,151","1,012","963",,,,"1,062",,,,"1,558",,"1,507","2,323","2,180",,"264","-634","1,791","356","1,876",,"2,717.045","2,693.245","2,673.449",,"2,307.764","2,345.679","2,402.724",,"2,173.8","2,082.5","2,082.5",,"390.667","490.889","479.778",,"-1,297.333","-368.75","226.125",,"1,009.375","1,009.375","1,070.955",,"1,053.665","959.792","982.736"
BasicAverageShares,,,"389,634,335","391,145,003","394,179,458",,"396,233,674","396,233,674","397,467,980",,,,"396,943,887",,,"379,355,036","386,351,693",,"386,351,693","386,351,693","386,312,261",,"386,351,693","386,351,693","386,271,975",,,,"386,345,540",,,,"386,351,693",,"383,691,163","351,384,731","347,140,620",,"343,028,989","343,028,989","343,028,989","308,944,022","336,379,116",,"336,346,000","336,346,000","336,346,000",,"336,351,000","336,351,000","336,351,000",,"322,845,618","322,786,000","322,786,000",,"307,167,235","306,401,745","306,376,734",,"325,453,923","325,242,099","326,147,043",,"317,821,687","317,821,687","317,821,687",,"301,363,000","301,363,000","299,613,000"
DilutedAverageShares,,,"392,242,814","393,578,406","396,881,216",,"398,364,439","398,492,139","399,435,644",,,,"399,128,899",,,"380,971,144","387,739,882",,"387,655,371","387,596,825","387,798,077",,"387,835,882","387,740,017","387,876,428",,,,"387,436,911",,,,"387,155,979",,"384,254,811","351,900,205","347,492,337",,"343,028,989","343,146,775","343,116,391","308,944,022","336,700,337",,"336,346,000","336,346,000","336,346,000",,"336,353,000","336,353,000","336,353,000",,"322,845,618","322,948,000","322,948,000",,"307,167,235","306,518,191","306,376,734",,"325,453,923","325,242,099","326,147,043",,"326,677,399","326,677,399","326,677,399",,"301,363,000","301,363,000","299,613,000"
RentExpenseSupplemental,"109,745,000,000","27,949,000,000","27,334,000,000","26,243,000,000","28,219,000,000",,"92,848,000,000","87,703,000,000",,,,,,,,"66,612,000,000","68,575,000,000","69,152,000,000","67,747,000,000","67,655,000,000",,,"73,764,000,000","73,935,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"3,311,828,000,000","534,700,000,000","940,284,000,000","991,192,000,000","845,652,000,000","192,439,000,000","953,769,000,000","946,751,000,000","968,232,000,000","585,775,000,000","897,504,000,000","990,081,000,000","870,101,000,000","453,931,000,000","564,446,000,000","580,363,000,000","545,004,000,000","346,604,000,000","407,115,000,000","339,634,000,000","604,965,000,000","179,364,000,000","446,294,000,000","392,219,000,000","373,525,000,000","258,965,000,000","426,566,000,000","163,520,000,000","411,458,000,000","142,166,000,000","410,103,000,000","547,458,000,000","603,186,000,000","219,069,000,000","579,072,000,000","817,335,000,000","779,454,000,000","-1,075,747,000,000","90,623,000,000","-217,428,000,000","633,157,000,000",,"631,503,000,000","1,015,551,425,547.2","913,893,597,385.32","905,888,564,118.67","899,230,010,422.03","620,843,588,681.25","776,228,159,431.56","788,981,009,693.14","808,168,291,332.05","582,017,786,688.44","701,801,672,756.84","672,326,000,000","672,326,000,000","580,099,333,750","119,999,999,880","151,111,110,960","152,222,222,070","-533,116,250,460","-422,222,221,800","-120,000,000,000","73,750,000,000","262,459,842,397.68","329,740,000,000","329,740,000,000","349,856,764,730.4","142,085,392,639.35","138,366,491,770.24","330,287,937,432.72","338,183,267,355"
NormalizedIncome,"3,367,158,065,400","572,061,487,745.815","946,155,877,019.11","982,120,124,925.21","867,939,644,996.368","192,439,000,000","962,310,344,592.49","974,394,787,580.596","968,232,000,000","585,775,000,000","897,504,000,000","990,081,000,000","870,101,000,000","453,931,000,000","564,446,000,000","587,850,981,484.715","548,161,670,922.9","373,033,511,884.408","411,097,837,764.744","344,954,878,999.386","604,965,000,000","179,364,000,000","451,143,289,579.405","398,016,350,661.002","373,525,000,000","258,965,000,000","426,566,000,000","163,520,000,000","411,458,000,000","142,166,000,000","243,194,174,083.775","547,458,000,000","603,186,000,000","219,069,000,000","787,498,348,969.658","582,097,025,841.812","551,197,854,739.81","-1,075,747,000,000","403,491,574,025.426","-256,944,085,093.212","584,889,506,539.977",,"605,409,262,900.947","1,015,551,425,547.2","913,893,597,385.32","905,888,564,118.67","899,230,010,422.03","620,843,588,681.25","776,228,159,431.56","788,981,009,693.14","808,168,291,332.05","582,017,786,688.44","701,801,672,756.84","672,326,000,000","672,326,000,000","580,099,333,750","119,999,999,880","151,111,110,960","152,222,222,070","-533,116,250,460","-422,222,221,800","-120,000,000,000","73,750,000,000","242,096,154,708.28","304,155,000,000","304,155,000,000","322,710,876,073.8","142,085,392,639.35","138,366,491,770.24","-343,806,800,569.412","338,183,267,355"
InterestIncome,"14,639,187,000,000","3,627,201,000,000","3,671,597,000,000","3,693,946,000,000","3,646,443,000,000","7,143,115,000,000","3,515,063,000,000","3,363,247,000,000","3,194,767,000,000","3,003,718,000,000","2,939,921,000,000","2,835,003,000,000","2,603,810,000,000","2,609,417,000,000","2,481,557,000,000","2,464,576,000,000","2,466,332,000,000","2,523,647,000,000","2,554,701,000,000","2,585,785,000,000","2,711,690,000,000","6,857,767,000,000","2,922,060,000,000","2,949,312,000,000","1,542,711,000,000","3,054,070,000,000","6,002,794,000,000","1,649,475,000,000","1,650,591,000,000","8,791,208,000,000","1,779,926,000,000","-15,901,000,000","3,600,592,000,000","8,734,990,000,000","1,804,360,000,000","3,434,740,000,000","3,252,123,000,000","8,539,209,000,000","1,471,508,000,000","3,225,832,000,000","3,317,126,000,000",,"3,838,568,000,000",,,,,,,,,,,,,,,"2,765,555,552,790",,,,"2,955,000,000,000",,,,,,,,"1,666,010,374,568.84",
InterestExpense,"5,442,400,000,000","1,299,001,000,000","1,352,177,000,000","1,396,845,000,000","1,394,377,000,000",,"1,263,764,000,000","1,166,878,000,000","1,050,981,000,000","980,681,000,000","918,471,000,000","895,834,000,000","877,457,000,000","858,574,000,000","880,796,000,000","919,935,000,000","960,048,000,000","957,494,000,000","1,002,133,000,000","1,038,224,000,000","1,174,773,000,000",,"1,295,323,000,000","1,341,231,000,000",,"1,408,706,000,000",,,,,,,"1,803,617,000,000",,,"1,691,172,000,000","1,578,784,000,000",,,"1,755,380,000,000","1,762,296,000,000",,"2,117,257,000,000",,,,,,,,,,,,,,,"1,307,777,776,470",,,,"1,556,250,000,000",,,,,,,,"1,102,195,848,509.98",
NetInterestIncome,"9,196,787,000,000","2,328,200,000,000","2,319,420,000,000","2,297,101,000,000","2,252,066,000,000","2,313,474,000,000","2,251,299,000,000","2,196,369,000,000","2,143,786,000,000","2,023,037,000,000","2,021,450,000,000","1,939,169,000,000","1,726,353,000,000","1,750,843,000,000","1,600,761,000,000","1,544,641,000,000","1,506,284,000,000","1,566,153,000,000","1,552,568,000,000","1,547,561,000,000","1,536,917,000,000","1,638,246,000,000","1,626,737,000,000","1,608,081,000,000","1,542,711,000,000","1,645,364,000,000","1,577,402,000,000","1,649,475,000,000","1,650,591,000,000","1,751,296,000,000","1,779,926,000,000","1,787,716,000,000","1,796,975,000,000","1,883,245,000,000","1,804,360,000,000","1,743,568,000,000","1,673,339,000,000","1,568,665,000,000","1,471,508,000,000","1,470,452,000,000","1,554,830,000,000",,"1,721,311,000,000",,,,,,,,,,,,,,,"1,457,777,776,320",,,,"1,398,750,000,000",,,,,,,,"563,814,526,058.86",
ReconciledDepreciation,"976,890,000,000","272,393,000,000","242,595,000,000","234,596,000,000","227,306,000,000","180,417,000,000","155,289,000,000","145,673,000,000","142,255,000,000",,,,,,,"63,168,000,000","59,279,000,000","70,789,000,000","65,377,000,000","61,202,000,000","60,089,000,000","78,735,000,000","60,592,000,000","60,805,000,000",,,,,,,,,"75,804,000,000","100,637,000,000","88,950,000,000","79,679,000,000","73,390,000,000","113,688,000,000","90,543,000,000","78,947,000,000","76,390,000,000",,"100,458,000,000",,,,"87,627,000,000",,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"3,311,828,000,000","534,700,000,000","940,284,000,000","991,192,000,000","845,652,000,000","192,439,000,000","953,769,000,000","946,751,000,000","968,232,000,000","585,775,000,000","897,504,000,000","990,081,000,000","870,101,000,000","453,931,000,000","564,446,000,000","580,363,000,000","545,004,000,000","346,604,000,000","407,115,000,000","339,634,000,000","604,965,000,000","179,364,000,000","446,294,000,000","392,219,000,000","373,525,000,000","258,965,000,000","426,566,000,000","163,520,000,000","411,458,000,000","142,166,000,000","410,103,000,000","547,458,000,000","603,186,000,000","219,069,000,000","579,072,000,000","817,335,000,000","779,454,000,000","-1,075,747,000,000","90,623,000,000","-217,428,000,000","633,157,000,000",,"631,503,000,000","1,015,551,425,547.2","913,893,597,385.32","905,888,564,118.67","899,230,010,422.03","620,843,588,681.25","776,228,159,431.56","788,981,009,693.14","808,168,291,332.05","582,017,786,688.44","701,801,672,756.84","672,326,000,000","672,326,000,000","580,099,333,750","119,999,999,880","151,111,110,960","152,222,222,070","-533,116,250,460","-422,222,221,800","-120,000,000,000","73,750,000,000","242,096,154,708.28","304,155,000,000","304,155,000,000","322,710,876,073.8","142,085,392,639.35","138,366,491,770.24","330,287,937,432.72","338,183,267,355"
TotalUnusualItemsExcludingGoodwill,"-75,722,000,000","-52,301,000,000","-7,866,000,000","12,433,000,000","-30,719,000,000",,"-11,898,000,000","-38,047,000,000",,,,,,,,"-9,437,000,000","-4,101,000,000","-32,309,000,000","-5,342,000,000","-6,681,000,000",,,"-6,310,000,000","-7,597,000,000",,,,,,,"208,436,000,000",,,,"-276,176,000,000","307,354,000,000","297,675,000,000",,"-443,996,000,000","55,438,000,000","51,067,000,000",,"35,937,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"973,918,287,022.26",
TotalUnusualItems,"-75,722,000,000","-52,301,000,000","-7,866,000,000","12,433,000,000","-30,719,000,000",,"-11,898,000,000","-38,047,000,000",,,,,,,,"-9,437,000,000","-4,101,000,000","-32,309,000,000","-5,342,000,000","-6,681,000,000",,,"-6,310,000,000","-7,597,000,000",,,,,,,"208,436,000,000",,,,"-276,176,000,000","307,354,000,000","297,675,000,000",,"-443,996,000,000","55,438,000,000","51,067,000,000",,"35,937,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"973,918,287,022.26",
TaxRateForCalcs,"0.269","0.286","0.254","0.27","0.274","0.25","0.282","0.273","0.279","0.238","0.252","0.194","0.08","0.242","0.242","0.207","0.23","0.182","0.254","0.204","0.173","0.387","0.231","0.237","0.251","0.298","0.259","0.22","0.246","0.314","0.199","0.248","0.247","0.395","0.245","0.235","0.233","0.22","0.295","0.287","0.055",,"0.274","0.25","0.25","0.25","0.25","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.284","0.4","0.4","0.4","0.381","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.308","0.4"
TaxEffectOfUnusualItems,"-20,391,934,600","-14,939,512,254.185","-1,994,122,980.89","3,361,124,925.21","-8,431,355,003.632","0","-3,356,655,407.51","-10,403,212,419.404","0","0","0","0","0","0","0","-1,949,018,515.285","-943,329,077.1","-5,879,488,115.592","-1,359,162,235.256","-1,360,121,000.614","0","0","-1,460,710,420.595","-1,799,649,338.998","0","0","0","0","0","0","41,527,174,083.775","0","0","0","-67,749,651,030.342","72,116,025,841.812","69,418,854,739.81","0","-131,127,425,974.574","15,921,914,906.788","2,799,506,539.977",,"9,843,262,900.947","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","299,823,549,020.128","0"
