name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
	OtherOperatingExpenses,"-763,000,000","50,000,000","-506,000,000","-267,000,000","-479,000,000","-195,000,000","-90,000,000","-228,000,000","-800,000,000","-127,000,000","-3,323,000,000","-60,000,000","-162,000,000","-464,000,000","-441,000,000","-364,000,000","-413,000,000","-83,000,000","-430,000,000","48,000,000","158,000,000","-541,000,000","-454,000,000","-197,000,000","216,000,000","-408,000,000","-263,000,000","-306,000,000","-85,000,000","-272,000,000","-591,000,000",,,,,,,,,,,,,,"86,000,000","-17,000,000",,"19,973,000,000",,"1,000,000",,,"738,770",,,,,,,,"-825,930",,,,,,,,"78,219,900",,,,"-774,075,400",,,,"-500,055,000",,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"5,671,000,000","-564,000,000","1,870,000,000","1,998,000,000","2,806,000,000","2,678,000,000","2,390,000,000","3,581,000,000","2,845,000,000","2,548,000,000","4,673,000,000","1,040,000,000","636,000,000","2,275,000,000","1,196,000,000","209,000,000","306,000,000","-286,000,000","-5,593,000,000","61,000,000","394,000,000","1,551,000,000","-563,000,000","2,579,000,000","1,852,000,000","3,646,000,000","-95,000,000","3,303,000,000","1,471,000,000","3,834,000,000","1,650,000,000","3,882,000,000","3,060,000,000","6,926,000,000","3,266,000,000","4,538,000,000","3,588,000,000","4,809,000,000","2,814,000,000","4,047,000,000","3,486,000,000","5,666,000,000","2,372,000,000","3,304,000,000","7,865,000,000","3,967,000,000","464,000,000","6,276,000,000","5,724,000,000","6,177,000,000","-46,228,984,610","22,981,752,150","4,660,899,930","21,059,987,040","-46,588,849,320","20,883,303,880","5,274,724,000","23,572,185,720","-35,767,476,940","19,946,066,430","4,012,367,940","16,241,687,220","-38,750,464,120","13,753,086,360","6,868,619,520","19,114,593,000","-31,088,936,210","14,988,355,200","2,473,487,060","13,139,329,000","-28,128,794,740","12,275,464,520","3,042,951,800","13,818,081,200","-24,864,161,890","12,135,073,500","3,565,098,000","12,920,062,900","-25,847,173,180","12,223,122,120","2,342,126,110","11,271,789,900","-16,836,659,760","7,835,775,840","980,871,450","6,720,416,430","-18,036,886,026","7,038,045,322","7,554,033,725","7,701,340,493","-18,512,014,962","7,738,851,904","7,617,261,968","7,397,250,256","-17,987,928,440","7,603,183,970","7,617,803,652","7,556,002,269","-16,194,456,200","6,875,067,160","6,750,980,144","6,783,662,976"
NetNonOperatingInterestIncomeExpense,"-920,000,000","-272,000,000","-297,000,000","-37,000,000","-314,000,000","-217,000,000","-48,000,000","-268,000,000","-58,000,000","-290,000,000","-584,000,000","-480,000,000","-838,000,000","-171,000,000","46,000,000","-166,000,000","-2,000,000","-286,000,000","-465,000,000","-446,000,000","-492,000,000","18,000,000","-428,000,000","-339,000,000","-273,000,000","-187,000,000","-195,000,000","-140,000,000","-380,000,000","-196,000,000","-275,000,000","-373,000,000","-164,000,000","-251,000,000","-26,000,000","-389,000,000","192,000,000","-59,000,000","-215,000,000","-111,000,000","10,000,000","-280,000,000","-153,000,000","-175,000,000","-184,000,000","-30,000,000",,,"-115,000,000","-99,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"3,166,000,000","1,345,000,000","662,000,000","1,005,000,000","154,000,000","1,266,000,000","926,000,000","692,000,000","1,545,000,000","804,000,000","667,000,000","985,000,000","946,000,000","1,326,000,000","1,898,000,000","762,000,000","1,357,000,000","1,822,000,000","1,517,000,000","1,470,000,000","1,212,000,000","5,189,000,000","343,000,000","2,755,000,000","1,808,000,000","1,553,000,000","1,268,000,000","1,237,000,000","1,276,000,000","1,947,000,000","1,137,000,000",,"3,873,000,000","2,338,000,000","1,761,000,000","1,760,000,000","260,000,000","1,363,000,000","1,139,000,000","1,318,000,000","543,000,000","3,117,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"4,052,000,000","1,518,000,000","965,000,000","1,085,000,000","484,000,000","1,545,000,000","976,000,000","973,000,000","1,626,000,000","1,088,000,000","1,232,000,000","1,424,000,000","1,732,000,000","1,498,000,000","1,920,000,000","892,000,000","1,343,000,000","2,071,000,000","1,973,000,000","1,911,000,000","1,705,000,000","5,187,000,000","773,000,000","3,100,000,000","2,093,000,000","1,744,000,000","1,467,000,000","1,377,000,000","1,656,000,000","2,143,000,000","1,412,000,000","373,000,000","4,037,000,000","2,589,000,000","1,787,000,000","2,149,000,000","68,000,000","1,422,000,000","1,354,000,000","1,429,000,000","533,000,000","3,397,000,000",,,"2,723,000,000","30,000,000",,,"2,654,000,000","99,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"34,000,000","99,000,000","-6,000,000","-43,000,000","-16,000,000","-62,000,000","-2,000,000","-13,000,000","-23,000,000","6,000,000","19,000,000","41,000,000","52,000,000","-1,000,000","-68,000,000","36,000,000","16,000,000","37,000,000","9,000,000","5,000,000","-1,000,000","-16,000,000","-2,000,000","-6,000,000","-12,000,000","-4,000,000","-4,000,000",,,,,,,,,,,,,,,,,"175,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-3,777,000,000","-1,557,000,000","-2,004,000,000","-127,000,000","-528,000,000","-82,000,000","-428,000,000","-11,000,000","-139,000,000","-15,000,000","-592,000,000","451,000,000","534,000,000","-100,000,000","-206,000,000","-302,000,000","-179,000,000","131,000,000","-890,000,000","320,000,000","580,000,000","-234,000,000","-71,000,000","135,000,000","827,000,000","164,000,000","2,080,000,000","3,645,000,000","463,000,000","177,000,000","-69,000,000","1,695,000,000","-135,000,000","969,000,000","1,137,000,000","159,000,000","-245,000,000","77,000,000","377,000,000","405,000,000","-119,000,000","460,000,000","-3,000,000","107,000,000","809,000,000","144,000,000",,,"493,000,000","529,000,000",,,"246,010,410",,,,"233,997,400",,,,"366,712,920",,,,"-3,253,944,960",,,,"401,528,820",,,,"198,300,200",,,,"627,127,800",,,,"-97,632,330",,,,"5,312,450",,,,,,,,,,,,,,,,,
	GainOnSaleOfSecurity,"383,000,000","-150,000,000","187,000,000","7,000,000","71,000,000","2,000,000","937,000,000","119,000,000","-289,000,000","89,000,000","172,000,000","414,000,000","568,000,000","35,000,000","-451,000,000","-77,000,000","-119,000,000","111,000,000","46,000,000","386,000,000","570,000,000","-258,000,000","-49,000,000","103,000,000","683,000,000","98,000,000","-1,962,000,000","3,612,000,000","346,000,000","106,000,000","87,000,000","1,413,000,000","-20,000,000","872,000,000","856,000,000","-5,000,000","-352,000,000","-145,000,000","221,000,000","218,000,000",,"288,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"-1,040,000,000","-876,000,000","-143,000,000","3,000,000","-24,000,000","76,000,000","-471,000,000","2,000,000","356,000,000","45,000,000","-431,000,000","79,000,000","56,000,000","29,000,000","-199,000,000","-208,000,000","26,000,000","55,000,000","-439,000,000","-66,000,000","10,000,000","24,000,000","-22,000,000","32,000,000","45,000,000","66,000,000","-14,000,000","33,000,000","117,000,000","71,000,000","-156,000,000","92,000,000","165,000,000","189,000,000","64,000,000","198,000,000","91,000,000","184,000,000","95,000,000","150,000,000","92,000,000","200,000,000",,,,,,,,,,,"174,349,720",,,,"190,171,800",,,,"181,704,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-3,120,000,000","-531,000,000","-2,048,000,000","-137,000,000","-575,000,000","-160,000,000","-894,000,000","-132,000,000","-206,000,000","-149,000,000","-333,000,000","-42,000,000","-90,000,000","-164,000,000","444,000,000","-17,000,000","-86,000,000","-35,000,000","-497,000,000",,,,,,,,,,,,,"190,000,000","-280,000,000","-92,000,000","217,000,000","-34,000,000","16,000,000","38,000,000","61,000,000","37,000,000","77,000,000","-28,000,000","-396,000,000","107,000,000","398,000,000","144,000,000",,,,"529,000,000",,,"71,660,690",,,,"43,825,600",,,,"185,008,320",,,,"-3,253,944,960",,,,"401,528,820",,,,"198,300,200",,,,"627,127,800",,,,"-97,632,330",,,,"5,312,450",,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"2,876,000,000","459,000,000","1,964,000,000","35,000,000","418,000,000","71,000,000","749,000,000","94,000,000","88,000,000","35,000,000","258,000,000","42,000,000","90,000,000","164,000,000","444,000,000","17,000,000","86,000,000","35,000,000","497,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,"415,000,000","72,000,000","84,000,000","102,000,000","157,000,000","89,000,000","145,000,000","38,000,000","118,000,000","114,000,000","591,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"974,000,000","-2,393,000,000","-431,000,000","1,834,000,000","1,964,000,000","2,379,000,000","1,914,000,000","3,302,000,000","2,648,000,000","2,243,000,000","3,497,000,000","1,011,000,000","332,000,000","2,004,000,000","1,036,000,000","-259,000,000","125,000,000","-441,000,000","-6,948,000,000","-65,000,000","482,000,000","1,335,000,000","-1,062,000,000","2,375,000,000","2,406,000,000","3,623,000,000","1,790,000,000","6,808,000,000","1,554,000,000","3,815,000,000","1,306,000,000","5,204,000,000","2,761,000,000","7,644,000,000","4,377,000,000","4,308,000,000","3,719,000,000","4,827,000,000","2,976,000,000","4,341,000,000","3,377,000,000","5,846,000,000","2,326,000,000","3,236,000,000","8,628,000,000","4,081,000,000",,,"6,102,000,000","6,607,000,000",,,"4,919,469,430",,,,"5,583,851,000",,,,"4,045,405,140",,,,"3,114,572,160",,,,"2,509,989,680",,,,"2,025,279,200",,,,"3,137,992,200",,,,"2,368,371,360",,,,"1,050,899,200",,,,,,,,,,,,,,,,,
TaxProvision,"4,841,000,000","534,000,000","1,458,000,000","1,310,000,000","1,539,000,000","1,284,000,000","1,512,000,000","1,772,000,000","1,391,000,000","1,295,000,000","1,450,000,000","666,000,000","314,000,000","1,037,000,000","695,000,000","302,000,000","569,000,000","359,000,000","126,000,000","847,000,000","1,043,000,000","717,000,000","1,602,000,000","779,000,000","1,825,000,000","2,286,000,000","2,388,000,000","2,689,000,000","1,674,000,000","2,251,000,000","3,205,000,000","2,402,000,000","2,516,000,000","3,720,000,000","2,858,000,000","2,483,000,000","2,322,000,000","2,408,000,000","2,132,000,000","2,160,000,000","1,978,000,000","2,887,000,000","1,648,000,000","1,747,000,000","3,511,000,000","1,971,000,000",,,"2,470,000,000","3,012,000,000",,,"2,335,990,740",,,,"2,775,099,600",,,,"1,878,164,820",,,,"1,243,697,280",,,,"968,188,540",,,,"903,926,800",,,,"1,370,739,000",,,,"1,062,407,720",,,,"458,802,500",,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"-3,873,000,000","-2,929,000,000","-1,891,000,000","523,000,000","424,000,000","1,092,000,000","399,000,000","1,529,000,000","1,252,000,000","946,000,000","2,047,000,000","344,000,000","18,000,000","965,000,000","340,000,000","-562,000,000","-446,000,000","-792,000,000","-9,017,000,000","-952,000,000","-113,000,000","704,000,000","-2,384,000,000","1,714,000,000","658,000,000","1,303,000,000","-647,000,000","3,989,000,000","275,000,000","1,543,000,000","1,461,000,000","2,483,000,000","227,000,000","3,617,000,000","1,289,000,000","1,770,000,000","1,254,000,000","2,222,000,000","548,000,000","1,724,000,000","1,499,000,000","2,547,000,000","391,000,000","1,240,000,000","5,323,000,000","1,904,000,000","-874,000,000","2,941,000,000","3,437,000,000","3,321,000,000","2,591,563,830","2,578,833,600","2,427,598,220","2,582,532,000","1,956,247,450","1,946,261,200","2,639,709,800","2,972,511,030","2,052,354,070","2,367,229,120","2,167,240,320","2,170,804,020","1,629,384,380","2,284,675,380","1,710,186,240","1,710,167,620","1,041,147,380","1,489,227,600","1,541,801,140","1,540,365,750","1,175,349,140","1,165,571,660","1,121,352,400","1,278,092,200","2,328,159,880","2,138,319,600","1,767,253,200","1,769,402,500","1,490,290,500","1,477,158,980","1,305,963,640","1,301,597,200","939,939,270","772,541,280","592,096,700","569,440,220","589,167,594","578,110,302","620,493,975","632,593,863","673,007,958","652,329,804","642,080,643","623,535,231","594,189,350","586,659,250","587,787,300","583,018,725","561,794,820","522,973,100","513,534,040","516,020,160"
	NetIncome,"-3,873,000,000","-2,929,000,000","-1,891,000,000","523,000,000","424,000,000","1,092,000,000","399,000,000","1,529,000,000","1,252,000,000","946,000,000","2,047,000,000","344,000,000","18,000,000","965,000,000","340,000,000","-562,000,000","-446,000,000","-792,000,000","-9,017,000,000","-952,000,000","-113,000,000","704,000,000","-2,384,000,000","1,714,000,000","658,000,000","1,303,000,000","-647,000,000","3,989,000,000","275,000,000","1,543,000,000","1,461,000,000","2,483,000,000","227,000,000","3,617,000,000","1,289,000,000","1,770,000,000","1,254,000,000","2,222,000,000","548,000,000","1,724,000,000","1,499,000,000","2,547,000,000","391,000,000","1,240,000,000","5,323,000,000","1,904,000,000","-141,000,000","2,941,000,000","3,437,000,000","3,321,000,000","2,591,563,830","2,578,833,600","2,427,598,220","2,582,532,000","1,956,247,450","1,946,261,200","2,639,709,800","2,972,511,030","2,052,354,070","2,367,229,120","2,167,240,320","2,170,804,020","1,629,384,380","2,284,675,380","1,710,186,240","1,710,167,620","1,041,147,380","1,489,227,600","1,541,801,140","1,540,365,750","1,175,349,140","1,165,571,660","1,121,352,400","1,278,092,200","2,328,159,880","2,138,319,600","1,767,253,200","1,769,402,500","1,490,290,500","1,477,158,980","1,305,963,640","1,301,597,200","939,939,270","772,541,280","592,096,700","569,440,220","589,167,594","578,110,302","620,493,975","632,593,863","673,007,958","652,329,804","642,080,643","623,535,231","594,189,350","586,659,250","587,787,300","583,018,725","561,794,820","522,973,100","513,534,040","516,020,160"
