name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
				AllowanceForDoubtfulAccountsReceivable,,"-5,000,000","-5,000,000",,"-5,000,000","-4,000,000","-4,000,000","-4,000,000",,"-3,000,000","-3,000,000","-3,000,000","-2,000,000","-310,000,000","-357,000,000","-352,000,000","-379,000,000","-370,000,000","-331,000,000","-328,000,000","-340,000,000","-330,980,000","-238,332,000","-227,000,000","-235,997,000",,"-220,047,000","-203,882,000","-194,980,000","-198,000,000",,,"-210,970,000","-198,900,000",,,"-172,901,000",,,"-22,591,000",,,,,,,,,,,,,,"-8,414,000","-5,707,000","-2,317,000",,"-5,221,000","-23,090,000","-20,928,000",,,,"-2,565,000","-20,894,401.14",,,,"-31,245,991.14",,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"1,627,000,000","909,000,000","615,000,000","648,000,000","679,000,000","363,000,000","532,000,000","573,000,000","596,000,000","395,000,000","449,000,000","617,000,000","674,000,000","1,563,000,000","1,547,000,000","1,251,000,000","1,080,000,000","1,106,000,000","991,000,000","865,000,000","808,000,000","750,042,000","759,836,000","760,000,000","907,983,000","976,042,000","957,734,000","834,398,000","871,021,000","802,000,000","889,880,000","1,031,675,000","907,702,000","1,411,600,000","1,347,428,000","1,100,986,000","888,355,000","727,562,000","705,113,000","568,049,000","416,550,000","326,614,000","437,595,000","378,451,000","322,368,000",,,,"379,980,000",,,,"378,849,000","488,388,000","460,975,000","472,820,000","476,236,000","466,556,000","484,887,000","506,363,000","521,078,000",,,"523,179,000","398,574,694.82",,,,"348,534,217.02",,,,"77,492,828.7",,,,"51,869,023.89",,,,"64,992,458.1",,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,"95,000,000","79,000,000",,"211,000,000","230,000,000",,,"227,000,000","284,000,000",,,"35,888,000","18,205,000",,"15,309,000","24,673,000","571,549,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"381,000,000",,,"307,000,000","302,000,000",,,,"271,000,000",,,,"126,000,000",,,,"375,000,000",,"27,000,000","27,000,000","295,000,000","604,736,000","260,546,000","261,323,000","398,517,000","212,672,000","316,434,000","326,432,000","419,741,000",,,,,,,,,,,,,,,,,"568,674,756","542,001,191.92","532,370,298",,"390,416,824.7","353,300,234","427,993,000",,"62,601,000","42,932,000","36,963,000",,"171,135,000","197,541,000","216,630,000",,"832,280,809.91","728,452,518.72","206,030,000",,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"8,625,000,000","6,046,000,000","5,692,000,000","5,732,000,000","5,909,000,000","5,540,000,000","5,136,000,000","4,758,000,000","4,822,000,000","4,634,000,000","4,427,000,000","4,578,000,000","4,641,000,000","7,864,000,000","8,943,000,000","9,185,000,000","8,965,000,000","8,663,000,000","8,250,000,000","8,936,000,000","8,405,000,000","7,454,993,000","6,463,993,000","7,166,000,000","6,381,544,000","6,251,715,000","5,895,910,000","5,675,913,000","5,759,648,000","5,185,000,000","4,939,249,000","5,177,976,000","5,552,769,000","5,097,100,000","4,816,465,000","4,848,072,000","4,823,768,000","3,016,278,000","2,816,066,000","2,863,280,000","2,827,463,000","2,443,640,000","1,656,996,000","1,897,617,000","1,570,863,000","1,534,667,056","1,530,423,525.52","1,093,009,000","1,534,242,000","1,164,621,406.2","906,884,000","1,005,200,000","1,231,963,000","1,104,471,077","1,136,061,857.7","1,142,758,348.77","1,115,286,000","1,116,162,382.5","976,521,168","1,050,457,681.63","1,089,648,000","1,049,403,759.43","906,225,067.47","1,030,378,000","942,316,718.19","805,220,868.2","750,599,586.72","949,079,455.38","982,604,474.52","668,633,738.78","643,207,988.4","608,524,100.8","686,664,630.9","571,212,060.5","548,354,712","764,370,803.11","793,234,750.9","697,985,870.78","591,804,810.05","522,688,788","541,175,679.3","369,770,760","335,653,032","335,180,246.07","346,810,185.4","320,728,157.2","236,451,834.2","250,641,417"
			OtherInventories,,,"5,739,000,000","5,778,000,000","5,974,000,000","5,595,000,000","5,196,000,000","4,808,000,000","4,895,000,000","4,687,000,000","4,480,000,000","4,630,000,000","4,716,000,000",,"9,092,000,000","9,343,000,000","9,115,000,000",,"8,326,000,000",,,,,,,,,,,,,,"5,782,368,000",,,,"4,921,710,000",,,,"2,926,437,000",,,,,,,,"1,534,242,000",,,,,,,,"1,115,286,000",,,,"1,089,648,000",,,,,,,,"982,604,474.52",,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,,,"-47,000,000","-46,000,000","-65,000,000","-55,000,000","-60,000,000","-50,000,000","-73,000,000","-53,000,000","-53,000,000","-52,000,000","-75,000,000",,"-149,000,000","-158,000,000","-150,000,000",,"-76,000,000",,,,,,,,,,,,,,"-229,599,000",,,,"-97,942,000",,,,"-98,974,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,,"829,000,000","648,000,000",,"520,000,000","529,000,000","523,000,000","590,000,000","112,000,000","371,000,000","434,000,000","562,000,000","97,000,000","638,000,000","923,000,000","888,000,000","659,000,000","770,000,000","719,000,000","721,000,000",,"230,951,000","226,412,000","630,000,000",,"155,239,000","178,515,000","190,224,000",,,"140,940,000","214,698,000",,,"211,292,000","681,590,000",,"185,534,000","229,594,000","254,354,000",,"320,324,000","194,206,000","205,265,000",,"39,168,792",,,,"74,383,734.6","51,406,833","67,785,559.2",,"85,771,000","93,852,000","115,299,000",,"82,287,000","105,938,000","109,813,000","54,303,000","30,477,510.22","65,367,853.11","121,325,000","63,629,539.18",,,,"16,545,118.68",,,,"16,878,476.4",,,,"20,444,596.65",,,,"22,966,556.3",,,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82,746,675.6",,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"228,788,000","196,541,000","186,461,000",,"175,082,000","222,312,000","205,913,000","94,358,000","111,884,448","112,320,284.46","145,724,258","88,128,000","85,797,721.1","62,770,144.2","170,469,819.9","238,676,000","78,559,000","109,300,000","89,260,000","84,745,000",,,,,,,,"33,955,565.73",,,,"18,725,647.8",,,,"10,898,553.9",,,,"7,374,483.98",,,,"4,234,610.6",,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"228,788,000","196,541,000","186,461,000",,"175,082,000","222,312,000","205,913,000","94,358,000","111,884,448","112,320,284.46","145,724,258","88,128,000","85,797,721.1","62,770,144.2","170,469,819.9","238,676,000","78,559,000","109,300,000","89,260,000","84,745,000",,,,,,,,"33,955,565.73",,,,"18,725,647.8",,,,"10,898,553.9",,,,"7,374,483.98",,,,"4,234,610.6",,,,,,,
		AssetsHeldForSaleCurrent,"218,000,000","94,000,000","24,000,000","26,742,000,000","24,443,000,000","21,866,000,000","21,698,000,000","22,133,000,000","22,961,000,000","19,614,000,000","18,790,000,000","19,848,000,000","20,303,000,000","2,562,000,000","9,000,000","13,000,000","15,000,000","15,000,000","22,000,000","21,000,000",,"21,574,000","25,780,000","41,000,000","39,133,000","51,780,000","51,334,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"73,000,000",,,"54,000,000","43,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"698,211.14",,,,"48,095,534.34",,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"287,000,000","1,000,000","2,000,000","312,000,000","175,000,000",,"1,000,000",,"34,000,000","1,000,000",,,"155,000,000","-3,908,000,000",,"-1,000,000","315,000,000",,,,"266,000,000","108,888,000","118,035,000","1,000,000",,"33,585,000","37,428,000","39,075,000",,"3,278,000,000","44,856,000","20,890,000","128,845,000","2,738,100,000","47,213,000","52,968,000","531,012,000","584,152,000","446,718,000","476,444,000","293,158,000","365,807,000","1,685,964,000","1,696,772,000","162,347,000","1,924",,"-1,747","126,288,000","-1,827.7","35,328,000","45,723,000","125,825,000","397,858,996",,"517,491,658.35","106,544,000","2,227.5",,,"53,402,000","-2,859.59",,,"217,562,014.19","595,689,592.4","520,308,918.24","521,567,460.12","157,440,574.14","271,891,129.8","278,318,907.6","180,767,361.6","82,418,427","732,850,943","571,812,750.3","664,245,270.55","59,705,631.8","171,984,712.57","152,457,433.7","135,316,311.2","26,767,632","93,427,605","71,856,824","89,199,924.18","79,297,790.6","56,522,188","24,161,374","28,145,298"
	TotalNonCurrentAssets,"38,099,000,000","21,350,000,000","20,864,000,000","20,753,000,000","16,545,000,000","16,000,000,000","15,255,000,000","14,805,000,000","14,708,000,000","14,417,000,000","14,043,000,000","13,422,000,000","13,566,000,000","22,038,000,000","22,586,000,000","22,650,000,000","22,281,000,000","22,713,000,000","22,155,000,000","21,830,000,000","21,367,000,000","20,898,948,000","19,792,763,000","19,576,000,000","19,398,617,000","18,726,214,000","18,492,305,000","18,351,830,000","18,145,550,000","17,574,000,000","17,197,408,000","16,564,483,000","16,492,613,000","15,514,600,000","15,128,335,000","15,346,897,000","15,216,383,000","9,902,511,000","9,648,125,000","9,566,637,000","9,787,018,000","9,022,878,000","7,600,864,000","7,754,012,000","7,893,717,000","7,805,552,560","7,858,581,580.3","7,254,939,000","7,736,974,000","7,369,798,156","6,865,389,000","6,871,528,000","6,793,857,000","6,224,948,000","6,073,685,000","6,076,120,000","6,012,837,000","6,162,354,000","6,939,010,000","6,809,711,000","6,932,197,000","7,011,654,628.61","6,607,036,703.28","6,573,419,000","5,377,045,166.28","5,497,619,335.04","5,380,453,229.76","5,494,756,051.89","5,168,232,775.14","4,886,073,241.8","4,809,993,838","4,246,553,712","4,198,102,990.5","3,999,856,328.5","3,879,264,975.9","3,993,685,519.48","3,737,905,981.87","3,741,753,774.88","3,418,973,147.61","2,883,631,230.4","2,672,375,682.9","2,427,641,325","2,179,629,296","2,150,300,827.11","1,777,117,216","1,636,266,971.6","1,517,446,477.4","1,160,945,220"
		NetPPE,"22,792,000,000","13,938,000,000","13,425,000,000","13,181,000,000","9,650,000,000","9,244,000,000","8,976,000,000","9,150,000,000","9,138,000,000","9,187,000,000","8,985,000,000","8,972,000,000","9,182,000,000","10,603,000,000","10,532,000,000","10,440,000,000","10,377,000,000","10,192,000,000","10,023,000,000","9,832,000,000","9,699,000,000","9,396,080,000","9,187,073,000","9,107,000,000","9,053,600,000","8,659,711,000","8,506,243,000","8,294,592,000","8,114,498,000","7,734,000,000","7,554,011,000","7,436,281,000","7,358,250,000","7,144,600,000","6,980,859,000","6,861,785,000","6,703,595,000","5,650,599,000","5,437,575,000","5,352,367,000","5,252,720,000","5,108,548,000","4,817,184,000","4,830,723,000","4,859,481,000","4,875,129,324","4,812,050,469.86","4,167,099,000","4,820,179,000","4,567,427,783.1","3,803,709,000","3,677,316,000","4,241,040,000","4,085,787,058","3,962,237,016.15","3,945,493,955.91","3,861,714,000","3,770,617,000","4,589,720,000","4,474,655,000","4,425,445,000","4,345,092,672.79","4,299,056,964.6","4,264,667,000","3,993,037,772.79","3,837,625,990.24","3,727,470,925.44","3,791,661,810.24","3,761,791,492.74","3,348,539,937.02","3,346,144,960.4","2,915,732,160","3,116,535,889.2","2,782,440,774","2,671,012,590.9","2,734,452,368.68","2,798,905,254.13","2,448,375,938.8","2,242,284,375.81","1,988,908,596.8","2,030,783,606.7","1,619,654,985","1,499,587,544","1,458,733,273.35","1,397,248,262.2","1,252,556,101.2","1,066,982,005.6","986,732,943"
			GrossPPE,,"23,531,000,000","22,748,000,000","21,951,000,000","15,435,000,000","14,876,000,000","14,671,000,000","14,830,000,000","14,677,000,000","14,642,000,000","14,321,000,000","14,174,000,000","14,338,000,000","16,614,000,000","16,433,000,000","16,154,000,000","16,455,000,000","16,112,000,000","15,860,000,000","15,600,000,000","15,272,000,000","14,853,439,000","14,455,115,000","14,289,741,000","14,083,137,000","13,528,288,000","13,278,707,000","12,954,896,000","12,580,840,000",,"11,741,711,000","11,560,631,000","11,374,143,000",,"6,980,859,000",,,"9,216,025,000","5,437,575,000",,,"8,591,546,000","7,883,171,000","7,795,180,000","7,728,651,000","7,727,353,504","7,521,649,454.56","7,425,081,930","7,329,356,000","6,971,575,224.6","6,584,271,257.6","6,548,516,598.3","5,156,937,000","6,044,074,756","6,248,934,672.12","6,171,125,937.9","5,976,543,000","3,770,617,000","4,589,720,000","4,474,655,000","6,271,354,000","5,945,493,671.78","6,025,605,552.99","4,264,667,000","5,607,754,900.16","4,975,024,873.56","4,843,086,584.16","5,114,450,090.07","5,153,645,176.92","4,904,550,916.6","4,487,895,815.8","3,843,909,128.8",,"3,750,094,552","3,502,144,383.3","3,543,778,773.84",,"3,020,523,338.69","2,803,109,806.42","2,530,923,047.2",,"2,341,717,650","2,159,332,656","2,119,191,119.04","1,848,098,966",,,
				Properties,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0",,,"0",,,,"0","0","0","0","0","0","0","0","0",,"0","0",,"0","0","0","1,110,375,000","1,052,005,000","1,004,823,000","0","0","0","0","0",,,,"0",,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,"1,434,000,000","1,426,000,000","1,386,000,000","1,366,000,000","1,344,000,000","1,325,000,000","1,369,000,000","1,362,000,000","1,384,000,000","1,383,000,000","1,396,000,000","1,414,000,000","1,491,000,000","1,478,000,000","1,478,000,000","1,464,000,000","1,457,000,000","1,455,000,000","1,448,000,000","1,449,000,000","1,443,058,000","1,418,529,000","1,411,528,000","1,411,882,000","1,393,829,000","1,409,618,000","1,344,354,000","1,264,764,000",,"1,035,046,000","965,356,000","948,170,000",,"945,966,000",,,"873,373,000",,,,"873,858,000","850,084,000","850,084,000","850,126,000","832,959,244","820,727,927.06","793,669,088","706,916,000","692,440,594.3",,"649,607,494.8","594,585,000",,"556,803,790.41","489,219,613.92","440,850,000","421,085,000","863,025,000","857,291,000","857,248,000","847,885,592.54","842,908,732.71","827,713,000","818,144,771.73",,,,"789,641,806.68",,,,,,,,,,,,,,,,,,,
