name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
	GainOnSaleOfSecurity,"1,933,000,000","-895,000,000","832,000,000","-126,000,000","-368,684,000","699,752,000","890,917,000","-123,652,000","127,443,000",,,,,,,,
	SecuritiesAmortization,,,,,"1,939,000",,,,,,,,,,,,
	SpecialIncomeCharges,"-10,697,000,000","-1,002,000,000","800,000,000","612,000,000","-1,463,520,000","-114,318,000","-451,467,000","-93,991,000","0","-27,763,000","-110,087,000","-12,611,000","-16,985,000","-35,033,000","-17,977,000","-10,138,000",
		ImpairmentOfCapitalAssets,"10,861,000,000","1,172,000,000","0","0","1,524,645,000","60,529,000","447,151,000","65,375,000","0","439,000","11,614,000","12,197,000","18,417,000",,,,
		WriteOff,,,,,,,,"0","0",,,,,,,,
		OtherSpecialCharges,,,,"66,000,000","56,436,000",,"4,316,000","28,616,000",,"27,324,000","98,473,000","414,000","-1,432,000",,,,
		GainOnSaleOfPPE,"164,000,000","170,000,000","800,000,000","678,000,000","117,561,000","-53,789,000",,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"111,000,000","312,000,000","69,000,000","19,000,000","-9,138,000","-14,559,000","-12,808,000","-13,081,000","-8,587,000",,,,,,,,
PretaxIncome,"-10,814,000,000","-859,000,000","2,889,000,000","881,000,000","-2,338,536,000","97,271,000","855,960,000","357,159,000","659,271,000","746,451,000","305,683,000","-30,534,000","440,787,000","41,379,000","34,047,000","3,993,000",
TaxProvision,"-1,527,000,000","-154,000,000","603,000,000","-75,000,000","-876,090,000","31,371,000","317,785,000","118,237,000","251,041,000","285,848,000","122,649,000","-20,732,000","162,085,000","16,019,000","14,379,000","2,039,000",
NetIncomeCommonStockholders,"-9,288,000,000","-706,000,000","2,269,000,000","949,000,000","-1,462,446,000","65,265,000","532,214,000","248,261,000","431,689,000","548,137,000","204,370,000","-9,802,000","278,702,000","25,315,000","9,311,000","-2,812,000","-3,460,000"
	NetIncome,"-9,287,000,000","-705,000,000","2,286,000,000","956,000,000","-1,462,446,000","65,900,000","538,175,000","251,003,000","431,689,000","548,137,000","204,370,000","-9,802,000","278,702,000","25,360,000","19,668,000","1,954,000","-2,656,000"
		NetIncomeIncludingNoncontrollingInterests,"-9,287,000,000","-705,000,000","2,286,000,000","956,000,000","-1,462,446,000","65,900,000","538,175,000","251,003,000","431,689,000","548,137,000","204,370,000","-9,802,000","278,702,000","25,360,000","19,668,000","1,954,000","-2,656,000"
			NetIncomeContinuousOperations,"-9,287,000,000","-705,000,000","2,286,000,000","956,000,000","-1,462,446,000","65,900,000","538,175,000","238,922,000","408,230,000","460,603,000","183,034,000","-9,802,000","278,702,000","25,360,000","19,668,000","1,954,000","-2,656,000"
			NetIncomeDiscontinuousOperations,,,,,,"0","0","12,081,000","23,459,000","87,534,000","21,336,000",,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,"45,000","10,357,000","4,766,000","804,000"
	OtherunderPreferredStockDividend,,"1,000,000","17,000,000","7,000,000","0","635,000","5,961,000","2,742,000",,,,,,,,,
AverageDilutionEarnings,,"0","0","0","0","2,000","16,000","4,000",,,,,,,,,
DilutedNIAvailtoComStockholders,"-9,288,000,000","-706,000,000","2,269,000,000","949,000,000","-1,462,446,000","65,267,000","532,230,000","248,265,000","431,689,000","548,137,000","204,370,000","-9,802,000","278,702,000","25,315,000","9,311,000","-2,812,000","-3,460,000"
BasicEPS,,,"13.28","6.44","-10.85","0.54","4.89","2.39","4.18","5.34","2.21","-0.12","3.52","0.39","0.63","-0.7","-3.48"
DilutedEPS,,,"13.25","6.41","-10.85","0.54","4.88","2.39","4.15","5.28","2.18","-0.12","3.46","0.38","0.59","-0.7","-3.48"
BasicAverageShares,,,"170,925,000","148,447,205","134,787,650","122,037,037","110,056,237","105,022,176","103,190,000","102,581,000","92,542,000","84,912,000","79,206,000","64,316,000","47,287,000","4,059,000","994,000"
DilutedAverageShares,,,"171,249,000","149,141,966","134,787,650","122,037,037","110,281,762","105,022,176","103,972,000","103,653,000","93,837,000","84,912,000","80,587,000","66,309,000","50,729,000","4,059,000","994,000"
TotalOperatingIncomeAsReported,,"-987,000,000","2,930,000,000","1,074,000,000","-2,069,444,000","381,003,000","1,089,745,000","617,437,000","850,563,000","868,785,000","376,048,000","-1,828,000","468,394,000","75,937,000","63,428,000","6,310,000",
TotalExpenses,"6,391,000,000","3,681,000,000","2,814,000,000","2,064,000,000","1,928,664,000","2,061,793,000","2,014,168,000","1,513,455,000","1,096,694,000","847,393,000","496,719,000","534,078,000","46,978,000","210,685,000","124,684,000","46,242,000",
InterestExpense,"180,000,000","185,000,000","149,000,000","146,000,000","191,642,000","215,384,000","205,724,000","205,409,000","170,747,000","118,360,000","60,087,000","28,292,000","29,039,000",,,,
NetInterestIncome,"-180,000,000","-185,000,000","-149,000,000","-146,000,000","-201,579,000","-215,384,000","-216,661,000","-218,581,000","-182,705,000","-118,360,000","-60,087,000","-28,292,000","-29,039,000",,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"-9,287,000,000","-705,000,000","2,286,000,000","956,000,000","-1,462,446,000","65,900,000","538,175,000","251,003,000","431,689,000","548,137,000","204,370,000","-9,802,000","278,702,000","25,360,000","19,668,000","1,954,000","-2,656,000"
NormalizedIncome,"-1,760,528,019.234","850,540,000","996,720,000","513,740,000","-317,318,500","-330,438,818","261,760,950","384,525,167","329,342,783","477,734,360.383","249,086,200","-1,604,850","289,441,321.872","46,830,718.964","30,454,200","8,036,800","-2,656,000"
EBIT,"-10,634,000,000","-674,000,000","3,038,000,000","1,027,000,000","-2,146,894,000","312,655,000","1,061,684,000","562,568,000","830,018,000","864,811,000","365,770,000","-2,242,000","469,826,000","83,648,000","73,606,000","8,694,000","3,622,000"
EBITDA,"-8,611,000,000"
ReconciledCostOfRevenue,"3,066,000,000","3,029,000,000","2,373,000,000","1,753,000,000","1,618,512,000","1,764,612,000","1,518,114,000","1,228,044,000","918,871,000","308,011,000","181,091,000","118,778,000","129,702,000","54,997,000","41,940,000","17,167,000",
ReconciledDepreciation,"2,023,000,000","1,964,000,000","1,478,000,000","1,146,000,000","1,167,208,000","1,223,253,000","979,740,000","772,608,000","575,128,000","428,377,000","249,850,000","206,143,000","123,912,000","80,846,000","62,216,000","11,619,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"-9,287,000,000","-705,000,000","2,286,000,000","956,000,000","-1,462,446,000","65,900,000","538,175,000","238,922,000","408,230,000","460,603,000","183,034,000","-9,802,000","278,702,000","25,360,000","19,668,000","1,954,000","-2,656,000"
TotalUnusualItemsExcludingGoodwill,"-8,764,000,000","-1,897,000,000","1,632,000,000","486,000,000","-1,832,204,000","585,434,000","439,450,000","-217,643,000","127,443,000","-27,763,000","-110,087,000","-12,611,000","-16,985,000","-35,033,000","-17,977,000","-10,138,000",
TotalUnusualItems,"-8,764,000,000","-1,897,000,000","1,632,000,000","486,000,000","-1,832,204,000","585,434,000","439,450,000","-217,643,000","127,443,000","-27,763,000","-110,087,000","-12,611,000","-16,985,000","-35,033,000","-17,977,000","-10,138,000",
NormalizedEBITDA,"153,000,000","3,187,000,000","2,884,000,000","1,687,000,000","852,518,000","950,474,000","1,601,974,000","1,552,819,000","1,277,703,000","1,320,951,000","725,707,000","216,512,000","610,723,000","199,527,000","153,799,000","30,451,000","3,622,000"
TaxRateForCalcs,"0.141","0.18","0.21","0.09","0.375","0.323","0.371","0.331","0.381","0.383","0.4","0.35","0.368","0.387","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-1,237,528,019.234","-341,460,000","342,720,000","43,740,000","-687,076,500","189,095,182","163,035,950","-72,039,833","48,555,783","-10,631,639.617","-44,034,800","-4,413,850","-6,245,678.128","-13,562,281.036","-7,190,800","-4,055,200","0"
