name,03/31/2020,12/31/2019,09/30/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
				AllowanceForDoubtfulAccountsReceivable,,"-116,000,000","-115,000,000","-118,860,324.871",,,,"-109,215,885.947","-123,227,433.494",,,"-103,241,563.055",,,"-121,590,160.639","-115,751,463.83",,,,"-125,982,883.705",,"-148,184,470.391",,"-138,478,319.776",,"-135,599,753.315","-138,355,797.554","-137,567,868.633",,"-152,904,627.141",,"-155,936,878.246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,"14,000,000",,"12,364,323.178",,,,"11,863,543.788",,,,"9,074,059.773",,,,"10,249,129.114",,,,"10,521,199.878",,,,"11,821,319.981",,,"17,203,184.212","13,320,558.061",,,,,,,,,"34,381,451.485",,,,,,,,,,,"170,000,000",,,,"81,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,"45,539,379.606",,,,"57,281,059.063",,,,"73,509,537.416",,,,"77,129,039.431",,,,"89,124,744.776",,,,"149,839,068.848",,,"193,860,410.767","211,960,458.975",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccruedInterestReceivable,,"50,000,000",,"45,539,379.606",,,,"57,281,059.063",,,,"73,509,537.416",,,,"77,129,039.431",,,,"89,124,744.776",,,,"149,839,068.848",,,"193,860,410.767","211,960,458.975",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,"147,000,000",,"116,570,635.394",,,,"32,484,725.051",,,,"46,576,955.749",,,,"56,514,971.835",,,,"55,932,056.128",,,,"170,487,997.906",,,"103,300,252.367","79,923,348.368",,,,,,,,,"12,783,865.333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"365,665,000","113,000,000","295,000,000","137,991,952.505","305,678,615.869","286,618,299.842","223,859,167.659","97,657,841.141","230,458,467.832","293,798,892.119","304,690,184.195","120,810,487.296","250,246,761.179","255,620,410.469","281,818,071.229","135,033,723.688","331,102,825.885","378,629,261.956","389,646,496.085","145,464,073.157","549,855,335.024","595,436,350.067","506,919,451.766","205,951,957.849","548,513,220.739","491,982,732.038","184,285,053.517","180,801,258.832","500,003,887.571",,"471,576,479.781","377,667,483.103","717,599,279.798","960,121,763.782",,,"567,254,248.055","1,269,458,997.502","800,253,089.767",,"867,651,683.979","706,429,547.007","755,006,040.14",,"948,421,481.177","895,966,000","857,704,000","403,000,000","1,044,342,000","1,196,311,000","809,013,000","201,000,000","798,850,000","982,251,000","802,893,000",,"726,536,000","609,973,000","788,371,000","454,530,000","334,324,000","334,324,000","555,613,000","404,685,000","466,098,000","499,346,000","432,295,000","403,755,000","423,745,000","445,643,000","468,466,000","439,945,000","296,644,000","319,050,000","326,747,000",,,,,,,,
		Inventory,"971,315,000","989,000,000","1,017,000,000","1,081,140,489.24","1,060,733,276.357","1,019,844,532.337","1,026,991,855.134","959,877,800.407","998,009,827.305","1,010,693,468.979","997,369,833.171","862,132,210.982","935,341,291.439","954,048,993.203","1,053,356,589.358","1,025,839,386.303","1,090,486,908.791","1,192,026,103.356","1,226,918,717.033","1,226,839,784.526","1,322,760,449.102","1,360,336,522.152","1,341,698,351.665","1,303,799,479.708","1,277,864,391.553","1,248,997,841.505","1,311,661,649.071","1,284,148,535.907","1,288,963,184.699","1,303,465,215.132","1,320,023,442.079","1,268,037,608.728","1,307,652,070.58","1,387,804,238.678","1,357,665,461.273","1,260,501,475.883","1,390,424,011.434","1,345,102,206.548","1,401,718,452.81","1,313,894,833.384","1,458,409,974.309","1,509,059,185.067","1,505,322,388.081","1,625,327,129.98","1,891,459,402.589","2,065,462,000","1,994,720,000","1,798,000,000","1,748,293,000","1,353,603,000","1,322,733,000","1,193,000,000","1,219,695,000","1,170,277,000","1,128,150,000","1,038,000,000","1,109,255,000","1,116,917,000","1,190,353,000","632,450,000","644,450,000","644,450,000","633,027,000","595,270,000","686,004,000","720,812,000","738,100,000","706,200,000","719,862,000","694,626,000","698,369,000","681,801,000","701,685,000","724,286,000","741,213,000","717,392,000","525,539,000","554,284,000","563,015,000","558,606,000","434,100,000","435,200,000","468,000,000"
			RawMaterials,,"457,000,000",,"497,473,200.457",,,,"419,195,519.348",,,,"386,130,203.104",,,,"465,495,756.745",,,,"528,571,506.147",,,,"599,049,228.122",,,"611,605,657.575","584,468,696.689",,"626,348,196.361",,"613,907,184.876",,,"642,755,024.809","617,275,941.484","715,420,041.29",,,"692,830,938.551",,,,"805,830,183.193",,,,"750,000,000",,,,"539,000,000",,,,"242,000,000",,,,"59,791,000",,,,"49,212,000",,,,"60,060,000",,,,"67,868,000",,,,,,,,,,,
			WorkInProcess,,"195,000,000",,"194,267,431.66",,,,"194,195,519.348",,,,"160,050,969.187",,,,"182,978,802.253",,,,"222,506,407.75",,,,"216,852,136.013",,,"230,376,603.669","219,594,463.01",,"204,645,459.406",,"186,535,270.753",,,"252,796,232.445","219,760,615.005","232,888,677.148",,,"245,108,529.502",,,,"270,282,058.738",,,,"327,000,000",,,,"197,000,000",,,,"161,000,000",,,,"143,932,000",,,,"161,103,000",,,,"149,981,000",,,,"79,640,000",,,,,,,,,,,
			FinishedGoods,,"320,000,000",,"344,827,235.297",,,,"302,087,576.375",,,,"280,185,728.628",,,,"372,848,261.933",,,,"447,184,934.185",,,,"472,315,466.508",,,"479,498,186.362","462,246,734.126",,"504,921,734.514",,"499,486,435.431",,,"501,723,992.936","465,065,360.537","483,563,601.715",,,"412,794,252.522",,,,"588,470,485.606",,,,"668,000,000",,,,"400,000,000",,,,"314,000,000",,,,"150,430,000",,,,"123,069,000",,,,"139,777,000",,,,"194,660,000",,,,,,,,,,,
			OtherInventories,,"17,000,000",,"44,572,621.827",,,,"44,399,185.336",,,,"56,761,139.856",,,,"30,399,959.235",,,,"56,950,236.761",,,,"52,888,892.642",,,"34,406,368.424","63,876,360.294",,,,,,,,,,,,,,,,,,,,"104,000,000",,,,"105,000,000",,,,"321,000,000",,,,"278,297,000",,,,"261,886,000",,,,"356,382,000",,,,"339,633,000",,,,,,,,,,,
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,"-20,995,829.794",,,,"-25,883,393.863",,,,"-28,373,300.317",,,,"-37,306,243.576",,,"-44,225,166.96","-46,037,718.212",,"-32,450,175.149",,"-31,891,282.331",,,"-39,609,788.916","-41,600,441.143","-41,448,308.718",,,"-36,838,887.19",,,,"-39,255,597.557",,,,"-51,000,000",,,,"-48,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,,,,,,,,,,,,,,,"243,527,887.245","155,589,886.599",,,,"189,449,476.519",,"246,408,723.917",,"176,245,134.26",,"228,106,691.335","274,926,359.011","173,556,744.798",,,,,,,,,,,,,,,,,,,,"179,000,000",,,,"147,000,000",,,,"99,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102,032,713.991",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,"359,048,000","839,000,000","189,000,000","106,852,175.612","97,639,661.964","95,731,388.491","78,443,052.065","70,162,932.79","85,111,875.506","247,498,324.487","610,505,794.317","1,215,972,275.851","788,808,416.366","211,214,569.706","405,551,555.329","312,164,152.831","423,291,438.153",,,"415,078,304.879",,"86,505,190.311",,"123,586,527.073",,"172,139,993.833","165,134,339.016","170,830,314.786",,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,,"1,000,000",,"407,055.907",,,,"53,767,820.774",,,,,,,,,,,,,,,,,,,"14,281,888.78",,,,,,,,,,"588,137,208.194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"135,676,000","117,000,000","124,000,000","124,508,225.582","134,601,885.132","167,827,196.153","197,681,578.715","99,083,503.055","131,391,113.063","183,692,321.791","205,255,197.658","110,626,303.189","248,400,143.942","619,074,111.974",,,"330,006,610.05","379,907,061.056","422,690,954.362",,"280,584,500.139",,"371,928,867.211",,"325,427,271.422",,,,"317,816,739.883","364,802,775.462","401,797,226.021","283,932,970.845","304,039,467.051","905,916,387.731","711,210,158.944","190,729,507.931","229,236,144.196","242,935,876.316","1,756,869,602.519","210,333,231.428","695,854,353.765","1,239,734,881.25","276,355,075.484","291,654,550.741","191,238,735.648","248,456,000","534,330,000","40,000,000","395,638,000","214,100,000","190,755,000","44,000,000","136,897,000","151,604,000","208,866,000","62,000,000","181,720,000","175,714,000","145,275,000","94,130,000","89,826,000","89,826,000","95,079,000","66,759,000","92,017,000","102,295,000","104,251,000","79,794,000","127,206,000","149,529,000","151,299,000","158,821,000","138,134,000","161,986,000","123,860,000","98,688,000","95,514,000","80,906,000","76,801,000","61,080,000","73,800,000","73,800,000","127,200,000"
	TotalNonCurrentAssets,"23,820,915,000","24,784,000,000","24,925,000,000","24,696,488,939.273","24,989,411,148.615","24,891,536,441.215","25,796,050,456.289","25,265,580,448.065","25,751,058,520.344","25,524,596,137.985","24,991,238,305.57","24,504,691,481.968","25,887,680,114.493","26,358,281,936.042","27,239,671,642.846","27,134,077,138.304","28,458,987,302.556","29,535,943,923.485","29,546,572,682.895","30,138,350,384.465","31,638,880,984.377","32,517,393,556.982","32,672,688,694.031","32,783,590,779.677","31,775,329,563.546","31,486,355,226.642","32,299,140,652.26","32,362,646,350.868","33,978,431,753.683","33,422,633,623.316","34,413,205,704.239","33,935,053,834.496","35,612,661,001.08","37,744,173,611.585","37,945,420,906.568","37,345,518,829.673","38,659,996,823.884","38,221,896,873.091","39,938,702,662.015","40,164,781,412.412","40,861,416,334.116","40,437,421,200.395","39,453,503,352.101","40,377,071,823.204","43,188,593,751.429","45,785,950,000","45,053,569,000","44,054,000,000","41,937,708,000","37,396,348,000","24,717,716,000","24,811,000,000","23,364,208,000","23,160,084,000","22,851,486,000","22,624,000,000","20,956,828,000","21,229,581,000","21,371,325,000","15,426,373,000","14,221,156,000","14,221,156,000","14,392,550,000","14,205,818,000","14,104,467,000","14,198,031,000","13,830,081,000","13,971,045,000","14,029,772,000","13,726,849,000","14,243,762,000","13,929,835,000","13,839,688,000","13,951,316,000","13,659,861,000","13,761,663,000","10,037,485,000","9,978,093,000","10,315,338,000","10,209,598,000","9,536,500,000","9,530,500,000","9,397,300,000"
		NetPPE,"11,071,060,000","11,850,000,000","11,717,000,000","11,419,953,473.51","11,554,965,939.622","11,482,826,047.031","12,128,653,947.89","11,820,773,930.754","11,910,753,331.112","11,829,069,894.545","11,524,488,392.908","10,961,802,069.658","11,604,782,711.28","11,823,379,313.921","12,359,503,698.971","12,399,303,754.076","12,552,538,188.113","13,338,592,193.307","13,378,696,523.933","13,774,490,638.168","14,866,263,784.889","15,575,945,697.562","15,601,260,910.918","15,791,210,925.356","15,723,634,228.772","15,696,345,975.948","16,272,345,881.379","16,537,823,374.074","16,521,113,400.459","16,542,635,716.876","17,183,512,404.767","16,786,665,996.279","17,852,162,549.514","18,990,067,456.793","18,995,290,555.883","18,769,502,740.926","18,827,298,713.673","18,413,326,914.004","19,378,113,603.069","19,784,698,868.847","20,795,397,395.367","20,742,264,056.453","19,804,523,182.13","20,489,822,622.855","22,517,434,975.527","24,924,895,000","24,575,566,000","24,010,000,000","21,537,562,000","17,593,020,000","17,171,640,000","17,196,000,000","16,118,022,000","15,915,601,000","15,576,004,000","15,561,000,000","13,228,426,000","13,289,809,000","13,623,759,000","9,611,669,000","9,030,870,000","9,030,870,000","9,149,523,000","9,276,148,000","8,906,298,000","9,024,855,000","8,814,610,000","8,956,236,000","8,817,613,000","8,710,066,000","8,943,863,000","8,952,576,000","9,128,913,000","9,094,698,000","8,749,922,000","9,038,796,000","6,587,978,000","6,647,516,000","6,936,460,000","6,958,257,000","6,523,700,000","6,536,600,000","6,129,100,000"
			GrossPPE,,"21,973,000,000","21,980,000,000","20,915,651,910.212",,,,"20,952,902,240.326","21,022,191,970.028",,,"18,927,571,627.153",,,"20,864,674,611.638","20,669,424,473.762",,,,"21,795,378,274.469",,"24,139,959,538.392",,"23,770,678,674.262",,"23,198,273,203.824","23,766,198,988.907","23,876,516,089.832",,"23,448,391,884.465",,"23,244,507,013.927",,,"32,619,460,095.871","31,834,068,571.799","31,859,615,690.011",,,"32,183,047,997.554",,,,"32,008,359,988.369",,"39,883,515,000",,"38,155,000,000","33,386,562,000","29,442,020,000","29,020,640,000","29,045,000,000","26,500,022,000","26,297,601,000","25,958,004,000","25,943,000,000","22,836,846,000","22,898,229,000","23,232,179,000","19,220,089,000","17,904,622,000","17,904,622,000","18,023,275,000","18,149,900,000","16,915,363,000","17,033,920,000","16,823,675,000","16,965,301,000","16,018,392,000","15,910,845,000","16,144,642,000","16,153,355,000","15,740,262,000","15,706,047,000","15,361,271,000","15,650,145,000","12,977,990,000","13,037,528,000","13,326,472,000","13,348,269,000","12,516,200,000","12,529,100,000","12,121,600,000"
				Properties,,"0","0","0",,,,"0","0",,,"0",,,"0","0",,,,"0",,"0",,"0",,"0","0","0",,"0",,"0",,,"0","0","0",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,
				LandAndImprovements,,"4,972,000,000","5,027,000,000","4,818,117,244.313",,,,"4,862,270,875.764","4,846,908,944.083",,,"4,653,351,610.163",,,"5,014,450,055.06","4,966,079,435.962",,,,"5,329,225,313.871",,"5,838,791,949.62",,"5,788,992,508.814",,"5,732,654,949.121","5,879,025,910.268","5,857,773,830.946",,"5,890,977,879.299",,"5,827,772,709.969",,,"6,282,062,063.746","6,174,867,819.261","6,227,012,863.268",,,"6,387,037,603.179",,,,"6,508,723,466.124",,,,"7,781,000,000",,,,"4,406,000,000",,,,"8,349,000,000",,,,"4,953,742,000",,,,"4,638,087,000",,,,"4,398,069,000",,,,"3,971,276,000",,,,,,,,,,,
				BuildingsAndImprovements,,"2,845,000,000","2,803,000,000","2,711,602,925.104",,,,"2,745,773,930.754","2,746,802,374.969",,,"2,419,636,651.479",,,"2,744,786,365.682","2,733,390,620.368",,,,"2,950,891,111.69",,"3,193,367,627.013",,"3,187,995,065.75",,"3,067,221,708.295","3,127,895,936.965","3,140,535,782.446",,"3,083,290,029.048",,"3,147,755,758.747",,,"5,288,958,035.489","5,140,533,264.134","4,956,487,216.135",,,"4,989,682,054.418",,,,"4,872,710,090.142",,,,"5,953,000,000",,,,"5,149,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"12,936,000,000","13,033,000,000","12,351,093,860.986",,,,"12,354,175,152.749","12,451,045,502.585",,,"11,025,851,417.098",,,"12,292,017,973.795","12,170,117,013.786",,,,"12,600,256,853.034",,"14,096,028,471.156",,"13,809,834,877.653",,"13,540,394,696.269","13,705,663,255.784","13,766,134,623.324",,"13,471,383,656.028",,"13,193,437,865.87",,,"19,998,654,444.538","19,485,143,858.056","19,329,045,577.259",,,"19,397,508,407.215",,,,"19,318,479,209.072",,,,"22,472,000,000",,,,"18,601,000,000",,,,"17,096,000,000",,,,"13,945,463,000",,,,"13,305,426,000",,,,"12,155,112,000",,,,"11,680,578,000",,,,,,,,,,,
