name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,06/30/1994,03/31/1994,10/31/1993,07/31/1993
		OtherCurrentLiabilities,"80,200,000","75,700,000",,,,,,,,"188,200,000","33,900,000","33,800,000","33,700,000","67,900,000","34,100,000","33,700,000","33,600,000","279,490,000","276,570,000","272,850,000",,,,,,,,,,,,,,,,,,,"1,089,000",,,,,,,"18,068,000","12,876,000","21,570,000","8,920,000","19,566,000","15,211,000","17,983,000","10,009,000","38,469,000",,"9,117,000","19,921,000","21,084,000","40,836,000","51,769,000","14,271,000","14,894,000","1,320,000","7,062,000",,"7,641,000","12,650,000","8,510,000",,"7,305,000","465,000","5,155,000",,"7,520,000","11,362,000","6,517,000",,"46,067,000","45,185,000","47,157,000","32,807,000","39,900,000","25,700,000","28,000,000","20,800,000","20,600,000","16,700,000","18,800,000","18,700,000","19,100,000","16,500,000","15,700,000","15,000,000","17,100,000","7,900,000","11,300,000","14,100,000","12,300,000","4,600,000","8,400,000","11,000,000","10,400,000","9,500,000","10,800,000","10,000,000","7,300,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,424,100,000","1,738,800,000","1,736,300,000","1,726,400,000","1,723,900,000","995,300,000","986,100,000","969,300,000","968,000,000","1,265,900,000","1,288,800,000","1,239,500,000","1,145,300,000","1,101,300,000","1,138,300,000","1,136,700,000","1,198,500,000","1,020,145,000","880,572,000","907,730,000","1,262,054,000","1,326,254,000","449,984,000","433,422,000","431,683,000","434,266,000","383,979,000","217,183,000","64,748,000","63,472,000","126,190,000","127,922,000","172,794,000","190,541,000","212,279,000","225,317,000","283,048,000","322,954,000","160,149,000","164,445,000","141,663,000","133,394,000","64,173,000","70,467,000","103,206,000","113,399,000","103,717,000","78,369,000","118,818,000","136,417,000","124,247,000","124,590,000","70,260,000","69,358,000","65,931,000","70,115,000","78,651,000","79,048,000","66,740,000","286,807,000","295,178,000","290,951,000","178,716,000","173,024,000","162,648,000","146,142,000","141,340,000","146,967,000","155,465,000","148,555,000","152,785,000","145,376,000","170,113,000","159,213,000","162,144,000","170,644,000","189,023,000","180,732,000","183,047,000","191,964,000","199,335,000","204,600,000","208,800,000","123,800,000","32,100,000","22,300,000","20,700,000","20,800,000","7,700,000","7,500,000","8,700,000","9,500,000","8,300,000","8,100,000","9,000,000","9,500,000","6,200,000","11,900,000","12,900,000","10,000,000","6,000,000","12,400,000","5,300,000","4,300,000","4,400,000","4,300,000"
		LongTermDebtAndCapitalLeaseObligation,"2,157,900,000","1,469,900,000","1,470,200,000","1,470,500,000","1,470,800,000","880,300,000","881,100,000","881,700,000","882,600,000","1,125,200,000","1,106,300,000","1,055,200,000","953,000,000","907,500,000","907,200,000","913,900,000","976,600,000","765,532,000","572,136,000","599,992,000","687,257,000","759,105,000","383,391,000","368,798,000","365,750,000","369,191,000","324,782,000","153,484,000",,,"69,998,000","62,964,000","107,761,000","127,563,000","156,270,000","184,961,000","238,051,000","280,192,000","124,470,000","128,377,000","94,998,000","85,787,000","14,550,000","14,444,000","46,339,000","57,374,000","50,550,000","24,444,000","64,339,000","82,223,000","69,178,000","69,024,000","13,919,000","13,393,000","19,154,000","22,614,000","32,019,000","33,793,000","18,086,000","237,462,000","246,382,000","242,770,000","153,549,000","146,079,000","136,864,000","121,096,000","114,438,000","119,811,000","127,646,000","122,840,000","123,922,000","116,672,000","142,748,000","132,787,000","134,128,000","143,036,000","160,774,000","155,716,000","157,183,000","166,658,000","175,075,000","180,900,000","186,100,000","103,300,000","21,200,000","13,500,000","9,500,000","8,700,000","2,600,000","2,600,000","2,800,000","2,800,000","2,800,000","2,900,000","2,900,000","6,200,000","300,000","6,400,000","7,100,000","4,200,000","1,200,000","8,000,000","1,200,000","1,200,000","500,000","500,000"
			LongTermDebt,"2,157,900,000","1,469,900,000","1,470,200,000","1,470,500,000","1,470,800,000","880,300,000","881,100,000","881,700,000","882,600,000","1,125,200,000","1,106,300,000","1,055,200,000","953,000,000","907,500,000","907,200,000","913,900,000","976,600,000","765,532,000","572,136,000","599,992,000","687,257,000","759,105,000","383,391,000","368,798,000","365,750,000","369,191,000","324,782,000","153,484,000",,,"69,998,000","62,964,000","107,761,000","127,563,000","156,270,000","184,961,000","238,051,000","280,192,000","124,470,000","128,377,000","94,998,000","85,787,000","14,550,000","14,444,000","46,339,000","57,374,000","50,550,000","24,444,000","64,339,000","82,223,000","69,178,000","69,024,000","13,919,000","13,393,000","19,154,000","22,614,000","32,019,000","33,793,000","18,086,000","237,462,000","246,382,000","242,770,000","153,549,000","146,079,000","136,864,000","121,096,000","114,438,000","119,811,000","127,646,000","122,840,000","123,922,000","116,672,000","142,748,000","132,787,000","134,128,000","143,036,000","160,774,000","155,716,000","157,183,000","166,658,000","175,075,000","180,900,000","186,100,000","103,300,000","21,200,000","13,500,000","9,500,000","8,700,000","2,600,000","2,600,000","2,800,000","2,800,000","2,800,000","2,900,000","2,900,000","6,200,000","300,000","6,400,000","7,100,000","4,200,000","1,200,000","8,000,000","1,200,000","1,200,000","500,000","500,000"
		NonCurrentDeferredLiabilities,"227,600,000","229,500,000","227,200,000","217,100,000","215,000,000","99,300,000","87,500,000","69,700,000","68,800,000","69,900,000","163,300,000","166,000,000","174,800,000","177,500,000","182,400,000","174,700,000","171,000,000","170,621,000","220,017,000","217,167,000","219,078,000","217,631,000","46,532,000","45,052,000","47,634,000","47,322,000","40,977,000","40,453,000","43,235,000","42,442,000","33,734,000","32,982,000","34,412,000","33,436,000","25,828,000","24,321,000","26,110,000","24,987,000","15,532,000","15,560,000","27,262,000","28,470,000","28,482,000","36,418,000","37,849,000","19,506,000","14,266,000","14,062,000","14,062,000","14,062,000","13,406,000","13,064,000","13,064,000","13,064,000","5,119,000","5,670,000","5,670,000","5,670,000","8,318,000","8,677,000","8,681,000","8,686,000","11,621,000","13,318,000","13,323,000","13,327,000","13,099,000","13,103,000","14,822,000","13,112,000","15,115,000","15,119,000","15,124,000","15,124,000","14,761,000","15,133,000","13,959,000","15,179,000","15,565,000","15,569,000","15,534,000","15,500,000","15,900,000","16,000,000","7,000,000","6,900,000","8,000,000","8,000,000","2,400,000","2,400,000","2,300,000","2,300,000","2,300,000","2,300,000","2,400,000","2,400,000","2,400,000","2,400,000","2,200,000","2,200,000","2,200,000","2,200,000","2,700,000","1,500,000","1,600,000","1,500,000"
			NonCurrentDeferredTaxesLiabilities,"210,900,000","212,800,000","209,800,000","199,900,000","194,000,000","78,200,000","66,400,000","48,600,000","43,800,000","40,600,000","140,200,000","145,300,000","150,300,000","153,100,000","133,500,000","126,000,000","127,800,000","127,883,000","149,813,000","149,326,000","149,192,000","149,522,000","30,616,000","30,616,000","30,616,000","30,616,000","24,648,000","24,648,000","24,648,000","24,648,000","16,583,000","16,356,000","15,552,000","15,552,000","8,803,000","8,803,000","9,431,000","9,431,000","0","0","10,542,000","11,750,000","11,570,000","19,506,000","19,506,000","19,506,000","14,266,000","14,062,000","14,062,000","14,062,000","13,406,000","13,064,000","13,064,000","13,064,000","5,119,000","5,670,000","5,670,000","5,670,000","8,318,000","8,677,000","8,681,000","8,686,000","11,621,000","13,318,000","13,323,000","13,327,000","13,099,000","13,103,000","14,822,000","13,112,000","15,115,000","15,119,000","15,124,000","15,124,000","14,761,000","15,133,000","13,959,000","15,179,000","15,565,000","15,569,000","15,534,000","15,500,000","15,900,000","16,000,000","7,000,000","6,900,000","8,000,000","8,000,000","2,400,000","2,400,000","2,300,000","2,300,000","2,300,000","2,300,000","2,400,000","2,400,000","2,400,000","2,400,000","2,200,000","2,200,000","2,200,000","2,200,000","2,700,000","1,500,000","1,600,000","1,500,000"
			NonCurrentDeferredRevenue,"16,700,000","16,700,000","17,400,000","17,200,000","21,000,000","21,100,000","21,100,000","21,100,000","25,000,000","29,300,000","23,100,000","20,700,000","24,500,000","24,400,000","48,900,000","48,700,000","43,200,000","42,738,000","70,204,000","67,841,000","69,886,000","68,109,000","15,916,000","14,436,000","17,018,000","16,706,000","16,329,000","15,805,000","18,587,000","17,794,000","17,151,000","16,626,000","18,860,000","17,884,000","17,025,000","15,518,000","16,679,000","15,556,000","15,532,000","15,560,000","16,720,000","16,720,000","16,912,000","16,912,000","18,343,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LiabilitiesHeldforSaleNonCurrent,,,,,,"0","0",,"0","54,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"38,600,000","39,400,000","38,900,000","38,800,000","38,100,000","15,700,000","17,500,000","17,900,000","16,600,000","16,000,000","19,200,000","18,300,000","17,500,000","16,300,000","48,700,000","48,100,000","50,900,000","83,992,000","88,419,000","90,571,000","355,719,000","349,518,000","20,061,000","19,572,000","18,299,000","17,753,000","18,220,000","23,246,000","21,513,000","21,030,000","22,458,000","31,976,000","30,621,000","29,542,000","30,181,000","16,035,000","18,887,000","17,775,000","20,147,000","20,508,000","19,403,000","19,137,000","21,141,000","19,605,000","19,018,000","36,519,000","38,901,000","39,863,000","40,417,000","40,132,000","41,663,000","42,502,000","43,277,000","42,901,000","41,658,000","41,831,000","40,962,000","39,585,000","40,336,000","40,668,000","40,115,000","39,495,000","13,546,000","13,627,000","12,461,000","11,719,000","13,803,000","14,053,000","12,997,000","12,603,000","13,748,000","13,585,000","12,241,000","11,302,000","13,255,000","12,475,000","14,290,000","9,837,000","10,299,000","9,737,000","8,726,000","8,200,000","6,800,000","4,500,000","3,900,000","1,900,000","3,200,000","4,100,000","2,700,000","2,500,000","3,600,000","4,400,000","3,200,000","2,900,000","3,700,000","900,000","3,500,000","3,100,000","3,600,000","3,600,000","2,600,000","2,200,000","1,400,000","1,600,000","2,300,000","2,300,000"
TotalEquityGrossMinorityInterest,"435,600,000","511,000,000","550,400,000","553,300,000","456,900,000","473,300,000","514,700,000","453,200,000","343,600,000","640,300,000","626,300,000","601,300,000","688,900,000","685,000,000","695,400,000","679,800,000","619,400,000","617,197,000","766,169,000","756,437,000","698,743,000","700,001,000","714,999,000","709,085,000","704,626,000","704,789,000","724,228,000","708,920,000","654,140,000","644,295,000","654,355,000","645,601,000","592,781,000","584,030,000","585,789,000","564,296,000","506,338,000","506,214,000","514,559,000","514,157,000","400,408,000","407,022,000","420,311,000","421,601,000","389,939,000","393,891,000","403,910,000","400,128,000","369,683,000","367,558,000","380,023,000","376,839,000","343,587,000","350,079,000","353,088,000","342,580,000","307,416,000","316,231,000","323,607,000","249,979,000","226,322,000","238,428,000","266,546,000","272,474,000","243,459,000","254,976,000","260,001,000","250,978,000","223,293,000","234,997,000","238,733,000","229,929,000","206,403,000","217,235,000","219,351,000","212,631,000","190,639,000","202,485,000","206,600,000","147,683,000","129,385,000","138,100,000","139,900,000","75,900,000","62,200,000","65,200,000","69,700,000","70,300,000","51,800,000","53,400,000","57,000,000","58,700,000","45,900,000","47,800,000","50,400,000","54,500,000","44,600,000","46,700,000","49,200,000","51,300,000","40,500,000","42,100,000","45,400,000","34,900,000","39,000,000","41,300,000"
	StockholdersEquity,"433,000,000","508,300,000","550,400,000","553,300,000","456,900,000","473,300,000","514,700,000","453,200,000","343,600,000","640,300,000","626,300,000","601,300,000","688,900,000","685,000,000","695,400,000","679,800,000","619,400,000","617,197,000","766,169,000","756,437,000","698,743,000","700,001,000","714,999,000","709,085,000","704,626,000","704,789,000","724,228,000","708,920,000","654,140,000","644,295,000","654,355,000","645,601,000","592,781,000","584,030,000","585,789,000","564,296,000","506,338,000","506,214,000","514,559,000","514,157,000","400,408,000","407,022,000","420,311,000","421,601,000","389,939,000","393,891,000","403,910,000","400,128,000","369,683,000","367,558,000","380,023,000","376,839,000","343,587,000","350,079,000","353,088,000","342,580,000","307,416,000","316,231,000","323,607,000","249,979,000","226,322,000","238,428,000","266,546,000","272,474,000","243,459,000","254,976,000","260,001,000","250,978,000","223,293,000","234,997,000","238,733,000","229,929,000","206,403,000","217,235,000","219,351,000","212,631,000","190,639,000","202,485,000","206,600,000","147,683,000","129,385,000","138,100,000","139,900,000","75,900,000","62,200,000","65,200,000","69,700,000","70,300,000","51,800,000","53,400,000","57,000,000","58,700,000","45,900,000","47,800,000","50,200,000","54,300,000","44,600,000","46,700,000","49,000,000","51,100,000","40,400,000","42,000,000","45,400,000","34,900,000","39,000,000","41,300,000"
		CapitalStock,"0","0","0","2,900,000","0","0","11,500,000","6,000,000","0","7,300,000","0","0","113,200,000","116,500,000","130,700,000","123,800,000","133,400,000","134,026,000","271,116,000","265,645,000","262,967,000","262,280,000","246,001,000","243,618,000","296,492,000","295,955,000","294,037,000","287,978,000","283,496,000","274,709,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119,688,000","121,270,000","117,824,000","115,624,000","115,578,000","114,930,000","130,541,000","129,789,000","129,522,000","128,583,000","127,193,000","126,725,000","126,302,000","126,043,000","125,574,000","125,132,000","125,132,000","124,750,000","124,750,000","124,485,000","124,485,000","123,227,000","123,149,000","71,634,000","71,634,000","71,600,000","71,600,000",,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"0","0","0","2,900,000","0","0","11,500,000","6,000,000","0","7,300,000","0","0","113,200,000","116,500,000","130,700,000","123,800,000","133,400,000","134,026,000","271,116,000","265,645,000","262,967,000","262,280,000","246,001,000","243,618,000","296,492,000","295,955,000","294,037,000","287,978,000","283,496,000","274,709,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119,688,000","121,270,000","117,824,000","115,624,000","115,578,000","114,930,000","130,541,000","129,789,000","129,522,000","128,583,000","127,193,000","126,725,000","126,302,000","126,043,000","125,574,000","125,132,000","125,132,000","124,750,000","124,750,000","124,485,000","124,485,000","123,227,000","123,149,000","71,634,000","71,634,000","71,600,000","71,600,000",,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,,,"0","2,900,000","0","0","11,500,000","6,000,000","0","7,300,000","0","0","113,200,000","116,500,000","130,700,000","123,800,000","133,400,000","134,026,000","271,116,000","265,645,000","262,967,000","262,280,000","246,001,000","243,618,000","296,492,000","295,955,000","294,037,000","287,978,000","283,496,000","274,709,000","274,622,000","271,841,000","267,597,000","260,199,000","259,336,000","257,623,000","239,812,000","236,503,000","234,712,000","233,621,000","147,477,000","145,423,000","145,037,000","144,002,000","143,201,000","142,327,000","141,491,000","140,177,000","139,144,000","137,761,000","137,254,000","134,888,000","130,955,000","128,937,000","123,260,000","121,499,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"433,900,000","509,200,000","551,300,000","551,300,000","457,800,000","474,200,000","504,100,000","448,100,000","344,500,000","634,300,000","627,300,000","602,800,000","577,000,000","569,700,000","565,100,000","556,400,000","486,600,000","483,759,000","495,535,000","491,332,000","436,288,000","437,846,000","468,998,000","465,467,000","408,134,000","408,834,000","430,191,000","420,942,000","370,644,000","369,586,000","379,733,000","373,760,000","325,184,000","323,831,000","326,453,000","306,673,000","266,526,000","269,711,000","279,847,000","280,536,000","252,931,000","261,599,000","275,274,000","277,599,000","246,738,000","251,564,000","262,419,000","259,951,000","230,539,000","229,797,000","242,769,000","241,951,000","212,632,000","221,142,000","229,829,000","221,081,000","187,728,000","198,001,000","207,537,000","135,902,000","111,716,000","125,613,000","136,600,000","142,436,000","115,008,000","126,754,000","133,653,000","125,770,000","97,745,000","109,241,000","113,832,000","105,923,000","82,815,000","94,850,000","97,349,000","90,258,000","68,363,000","79,323,000","83,545,000","76,172,000","57,902,000","66,700,000","68,400,000","67,300,000","-100,000","56,600,000","61,100,000","61,800,000","48,300,000","49,800,000","53,500,000","55,300,000","42,500,000","44,400,000","46,900,000","51,000,000","41,400,000","43,500,000","45,900,000","48,100,000","37,400,000","39,200,000","43,200,000","32,700,000","37,000,000","39,200,000"
		GainsLossesNotAffectingRetainedEarnings,"-900,000","-900,000","-900,000","-900,000","-900,000","-900,000","-900,000","-900,000","-900,000","-1,300,000","-1,000,000","-1,500,000","-1,300,000","-1,200,000","-400,000","-400,000","-600,000","-588,000","-482,000","-540,000","-512,000","-125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,040,000","-1,754,000","-1,547,000","-972,000","-2,115,000","-595,000","249,000","-1,071,000","-361,000","-845,000","-1,517,000","-754,000","-287,000","-673,000","-1,126,000","-1,544,000","-2,365,000","-2,748,000","-2,112,000","-2,209,000","-65,000","-94,000","-123,000","-151,000","-200,000","-200,000",,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","8,600,000","62,300,000","8,600,000","8,600,000","8,500,000","3,500,000","3,600,000","3,500,000","3,400,000","3,400,000","3,400,000","3,300,000","3,300,000","3,200,000","3,200,000","3,100,000","3,000,000","3,000,000","2,800,000","2,200,000","2,200,000","2,000,000","2,100,000"
	MinorityInterest,"2,600,000","2,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200,000","200,000",,,"200,000","200,000","100,000","100,000",,,,
TotalCapitalization,"2,590,900,000","1,978,200,000","2,020,600,000","2,023,800,000","1,927,700,000","1,353,600,000","1,395,800,000","1,334,900,000","1,226,200,000","1,765,500,000","1,732,600,000","1,656,500,000","1,641,900,000","1,592,500,000","1,602,600,000","1,593,700,000","1,596,000,000","1,382,729,000","1,338,305,000","1,356,429,000","1,386,000,000","1,459,106,000","1,098,390,000","1,077,883,000","1,070,376,000","1,073,980,000","1,049,010,000","862,404,000","654,140,000","644,295,000","724,353,000","708,565,000","700,542,000","711,593,000","742,059,000","749,257,000","744,389,000","786,406,000","639,029,000","642,534,000","495,406,000","492,809,000","434,861,000","436,045,000","436,278,000","451,265,000","454,460,000","424,572,000","434,022,000","449,781,000","449,201,000","445,863,000","357,506,000","363,472,000","372,242,000","365,194,000","339,435,000","350,024,000","341,693,000","487,441,000","472,704,000","481,198,000","420,095,000","418,553,000","380,323,000","376,072,000","374,439,000","370,789,000","350,939,000","357,837,000","362,655,000","346,601,000","349,151,000","350,022,000","353,479,000","355,667,000","351,413,000","358,201,000","363,783,000","314,341,000","304,460,000","319,000,000","326,000,000","179,200,000","83,400,000","78,700,000","79,200,000","79,000,000","54,400,000","56,000,000","59,800,000","61,500,000","48,700,000","50,700,000","53,100,000","60,500,000","44,900,000","53,100,000","56,100,000","55,300,000","41,600,000","50,000,000","46,600,000","36,100,000","39,500,000","41,800,000"
CommonStockEquity,"433,000,000","508,300,000","550,400,000","553,300,000","456,900,000","473,300,000","514,700,000","453,200,000","343,600,000","640,300,000","626,300,000","601,300,000","688,900,000","685,000,000","695,400,000","679,800,000","619,400,000","617,197,000","766,169,000","756,437,000","698,743,000","700,001,000","714,999,000","709,085,000","704,626,000","704,789,000","724,228,000","708,920,000","654,140,000","644,295,000","654,355,000","645,601,000","592,781,000","584,030,000","585,789,000","564,296,000","506,338,000","506,214,000","514,559,000","514,157,000","400,408,000","407,022,000","420,311,000","421,601,000","389,939,000","393,891,000","403,910,000","400,128,000","369,683,000","367,558,000","380,023,000","376,839,000","343,587,000","350,079,000","353,088,000","342,580,000","307,416,000","316,231,000","323,607,000","249,979,000","226,322,000","238,428,000","266,546,000","272,474,000","243,459,000","254,976,000","260,001,000","250,978,000","223,293,000","234,997,000","238,733,000","229,929,000","206,403,000","217,235,000","219,351,000","212,631,000","190,639,000","202,485,000","206,600,000","147,683,000","129,385,000","138,100,000","139,900,000","75,900,000","62,200,000","65,200,000","69,700,000","70,300,000","51,800,000","53,400,000","57,000,000","58,700,000","45,900,000","47,800,000","50,200,000","54,300,000","44,600,000","46,700,000","49,000,000","51,100,000","40,400,000","42,000,000","45,400,000","34,900,000","39,000,000","41,300,000"
NetTangibleAssets,"-285,200,000","-228,600,000","-169,200,000","-165,200,000","-251,900,000","-128,700,000","-87,900,000","-30,900,000","-141,800,000","153,300,000","-660,700,000","-688,800,000","-586,800,000","-599,200,000","-609,900,000","-637,400,000","-705,000,000","-720,680,000","-585,162,000","-606,117,000","-677,936,000","-689,491,000","222,468,000","215,976,000","208,689,000","206,024,000","220,139,000","319,134,000","263,595,000","250,740,000","333,707,000","324,623,000","269,087,000","266,491,000","265,348,000","240,912,000","181,611,000","178,250,000","274,323,000","273,933,000","252,671,000","257,344,000","270,115,000","274,134,000","242,170,000","245,603,000","254,902,000","250,599,000","219,493,000","220,122,000","233,139,000","229,265,000","274,119,000","280,503,000","281,966,000","271,335,000","236,024,000","244,573,000","251,684,000","177,791,000","153,869,000","165,751,000","209,091,000","213,057,000","183,881,000","195,273,000","200,540,000","191,426,000","163,650,000","175,263,000","178,907,000","170,012,000","145,178,000","155,766,000","157,295,000","149,978,000","127,308,000","138,644,000","142,254,000","86,467,000","67,572,000","75,800,000","78,000,000","13,600,000","50,800,000","56,800,000","69,700,000","70,300,000","51,800,000","53,400,000","57,000,000","58,700,000","45,900,000","47,800,000","50,200,000","54,300,000","44,600,000","46,700,000","49,000,000","51,100,000","40,400,000","42,000,000","45,400,000","34,900,000","39,000,000","41,300,000"
WorkingCapital,"498,900,000","-80,000,000","26,100,000","39,700,000","-38,300,000","-15,100,000","19,400,000","80,000,000","5,400,000","-197,100,000","-177,500,000","-232,400,000","-208,600,000","-222,100,000","-189,800,000","-222,000,000","-222,400,000","-417,273,000","-404,523,000","-419,757,000","-138,900,000","-92,292,000","-40,936,000","-66,753,000","-65,772,000","-52,491,000","-32,043,000","-46,756,000","-244,878,000","-259,506,000","-25,435,000","-34,326,000","-47,568,000","-28,989,000","-13,165,000","-31,207,000","-49,182,000","-18,556,000","-49,331,000","-51,986,000","-82,426,000","-80,361,000","-63,442,000","-38,461,000","-42,538,000","-29,915,000","-26,582,000","-52,010,000","-41,659,000","-17,559,000","-13,821,000","-14,829,000","-13,987,000","1,650,000","-12,767,000","-20,980,000","-49,433,000","-35,929,000","-44,461,000","98,316,000","-43,531,000","-19,138,000","-35,902,000","-32,584,000","-57,355,000","-41,755,000","-22,222,000","-21,268,000","-35,502,000","-25,169,000","-20,742,000","-35,372,000","-35,467,000","-34,545,000","-32,145,000","-32,093,000","-34,844,000","-31,507,000","-21,682,000","-4,898,000","-17,034,000","800,000","5,000,000","-4,900,000","-8,400,000","-7,800,000","-7,400,000","-7,500,000","-9,300,000","-8,000,000","-3,900,000","900,000","-12,300,000","-10,700,000","-8,000,000","-3,800,000","-17,800,000","-10,400,000","-6,800,000","-7,100,000","-20,000,000","-10,200,000","-1,800,000","-6,900,000","1,700,000","3,600,000"
InvestedCapital,"2,594,900,000","1,982,200,000","2,024,600,000","2,027,800,000","1,931,700,000","1,357,600,000","1,399,800,000","1,338,900,000","1,230,200,000","1,769,500,000","1,750,300,000","1,673,000,000","1,657,200,000","1,606,700,000","1,615,600,000","1,605,500,000","1,606,600,000","1,398,979,000","1,357,687,000","1,375,945,000","1,399,791,000","1,470,900,000","1,100,943,000","1,084,360,000","1,073,194,000","1,074,953,000","1,053,934,000","869,751,000","843,852,000","860,050,000","726,792,000","715,318,000","702,774,000","717,066,000","752,338,000","756,076,000","745,986,000","792,066,000","649,696,000","642,534,000","519,449,000","492,809,000","467,861,000","436,045,000","436,278,000","451,265,000","454,460,000","424,572,000","434,022,000","449,781,000","449,201,000","445,863,000","357,506,000","363,472,000","372,242,000","365,194,000","339,435,000","350,024,000","341,693,000","487,441,000","472,704,000","481,198,000","420,095,000","418,553,000","385,618,000","381,812,000","374,954,000","371,261,000","351,452,000","358,345,000","363,126,000","347,091,000","349,675,000","350,583,000","355,787,000","358,128,000","353,954,000","360,525,000","366,060,000","317,245,000","304,971,000","319,600,000","326,500,000","179,700,000","84,000,000","78,800,000","79,300,000","79,100,000","54,500,000","56,100,000","59,900,000","61,600,000","48,800,000","50,800,000","53,200,000","72,700,000","50,000,000","53,200,000","56,500,000","55,700,000","50,900,000","50,700,000","47,300,000","36,800,000","39,800,000","42,200,000"
TangibleBookValue,"-285,200,000","-228,600,000","-169,200,000","-165,200,000","-251,900,000","-128,700,000","-87,900,000","-30,900,000","-141,800,000","153,300,000","-660,700,000","-688,800,000","-586,800,000","-599,200,000","-609,900,000","-637,400,000","-705,000,000","-720,680,000","-585,162,000","-606,117,000","-677,936,000","-689,491,000","222,468,000","215,976,000","208,689,000","206,024,000","220,139,000","319,134,000","263,595,000","250,740,000","333,707,000","324,623,000","269,087,000","266,491,000","265,348,000","240,912,000","181,611,000","178,250,000","274,323,000","273,933,000","252,671,000","257,344,000","270,115,000","274,134,000","242,170,000","245,603,000","254,902,000","250,599,000","219,493,000","220,122,000","233,139,000","229,265,000","274,119,000","280,503,000","281,966,000","271,335,000","236,024,000","244,573,000","251,684,000","177,791,000","153,869,000","165,751,000","209,091,000","213,057,000","183,881,000","195,273,000","200,540,000","191,426,000","163,650,000","175,263,000","178,907,000","170,012,000","145,178,000","155,766,000","157,295,000","149,978,000","127,308,000","138,644,000","142,254,000","86,467,000","67,572,000","75,800,000","78,000,000","13,600,000","50,800,000","56,800,000","69,700,000","70,300,000","51,800,000","53,400,000","57,000,000","58,700,000","45,900,000","47,800,000","50,200,000","54,300,000","44,600,000","46,700,000","49,000,000","51,100,000","40,400,000","42,000,000","45,400,000","34,900,000","39,000,000","41,300,000"
