name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
			AccumulatedDepreciation,"-118,600,000","-171,700,000","-149,100,000","-160,101,000","-155,653,000","-287,886,000","-269,614,000","-251,642,000","-238,288,000","-221,273,000","-203,665,000","-189,295,000"
		GoodwillAndOtherIntangibleAssets,"4,301,700,000","4,446,100,000","4,650,600,000","98,114,000","66,966,000","55,673,000","45,939,000","42,721,000","42,169,000","44,565,000","39,630,000","39,367,000"
			Goodwill,"2,682,100,000","2,691,400,000","2,707,400,000","26,468,000","7,655,000",,,,,,,
			OtherIntangibleAssets,"1,619,600,000","1,754,700,000","1,943,200,000","71,646,000","59,311,000","55,673,000","45,939,000","42,721,000","42,169,000","44,565,000","39,630,000","39,367,000"
		InvestmentsAndAdvances,"61,200,000","86,200,000","82,700,000","72,923,000","48,430,000","12,351,000","14,581,000","14,270,000","14,305,000","12,615,000","3,090,000","5,699,000"
			LongTermEquityInvestment,,,,,,"12,351,000","14,581,000","14,270,000",,,,
				InvestmentsinAssociatesatCost,,,,,,"12,351,000","14,581,000","14,270,000",,,,
		NonCurrentDeferredAssets,,,,"9,684,000",,,,,,,,
			NonCurrentDeferredTaxesAssets,,,,"3,494,000",,,,,,,,
		OtherNonCurrentAssets,"43,000,000","28,400,000","18,900,000","69,170,000","59,311,000",,,,,,,
TotalLiabilitiesNetMinorityInterest,"1,758,300,000","2,080,000,000","2,155,100,000","158,669,000","125,143,000","133,834,000","157,072,000","99,736,000","91,598,000","78,238,000","497,231,000","114,479,000"
	CurrentLiabilities,"281,600,000","595,900,000","334,000,000","89,843,000","73,997,000","73,665,000","107,458,000","52,150,000","52,287,000","48,816,000","472,152,000","90,928,000"
		PayablesAndAccruedExpenses,"239,700,000","231,300,000","244,000,000","61,131,000","44,574,000","48,544,000","84,038,000","32,650,000","51,836,000","48,433,000","471,849,000","64,463,000"
			Payables,"136,600,000","108,400,000","159,800,000","13,702,000","9,536,000","15,789,000","57,492,000","6,543,000","51,836,000","48,433,000","471,849,000","64,463,000"
				AccountsPayable,"21,000,000","12,800,000","43,200,000","6,466,000","1,762,000","2,779,000","4,219,000","735,000","46,071,000","40,084,000","42,958,000","55,137,000"
				TotalTaxPayable,"4,000,000","4,100,000","2,600,000","18,000","1,633,000","1,774,000",,,,,,
					IncomeTaxPayable,"4,000,000","4,100,000","2,600,000","18,000","1,633,000","1,774,000",,,,,,
				DividendsPayable,,,,,,"0","43,831,000",,,,"113,417,000","0"
				OtherPayable,"111,600,000","91,500,000","114,000,000","7,218,000","6,141,000","11,236,000","9,442,000","5,808,000","5,765,000","8,349,000","315,474,000","9,326,000"
			CurrentAccruedExpenses,"103,100,000","122,900,000","84,200,000","47,429,000","35,038,000","32,755,000","26,546,000","26,107,000",,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"35,200,000","52,400,000","18,000,000","25,605,000","23,404,000","23,133,000","22,320,000","18,416,000","100,000",,,
		CurrentDebtAndCapitalLeaseObligation,,"299,800,000",,,,,,,,,,
			CurrentDebt,,"299,800,000",,,,,,,,,,
		CurrentDeferredLiabilities,"4,500,000","8,500,000","15,400,000","3,107,000","4,019,000","1,988,000","1,100,000","1,084,000","351,000","280,000","207,000","26,379,000"
			CurrentDeferredRevenue,"4,500,000","8,500,000","15,400,000","3,107,000","4,019,000","1,988,000","1,100,000","1,084,000","351,000","280,000","207,000","26,379,000"
		OtherCurrentLiabilities,"2,200,000","3,900,000","56,600,000",,"2,000,000",,,,,"103,000","96,000","86,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,476,700,000","1,484,100,000","1,821,100,000","68,826,000","51,146,000","60,169,000","49,614,000","47,586,000","39,311,000","29,422,000","25,079,000","23,551,000"
		LongTermDebtAndCapitalLeaseObligation,"914,300,000","915,600,000","1,237,900,000",,,,,,,,,
			LongTermDebt,"867,600,000","915,600,000","1,237,900,000",,,,,,,,,
			LongTermCapitalLeaseObligation,"46,700,000",,,,,,,,,,,
		NonCurrentDeferredLiabilities,"399,700,000","436,800,000","488,200,000","0","5,309,000","13,677,000","13,745,000","20,989,000","21,439,000","20,482,000","20,576,000","19,180,000"
			NonCurrentDeferredTaxesLiabilities,"399,700,000","436,800,000","488,200,000","0","5,309,000","13,677,000","13,745,000","20,989,000","21,439,000","20,482,000","20,576,000","19,180,000"
		TradeandOtherPayablesNonCurrent,"135,900,000","114,900,000","78,800,000","52,100,000","39,679,000","40,683,000","29,903,000","20,857,000","12,185,000",,,
		EmployeeBenefits,,,,"1,843,000","1,896,000","1,612,000","2,110,000","1,794,000","1,781,000","1,782,000","1,444,000","1,316,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,,,"1,843,000","1,896,000","1,612,000","2,110,000","1,794,000","1,781,000","1,782,000","1,444,000","1,316,000"
		PreferredSecuritiesOutsideStockEquity,"0","9,400,000","9,400,000","12,600,000",,,,,,,,
		OtherNonCurrentLiabilities,"26,800,000","7,400,000","6,800,000","2,283,000","4,262,000","4,197,000","3,856,000","3,946,000","3,906,000","7,158,000","3,059,000","3,055,000"
TotalEquityGrossMinorityInterest,"3,355,600,000","3,241,000,000","3,110,600,000","317,946,000","259,645,000","250,067,000","284,517,000","239,122,000","236,270,000","175,874,000","74,717,000","381,660,000"
	StockholdersEquity,"3,355,600,000","3,241,000,000","3,110,600,000","317,946,000","259,645,000","250,067,000","284,517,000","239,122,000","236,270,000","175,874,000","74,717,000","381,660,000"
		CapitalStock,"1,200,000","1,200,000","1,200,000","929,000","927,000","926,000","919,000","913,000","908,000","901,000","19,574,000","19,574,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0",,,
			CommonStock,"1,200,000","1,200,000","1,200,000","929,000","927,000","926,000","919,000","913,000","908,000","901,000","19,574,000","19,574,000"
		AdditionalPaidInCapital,"2,691,300,000","2,660,200,000","2,623,700,000","139,249,000","123,577,000","110,112,000","90,985,000","67,812,000","55,469,000","42,858,000","2,592,000","2,592,000"
		RetainedEarnings,"1,512,600,000","1,288,200,000","993,300,000","710,779,000","603,597,000","472,005,000","349,290,000","275,491,000","232,121,000","133,087,000","53,352,000","360,318,000"
		TreasuryStock,"887,100,000","720,100,000","558,300,000","532,249,000","467,632,000","332,287,000","155,627,000","104,201,000","51,329,000",,,
		GainsLossesNotAffectingRetainedEarnings,"37,600,000","11,500,000","50,700,000","-762,000","-824,000","-689,000","-1,050,000","-893,000","-899,000","-972,000","-801,000","-824,000"
TotalCapitalization,"4,223,200,000","4,156,600,000","4,348,500,000","317,946,000","259,645,000","250,067,000","284,517,000","239,122,000","236,270,000","175,874,000","74,717,000","381,660,000"
CommonStockEquity,"3,355,600,000","3,241,000,000","3,110,600,000","317,946,000","259,645,000","250,067,000","284,517,000","239,122,000","236,270,000","175,874,000","74,717,000","381,660,000"
CapitalLeaseObligations,"46,700,000",,,,,,,,,,,
NetTangibleAssets,"-946,100,000","-1,205,100,000","-1,540,000,000","219,832,000","192,679,000","194,394,000","238,578,000","196,401,000","194,101,000","131,309,000","35,087,000","342,293,000"
WorkingCapital,"326,000,000","87,800,000","100,700,000","145,202,000","130,121,000","170,442,000","201,403,000","150,759,000","137,395,000","61,118,000","-39,089,000","270,297,000"
InvestedCapital,"4,223,200,000","4,456,400,000","4,348,500,000","317,946,000","259,645,000","250,067,000","284,517,000","239,122,000","236,270,000","175,874,000","74,717,000","381,660,000"
TangibleBookValue,"-946,100,000","-1,205,100,000","-1,540,000,000","219,832,000","192,679,000","194,394,000","238,578,000","196,401,000","194,101,000","131,309,000","35,087,000","342,293,000"
TotalDebt,"914,300,000","1,215,400,000","1,237,900,000",,,,,,,,,
NetDebt,"638,300,000","940,300,000","1,094,400,000",,,,,,,,,
ShareIssued,"125,701,889","125,080,496","124,705,786","92,950,065","92,738,803","92,569,189","91,845,492","91,270,274","90,781,222","90,084,711","102,565,517","102,565,517"
OrdinarySharesNumber,"110,656,892","111,601,976","112,741,217","81,285,307","82,088,549","84,114,475","86,770,737","87,271,683","88,768,885","90,084,711","102,565,517","102,565,517"
TreasurySharesNumber,"15,044,997","13,478,520","11,964,569","11,664,758","10,650,254","8,454,714","5,074,755","3,998,591","2,012,337",,,
