name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
NetIncomeFromContinuingAndDiscontinuedOperation,"138,000,000","138,000,000","55,000,000","226,778,000","137,348,000","122,799,000","81,000,000","80,000,000","16,000,000","-178,000,000","67,000,000","-521,000,000"
NormalizedIncome,"279,344,000","279,344,000","181,290,000","230,992,076","137,161,352","123,558,600","95,950,000","90,944,000","51,750,000","86,504,672.897","54,400,000","-491,715,596.33"
InterestExpense,"132,000,000","132,000,000","54,000,000","34,789,000","32,597,000","37,468,000","38,000,000","44,000,000","58,000,000","47,000,000","56,000,000","0"
NetInterestIncome,"-132,000,000","-132,000,000","-54,000,000","-34,789,000","-32,597,000","-37,468,000","-38,000,000","-44,000,000","-58,000,000","-47,000,000","-56,000,000","0"
EBIT,"357,000,000","357,000,000","157,000,000","260,672,000","255,525,000","243,965,000","189,000,000","175,000,000","95,000,000","-167,000,000","168,000,000","-763,000,000"
EBITDA,"498,000,000"
ReconciledCostOfRevenue,"2,588,000,000","2,588,000,000","1,868,000,000","1,172,275,000","1,104,454,000","1,152,974,000","1,115,000,000","1,143,000,000","1,092,000,000","1,039,000,000","999,000,000","1,043,000,000"
ReconciledDepreciation,"141,000,000","141,000,000","62,000,000","21,494,000","21,044,000","22,217,000","19,000,000","23,000,000","30,000,000","33,000,000","35,000,000","42,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"138,000,000","138,000,000","55,000,000","226,778,000","137,348,000","122,799,000","81,000,000","80,000,000","16,000,000","-178,000,000","67,000,000","-521,000,000"
TotalUnusualItemsExcludingGoodwill,"-224,000,000","-224,000,000","-173,000,000","-4,231,000","303,000","-1,266,000","-23,000,000","-18,000,000","-55,000,000","-318,000,000","21,000,000","-42,000,000"
TotalUnusualItems,"-224,000,000","-224,000,000","-173,000,000","-4,231,000","303,000","-1,266,000","-23,000,000","-18,000,000","-55,000,000","-318,000,000","21,000,000","-42,000,000"
NormalizedEBITDA,"722,000,000","722,000,000","392,000,000","286,397,000","276,266,000","267,448,000","231,000,000","216,000,000","180,000,000","184,000,000","182,000,000","-679,000,000"
TaxRateForCalcs,"0.369","0.369","0.27","0.004","0.384","0.4","0.35","0.392","0.35","0.168","0.4","0.303"
TaxEffectOfUnusualItems,"-82,656,000","-82,656,000","-46,710,000","-16,924","116,352","-506,400","-8,050,000","-7,056,000","-19,250,000","-53,495,327.103","8,400,000","-12,715,596.33"
