name,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989,01/31/1989,10/31/1988,10/31/1987,10/31/1986,10/31/1985
		DuefromRelatedPartiesNonCurrent,"38,000,000","46,000,000","54,000,000","34,100,000","35,600,000","21,700,000","27,900,000","34,300,000","33,700,000","35,900,000","28,500,000","34,900,000","28,900,000","16,500,000","18,700,000","81,300,000","22,900,000","33,300,000","43,200,000","46,400,000","27,400,000","30,200,000","33,300,000","38,300,000","35,200,000","31,200,000","26,000,000","52,400,000","44,600,000","59,700,000","70,800,000","66,900,000","48,600,000","48,000,000","32,300,000","45,100,000","43,800,000","38,800,000","31,900,000","37,700,000","38,400,000","38,400,000","37,600,000","48,000,000","45,300,000","44,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"1,414,000,000","1,466,000,000","1,088,000,000","1,038,900,000","834,100,000","808,000,000","1,645,000,000","1,718,500,000","1,876,200,000","2,415,000,000","3,067,700,000","3,041,900,000","2,963,400,000","2,964,400,000","2,612,600,000","2,681,900,000","2,516,600,000","2,767,300,000","2,705,000,000","2,659,400,000","2,584,100,000","2,776,600,000","2,564,000,000","2,458,100,000","2,323,400,000","2,325,400,000","3,468,100,000","3,373,200,000","3,311,600,000","3,280,400,000","3,029,100,000","2,944,600,000","2,879,500,000","2,858,600,000","2,825,100,000","2,825,800,000","2,664,500,000","2,477,100,000","2,592,500,000","2,593,400,000","2,750,200,000","2,804,800,000","1,555,500,000","1,571,900,000","1,419,900,000","1,440,600,000","1,564,200,000","1,533,200,000","1,451,400,000","1,399,500,000","729,800,000","756,500,000","585,200,000","582,200,000","628,800,000","538,100,000","646,300,000","628,100,000","681,000,000","597,300,000","551,200,000","528,100,000","1,287,400,000","1,249,200,000","1,517,100,000","1,476,100,000","1,479,700,000","1,538,500,000","1,492,800,000","1,490,100,000","1,030,000,000","971,800,000","908,100,000","883,100,000","827,000,000","792,500,000","741,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"1,414,000,000","1,466,000,000","1,088,000,000","1,038,900,000","834,100,000","808,000,000","1,645,000,000","1,718,500,000","1,876,200,000","2,415,000,000","3,067,700,000","3,041,900,000","2,963,400,000","2,964,400,000","2,612,600,000","2,681,900,000","2,516,600,000","2,767,300,000","2,705,000,000","2,659,400,000","2,584,100,000","2,776,600,000","2,564,000,000","2,458,100,000","2,323,400,000","2,325,400,000","3,468,100,000","3,373,200,000","3,311,600,000","3,280,400,000","3,029,100,000","2,944,600,000","2,879,500,000","2,858,600,000","2,825,100,000","2,825,800,000","2,664,500,000","2,477,100,000","2,592,500,000","2,593,400,000","2,750,200,000","2,804,800,000","1,555,500,000","1,571,900,000","1,419,900,000","1,440,600,000","1,564,200,000","1,533,200,000","1,451,400,000","1,399,500,000","729,800,000","756,500,000","585,200,000","582,200,000","628,800,000","538,100,000","646,300,000","628,100,000","681,000,000","597,300,000","551,200,000","528,100,000","1,287,400,000","1,249,200,000","1,517,100,000","1,476,100,000","1,479,700,000","1,538,500,000","1,492,800,000","1,490,100,000","1,030,000,000","971,800,000","908,100,000","883,100,000","827,000,000","792,500,000","741,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DefinedPensionBenefit,"900,000,000","840,000,000","1,431,000,000","1,382,700,000","1,348,200,000","1,298,300,000","737,200,000","617,900,000","580,300,000","538,200,000","219,100,000","176,200,000","133,700,000","93,600,000","323,100,000","285,400,000","253,700,000","215,600,000","335,000,000","313,900,000","283,500,000","262,000,000","611,700,000","580,700,000","583,500,000","551,100,000","31,300,000","35,800,000","22,800,000","20,200,000","38,800,000","30,300,000","29,100,000","30,400,000","230,900,000","200,800,000","176,900,000","146,700,000","197,800,000","169,000,000","124,000,000","94,400,000","1,185,100,000","1,150,400,000","1,131,800,000","1,106,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"2,362,000,000","1,899,000,000","1,977,000,000","1,870,700,000","1,832,200,000","1,718,400,000","1,677,200,000","1,762,600,000","1,679,600,000","1,623,600,000","1,591,300,000","1,535,900,000","1,499,800,000","1,694,000,000","1,902,800,000","1,812,500,000","1,731,500,000","1,583,900,000","1,586,700,000","1,587,500,000","1,772,300,000","1,496,900,000","1,312,500,000","1,249,200,000","1,344,200,000","1,274,700,000","1,296,800,000","1,452,100,000","1,461,100,000","1,465,300,000","1,546,600,000","1,326,500,000","1,402,600,000","1,180,500,000","1,093,200,000","1,020,900,000","1,132,900,000","1,194,000,000","1,210,300,000","1,102,500,000","1,281,300,000","1,458,400,000","1,517,200,000","1,391,500,000","1,559,200,000","974,700,000","3,106,600,000","3,009,900,000","3,084,700,000","2,731,300,000","3,309,800,000","3,292,900,000","3,413,900,000","3,369,900,000","3,378,600,000","3,362,700,000","3,752,300,000","3,334,100,000","3,400,800,000","3,364,700,000","3,199,300,000","3,225,100,000","2,014,600,000","1,978,400,000","2,147,500,000","2,273,900,000","917,800,000","972,500,000","970,000,000","906,300,000","3,241,200,000","3,119,300,000","1,367,800,000","1,375,600,000","1,412,100,000","1,393,200,000","1,271,000,000","1,907,300,000","1,894,500,000","1,797,000,000","1,695,300,000","1,643,000,000","1,613,800,000","1,514,400,000","1,456,200,000","1,445,800,000","1,576,000,000","1,451,000,000","1,446,600,000","1,475,200,000","980,100,000","971,500,000","971,200,000","967,900,000","969,400,000","983,500,000","992,700,000","934,200,000","956,100,000","1,048,200,000","1,243,000,000","1,014,500,000","1,026,900,000","1,031,500,000","1,008,300,000","981,000,000","408,200,000","401,000,000","403,000,000","395,200,000","357,400,000","352,200,000","358,400,000","345,800,000","314,100,000","313,700,000","319,200,000","289,500,000","254,900,000","240,500,000","275,400,000","434,500,000","1,254,600,000","1,231,300,000","317,100,000","1,136,600,000","1,040,400,000","1,062,000,000","1,011,700,000"
TotalLiabilitiesNetMinorityInterest,"59,891,000,000","61,594,000,000","61,260,000,000","60,805,600,000","58,585,500,000","58,816,800,000","59,024,200,000","59,453,000,000","57,312,600,000","56,225,800,000","53,775,000,000","51,275,000,000","49,460,900,000","51,450,600,000","51,166,700,000","52,006,600,000","49,432,400,000","51,190,000,000","51,207,200,000","51,418,000,000","50,041,300,000","52,270,900,000","50,916,000,000","50,194,800,000","47,401,400,000","49,253,600,000","49,745,300,000","49,888,300,000","47,684,100,000","49,403,800,000","45,784,000,000","44,009,300,000","41,797,700,000","41,392,500,000","39,595,100,000","39,151,900,000","36,309,100,000","36,963,400,000","35,684,500,000","35,354,700,000","35,794,700,000","36,313,900,000","33,963,100,000","34,932,600,000","34,784,700,000","32,201,900,000","34,147,700,000","33,622,300,000","31,176,900,000","31,419,900,000","29,569,500,000","29,208,500,000","26,571,200,000","27,229,200,000","27,198,500,000","26,534,500,000","26,178,200,000","26,785,300,000","26,115,000,000","24,953,900,000","22,450,000,000","22,361,200,000","21,722,300,000","21,216,500,000","21,803,900,000","22,255,900,000","22,205,600,000","22,654,700,000","21,696,700,000","20,604,800,000","19,302,900,000","19,349,300,000","18,463,800,000","18,670,900,000","17,713,300,000","17,759,100,000","16,421,400,000","16,167,500,000","15,750,800,000","15,989,000,000","14,049,600,000","13,483,900,000","14,546,100,000","15,684,700,000","14,474,700,000","13,921,700,000","14,462,400,000","14,287,900,000","13,041,300,000","12,172,600,000","12,106,200,000","12,359,900,000","11,567,000,000","11,095,500,000","11,419,300,000","11,411,400,000","11,219,900,000","10,762,000,000","10,729,100,000","11,034,500,000","10,846,700,000","10,223,300,000","10,383,100,000","10,183,500,000","9,636,300,000","9,266,500,000","8,713,200,000","8,987,000,000","8,935,200,000","8,795,300,000","9,312,900,000","9,173,600,000","8,852,300,000","8,813,600,000","8,291,900,000","8,284,500,000","8,011,800,000","7,656,700,000","7,525,500,000","7,275,400,000","6,753,900,000","6,365,100,000","3,514,400,000","3,649,900,000","6,137,900,000","2,789,100,000","2,839,800,000","2,975,000,000","3,203,600,000"
	CurrentLiabilities,"23,054,000,000","24,761,000,000","25,580,000,000","26,089,800,000","24,287,500,000","25,130,300,000","25,014,900,000","25,085,300,000","22,661,500,000","22,570,700,000","21,399,300,000","19,404,100,000","17,996,300,000","19,154,500,000","19,890,500,000","20,198,600,000","17,901,400,000","20,328,000,000","21,179,100,000","20,951,900,000","19,199,300,000","21,131,500,000","21,156,500,000","21,292,600,000","19,478,100,000","21,992,500,000","20,299,400,000","20,335,200,000","17,575,900,000","18,956,800,000","18,138,400,000","18,574,700,000","17,936,900,000","17,434,400,000","17,430,100,000","16,670,600,000","13,368,600,000","14,017,000,000","13,341,200,000","11,886,500,000","12,456,700,000","12,530,000,000","13,638,300,000","14,519,400,000","14,857,700,000","14,915,000,000","17,205,800,000","17,350,400,000","15,343,700,000","15,921,500,000","15,783,800,000","15,180,900,000","13,363,300,000","12,852,400,000","13,232,100,000","12,416,400,000","10,657,800,000","11,751,500,000","10,880,200,000","10,136,800,000","8,030,800,000","7,888,500,000","7,709,900,000","6,894,000,000","6,932,000,000","7,679,200,000","8,013,200,000","8,685,300,000","7,288,100,000","7,823,700,000","8,205,900,000","8,008,300,000","9,375,900,000","9,456,600,000","9,102,400,000","8,869,600,000","8,474,700,000","8,888,500,000","8,199,000,000","9,478,000,000","8,032,900,000","7,136,700,000","8,490,500,000","9,786,900,000","8,807,200,000","8,762,600,000","9,836,900,000","9,353,600,000","8,018,700,000","7,195,200,000","7,014,500,000","6,916,200,000","6,169,900,000","6,417,900,000","6,460,300,000","6,701,100,000","6,644,400,000","6,243,400,000","6,115,200,000","6,360,900,000","6,262,500,000","5,717,900,000","5,967,400,000","5,855,300,000","4,991,400,000","4,348,300,000","5,530,100,000","5,627,000,000","5,410,600,000","5,580,900,000","5,788,900,000","5,627,200,000","5,599,600,000","5,856,100,000","5,482,000,000","5,808,400,000","5,534,700,000","5,153,400,000","5,443,000,000","5,262,900,000","4,719,100,000","4,233,900,000","2,258,700,000","2,611,300,000","4,005,700,000","1,728,300,000","1,529,400,000","1,509,400,000","1,913,700,000"
		PayablesAndAccruedExpenses,"8,630,000,000","6,959,000,000","9,390,000,000","9,625,800,000","9,086,000,000","7,460,000,000","9,482,700,000","9,789,600,000","8,489,700,000","6,184,000,000","7,599,000,000","7,215,900,000","6,334,500,000","5,191,000,000","6,799,500,000","6,980,800,000","6,196,400,000","5,068,000,000","7,235,800,000","7,260,200,000","6,421,900,000","6,115,000,000","8,432,900,000","8,150,300,000","7,330,000,000","6,561,000,000","8,306,300,000","8,132,800,000","7,200,300,000","7,131,000,000","8,069,400,000","7,631,400,000","6,816,700,000","6,204,000,000","7,121,300,000","6,777,200,000","5,910,500,000","5,128,000,000","5,855,500,000","5,625,900,000","4,777,300,000","4,179,000,000","5,589,900,000","5,589,700,000","5,524,500,000","4,849,000,000","6,705,300,000","6,533,700,000","5,519,300,000","5,632,200,000","5,377,700,000","5,142,700,000","4,177,400,000","4,635,300,000","4,878,100,000","4,576,900,000","3,996,600,000","4,598,500,000","4,482,300,000","4,467,900,000","3,801,000,000","4,152,800,000","3,960,800,000","3,817,100,000","3,239,800,000","3,332,000,000","3,397,900,000","3,427,900,000","2,951,400,000","3,229,600,000","3,084,300,000","3,036,900,000","2,794,200,000","3,141,200,000","2,904,200,000","3,061,100,000","2,804,000,000","2,976,400,000","2,670,500,000","2,717,800,000","2,327,700,000","2,432,800,000","2,548,500,000","2,586,600,000","2,359,500,000","2,853,200,000","2,705,000,000","2,704,400,000","2,458,100,000","2,839,700,000","2,619,000,000","2,609,500,000","2,295,600,000","2,676,200,000","2,477,300,000","2,528,100,000","2,234,800,000","2,533,000,000","2,220,600,000","2,395,400,000","2,158,900,000","2,319,200,000","2,157,600,000","2,077,000,000","1,959,500,000","2,097,100,000","1,814,200,000","1,896,400,000","1,660,000,000","1,845,000,000","1,650,200,000","1,675,700,000","1,710,900,000","1,803,600,000","1,591,000,000","1,613,100,000","1,572,600,000","1,722,400,000","1,613,600,000","1,677,700,000","1,536,700,000","1,579,000,000","1,065,800,000","1,122,500,000","1,359,600,000",,,,
			Payables,,"3,585,000,000",,,,"4,196,000,000",,,,"2,909,000,000",,,,"2,478,000,000",,,,"2,251,000,000",,,,"2,743,000,000",,,,"3,128,000,000",,,,"3,312,000,000",,,,"3,108,000,000",,,,"2,664,000,000",,,,"1,844,000,000",,,,"2,526,000,000","6,059,300,000","5,825,100,000","5,019,200,000","5,357,900,000","5,103,300,000","4,803,100,000","4,027,000,000","4,482,800,000","4,617,900,000","4,330,700,000","3,778,800,000","4,384,200,000","4,248,400,000","4,279,200,000","3,614,400,000","3,973,600,000","3,761,000,000","3,612,000,000","3,021,200,000","3,105,500,000","3,169,600,000","3,181,700,000","2,834,200,000","3,142,200,000","2,957,700,000","2,900,400,000","2,727,700,000","3,097,100,000","2,783,500,000","2,972,000,000","2,755,600,000","2,976,400,000","2,670,500,000","2,717,800,000","2,327,700,000","2,432,800,000","2,548,500,000","2,586,600,000","2,359,500,000","2,853,200,000","2,705,000,000","2,704,400,000","2,458,100,000","2,839,700,000","2,619,000,000","2,609,500,000","2,295,600,000","2,676,200,000","2,477,300,000","2,528,100,000","2,234,800,000","2,533,000,000","2,220,600,000","2,395,400,000","2,158,900,000","2,319,200,000","2,157,600,000","2,077,000,000","1,959,500,000","2,097,100,000","1,814,200,000","1,896,400,000","1,660,000,000","1,845,000,000","1,650,200,000","1,675,700,000","1,710,900,000","1,803,600,000","1,591,000,000","1,613,100,000","1,572,600,000","1,722,400,000","1,613,600,000","1,677,700,000","1,536,700,000","1,579,000,000","1,065,800,000","1,122,500,000","1,359,600,000",,,,
				AccountsPayable,,"2,323,000,000",,,,"2,894,000,000",,,,"2,551,000,000",,,,"2,096,000,000",,,,"1,872,000,000",,,,"2,325,000,000",,,,"2,739,000,000",,,,"2,986,000,000",,,,"2,675,000,000",,,,"2,277,000,000",,,,"1,535,000,000",,,,"2,192,000,000","6,059,300,000","5,825,100,000","5,019,200,000","5,357,900,000","5,103,300,000","4,803,100,000","4,027,000,000","4,482,800,000","4,617,900,000","4,330,700,000","3,778,800,000","4,384,200,000","4,248,400,000","4,279,200,000","3,614,400,000","3,973,600,000","3,761,000,000","3,612,000,000","3,021,200,000","3,105,500,000","3,169,600,000","3,181,700,000","2,834,200,000","3,142,200,000","2,957,700,000","2,900,400,000","2,727,700,000","3,097,100,000","2,783,500,000","2,972,000,000","2,755,600,000","2,976,400,000","2,670,500,000","2,717,800,000","2,327,700,000","2,432,800,000","2,548,500,000","2,586,600,000","2,359,500,000","2,853,200,000","2,705,000,000","2,704,400,000","2,458,100,000","2,839,700,000","2,619,000,000","2,609,500,000","2,295,600,000","2,676,200,000","2,477,300,000","2,528,100,000","2,234,800,000","2,533,000,000","2,220,600,000","2,395,400,000","2,158,900,000","2,319,200,000","2,157,600,000","2,077,000,000","1,959,500,000","2,097,100,000","1,814,200,000","1,896,400,000","1,660,000,000","1,845,000,000","1,650,200,000","1,675,700,000","1,710,900,000","1,803,600,000","1,591,000,000","1,613,100,000","1,572,600,000","1,722,400,000","1,613,600,000","1,677,700,000","1,536,700,000","1,579,000,000","1,065,800,000","1,122,500,000","1,359,600,000",,,,
				TotalTaxPayable,,"734,000,000",,,,"836,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"166,000,000",,,,"154,000,000",,,,"60,000,000",,,,"108,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,"734,000,000",,,,"836,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"166,000,000",,,,"154,000,000",,,,"60,000,000",,,,"108,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DividendsPayable,,"244,000,000",,,,"223,000,000",,,,"194,000,000",,,,"189,000,000",,,,"193,000,000",,,,"210,000,000",,,,"192,000,000",,,,"179,000,000",,,,"168,000,000",,,,"127,000,000",,,,"118,000,000",,,,"118,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,"284,000,000",,,,"243,000,000",,,,"164,000,000",,,,"193,000,000",,,,"186,000,000",,,,"208,000,000",,,,"197,000,000",,,,"147,000,000",,,,"99,000,000",,,,"106,000,000",,,,"131,000,000",,,,"108,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,,"3,374,000,000",,,,"3,264,000,000",,,,"3,275,000,000",,,,"2,713,000,000",,,,"2,817,000,000",,,,"3,372,000,000",,,,"3,433,000,000",,,,"3,819,000,000",,,,"3,096,000,000",,,,"2,464,000,000",,,,"2,335,000,000",,,,"2,323,000,000","646,000,000","708,600,000","500,100,000","274,300,000","274,400,000","339,600,000","150,400,000","152,500,000","260,200,000","246,200,000","217,800,000","214,300,000","233,900,000","188,700,000","186,600,000","179,200,000","199,800,000","205,100,000","218,600,000","226,500,000","228,300,000","246,200,000","117,200,000","87,400,000","126,600,000","136,500,000","66,500,000","44,100,000","120,700,000","89,100,000","48,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InterestPayable,,"211,000,000",,,,"163,000,000",,,,"148,000,000",,,,"125,000,000",,,,"111,000,000",,,,"103,000,000",,,,"130,000,000",,,,"160,000,000",,,,"191,000,000",,,,"190,000,000",,,,"204,000,000",,,,"150,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,"1,062,000,000",,,,"1,101,000,000",,,,"916,000,000",,,,"913,000,000",,,,"1,193,000,000",,,,"1,437,000,000",,,,"1,494,000,000",,,,"1,406,000,000",,,,"1,256,000,000",,,,"1,068,000,000",,,,"912,000,000",,,,"1,256,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"14,424,000,000","15,105,000,000","16,190,000,000","16,464,000,000","15,201,500,000","15,019,300,000","15,532,200,000","15,295,700,000","14,171,800,000","14,153,700,000","13,800,300,000","12,188,200,000","11,661,800,000","11,914,500,000","13,091,000,000","13,217,800,000","11,705,000,000","13,017,000,000","13,943,300,000","13,691,700,000","12,510,600,000","12,577,500,000","12,723,600,000","13,092,500,000","12,148,100,000","12,898,100,000","11,993,100,000","12,202,400,000","10,375,600,000","9,967,800,000","10,069,000,000","10,943,300,000","11,120,200,000","9,629,400,000","10,308,800,000","9,893,400,000","7,458,100,000","7,535,000,000","7,485,700,000","6,260,600,000","7,679,400,000","7,159,000,000","8,048,400,000","8,929,700,000","9,333,200,000","8,521,000,000","10,114,200,000","10,417,300,000","9,461,600,000","9,969,400,000","10,179,600,000","9,809,700,000","9,053,100,000","8,121,200,000","8,100,200,000","7,584,500,000","6,530,200,000","6,883,800,000","6,115,900,000","5,364,000,000","3,971,800,000","3,457,500,000","3,567,900,000","3,076,900,000","3,458,100,000","4,347,200,000","4,403,000,000","5,056,900,000","4,170,100,000","4,437,300,000","5,121,600,000","4,971,400,000","6,455,900,000","6,198,500,000","6,080,600,000","5,665,100,000","5,560,900,000","5,758,500,000","5,246,900,000","6,562,700,000","5,493,000,000","4,488,200,000","5,358,900,000","6,648,900,000","5,871,200,000","5,322,100,000","6,569,400,000","5,993,300,000","4,934,000,000","3,774,600,000","3,796,600,000","4,257,700,000","3,834,100,000","3,144,100,000","3,958,000,000","3,619,900,000","3,798,500,000","3,167,300,000","3,248,000,000","3,037,700,000","3,329,400,000","2,637,400,000","3,046,000,000","2,979,400,000","2,240,500,000","1,601,400,000","3,079,900,000","3,139,600,000","3,111,000,000","3,080,300,000","3,562,100,000","3,399,400,000","3,303,000,000","3,471,100,000","3,328,200,000","3,659,000,000","3,433,000,000","2,892,500,000","3,284,600,000","3,052,000,000","2,674,100,000","2,263,600,000","1,003,100,000","1,324,000,000","2,612,200,000","476,600,000","355,500,000","395,500,000","536,900,000"
			CurrentDebt,"14,424,000,000","15,105,000,000","16,190,000,000","16,464,000,000","15,201,500,000","15,019,300,000","15,532,200,000","15,295,700,000","14,171,800,000","14,153,700,000","13,800,300,000","12,188,200,000","11,661,800,000","11,914,500,000","13,091,000,000","13,217,800,000","11,705,000,000","13,017,000,000","13,943,300,000","13,691,700,000","12,510,600,000","12,577,500,000","12,723,600,000","13,092,500,000","12,148,100,000","12,898,100,000","11,993,100,000","12,202,400,000","10,375,600,000","9,967,800,000","10,069,000,000","10,943,300,000","11,120,200,000","9,629,400,000","10,308,800,000","9,893,400,000","7,458,100,000","7,535,000,000","7,485,700,000","6,260,600,000","7,679,400,000","7,159,000,000","8,048,400,000","8,929,700,000","9,333,200,000","8,521,000,000","10,114,200,000","10,417,300,000","9,461,600,000","9,969,400,000","10,179,600,000","9,809,700,000","9,053,100,000","8,121,200,000","8,100,200,000","7,584,500,000","6,530,200,000","6,883,800,000","6,115,900,000","5,364,000,000","3,971,800,000","3,457,500,000","3,567,900,000","3,076,900,000","3,458,100,000","4,347,200,000","4,403,000,000","5,056,900,000","4,170,100,000","4,437,300,000","5,121,600,000","4,971,400,000","6,455,900,000","6,198,500,000","6,080,600,000","5,665,100,000","5,560,900,000","5,758,500,000","5,246,900,000","6,562,700,000","5,493,000,000","4,488,200,000","5,358,900,000","6,648,900,000","5,871,200,000","5,322,100,000","6,569,400,000","5,993,300,000","4,934,000,000","3,774,600,000","3,796,600,000","4,257,700,000","3,834,100,000","3,144,100,000","3,958,000,000","3,619,900,000","3,798,500,000","3,167,300,000","3,248,000,000","3,037,700,000","3,329,400,000","2,637,400,000","3,046,000,000","2,979,400,000","2,240,500,000","1,601,400,000","3,079,900,000","3,139,600,000","3,111,000,000","3,080,300,000","3,562,100,000","3,399,400,000","3,303,000,000","3,471,100,000","3,328,200,000","3,659,000,000","3,433,000,000","2,892,500,000","3,284,600,000","3,052,000,000","2,674,100,000","2,263,600,000","1,003,100,000","1,324,000,000","2,612,200,000","476,600,000","355,500,000","395,500,000","536,900,000"
				CurrentNotesPayable,,"658,000,000",,,,"808,000,000",,,,"378,000,000",,,,"315,000,000",,,,"206,000,000",,,,"413,000,000",,,,"398,000,000",,,,"201,000,000",,,,"80,000,000",,,,"2,253,000,000",,,,"3,212,000,000",,,,"1,775,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CommercialPaper,,"2,698,000,000",,,,"3,857,000,000",,,,"3,439,000,000",,,,"1,253,000,000",,,,"2,968,000,000",,,,"2,633,000,000",,,,"3,162,000,000",,,,"1,207,000,000",,,,"1,279,000,000",,,,"2,028,000,000",,,,"286,000,000",,,,"2,961,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"14,424,000,000","11,749,000,000","16,190,000,000","16,464,000,000","15,201,500,000","10,354,300,000","15,532,200,000","15,295,700,000","14,171,800,000","10,336,700,000","13,800,300,000","12,188,200,000","11,661,800,000","10,346,500,000","13,091,000,000","13,217,800,000","11,705,000,000","9,843,000,000","13,943,300,000","13,691,700,000","12,510,600,000","9,531,500,000","12,723,600,000","13,092,500,000","12,148,100,000","9,338,100,000","11,993,100,000","12,202,400,000","10,375,600,000","8,559,800,000","10,069,000,000","10,943,300,000","11,120,200,000","8,270,400,000","10,308,800,000","9,893,400,000","7,458,100,000","3,254,000,000","7,485,700,000","6,260,600,000","7,679,400,000","3,661,000,000","8,048,400,000","8,929,700,000","9,333,200,000","3,785,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,"1,635,000,000",,,,"1,550,000,000",,,,"1,317,000,000",,,,"1,136,000,000",,,,"1,050,000,000",,,,"1,002,000,000",,,,"919,000,000",,,,"452,000,000",,,,"345,000,000",,,,"286,000,000",,,,"280,000,000",,,,"289,000,000","207,800,000","192,300,000","188,400,000","183,400,000","105,800,000","101,800,000","60,000,000","64,900,000","67,600,000","67,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"207,800,000","192,300,000","188,400,000","183,400,000","105,800,000","101,800,000","60,000,000","64,900,000","67,600,000","67,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,,"1,635,000,000",,,,"1,550,000,000",,,,"1,317,000,000",,,,"1,136,000,000",,,,"1,050,000,000",,,,"1,002,000,000",,,,"919,000,000",,,,"452,000,000",,,,"345,000,000",,,,"286,000,000",,,,"280,000,000",,,,"289,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
