name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
NetIncomeCommonStockholders,"456,900,000","438,500,000","103,200,000","328,864,000","130,996,000","42,862,000","131,127,000","117,895,000","45,820,000","51,021,000","32,413,000","19,018,000","18,801,000","6,575,000","1,075,000"
	NetIncome,"456,900,000","438,500,000","103,200,000","328,864,000","130,996,000","42,862,000","131,127,000","117,895,000","45,820,000","51,021,000","32,413,000","19,018,000","18,801,000","6,575,000","1,075,000"
		NetIncomeIncludingNoncontrollingInterests,"456,900,000","438,500,000","103,200,000","328,864,000","130,996,000","42,862,000","131,127,000","117,895,000","45,820,000","51,021,000","32,413,000","19,018,000","18,801,000","6,575,000","1,075,000"
			NetIncomeContinuousOperations,"456,900,000","438,500,000","103,200,000","328,864,000","130,996,000","42,862,000","131,127,000","117,895,000","45,820,000","51,021,000","32,413,000","19,018,000","18,801,000","6,575,000","1,075,000"
DilutedNIAvailtoComStockholders,"456,900,000","438,500,000","103,200,000","328,864,000","130,996,000","42,862,000","131,127,000","117,895,000","45,820,000","51,021,000","32,413,000","19,018,000","18,801,000","6,575,000","1,075,000"
BasicEPS,,"1.73","0.44","1.6","0.65","0.235","0.785","0.725","0.295","0.335","0.235","0.155","0.155","0.054","0.009"
DilutedEPS,,"1.66","0.42","1.55","0.64","0.225","0.75","0.69","0.275","0.315","0.22","0.15","0.146","0.051","0.008"
BasicAverageShares,,"252,900,000","232,500,000","204,923,000","200,252,000","182,196,000","166,628,000","162,390,000","156,642,000","152,964,000","138,054,000","120,762,000","121,570,000","121,570,000","121,570,000"
DilutedAverageShares,,"264,200,000","243,700,000","211,632,000","205,793,000","190,896,000","174,662,000","171,232,000","165,776,000","161,418,000","146,158,000","127,306,000","129,084,000","129,084,000","129,084,000"
TotalOperatingIncomeAsReported,"931,200,000","914,400,000","429,100,000","396,913,000","288,695,000","164,738,000","200,372,000","182,968,000","123,216,000","93,777,000","79,840,000","67,103,000","65,083,000","48,730,000","43,869,000"
TotalExpenses,"3,738,100,000","3,718,500,000","2,894,200,000","1,278,382,000","1,192,741,000","835,547,000","567,489,000","529,734,000","414,351,000","277,051,000","249,065,000","203,812,000","214,923,000","199,438,000","161,600,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"456,900,000","438,500,000","103,200,000","328,864,000","130,996,000","42,862,000","131,127,000","117,895,000","45,820,000","51,021,000","32,413,000","19,018,000","18,801,000","6,575,000","1,075,000"
NormalizedIncome,"459,188,996.243","444,357,500","219,607,500","330,817,840","130,996,000","64,153,900","131,127,000","117,895,000","57,929,500","54,616,117.732","36,045,397.08","19,953,657.623","17,356,162.678","5,332,850","778,600"
InterestIncome,,"4,700,000","9,100,000","1,166,000","1,488,000","1,976,000","1,705,000","1,116,000","417,000","120,000","170,000","28,000","409,000","939,000","388,000"
InterestExpense,"385,400,000","409,600,000","280,100,000","108,639,000","129,942,000","79,333,000","27,177,000","42,395,000","32,918,000","14,748,000","30,582,000","36,891,000","41,539,000","45,463,000","47,427,000"
NetInterestIncome,"-380,700,000","-404,900,000","-271,000,000","-107,473,000","-128,454,000","-77,357,000","-25,472,000","-41,279,000","-32,501,000","-14,628,000","-30,412,000","-36,863,000","-41,130,000","-44,524,000","-47,039,000"
EBIT,"944,300,000","941,300,000","405,200,000","391,269,000","293,558,000","140,175,000","204,831,000","187,582,000","103,403,000","88,687,000","75,029,000","65,713,000","67,486,000","51,580,000","44,713,000"
EBITDA,"1,701,400,000"
ReconciledCostOfRevenue,"2,615,400,000","2,611,700,000","2,051,100,000","886,425,000","800,489,000","532,350,000","410,731,000","388,800,000","299,917,000","184,288,000","165,932,000","137,740,000","142,433,000","128,882,000","100,016,000"
ReconciledDepreciation,"757,100,000","775,200,000","518,500,000","237,189,000","228,683,000","150,834,000","99,831,000","99,780,000","75,814,000","42,224,000","40,728,000","36,028,000","35,038,000","35,047,000","27,128,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"456,900,000","438,500,000","103,200,000","328,864,000","130,996,000","42,862,000","131,127,000","117,895,000","45,820,000","51,021,000","32,413,000","19,018,000","18,801,000","6,575,000","1,075,000"
TotalUnusualItemsExcludingGoodwill,"-2,800,000","-7,100,000","-141,100,000","-2,326,000","0","-30,417,000","0","0","-18,630,000","-5,210,000","-4,981,000","-1,418,000","1,994,000","1,911,000","456,000"
TotalUnusualItems,"-2,800,000","-7,100,000","-141,100,000","-2,326,000","0","-30,417,000","0","0","-18,630,000","-5,210,000","-4,981,000","-1,418,000","1,994,000","1,911,000","456,000"
NormalizedEBITDA,"1,704,200,000","1,723,600,000","1,064,800,000","630,784,000","522,241,000","321,426,000","304,662,000","287,362,000","197,847,000","136,121,000","120,738,000","103,159,000","100,530,000","84,716,000","71,385,000"
TaxRateForCalcs,"0.183","0.175","0.175","0.16","0.2","0.3","0.26","0.19","0.35","0.31","0.271","0.34","0.275","0.35","0.35"
TaxEffectOfUnusualItems,"-511,003.757","-1,242,500","-24,692,500","-372,160","0","-9,125,100","0","0","-6,520,500","-1,614,882.268","-1,348,602.92","-482,342.377","549,162.678","668,850","159,600"
