name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
	DeferredAssets,"268,591,000","241,092,000","198,894,000","305,424,000","298,115,000","278,997,000","262,884,000","238,663,000","195,310,000","139,253,000","97,231,000","63,196,000","56,332,000","1,774,000","5,138,000","0"
		DeferredTaxAssets,"268,591,000","241,092,000","198,894,000","305,424,000","298,115,000","278,997,000","262,884,000","238,663,000","195,310,000","139,253,000","97,231,000","63,196,000","56,332,000","1,774,000",,
	OtherAssets,"178,162,000","117,924,000","95,090,000","96,620,000","65,784,000","60,560,000","50,093,000","30,966,000","45,787,000","29,154,000","25,510,000","14,902,000","15,092,000","6,673,000","1,010,000","33,000"
TotalLiabilitiesNetMinorityInterest,"1,472,363,000","1,117,728,000","788,518,000","879,015,000","771,955,000","734,323,000","617,625,000","654,469,000","577,766,000","530,844,000","595,404,000","533,163,000","516,120,000","189,026,000","29,907,000","20,402,000"
	FederalFundsPurchasedAndSecuritiesSoldUnderAgreementToRepurchase,"26,000,000","25,075,000","30,027,000","31,150,000","44,000,000","106,499,000","75,563,000","120,787,000","129,577,000","178,683,000","306,894,000","284,745,000","285,864,000","84,135,000",,
		FinancialInstrumentsSoldUnderAgreementsToRepurchase,"26,000,000","25,075,000","30,027,000","31,150,000","44,000,000","106,499,000","75,563,000","120,787,000","129,577,000","178,683,000","306,894,000","284,745,000","285,864,000","84,135,000",,
	PayablesAndAccruedExpenses,"74,829,000","103,463,000","81,772,000","85,410,000","93,156,000","58,494,000","42,602,000","51,177,000","35,655,000","17,143,000","12,905,000","10,149,000","19,875,000","18,414,000","14,482,000","9,263,000"
		Payables,"74,829,000","103,463,000","81,772,000","85,410,000","93,156,000","58,494,000","42,602,000","51,177,000","35,655,000","17,143,000","12,905,000","10,149,000","19,875,000","18,414,000","14,482,000","9,263,000"
			AccountsPayable,"39,726,000","37,948,000","34,111,000","30,723,000","43,878,000","37,104,000","18,365,000","17,909,000","17,849,000","12,558,000","10,159,000","8,104,000","11,490,000","8,948,000","11,672,000","4,111,000"
			TotalTaxPayable,"3,400,000","33,621,000","16,494,000","27,321,000","20,886,000","2,515,000","4,713,000","20,304,000","5,159,000","404,000","0","92,000","3,961,000","5,822,000","1,711,000","1,423,000"
				IncomeTaxPayable,"3,400,000","33,621,000","16,494,000","27,321,000","20,886,000","2,515,000","4,713,000","20,304,000","5,159,000","404,000","0","92,000","3,961,000","5,822,000","1,711,000","1,423,000"
			DuetoRelatedParties,"31,703,000","31,894,000","31,167,000","27,366,000","28,392,000","18,875,000","19,524,000","12,964,000","12,647,000","4,181,000","2,746,000","1,953,000","4,424,000","3,644,000","440,000","336,000"
			OtherPayable,,,,,,,,,,,,,,,"659,000","3,393,000"
	CurrentDebtAndCapitalLeaseObligation,"33,316,000",,,,,,,,,,,,,,"193,000","115,000"
		CurrentCapitalLeaseObligation,"33,316,000",,,,,,,,,,,,,,"193,000","115,000"
	LongTermDebtAndCapitalLeaseObligation,"592,313,000","168,612,000","175,146,000","184,647,000","141,800,000","127,776,000","103,226,000","101,375,000","99,664,000","98,082,000","96,618,000","95,263,000",,,"232,000","333,000"
		LongTermDebt,"375,062,000","168,612,000","175,146,000","184,647,000","141,800,000","127,776,000","103,226,000","101,375,000","99,664,000","98,082,000","96,618,000","95,263,000",,,,
		LongTermCapitalLeaseObligation,"217,251,000",,,,,,,,,,,,,,"232,000","333,000"
	EmployeeBenefits,"518,991,000","602,122,000","340,165,000","334,541,000","263,862,000","212,334,000","157,856,000","138,187,000","125,869,000","82,943,000","93,783,000","61,551,000","112,355,000","48,094,000","13,165,000","8,810,000"
	CurrentDeferredLiabilities,,,,,,,,,,,,,,,"935,000","1,413,000"
		CurrentDeferredRevenue,,,,,,,,,,,,,,,"935,000","1,413,000"
	NonCurrentDeferredLiabilities,,,,,,,,,,,,,"3,385,000","107,000",,
		NonCurrentDeferredTaxesLiabilities,,,,,,,,,,,,,"3,385,000","107,000",,
	PreferredSecuritiesOutsideStockEquity,,,,,"0","4,014,000","36,805,000","49,727,000","22,267,000","25,406,000",,"25,808,000","46,339,000","36,918,000","274,000","265,000"
	OtherLiabilities,"226,914,000","218,456,000","161,408,000","243,267,000","229,137,000","225,206,000","201,573,000","193,216,000","164,734,000","128,587,000","85,204,000","55,647,000","48,302,000","1,358,000","626,000","203,000"
TotalEquityGrossMinorityInterest,"1,126,250,000","1,007,939,000","796,368,000","783,331,000","707,216,000","712,233,000","563,158,000","490,749,000","465,826,000","367,241,000","295,756,000","205,777,000","172,976,000","112,477,000","51,505,000","51,279,000"
	StockholdersEquity,"869,716,000","758,120,000","543,964,000","527,298,000","504,552,000","551,281,000","502,581,000","428,506,000","407,664,000","300,699,000","266,395,000","205,777,000","172,976,000","112,477,000","51,505,000","51,279,000"
		CapitalStock,"687,000","659,000","621,000","582,000","552,000","464,000","408,000","350,000","310,000","215,000","172,000","126,000","113,000","64,000","51,301,000","51,116,000"
			CommonStock,"687,000","659,000","621,000","582,000","552,000","464,000","408,000","350,000","310,000","215,000","172,000","126,000","113,000","64,000","51,301,000","51,116,000"
		RetainedEarnings,"558,269,000","364,882,000","79,461,000","20,343,000","-27,791,000","-17,814,000","-59,896,000","-77,079,000","-76,703,000","-61,504,000","-56,756,000","-46,564,000","-35,612,000","3,786,000",,
		AdditionalPaidInCapital,"2,016,524,000","1,818,100,000","1,600,699,000","1,368,122,000","1,210,742,000","950,147,000","799,233,000","654,275,000","575,122,000","400,719,000","339,495,000","275,234,000","208,846,000","108,564,000",,
		TreasuryStock,"1,678,168,000","1,395,087,000","1,105,406,000","811,653,000","644,412,000","361,129,000","226,380,000","139,954,000","79,007,000","34,538,000","12,756,000","8,050,000","968,000","0",,
		GainsLossesNotAffectingRetainedEarnings,"-27,596,000","-30,434,000","-31,411,000","-50,096,000","-34,539,000","-20,387,000","-10,784,000","-9,086,000","-12,058,000","-4,193,000","-3,760,000","-14,969,000","597,000","63,000","204,000","163,000"
	MinorityInterest,"256,534,000","249,819,000","252,404,000","256,033,000","202,664,000","160,952,000","60,577,000","62,243,000","58,162,000","66,542,000","29,361,000",,,,,
TotalCapitalization,"1,244,778,000","926,732,000","719,110,000","711,945,000","646,352,000","679,057,000","605,807,000","529,881,000","507,328,000","398,781,000","363,013,000","301,040,000",,,,
CommonStockEquity,"869,716,000","758,120,000","543,964,000","527,298,000","504,552,000","551,281,000","502,581,000","428,506,000","407,664,000","300,699,000","266,395,000","205,777,000","172,976,000","112,477,000","51,505,000","51,279,000"
CapitalLeaseObligations,"250,567,000",,,,,,,,,,,,,,"425,000","448,000"
NetTangibleAssets,"736,655,000","616,355,000","390,156,000","336,967,000","297,081,000","263,505,000","286,576,000","204,425,000","188,906,000","112,436,000","209,054,000","167,614,000","121,939,000","51,431,000","51,505,000","51,279,000"
InvestedCapital,"1,244,778,000","926,732,000","719,110,000","711,945,000","646,352,000","679,057,000","605,807,000","529,881,000","507,328,000","398,781,000","363,013,000","301,040,000",,,,
TangibleBookValue,"736,655,000","616,355,000","390,156,000","336,967,000","297,081,000","263,505,000","286,576,000","204,425,000","188,906,000","112,436,000","209,054,000","167,614,000","121,939,000","51,431,000","51,505,000","51,279,000"
TotalDebt,"625,629,000","168,612,000","175,146,000","184,647,000","141,800,000","127,776,000","103,226,000","101,375,000","99,664,000","98,082,000","96,618,000","95,263,000",,,"425,000","448,000"
ShareIssued,"68,698,759","65,872,100","62,119,986","58,292,567","55,249,584","46,414,267","40,772,476","35,040,544","31,014,312","21,497,739","17,155,938","12,552,079","11,229,197","6,359,609","3,995,238","3,995,238"
OrdinarySharesNumber,"39,176,094","39,748,662","39,102,236","39,190,856","39,623,296","36,255,151","33,069,576","29,577,029","27,941,354","19,983,694","16,346,639","12,053,333","11,229,197","6,359,609","3,995,238","3,995,238"
TreasurySharesNumber,"29,522,665","26,123,438","23,017,750","19,101,711","15,626,288","10,159,116","7,702,900","5,463,515","3,072,958","1,514,045","809,299","498,746",,,,
