name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
		SellingAndMarketingExpense,"803,404,000","162,197,000","158,268,000","283,984,000","198,955,000","54,590,000","189,329,000","225,406,000","224,155,000","191,956,000","124,619,000","213,438,000","238,680,000","234,226,000","134,942,000","205,278,000","156,964,000","109,709,000","146,971,000","184,481,000","238,215,000","126,564,000","215,232,000","156,597,000","159,833,000","171,264,000","164,722,000","141,284,000","169,692,000","188,654,000","168,592,000","171,076,000","169,593,000","116,307,000","155,392,000","178,249,000","82,221,000","216,801,000","255,450,000","60,117,000",,"201,415,000","187,307,000","208,516,000","-148,363,000","163,590,000","224,970,000","138,613,000",,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"88,666,000","22,055,000","22,862,000","21,762,000","21,987,000","23,271,000","24,918,000","25,248,000","25,388,000","25,998,000","27,210,000","30,902,000","28,358,000",,,"17,226,000","10,968,000","18,909,000","17,187,000",,"16,108,000","16,826,000","16,797,000","18,029,000","28,789,000","8,156,000","7,511,000","5,599,000","3,412,000",,,,,,,"143,000",,,,"4,339,000",,,,,,,,"149,989,827","-816,320","5,120,720",,"153,018,294",,,"151,081,964","147,160,168.2",,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"88,666,000","22,055,000","22,862,000","21,762,000","21,987,000","23,271,000","24,918,000","25,248,000","25,388,000","25,998,000","27,210,000","30,902,000","28,358,000",,,"17,226,000","10,968,000","18,909,000","17,187,000",,"16,108,000","16,826,000","16,797,000","18,029,000","28,789,000","8,156,000","7,511,000","5,599,000","3,412,000",,,,,,,"143,000",,,,"4,339,000",,,,,,,,"149,989,827","-816,320","5,120,720",,"153,018,294",,,"151,081,964","147,160,168.2",,,,,,,,,,,,,,,,
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"149,989,827",,"5,120,720",,"153,018,294",,,"151,081,964","147,160,168.2",,,,,,,,,,,,,,,,
	ProvisionForDoubtfulAccounts,"128,099,000","77,201,000","-37,677,000",,,"40,722,000","19,307,000","58,067,000","48,631,000","-4,799,000","-34,380,000","35,724,000","86,136,000",,,"56,078,000","-6,969,000","-38,131,000","177,000",,"84,901,000","-21,640,000","61,635,000","14,693,000","19,940,000","27,685,000","18,839,000","37,401,000","46,296,000",,,,,,,,,,,"51,536,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherTaxes,"73,205,000","17,618,000","14,863,000","24,900,000","15,824,000","14,761,000","13,447,000","14,502,000","16,040,000","16,574,000","21,600,000","28,430,000","25,837,000",,,"20,556,000","23,640,000","19,631,000","18,278,000",,"21,208,000","18,181,000","17,551,000","19,729,000","12,445,000","11,315,000","11,770,000","40,085,000","12,292,000",,,,,,,,,"2,339,000","754,000","27,108,000","51,596,000","1,581,000","1,074,000",,,,,,"69,035,080","-8,765,760",,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"18,748,000","37,072,000","-13,198,000","2,701,000","-7,827,000","33,380,000","-34,159,000","-16,320,000","-16,876,000","41,541,000","-14,761,000","-12,603,000","-8,498,000","-6,264,000","-16,183,000","-4,551,000","-39,055,000","-61,628,000","-19,316,000","-32,057,000","36,469,000","-18,749,000","-11,654,000","-2,578,000","26,853,000","-14,373,000","-5,275,000","-10,501,000","24,109,000",,"4,478,000","-8,489,000",,,"6,737,000","-3,213,000","43,785,000","-76,269,000","-1,332,000","31,911,000","353,844,000","-119,702,000","-245,456,000","-32,946,000",,,,"11,498,173",,"135,950,240","50,189,634","109,663,554","-1,037,453,654","154,677,237","147,387,589.25","91,017,599.2","-590,614,849.45","111,973,381.65","-93,557,907","173,616,001","-1,119,391,950","-31,371,807","356,885,892","194,794,875","-795,788,977.5","318,172,410","-166,307,323","80,420,952","-2,798,525,030","1,308,686,555","827,782,349.5",
OperatingIncome,"5,707,922,000","1,211,677,000","2,556,204,000","800,149,000","1,139,892,000","1,893,529,000","1,125,779,000","1,071,049,000","1,085,172,000","1,024,030,000","1,145,342,000","758,443,000","1,028,093,000","1,063,064,000","839,401,000","625,645,000","727,876,000","694,815,000","491,856,000","1,135,148,000","184,841,000","519,063,000","450,738,000","758,520,000","833,199,000","846,180,000","720,043,000","736,957,000","792,366,000","721,585,000","617,037,000","710,564,000","791,104,000","647,133,000","592,730,000","429,379,000","630,420,000","729,011,000","626,681,000","686,126,000","303,892,000","572,193,000","749,567,000","494,474,000","-473,128,000","537,133,000","481,102,000","462,739,000","693,476,560","460,678,960","461,567,826","453,565,464","720,745,695","325,050,804","292,539,508.25","459,303,301.2","924,414,523.5","288,674,536.05","506,477,989.5","238,794,445.5","821,712,091","383,437,644","-65,458,192","188,492,645","701,973,677.5","55,789,367.5","451,279,355","297,607,896","2,606,907,470","-962,266,195","-473,992,542","308,985,096"
NetNonOperatingInterestIncomeExpense,"-952,205,000","-269,558,000","-240,188,000","-253,938,000","-188,521,000","-207,992,000","-132,561,000","-88,844,000","-81,784,000","-215,992,000","-75,393,000","-125,360,000","-141,283,000","-97,717,000","-88,153,000","-196,433,000","-257,993,000","-126,782,000","-102,974,000","-101,794,000","-124,837,000","-76,838,000","-153,932,000","-136,852,000","-54,824,000","-85,756,000","-43,108,000","-102,259,000","5,039,000","-86,282,000","-332,055,000","-116,060,000","-117,517,000","-44,872,000","45,438,000","-114,869,000","-69,012,000","-38,755,000","-124,316,000","-213,545,000","-81,863,000","-260,922,000","-102,519,000","-92,919,000","-177,250,000","-47,544,000","-20,243,000",,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"-12,039,000","-127,066,000","37,726,000","34,139,000","43,162,000","50,638,000","37,181,000","59,453,000","80,999,000","-14,444,000","45,988,000","17,376,000","8,246,000",,,"32,686,000","-52,724,000","30,585,000","41,138,000",,"49,846,000","28,673,000","25,583,000","23,802,000","52,030,000","22,531,000","43,769,000","93,403,000","44,588,000",,"71,182,000",,"-220,059,000",,"119,600,000",,"103,730,000","80,834,000","95,994,000","63,280,000","65,844,000","40,602,000","56,572,000","63,956,000","-411,412,000","403,267,000","43,819,000",,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"496,788,000","-356,560,000","292,613,000","168,482,000","140,302,000","150,898,000","104,000,000","132,164,000","159,017,000","149,026,000","94,267,000","104,923,000","110,902,000",,,"194,844,000","132,736,000","151,593,000","93,125,000",,"128,699,000","96,021,000","132,606,000","126,498,000","146,486,000","83,643,000","66,144,000","195,662,000","78,606,000",,"403,237,000","116,060,000","-405,433,000",,"74,162,000","114,869,000","172,742,000","119,589,000","220,310,000","276,825,000","147,707,000","301,524,000","159,091,000","156,875,000","-234,162,000","450,811,000","64,062,000",,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"443,378,000","499,052,000","-14,699,000","119,595,000","91,381,000","107,732,000","65,742,000","16,133,000","3,766,000","52,522,000","27,114,000","37,813,000","38,627,000","97,717,000","88,153,000","34,275,000","72,533,000","5,774,000","50,987,000","101,794,000","45,984,000","9,490,000","46,909,000","34,156,000","-39,632,000","24,644,000","20,733,000",,"-39,057,000","86,282,000",,,,"44,872,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-77,775,000","257,202,000","-477,388,000","102,582,000","39,829,000","239,907,000","-129,707,000","-747,513,000","-114,716,000","-188,305,000","299,375,000","-154,353,000","149,017,000","-78,568,000","460,539,000","539,611,000","180,833,000","-1,421,316,000","250,712,000","-882,852,000","-103,157,000","-287,018,000","125,959,000","118,356,000","-119,482,000","-35,077,000","-168,027,000","127,752,000","129,913,000","-82,617,000","22,912,000","158,972,000","-148,282,000","-478,642,000","54,964,000","64,179,000","81,087,000","-2,746,000","-10,871,000","-1,324,000","540,199,000","-5,702,000","-4,268,000","-1,780,000","-147,454,000","-141,989,000","-6,363,000",,"3,119,120","30,496,160","73,041,624","45,361,866","-25,567,088","-7,646,262","-558,376.5","605,597.4","1,058,846.35","-19,523,860.2","-7,393,856.5","-9,267,531","3,442,271","-8,273,946","-19,774,345","-9,298,850","-21,690,420","-600,137.5","-2,277,986","-29,703,744","27,487,980","-6,263,620","-8,622,762.5","-12,603,052"
	GainOnSaleOfSecurity,"-81,476,000","261,838,000","-479,740,000","98,361,000","38,065,000","237,593,000","-130,209,000","-748,390,000","-112,149,000","-187,513,000","298,262,000","-155,856,000","145,081,000","-79,093,000","460,873,000","536,593,000","171,309,000","-1,412,628,000","258,366,000","-883,966,000","-179,199,000","-260,934,000","132,355,000","164,371,000","-128,538,000","-34,180,000","-164,148,000","129,568,000","89,262,000","-23,126,000",,,,"-465,999,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"3,701,000","-4,636,000","2,352,000","4,221,000","1,764,000","2,314,000","502,000","877,000","2,817,000","1,061,000","1,232,000","1,597,000","1,870,000","525,000","-334,000","2,087,000","2,973,000","-1,375,000","-115,000","1,114,000","-967,000","-1,167,000","49,000","-368,000","989,000","1,737,000","-111,000","-150,000",,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,"-80,815,000","-7,760,000",,,,"-5,384,000",,"-119,000","-94,000","2,066,000",,,"931,000",,"-7,313,000","-7,539,000",,,"-24,917,000","-6,445,000","-45,647,000",,"-2,634,000","-3,768,000","-1,666,000",,"-59,491,000","22,912,000","158,972,000","-148,282,000","-12,643,000","54,964,000","64,179,000","81,087,000","-2,746,000","-10,871,000","-1,324,000","540,199,000","-5,702,000","-4,268,000","-1,780,000","-147,454,000","-141,989,000","-6,363,000",,"-184,918,880","30,496,160","73,041,624","45,361,866","-25,567,088","-7,646,262","-558,376.5","605,597.4","1,058,846.35","-19,523,860.2","-7,393,856.5","-9,267,531","3,442,271","-8,273,946","-19,774,345","-9,298,850","-21,690,420","-600,137.5","-2,277,986","-29,703,744","27,487,980","-6,263,620","-8,622,762.5","-12,603,052"
		ImpairmentOfCapitalAssets,,,,,,,,,"5,384,000",,"119,000","94,000","2,066,000",,,"931,000",,"7,313,000","7,539,000",,,"24,917,000","6,445,000","45,647,000",,"2,634,000","3,768,000","1,666,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,,"80,815,000","7,760,000",,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"2,746,000","10,871,000","1,324,000",,"5,702,000","4,268,000","1,780,000",,"139,704,000","3,455,000",,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,285,000","2,908,000",,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"4,677,942,000","1,199,321,000","1,838,628,000","648,793,000","991,200,000","1,925,444,000","863,511,000","234,692,000","888,672,000","619,733,000","1,369,324,000","478,730,000","1,035,827,000","886,779,000","1,211,787,000","968,823,000","650,716,000","-853,283,000","639,594,000","150,502,000","-43,153,000","155,207,000","422,765,000","740,024,000","658,893,000","725,347,000","508,908,000","762,450,000","927,318,000","552,686,000","307,894,000","753,476,000","525,305,000","123,619,000","693,132,000","378,689,000","642,495,000","687,510,000","491,494,000","471,257,000","762,228,000","305,569,000","642,780,000","399,775,000","-836,794,000","364,237,000","460,665,000","473,696,000","104,376,040","455,808,480","460,427,634","452,560,878","105,305,831","326,273,077","291,981,131.75","459,908,898.6","478,469,369.85","269,150,675.85","499,084,133","229,524,256","321,448,362","375,166,557","-85,232,537","179,190,880","333,806,257.5","55,186,302.5","449,001,369","267,900,816","383,254,555","-974,180,350","-482,615,304.5","120,782,928"
TaxProvision,"1,310,425,000","142,330,000","629,768,000","194,418,000","343,909,000","417,857,000","298,347,000","52,806,000","308,241,000","7,118,000","468,799,000","146,922,000","361,465,000","312,892,000","414,256,000","340,034,000","189,786,000","-273,139,000","302,279,000","-167,676,000","-74,627,000","63,706,000","120,343,000","262,438,000","68,168,000","250,383,000","147,239,000","266,249,000","161,906,000","190,922,000","15,082,000","261,563,000","32,291,000","55,655,000","213,485,000","195,896,000","86,098,000","237,703,000","157,863,000","180,645,000","171,087,000","109,842,000","178,115,000","143,561,000","-5,535,000","133,151,000","100,646,000","169,971,000","29,726,720","72,254,960","165,293,172","161,752,668","23,928,372","119,962,947","107,695,244.25","122,189,585.8","103,531,600.1","69,228,835.65","152,659,167.5","69,907,916","77,781,862","130,481,901","-20,697,251","54,437,625","-66,155,137.5","26,180,632.5","117,852,782","96,290,304","212,973,195","-317,792,805","-152,484,647","9,400,580"
NetIncomeCommonStockholders,"3,367,517,000","1,056,991,000","1,208,860,000","454,375,000","647,291,000","1,507,587,000","565,164,000","181,886,000","580,431,000","612,615,000","900,525,000","331,808,000","674,362,000","573,887,000","797,531,000","628,789,000","460,930,000","-580,144,000","337,315,000","318,178,000","31,474,000","91,501,000","302,422,000","477,586,000","590,725,000","474,964,000","361,669,000","496,201,000","765,412,000","361,764,000","292,812,000","491,913,000","493,014,000","67,964,000","479,647,000","182,793,000","556,397,000","449,807,000","333,631,000","290,612,000","591,141,000","195,727,000","464,665,000","256,214,000","-831,259,000","231,086,000","360,019,000","303,725,000","74,649,320","383,551,680","295,134,462","290,808,210","72,863,235","197,441,595","175,505,525.25","328,911,018","356,900,258.25","191,141,879.4","337,597,678.5","150,867,216.5","234,924,493","235,890,372","-73,315,281","115,938,295","297,871,467.5","29,005,670","331,148,587","171,610,512","221,517,360","-656,387,545","-330,130,657.5","111,382,348"
	NetIncome,"3,367,517,000","1,056,991,000","1,208,860,000","454,375,000","647,291,000","1,507,587,000","565,164,000","181,886,000","580,431,000","612,615,000","900,525,000","331,808,000","674,362,000","573,887,000","797,531,000","628,789,000","460,930,000","-580,144,000","337,315,000","318,178,000","31,474,000","91,501,000","302,422,000","477,586,000","590,725,000","474,964,000","361,669,000","496,201,000","765,412,000","361,764,000","292,812,000","491,913,000","493,014,000","67,964,000","479,647,000","182,793,000","556,397,000","449,807,000","333,631,000","290,612,000","591,141,000","195,727,000","464,665,000","256,214,000","-831,259,000","231,086,000","360,019,000","303,725,000","74,649,320","383,551,680","295,134,462","290,808,210","72,863,235","197,441,595","175,505,525.25","328,911,018","356,900,258.25","191,141,879.4","337,597,678.5","150,867,216.5","234,924,493","235,890,372","-73,315,281","115,938,295","297,871,467.5","29,005,670","331,148,587","171,610,512","221,517,360","-656,387,545","-330,130,657.5","111,382,348"
		NetIncomeIncludingNoncontrollingInterests,"3,367,517,000","1,056,991,000","1,208,860,000","454,375,000","647,291,000","1,507,587,000","565,164,000","181,886,000","580,431,000","612,615,000","900,525,000","331,808,000","674,362,000","573,887,000","797,531,000","628,789,000","460,930,000","-580,144,000","337,315,000","318,178,000","31,474,000","91,501,000","302,422,000","477,586,000","590,725,000","474,964,000","361,669,000","496,201,000","765,412,000","361,764,000","292,812,000","491,913,000","493,014,000","67,964,000","479,647,000","182,793,000","556,397,000","449,807,000","333,631,000","290,612,000","591,141,000","195,727,000","464,665,000","256,214,000","-831,259,000","231,086,000","360,019,000","303,725,000","74,649,320","383,551,680","295,134,462","290,808,210","72,863,235","197,441,595","175,505,525.25","328,911,018","356,900,258.25","191,141,879.4","337,597,678.5","150,867,216.5","234,924,493","235,890,372","-73,315,281","115,938,295","297,871,467.5","29,005,670","331,148,587","171,610,512","221,517,360","-656,387,545","-330,130,657.5","111,382,348"
			NetIncomeContinuousOperations,"3,367,517,000","1,056,991,000","1,208,860,000","454,375,000","647,291,000","1,507,587,000","565,164,000","181,886,000","580,431,000","612,615,000","900,525,000","331,808,000","674,362,000","573,887,000","797,531,000","628,789,000","460,930,000","-580,144,000","337,315,000","318,178,000","31,474,000","91,501,000","302,422,000","477,586,000","590,725,000","474,964,000","361,669,000","496,201,000","765,412,000","361,764,000","292,812,000","491,913,000","493,014,000","67,964,000","479,647,000","182,793,000","556,397,000","449,807,000","333,631,000","290,612,000","591,141,000","195,727,000","464,665,000","256,214,000","-831,259,000","231,086,000","360,019,000","303,725,000","74,649,320","383,551,680","295,134,462","290,808,210","107,985,235","197,441,595","184,281,559","337,717,142.2","392,022,258.25","191,141,879.4","337,597,678.5","150,867,216.5","270,046,493","235,890,372","-73,315,281","115,938,295","332,993,467.5","29,005,670","331,148,587","171,610,512","256,639,360","-656,387,545","-330,130,657.5","111,382,348"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"-8,776,033.75","-8,806,124.2",,,,,,,,,,,,,,,,
