name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
DilutedEPS,,"5.46","9.55","11.27","10.56","9.67","7.62","9.8","7.77","8.35","4.53","5.584","11.21","5.63","4.39","4.28","5.77","4.34","3.56","4.66","3.71","5.31","5.24","2.74","2.76","2.33","2.83","4.26","4.56","5.78","2.15","3.85","3.66","3.45",,"7.91","2.04","6.01",,"2.66","2.74","10.31",,"7.9","0.59","0.83",,"1.87","2.51","3.1",,"2.17","2.96","2.78",,"3.16","3.04","2.75",,"2.87","2.88","2.4",,"1.62","1.52","1.66",,"1.87","1.98","1.75",,"2.11","2.21","2.21",,"1.98","2.09","2.17",,"3.17","2.03","1.84",,"2.18","1.91","1.79",,"1.7","1.68","1.39",,"1.67","1.54","1.46",,"1.08","1.43","1.52",,"1.49","1.19","1.17",,"1.37","1.36","1.13",,"1.28","1.54","1.53",,"1.47","1.41","1.32",,"1","0.77","0.49",,,,"0.77"
BasicAverageShares,,"10,473,119","10,708,084","11,060,462","11,286,520","11,519,008","11,763,832","11,971,460","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","9,618,941","9,618,941","9,618,941","9,618,941","9,618,941","9,618,941","9,618,985","10,159,262","10,264,159","10,268,579","10,288,406",,"10,358,407","10,422,857","10,429,118",,"10,430,827","10,438,686","10,437,827",,"10,434,453","10,434,453","10,434,453",,"10,434,453","10,434,453","10,434,453",,"10,434,453","10,434,453","10,434,453",,"10,434,453","10,434,453","10,434,453",,"10,434,453","10,434,453","10,434,453",,"10,434,453","10,435,756","10,436,345",,"10,436,345","10,465,909","10,472,065",,"10,477,886","10,480,527","10,481,661",,"10,508,330","10,511,028","10,521,253",,"10,534,049","10,568,473","10,592,378",,"10,596,330","10,628,272","10,614,525",,"10,647,059","10,416,667","11,294,964",,"11,377,246","11,428,571","11,369,863",,"11,481,481","11,468,531","11,052,632",,"10,604,027","10,588,235","10,427,350",,"10,000,000","9,852,941","9,734,513",,"9,765,625","9,740,260","9,607,843",,"9,523,810","9,503,546","9,393,939",,"9,500,000","9,220,779","9,183,673",,,,"9,327,000"
DilutedAverageShares,,"10,473,119","10,708,084","11,060,462","11,286,520","11,519,008","11,763,832","11,971,460","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","9,618,941","9,618,941","9,618,941","9,618,941","9,618,941","9,618,941","9,618,985","10,159,262","10,264,159","10,268,579","10,288,406",,"10,358,407","10,422,857","10,429,118",,"10,430,827","10,438,686","10,437,827",,"10,434,453","10,434,453","10,434,453",,"10,434,453","10,434,453","10,434,453",,"10,434,453","10,434,453","10,434,453",,"10,434,453","10,434,453","10,434,453",,"10,434,453","10,434,453","10,434,453",,"10,434,453","10,435,756","10,436,345",,"10,436,345","10,465,909","10,472,065",,"10,477,886","10,480,527","10,481,661",,"10,508,330","10,511,028","10,521,253",,"10,534,049","10,568,473","10,592,378",,"10,596,330","10,628,272","10,614,525",,"10,647,059","10,416,667","11,294,964",,"11,377,246","11,428,571","11,369,863",,"11,481,481","11,468,531","11,052,632",,"10,604,027","10,588,235","10,427,350",,"10,000,000","9,852,941","9,734,513",,"9,765,625","9,740,260","9,607,843",,"9,523,810","9,503,546","9,393,939",,"9,500,000","9,220,779","9,183,673",,,,"9,327,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"403,181,000","57,169,000","101,874,000","124,779,000","119,359,000","111,359,000","89,473,000","117,318,000","93,291,000","100,231,000","54,407,000","67,064,000","134,660,000","67,621,000","52,690,000","51,404,000","69,316,000","52,072,000","42,748,000","55,958,000","44,522,000","63,816,000","63,283,000","26,363,000","26,550,000","22,366,000","27,226,000","40,982,000","43,906,000","55,585,000","21,746,000","39,524,000","37,583,000","35,495,000","30,033,000","81,935,000","21,300,000","62,679,000","30,085,000","27,746,000","28,602,000","107,614,000","19,000,000","82,468,000","6,200,000","8,663,000","12,893,000","19,554,000","26,226,000","32,385,000","26,163,000","22,619,000","30,851,000","28,984,000","33,195,000","32,927,000","31,712,000","28,657,000","27,836,000","29,953,000","30,076,000","24,997,000","24,772,000","16,868,000","15,872,000","17,331,000","16,574,000","19,547,000","20,772,000","18,294,000","24,310,000","22,118,000","23,130,000","23,198,000","21,317,000","20,756,000","22,004,000","22,859,000","23,988,000","33,355,000","21,454,000","19,514,000","19,300,000","23,100,000","20,300,000","19,000,000","19,700,000","18,100,000","17,500,000","15,700,000","17,400,000","19,000,000","17,600,000","16,600,000","19,900,000","12,400,000","16,400,000","16,800,000","16,300,000","15,800,000","12,600,000","12,200,000","13,000,000","13,700,000","13,400,000","11,000,000","13,400,000","12,500,000","15,000,000","14,700,000","12,000,000","14,000,000","13,400,000","12,400,000","8,100,000","9,500,000","7,100,000","4,500,000",,,,
NormalizedIncome,"418,397,959.751","60,436,104","107,660,605.544","127,810,868","122,491,428","112,680,911","91,240,447.941","117,689,817","95,124,120","81,016,408","54,867,200","67,427,614","60,963,500","60,418,504","52,790,108.075","53,309,477","68,110,135","51,007,426","44,616,412.48","58,275,770","47,444,147","42,079,018","67,255,880.101","27,348,775","26,550,000","22,366,000","27,226,000","40,982,000","43,906,000","55,585,000","-67,154,859.24","70,835,367.441","37,580,663.911","35,524,662.111","30,584,993.148","27,479,902.13","21,300,000","22,155,964.514","30,085,000","27,746,000","28,723,233.581","22,849,362.361","19,352,594.952","17,558,908.028","6,200,000","8,663,000","12,893,000","19,554,000","26,226,000","32,385,000","26,163,000","22,619,000","30,851,000","28,984,000","33,195,000","32,927,000","31,712,000","28,657,000","27,836,000","29,953,000","30,076,000","24,997,000","24,772,000","16,868,000","15,872,000","17,331,000","16,574,000","19,547,000","17,226,060.809","18,294,000","24,310,000","22,118,000","23,130,000","23,198,000","21,317,000","20,756,000","22,004,000","22,859,000","23,988,000","33,355,000","21,454,000","19,514,000","18,868,370.607","20,367,741.935","19,980,817.61","17,986,666.667","19,700,000","17,453,571.429","16,781,716.418","14,995,102.041","17,400,000","19,000,000","17,600,000","16,600,000","19,900,000","12,400,000","16,400,000","16,800,000","16,300,000","15,800,000","12,600,000","12,200,000","13,000,000","13,700,000","13,400,000","11,000,000","13,400,000","12,500,000","15,000,000","14,700,000","12,000,000","14,000,000","13,400,000","12,400,000","8,100,000","9,500,000","7,100,000","4,500,000",,,,
InterestIncome,"1,436,646,000","369,559,000","354,048,000","362,318,000","350,721,000","336,924,000","333,573,000","315,706,000","303,877,000","292,601,000","285,958,000","284,333,000","272,542,000","260,857,000","254,782,000","246,494,000","243,369,000","243,112,000","241,861,000","249,825,000","246,013,000","231,510,000","232,122,000","177,621,000","177,311,000","173,394,000","189,640,000","192,634,000","193,926,000","220,604,000","280,891,000","236,674,000","240,519,000","246,752,000","272,176,000","252,179,000","245,604,000","245,200,000","272,605,000","278,628,000","217,435,000","200,700,000","191,976,000","189,690,000","176,841,000","179,652,000","195,366,000","199,372,000","202,575,000","217,403,000","230,827,000","232,120,000","221,932,000","216,061,000","218,102,000","214,650,000","202,499,000","190,001,000","183,949,000","173,534,000","160,206,000","148,245,000","141,352,000","131,411,000","124,660,000","123,694,000","125,343,000","124,887,000","129,173,000","131,074,000","140,508,000","147,742,000","151,771,000","156,148,000","167,032,000","176,709,000","182,660,000","189,026,000","189,328,000","182,966,000","171,890,000","163,986,000","161,300,000","160,200,000","157,000,000","155,500,000","158,100,000","157,400,000","154,500,000","149,500,000","150,200,000","145,500,000","140,100,000","136,400,000","137,600,000","134,300,000","132,700,000","129,600,000","126,400,000","122,300,000","116,300,000","106,200,000","100,200,000","95,300,000","91,400,000","89,200,000","93,700,000","90,900,000","89,600,000","90,600,000","93,100,000","95,800,000","99,600,000","101,900,000","108,100,000","110,200,000","101,000,000","102,700,000",,,,
InterestExpense,"107,349,000","31,159,000","26,924,000","25,893,000","23,373,000","16,452,000","12,691,000","8,344,000","7,658,000","8,164,000","11,189,000","11,158,000","10,933,000","10,514,000","10,865,000","10,645,000","11,180,000","10,392,000","11,142,000","10,454,000","11,363,000","11,345,000","14,876,000","11,399,000","11,613,000","12,463,000","13,047,000","13,451,000","14,398,000","15,722,000","17,943,000","21,318,000","25,087,000","25,800,000","29,758,000","34,992,000","38,229,000","41,213,000","44,200,000","48,688,000","52,573,000","49,664,000","49,575,000","54,413,000","59,809,000","63,847,000","71,211,000","71,761,000","77,147,000","94,826,000","109,197,000","111,185,000","103,884,000","99,448,000","101,215,000","96,773,000","83,566,000","72,183,000","66,731,000","59,306,000","49,536,000","42,578,000","38,159,000","33,320,000","31,120,000","31,227,000","32,301,000","34,573,000","39,505,000","42,158,000","47,712,000","52,127,000","55,042,000","59,137,000","74,113,000","84,482,000","91,472,000","96,443,000","96,754,000","91,509,000","80,184,000","74,381,000","72,600,000","70,500,000","68,900,000","69,800,000","73,100,000","73,900,000","73,600,000","71,500,000","72,800,000","69,000,000","64,500,000","61,700,000","63,000,000","61,400,000","61,500,000","62,500,000","63,000,000","59,900,000","55,600,000","46,300,000","40,600,000","37,300,000","35,400,000","34,900,000","36,700,000","34,000,000","33,500,000","33,800,000","35,700,000","40,000,000","44,400,000","50,500,000","61,100,000","63,200,000","59,200,000","62,300,000",,,,
NetInterestIncome,"1,329,297,000","338,400,000","327,124,000","336,425,000","327,348,000","320,472,000","320,882,000","307,362,000","296,219,000","284,437,000","274,769,000","273,175,000","261,609,000","250,343,000","243,917,000","235,849,000","232,189,000","232,720,000","230,719,000","239,371,000","234,650,000","220,165,000","217,246,000","166,222,000","165,698,000","160,931,000","176,593,000","179,183,000","179,528,000","204,882,000","262,948,000","215,356,000","215,432,000","220,952,000","242,418,000","217,187,000","207,375,000","203,987,000","228,405,000","229,940,000","164,862,000","151,036,000","142,401,000","135,277,000","117,032,000","115,805,000","124,155,000","127,611,000","125,428,000","122,577,000","121,630,000","120,935,000","118,048,000","116,613,000","116,887,000","117,877,000","118,933,000","117,818,000","117,218,000","114,228,000","110,670,000","105,667,000","103,193,000","98,091,000","93,540,000","92,467,000","93,042,000","90,314,000","89,668,000","88,916,000","92,796,000","95,615,000","96,729,000","97,011,000","92,919,000","92,227,000","91,188,000","92,583,000","92,574,000","91,457,000","91,706,000","89,605,000","88,700,000","89,700,000","88,100,000","85,700,000","85,000,000","83,500,000","80,900,000","78,000,000","77,400,000","76,500,000","75,600,000","74,700,000","74,600,000","72,900,000","71,200,000","67,100,000","63,400,000","62,400,000","60,700,000","59,900,000","59,600,000","58,000,000","56,000,000","54,300,000","57,000,000","56,900,000","56,100,000","56,800,000","57,400,000","55,800,000","55,200,000","51,400,000","47,000,000","47,000,000","41,800,000","40,400,000",,,,
ReconciledDepreciation,"126,590,000","33,039,000","32,731,000","32,365,000","28,455,000","34,138,000","31,365,000","30,159,000","29,677,000","29,228,000","28,903,000","28,278,000","28,578,000","27,887,000","27,552,000","27,422,000","27,972,000","27,639,000","33,287,000","24,710,000","25,443,000","27,171,000","29,187,000","17,794,000","17,771,000","17,684,000","18,629,000","16,667,000","17,551,000","17,994,000","18,256,000","17,359,000","16,706,000","16,620,000","12,950,000","17,612,000","17,325,000","17,283,000","17,672,000","17,832,000","16,583,000","16,877,000","15,887,000","15,092,000","14,570,000","14,115,000","20,046,000","19,117,000","13,099,000","13,433,000","12,736,000","12,617,000","12,393,000","12,043,000","11,641,000","11,298,000","11,309,000","11,049,000","12,489,000","11,282,000","11,852,000","11,905,000","12,541,000","12,664,000","13,412,000","14,507,000","14,515,000","15,662,000","15,967,000","15,867,000","9,256,000","42,184,000","-4,663,000","18,200,000","18,665,000","13,153,000","13,524,000","10,655,000","9,312,000","10,556,000","9,347,000","11,441,000","14,000,000","13,700,000","13,900,000","13,700,000","13,000,000","17,100,000","7,300,000","11,300,000","2,100,000","9,500,000","8,500,000","8,200,000","8,400,000","8,800,000","13,600,000","6,000,000","10,700,000","10,800,000","10,600,000","10,300,000","11,400,000","26,300,000","-1,900,000","11,500,000","10,700,000","15,400,000","3,900,000","3,800,000","3,100,000","3,200,000","2,400,000","4,000,000","6,500,000","3,300,000","2,800,000","2,700,000",,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"403,181,000","57,169,000","101,874,000","124,779,000","119,359,000","111,359,000","89,473,000","117,318,000","93,291,000","100,231,000","54,407,000","67,064,000","134,660,000","67,621,000","52,690,000","51,404,000","69,316,000","52,072,000","42,748,000","55,958,000","44,522,000","63,816,000","63,283,000","26,363,000","26,550,000","22,366,000","27,226,000","40,982,000","43,906,000","55,585,000","21,746,000","39,524,000","37,583,000","35,495,000","30,033,000","81,935,000","21,300,000","62,679,000","30,085,000","27,746,000","28,602,000","107,614,000","19,000,000","82,468,000","6,200,000","8,663,000","12,893,000","19,554,000","26,226,000","32,385,000","26,163,000","22,619,000","30,851,000","28,984,000","33,195,000","32,927,000","31,712,000","28,657,000","27,836,000","29,953,000","30,076,000","24,997,000","24,772,000","16,868,000","15,872,000","17,331,000","16,574,000","19,547,000","20,772,000","18,294,000","24,310,000","22,118,000","23,130,000","23,198,000","21,317,000","20,756,000","22,004,000","22,859,000","23,988,000","33,355,000","21,454,000","19,514,000","19,300,000","23,100,000","20,300,000","19,000,000","19,700,000","18,100,000","17,500,000","15,700,000","17,400,000","19,000,000","17,600,000","16,600,000","19,900,000","12,400,000","16,400,000","16,800,000","16,300,000","15,800,000","12,600,000","12,200,000","13,000,000","13,700,000","13,400,000","11,000,000","13,400,000","12,500,000","15,000,000","14,700,000","12,000,000","14,000,000","13,400,000","12,400,000","8,100,000","9,500,000","7,100,000","4,500,000",,,,
TotalUnusualItemsExcludingGoodwill,"-19,679,000","-4,232,000","-7,471,000","-3,892,000","-4,084,000","-1,719,000","-2,290,000","-423,000","-2,412,000","25,216,000","-767,000","-562,000","115,875,000","11,184,000","-154,000","-2,927,000","1,905,000","1,666,000","-2,925,000","-3,679,000","-4,573,000","34,558,000","-5,712,000","-1,505,000",,,,,,,"133,106,000","-47,135,000","3,000","-45,000","-845,000","88,042,000","0","65,059,000","0","0","-186,000","137,649,000","-536,000","104,970,000",,,,,,,,,,,,,,,,,,,,,,,"0",,"5,710,000",,,,,,,,,,,,,,"700,000","4,400,000","500,000","1,600,000",,"1,000,000","1,100,000","1,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalUnusualItems,"-19,679,000","-4,232,000","-7,471,000","-3,892,000","-4,084,000","-1,719,000","-2,290,000","-423,000","-2,412,000","25,216,000","-767,000","-562,000","115,875,000","11,184,000","-154,000","-2,927,000","1,905,000","1,666,000","-2,925,000","-3,679,000","-4,573,000","34,558,000","-5,712,000","-1,505,000",,,,,,,"133,106,000","-47,135,000","3,000","-45,000","-845,000","88,042,000","0","65,059,000","0","0","-186,000","137,649,000","-536,000","104,970,000",,,,,,,,,,,,,,,,,,,,,,,"0",,"5,710,000",,,,,,,,,,,,,,"700,000","4,400,000","500,000","1,600,000",,"1,000,000","1,100,000","1,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxRateForCalcs,"0.227","0.228","0.225","0.221","0.233","0.231","0.228","0.121","0.24","0.238","0.4","0.353","0.364","0.356","0.35","0.349","0.367","0.361","0.361","0.37","0.361","0.371","0.304","0.345","0.325","0.322","0.355","0.385","0.366","0.358","0.332","0.336","0.221","0.341","0.347","0.381","0.346","0.377","0.307","0.358","0.348","0.384","0.342","0.382","0.276","0.295","0.299","0.328","0.37","0.359","0.347","0.334","0.363","0.357","0.318","0.364","0.37","0.365","0.363","0.355","0.377","0.378","0.355","0.4","0.37","0.364","0.374","0.307","0.379","0.357","0.351","0.357","0.355","0.352","0.365","0.366","0.362","0.381","0.366","0.375","0.385","0.375","0.383","0.379","0.362","0.367","0.371","0.354","0.347","0.359","0.351","0.36","0.362","0.362","0.348","0.347","0.369","0.359","0.34","0.355","0.351","0.348","0.343","0.341","0.346","0.345","0.346","0.342","0.336","0.335","0.337","0.327","0.33","0.333","0.325","0.326","0.33","0.318",,,,
TaxEffectOfUnusualItems,"-4,462,040.249","-964,896","-1,684,394.456","-860,132","-951,572","-397,089","-522,552.059","-51,183","-578,880","6,001,408","-306,800","-198,386","42,178,500","3,981,504","-53,891.925","-1,021,523","699,135","601,426","-1,056,587.52","-1,361,230","-1,650,853","12,821,018","-1,739,119.899","-519,225","0","0","0","0","0","0","44,205,140.76","-15,823,632.559","663.911","-15,337.889","-293,006.852","33,586,902.13","0","24,535,964.514","0","0","-64,766.419","52,884,362.361","-183,405.048","40,060,908.028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,164,060.809","0","0","0","0","0","0","0","0","0","0","0","0","0","268,370.607","1,667,741.935","180,817.61","586,666.667","0","353,571.429","381,716.418","395,102.041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,
