name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
		CurrentDebtAndCapitalLeaseObligation,"24,700,000","24,300,000","25,500,000","26,200,000","7,900,000","7,900,000","7,900,000","21,100,000","20,900,000","21,100,000","5,900,000","24,550,000","24,465,000"
			CurrentDebt,"7,600,000","7,700,000","8,000,000","7,900,000","7,900,000","7,900,000","7,900,000","21,100,000","20,900,000","21,100,000","5,900,000","24,550,000","24,465,000"
				OtherCurrentBorrowings,"7,600,000","7,700,000","8,000,000","7,900,000",,,,,,,,,
			CurrentCapitalLeaseObligation,"17,100,000","16,600,000","17,500,000","18,300,000",,,,,,,,,
		CurrentDeferredLiabilities,"51,700,000","64,900,000","60,600,000","64,300,000","69,600,000","90,500,000","80,700,000","82,300,000","42,700,000","55,500,000","59,100,000","56,618,000","42,999,000"
			CurrentDeferredRevenue,"51,700,000","64,900,000","60,600,000","64,300,000","69,600,000","90,500,000","80,700,000","82,300,000","42,700,000","55,500,000","59,100,000","56,618,000","42,999,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,183,900,000","2,167,500,000","2,217,700,000","2,212,900,000","2,214,700,000","2,306,200,000","2,464,100,000","2,596,600,000","2,582,600,000","2,721,200,000","2,713,200,000","3,545,581,000","3,546,341,000"
		LongTermDebtAndCapitalLeaseObligation,"1,603,800,000","1,593,800,000","1,623,500,000","1,622,300,000","1,664,200,000","1,747,400,000","1,903,500,000","2,034,000,000","2,019,300,000","2,006,900,000","1,976,600,000","2,757,003,000","2,753,794,000"
			LongTermDebt,"1,603,800,000","1,593,800,000","1,623,500,000","1,622,300,000","1,664,200,000","1,747,400,000","1,903,500,000","2,034,000,000","2,019,300,000","2,006,900,000","1,976,600,000","2,757,003,000","2,753,794,000"
		NonCurrentDeferredLiabilities,"251,000,000","274,000,000","272,900,000","263,800,000","265,500,000","279,300,000","259,700,000","248,300,000","237,500,000","409,200,000","420,200,000","482,122,000","487,632,000"
			NonCurrentDeferredTaxesLiabilities,"251,000,000","274,000,000","272,900,000","263,800,000","265,500,000","279,300,000","259,700,000","248,300,000","237,500,000","409,200,000","420,200,000","482,122,000","487,632,000"
		EmployeeBenefits,"99,700,000","85,600,000","91,100,000","91,900,000","94,800,000","90,500,000","93,500,000","100,200,000","99,800,000","129,800,000","129,500,000","123,643,000","122,710,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"99,700,000","85,600,000","91,100,000","91,900,000","94,800,000","90,500,000","93,500,000","100,200,000","99,800,000","129,800,000","129,500,000","123,643,000","122,710,000"
		OtherNonCurrentLiabilities,"229,400,000","214,100,000","230,200,000","234,900,000","190,200,000","189,000,000","207,400,000","214,100,000","226,000,000","175,300,000","186,900,000","182,813,000","182,205,000"
TotalEquityGrossMinorityInterest,"1,869,900,000","1,790,500,000","1,785,300,000","1,737,700,000","1,676,000,000","1,623,400,000","1,569,100,000","1,567,700,000","1,476,800,000","1,271,800,000","1,209,000,000","283,678,000","271,758,000"
	StockholdersEquity,"1,869,900,000","1,790,500,000","1,785,300,000","1,737,700,000","1,676,000,000","1,623,400,000","1,569,100,000","1,567,700,000","1,476,800,000","1,271,800,000","1,209,000,000","283,678,000","265,908,000"
		CapitalStock,"2,100,000","2,100,000","2,100,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","1,505,000","1,505,000"
			CommonStock,"2,100,000","2,100,000","2,100,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","1,505,000","1,505,000"
		AdditionalPaidInCapital,"2,302,000,000","2,294,300,000","2,287,900,000","2,289,300,000","2,282,700,000","2,280,800,000","2,278,300,000","2,282,300,000","2,275,400,000","2,264,900,000","2,260,200,000","1,224,749,000","1,222,423,000"
		RetainedEarnings,"-141,400,000","-167,100,000","-208,400,000","-253,400,000","-308,700,000","-403,200,000","-475,400,000","-535,700,000","-577,800,000","-721,400,000","-749,500,000","-603,248,000","-596,233,000"
		TreasuryStock,"36,800,000","36,300,000","37,400,000","47,000,000","53,000,000","29,800,000","22,400,000","27,600,000","23,000,000","22,000,000","22,000,000","21,968,000","19,423,000"
		GainsLossesNotAffectingRetainedEarnings,"-256,000,000","-302,500,000","-258,900,000","-253,200,000","-247,000,000","-226,400,000","-213,400,000","-153,300,000","-199,800,000","-251,700,000","-281,700,000","-317,360,000","-342,364,000"
	MinorityInterest,,,,,,,,,"0","0","0","0","5,850,000"
TotalCapitalization,"3,473,700,000","3,384,300,000","3,408,800,000","3,360,000,000","3,340,200,000","3,370,800,000","3,472,600,000","3,601,700,000","3,496,100,000","3,278,700,000","3,185,600,000","3,040,681,000","3,019,702,000"
CommonStockEquity,"1,869,900,000","1,790,500,000","1,785,300,000","1,737,700,000","1,676,000,000","1,623,400,000","1,569,100,000","1,567,700,000","1,476,800,000","1,271,800,000","1,209,000,000","283,678,000","265,908,000"
CapitalLeaseObligations,"17,100,000","16,600,000","17,500,000","18,300,000",,,,,,,,,
NetTangibleAssets,"-672,800,000","-741,800,000","-803,400,000","-880,900,000","-981,900,000","-1,001,800,000","-1,099,400,000","-1,189,800,000","-1,182,000,000","-1,394,800,000","-1,450,900,000","-2,340,972,000","-2,358,666,000"
WorkingCapital,"969,300,000","898,300,000","872,600,000","782,100,000","734,800,000","820,700,000","874,200,000","902,300,000","901,800,000","843,800,000","765,800,000","699,452,000","690,664,000"
InvestedCapital,"3,481,300,000","3,392,000,000","3,416,800,000","3,367,900,000","3,348,100,000","3,378,700,000","3,480,500,000","3,622,800,000","3,517,000,000","3,299,800,000","3,191,500,000","3,065,231,000","3,044,167,000"
TangibleBookValue,"-672,800,000","-741,800,000","-803,400,000","-880,900,000","-981,900,000","-1,001,800,000","-1,099,400,000","-1,189,800,000","-1,182,000,000","-1,394,800,000","-1,450,900,000","-2,340,972,000","-2,358,666,000"
TotalDebt,"1,628,500,000","1,618,100,000","1,649,000,000","1,648,500,000","1,672,100,000","1,755,300,000","1,911,400,000","2,055,100,000","2,040,200,000","2,028,000,000","1,982,500,000","2,781,553,000","2,778,259,000"
NetDebt,"1,105,900,000","1,195,100,000","1,314,000,000","1,366,500,000","1,450,900,000","1,486,300,000","1,573,600,000","1,701,300,000","1,646,900,000","1,725,000,000","1,736,800,000","2,555,976,000","2,522,456,000"
ShareIssued,"206,767,529","206,245,423","205,676,965","203,299,647","201,051,291","200,876,956","200,741,094","199,434,219","198,377,237","198,130,973","198,074,360","189,732,248","189,732,248"
OrdinarySharesNumber,"205,065,744","204,543,440","203,924,517","200,864,375","198,169,855","198,939,476","199,095,184","197,226,113","196,217,971","196,010,861","195,954,248","189,732,248","189,732,248"
TreasurySharesNumber,"1,701,785","1,701,983","1,752,448","2,435,272","2,881,436","1,937,480","1,645,910","2,208,106","2,159,266","2,120,112","2,120,112",,
