name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996
NetNonOperatingInterestIncomeExpense,"-39,656,000","-9,221,000","-9,832,000","-10,429,000","-10,174,000","-9,662,000","-9,197,000","-9,155,000","-7,868,000","-6,308,000","-6,738,000","-6,345,000","-6,710,000","-5,669,000","-6,026,000","-6,126,000","-4,153,000","-2,947,000","-3,338,000","-3,181,000","-2,422,000","-1,849,000","-1,840,000","-1,580,000","-1,372,000","-891,000","-1,702,000","-1,983,000","-2,037,000","-2,054,000","-2,715,000","-3,419,000","-2,775,000","-1,996,000","-2,511,000","-1,632,000","31,000","-272,000","-599,000","-433,000","-509,000","-847,000","504,000","-454,000","-21,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,000","138,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"32,231,000","7,940,000","7,531,000","8,445,000","8,315,000","7,796,000","7,097,000","7,314,000","6,077,000","4,568,000","4,569,000","4,334,000","4,798,000","3,736,000","4,001,000","3,899,000","3,055,000","1,949,000","2,344,000","2,211,000","1,466,000","1,014,000","1,039,000","661,000","503,000","181,000","716,000","1,122,000","1,166,000","1,098,000","-961,000","3,419,000","2,775,000","1,996,000","2,511,000","1,632,000","0","410,000","811,000","433,000","509,000","847,000","-504,000","454,000","21,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"7,425,000","1,281,000","2,301,000","1,984,000","1,859,000","1,866,000","2,100,000","1,841,000","1,791,000","1,740,000","2,169,000","2,011,000","1,912,000","1,933,000","2,025,000","2,227,000","1,098,000","998,000","994,000","970,000","956,000","835,000","801,000","919,000","869,000","710,000","986,000","861,000","871,000","956,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-163,123,000","-123,564,000","-17,135,000","-5,346,000","-17,078,000","-34,493,000","-21,209,000","-3,097,000","-3,132,000","-5,307,000","-10,173,000","-2,161,000","-3,667,000","-5,617,000","-57,000","-1,817,000","-1,555,000","-8,751,000","-5,808,000","-5,826,000","-2,014,000","-4,535,000","-330,000","216,000","1,266,000","-1,613,000","-6,032,000","-1,073,000","-361,000","-5,513,000","-9,476,000","-3,555,000","-1,553,000","-34,000","-3,372,000","288,000","-4,400,000","1,159,000","-3,743,000","-3,924,000","-1,438,000","-1,586,000","-2,282,000","-2,385,000","-255,000","-922,857.847","-1,790,354.883","-2,288,793.476","-816,524.823","-825,366.051","-5,710,790.042","-4,581,237.201","-16,352,428.051","-1,390,234.214",,,,,"1,194,502.404",,"-11,880,987.022",,,,,,,,,,,,,,,,,"-1,998,266.756","23,088.987","-1,583,712.656",,,"-1,702.096",,"-400,120.611",,"199,181.116","-700,400.245",,,,,,
	GainOnSaleOfSecurity,"1,761,000","1,362,000","290,000","544,000","-435,000","530,000","504,000","44,000","-139,000","1,074,000","850,000","330,000","-849,000","945,000","178,000","164,000","1,147,000","-1,923,000","-1,534,000","-1,583,000","-525,000","-944,000","203,000","848,000","1,312,000","423,000","-4,959,000","503,000","436,000","-217,000","-418,000","-113,000","-225,000",,"686,000",,"108,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","46,000","389,000","205,000","223,000","220,000",,,"-677,000",,"-2,691,000","-584,000","-348,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-164,884,000","-124,926,000","-17,425,000","-5,890,000","-16,643,000","-35,023,000","-21,713,000","-3,141,000","-2,993,000","-6,381,000","-11,023,000","-2,491,000","-2,818,000","-6,562,000","-235,000","-1,981,000","-2,702,000","-6,828,000","-4,274,000","-4,243,000","-1,489,000","-3,591,000","-533,000","-632,000","-46,000","-2,036,000","-1,073,000","-1,576,000","-797,000","-5,342,000","-9,447,000","-3,647,000","-1,551,000","-254,000","-3,966,000","288,000","-3,831,000","1,159,000","-2,129,000","-3,340,000","-1,090,000","-1,586,000","-2,282,000","-2,385,000","-255,000","-922,857.847","-1,560,354.883","-2,288,793.476","-816,524.823","-825,366.051","-5,710,790.042","-4,581,237.201","-16,352,428.051","-1,390,234.214",,,,,"1,194,502.404",,"-11,880,987.022",,,,,,,,,,,,,,,,,"-1,998,266.756","23,088.987","-1,583,712.656",,,"-1,702.096",,"-400,120.611",,"199,181.116","-700,400.245",,,,,,
		RestructuringAndMergernAcquisition,"46,914,000","10,185,000","16,049,000","4,408,000","16,272,000","10,600,000","21,713,000","3,141,000","2,993,000","6,381,000","11,023,000","2,491,000","2,818,000","6,562,000","235,000","1,981,000","2,702,000","6,828,000","4,274,000","4,243,000","1,489,000","3,591,000","533,000","632,000","46,000","2,036,000","1,073,000","1,576,000","797,000","5,342,000","9,447,000","3,647,000","1,614,000","254,000","3,554,000","537,000","3,666,000","708,000","2,783,000","2,812,000","1,524,000","1,586,000","778,000","4,353,000","143,000","922,857.847","1,560,354.883","2,288,793.476","816,524.823","825,366.051","345,492.25","1,231,912.635","16,352,428.051","1,390,234.214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,"93,989,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,"23,981,000","20,752,000","1,376,000","1,482,000","371,000","24,423,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-63,000",,"412,000","-825,000","165,000","-1,867,000",,"528,000","-434,000",,"1,504,000","-1,968,000","112,000",,,,,,"5,365,297.792","3,349,324.566",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"126,042,000","-100,187,000","14,752,000","107,967,000","103,510,000","23,596,000","69,508,000","118,527,000","113,007,000","71,092,000","56,130,000","118,888,000","113,543,000","88,255,000","63,995,000","122,684,000","99,725,000","65,434,000","124,395,000","101,467,000","58,426,000","-43,092,000","117,725,000","121,074,000","83,842,000","43,883,000","99,456,000","120,385,000","75,250,000","35,628,000","84,362,000","78,900,000","27,380,000","-46,515,000","39,583,000","91,100,000","56,446,000","37,033,000","54,280,000","62,850,000","50,068,000","29,143,000","41,639,000","35,699,000","7,519,000","4,675,147.905","46,756,938.102","57,453,813.126","45,207,665.404","29,638,973.038","36,406,469.234","49,058,869.892","23,101,714.632","16,686,805.079","17,914,225.789","44,676,024.053","32,182,778.35","16,966,262.27","30,245,229.775","36,441,422.321","11,600,105.811","8,955,312.193","16,450,279.167","28,236,492.994","15,387,014.384","3,160,877.411","15,634,988.028","26,364,630.507","15,204,412.787","4,063,713.627","12,045,043.817","20,349,974.283","11,457,009.844","1,961,839.345","-28,931,998.619","11,943,941.857","13,194,527.919","3,528,470.824","11,990,522.127","14,251,412.754","10,274,333.237","4,195,445.099","7,752,047.924","9,153,417.177","3,300,992.724","1,006,036.264","4,426,780.102","5,903,372.133","1,898,581.191",,,,,
TaxProvision,"-11,744,000","-892,000","-17,760,000","3,084,000","3,824,000","868,000","9,956,000","4,212,000","3,979,000","3,213,000","1,181,000","2,741,000","5,825,000","4,735,000","-10,296,000","8,286,000","5,010,000","2,200,000","1,325,000","2,037,000","2,397,000","-1,863,000","-4,952,000","5,075,000","4,655,000","2,194,000","2,676,000","4,555,000","2,970,000","340,000","-4,654,000","258,000","510,000","-451,000","-8,951,000","-2,982,000","-4,972,000","1,163,000","-2,536,000","-1,837,000","1,303,000","1,166,000","-746,000","-5,807,000","430,000","336,219.392","25,324,819.218","3,447,689.133","3,545,934.13","2,085,980.006","-4,610,347.111","-3,249,493.659","1,964,210.298","1,084,402.025","1,122,578.501","1,797,012.206","1,117,798.079","749,984.501","1,249,394.714","2,227,365.637","-2,705,858.477","583,912.024","-272,761","1,987,583.636","1,049,341.834","307,942.041","1,182,225.506","3,162,953.422","1,277,126.681","369,882.679","1,092,885.376","2,068,472.799","1,167,879.491","207,983.14","-3,251,504.643","1,253,469.442","1,322,453.68","354,047.349","1,158,505.821","1,442,826.858","1,109,983.202","399,566.397","717,300.36","2,586,835.304","1,200,361.171","402,414.376","1,409,013.153","2,101,200.054","699,477.281",,,,,
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"137,786,000","-99,295,000","32,512,000","104,883,000","99,686,000","22,728,000","59,552,000","114,315,000","109,028,000","67,879,000","54,949,000","116,147,000","107,718,000","83,520,000","74,291,000","114,398,000","94,715,000","63,234,000","123,070,000","99,430,000","56,029,000","-41,229,000","122,677,000","115,999,000","79,187,000","41,689,000","96,780,000","115,830,000","72,280,000","35,288,000","89,016,000","78,642,000","26,870,000","-46,064,000","48,534,000","94,082,000","61,418,000","35,870,000","56,816,000","64,687,000","48,765,000","27,977,000","42,385,000","41,506,000","7,089,000","4,338,928.513","21,432,118.884","54,006,123.993","41,661,731.274","27,552,992.023","41,016,816.346","52,308,363.551","21,137,504.334","15,602,402.196","16,791,646.393","42,879,011.847","31,064,979.413","16,216,277.768","28,995,835.062","34,214,056.684","14,305,964.289","8,371,400.17","16,723,040.167","26,248,909.358","14,337,672.549","2,852,935.37","14,452,761.783","23,201,677.085","13,926,285.274","3,693,830.313","10,953,157.452","18,280,502.473","10,290,129.162","1,753,856.204","-25,680,493.342","10,690,472.415","11,872,074.239","3,174,423.474","10,832,016.306","12,808,585.896","9,164,350.035","3,795,878.702","7,034,747.564","6,566,581.873","2,100,631.552","603,621.889","3,017,766.948","3,802,172.078","1,199,103.91","199,803.634","1,399,546.495","1,399,657.395","1,003,448.076","300,005.838"
	NetIncome,"137,786,000","-99,295,000","32,512,000","104,883,000","99,686,000","22,728,000","59,552,000","114,315,000","109,028,000","67,879,000","54,949,000","116,147,000","107,718,000","83,520,000","74,291,000","114,398,000","94,715,000","63,234,000","123,070,000","99,430,000","56,029,000","-41,229,000","122,677,000","115,999,000","79,187,000","41,689,000","96,780,000","115,830,000","72,280,000","35,288,000","89,016,000","78,642,000","26,870,000","-46,064,000","48,534,000","94,082,000","61,418,000","35,870,000","56,816,000","64,687,000","48,765,000","27,977,000","42,385,000","41,506,000","7,089,000","4,338,928.513","21,432,118.884","54,006,123.993","41,661,731.274","27,552,992.023","41,016,816.346","52,308,363.551","21,137,504.334","15,602,402.196","16,791,646.393","42,879,011.847","31,064,979.413","16,216,277.768","28,995,835.062","34,214,056.684","14,305,964.289","8,371,400.17","16,723,040.167","26,248,909.358","14,337,672.549","2,852,935.37","14,452,761.783","23,201,677.085","13,926,285.274","3,693,830.313","10,953,157.452","18,280,502.473","10,290,129.162","1,753,856.204","-25,680,493.342","10,690,472.415","11,872,074.239","3,174,423.474","10,832,016.306","12,808,585.896","9,164,350.035","3,795,878.702","7,034,747.564","6,566,581.873","2,100,631.552","603,621.889","3,017,766.948","3,802,172.078","1,199,103.91","199,803.634","1,399,546.495","1,399,657.395","1,003,448.076","300,005.838"
		NetIncomeIncludingNoncontrollingInterests,"137,786,000","-99,295,000","32,512,000","104,883,000","99,686,000","22,728,000","59,552,000","114,315,000","109,028,000","67,879,000","54,949,000","116,147,000","107,718,000","83,520,000","74,291,000","114,398,000","94,715,000","63,234,000","123,070,000","99,430,000","56,029,000","-41,229,000","122,677,000","115,999,000","79,187,000","41,689,000","96,780,000","115,830,000","72,280,000","35,288,000","89,016,000","78,642,000","26,870,000","-46,064,000","48,534,000","94,082,000","61,418,000","35,870,000","56,816,000","64,687,000","48,765,000","27,977,000","42,495,000","41,506,000","7,089,000","3,950,829.088","21,075,150.914","54,191,107.29","41,542,800.933","27,844,828.84","41,670,873.65","52,810,512.917","21,323,429.265","15,538,437.714","16,811,631.485","43,071,226.889","31,221,230.914","16,108,135.871","28,842,432.769","34,286,198.002","14,420,915.93","8,371,400.17","16,723,040.167","26,248,909.358","14,337,672.549","2,852,935.37","14,452,761.783","23,201,677.085","13,926,285.274","3,693,830.313","10,953,157.452","18,280,502.473","10,290,129.162","1,753,856.204","-25,680,493.342","10,690,472.415","11,872,074.239","3,174,423.474","10,832,016.306","12,808,585.896","9,164,350.035","3,795,878.702","7,034,747.564","6,566,581.873","2,100,631.552","603,621.889","3,017,766.948","3,802,172.078","1,199,103.91","199,803.634","1,399,546.495","1,399,657.395","1,003,448.076","300,005.838"
