name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,12/31/2005
				AllowanceForDoubtfulAccountsReceivable,,"-1,296,000",,,,"-534,000",,,,"-4,162,000",,,,"-5,154,000",,,,"-3,693,000",,,,"-3,483,000",,,,"-3,680,000",,,,"-3,779,000",,,"-1,487,000","-366,000","-354,000","-293,000",,,,,,,,,,,,,,,,,,
		Inventory,"85,610,000","78,608,000","71,108,000","68,999,000","60,707,000","52,956,000","43,435,000","46,156,000","46,384,000","43,245,000","41,344,000","39,658,000","37,653,000","34,051,000","32,351,000","33,291,000","25,369,000","19,451,000","30,018,000","30,781,000","30,692,000","30,037,000","37,612,000","33,098,000","36,988,000","28,669,000","24,868,000","28,130,000","22,830,000","26,525,000","30,300,000","48,355,000","16,992,000","3,909,000","4,297,000","4,736,000","5,017,000","5,046,000","4,429,000","3,522,000","3,426,000","4,532,000","4,193,000","4,430,000","4,788,000","6,264,000","6,219,000","2,200,000","2,213,000","3,231,000","3,216,000","2,303,000","3,026,000","3,262,000"
			RawMaterials,"13,901,000","13,595,000","11,653,000","14,893,000","7,138,000","2,774,000","2,482,000","4,244,000","5,083,000","3,542,000","2,681,000","2,591,000","2,798,000","1,547,000","2,357,000","2,735,000","2,145,000","2,608,000","3,437,000","4,079,000","2,358,000","3,570,000","3,177,000","3,155,000","3,709,000","4,900,000","4,474,000","6,090,000","4,989,000","9,179,000","5,888,000","4,102,000","3,116,000","1,937,000","2,065,000","2,262,000","2,669,000","2,986,000","1,359,000","863,000","1,245,000","2,382,000","2,695,000","2,526,000","2,175,000","3,835,000","3,712,000","632,000","500,000","106,000","454,000","550,000","541,000","1,109,000"
			WorkInProcess,"37,689,000","36,658,000","33,935,000","29,185,000","31,254,000","28,864,000","24,456,000","23,967,000","21,238,000","15,692,000","19,965,000","15,689,000","17,437,000","18,689,000","20,666,000","19,341,000","14,875,000","11,836,000","12,587,000","13,759,000","13,319,000","9,870,000","13,980,000","12,246,000","10,575,000","8,907,000","6,523,000","7,194,000","1,081,000","1,210,000","2,191,000","6,078,000","1,319,000","524,000","688,000","958,000","991,000","705,000","944,000","921,000","676,000","662,000","58,000","59,000","156,000",,,,,,,,,
			FinishedGoods,"34,020,000","28,355,000","25,520,000","24,921,000","22,315,000","21,318,000","16,497,000","17,945,000","20,063,000","24,011,000","18,698,000","21,378,000","17,418,000","13,815,000","9,328,000","11,215,000","8,349,000","5,007,000","13,994,000","12,943,000","15,015,000","16,597,000","20,455,000","17,697,000","22,704,000","14,862,000","13,871,000","14,846,000","16,760,000","16,136,000","22,221,000","38,175,000","12,557,000","1,448,000","1,544,000","1,516,000","1,357,000","1,355,000","2,126,000","1,738,000","1,505,000","1,488,000","1,440,000","1,845,000","2,457,000","2,429,000","2,507,000","1,568,000","1,713,000","3,125,000","2,762,000","1,753,000","2,485,000","2,153,000"
		PrepaidAssets,"38,824,000","39,434,000","30,841,000","31,712,000","28,974,000","25,017,000","23,189,000","33,586,000","27,476,000","23,182,000","29,249,000","28,433,000","38,118,000","24,501,000","23,304,000","23,143,000","18,472,000","20,699,000","21,275,000","26,250,000","27,614,000","12,800,000","24,206,000","28,447,000","14,335,000","7,183,000","19,350,000","21,410,000","11,286,000","7,445,000","7,127,000","5,906,000","5,714,000","1,690,000","2,535,000","3,575,000","2,577,000","1,858,000","2,287,000","2,324,000","1,653,000","1,969,000","2,426,000","2,206,000","2,366,000","3,114,000","3,680,000","3,210,000","3,224,000","2,392,000","2,655,000","2,174,000","3,447,000","3,240,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","400,000","400,000","910,000","951,000","2,988,000","950,000","1,075,000","775,000","1,913,000","1,998,000","1,998,000","1,998,000","1,939,000","304,000","275,000","275,000","275,000","300,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,"0","50,006,000","50,604,000","50,822,000","48,440,000","35,696,000","35,869,000","35,888,000","33,613,000","45,565,000","46,538,000","47,517,000","35,813,000",,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,"0","50,006,000","50,604,000","50,822,000","48,440,000","35,696,000","35,869,000","35,888,000","33,613,000","45,565,000","46,538,000","47,517,000","35,813,000",,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,"78,033,000",,,,,,,,,,"0","0","0","0","32,833,000",,,,,,,,,"59,546,000",,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"94,300,000","78,895,000","81,401,000","75,367,000","62,985,000","67,572,000","54,310,000","55,634,000","62,868,000","76,686,000","49,120,000","36,448,000","27,052,000","29,310,000","24,517,000","26,244,000","22,431,000","19,047,000","18,969,000","21,985,000","21,522,000","21,322,000","18,362,000","18,468,000","23,747,000","33,843,000","18,551,000","19,716,000","21,395,000","19,113,000","9,942,000","13,508,000","4,073,000","1,260,000","532,000","382,000","402,000","279,000","788,000","992,000","979,000","261,000","62,000","2,106,000","2,382,000","736,000","376,000","1,346,000","381,000","1,574,000","547,000","680,000","487,000","371,000"
	TotalNonCurrentAssets,"3,697,658,000","3,908,629,000","4,007,294,000","4,118,595,000","3,974,618,000","3,969,486,000","4,021,399,000","4,042,036,000","4,160,807,000","4,155,395,000","4,168,080,000","4,141,520,000","4,062,971,000","4,052,158,000","4,186,352,000","2,217,204,000","2,264,361,000","2,101,996,000","2,149,357,000","2,148,364,000","2,134,658,000","2,323,110,000","2,469,016,000","2,610,837,000","2,679,114,000","1,373,604,000","1,375,432,000","1,359,704,000","1,362,318,000","1,414,921,000","1,341,687,000","1,397,502,000","568,220,000","54,442,000","55,673,000","57,321,000","59,338,000","61,271,000","65,181,000","67,964,000","70,442,000","73,028,000","75,849,000","76,393,000","73,499,000","110,089,000","116,395,000","119,773,000","91,463,000","113,789,000","115,715,000","118,644,000","123,008,000","133,397,000"
		NetPPE,"265,538,000","270,891,000","271,350,000","271,929,000","260,371,000","200,358,000","198,053,000","188,086,000","178,920,000","170,080,000","159,386,000","136,626,000","119,913,000","107,490,000","99,898,000","93,476,000","86,788,000","85,572,000","83,452,000","80,428,000","71,283,000","58,363,000","44,205,000","38,462,000","30,048,000","14,246,000","12,060,000","10,768,000","7,795,000","7,281,000","6,671,000","4,631,000","2,026,000","1,557,000","930,000","647,000","652,000","690,000","901,000","909,000","1,124,000","1,444,000","1,778,000","2,140,000","2,514,000","3,708,000","4,260,000","3,875,000","3,941,000","3,286,000","3,025,000","2,116,000","2,107,000","1,941,000"
			GrossPPE,"320,981,000","326,148,000","324,205,000","324,589,000","310,929,000","249,966,000","244,544,000","231,638,000","219,795,000","211,283,000","199,840,000","174,301,000","154,735,000","139,632,000","129,561,000","120,154,000","111,993,000","109,252,000","105,135,000","99,575,000","88,207,000","73,555,000","57,968,000","51,280,000","41,808,000","24,859,000","21,822,000","19,683,000","16,124,000","15,060,000","14,015,000","11,571,000","8,795,000","8,140,000",,,,"6,922,000",,,"6,512,000",,,,"6,499,000","6,230,000","6,782,000","6,397,000","6,463,000","4,521,000","4,260,000","3,613,000","3,342,000","2,547,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,,"0",,,,"0",,,,"0",,,"0","0","0"
				LandAndImprovements,"47,040,000","47,053,000","46,555,000","46,636,000","46,607,000","46,650,000","46,815,000","46,744,000","46,857,000","46,729,000","46,616,000","46,246,000","46,067,000","46,033,000","45,946,000","42,275,000","1,838,000","1,775,000","1,775,000","1,693,000","1,380,000","1,547,000","1,614,000","1,686,000","1,678,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"977,000",,,"704,000","700,000","616,000"
				MachineryFurnitureEquipment,"81,218,000","82,269,000","80,309,000","67,152,000","66,656,000","118,800,000","119,048,000","117,125,000","115,627,000","114,037,000","57,469,000","55,159,000","52,889,000","50,844,000","48,799,000","49,723,000","34,708,000","35,168,000","33,517,000","31,271,000","29,189,000","26,932,000","24,915,000","24,800,000","23,970,000","15,884,000","14,881,000","11,499,000","10,162,000","10,026,000","9,176,000","8,052,000","7,829,000","6,688,000",,,,"6,086,000",,,"5,780,000",,,,"2,055,000",,,,"1,712,000",,,"1,169,000","1,055,000","867,000"
				OtherProperties,"135,976,000","139,385,000","141,878,000","144,746,000","147,365,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,607,000",,,,"2,517,000",,,"1,413,000","1,271,000","558,000"
				ConstructionInProgress,"4,472,000","5,147,000","5,849,000","33,483,000","16,973,000","51,243,000","46,058,000","37,352,000","27,820,000","21,738,000","82,802,000","60,347,000","42,653,000","33,427,000","25,571,000","18,972,000","66,185,000","63,008,000","61,061,000","57,876,000","49,447,000","37,145,000","24,247,000","18,041,000","10,641,000","4,388,000","2,638,000","4,204,000","1,982,000","1,135,000","1,052,000","2,461,000","148,000","689,000",,,,"73,000",,,"28,000",,,,"133,000",,,,"1,257,000",,,"327,000","316,000","506,000"
				Leases,"52,275,000","52,294,000","49,614,000","32,572,000","33,328,000","33,273,000","32,623,000","30,417,000","29,491,000","28,779,000","12,953,000","12,549,000","13,126,000","9,328,000","9,245,000","9,184,000","9,262,000","9,301,000","8,782,000","8,735,000","8,191,000","7,931,000","7,192,000","6,753,000","5,519,000","4,587,000","4,303,000","3,980,000","3,980,000","3,899,000","3,787,000","1,058,000","818,000","763,000",,,,"763,000",,,"704,000",,,,"704,000",,,,,,,,,
			AccumulatedDepreciation,"-55,443,000","-55,257,000","-52,855,000","-52,660,000","-50,558,000","-49,608,000","-46,491,000","-43,552,000","-40,875,000","-41,203,000","-40,454,000","-37,675,000","-34,822,000","-32,142,000","-29,663,000","-26,678,000","-25,205,000","-23,680,000","-21,683,000","-19,147,000","-16,924,000","-15,192,000","-13,763,000","-12,818,000","-11,760,000","-10,613,000","-9,762,000","-8,915,000","-8,329,000","-7,779,000","-7,344,000","-6,940,000","-6,769,000","-6,583,000",,,,"-6,232,000",,,"-5,388,000",,,,"-3,985,000","-2,522,000","-2,522,000","-2,522,000","-2,522,000","-1,235,000","-1,235,000","-1,497,000","-1,235,000","-606,000"
		GoodwillAndOtherIntangibleAssets,"3,147,884,000","3,360,995,000","3,499,755,000","3,612,931,000","3,599,365,000","3,658,964,000","3,719,703,000","3,778,770,000","3,913,655,000","3,926,664,000","3,960,463,000","3,959,393,000","3,898,070,000","3,905,811,000","4,038,432,000","1,962,606,000","2,019,151,000","1,842,745,000","1,939,806,000","1,946,970,000","1,938,778,000","2,140,148,000","2,275,012,000","2,440,318,000","2,519,624,000","1,262,852,000","1,270,547,000","1,261,990,000","1,271,358,000","1,312,552,000","1,314,611,000","1,373,645,000","565,809,000","52,798,000","54,660,000","56,522,000","58,384,000","60,246,000","63,970,000","66,015,000","68,071,000","70,128,000","72,185,000","74,007,000","70,739,000","103,876,000","109,287,000","113,132,000","74,253,000","96,877,000","99,165,000","101,452,000","107,353,000","117,623,000"
			Goodwill,"909,226,000","920,018,000","906,725,000","924,990,000","919,972,000","927,630,000","932,422,000","936,493,000","960,509,000","947,537,000","941,428,000","926,290,000","899,290,000","893,810,000","927,993,000","661,845,000","670,991,000","657,139,000","669,029,000","664,015,000","654,470,000","702,713,000","724,388,000","760,314,000","763,763,000","450,456,000","446,823,000","439,014,000","436,355,000","442,600,000","437,652,000","446,236,000","239,737,000","38,213,000","38,213,000","38,213,000","38,213,000","38,213,000","38,213,000","38,213,000","38,213,000","38,213,000","38,213,000","38,213,000","38,213,000","38,213,000","38,213,000","38,213,000","38,213,000","38,213,000","38,213,000","38,213,000","38,213,000","38,883,000"
			OtherIntangibleAssets,"2,238,658,000","2,440,977,000","2,593,030,000","2,687,941,000","2,679,393,000","2,731,334,000","2,787,281,000","2,842,277,000","2,953,146,000","2,979,127,000","3,019,035,000","3,033,103,000","2,998,780,000","3,012,001,000","3,110,439,000","1,300,761,000","1,348,160,000","1,185,606,000","1,270,777,000","1,282,955,000","1,284,308,000","1,437,435,000","1,550,624,000","1,680,004,000","1,755,861,000","812,396,000","823,724,000","822,976,000","835,003,000","869,952,000","876,959,000","927,409,000","326,072,000","14,585,000","16,447,000","18,309,000","20,171,000","22,033,000","25,757,000","27,802,000","29,858,000","31,915,000","33,972,000","35,794,000","32,526,000","65,663,000","71,074,000","74,919,000","36,040,000","58,664,000","60,952,000","63,239,000","69,140,000","78,740,000"
		NonCurrentDeferredAssets,"237,129,000","228,829,000","191,915,000","192,900,000","74,146,000","67,468,000","47,640,000","51,776,000","45,247,000","42,232,000","31,811,000","28,863,000","27,363,000","24,797,000","10,258,000","124,117,000","128,879,000","146,131,000","100,706,000","98,468,000","105,408,000","108,668,000","136,317,000","120,922,000","120,146,000","89,202,000","86,434,000","81,444,000","78,619,000","91,426,000",,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"230,242,000","221,403,000","183,944,000","184,383,000","65,090,000","57,879,000","37,582,000","40,997,000","38,103,000","34,559,000","23,662,000","20,158,000","18,038,000","15,060,000","0","117,507,000","122,036,000","122,863,000","76,391,000","73,280,000","74,185,000","75,494,000","101,249,000","96,495,000","94,250,000","74,597,000","70,976,000","65,136,000","62,933,000","74,850,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"47,107,000","47,914,000","44,274,000","40,835,000","40,736,000","42,696,000","56,003,000","23,404,000","22,985,000","16,419,000","16,420,000","16,638,000","17,625,000","14,060,000","37,764,000","37,005,000","29,543,000","27,548,000","25,393,000","22,498,000","19,189,000","15,931,000","13,482,000","11,135,000","9,296,000","7,304,000","6,391,000","5,502,000","4,546,000","3,662,000","20,405,000","19,226,000","385,000","87,000","83,000","152,000","302,000","335,000","310,000","1,040,000","1,247,000","1,456,000","1,886,000","246,000","246,000","2,505,000","2,848,000","2,766,000","13,269,000","13,626,000","13,525,000","15,076,000","13,548,000","13,833,000"
TotalLiabilitiesNetMinorityInterest,"2,406,795,000","2,427,916,000","2,473,445,000","2,505,227,000","2,549,788,000","2,446,069,000","2,458,471,000","2,479,215,000","2,500,557,000","2,410,575,000","2,529,727,000","2,602,992,000","2,831,838,000","2,922,888,000","3,214,578,000","1,755,636,000","1,927,539,000","1,761,017,000","1,900,823,000","1,946,451,000","1,932,263,000","1,967,747,000","2,006,923,000","1,875,662,000","1,929,926,000","942,687,000","941,798,000","918,427,000","847,790,000","845,201,000","840,612,000","866,485,000","113,528,000","60,785,000","66,484,000","91,813,000","94,105,000","105,178,000","113,565,000","175,704,000","180,226,000","184,614,000","197,472,000","202,233,000","210,376,000","217,972,000","222,210,000","226,576,000","152,562,000","147,077,000","147,793,000","122,095,000","390,867,000","283,029,000"
	CurrentLiabilities,"396,123,000","364,490,000","390,439,000","369,493,000","413,999,000","345,487,000","341,287,000","347,950,000","375,619,000","293,947,000","268,177,000","250,393,000","392,773,000","257,406,000","232,859,000","226,721,000","398,831,000","226,642,000","340,192,000","225,164,000","220,582,000","216,801,000","223,743,000","197,768,000","238,009,000","204,028,000","203,359,000","184,346,000","243,725,000","191,538,000","178,572,000","192,318,000","104,584,000","52,870,000","57,535,000","81,317,000","61,441,000","59,936,000","56,284,000","69,911,000","59,241,000","38,110,000","50,208,000","168,530,000","173,491,000","66,440,000","70,303,000","74,722,000","36,856,000","31,360,000","31,627,000","21,005,000","30,520,000","23,336,000"
		PayablesAndAccruedExpenses,"280,941,000","228,866,000","270,725,000","270,949,000","317,627,000","244,173,000","248,389,000","256,187,000","278,332,000","180,734,000","173,323,000","162,325,000","208,030,000","172,460,000","150,488,000","149,210,000","325,491,000","145,980,000","170,206,000","149,206,000","162,142,000","136,623,000","143,328,000","123,902,000","158,570,000","88,120,000","100,655,000","92,899,000","125,491,000","109,152,000","97,971,000","98,897,000","103,446,000","44,412,000","49,172,000","36,128,000","31,547,000","31,121,000","22,620,000","19,253,000","16,454,000","26,610,000","26,221,000","25,955,000","24,760,000","29,775,000","39,774,000","39,048,000","31,903,000","26,764,000","26,466,000","16,242,000","18,386,000","15,907,000"
			Payables,"97,519,000","58,510,000","113,592,000","112,635,000","83,502,000","41,799,000","44,512,000","49,313,000","82,981,000","45,945,000","43,575,000","36,023,000","64,444,000","26,921,000","22,848,000","30,167,000","52,357,000","23,615,000","45,481,000","39,865,000","53,651,000","32,714,000","45,426,000","38,055,000","73,362,000","21,341,000","42,284,000","37,906,000","69,437,000","55,771,000","51,727,000","48,652,000","32,005,000","9,629,000","13,338,000","9,415,000","8,273,000","7,549,000","6,403,000","3,885,000","2,158,000","5,240,000","4,074,000","4,554,000","5,736,000","6,614,000","8,522,000","8,915,000","2,856,000","2,872,000","4,268,000","3,145,000","5,443,000","4,786,000"
				AccountsPayable,"66,308,000","47,545,000","70,104,000","82,222,000","42,669,000","40,602,000","37,373,000","31,379,000","46,933,000","24,368,000","29,972,000","28,529,000","29,144,000","22,415,000","17,626,000","28,406,000","32,622,000","21,807,000","29,124,000","26,409,000","27,317,000","25,126,000","29,671,000","32,555,000","72,538,000","21,005,000","22,434,000","20,367,000","31,634,000","15,887,000","20,535,000","34,505,000","13,689,000","5,129,000","8,463,000","4,665,000","3,648,000","3,049,000","6,403,000","3,885,000","2,158,000","5,240,000","4,074,000","4,554,000","5,736,000","6,614,000","8,522,000","8,915,000","2,856,000","2,872,000","4,268,000","3,145,000","5,443,000","4,786,000"
				TotalTaxPayable,"31,211,000","10,965,000","43,488,000","30,413,000","40,833,000","1,197,000","7,139,000","17,934,000","36,048,000","21,577,000","13,603,000","7,494,000","35,300,000","4,506,000","5,222,000","1,761,000","19,735,000","1,808,000","16,357,000","13,456,000","26,334,000","7,588,000","15,755,000","5,500,000","824,000","336,000","19,850,000","17,539,000","37,803,000","39,884,000","25,449,000","7,175,000","3,125,000",,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"31,211,000","10,965,000","43,488,000","30,413,000","40,833,000","1,197,000","7,139,000","17,934,000","36,048,000","21,577,000","13,603,000","7,494,000","35,300,000","4,506,000","5,222,000","1,761,000","19,735,000","1,808,000","16,357,000","13,456,000","26,334,000","7,588,000","15,755,000","5,500,000","824,000","336,000","19,850,000","17,539,000","37,803,000","39,884,000",,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,743,000","6,972,000","15,191,000","4,500,000","4,875,000","4,750,000","4,625,000","4,500,000",,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"183,422,000","170,356,000","157,133,000","158,314,000","234,125,000","202,374,000","203,877,000","206,874,000","195,351,000","134,789,000","129,748,000","126,302,000","143,586,000","145,539,000","127,640,000","119,043,000","273,134,000","122,365,000","124,725,000","109,341,000","108,491,000","103,909,000","97,902,000","85,847,000","85,208,000","66,779,000","58,371,000","54,993,000","56,054,000","53,381,000","46,244,000","50,245,000","71,441,000","34,783,000","35,834,000","26,713,000","23,274,000","23,572,000","16,217,000","15,368,000","14,296,000","21,370,000","22,147,000","21,401,000","19,024,000","23,161,000","31,252,000","30,133,000","29,047,000","23,892,000","22,198,000","13,097,000","12,943,000","11,121,000"
				InterestPayable,"2,520,000","7,386,000","2,539,000","7,531,000","2,579,000","7,407,000","2,678,000","7,430,000","2,638,000","7,297,000","2,347,000","4,747,000","2,356,000","5,179,000","2,607,000","3,475,000","1,348,000","4,043,000","1,927,000","4,656,000","7,637,000","10,327,000","7,940,000","6,174,000","6,153,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,"4,519,000","3,462,000","2,872,000","2,395,000","2,336,000","2,510,000","2,473,000","2,696,000","3,107,000","3,651,000","3,470,000","4,032,000","4,145,000","4,366,000","5,010,000","5,706,000","5,736,000","6,110,000","7,757,000","8,650,000","10,777,000","14,039,000","15,137,000","17,214,000","20,597,000","21,110,000","21,756,000","24,039,000","26,794,000","26,385,000",,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"52,080,000","80,290,000","64,595,000","49,050,000","45,547,000","58,543,000","49,845,000","43,824,000","40,966,000","54,930,000","46,672,000","39,367,000","35,914,000","43,363,000","39,768,000","32,873,000","28,634,000","35,595,000","33,893,000","28,062,000","27,707,000","46,143,000","48,437,000","39,782,000","41,932,000","31,829,000","26,263,000","17,739,000","18,087,000","24,900,000","51,939,000","67,660,000",,,,,,,,,,,,,,,,,,,,,,
