name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003
TotalCapitalization,"8,240,557,000","8,030,356,000","6,726,761,000","4,788,040,000","4,640,385,000","5,597,812,000","6,544,915,000","6,723,636,000","6,704,867,000","7,307,314,000","7,083,546,000","6,923,237,000","8,130,177,000","4,305,959,000","4,242,332,000","1,027,733,000",
CommonStockEquity,"6,611,665,000","6,393,255,000","5,010,424,000","4,391,298,000","4,033,148,000","4,697,201,000","5,340,035,000","5,420,883,000","5,756,372,000","5,880,740,000","5,296,342,000","4,597,370,000","4,452,680,000","3,757,558,000","1,842,454,000","1,026,725,000",
CapitalLeaseObligations,"338,765,000","73,828,000","77,035,000",,,,,,,,,,,,,,
NetTangibleAssets,"5,791,866,000","5,480,228,000","4,022,515,000","3,650,937,000","3,246,492,000","3,638,229,000","4,467,227,000","4,533,924,000","4,770,300,000","4,751,392,000","4,210,930,000","3,461,003,000","3,000,450,000","3,205,971,000","1,289,572,000","1,016,676,000",
WorkingCapital,"2,410,088,000","2,599,508,000","1,568,009,000","868,822,000","881,587,000","1,257,483,000","1,370,303,000","1,530,182,000","3,583,628,000","3,967,296,000","3,874,525,000","3,445,020,000","2,607,285,000","1,238,709,000","1,150,125,000","402,951,000","318,924,000"
InvestedCapital,"8,240,557,000","8,030,356,000","6,726,761,000","4,788,040,000","4,640,385,000","5,597,812,000","6,544,915,000","6,723,636,000","7,746,417,000","7,820,397,000","7,623,071,000","7,864,697,000","8,537,581,000","4,814,653,000","4,758,731,000","1,149,731,000","80,238,000"
TangibleBookValue,"5,791,866,000","5,480,228,000","4,022,515,000","3,650,937,000","3,246,492,000","3,638,229,000","4,467,227,000","4,533,924,000","4,770,300,000","4,751,392,000","4,210,930,000","3,461,003,000","3,000,450,000","3,205,971,000","1,289,572,000","1,016,676,000",
TotalDebt,"2,527,439,000","2,110,785,000","3,298,942,000","1,218,635,000","1,521,023,000","2,164,819,000","2,002,824,000","2,424,363,000","1,990,045,000","1,939,657,000","2,326,729,000","3,267,327,000","4,084,901,000","1,057,095,000","2,916,277,000","123,006,000","80,238,000"
NetDebt,"1,108,996,000","1,388,776,000","1,378,608,000","213,362,000","455,834,000","687,401,000","898,531,000","743,387,000",,"160,241,000","230,931,000","2,201,775,000","2,958,860,000","413,743,000","2,150,647,000",,
ShareIssued,"2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442"
OrdinarySharesNumber,"1,963,076,776","1,963,076,776","1,963,076,776","1,963,076,776","2,004,743,442","1,963,076,776","1,963,076,776","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442"
TreasurySharesNumber,"41,666,666","41,666,666","41,666,666","41,666,666",,"41,666,666","41,666,666",,,,,,,,,,
