name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
				AllowanceForDoubtfulAccountsReceivable,"-47,000,000","-63,000,000","-66,000,000","-65,000,000","-62,000,000","-62,000,000","-57,000,000","-59,000,000","-95,000,000","-60,000,000","-65,000,000","-61,000,000","-61,000,000","-60,000,000","-65,000,000","-63,000,000","-60,000,000","-58,000,000","-58,000,000","-73,000,000","-74,000,000","-87,000,000","-95,000,000","-94,000,000","-113,000,000","-89,000,000","-100,000,000","-96,000,000","-112,000,000","-114,000,000",,,,"-105,000,000",,,,"-118,000,000",,,,"-127,000,000",,,,"-85,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,"273,000,000","319,000,000","287,000,000",,"301,000,000","364,000,000","334,000,000","337,000,000","295,000,000","1,898,000,000","2,114,000,000","2,024,000,000","1,913,000,000","71,000,000",,,,,,,,,,,,,,,,"384,000,000","295,000,000",,"163,000,000","82,000,000",,"231,000,000","194,000,000","96,000,000","81,000,000",,"148,000,000","107,000,000","114,000,000","65,000,000","53,000,000","53,000,000",,"154,000,000","103,000,000","64,000,000",,"110,000,000",,"154,000,000",,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"395,000,000","552,000,000","642,000,000","684,000,000","1,188,000,000","883,000,000","949,000,000","1,023,000,000","1,055,000,000","1,172,000,000","1,125,000,000","1,302,000,000","1,553,000,000","1,625,000,000","1,920,000,000","2,080,000,000","1,523,000,000","1,404,000,000","1,364,000,000","1,554,000,000","1,548,000,000","1,700,000,000","1,836,000,000","1,788,000,000","1,632,000,000","1,579,000,000","1,530,000,000","1,597,000,000","2,309,000,000","2,260,000,000","1,793,000,000",,"1,973,000,000","2,230,000,000","2,187,235,124.597","2,131,000,000","1,700,000,000","1,603,000,000","1,389,000,000","1,303,000,000","1,527,000,000","1,511,000,000","1,215,000,000","838,000,000","1,657,000,000","1,993,000,000",,,,"1,159,000,000",,,,"414,000,000",,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,"66,000,000","68,000,000","100,000,000","70,000,000","343,000,000","392,000,000","522,000,000","579,000,000","286,000,000","690,000,000","719,000,000","261,000,000","852,000,000","867,000,000","372,000,000",,,,,,"36,774,959.124",,,,,,,,,,,,,,,"281,000,000",,,,"675,000,000",,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,"908,000,000","1,197,000,000",,,,,,,,,,,,,,,,,,,,,,"94,000,000","1,164,000,000","1,290,000,000",,"518,000,000","469,000,000","452,000,000",,"303,000,000","389,000,000","410,000,000",,,,,,,,,,,,,,,,
		Inventory,"4,090,000,000","4,274,000,000","4,629,000,000","4,724,000,000","4,909,000,000","4,443,000,000","4,056,000,000","3,999,000,000","3,967,000,000","3,926,000,000","4,083,000,000","3,864,000,000","3,641,000,000","3,349,000,000","3,900,000,000","3,866,000,000","3,801,000,000","3,528,000,000","3,808,000,000","4,429,000,000","4,064,000,000","4,501,000,000","4,826,000,000","4,986,000,000","4,754,000,000","4,125,000,000","4,561,000,000","5,020,000,000","5,392,000,000","5,052,000,000","5,144,000,000",,"5,533,000,000","5,251,000,000","5,459,180,068.792","5,273,000,000","4,810,000,000","4,298,000,000","4,263,000,000","3,806,000,000","3,404,000,000","3,196,000,000","3,721,000,000","4,035,000,000","3,752,000,000","3,896,000,000","4,453,000,000","4,347,000,000","3,824,000,000","3,859,000,000","3,550,000,000","3,327,000,000","3,177,000,000","3,493,000,000","1,336,000,000","1,322,000,000","1,313,000,000","1,385,000,000","1,133,000,000","1,033,000,000","867,000,000","1,090,000,000",,"609,000,000","502,000,000","505,000,000","505,000,000",,"282,000,000","292,000,000","243,000,000","315,000,000","322,000,000"
			RawMaterials,"764,000,000","903,000,000","933,000,000","1,011,000,000","994,000,000","956,000,000","955,000,000","930,000,000","1,012,000,000","1,059,000,000","1,028,000,000","994,000,000","995,000,000","976,000,000","1,127,000,000","1,120,000,000","1,027,000,000","975,000,000","1,043,000,000","1,156,000,000","1,126,000,000","1,171,000,000","1,296,000,000","1,400,000,000","1,308,000,000","1,229,000,000","1,284,000,000","1,278,000,000","2,551,000,000","1,455,000,000",,,,,,"1,262,000,000","1,144,000,000","1,544,000,000","980,000,000","858,000,000","923,000,000","958,000,000","1,162,000,000","1,206,000,000","1,125,000,000","1,116,000,000",,,,"1,046,000,000",,"925,000,000",,"817,000,000",,,,,,,,,,,,,,,,,,,
			WorkInProcess,"759,000,000","767,000,000","761,000,000","765,000,000","684,000,000","690,000,000","714,000,000","653,000,000","737,000,000","648,000,000",,,,,,,,,,,,,,,,,"1,092,000,000","1,269,000,000","409,000,000",,,,,,"1,537,602,327.349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"2,567,000,000","2,604,000,000","2,935,000,000","2,948,000,000","3,231,000,000","2,797,000,000","2,387,000,000","2,416,000,000","2,218,000,000","2,219,000,000","3,055,000,000","2,870,000,000","2,808,000,000","2,572,000,000","3,074,000,000","3,084,000,000","2,774,000,000","2,553,000,000","2,765,000,000","3,273,000,000","2,938,000,000","3,330,000,000","3,530,000,000","3,586,000,000","3,446,000,000","2,896,000,000","2,185,000,000","2,473,000,000","2,432,000,000","3,586,000,000","5,144,000,000",,"5,533,000,000","5,251,000,000","2,559,351,776.408","4,011,000,000","3,666,000,000","2,754,000,000","3,283,000,000","2,948,000,000","2,481,000,000","2,238,000,000","2,559,000,000","2,829,000,000","2,627,000,000","2,780,000,000","4,453,000,000","4,347,000,000",,"2,813,000,000","2,563,000,000","2,402,000,000","2,326,000,000","2,676,000,000","626,000,000","679,000,000","626,000,000","649,000,000",,"513,000,000","449,000,000","521,000,000",,"333,000,000","263,000,000","268,000,000","276,000,000",,"158,000,000","164,000,000","135,000,000","156,000,000","178,000,000"
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,000,000",,,,,"1,362,225,965.035",,,,,,,,,,,,,,,,"987,000,000",,"851,000,000",,"710,000,000","643,000,000","687,000,000","736,000,000",,"520,000,000","418,000,000","569,000,000",,"276,000,000","239,000,000","237,000,000","229,000,000",,"124,000,000","128,000,000","108,000,000","159,000,000","144,000,000"
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,"-162,000,000","-199,000,000","-301,000,000","-338,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"176,000,000","370,000,000","559,000,000","508,000,000","567,000,000","543,000,000","645,000,000","657,000,000","722,000,000","781,000,000","333,000,000","217,000,000","73,000,000","159,000,000",,,"625,000,000","900,000,000","904,000,000","1,147,000,000","1,284,000,000","1,677,000,000","1,270,000,000","1,244,000,000","1,720,000,000","2,500,000,000","828,000,000","1,151,000,000","350,000,000","256,000,000","240,000,000",,"374,000,000","393,000,000","631,607,872.302","487,000,000","386,000,000","188,000,000","321,000,000","328,000,000","471,000,000","498,000,000","549,000,000","423,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,,,,,"111,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"356,000,000","279,000,000",,"436,000,000","203,000,000",,"249,000,000","300,000,000","386,000,000","665,000,000","533,000,000","1,152,000,000","852,000,000","493,000,000","587,000,000","597,000,000","583,000,000","867,000,000","437,000,000","824,000,000","603,000,000","827,000,000","588,000,000","439,000,000","410,000,000","358,000,000","237,000,000","273,000,000","183,000,000","255,000,000","215,000,000","231,000,000","161,000,000",,"66,000,000","144,000,000","91,000,000","121,000,000",,"171,000,000","211,000,000","378,000,000","290,000,000","294,000,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"356,000,000","279,000,000",,"436,000,000","203,000,000",,"249,000,000","300,000,000","386,000,000","665,000,000","533,000,000","1,152,000,000","852,000,000","493,000,000","587,000,000","597,000,000",,"867,000,000","437,000,000","824,000,000","603,000,000","827,000,000","588,000,000","439,000,000","410,000,000","358,000,000","237,000,000","273,000,000","183,000,000","255,000,000","215,000,000","231,000,000","161,000,000",,"66,000,000","144,000,000","91,000,000","121,000,000",,"171,000,000","211,000,000","378,000,000","290,000,000","294,000,000"
		AssetsHeldForSaleCurrent,"152,000,000","152,000,000",,,,"0","0","0","460,000,000","3,587,000,000","4,325,000,000","4,430,000,000","4,519,000,000","8,589,000,000","4,789,000,000","4,658,000,000","4,091,000,000","4,044,000,000","3,888,000,000","3,607,000,000","3,380,000,000","3,640,000,000","610,000,000","759,000,000","665,000,000","3,766,000,000","3,137,000,000","0","457,000,000","479,000,000","789,000,000",,,"0","62,037,852.233","215,000,000","210,000,000","6,987,000,000","6,637,000,000","6,124,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"85,000,000","288,000,000","125,000,000",,"43,000,000","39,000,000","73,000,000","127,000,000","74,000,000","106,000,000","136,000,000","159,000,000","206,000,000","274,000,000","141,000,000","136,000,000","141,000,000","121,000,000","158,000,000","244,000,000","189,000,000","166,000,000","144,000,000","229,000,000","186,000,000","201,000,000","221,000,000","222,000,000","256,000,000","281,000,000","281,000,000",,"584,000,000","595,000,000","851,166,682.16","793,000,000","103,000,000","52,000,000","23,000,000","21,000,000","177,000,000","105,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"410,000,000","382,000,000","482,000,000","565,000,000","483,000,000","556,000,000","518,000,000","590,000,000","602,000,000","538,000,000","337,000,000","427,000,000","486,000,000","557,000,000","651,000,000","708,000,000","582,000,000","311,000,000","746,000,000","642,000,000","740,000,000","574,000,000","604,000,000","737,000,000","833,000,000","918,000,000","1,034,000,000","1,026,000,000","988,000,000","956,000,000","1,234,000,000",,"1,084,000,000","946,000,000","1,247,373,256.265","834,000,000","857,000,000","593,000,000","829,000,000","845,000,000","921,000,000","865,000,000","708,000,000","639,000,000","992,000,000","870,000,000","2,304,000,000","653,000,000","621,000,000","697,000,000","662,000,000","442,000,000","556,000,000","417,000,000","433,000,000","512,000,000","421,000,000","865,000,000","790,000,000","692,000,000","590,000,000","609,000,000",,"432,000,000","454,000,000","475,000,000","431,000,000",,"327,000,000","335,000,000","265,000,000","284,000,000","328,000,000"
	TotalNonCurrentAssets,"64,638,000,000","74,671,000,000","75,410,000,000","79,818,000,000","79,075,000,000","72,898,000,000","70,355,000,000","72,619,000,000","79,145,000,000","80,230,000,000","82,203,000,000","78,443,000,000","80,587,000,000","76,447,000,000","82,580,000,000","82,696,000,000","78,047,000,000","73,019,000,000","81,324,000,000","89,281,000,000","86,847,000,000","96,255,000,000","101,580,000,000","106,175,000,000","104,646,000,000","100,220,000,000","106,531,000,000","105,480,000,000","110,278,000,000","108,581,000,000","111,138,000,000","108,769,000,000","111,705,000,000","106,992,000,000","103,175,093,646.271","111,540,000,000","106,317,000,000","97,348,000,000","93,806,000,000","85,764,000,000","81,528,000,000","80,985,000,000","77,609,000,000","68,528,000,000","59,697,000,000","56,693,000,000","62,546,000,000","72,141,000,000","66,049,000,000","65,337,000,000","61,264,000,000","57,514,000,000","52,356,000,000","48,014,000,000","23,969,000,000","23,169,000,000","22,114,000,000","17,558,000,000","17,097,000,000","14,933,000,000","12,451,000,000","11,879,000,000","10,474,000,000","9,365,000,000","9,223,000,000","8,960,000,000","8,361,000,000","7,301,000,000","5,892,000,000","5,366,000,000","4,599,000,000","6,192,000,000","6,920,000,000"
		NetPPE,"39,172,000,000","46,576,000,000","48,869,000,000","50,637,000,000","49,903,000,000","48,385,000,000","47,433,000,000","48,710,000,000","54,149,000,000","54,878,000,000","56,280,000,000","54,659,000,000","56,273,000,000","55,419,000,000","61,127,000,000","60,959,000,000","57,925,000,000","54,102,000,000","61,853,000,000","71,277,000,000","69,708,000,000","78,122,000,000","81,366,000,000","85,509,000,000","83,762,000,000","81,665,000,000","85,057,000,000","83,537,000,000","86,620,000,000","90,744,000,000","92,095,000,000","99,331,000,000","92,531,000,000","88,895,000,000","80,986,251,907.103","91,677,000,000","86,498,000,000","83,096,000,000","78,697,000,000","72,616,000,000","68,090,000,000","67,637,000,000","65,532,000,000","59,296,000,000","51,774,000,000","49,329,000,000","52,864,000,000","59,982,000,000","55,379,000,000","54,625,000,000","50,806,000,000","47,698,000,000","41,165,000,000","38,007,000,000","19,427,000,000","18,786,000,000","17,949,000,000","14,453,000,000","13,375,000,000","11,514,000,000","9,541,000,000","9,339,000,000","8,780,000,000","6,872,000,000","6,727,000,000","6,484,000,000","5,888,000,000","5,574,000,000","3,646,000,000","3,297,000,000","2,849,000,000","3,846,000,000","3,857,000,000"
			GrossPPE,"72,846,000,000","83,496,000,000","82,946,000,000","85,097,000,000","83,196,000,000","80,738,000,000","79,626,000,000","78,658,000,000","86,649,000,000","87,064,000,000","88,396,000,000","84,944,000,000","86,173,000,000","84,265,000,000","90,617,000,000","89,881,000,000","84,618,000,000","78,652,000,000","82,528,000,000","94,173,000,000","91,177,000,000","100,612,000,000","104,041,000,000","108,913,000,000","105,756,000,000","102,750,000,000","106,182,000,000","104,193,000,000","107,699,000,000","114,001,000,000",,,,"109,972,000,000","100,081,914,375.865",,,"101,489,000,000",,"89,012,000,000",,"83,416,000,000",,,,"59,667,000,000","63,363,000,000","70,481,000,000","61,936,000,000","65,124,000,000","57,363,000,000","54,255,000,000","47,722,000,000","44,564,000,000","25,928,000,000","25,287,000,000","24,450,000,000","20,954,000,000","18,592,000,000","16,731,000,000","14,758,000,000","14,556,000,000","11,602,000,000","9,694,000,000","9,549,000,000","9,306,000,000","7,684,000,000","7,370,000,000","5,442,000,000","5,093,000,000","5,457,000,000","6,454,000,000","6,465,000,000"
				LandAndImprovements,"600,000,000","715,000,000","638,000,000","621,000,000","613,000,000","635,000,000","628,000,000","645,000,000","718,000,000","718,000,000","761,000,000","733,000,000","755,000,000","724,000,000","906,000,000","891,000,000","821,000,000","766,000,000","776,000,000","999,000,000","923,000,000","1,069,000,000","1,088,000,000","1,163,000,000","1,103,000,000","945,000,000","905,000,000","916,000,000","866,000,000","7,180,000,000",,,,"695,000,000","492,811,794.235",,,"356,000,000",,"288,000,000",,"284,000,000",,,,"182,000,000",,,,"110,000,000",,,,"2,530,000,000",,,,,,,,,,,,"749,000,000",,,,"489,000,000",,,
				BuildingsAndImprovements,"15,647,000,000","18,255,000,000","17,909,000,000","18,627,000,000","18,338,000,000","18,267,000,000","17,809,000,000","17,816,000,000","18,947,000,000","19,163,000,000","19,195,000,000","17,968,000,000","17,746,000,000","16,678,000,000","16,588,000,000","16,082,000,000","14,754,000,000","13,707,000,000","13,384,000,000","14,663,000,000","13,766,000,000","14,144,000,000","11,088,000,000","10,796,000,000","10,422,000,000","9,916,000,000","8,819,000,000","8,163,000,000","8,135,000,000","8,075,000,000",,,,"7,912,000,000","6,758,955,864.581",,,"6,087,000,000",,"4,989,000,000",,"4,324,000,000",,,,"3,742,000,000",,,,"4,086,000,000",,,,,,,,"1,254,000,000",,,,"1,300,000,000",,,,,,,,,,,
				MachineryFurnitureEquipment,"25,089,000,000","28,926,000,000","29,389,000,000","30,484,000,000","30,038,000,000","30,035,000,000","29,491,000,000","29,730,000,000","31,358,000,000","31,132,000,000","31,351,000,000","29,554,000,000","29,837,000,000","27,617,000,000","29,384,000,000","29,063,000,000","27,198,000,000","25,382,000,000","25,889,000,000","29,596,000,000","28,348,000,000","30,130,000,000","17,504,000,000","18,405,000,000","18,203,000,000","16,338,000,000","17,835,000,000","16,448,000,000","17,552,000,000","27,388,000,000",,,,"48,565,000,000","16,265,944,473.913",,,"33,189,000,000",,"38,662,000,000",,"28,247,000,000",,,,"21,211,000,000",,,,"22,496,000,000",,,,"15,016,000,000",,,,"6,557,000,000",,,,"4,373,000,000",,,,"5,090,000,000",,,,"3,105,000,000",,,
