name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
CommonStockEquity,"2,185,449,000","1,054,157,000","991,098,000","1,263,779,000","1,313,145,000","540,204,000","-49,082,000","105,978,000","45,912,000","97,054,000","-3,178,000","-8,454,000"
NetTangibleAssets,"69,152,000","-1,497,510,000","-1,884,733,000","-1,955,235,000","-622,776,000","-230,629,000","-180,176,000","37,086,000","-26,328,000","57,066,000","-3,177,000","-8,454,000"
WorkingCapital,"962,934,000","786,522,000","473,199,000","440,430,000","748,595,000","106,833,000","67,455,000","79,983,000","1,065,000","-17,944,000","-905,000","-628,000"
InvestedCapital,"3,538,290,000","2,950,841,000","2,892,753,000","3,071,272,000","2,458,260,000","885,707,000","61,680,000","154,779,000","65,350,000","125,792,000","4,802,000","11,221,000"
TangibleBookValue,"69,152,000","-1,497,510,000","-1,884,733,000","-1,955,235,000","-622,776,000","-230,629,000","-180,176,000","37,086,000","-26,328,000","57,064,000","-3,178,000","-8,454,000"
TotalDebt,"1,352,841,000","1,896,684,000","1,901,655,000","1,807,493,000","1,145,115,000","345,503,000","110,762,000","48,801,000","19,438,000","28,738,000","7,980,000","19,675,000"
NetDebt,"276,554,000","937,972,000","1,150,287,000","1,298,438,000","285,499,000","126,696,000","30,282,000",,"1,472,000","23,354,000","820,000","5,608,000"
ShareIssued,"188,402,040","169,244,520","164,785,083","162,004,956","160,069,067","124,425,853","66,097,417","61,722,247","19,627,744","19,527,951","19,527,951","19,527,951"
OrdinarySharesNumber,"188,017,674","168,860,154","164,400,717","161,620,590","159,684,701","124,041,487","66,097,417","61,722,247","19,627,744","19,527,951","19,527,951","19,527,951"
PreferredSharesNumber,,,,,,,,,,"24,961,340",,
TreasurySharesNumber,"384,366","384,366","384,366","384,366","384,366","384,366",,,,,,
