name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000
			NonCurrentDeferredRevenue,,"3,425,738,000",,,"3,032,465,000","3,239,301,000",,,,"3,183,727,000",,"1,386,494,000",,"1,625,270,000",,"1,695,863,000",,"1,052,940,000","1,323,597,000","1,450,620,000",,"1,330,757,000","1,315,762,000","1,110,735,000","1,108,778,000","1,105,294,000",,"1,203,212,000","1,041,698,000","1,100,195,000",,,,"3,175,796,000",,,,"3,990,184,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,,"0",,,"5,081,038,000","7,891,042,000",,,,"8,622,500,000",,"2,522,214,000",,"2,348,069,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,,"152,507,058,000",,,"115,358,254,000","118,325,014,000",,,,"120,297,139,000",,"109,656,486,000",,"111,048,867,000",,"130,097,650,000",,"118,943,362,000","93,630,347,000","88,057,713,000",,"86,604,565,000","73,184,212,000","62,583,423,000","64,969,092,000","66,607,874,000",,"62,612,451,000","63,493,887,000","12,335,707,000",,,,"13,315,736,000",,,,"12,884,979,000",,,,"10,822,273,000",,,,"11,358,647,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,315,736,000",,,,"12,884,979,000",,,,"10,822,273,000",,,,"11,358,647,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,,"0",,,"3,427,847,000","3,567,863,000",,,,"3,756,921,000",,"3,234,277,000",,"3,448,396,000",,"3,321,819,000",,"3,314,146,000","2,710,740,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"204,983,000,000","94,702,022,000","159,724,000,000","165,241,000,000",,"158,619,000,000","152,606,000,000","165,763,000,000","158,178,000,000","166,103,000,000","147,501,000,000",,"150,411,000,000","146,473,000,000","167,113,000,000",,"154,877,000,000","146,111,000,000",,,"120,108,000,000",,,,,"80,197,000,000","63,505,000,000",,,,"31,060,000,000","36,251,000,000","31,447,000,000",,"44,009,000,000","42,891,000,000","43,884,000,000",,"45,101,000,000","24,876,000,000","25,791,000,000",,"31,985,000,000","30,469,000,000","27,706,000,000",,"23,751,976,500","21,483,714,000","22,494,082,500","8,932,260,000","14,614,760,370","13,837,155,000","3,632,426,490","151,130,000","3,775,400,000","3,618,636,000","3,596,646,000","114,748,150","7,754,355,000","7,375,975,500","6,841,999,500","222,053,364","3,916,785,000","3,692,374,000","3,764,595,000","128,998,657","3,031,302,480","2,007,317,760","2,058,189,260",,"2,089,704,400","2,048,670,000","2,000,220,000","16,680,303.36","3,680,370,000","2,563,100,000","3,704,404,380","1,156,626,000"
TotalEquityGrossMinorityInterest,"232,373,000,000","226,906,865,000","238,815,000,000","249,323,000,000","257,771,845,000","245,872,422,000","175,275,000,000","217,550,000,000","222,404,000,000","260,633,517,000","249,562,000,000","235,731,913,000","272,490,000,000","271,023,767,000","236,265,000,000","217,836,142,000","185,574,000,000","160,854,186,000","152,852,096,000","182,198,521,000","210,195,000,000","234,639,048,000","237,005,246,000","211,779,329,000","210,823,294,000","210,301,077,000","217,876,000,000","214,377,577,000","246,113,595,000","312,323,377,000","303,283,000,000","290,811,000,000","298,064,000,000","295,639,695,000","341,856,000,000","334,725,000,000","340,191,000,000","336,037,170,000","323,373,000,000","267,328,000,000","180,175,000,000","177,905,563,000","185,523,000,000","160,166,000,000","153,057,000,000","144,924,549,000","124,870,032,000","136,266,069,000","139,197,424,000","127,164,882,000","149,907,871,140","130,638,705,000","127,399,906,590","108,770,420,000","112,098,650,000","106,648,620,000","95,925,048,000","85,725,009,755","86,803,605,000","81,361,197,000","79,302,457,500","77,316,840,108","79,277,999,000","73,537,871,000","72,959,850,000","68,989,952,261","64,217,484,060","61,840,023,700","55,948,265,120","49,558,439,700","47,614,679,280","60,336,315,000","56,952,210,000","56,242,781,475.84","62,271,480,000","60,539,700,000","67,996,189,860","66,583,103,400"
	StockholdersEquity,"232,373,000,000","177,909,959,000","188,766,369,000","199,274,369,000","207,723,214,000","195,995,645,000","175,275,000,000","217,550,000,000","222,404,000,000","194,164,312,000","249,562,000,000","176,155,557,000","272,490,000,000","208,915,243,000","236,265,000,000","165,773,633,000","185,574,000,000","112,277,995,000","101,103,847,000","129,524,435,000","210,195,000,000","184,384,276,000","189,838,409,000","203,171,669,000","202,234,898,000","202,400,611,000","217,876,000,000","205,525,822,000","237,123,187,000","301,797,815,000","303,283,000,000","290,811,000,000","298,064,000,000","285,640,184,000","341,856,000,000","334,725,000,000","340,191,000,000","307,651,983,000","323,373,000,000","267,328,000,000","180,175,000,000","177,173,124,000","185,523,000,000","160,166,000,000","153,057,000,000","144,268,067,000","124,870,032,000","136,266,069,000","139,197,424,000","126,543,981,000","149,907,871,140","130,638,705,000","127,399,906,590","108,111,925,000","112,098,650,000","106,648,620,000","95,925,048,000","84,701,967,900","86,803,605,000","81,361,197,000","79,302,457,500","75,662,801,316","79,277,999,000","73,537,871,000","72,959,850,000","63,907,581,993","64,217,484,060","61,840,023,700","55,948,265,120","48,374,024,160","47,614,679,280","60,336,315,000","56,952,210,000","55,500,053,224.32","62,271,480,000","60,539,700,000","67,996,189,860","64,433,706,750"
		CapitalStock,,"0",,,"0","0",,,,"0",,"0",,"0",,"0",,"0","0","0",,"0","0","0","0","0",,"0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"33,902,930,050",,,,"32,688,978,372",,,,"31,091,451,705",,,,"30,233,765,100",,,,"28,197,416,177.28",,,,"27,672,277,050"
			CommonStock,,"0",,,"0","0",,,,"0",,"0",,"0",,"0",,"0","0","0",,"0","0","0","0","0",,"0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"33,902,930,050",,,,"32,688,978,372",,,,"31,091,451,705",,,,"30,233,765,100",,,,"28,197,416,177.28",,,,"27,672,277,050"
		AdditionalPaidInCapital,,"96,338,262,000",,,"96,338,332,000","96,338,378,000",,,,"96,338,508,000",,"96,337,344,000",,"96,337,514,000",,"96,336,660,000",,"96,338,477,000","96,374,352,000","96,376,927,000",,"96,382,631,000","96,385,288,000","96,387,712,000","96,388,650,000","96,392,339,000",,"96,399,715,000","96,408,965,000","96,414,841,000",,,,"96,419,636,000",,,,"96,433,461,000",,,,"36,524,423,000",,,,"36,532,481,000",,,,"36,644,052,000",,,,"34,954,210,000",,,,,,,,,,,,,,,,,,,,,,,,"29,571,071,400"
		RetainedEarnings,,"281,450,127,000",,,"256,528,752,000","237,255,485,000",,,,"171,087,598,000",,"187,539,944,000",,"157,715,300,000",,"158,706,161,000",,"172,331,439,000","141,692,442,000","153,185,401,000",,"192,334,408,000","199,126,318,000","198,365,678,000","199,012,925,000","197,318,912,000",,"188,653,914,000","219,254,041,000","213,119,991,000",,,,"164,052,481,000",,,,"196,132,692,000",,,,"115,866,428,000",,,,"88,746,689,000",,,,"93,908,553,000",,,,"86,133,305,000",,,,"66,480,004,140","67,810,275,000","62,626,004,500","57,303,141,000","52,557,201,450",,,,"47,552,181,695","45,129,064,820","41,400,928,800","37,898,699,620","33,651,946,790","35,117,227,600","34,041,735,000","30,778,160,000","29,598,216,048","7,807,710,000","7,084,625,000","7,513,024,740","7,257,828,150"
		GainsLossesNotAffectingRetainedEarnings,,"-199,878,430,000",,,"-145,143,870,000","-137,598,218,000",,,,"-73,261,794,000",,"-107,721,731,000",,"-45,137,571,000",,"-89,269,188,000",,"-156,391,921,000","-136,962,947,000","-120,037,893,000",,"-104,332,763,000","-105,673,197,000","-91,581,721,000","-93,166,677,000","-91,310,640,000",,"-79,527,807,000","-78,539,819,000","-7,737,017,000",,,,"25,168,067,000",,,,"15,085,830,000",,,,"24,782,273,000",,,,"18,988,897,000","124,870,032,000","136,266,069,000","139,197,424,000","-4,008,624,000","149,907,871,140","130,638,705,000","127,399,906,590","-12,975,590,000","112,098,650,000","106,648,620,000","95,925,048,000","-15,680,966,290","18,993,330,000","18,735,192,500","21,999,316,500","-9,583,378,506","79,277,999,000","73,537,871,000","72,959,850,000","-14,736,051,407","19,088,419,240","20,439,094,900","18,049,565,500","-15,511,687,730","12,497,451,680","26,294,580,000","26,174,050,000","-2,295,579,000.96","54,463,770,000","53,455,075,000","60,483,165,120","-67,469,850"
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-587,951,550"
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"520,481,700"
	MinorityInterest,,"48,996,906,000",,,"50,048,631,000","49,876,777,000",,,,"66,469,205,000",,"59,576,356,000",,"62,108,524,000",,"52,062,509,000",,"48,576,191,000","51,748,249,000","52,674,086,000",,"50,254,772,000","47,166,837,000","8,607,660,000","8,588,396,000","7,900,466,000",,"8,851,755,000","8,990,408,000","10,525,562,000",,,,"9,999,511,000",,,,"28,385,187,000",,,,"732,439,000",,,,"656,482,000",,,,"620,901,000",,,,"658,495,000",,,,"1,023,041,855",,,,"1,654,038,792",,,,"5,082,370,268",,,,"1,184,415,540",,,,"742,728,251.52",,,,"2,149,396,650"
TotalCapitalization,"935,180,000,000","672,992,403,000","684,828,369,000","692,706,369,000","700,640,633,000","738,687,464,000","750,413,000,000","847,761,000,000","842,077,000,000","840,303,370,000","843,224,000,000","739,761,047,000","849,546,000,000","834,109,387,000","862,326,000,000","775,066,655,000","783,208,000,000","675,904,953,000","688,973,676,000","714,703,504,000","711,941,000,000","730,333,746,000","715,364,366,000","658,155,602,000","634,030,264,000","666,878,977,000","686,766,000,000","606,591,907,000","616,426,877,000","705,846,097,000","694,076,000,000","691,755,000,000","645,776,000,000","639,615,671,000","673,921,000,000","617,488,000,000","631,183,000,000","601,712,935,000","664,767,000,000","486,235,000,000","353,241,000,000","278,914,323,000","282,570,000,000","262,622,000,000","253,421,000,000","261,023,160,000","219,539,092,500","206,062,392,000","211,837,889,000","211,552,953,000","233,901,751,980","214,222,455,000","224,757,769,170","193,241,295,000","184,127,575,000","180,403,614,000","149,266,242,000","136,270,232,340","135,394,695,000","131,586,544,000","132,386,551,500","131,548,693,086","126,336,184,000","118,832,521,000","114,270,450,000","100,992,832,579","103,371,807,760","98,118,110,300","93,146,533,840","84,612,983,840","80,693,170,880","84,353,490,000","76,152,520,000","70,569,224,818.56","69,984,090,000","63,093,775,000","69,502,584,480","65,619,248,400"
CommonStockEquity,"232,373,000,000","177,909,959,000","188,766,369,000","199,274,369,000","207,723,214,000","195,995,645,000","175,275,000,000","217,550,000,000","222,404,000,000","194,164,312,000","249,562,000,000","176,155,557,000","272,490,000,000","208,915,243,000","236,265,000,000","165,773,633,000","185,574,000,000","112,277,995,000","101,103,847,000","129,524,435,000","210,195,000,000","184,384,276,000","189,838,409,000","203,171,669,000","202,234,898,000","202,400,611,000","217,876,000,000","205,525,822,000","237,123,187,000","301,797,815,000","303,283,000,000","290,811,000,000","298,064,000,000","285,640,184,000","341,856,000,000","334,725,000,000","340,191,000,000","307,651,983,000","323,373,000,000","267,328,000,000","180,175,000,000","177,173,124,000","185,523,000,000","160,166,000,000","153,057,000,000","144,268,067,000","124,870,032,000","136,266,069,000","139,197,424,000","126,543,981,000","149,907,871,140","130,638,705,000","127,399,906,590","108,111,925,000","112,098,650,000","106,648,620,000","95,925,048,000","84,701,967,900","86,803,605,000","81,361,197,000","79,302,457,500","75,662,801,316","79,277,999,000","73,537,871,000","72,959,850,000","63,907,581,993","64,217,484,060","61,840,023,700","55,948,265,120","48,374,024,160","47,614,679,280","60,336,315,000","56,952,210,000","55,500,053,224.32","62,271,480,000","60,539,700,000","67,996,189,860","64,433,706,750"
CapitalLeaseObligations,"129,646,000,000","11,743,000","112,358,000,000","115,986,000,000","89,860,929,000","12,460,000",,,,"36,962,000",,"30,626,000",,"32,160,000",,"89,802,000",,"138,077,000","0","38,024,000",,"106,862,000","129,652,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"-62,265,000,000","-100,159,231,000","-73,030,631,000","-70,660,631,000","207,723,214,000","-71,708,555,000","-68,684,000,000","-38,352,000,000","-38,211,000,000","-100,838,546,000","-15,680,000,000","-99,105,250,000","4,796,000,000","-96,086,838,000","-38,708,000,000","-122,304,774,000","-62,483,000,000","-149,580,761,000","-159,143,907,000","-111,021,387,000","-26,903,000,000","-66,348,765,000","-14,815,241,000","69,703,715,000","202,234,898,000","71,694,189,000","85,363,000,000","65,870,410,000","237,123,187,000","156,896,211,000","162,426,000,000","141,648,000,000","147,629,000,000","171,063,998,000","227,419,000,000","219,273,000,000","223,629,000,000","187,680,281,000","201,678,000,000","181,551,000,000","92,878,000,000","84,810,787,000","90,341,000,000","67,455,000,000","60,479,000,000","51,462,262,000","33,174,067,500","43,451,481,000","53,804,994,500","39,443,553,000","63,880,822,440","44,930,310,000","60,912,148,770","43,525,440,000","59,989,350,000","54,122,208,000","44,224,620,000","34,839,640,110","36,889,650,000","33,347,569,000","35,359,632,000","31,255,215,984","35,796,009,000","32,428,676,000","30,627,590,000","22,320,281,635","30,521,701,420","28,823,828,460","25,096,977,940","20,228,570,670","17,176,350,800","45,100,575,000","42,617,300,000","48,814,371,175.68","54,844,170,000","50,386,575,000","58,806,235,260","57,310,818,300"
WorkingCapital,"-46,312,000,000","-194,555,422,000","-163,960,000,000","-192,329,000,000","-174,992,594,000","-118,035,365,000","-115,910,000,000","-76,696,000,000","-80,772,000,000","-71,101,279,000","-80,029,000,000","-101,476,692,000","-103,143,000,000","-128,094,242,000","-100,905,000,000","-86,449,062,000","-48,414,000,000","-74,203,805,000","-63,750,792,000","-53,556,949,000","-110,164,000,000","-90,503,467,000","-41,831,158,000","-42,742,438,000","-67,197,209,000","-37,256,885,000","-27,689,000,000","-92,956,745,000","-55,031,912,000","-43,727,438,000","-35,495,000,000","-40,996,000,000","-23,919,000,000","-22,481,164,000","51,273,000,000","9,461,000,000","38,097,000,000","29,168,889,000","113,144,000,000","86,832,000,000","58,667,000,000","-32,158,359,000","-29,573,000,000","-34,643,000,000","-44,322,000,000","-34,310,227,000","-31,184,716,500","-44,862,444,000","-30,662,146,500","-33,800,979,000","-6,667,916,100","-19,003,170,000","-11,868,870,750","-12,878,435,000","5,992,350,000","-269,712,000","-20,482,410,000","-29,060,313,975","-22,488,705,000","-9,501,802,500","-1,406,349,000","740,437,020","-2,588,484,000","-3,371,298,000","-3,897,855,000","-10,197,642,076","1,845,140,640","-805,018,060","-2,618,533,980","-4,498,701,130","-7,828,746,240","-1,014,390,000","1,783,980,000","3,655,733,137.92","789,330,000","-487,350,000","11,103,738,960","15,768,667,800"
InvestedCapital,"1,075,901,000,000","802,152,693,000","627,482,000,000","651,985,000,000","700,640,633,000","834,905,638,000","820,322,000,000","904,103,000,000","904,479,000,000","892,012,249,000","903,159,000,000","797,203,223,000","919,119,000,000","916,684,486,000","941,494,000,000","880,703,884,000","860,101,000,000","795,356,662,000","821,858,064,000","792,147,308,000","802,540,000,000","788,032,401,000","766,331,547,000","709,621,251,000","634,030,264,000","692,720,455,000","730,281,000,000","664,024,537,000","616,426,877,000","719,467,903,000","714,396,000,000","714,913,000,000","676,495,000,000","666,258,986,000","715,849,000,000","638,883,000,000","644,657,000,000","610,752,139,000","686,007,000,000","494,076,000,000","360,588,000,000","288,082,264,000","290,880,000,000","275,309,000,000","273,284,000,000","287,754,515,000","243,553,401,000","229,338,132,000","244,308,070,500","231,552,501,000","247,215,722,160","223,066,155,000","233,336,478,540","218,307,285,000","194,279,450,000","192,270,942,000","170,791,788,000","153,290,440,105","145,149,480,000","140,540,785,000","137,766,394,500","136,923,730,542","133,113,925,000","124,543,087,000","124,276,055,000","113,062,303,697","113,245,506,780","104,725,531,260","101,206,877,120","94,919,476,960","91,600,408,480","94,746,015,000","84,234,490,000","76,830,241,259.52","79,731,840,000","71,414,825,000","77,385,102,240","72,385,510,500"
TangibleBookValue,"-62,265,000,000","-100,159,231,000","-73,030,631,000","-70,660,631,000","207,723,214,000","-71,708,555,000","-68,684,000,000","-38,352,000,000","-38,211,000,000","-100,838,546,000","-15,680,000,000","-99,105,250,000","4,796,000,000","-96,086,838,000","-38,708,000,000","-122,304,774,000","-62,483,000,000","-149,580,761,000","-159,143,907,000","-111,021,387,000","-26,903,000,000","-66,348,765,000","-14,815,241,000","69,703,715,000","202,234,898,000","71,694,189,000","85,363,000,000","65,870,410,000","237,123,187,000","156,896,211,000","162,426,000,000","141,648,000,000","147,629,000,000","171,063,998,000","227,419,000,000","219,273,000,000","223,629,000,000","187,680,281,000","201,678,000,000","181,551,000,000","92,878,000,000","84,810,787,000","90,341,000,000","67,455,000,000","60,479,000,000","51,462,262,000","33,174,067,500","43,451,481,000","53,804,994,500","39,443,553,000","63,880,822,440","44,930,310,000","60,912,148,770","43,525,440,000","59,989,350,000","54,122,208,000","44,224,620,000","34,839,640,110","36,889,650,000","33,347,569,000","35,359,632,000","31,255,215,984","35,796,009,000","32,428,676,000","30,627,590,000","22,320,281,635","30,521,701,420","28,823,828,460","25,096,977,940","20,228,570,670","17,176,350,800","45,100,575,000","42,617,300,000","48,814,371,175.68","54,844,170,000","50,386,575,000","58,806,235,260","57,310,818,300"
TotalDebt,"973,174,000,000","624,254,477,000","739,840,000,000","767,971,000,000","582,778,348,000","638,922,453,000","645,047,000,000","686,553,000,000","682,075,000,000","697,884,899,000","653,597,000,000","621,078,292,000","646,629,000,000","707,801,403,000","705,229,000,000","715,020,053,000","674,527,000,000","683,216,744,000","720,754,217,000","662,660,897,000","592,345,000,000","603,754,987,000","576,622,790,000","506,449,582,000","431,795,366,000","490,319,844,000","512,405,000,000","458,498,715,000","379,303,690,000","417,670,088,000","411,113,000,000","424,102,000,000","378,431,000,000","380,618,802,000","373,993,000,000","304,158,000,000","304,466,000,000","303,100,156,000","362,634,000,000","226,748,000,000","180,413,000,000","110,909,140,000","105,357,000,000","115,143,000,000","120,227,000,000","143,486,448,000","118,683,369,000","93,072,063,000","105,110,646,500","105,008,520,000","97,307,851,020","92,427,450,000","105,936,571,950","110,195,360,000","82,180,800,000","85,622,322,000","74,866,740,000","68,588,472,205","58,345,875,000","59,179,588,000","58,463,937,000","61,260,929,226","53,835,926,000","51,005,216,000","51,316,205,000","49,154,721,704","49,028,022,720","42,885,507,560","45,258,612,000","46,545,452,800","43,985,729,200","34,409,700,000","27,282,280,000","21,330,188,035.2","17,460,360,000","10,875,125,000","9,388,912,380","7,951,803,750"
NetDebt,"843,528,000,000","604,497,078,000","627,482,000,000","651,985,000,000","492,917,419,000","617,250,031,000","645,047,000,000","686,553,000,000","614,072,000,000","673,577,464,000","653,597,000,000","600,149,944,000","646,629,000,000","684,550,860,000","630,059,000,000","668,020,781,000","577,250,000,000","637,918,635,000","650,880,066,000","544,012,887,000","536,136,000,000","537,174,422,000","486,764,687,000","412,322,956,000","431,795,366,000","442,156,294,000","440,179,000,000","426,913,463,000","379,303,690,000","372,182,888,000","363,158,000,000","361,741,000,000","318,087,000,000","321,494,806,000","247,335,000,000","216,698,000,000","211,257,000,000","207,161,691,000","184,186,000,000","72,008,000,000","66,396,000,000","83,463,260,000","88,795,000,000","95,484,000,000","112,448,000,000","121,394,309,000","106,561,444,500","84,760,770,000","87,274,913,000","93,004,434,000","69,925,670,970","74,966,535,000","84,572,604,600","69,120,385,000","38,489,325,000","43,895,628,000","51,233,190,000","57,302,986,345","47,289,735,000","36,589,992,000","42,971,775,000","44,796,239,802","38,906,731,000","42,003,621,000","35,935,780,000","39,897,336,257","30,565,633,340","30,182,949,860","36,390,079,220","37,329,868,730","38,460,754,640","26,861,445,000","16,064,830,000","18,820,202,561.28","7,227,600,000","1,137,150,000",,
ShareIssued,"65,996,000,000","66,005,000,000","66,007,375,141","66,016,929,834","66,022,838,619","71,083,146,693","66,055,712,782","66,057,322,014","66,063,212,170","95,490,688,657","66,057,010,835","95,489,424,196","65,798,000,000","95,489,724,196","65,564,000,000","95,489,724,196","65,999,000,000","95,488,724,196","95,489,724,196","95,504,674,776","67,526,000,000","95,492,724,196","95,489,724,196","95,489,724,196","69,593,000,000","95,489,724,196","72,210,995,400","95,489,724,196","74,439,000,000","95,487,724,196","95,489,724,196","95,489,724,196","76,990,000,000","76,990,000,000","76,990,000,000",,"80,346,000,000","80,346,000,000","80,346,000,000",,"64,568,000,000","64,568,000,000","64,568,000,000",,"66,500,000,000","66,500,000,000","66,500,000,000","69,580,000,000","69,580,000,000","69,794,000,000","70,220,000,000","70,326,000,000","70,400,000,000","70,604,000,000","70,604,000,000",,"72,492,000,000","72,492,000,000","72,492,000,000",,"73,584,000,000","73,584,000,000","73,584,000,000",,"77,016,000,000","77,016,000,000","77,016,000,000",,"77,496,000,000","77,496,000,000","77,496,000,000",,"79,194,000,000","79,194,000,000","79,194,000,000",,,
OrdinarySharesNumber,"65,996,000,000","66,005,000,000","66,007,375,141","66,016,929,834","66,022,838,619","66,054,727,049","66,055,712,782","66,057,322,014","66,063,212,170","66,070,000,000","66,057,010,835","65,753,398,000","65,798,000,000","65,798,000,000","65,564,000,000","65,564,000,000","65,999,000,000","65,999,000,000","66,210,200,000","66,796,150,480","67,526,000,000","68,153,000,000","68,787,850,000","69,374,600,000","69,593,000,000","70,475,000,000","72,210,995,400","72,210,995,400","74,439,000,000","75,839,000,000","76,060,886,610","76,194,075,000","76,990,000,000","76,990,000,000","76,990,000,000",,"80,346,000,000","80,346,000,000","80,346,000,000",,"64,568,000,000","64,568,000,000","64,568,000,000",,"66,500,000,000","66,500,000,000","66,500,000,000","69,580,000,000","69,580,000,000","69,794,000,000","70,220,000,000","70,326,000,000","70,400,000,000","70,604,000,000","70,604,000,000",,"72,492,000,000","72,492,000,000","72,492,000,000",,"73,584,000,000","73,584,000,000","73,584,000,000",,"77,016,000,000","77,016,000,000","77,016,000,000",,"77,496,000,000","77,496,000,000","77,496,000,000",,"79,194,000,000","79,194,000,000","79,194,000,000",,,
TreasurySharesNumber,,,,,,"5,028,419,644",,,,"29,420,688,657",,"29,736,026,196",,"29,691,724,196",,"29,925,724,196",,"29,489,724,196","29,279,524,196","28,708,524,296",,"27,339,724,196","26,701,874,196","26,115,124,196",,"25,014,724,196",,"23,278,728,796",,"19,648,724,196","19,428,837,586","19,295,649,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
