name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000
	TotalNonCurrentAssets,"1,290,128,000,000","1,201,089,334,000","1,143,563,000,000","1,188,832,000,000","1,184,263,458,000","1,080,167,868,000","1,018,929,000,000","1,090,220,000,000","1,081,027,000,000","1,143,976,634,000","1,070,754,000,000","1,044,831,286,000","1,103,101,000,000","1,173,133,267,000","1,130,344,000,000","1,074,756,716,000","986,499,000,000","945,155,159,000","926,808,509,000","938,952,749,000","942,213,000,000","989,948,512,000","909,659,620,000","786,550,225,000","788,357,476,000","788,894,365,000","777,961,000,000","778,465,766,000","750,556,879,000","794,766,774,000","760,631,000,000","769,002,000,000","701,142,000,000","705,339,594,000","666,657,000,000","650,918,000,000","636,970,000,000","642,982,562,000","596,724,000,000","424,279,000,000","320,365,000,000","344,909,639,000","344,128,000,000","327,734,000,000","325,449,000,000","321,969,591,000","274,475,785,500","272,408,550,000","264,994,118,000","267,434,043,000","255,184,428,450","247,062,780,000","240,259,066,410","210,297,395,000","181,910,625,000","184,291,962,000","173,345,298,000","169,954,748,150","165,637,755,000","148,464,322,000","140,634,900,000","138,857,684,958","132,841,453,000","125,896,193,000","121,932,900,000","120,038,996,917","104,557,969,600","100,930,446,120","97,823,257,080","92,374,022,510","90,611,621,520","87,416,550,000","76,368,760,000","69,663,813,586.56","72,875,130,000","66,144,225,000","62,103,249,900","55,720,457,550"
		NetPPE,"806,622,000,000","757,346,593,000","730,318,000,000","752,683,000,000",,"640,000,720,000","591,270,000,000","629,526,000,000","629,785,000,000","676,343,198,000","623,119,000,000","615,502,880,000","654,494,000,000","701,190,066,000","663,037,000,000","646,935,859,000","589,168,000,000","573,528,878,000","558,722,383,000","577,814,784,000","558,620,000,000","595,596,318,000","565,354,110,000","500,827,260,000",,"501,106,951,000","485,334,000,000","486,797,598,000",,"500,434,272,000","472,264,000,000","484,606,000,000","476,957,000,000","466,086,773,000","429,757,000,000","413,105,000,000","403,990,000,000","411,820,387,000","405,305,000,000","210,458,000,000","210,017,000,000","227,049,009,000","229,713,000,000","216,600,000,000","215,596,000,000","209,896,820,000","168,187,603,500","165,401,940,000","165,520,286,500","167,490,768,000","157,657,957,230","149,490,885,000","140,516,388,870","136,826,625,000","121,010,350,000","122,808,864,000","113,832,216,000","111,924,613,075","108,367,380,000","93,429,023,000","87,015,054,000","84,638,614,986","84,034,906,000","78,170,539,000","73,392,945,000","70,933,470,849","64,206,501,080","64,025,072,720","62,413,781,120","61,038,958,750","52,793,068,720","46,065,240,000","43,428,200,000","39,705,115,628.16","38,239,710,000","35,621,675,000","35,092,362,720","33,281,913,150"
			GrossPPE,"1,547,771,000,000","1,437,590,910,000","730,318,000,000","752,683,000,000",,"1,285,672,457,000","591,270,000,000","629,526,000,000",,"1,303,278,914,000","623,119,000,000",,"654,494,000,000","1,256,341,372,000","663,037,000,000",,"589,168,000,000","861,840,855,000",,,"558,620,000,000","873,600,272,000",,,,"693,345,079,000","485,334,000,000",,,"649,994,444,000",,"484,606,000,000",,"601,550,149,000",,,,"485,532,931,000",,,,"476,189,222,000","229,713,000,000",,,"414,220,501,000","168,187,603,500","326,663,682,000","259,825,265,000","328,761,633,000","252,058,159,590","243,762,570,000","234,915,314,370","231,179,059,485","184,884,850,000","188,214,024,000","177,072,336,000","173,698,977,100","155,323,710,000","140,304,582,000","135,746,163,000","133,130,509,560","125,405,238,000","119,956,287,000","113,859,565,000","111,711,919,300","93,618,921,520","92,022,973,560","91,271,534,200","88,862,334,330","67,665,647,840","60,574,995,000","56,573,790,000","52,979,008,181.76","45,143,970,000","42,173,825,000","41,970,617,400","40,279,500,450"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,
				LandAndImprovements,,"50,801,253,000",,,,"57,130,326,000",,,,"62,584,189,000",,,,"62,135,411,000",,,,"54,794,386,000",,,,"56,463,536,000",,,,"48,227,443,000",,,,"52,538,431,000",,,,"55,250,523,000",,,,"44,187,818,000",,,,"22,268,890,000",,,,"21,148,304,000",,,,"16,186,998,000",,,,"9,057,080,565",,,,"6,076,142,765",,,,"6,873,792,156",,,,"7,027,399,641",,,,"6,514,285,470",,,,"4,509,675,538.56",,,,
				MachineryFurnitureEquipment,"1,422,775,000,000","1,024,906,696,000","730,318,000,000","752,683,000,000",,"997,640,465,000","591,270,000,000","629,526,000,000",,"1,016,257,544,000","623,119,000,000",,"654,494,000,000","999,559,061,000","663,037,000,000",,"589,168,000,000","661,727,091,000",,,"558,620,000,000","663,465,951,000",,,,"527,274,727,000","485,334,000,000",,,"467,496,768,000",,"484,606,000,000",,"412,001,302,000",,,,"336,923,824,000",,,,"371,426,995,000","229,713,000,000",,,"320,141,371,000",,,,"259,340,544,000",,,,"187,362,705,030",,,,"133,363,335,820",,,,"97,223,178,978",,,,"83,456,882,500",,,,"65,267,530,020",,,,"32,741,925,719.04",,,,
				OtherProperties,"124,996,000,000","280,343,787,000",,,,"149,809,137,000",,,,"150,315,807,000",,,,"144,927,016,000",,,,"106,468,602,000",,,,"114,563,600,000",,,,"78,010,934,000",,,,"83,991,678,000",,,,"83,450,047,000",,,,"63,338,958,000",,,,"51,486,555,000",,,,"39,713,303,000",,,,"31,796,667,000",,,,"23,386,352,770",,,,"18,553,608,205",,,,"20,095,274,142",,,,"15,688,315,979",,,,"13,194,804,700",,,,"8,651,875,080.96",,,,
				ConstructionInProgress,,"81,539,174,000",,,,"81,092,529,000",,,,"74,121,374,000",,,,"49,719,884,000",,,,"38,850,776,000",,,,"39,107,185,000",,,,"39,831,975,000",,,,"45,967,567,000",,,,"50,848,277,000",,,,"41,082,331,000",,,,"31,006,782,000",,,,"33,217,523,000",,,,"21,437,424,000",,,,"11,372,921,120",,,,"15,705,890,310",,,,"8,938,264,284",,,,"5,539,321,180",,,,"3,885,714,140",,,,"7,075,531,843.2",,,,
			AccumulatedDepreciation,"-741,149,000,000","-680,244,317,000",,,,"-645,671,737,000",,,,"-626,935,716,000",,,,"-555,151,306,000",,,,"-288,311,977,000",,,,"-278,003,954,000",,,,"-192,238,128,000",,,,"-149,560,172,000",,,,"-135,463,376,000",,,,"-73,712,544,000",,,,"-249,140,213,000",,,,"-204,323,681,000",,"-161,261,742,000","-94,304,978,500","-161,270,865,000","-94,400,202,360","-94,271,685,000","-94,398,925,500","-94,352,434,485","-63,874,500,000","-65,405,160,000","-63,240,120,000","-61,774,364,025","-46,956,330,000","-46,875,559,000","-48,731,109,000","-48,491,894,574","-41,370,332,000","-41,785,748,000","-40,466,620,000","-40,778,448,451","-29,412,420,440","-27,997,900,840","-28,857,753,080","-27,823,375,580","-14,872,579,120","-14,509,755,000","-13,145,590,000","-13,273,892,553.6","-6,904,260,000","-6,552,150,000","-6,878,254,680","-6,997,587,300"
		GoodwillAndOtherIntangibleAssets,"294,638,000,000","278,069,190,000","261,797,000,000","269,935,000,000",,"267,704,200,000","243,959,000,000","255,902,000,000","260,615,000,000","295,002,858,000","265,242,000,000","275,260,807,000","267,694,000,000","305,002,081,000","274,973,000,000","288,078,407,000","248,057,000,000","261,858,756,000","260,247,754,000","240,545,822,000","237,098,000,000","250,733,041,000","204,653,650,000","133,467,954,000",,"130,706,422,000","132,513,000,000","139,655,412,000",,"144,901,604,000","140,857,000,000","149,163,000,000","150,435,000,000","114,576,186,000","114,437,000,000","115,452,000,000","116,562,000,000","119,971,702,000","121,695,000,000","85,777,000,000","87,297,000,000","92,362,337,000","95,182,000,000","92,711,000,000","92,578,000,000","92,805,805,000","91,695,964,500","92,814,588,000","85,392,429,500","87,100,428,000","86,027,048,700","85,708,395,000","66,487,757,820","64,586,485,000","52,109,300,000","52,526,412,000","51,700,428,000","49,862,327,790","49,913,955,000","48,013,628,000","43,942,825,500","44,407,585,332","43,481,990,000","41,109,195,000","42,332,260,000","41,587,300,358","33,695,782,640","33,016,195,240","30,851,287,180","28,145,453,490","30,438,328,480","15,235,740,000","14,334,910,000","6,685,682,048.64","7,427,310,000","10,153,125,000","9,189,954,600","7,122,888,450"
			Goodwill,"154,355,000,000","152,899,801,000","145,991,000,000","147,713,000,000",,"145,566,497,000","144,494,000,000","149,232,000,000","149,125,000,000","151,463,232,000","148,341,000,000","146,126,558,000","149,779,000,000","152,632,635,000","148,711,000,000","146,444,878,000","140,277,000,000","137,113,716,000","136,347,853,000","139,411,918,000","135,525,000,000","140,903,391,000","129,670,483,000","95,428,607,000",,"92,486,284,000","93,496,000,000","98,017,583,000",,"99,705,859,000","102,170,000,000","106,115,000,000","104,096,000,000","73,038,433,000","72,134,000,000","71,178,000,000","70,609,000,000","70,918,967,000","70,501,000,000","45,971,000,000","45,861,000,000","45,805,279,000","45,312,000,000","92,711,000,000","92,578,000,000","44,696,281,000","44,891,563,500","43,523,574,000","44,711,642,000","44,835,588,000","44,849,934,030","43,916,520,000","26,310,250,230","25,540,970,000","12,522,475,000","11,867,328,000","12,441,570,000","12,253,828,620",,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"140,283,000,000","125,169,389,000","115,806,000,000","122,222,000,000",,"122,137,703,000","99,465,000,000","106,670,000,000","111,490,000,000","143,539,626,000","116,901,000,000","129,134,249,000","117,915,000,000","152,369,446,000","126,262,000,000","141,633,529,000","107,780,000,000","124,745,040,000","123,899,901,000","101,133,904,000","101,573,000,000","109,829,650,000","74,983,167,000","38,039,347,000",,"38,220,138,000","39,017,000,000","41,637,829,000",,"45,195,745,000","38,687,000,000","43,048,000,000","46,339,000,000","41,537,753,000","42,303,000,000","44,274,000,000","45,953,000,000","49,052,735,000","51,194,000,000","39,806,000,000","41,436,000,000","46,557,058,000","49,870,000,000",,,"48,109,524,000","46,804,401,000","49,291,014,000","40,680,787,500","42,264,840,000","41,177,114,670","41,791,875,000","40,177,507,590","39,045,515,000","39,586,825,000","40,659,084,000","39,258,858,000","37,608,499,170","49,913,955,000","48,013,628,000","43,942,825,500","44,407,585,332","43,481,990,000","41,109,195,000","42,332,260,000","41,587,300,358","33,695,782,640","33,016,195,240","30,851,287,180","28,145,453,490","30,438,328,480","15,235,740,000","14,334,910,000","6,685,682,048.64","7,427,310,000","10,153,125,000","9,189,954,600","7,122,888,450"
		InvestmentsAndAdvances,"2,460,000,000","2,474,193,000","2,496,000,000","3,091,000,000",,"3,132,707,000","2,622,000,000","3,206,000,000","3,229,000,000","3,735,172,000","2,926,000,000","3,169,123,000","3,270,000,000","3,603,484,000","3,573,000,000","3,483,823,000","3,381,000,000","3,110,570,000","3,795,776,000","3,155,048,000","45,255,000,000","49,262,581,000","48,165,752,000","75,407,729,000",,"88,887,024,000","92,688,000,000","90,486,577,000",,"73,116,285,000","71,723,000,000","59,658,000,000","2,007,000,000","54,218,023,000","52,506,000,000","54,822,000,000","51,931,000,000","50,539,455,000","17,550,000,000","105,416,000,000","969,000,000","974,693,000","961,000,000","897,000,000","872,000,000","789,612,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
