name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
				ServiceChargeOnDepositorAccounts,"119,900,000","110,100,000","105,100,000","106,838,000","101,528,000","60,185,000","57,309,000","52,814,000","51,638,000","49,336,000","18,181,000","20,323,000","20,712,000","17,787,000","17,581,000","30,598,000","32,084,000","29,122,000","26,789,000"
				TrustFeesbyCommissions,"23,900,000","23,800,000","23,200,000","21,067,000","20,460,000","19,907,000","18,996,000","17,085,000","14,314,000","13,157,000",,,,,,,,,
				OtherCustomerServices,,,,,,,,,,,"41,881,000","28,747,000","45,892,000","43,301,000","48,356,000","22,526,000","19,215,000","30,481,000","21,144,000"
		GainLossonSaleofAssets,"100,000","100,000","-100,000","-414,000","330,000","30,110,000","24,001,000","34,255,000","42,138,000","22,697,000","23,038,000","31,065,000","12,391,000","11,304,000","8,889,000","4,942,000","7,582,000","-75,000","2,478,000"
			GainOnSaleOfSecurity,"100,000","100,000","-100,000","-414,000","330,000","137,000","61,000","1,000","348,000","1,544,000","170,000","137,000","101,000","59,000","-722,000","-3,677,000","-797,000","-75,000","2,478,000"
			GainonSaleofLoans,,,,,,"29,973,000","23,940,000","34,254,000","41,790,000","21,153,000","22,868,000","30,928,000","12,290,000","11,245,000","9,611,000","8,619,000","8,379,000",,
		OtherNonInterestIncome,"15,200,000","15,900,000","15,100,000","14,262,000","10,028,000","10,727,000","11,095,000","7,525,000","6,771,000","6,682,000","7,811,000","20,555,000","22,291,000","20,056,000","6,921,000","12,224,000","12,375,000","10,624,000","10,490,000"
CreditLossesProvision,"-39,200,000","-13,900,000","-8,600,000","-11,053,000","-9,991,000","-6,822,000","6,622,000","6,125,000","-40,750,000","-58,151,000","-66,900,000","-45,300,000","-33,356,000","-7,750,000","-7,761,000","-5,847,000","-8,733,000","-9,852,000","-9,191,000"
NonInterestExpense,"384,000,000","375,200,000","348,500,000","296,758,000","258,225,000","242,315,000","228,988,000","222,168,000","230,406,000","217,137,000","221,791,000","224,934,000","211,386,000","177,165,000","162,448,000","152,913,000","143,592,000","137,925,000","133,816,000"
	OccupancyAndEquipment,"41,100,000","41,500,000","38,100,000","33,877,000","27,298,000","33,403,000","31,612,000","29,141,000","28,645,000","28,785,000","29,685,000","28,303,000","35,241,000","30,970,000","29,633,000","29,324,000","26,983,000","23,899,000","23,731,000"
		NetOccupancyExpense,,"28,300,000","25,400,000","22,410,000","17,714,000","17,879,000","17,796,000","16,587,000","15,786,000","16,223,000","16,251,000","15,898,000","16,361,000","14,741,000","13,300,000","13,412,000","11,931,000","10,803,000","10,558,000"
		Equipment,,"13,200,000","12,700,000","11,467,000","9,584,000","15,524,000","13,816,000","12,554,000","12,859,000","12,562,000","13,434,000","12,405,000","18,880,000","16,229,000","16,333,000","15,912,000","15,052,000","13,096,000","13,173,000"
	ProfessionalExpenseAndContractServicesExpense,,"11,600,000","6,900,000","6,847,000","4,990,000","6,458,000","4,882,000","4,773,000","4,044,000","8,933,000","9,477,000","10,567,000",,"6,454,000","6,318,000","5,134,000","6,145,000",,
	SellingGeneralAndAdministration,"236,800,000","242,600,000","228,600,000","190,004,000","168,972,000","147,171,000","140,674,000","138,426,000","134,474,000","118,685,000","122,711,000","113,569,000","114,024,000","98,134,000","88,889,000","80,029,000","73,972,000","69,999,000","68,379,000"
		GeneralAndAdministrativeExpense,"236,800,000","242,600,000","228,600,000","190,004,000","168,972,000","147,171,000","140,674,000","138,426,000","134,474,000","118,685,000","122,711,000","113,569,000","114,024,000","98,134,000","88,889,000","80,029,000","73,972,000","69,999,000","68,379,000"
			SalariesAndWages,"210,400,000","206,800,000","194,300,000","160,312,000","143,877,000","132,189,000","126,643,000","124,340,000","119,178,000","111,352,000","112,667,000","113,569,000","114,024,000","98,134,000","88,889,000","80,029,000","73,972,000","69,999,000","68,379,000"
			InsuranceAndClaims,,"3,500,000","5,600,000","4,605,000","4,548,000","4,858,000","4,608,000","5,057,000","6,470,000","7,333,000","10,044,000",,,,,,,,
			OtherGandA,,"32,300,000","28,700,000","25,087,000","20,547,000","10,124,000","9,423,000","9,029,000","8,826,000",,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"15,200,000","15,500,000","11,000,000","8,476,000","6,384,000","5,822,000","4,612,000","4,205,000","4,921,000","4,671,000","6,363,000","9,699,000","8,421,000","4,615,000","4,796,000","5,627,000","5,098,000","1,220,000","1,283,000"
		DepreciationAndAmortizationInIncomeStatement,"15,200,000","15,500,000","11,000,000","8,476,000","6,384,000","5,822,000","4,612,000","4,205,000","4,921,000","4,671,000","6,363,000","9,699,000","8,421,000","4,615,000","4,796,000","5,627,000","5,098,000","1,220,000","1,283,000"
			Amortization,"15,200,000","15,500,000","11,000,000","8,476,000","6,384,000","5,822,000","4,612,000","4,205,000","4,921,000","4,671,000","6,363,000","9,699,000","8,421,000","4,615,000","4,796,000","5,627,000","5,098,000","1,220,000","1,283,000"
				AmortizationOfIntangiblesIncomeStatement,"15,200,000","15,500,000","11,000,000","8,476,000","6,384,000","5,822,000","4,612,000","4,205,000","4,921,000","4,671,000","6,363,000","9,699,000","8,421,000","4,615,000","4,796,000","5,627,000","5,098,000","1,220,000","1,283,000"
	OtherNonInterestExpense,"81,200,000","64,000,000","63,900,000","57,554,000","50,581,000","49,461,000","47,208,000","45,623,000","58,322,000","56,063,000","53,555,000","62,796,000","53,700,000","36,992,000","32,812,000","32,799,000","31,394,000","42,807,000","40,423,000"
IncomefromAssociatesandOtherParticipatingInterests,,,,,,,,,,,,,"0","0","19,801,000",,,,
SpecialIncomeCharges,"-18,400,000","-20,700,000","-12,400,000","-27,063,000","1,364,000","-5,698,000","-7,881,000","99,000","771,000","-1,275,000","787,000","7,224,000","16,156,000","-1,702,000","-1,694,000","2,187,000",,,
	GainOnSaleOfBusiness,,,,,,,,,,,"0","0","27,096,000",,,,,,
	RestructuringAndMergernAcquisition,"18,000,000","20,300,000","12,400,000","27,156,000","2,821,000","795,000","4,017,000",,,,,,,,,,,,
	ImpairmentOfCapitalAssets,,"400,000","0","93,000","35,000","97,000","136,000","99,000","771,000","1,275,000","787,000","7,224,000","10,940,000","1,702,000","1,694,000","2,187,000",,,
	OtherSpecialCharges,,,,,"-4,150,000","5,000,000","4,000,000",,,,,,,,,,,,
OtherNonOperatingIncomeExpenses,,,,,,,,,,,,,"-27,096,000",,,,,,
PretaxIncome,"219,600,000","235,100,000","206,300,000","156,722,000","145,259,000","130,457,000","129,615,000","132,702,000","88,262,000","66,161,000","54,446,000","80,816,000","108,077,000","105,434,000","117,108,000","84,025,000","69,350,000","63,019,000","53,741,000"
TaxProvision,"50,900,000","54,100,000","46,100,000","50,201,000","49,623,000","43,662,000","45,214,000","46,566,000","30,038,000","21,615,000","17,090,000","26,953,000","37,429,000","36,793,000","41,499,000","29,310,000","23,929,000","22,267,000","19,247,000"
NetIncomeCommonStockholders,"168,700,000","181,000,000","160,200,000","106,521,000","95,636,000","86,795,000","84,401,000","86,136,000","54,924,000","41,124,000","33,934,000","50,441,000","67,301,000","68,641,000","75,609,000","54,715,000","45,421,000","40,752,000","34,494,000"
	NetIncome,"168,700,000","181,000,000","160,200,000","106,521,000","95,636,000","86,795,000","84,401,000","86,136,000","58,224,000","44,546,000","37,356,000","53,863,000","70,648,000","68,641,000","75,609,000","54,715,000","45,421,000","40,752,000","34,494,000"
		NetIncomeIncludingNoncontrollingInterests,"168,700,000","181,000,000","160,200,000","106,521,000","95,636,000","86,795,000","84,401,000","86,136,000","58,224,000","44,546,000","37,356,000","53,863,000","70,648,000","68,641,000","75,609,000","54,715,000","45,421,000","40,752,000","34,494,000"
			NetIncomeContinuousOperations,"168,700,000","181,000,000","160,200,000","106,521,000","95,636,000","86,795,000","84,401,000","86,136,000","58,224,000","44,546,000","37,356,000","53,863,000","70,648,000","68,641,000","75,609,000","54,715,000","45,421,000","40,752,000","34,494,000"
	PreferredStockDividends,,,,,,,,,"3,300,000","3,422,000","3,422,000","3,422,000","3,347,000",,,,,,
DilutedNIAvailtoComStockholders,"168,700,000","181,000,000","160,200,000","106,521,000","95,636,000","86,795,000","84,401,000","86,136,000","54,924,000","41,124,000","33,934,000","50,441,000","67,301,000","68,641,000","75,609,000","54,715,000","45,421,000","40,752,000","34,494,000"
BasicEPS,,,"2.77","2.07","2.15","1.92","1.89","1.98","1.28","0.96","0.85","1.61","2.148","2.191","2.413","1.746","1.449","1.3","1.101"
DilutedEPS,,,"2.77","2.05","2.13","1.9","1.87","1.96","1.27","0.96","0.85","1.59","2.125","2.167","2.387","1.727","1.434","1.286","1.089"
BasicAverageShares,,,"57,779,000","51,429,000","44,512,000","45,184,091","44,615,060","43,566,681","43,290,323","42,749,526","39,907,640","31,335,668","31,335,668","31,335,668","31,335,668","31,335,668","31,335,668","31,335,668","31,335,668"
DilutedAverageShares,,,"58,217,000","51,903,000","44,910,000","45,646,418","45,210,561","44,044,602","43,290,323","42,847,196","40,127,365","31,678,500","31,678,500","31,678,500","31,678,500","31,678,500","31,678,500","31,678,500","31,678,500"
InterestIncomeAfterProvisionForLoanLoss,"462,900,000","481,100,000","423,900,000","338,790,000","269,774,000","257,541,000","255,083,000","243,092,000","203,036,000","192,701,000","184,539,000","197,836,000","202,021,000","191,853,000","179,702,000","164,461,000","141,686,000","130,792,000","126,656,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"168,700,000","181,000,000","160,200,000","106,521,000","95,636,000","86,795,000","84,401,000","86,136,000","58,224,000","44,546,000","37,356,000","53,863,000","70,648,000","68,641,000","75,609,000","54,715,000","45,421,000","40,752,000","34,494,000"
NormalizedIncome,"182,835,154.827","196,939,000","169,829,083.858","124,915,212.829","94,737,966.116","90,585,964.916","89,532,846.476","86,071,739.748","57,715,392.626","45,404,453.621","36,816,030.636","49,048,281.231","60,087,112.04","69,749,057.951","76,702,705.349","53,290,879.738","45,421,000","40,752,000","34,494,000"
TotalMoneyMarketInvestments,,"18,800,000","11,300,000","7,155,000","2,600,000","1,549,000","1,341,000","1,010,000","1,248,000","1,063,000","1,115,000","773,000","1,271,000","5,729,000","2,556,000","3,787,000","1,352,000","564,000","1,633,000"
ReconciledDepreciation,"15,200,000","38,700,000","27,600,000","18,432,000","19,480,000","18,313,000","16,855,000","16,245,000","17,112,000","17,368,000","20,136,000","23,579,000","24,238,000","16,367,000","10,298,000","19,044,000","17,835,000","12,005,000","11,647,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"168,700,000","181,000,000","160,200,000","106,521,000","95,636,000","86,795,000","84,401,000","86,136,000","58,224,000","44,546,000","37,356,000","53,863,000","70,648,000","68,641,000","75,609,000","54,715,000","45,421,000","40,752,000","34,494,000"
TotalUnusualItemsExcludingGoodwill,"-18,400,000","-20,700,000","-12,400,000","-27,063,000","1,364,000","-5,698,000","-7,881,000","99,000","771,000","-1,275,000","787,000","7,224,000","16,156,000","-1,702,000","-1,694,000","2,187,000",,,
TotalUnusualItems,"-18,400,000","-20,700,000","-12,400,000","-27,063,000","1,364,000","-5,698,000","-7,881,000","99,000","771,000","-1,275,000","787,000","7,224,000","16,156,000","-1,702,000","-1,694,000","2,187,000",,,
TaxRateForCalcs,"0.232","0.23","0.223","0.32","0.342","0.335","0.349","0.351","0.34","0.327","0.314","0.334","0.346","0.349","0.354","0.349","0.345","0.353","0.358"
TaxEffectOfUnusualItems,"-4,264,845.173","-4,761,000","-2,770,916.142","-8,668,787.171","465,966.116","-1,907,035.084","-2,749,153.524","34,739.748","262,392.626","-416,546.379","247,030.636","2,409,281.231","5,595,112.04","-593,942.049","-600,294.651","762,879.738","0","0","0"
