name,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
	StockholdersEquity,"7,263,758,000","8,907,000,000","8,067,320,000","6,531,070,000","7,173,155,000","5,749,590,000","7,988,299,000","6,300,301,000","7,730,458,000","6,445,863,000","5,323,407,000","2,738,590,000","5,354,827,000","5,746,062,000","4,334,419,000","2,022,596,000","2,327,265,000","4,945,607,000","3,765,116,000","6,038,883,000","7,453,486,000","8,252,582,000","7,544,218,000","8,048,177,000","7,752,976,000","8,765,282,000","8,575,987,000","8,294,724,000","8,453,574,000","9,845,145,000","9,735,896,000","9,937,112,000","10,908,061,000","10,729,024,000","10,390,207,000","9,178,220,000","8,601,308,000","4,613,518,000","4,592,500,000","5,626,000,000","4,998,000,000","3,682,690,000","3,679,800,000","6,077,916,000","6,883,461,740","5,828,785,138","5,756,525,082.88","5,983,619,300.4","5,844,157,507.4","4,421,975,073.6","4,301,480,677.5","4,352,107,417.5","4,598,858,880","4,634,546,760","4,532,967,456.78","4,929,199,110","4,832,466,030","4,427,397,363.34","4,188,609,608.52","3,874,744,450","2,116,793,653.41","2,466,408,207.75","2,104,065,040.73","2,287,586,304.92","2,306,708,640","1,968,335,496.96","-1,282,777,670.7","786,905,819.18","1,750,508,624.6","2,020,521,171.2","2,227,584,994.5","2,216,449,718","2,189,799,315.6","2,254,093,155.02","2,284,639,315.64","2,302,979,882.5","2,302,235,546.58","2,201,574,710.4","2,088,177,511.2","2,003,886,000","2,009,862,400","2,021,060,229"
		CapitalStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8,043,222,000","8,043,222,000","0","0","0","5,473,200,000","0","0","0","5,375,800,000","5,444,920,000","5,357,704,860","0","4,640,618,145.28","0","0","0","0","3,531,695,236.5","0","3,432,270,270","0","3,411,808,290","3,377,581,704","3,406,148,059.51","3,403,901,182.8","3,408,631,280","2,182,886,479.17","2,185,985,752.91","1,879,774,810.1","694,266,341.44","1,818,696,480","1,858,162,293.63","1,657,503,015.9","1,748,421,924.8","1,162,115,787.4","1,156,941,904.8","614,564,182.8","1,170,501,580.5","1,158,199,232.1","1,205,483,440.61","516,011,090.04","1,204,256,155.52","0","0","475,938,570.8","0","0","0"
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,916,762.38",,,,"427,700,313.3",,,,"359,113,191.19",,,,"331,190,082.3",,,
			CommonStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8,043,222,000","8,043,222,000","0","0","0","5,473,200,000","0","0","0","5,375,800,000","5,444,920,000","5,357,704,860","0","4,640,618,145.28","0","0","0","0","3,531,695,236.5","0","3,432,270,270","0","3,411,808,290","3,377,581,704","3,406,148,059.51","3,403,901,182.8","3,408,631,280","2,182,886,479.17","2,185,985,752.91","1,879,774,810.1","694,266,341.44","1,818,696,480","1,858,162,293.63","1,596,586,253.52","1,748,421,924.8","1,162,115,787.4","1,156,941,904.8","186,863,869.5","1,170,501,580.5","1,158,199,232.1","1,205,483,440.61","156,897,898.85","1,204,256,155.52","0","0","144,748,488.5","0","0","0"
		AdditionalPaidInCapital,"7,554,834,000","8,043,000,000","8,043,222,000","7,554,834,000","8,043,222,000","8,043,222,000","8,043,222,000","7,554,834,000","8,043,222,000","8,043,222,000","8,043,222,000","8,043,222,000","8,043,222,000","8,043,222,000","8,043,222,000","8,043,222,000","8,043,222,000","8,043,222,000","8,043,222,000","8,043,222,000","8,043,222,000","8,043,222,000","8,043,222,000","8,043,222,000","8,043,222,000","8,043,222,000","8,043,222,000","8,043,222,000","8,889,220,000","8,043,222,000","8,043,222,000","8,043,222,000","8,043,222,000","845,998,000",,"8,007,767,000","8,016,667,000","5,473,181,000",,"5,902,000,000","5,902,000,000","5,783,766,000",,"463,684,000","456,450,280","5,089,412,810","458,062,309.12","5,077,611,961.1","3,527,355,399.2","3,502,344,404.4","3,499,822,747.5","406,536,794.5","3,932,546,940","283,658,700","3,797,426,926.86",,,,,,,,,,,,,,,,,,,,,"690,219,247.41",,,,,,
		RetainedEarnings,"146,082,000","1,506,000,000","1,034,492,000","-256,575,000","2,966,389,000","1,615,069,000","1,060,511,000","-217,550,000","3,718,142,000","2,911,851,000","1,814,602,000",,"1,818,012,000","1,201,818,000","781,784,000",,"2,941,915,000","1,361,686,000","258,454,000",,"823,935,000","547,885,000",,"506,753,000","106,788,000","-348,586,000","-565,549,000","-961,635,000","-834,319,000","160,597,000",,"-307,183,000","736,819,000","315,035,000","0","464,152,000","-89,966,000","-1,197,294,000","-1,219,200,000","-189,000,000","-834,000,000","-1,992,074,000","-1,990,000,000","-388,648,000","464,430,180","752,459,105","-98,291,398.4","514,301,986.1","383,571,539.6","756,099,447.6","-25,438,592.5","-142,643,882","-23,952,390","122,191,440","-98,237,699.28","686,883,037.5","629,036,667","205,873,675.7","-34,608,201.2","-291,678,180","-784,586,996.76","-453,429,361.12","-493,897,826.45","-328,050,160.76","-238,331,520","-615,040,923.57","-1,440,320,899.62","-1,734,167,184.18","-179,853,638","99,141,140.8","3,641,573,084.7","300,325,535.5","283,790,905.2","280,385,264.7","3,155,446,540.41","339,474,996.52","345,341,295.12","281,135,472","2,688,977,731","168,345,000","179,098,400","145,486,602"
		TreasuryStock,"49,724,000","50,000,000","49,819,000","49,819,000","49,819,000","49,819,000","49,819,000","49,819,000","49,819,000","49,819,000","49,819,000","49,819,000","49,819,000","49,819,000","49,819,000","49,819,000","49,819,000","49,819,000","49,819,000","48,892,000","48,892,000","48,892,000","48,892,000","48,892,000","48,892,000","48,892,000","48,892,000","96,911,000","60,217,000","60,217,000","60,217,000","60,217,000","60,217,000","60,217,000","59,271,000","60,823,000","11,932,000","11,932,000","11,900,000","12,000,000","12,000,000","109,002,000","0","177,008,000","65,435,180","13,086,777","257,578,480.64","256,747,985.2","257,560,672.8","255,121,542","254,983,025","199,487,681","119,761,950","15,273,930","14,990,635.8","15,053,445","14,902,083",,"15,003,969.96","22,876,720",,,"23,107,326.53",,"17,023,680",,"54,555,705.84",,"16,689,912.6","16,615,746.4","35,791,287.6","16,809,719","16,634,730.6","17,313,265.09","30,051,704.68","17,295,623.18","17,329,225.9","17,291,106.4","28,179,768.5","17,608,500","17,503,200","18,053,082"
		GainsLossesNotAffectingRetainedEarnings,"-387,434,000","4,905,000,000","4,905,650,000","-717,370,000","-3,786,637,000","-3,858,882,000","4,178,328,000","-987,164,000","-3,981,087,000","-4,459,391,000","-4,484,598,000","-5,254,813,000","-4,456,588,000","-3,449,159,000","-4,440,768,000","-5,970,807,000","-8,608,053,000","-4,409,482,000","-4,486,741,000","-1,955,447,000","-1,364,779,000","-289,633,000","-450,112,000","-452,906,000","-348,142,000","1,119,538,000","1,147,206,000","1,310,048,000","458,890,000","1,701,543,000","906,893,000","1,415,292,000","1,342,239,000","246,078,000","1,560,258,000",,"12,280,000",,,,,,,"734,968,000","670,311,600",,"1,013,716,288","648,455,166.1","2,190,793,170","418,652,763.6","1,082,079,547.5","756,006,949.5","810,026,280","811,700,280","848,768,865","845,561,227.5","840,749,742","815,375,628.13","834,320,596.88","783,527,660","718,491,086.01","733,851,815.96","741,292,498.44","1,921,367,231.56","743,367,360","725,214,126.9","-1,445,404,081.14","772,651,078.56","784,936,387.8","781,053,872","-1,992,760,985.4","762,434,909.5","764,443,908.9","785,537,714.8","-1,356,766,610.13","86,326,949.72","1,974,221,670.35","1,937,730,344.8","-1,048,559,022.1","1,852,956,000","1,848,444,000","1,893,626,709"
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,280,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,992,760,985.4",,,,"-1,356,766,610.13",,,,"-1,048,559,022.1",,,
			OtherEquityAdjustments,"-387,434,000","4,905,000,000","4,905,650,000","-717,370,000","-3,786,637,000","-3,858,882,000","4,178,328,000","-987,164,000","-3,981,087,000","-4,459,391,000","-4,484,598,000","-5,254,813,000","-4,456,588,000","-3,449,159,000","-4,440,768,000","-5,970,807,000","-8,608,053,000","-4,409,482,000","-4,486,741,000","-1,955,447,000","-1,364,779,000","-289,633,000","-450,112,000","-452,906,000","-348,142,000","1,119,538,000","1,147,206,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,"-5,497,000,000","-5,866,225,000","-6,111,408,000",,,"-5,243,943,000",,,,,,,,,,,,,,,,,,,,,,,,"845,998,000","845,998,000","845,998,000","1,338,908,000","845,998,000","767,124,000","674,259,000","349,563,000","350,400,000","-75,000,000","-58,000,000",,"294,000,000",,,,"-1,780.48","-1,827.7","-1,928.6",,,,,,,,,,,"-2,859,590","3,084.99",,"2,885.17","2,892.68",,,,,,,,"-2,588.5",,,,"-1,843.49","1,807.01",,,"193,500","-176,800",
	MinorityInterest,"-1,058,732,000","-866,000,000","-872,954,000","-876,400,000","-761,493,000","-901,068,000","-652,192,000","-827,501,000","-728,018,000","-705,848,000","-789,409,000","-1,017,880,000","-960,975,000","-872,226,000","-692,357,000","-684,885,000","-683,516,000","-329,362,000","-265,930,000","-144,533,000","61,725,000","108,483,000","137,116,000","126,608,000","137,633,000","108,348,000","87,813,000","261,446,000","244,870,000","240,272,000","215,322,000","138,137,000","131,005,000","15,168,000","18,079,000","27,688,000","129,612,000",,,,,,"0",,"12,767,840","633,829,070","597,951,061.76","1,426,170,759.3","1,326,859,442.6","21,731,204.4","21,747,235","21,435,958","21,774,900","120,009,450","121,125,271.26","181,752,862.5","378,897,057","403,195,757.79","203,152,531.48","217,328,840","244,414,502.73",,"552,160,949.43","547,593,002.04","590,154,240","544,369,804.38","387,971,351.64",,,,"307,888,211.7",,,,"27,805,431.4",,,,"29,734,018.1",,,
TotalCapitalization,"34,733,041,000","11,121,000,000","35,112,477,000","33,142,397,000","33,664,663,000","32,456,957,000","31,399,454,000","30,519,682,000","27,876,165,000","27,511,302,000","26,555,561,000","25,095,713,000","37,577,767,000","38,254,764,000","40,072,377,000","40,906,807,000","41,907,367,000","36,318,891,000","35,369,001,000","33,300,125,000","32,821,489,000","30,182,380,000","29,603,566,000","27,003,725,000","23,910,461,000","24,488,784,000","24,251,597,000","24,029,635,000","23,761,124,000","23,358,343,000","23,508,031,000","22,766,972,000","21,563,704,000","21,635,829,000","21,394,508,000","20,863,312,000","21,683,167,000","13,062,638,000","12,531,800,000","13,798,000,000","13,730,000,000","13,808,057,000","13,519,600,000","15,120,716,000","14,772,390,880","13,790,863,422","12,957,831,344.64","11,538,105,607","11,636,971,825.6","8,819,688,709.8","9,207,595,477.5","9,204,543,681.5","9,637,570,740","9,317,097,300","8,986,984,231.68","9,283,778,955","9,847,162,647","8,858,364,342.87","8,408,826,093.04","8,830,413,920","7,839,632,117.82","8,197,144,706.07","6,843,144,301.78","6,450,037,117.72","6,125,687,520","6,605,547,795","3,657,334,944.36","4,176,092,900.34","4,197,160,337.8","4,229,306,536","4,363,829,285.4","3,502,450,168.5","3,115,232,377.5","3,237,812,223.62","3,142,304,281.81","3,305,482,648.93","3,312,742,643.73","3,093,040,308","3,025,643,664.9","3,026,727,000","2,967,057,600","3,059,643,417"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,916,762.38",,,,"427,700,313.3",,,,"359,113,191.19",,,,"331,190,082.3",,,
CommonStockEquity,"7,263,758,000","8,907,000,000","8,067,320,000","6,531,070,000","7,173,155,000","5,749,590,000","7,988,299,000","6,300,301,000","7,730,458,000","6,445,863,000","5,323,407,000","2,738,590,000","5,354,827,000","5,746,062,000","4,334,419,000","2,022,596,000","2,327,265,000","4,945,607,000","3,765,116,000","6,038,883,000","7,453,486,000","8,252,582,000","7,544,218,000","8,048,177,000","7,752,976,000","8,765,282,000","8,575,987,000","8,294,724,000","8,453,574,000","9,845,145,000","9,735,896,000","9,937,112,000","10,908,061,000","10,729,024,000","10,390,207,000","9,178,220,000","8,601,308,000","4,613,518,000","4,592,500,000","5,626,000,000","4,998,000,000","3,682,690,000","3,679,800,000","6,077,916,000","6,883,461,740","5,828,785,138","5,756,525,082.88","5,983,619,300.4","5,844,157,507.4","4,421,975,073.6","4,301,480,677.5","4,352,107,417.5","4,598,858,880","4,634,546,760","4,532,967,456.78","4,929,199,110","4,832,466,030","4,427,397,363.34","4,188,609,608.52","3,874,744,450","2,116,793,653.41","2,466,408,207.75","2,104,065,040.73","2,287,586,304.92","2,306,708,640","1,968,335,496.96","-1,343,694,433.08","786,905,819.18","1,750,508,624.6","2,020,521,171.2","1,799,884,681.2","2,216,449,718","2,189,799,315.6","2,254,093,155.02","1,925,526,124.45","2,302,979,882.5","2,302,235,546.58","2,201,574,710.4","1,756,987,428.9","2,003,886,000","2,009,862,400","2,021,060,229"
CapitalLeaseObligations,"1,782,324,000","2,007,000,000","1,850,040,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"4,516,190,000","6,179,000,000","5,337,803,000","3,790,088,000","4,424,952,000","3,009,928,000","5,275,677,000","3,572,804,000","4,982,876,000","3,659,952,000","2,542,452,000","-70,497,000","2,536,619,000","2,911,175,000","1,500,680,000","-865,008,000","-508,399,000","2,133,787,000","921,734,000","3,203,155,000","4,609,121,000","5,401,309,000","4,631,588,000","5,138,006,000","4,824,417,000","5,839,072,000","5,635,021,000","5,321,407,000","5,453,059,000","6,859,717,000","6,719,204,000","6,903,306,000","7,889,851,000","7,680,065,000","7,311,025,000","5,528,876,000","5,058,857,000","2,279,837,000","2,256,500,000","5,626,000,000","4,998,000,000","1,289,118,000","1,301,100,000","5,827,796,000","6,883,461,740","5,643,940,309","3,179,536,672","3,225,766,216.4","3,117,051,535","4,296,814,938.3","2,644,993,062.5","4,352,107,417.5","4,598,858,880","4,634,546,760","2,264,984,664.81","4,929,199,110","4,832,466,030","4,427,397,363.34","1,778,471,103.8","3,874,744,450","2,116,793,653.41","2,466,408,207.75","199,091,155.85","2,287,586,304.92","2,306,708,640","1,968,335,496.96","-1,770,479,911.02","786,905,819.18","1,750,508,624.6","2,020,521,171.2","1,098,601,171.8","2,216,449,718","2,189,799,315.6","2,254,093,155.02","2,284,639,315.64","2,302,979,882.5","2,302,235,546.58","2,201,574,710.4","2,088,177,511.2","2,003,886,000","2,009,862,400","2,021,060,229"
WorkingCapital,"-6,077,519,000","-5,315,000,000","-1,645,992,000","-1,732,263,000","-2,340,005,000","-3,081,989,000","-1,032,670,000","-1,145,404,000","-2,892,113,000","-4,156,604,000","-5,162,214,000","-7,046,363,000","3,479,569,000","2,931,561,000","1,952,127,000","816,258,000","1,205,644,000","432,767,000","-1,000,424,000","677,907,000","2,273,195,000","1,588,868,000","1,364,646,000","160,718,000","-1,936,313,000","-505,537,000","-132,358,000","-258,933,000","-355,397,000","516,761,000","1,110,189,000","1,390,200,000","1,212,285,000","1,078,334,000","318,148,000","1,626,673,000","1,908,754,000","128,608,000","-259,200,000","991,000,000","590,000,000","318,153,000","146,900,000","1,402,596,000","1,769,941,820","1,635,929,234","673,343,706.88","1,602,680,886.8","1,813,161,718.4","67,332,997.2","443,026,875","779,612,898","1,197,619,500","1,259,008,230","1,372,841,025.57","1,863,501,997.5","2,502,929,898","1,661,022,242.32","797,611,468.04","1,384,041,560","405,821,179.53","-1,497,983,025.69","-723,863,186.47","-1,294,419,339.08","-1,725,066,240","-2,010,757,680.66","-2,105,145,113.28","-857,842,884.48","-426,653,559.2","40,755,099.2","97,771,152.3","-866,552,145","668,008,271.4","713,879,372.77","359,590,914.24","729,859,812.88","712,462,481.77","619,704,800.8","452,752,548.7","386,806,500","304,803,200","288,672,321"
InvestedCapital,"48,208,149,000","21,044,000,000","46,148,614,000","44,412,157,000","45,748,107,000","44,582,582,000","41,587,365,000","41,423,096,000","41,036,646,000","41,923,447,000","39,478,234,000","38,127,967,000","40,527,753,000","41,364,090,000","42,726,098,000","43,177,613,000","44,283,602,000","38,326,786,000","37,277,292,000","34,745,129,000","34,153,990,000","31,538,638,000","30,878,115,000","29,511,587,000","26,706,620,000","26,872,003,000","26,087,625,000","25,317,390,000","25,146,531,000","24,601,952,000","24,899,810,000","24,166,289,000","23,215,081,000","23,265,854,000","23,118,693,000","22,594,717,000","22,984,833,000","14,424,009,000","14,352,600,000","13,872,000,000","15,581,000,000","15,833,735,000","15,665,900,000","16,394,404,000","14,772,390,880","15,175,654,418","14,137,734,074.88","12,781,299,836.2","13,147,457,131.4","10,662,498,545.7","11,014,816,722.5","11,249,319,455.5","10,580,423,910","10,327,358,670","9,890,718,761.28","10,366,288,267.5","10,727,420,508","10,026,840,957.98","10,189,897,460","11,718,599,820","11,138,763,613.68","11,103,853,579.2","9,906,222,539.49","9,590,139,608.84","8,177,040,960","9,721,933,217.82","6,163,439,008.86","5,179,180,033.84","4,889,381,393","4,812,952,756.8","4,451,856,066.9","5,307,038,474.5","3,538,537,581","3,690,626,523.97","3,129,895,181.85","3,573,234,823.51","3,563,344,211.56","3,354,127,108","3,001,757,870.7","3,268,989,000","3,264,435,200","3,336,103,359"
TangibleBookValue,"4,516,190,000","6,179,000,000","5,337,803,000","3,790,088,000","4,424,952,000","3,009,928,000","5,275,677,000","3,572,804,000","4,982,876,000","3,659,952,000","2,542,452,000","-70,497,000","2,536,619,000","2,911,175,000","1,500,680,000","-865,008,000","-508,399,000","2,133,787,000","921,734,000","3,203,155,000","4,609,121,000","5,401,309,000","4,631,588,000","5,138,006,000","4,824,417,000","5,839,072,000","5,635,021,000","5,321,407,000","5,453,059,000","6,859,717,000","6,719,204,000","6,903,306,000","7,889,851,000","7,680,065,000","7,311,025,000","5,528,876,000","5,058,857,000","2,279,837,000","2,256,500,000","5,626,000,000","4,998,000,000","1,289,118,000","1,301,100,000","5,827,796,000","6,883,461,740","5,643,940,309","3,179,536,672","3,225,766,216.4","3,117,051,535","4,296,814,938.3","2,644,993,062.5","4,352,107,417.5","4,598,858,880","4,634,546,760","2,264,984,664.81","4,929,199,110","4,832,466,030","4,427,397,363.34","1,778,471,103.8","3,874,744,450","2,116,793,653.41","2,466,408,207.75","199,091,155.85","2,287,586,304.92","2,306,708,640","1,968,335,496.96","-1,831,396,673.4","786,905,819.18","1,750,508,624.6","2,020,521,171.2","670,900,858.5","2,216,449,718","2,189,799,315.6","2,254,093,155.02","1,925,526,124.45","2,302,979,882.5","2,302,235,546.58","2,201,574,710.4","1,756,987,428.9","2,003,886,000","2,009,862,400","2,021,060,229"
TotalDebt,"42,726,715,000","14,144,000,000","39,931,334,000","37,881,087,000","38,574,952,000","38,832,992,000","33,599,066,000","35,122,795,000","33,306,188,000","35,477,584,000","34,154,827,000","35,389,377,000","35,172,926,000","35,618,028,000","38,391,679,000","41,155,017,000","41,956,337,000","33,381,179,000","33,512,176,000","28,706,246,000","26,700,504,000","23,286,056,000","23,333,897,000","21,463,410,000","18,953,644,000","18,106,721,000","17,511,638,000","17,022,666,000","16,692,957,000","14,756,807,000","15,163,914,000","14,229,177,000","12,307,020,000","12,536,830,000","12,728,486,000","13,416,497,000","14,383,525,000","9,810,491,000","9,760,100,000","8,246,000,000","10,583,000,000","12,151,045,000","11,986,100,000","10,316,488,000","7,888,929,140","9,346,869,280","8,381,208,992","6,797,680,535.8","7,303,299,624","6,240,523,472.1","6,713,336,045","6,897,212,038","5,981,565,030","5,692,811,910","5,357,751,304.5","5,437,089,157.5","5,894,954,478","5,599,443,594.64","6,001,287,851.48","7,843,855,370","9,021,969,960.27","8,637,445,371.45","7,802,157,498.76","7,302,553,303.92","5,870,332,320","7,753,597,720.86","7,507,133,441.94","4,392,274,214.66","3,138,872,768.4","2,792,431,585.6","2,651,971,385.7","3,090,588,756.5","1,348,738,265.4","1,436,533,368.95","1,204,369,057.4","1,270,254,941.01","1,261,108,664.98","1,152,552,397.6","1,244,770,441.8","1,265,103,000","1,254,572,800","1,315,043,130"
NetDebt,"35,229,317,000","6,349,000,000","31,977,268,000","32,333,450,000","33,683,811,000","33,683,119,000","30,185,814,000","31,347,702,000","27,853,753,000","29,766,134,000","27,537,666,000","28,687,513,000","26,972,758,000","28,877,395,000","30,868,038,000","33,715,294,000","35,609,414,000","28,560,154,000","28,440,905,000","24,712,887,000","22,978,100,000","20,135,162,000","18,998,038,000","17,608,477,000","15,553,295,000","15,104,520,000","14,224,016,000","13,453,796,000","13,395,501,000","11,453,688,000","12,177,095,000","10,975,218,000","9,937,232,000","10,147,537,000","10,104,216,000","10,325,555,000","11,369,602,000","7,118,209,000","7,096,500,000","5,108,000,000","7,358,000,000","9,518,197,000","9,374,500,000","8,450,208,000","6,085,471,740","7,775,771,216","6,491,265,081.6","5,381,671,788.5","5,383,038,890.4","4,587,590,137.5","5,169,975,422.5","5,675,792,968.5","4,631,521,230","3,565,371,660","3,223,383,645.3","4,425,530,175","3,630,070,962","3,806,204,050.18","4,247,523,231.76","4,455,241,220","7,148,526,488.04","7,413,969,069.37","7,115,342,780.26","7,140,062,790.28","5,768,190,240","7,643,182,297.29","7,381,413,194.82","4,371,518,624.08","3,079,185,952.2","2,750,917,878.4","2,432,170,335.3","3,083,353,899","1,325,724,887.1","1,411,939,309.75","1,168,346,789.54","1,266,276,689.59","1,259,972,055.69","1,151,687,929.6","1,117,210,442.8","1,264,909,500","1,252,628,000","1,313,804,193"
ShareIssued,"796,968,439","796,968,439","796,968,439","796,968,439","796,968,389","796,968,439","796,968,439","798,203,197","796,968,439","796,968,439","796,968,439","796,968,439","796,968,439","796,968,439","796,968,439","796,988,439","796,968,439","796,968,439","796,968,439","796,988,439","796,968,439","796,968,439","796,988,439","796,968,439","796,968,439","796,968,439","796,988,439","801,368,708","801,368,708","804,066,135","804,066,135","802,910,966","802,911,377","801,368,708","800,970,533","802,476,593","800,041,703","798,535,643","520,631,245","507,244,088","507,244,088","507,244,088","507,244,088","449,432,611","449,432,611","356,039,000",,"356,039,000","356,039,000","356,039,000","356,039,000","356,039,000","362,518,848","362,518,848","362,518,848","362,518,848",,"362,543,425","362,543,425","362,543,425",,"276,215,636","276,215,636","276,215,636","488,000,000","488,000,000","271,865,057","271,865,057",,"139,023,714","139,023,714","139,023,714",,,,,,,,,,
OrdinarySharesNumber,"795,741,840","795,741,840","795,733,681","795,733,681","795,733,631","795,733,681","795,733,681","796,968,439","795,733,681","795,733,681","795,733,681","795,733,681","795,733,681","795,733,681","795,733,681","795,753,681","795,733,681","795,733,681","795,733,681","795,833,681","795,813,681","795,813,681","795,833,681","795,813,681","795,813,681","795,813,681","795,833,681","795,813,681","798,671,281","801,368,708","801,368,708","801,368,708","801,368,708","801,368,708","800,970,533","800,970,533","798,535,643","798,535,643","520,631,245","507,244,088","507,244,088","507,244,088","507,244,088","449,432,611","449,432,611","356,039,000",,"356,039,000","356,039,000","356,039,000","356,039,000","356,039,000","362,518,848","362,518,848","362,518,848","362,518,848",,"362,543,425","362,543,425","362,543,425",,"276,215,636","276,215,636","276,215,636","488,000,000","488,000,000","271,865,057","271,865,057",,"139,023,714","139,023,714","139,023,714",,,,,,,,,,
TreasurySharesNumber,"1,226,599","1,226,599","1,234,758","1,234,758","1,234,758","1,234,758","1,234,758","1,234,758","1,234,758","1,234,758","1,234,758","1,234,758","1,234,758","1,234,758","1,234,758","1,234,758","1,234,758","1,234,758","1,234,758","1,154,758","1,154,758","1,154,758","1,154,758","1,154,758","1,154,758","1,154,758","1,154,758","5,555,027","2,697,427","2,697,427","2,697,427","1,542,258","1,542,669",,,"1,506,060","1,506,060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
