name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
	DepreciationAmortizationDepletionIncomeStatement,"98,422,000","39,413,000","19,321,000",,,"17,046,000","136,453,000",,,"30,782,000","45,792,000",,,"64,741,000","65,416,000",,,"65,255,000","88,844,000",,,"53,270,000","56,885,000",,,"58,085,000",,,,"57,767,000",,,,"56,207,000",,,,,,,,,,,,,,,,"69,784,000",,,,"43,285,000",,,,"5,805,000",,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"98,422,000","39,413,000","19,321,000",,,"17,046,000","136,453,000",,,"30,782,000","45,792,000",,,"64,741,000","65,416,000",,,"65,255,000","88,844,000",,,"53,270,000","56,885,000",,,"58,085,000",,,,"57,767,000",,,,"56,207,000",,,,,,,,,,,,,,,,"69,784,000",,,,"43,285,000",,,,"5,805,000",,,,,,,,,,,,
			DepreciationIncomeStatement,"35,781,000","8,930,000","8,561,000",,,"7,237,000","4,353,000",,,"4,208,000","4,668,000",,,"4,594,000","4,252,000",,,"4,155,000","4,538,000",,,"4,717,000","5,063,000",,,"5,024,000",,,,"4,340,000",,,,"3,980,000",,,,,,,,,,,,,,,,"3,449,000",,,,"2,692,000",,,,"1,896,000",,,,,,,,,,,,
			Amortization,"62,641,000","30,483,000","10,760,000",,,"9,809,000","132,100,000",,,"26,574,000","41,124,000",,,"60,147,000","61,164,000",,,"61,100,000","84,306,000",,,"48,553,000","51,822,000",,,"53,061,000",,,,"53,427,000",,,,"52,227,000",,,,,,,,,,,,,,,,"66,335,000",,,,"40,593,000",,,,"3,909,000",,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"62,641,000","30,483,000","10,760,000",,,"9,809,000","132,100,000",,,"26,574,000","41,124,000",,,"60,147,000","61,164,000",,,"61,100,000","84,306,000",,,"48,553,000","51,822,000",,,"53,061,000",,,,"53,427,000",,,,"52,227,000",,,,,,,,,,,,,,,,"66,335,000",,,,"40,593,000",,,,"3,909,000",,,,,,,,,,,,
	ProvisionForDoubtfulAccounts,"-15,923,000","1,180,000","-788,000",,,"-392,000","9,191,000",,,"-5,748,000","-1,194,000",,,"-7,271,000","-4,177,000",,,"-28,091,000","11,590,000",,,"7,675,000","-5,771,000",,,"16,795,000",,,,"9,876,000",,,,"-6,084,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherTaxes,"102,008,000","16,673,000","29,785,000",,,"25,541,000","20,189,000",,,"18,313,000","15,442,000",,,"13,757,000","11,431,000",,,"21,654,000","27,138,000",,,"41,218,000","48,187,000",,,"39,958,000",,,,"37,591,000",,,,"33,505,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"27,928,000","4,948,000","10,641,000","-5,139,000","2,050,000","-4,422,000","24,463,000","-551,000","1,917,000","3,265,000","15,881,000","808,000","-1,547,000","875,000","13,395,000","-16,717,000","3,644,000","7,935,000","10,353,000","400,532,000","-5,041,000","3,687,000","-3,688,000","-3,243,000","2,475,000","6,267,000","31,767,000","4,484,000","7,302,000","10,972,000","5,368,000","-44,174,000",,"30,113,000",,"-1,654,000","-1,028,000","-1,621,000","418,711,000","-694,000","1,886,000",,"18,948,000","3,528,000","-1,278,000","-1,384,000","500,738,000","-19,633,000",,"991,000",,"-1,152,000",,"1,937,000","-4,612,000","-2,274,000",,"-8,130,000","11,684,000","-3,696,000","-2,602,000","-2,967,000","-116,358,000","-4,917,000","-2,065,000","-3,500,000",,,"6,078,000","-521,000"
OperatingIncome,"681,143,000","112,857,000","146,678,000","187,120,000","234,488,000","259,016,000","173,774,000","258,497,000","222,436,000","212,197,000","163,822,000","79,055,000","51,490,000","36,014,000","-52,391,000","-13,811,000","-39,814,000","42,164,000","18,024,000","-319,459,000","111,122,000","379,373,000","552,170,000","433,605,000","549,282,000","565,770,000","585,914,000","463,680,000","578,196,000","553,585,000","632,226,000","539,386,000","620,125,000","566,201,000","684,751,000","485,257,000","412,361,000","441,450,000","466,176,000","405,086,000","405,303,000","304,291,000","330,616,000","360,552,000","436,797,000","678,099,000","559,313,000","933,916,000","823,722,000","710,913,000","731,906,000","687,308,000","780,414,000","757,597,000","803,010,000","695,772,000","692,798,000","600,906,000","576,919,000","475,215,000","490,629,000","405,683,000","355,376,000","201,859,000","153,712,000","102,571,000","-32,068,000","109,236,000","112,454,000","98,568,000"
NetNonOperatingInterestIncomeExpense,"-3,828,000","-3,492,000","-1,300,000","7,901,000","-6,136,000","24,394,000","-39,493,000","13,057,000","38,570,000","-1,106,000","5,936,000","-7,274,000","-15,628,000","11,311,000","-24,727,000","3,857,000","9,622,000","15,055,000","10,052,000","4,587,000","-8,103,000","2,667,000","1,322,000","-3,564,000","470,000","-4,228,000","-33,486,000","-16,872,000","-10,705,000","-9,980,000","-1,274,000","-23,988,000","-6,982,000","-342,000","9,316,000","-8,526,000","-5,735,000","-5,354,000","-26,060,000","3,965,000","-17,537,000","-12,921,000","51,590,000","-35,949,000","-16,272,000","-36,214,000",,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"42,717,000","5,115,000","11,785,000","13,015,000","12,736,000","10,461,000","12,458,000","10,804,000","9,609,000","9,373,000","11,843,000","11,776,000","11,059,000","13,775,000","12,219,000","14,226,000","24,212,000","15,668,000","13,077,000","2,554,000","10,978,000","7,548,000","10,106,000","7,021,000","9,944,000","9,062,000","10,955,000","9,188,000","6,870,000","6,081,000","8,757,000","9,413,000","5,706,000","9,583,000","11,093,000","5,547,000","6,513,000","7,687,000","7,387,000","13,968,000","4,352,000","7,148,000","7,659,000","10,435,000","8,163,000","4,613,000",,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"44,841,000","8,442,000","11,658,000","13,454,000","11,287,000","6,982,000","7,760,000","8,586,000","10,422,000","10,174,000","8,613,000","6,501,000","6,020,000","5,938,000","6,298,000","6,913,000","4,814,000","4,304,000","2,717,000","4,721,000","9,363,000","5,655,000","7,931,000","12,878,000","10,618,000","13,003,000","21,076,000","18,845,000","16,620,000","13,909,000","14,647,000","18,247,000","12,688,000","9,925,000","13,045,000","14,073,000","12,248,000","13,041,000","12,142,000","10,003,000","21,889,000","20,069,000","-43,931,000","46,384,000","24,435,000","40,827,000",,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"1,704,000","165,000","1,427,000","-8,340,000","7,585,000","-20,915,000","44,191,000","-10,839,000","-39,383,000","305,000","-2,706,000","12,549,000","20,667,000","-3,474,000","30,648,000","3,456,000","9,776,000","-3,691,000","308,000","-6,754,000","9,718,000","-774,000","853,000","-2,293,000","-1,144,000","287,000","23,365,000","7,215,000","955,000","2,152,000","-4,616,000","15,154,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-586,113,000","-639,328,000","12,890,000","13,235,000","26,289,000","29,135,000","89,060,000","55,930,000","40,920,000","39,265,000","28,569,000","24,752,000","30,201,000","19,463,000","67,172,000","26,586,000","18,612,000","-17,895,000","-431,219,000","-5,375,000","4,269,000","3,828,000","-181,087,000","-226,412,000","14,367,000","65,542,000","57,196,000","9,884,000","11,869,000","12,968,000","-168,547,000","58,580,000","-4,659,000","32,243,000","-84,221,000","28,019,000","-12,408,000","1,058,000","73,599,000","-16,223,000","-7,368,000","36,266,000","-132,459,000","10,294,000","-15,907,000","-37,233,000","-2,608,000","11,891,000","49,248,000","34,701,000","56,463,000","6,532,000","44,519,000","10,927,000","39,988,000","31,927,000","25,551,000","39,649,000","-69,753,000","30,198,000","40,881,000","806,000","304,319,000","28,791,000","45,053,000","-6,801,000","-118,200,000","10,630,000","1,697,000","-25,878,000"
	GainOnSaleOfSecurity,"-20,352,000","-15,577,000","-5,576,000",,,"20,963,000","-11,074,000",,,"-6,761,000","-1,625,000",,,"-15,737,000","47,769,000",,,"-29,622,000","9,094,000",,,"-4,087,000","-7,684,000",,,"46,721,000",,,,"771,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"54,790,000","1,889,000","13,377,000","13,235,000","26,289,000","29,135,000","51,118,000","55,930,000","40,920,000","46,026,000","25,987,000","24,752,000","30,201,000","35,200,000","14,608,000","26,586,000","18,612,000","11,727,000","-17,483,000","-5,375,000","4,269,000","7,915,000","189,830,000","-226,412,000","14,367,000","18,821,000","12,148,000","9,884,000","11,869,000","12,197,000","-40,407,000","14,406,000","11,056,000","19,162,000",,,,,,,,"23,526,000",,"10,294,000",,,"-32,830,000","24,290,000","48,102,000","49,994,000","39,691,000","18,280,000","29,398,000","25,907,000","17,942,000","29,653,000","25,551,000","21,521,000","22,433,000","26,502,000","38,279,000","30,163,000","149,068,000","17,300,000","40,130,000","-461,000","11,312,000","10,630,000","14,677,000","-9,034,000"
	SpecialIncomeCharges,"-625,640,000","-625,640,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-117,005,000","44,174,000","-15,715,000","13,081,000","-145,730,000","28,019,000","-12,408,000","1,058,000","3,542,000","-16,223,000","-7,368,000","12,740,000",,,"-15,907,000","-37,233,000",,"-12,399,000","1,146,000","-15,293,000","16,772,000","-11,748,000","15,121,000","-14,980,000","22,046,000","2,274,000",,"18,128,000","-92,186,000","3,696,000","2,602,000","-29,357,000","155,251,000","11,491,000","4,923,000","-6,340,000",,,"-12,980,000","-16,844,000"
		ImpairmentOfCapitalAssets,,"622,402,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,"3,238,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"91,202,000","-529,963,000","158,268,000","208,256,000","254,641,000","312,545,000","223,341,000","327,484,000","301,926,000","250,356,000","198,327,000","96,533,000","66,063,000","66,788,000","-9,946,000","16,632,000","-11,580,000","39,324,000","-403,143,000","-320,247,000","107,288,000","385,868,000","372,405,000","203,629,000","564,119,000","627,084,000","609,624,000","456,692,000","579,360,000","556,573,000","462,405,000","573,978,000","608,484,000","598,102,000","561,327,000","506,264,000","416,938,000","461,439,000","455,326,000","408,403,000","399,686,000","327,636,000","336,788,000","334,897,000","471,132,000","596,193,000","427,230,000","902,871,000","854,302,000","691,782,000","717,837,000","635,584,000","777,145,000","734,925,000","805,082,000","721,682,000","722,414,000","633,023,000","579,205,000","496,576,000","486,265,000","394,039,000","326,664,000","216,027,000","189,957,000","86,672,000","-41,158,000","116,846,000","108,369,000","63,439,000"
TaxProvision,"268,265,000","135,769,000","9,813,000","107,741,000","14,942,000","69,956,000","-1,724,000","80,355,000","135,454,000","15,122,000","36,159,000","1,307,000","-7,357,000","-47,245,000","6,987,000","1,144,000","-2,403,000","11,374,000","42,195,000","35,420,000","34,965,000","131,925,000","126,163,000","116,614,000","144,219,000","199,065,000","201,822,000","142,404,000","149,795,000","133,856,000","112,068,000","136,491,000","148,325,000","144,674,000","134,994,000","140,776,000","112,235,000","137,242,000","134,166,000","105,696,000","104,716,000","105,426,000","96,036,000","97,583,000","114,518,000","203,098,000","312,765,000","271,714,000","218,590,000","208,606,000","156,514,000","199,220,000","242,659,000","225,531,000","240,268,000","211,726,000","226,650,000","191,333,000","164,361,000","145,678,000","144,645,000","114,069,000","53,192,000","67,204,000","60,911,000","39,069,000","-26,130,000","53,427,000","18,694,000","17,927,000"
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,514,000","22,720,000","24,285,000",,"15,575,000","19,288,000",,,,"66,514,000","-8,459,000",,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"-160,261,000","-660,068,000","151,773,000","106,548,000","241,486,000","242,879,000","225,825,000","246,927,000","168,328,000","234,983,000","160,232,000","104,854,000","74,524,000","205,127,000","33,800,000","16,603,000","-13,266,000","18,161,000","-46,654,000","-354,904,000","66,314,000","255,082,000","246,918,000","81,209,000","407,885,000","422,505,000","408,630,000","300,159,000","417,828,000","424,777,000","357,687,000","436,431,000","461,089,000","443,840,000","399,574,000","324,991,000","287,218,000","319,374,000","320,908,000","304,812,000","282,098,000","219,549,000","222,367,000","229,873,000","343,268,000","366,047,000","93,653,000","570,635,000","987,471,000","473,043,000","546,542,000","400,952,000","495,950,000","480,304,000","574,750,000","479,105,000","471,771,000","441,690,000","380,960,000","318,897,000","313,456,000","279,970,000","467,422,000","141,599,000","127,314,000","48,368,000","13,683,000","61,438,000","89,675,000","45,512,000"
	NetIncome,"-160,261,000","-660,068,000","151,773,000","106,548,000","241,486,000","242,879,000","225,825,000","246,927,000","168,328,000","234,983,000","160,232,000","104,854,000","74,524,000","205,127,000","33,800,000","16,603,000","-13,266,000","18,161,000","-46,654,000","-354,904,000","66,314,000","255,082,000","246,918,000","81,209,000","407,885,000","422,505,000","408,630,000","300,159,000","417,828,000","424,777,000","357,687,000","436,431,000","461,089,000","443,840,000","399,574,000","324,991,000","287,218,000","319,374,000","320,908,000","304,812,000","282,098,000","219,549,000","222,367,000","229,873,000","343,268,000","366,047,000","244,471,000","570,635,000","987,471,000","473,043,000","546,542,000","400,952,000","495,950,000","480,304,000","574,750,000","479,105,000","471,771,000","441,690,000","380,960,000","318,897,000","313,456,000","279,970,000","467,422,000","141,599,000","127,314,000","48,368,000","13,683,000","61,438,000","89,675,000","45,512,000"
		NetIncomeIncludingNoncontrollingInterests,"-177,063,000","-665,732,000","148,455,000","100,515,000","239,699,000","242,589,000","225,065,000","247,129,000","166,472,000","235,234,000","162,168,000","95,226,000","73,420,000","205,575,000","24,478,000","15,488,000","-9,177,000","27,950,000","-45,024,000","-355,667,000","72,323,000","253,943,000","246,242,000","87,015,000","419,900,000","428,019,000","407,802,000","314,288,000","429,565,000","422,717,000","350,337,000","437,487,000","460,159,000","453,428,000","426,333,000","365,488,000","304,703,000","324,197,000","321,160,000","302,707,000","294,970,000","222,210,000","240,752,000","237,314,000","336,438,000","393,095,000","-36,353,000","631,157,000","1,030,035,000","499,963,000","595,815,000","436,364,000","534,486,000","509,394,000","611,994,000","509,956,000","495,764,000","441,690,000","414,844,000","350,898,000","341,620,000","279,970,000","479,509,000","148,823,000","129,046,000","47,603,000","12,557,000","63,419,000","97,545,000","48,916,000"
			NetIncomeContinuousOperations,"-177,063,000","-665,732,000","148,455,000","100,515,000","239,699,000","242,589,000","225,065,000","247,129,000","166,472,000","235,234,000","162,168,000","95,226,000","73,420,000","114,033,000","-16,933,000","15,488,000","-9,177,000","27,950,000","-45,024,000","-355,667,000","72,323,000","253,943,000","246,242,000","87,015,000","419,900,000","428,019,000","407,802,000","314,288,000","429,565,000","422,717,000","350,337,000","437,487,000","460,159,000","453,428,000","426,333,000","365,488,000","304,703,000","324,197,000","321,160,000","302,707,000","294,970,000","222,210,000","240,752,000","237,314,000","356,614,000","393,095,000","244,471,000","570,635,000","593,148,000","456,256,000","512,050,000","400,952,000","495,950,000","480,304,000","527,570,000","479,105,000","471,771,000","441,690,000","380,960,000","318,897,000","313,456,000","279,970,000","467,422,000","141,599,000","127,314,000","48,368,000","13,683,000","61,438,000","89,675,000","45,512,000"
			NetIncomeDiscontinuousOperations,,,,,,,"0","0","0","0","0","0","0","91,542,000","7,852,000",,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","-20,176,000","0","0",,"394,323,000","16,787,000",,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"16,802,000","5,664,000","3,318,000","6,033,000","1,787,000","290,000","760,000","-202,000","1,856,000","-251,000","-1,936,000","9,628,000","1,104,000","-448,000","9,322,000","1,115,000","-4,089,000","-9,789,000","-1,630,000","763,000","-6,009,000","1,139,000","676,000","-5,806,000","-12,015,000","-5,514,000","828,000","-14,129,000","-11,737,000","2,060,000","7,350,000","-1,056,000","930,000","-9,588,000","-26,759,000","-40,497,000","-17,485,000","-4,823,000","-252,000","2,105,000","-12,872,000","-2,661,000","-18,385,000","-7,441,000","6,830,000","-27,048,000","280,824,000","-60,522,000","-42,564,000","-26,920,000","-49,273,000","-35,412,000","-38,536,000","-29,090,000","-37,244,000","-30,851,000","-23,993,000",,"-33,884,000","-32,001,000","-28,164,000",,"-12,087,000","-7,224,000","-1,732,000","765,000","1,126,000","-1,981,000","-7,870,000","-3,404,000"
DilutedNIAvailtoComStockholders,"-160,261,000","-660,068,000","151,773,000","106,548,000","241,486,000","242,879,000","225,825,000","246,927,000","168,328,000","234,983,000","160,232,000","104,854,000","74,524,000","205,127,000","33,800,000","16,603,000","-13,266,000","18,161,000","-46,654,000","-354,904,000","66,314,000","255,082,000","246,918,000","81,209,000","407,885,000","422,505,000","408,630,000","300,159,000","417,828,000","424,777,000","357,687,000","436,431,000","461,089,000","443,840,000","399,574,000","324,991,000","287,218,000","319,374,000","320,908,000","304,812,000","282,098,000","219,549,000","222,367,000","229,873,000","343,268,000","366,047,000","93,653,000","570,635,000","987,471,000","473,043,000","546,542,000","400,952,000","495,950,000","480,304,000","574,750,000","479,105,000","471,771,000","441,690,000","380,960,000","318,897,000","313,456,000","279,970,000","467,422,000","141,599,000","127,314,000","48,368,000","13,683,000","61,438,000","89,675,000","45,512,000"
BasicEPS,,"-1.12",,"0.18","0.409","0.411",,"0.42","0.285","0.4","0.271","0.18","0.12","0.34","0.057","0","-0.02","0.04","-0.079","-0.6","0.12","0.44",,"0.14","0.7","0.72",,"0.5","0.7","0.72","0.606","0.739","0.78","0.76",,"0.56","0.48","0.54",,"0.52","0.48","0.38",,"0.38","0.62","0.62",,"0.96","1.68","0.8",,"0.68","0.84","0.81",,"0.81","0.8","0.71",,"0.54","0.54","0.44",,"0.24","0.22","0.08",,"0.011","0.16","0.08"
DilutedEPS,,"-1.12",,"0.18","0.409","0.411",,"0.42","0.285","0.4","0.271","0.18","0.12","0.34","0.057","0","-0.022","0.04","-0.079","-0.6","0.12","0.44",,"0.14","0.7","0.72",,"0.5","0.7","0.72","0.606","0.739","0.78","0.76",,"0.56","0.48","0.54",,"0.52","0.48","0.38",,"0.38","0.62","0.62",,"0.96","1.68","0.8",,"0.68","0.84","0.81",,"0.81","0.8","0.71",,"0.54","0.54","0.44",,"0.24","0.22","0.08",,"0.011","0.16","0.08"
