name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
EBIT,"1,655,000,000","402,000,000","408,000,000","380,000,000","466,000,000","820,000,000","240,000,000","-416,000,000","377,000,000","254,000,000","-23,000,000","550,000,000","39,000,000","345,000,000","130,000,000","412,000,000","301,000,000","335,000,000","120,000,000","-635,000,000","563,000,000","838,000,000","-601,000,000","640,000,000","1,033,000,000","773,000,000","-3,462,000,000","1,212,000,000","1,310,000,000","1,066,000,000","1,286,000,000","1,309,000,000","1,245,000,000","1,077,000,000","-204,721,000","859,453,000","948,013,000","838,255,000","654,733,000","866,078,000","659,403,000","697,245,000","570,171,000","745,010,000","1,039,974,000","-204,263,000"
EBITDA,"3,814,000,000"
ReconciledCostOfRevenue,"1,943,000,000","470,000,000","548,000,000","424,000,000","502,000,000","452,000,000","474,000,000","547,000,000","524,000,000","494,000,000","545,000,000","565,000,000","527,000,000","502,000,000","507,000,000","559,000,000","474,000,000","445,000,000","551,000,000","558,000,000","909,000,000","851,000,000","1,144,000,000","1,272,000,000","1,306,000,000","1,244,000,000","1,416,000,000","1,482,000,000","1,530,000,000","1,485,000,000","2,003,000,000","1,431,000,000","1,331,000,000","1,361,000,000","1,687,415,000","1,700,777,000","1,527,229,000","707,580,000","700,616,000","638,963,000","600,901,000","527,938,000","532,604,000","515,301,000","472,312,000","468,903,000"
ReconciledDepreciation,"2,159,000,000","508,000,000","537,000,000","590,000,000","524,000,000","503,000,000","506,000,000","1,246,000,000","465,000,000","475,000,000","468,000,000","474,000,000","540,000,000","509,000,000","509,000,000","479,000,000","504,000,000","444,000,000","493,000,000","529,000,000","849,000,000","870,000,000","946,000,000","1,098,000,000","1,121,000,000","1,152,000,000","1,268,000,000","1,167,000,000","1,186,000,000","1,220,000,000","1,277,000,000","1,228,000,000","1,248,000,000","1,259,000,000","1,820,441,000","1,269,039,000","1,121,421,000","576,099,000","621,268,000","546,055,000","493,192,000","419,247,000","480,019,000","437,203,000","395,707,000","381,238,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"234,000,000","108,000,000","22,000,000","35,000,000","70,000,000","495,000,000","-19,000,000","-424,000,000","31,000,000","-109,000,000","-325,000,000","125,000,000","-278,000,000","-5,000,000","-347,000,000","24,000,000","-49,000,000","84,000,000","-194,000,000","-882,000,000","108,000,000","184,000,000","-891,000,000","104,000,000","100,000,000","39,000,000","-3,861,000,000","255,000,000","573,000,000","408,000,000","801,000,000","538,000,000","488,000,000","318,000,000","-374,335,000","91,904,000","235,757,000","589,673,000","461,221,000","495,901,000","334,740,000","392,370,000","283,440,000","434,497,000","700,525,000","-296,632,000"
TotalUnusualItemsExcludingGoodwill,"-289,000,000","-35,000,000","-97,000,000","-123,000,000","-32,000,000","1,000,000","-127,000,000","-843,000,000","-38,000,000","-9,000,000","-182,000,000","-32,000,000","-283,000,000","74,000,000","-297,000,000","-8,000,000","25,000,000","52,000,000","-205,000,000","-222,000,000","34,000,000","230,000,000","-1,593,000,000","-169,000,000","4,000,000","-103,000,000","-2,987,000,000","-92,000,000","19,000,000","7,000,000","-437,000,000","-40,000,000","-34,000,000","-22,000,000","-684,306,000","-432,613,000","-132,337,000","134,256,000","-15,998,000","755,000","-136,404,000","56,589,000","-38,099,000","21,310,000","324,611,000","-751,236,000"
TotalUnusualItems,"-289,000,000","-35,000,000","-97,000,000","-123,000,000","-32,000,000","1,000,000","-127,000,000","-843,000,000","-38,000,000","-9,000,000","-182,000,000","-32,000,000","-283,000,000","74,000,000","-297,000,000","-8,000,000","25,000,000","52,000,000","-205,000,000","-222,000,000","34,000,000","230,000,000","-1,593,000,000","-169,000,000","4,000,000","-103,000,000","-2,987,000,000","-92,000,000","19,000,000","7,000,000","-437,000,000","-40,000,000","-34,000,000","-22,000,000","-684,306,000","-432,613,000","-132,337,000","134,256,000","-15,998,000","755,000","-136,404,000","56,589,000","-38,099,000","21,310,000","324,611,000","-751,236,000"
NormalizedEBITDA,"4,103,000,000","945,000,000","1,042,000,000","1,093,000,000","1,022,000,000","1,322,000,000","873,000,000","1,673,000,000","880,000,000","738,000,000","629,000,000","1,059,000,000","862,000,000","783,000,000","936,000,000","899,000,000","780,000,000","727,000,000","818,000,000","116,000,000","1,378,000,000","1,478,000,000","1,938,000,000","1,907,000,000","2,150,000,000","2,028,000,000","793,000,000","2,471,000,000","2,477,000,000","2,279,000,000","3,000,000,000","2,577,000,000","2,527,000,000","2,358,000,000","2,300,026,000","2,561,105,000","2,201,771,000","1,280,098,000","1,291,999,000","1,411,378,000","1,288,999,000","1,059,903,000","1,088,289,000","1,160,903,000","1,111,070,000","928,211,000"
TaxRateForCalcs,"0.2","0.385","0.2","0.2","0.2","0.13","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.223","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.268","0.392","0.255","0.281","0.339","0.2","0.2","0.2","0.2","0.135","0.086","0.311","0.338","0.275","0.308","0.259","0.213","0.1"
TaxEffectOfUnusualItems,"-57,800,000","-13,461,538.462","-19,400,000","-24,600,000","-6,400,000","129,720.854","-25,400,000","-168,600,000","-7,600,000","-1,800,000","-36,400,000","-6,400,000","-56,600,000","14,800,000","-59,400,000","-1,600,000","5,000,000","10,400,000","-41,000,000","-44,400,000","7,595,744.681","46,000,000","-318,600,000","-33,800,000","800,000","-20,600,000","-597,400,000","-18,400,000","5,086,614.173","2,745,856.354","-111,537,958.115","-11,221,945.137","-11,519,890.261","-4,400,000","-136,861,200","-86,522,600","-26,467,400","18,060,027.043","-1,379,579.83","234,855.463","-46,048,922.641","15,588,775.545","-11,751,445.803","5,518,847.908","69,093,685.85","-74,979,358.185"
