name,ttm,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010
	InterestExpenseNonOperating,"365,900,000","322,400,000","387,300,000","314,800,000","306,500,000","287,500,000","183,700,000","85,500,000","60,300,000","51,500,000","51,500,000"
OtherIncomeExpense,"-255,100,000","-236,200,000","-60,400,000","-157,600,000","-269,300,000","-153,300,000","-346,200,000","-6,700,000","1,600,000","-514,000,000","-17,200,000"
	GainOnSaleOfSecurity,"-193,500,000","-306,600,000","95,600,000",,,,"-14,000,000",,,,
	EarningsFromEquityInterest,,,,,,,,,,"4,200,000","2,200,000"
	SpecialIncomeCharges,"-74,300,000","57,200,000","-156,000,000","-249,400,000","-86,400,000","-60,800,000","-296,700,000","-6,700,000","0","-518,200,000","-19,400,000"
		RestructuringAndMergernAcquisition,,,,,,,"1,100,000","3,800,000",,,
		ImpairmentOfCapitalAssets,,"63,300,000","124,900,000","26,500,000",,"60,800,000","295,600,000","2,900,000","0","503,500,000","19,400,000"
		OtherSpecialCharges,"12,900,000","6,100,000","31,100,000","222,900,000","86,400,000",,,,,"14,700,000",
		GainOnSaleOfBusiness,,"126,600,000",,,,,,,,,
	OtherNonOperatingIncomeExpenses,"12,700,000","13,200,000",,"91,800,000","-182,900,000","-92,500,000","-35,500,000",,"1,600,000",,
PretaxIncome,"123,500,000","159,100,000","264,700,000","74,400,000","-30,100,000","-167,300,000","-426,900,000","22,300,000","80,400,000","-367,600,000","141,500,000"
TaxProvision,"-17,300,000","-3,900,000","-204,000,000","26,100,000","-26,800,000","-52,000,000","-83,700,000","7,100,000","30,500,000","-6,300,000","49,500,000"
EarningsFromEquityInterestNetOfTax,"-33,600,000","-37,000,000","-300,000",,,,,,,,
NetIncomeCommonStockholders,"97,300,000","121,700,000","457,300,000","34,800,000","-28,400,000","-132,300,000","-358,600,000","9,800,000","49,900,000","-361,300,000","92,000,000"
	NetIncome,"98,300,000","124,700,000","467,300,000","48,300,000","-3,300,000","-115,300,000","-343,200,000","15,200,000","49,900,000","-361,300,000","92,000,000"
		NetIncomeIncludingNoncontrollingInterests,"107,200,000","126,000,000","468,400,000","48,300,000","-3,300,000","-115,300,000","-343,200,000","15,200,000","49,900,000","-361,300,000","92,000,000"
			NetIncomeContinuousOperations,"107,200,000","126,000,000","468,400,000","48,300,000","-3,300,000","-115,300,000","-343,200,000","15,200,000","49,900,000","-361,300,000","92,000,000"
		MinorityInterests,"-8,900,000","-1,300,000","-1,100,000","0",,,,,,,
	PreferredStockDividends,,"3,000,000","10,000,000","13,500,000","25,100,000","17,000,000","15,400,000","5,400,000",,,
DilutedNIAvailtoComStockholders,"97,300,000","121,700,000","457,300,000","34,800,000","-28,400,000","-132,300,000","-358,600,000","9,800,000","49,900,000","-361,300,000","92,000,000"
BasicEPS,,"1.72","6.87","0.51","-0.41","-2.33","-9.03","0.3","1.45","-10.503","2.674"
DilutedEPS,,"1.66","6.16","0.5","-0.41","-2.33","-9.03","0.3","1.45","-10.503","2.674"
BasicAverageShares,,"70,800,000","66,600,000","67,800,000","68,800,000","56,700,000","39,700,000","32,700,000","34,300,000","34,400,000","34,400,000"
DilutedAverageShares,,"75,100,000","75,900,000","69,900,000","68,800,000","56,700,000","39,700,000","33,000,000","34,500,000","34,400,000","34,400,000"
TotalOperatingIncomeAsReported,"683,100,000","781,000,000","587,500,000","520,300,000","545,700,000","212,700,000","-207,700,000","107,800,000","139,100,000","-305,600,000","190,800,000"
TotalExpenses,"4,982,100,000","4,963,400,000","5,544,800,000","4,679,000,000","4,481,100,000","4,374,700,000","2,308,100,000","919,600,000","819,800,000","770,300,000","786,500,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"98,300,000","124,700,000","467,300,000","48,300,000","-3,300,000","-115,300,000","-343,200,000","15,200,000","49,900,000","-361,300,000","92,000,000"
NormalizedIncome,"293,794,000","367,865,000","511,392,000","210,160,600","48,540,000","-73,408,800","-93,397,200","19,769,400","49,900,000","148,018,988.03","104,613,427.562"
InterestExpense,"365,900,000","322,400,000","387,300,000","314,800,000","306,500,000","287,500,000","183,700,000","85,500,000","60,300,000","51,500,000","51,500,000"
NetInterestIncome,"-365,900,000","-322,400,000","-387,300,000","-314,800,000","-306,500,000","-287,500,000","-183,700,000","-85,500,000","-60,300,000","-51,500,000","-51,500,000"
EBIT,"489,400,000","481,500,000","652,000,000","389,200,000","276,400,000","120,200,000","-243,200,000","107,800,000","140,700,000","-316,100,000","193,000,000"
EBITDA,"865,700,000"
ReconciledCostOfRevenue,"3,674,300,000","3,670,700,000","4,169,400,000","3,487,700,000","3,329,200,000","3,342,700,000","1,704,900,000","547,000,000","479,400,000","470,500,000","511,000,000"
ReconciledDepreciation,"376,300,000","379,600,000","398,400,000","323,100,000","302,800,000","272,800,000","155,800,000","76,800,000","63,200,000","58,700,000","55,400,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"98,300,000","124,700,000","467,300,000","48,300,000","-3,300,000","-115,300,000","-343,200,000","15,200,000","49,900,000","-361,300,000","92,000,000"
TotalUnusualItemsExcludingGoodwill,"-267,800,000","-249,400,000","-60,400,000","-249,400,000","-86,400,000","-60,800,000","-310,700,000","-6,700,000","0","-518,200,000","-19,400,000"
TotalUnusualItems,"-267,800,000","-249,400,000","-60,400,000","-249,400,000","-86,400,000","-60,800,000","-310,700,000","-6,700,000","0","-518,200,000","-19,400,000"
NormalizedEBITDA,"1,133,500,000","1,110,500,000","1,110,800,000","961,700,000","665,600,000","453,800,000","223,300,000","191,300,000","203,900,000","260,800,000","267,800,000"
TaxRateForCalcs,"0.27","0.025","0.27","0.351","0.4","0.311","0.196","0.318","0.379","0.017","0.35"
TaxEffectOfUnusualItems,"-72,306,000","-6,235,000","-16,308,000","-87,539,400","-34,560,000","-18,908,800","-60,897,200","-2,130,600","0","-8,881,011.97","-6,786,572.438"
