name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
		RetainedEarnings,"-3,181,000,000","-3,437,000,000","-3,588,000,000","-3,572,000,000","-2,971,000,000","-1,244,000,000","-1,408,000,000","-223,000,000",,,
		AdditionalPaidInCapital,"7,692,000,000","7,734,000,000","7,479,000,000","6,803,000,000","6,164,000,000","5,562,000,000","5,516,000,000","5,487,000,000","5,457,000,000",,
		GainsLossesNotAffectingRetainedEarnings,,,,,"0","-1,000,000","-1,000,000","2,000,000","219,000,000","168,000,000","72,000,000"
	MinorityInterest,,,,,"0","109,000,000","101,000,000","103,000,000","81,000,000","72,000,000","64,000,000"
TotalCapitalization,"6,717,000,000","6,786,000,000","6,702,000,000","6,041,000,000","6,724,000,000","6,599,000,000","6,025,000,000","6,776,000,000","7,181,000,000","4,428,000,000","5,341,000,000"
PreferredStockEquity,,,"232,000,000","232,000,000","339,000,000",,,,,,
CommonStockEquity,"4,515,000,000","4,301,000,000","3,895,000,000","3,234,000,000","3,196,000,000","4,319,000,000","4,109,000,000","5,268,000,000","5,678,000,000","4,428,000,000","5,341,000,000"
CapitalLeaseObligations,"60,000,000",,,,,,,,,,
NetTangibleAssets,"4,515,000,000","4,301,000,000","4,127,000,000","3,466,000,000","3,535,000,000","4,319,000,000","4,109,000,000","5,268,000,000","5,678,000,000","4,428,000,000","4,338,000,000"
WorkingCapital,"-251,000,000","24,000,000","-201,000,000","77,000,000","160,000,000","660,000,000","-85,000,000","46,000,000","518,000,000","-2,209,000,000","-1,353,000,000"
InvestedCapital,"6,725,000,000","6,803,000,000","6,470,000,000","5,809,000,000","6,385,000,000","6,599,000,000","6,060,000,000","6,810,000,000","7,181,000,000","6,689,000,000","6,557,000,000"
TangibleBookValue,"4,515,000,000","4,301,000,000","3,895,000,000","3,234,000,000","3,196,000,000","4,319,000,000","4,109,000,000","5,268,000,000","5,678,000,000","4,428,000,000","4,338,000,000"
TotalDebt,"2,270,000,000","2,502,000,000","2,575,000,000","2,575,000,000","3,189,000,000","2,280,000,000","1,951,000,000","1,542,000,000","1,503,000,000","2,261,000,000","1,216,000,000"
NetDebt,"2,150,000,000","2,499,000,000","2,386,000,000","2,079,000,000","3,151,000,000","2,239,000,000","1,852,000,000","1,389,000,000","977,000,000","2,224,000,000","1,182,000,000"
ShareIssued,"416,800,000","420,600,000","398,300,000","344,700,000","275,400,000","203,700,000","201,000,000","199,300,000","197,000,000","197,000,000","197,000,000"
OrdinarySharesNumber,"416,800,000","420,600,000","398,300,000","344,700,000","275,400,000","203,700,000","201,000,000","199,300,000","197,000,000","197,000,000","197,000,000"
PreferredSharesNumber,,,"4,800,000","4,800,000","7,000,000",,,,,,
