name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
DilutedAverageShares,,,"80,844,000","78,977,000","73,222,000","71,411,000","54,590,000","54,051,290","57,815,705","54,051,290"
TotalOperatingIncomeAsReported,"761,094,000","805,774,000","273,347,000","470,272,000","243,409,000","149,308,000","125,513,000","66,148,000","39,897,000","44,400,000"
TotalExpenses,"1,577,217,000","1,604,932,000","1,473,022,000","1,175,914,000","885,758,000","688,283,000","458,593,000","295,076,000","153,511,000","95,448,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"797,269,000","859,867,000","328,115,000","423,201,000","184,189,000","121,102,000","86,850,000","42,460,000","21,349,000","34,035,000"
NormalizedIncome,"797,269,000","854,455,195.6","633,839,000","423,201,000","184,189,000","121,102,000","86,850,000","42,460,000","21,349,000","34,035,000"
InterestIncome,"50,908,000","51,144,000","31,666,000",,,,,,,
InterestExpense,,,"2,701,000","2,780,000","3,136,000","3,152,000","6,280,000","7,119,000","7,057,000","6,417,000"
NetInterestIncome,"50,908,000","51,144,000","28,965,000","-2,780,000","-3,136,000","-3,152,000","-6,280,000","-7,119,000","-7,057,000","-6,417,000"
EBIT,"761,094,000","805,774,000","291,502,000","477,540,000","245,361,000","149,161,000","127,788,000","65,394,000","40,032,000","44,043,000"
EBITDA,"795,789,000"
ReconciledCostOfRevenue,"836,292,000","866,368,000","777,992,000","584,417,000","406,051,000","294,031,000","192,015,000","122,686,000","61,252,000","43,366,000"
ReconciledDepreciation,"34,695,000","32,849,000","27,671,000","20,640,000","19,749,000","13,671,000","10,021,000","5,044,000","1,779,000","1,293,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"797,269,000","859,867,000","328,115,000","423,201,000","184,189,000","121,102,000","86,850,000","42,460,000","21,349,000","34,035,000"
TotalUnusualItemsExcludingGoodwill,,"5,427,000","-418,800,000",,,,,,,
TotalUnusualItems,,"5,427,000","-418,800,000",,,,,,,
NormalizedEBITDA,"795,789,000","833,196,000","737,973,000","498,180,000","265,110,000","162,832,000","137,809,000","70,438,000","41,811,000","45,336,000"
TaxRateForCalcs,"0.025","0.003","0.27","0.109","0.24","0.171","0.285","0.271","0.353","0.095"
TaxEffectOfUnusualItems,"0","15,195.6","-113,076,000","0","0","0","0","0","0","0"
