name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,12/31/2011
			LoansReceivable,"198,597,000","217,390,000","494,088,000","794,918,000","949,307,000",,,,,,,,,,,,"1,338,000",,,,"34,502,000",,,,,,,,,,,
			AccruedInterestReceivable,"324,019,000",,,"48,581,000","218,553,000",,,,"78,274,000",,,,"17,050,000",,,,"41,220,000",,,,"98,355,000",,,,,,,,,,,
			TaxesReceivable,"84,783,000",,,"86,586,000","69,563,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"17,262,000","18,860,000","14,098,000","10,330,000","193,559,000","70,887,000","20,427,000","13,355,000","11,190,000","52,876,000","90,474,000","63,355,000","135,245,000","35,622,000","23,236,000","28,699,000","5,297,000","61,614,000","115,076,000","62,901,000","61,073,000","3,136,000","73,000","73,000","73,000","73,000","264,000","1,108,000","1,073,000","4,148,000","1,973,000","2,000,000"
			OtherReceivables,"19,882,000","217,390,000","494,088,000","17,790,000","162,206,000",,,,"7,986,000",,,,"95,166,000",,,,,,,,,,,,,,,,,,,
		Inventory,,,,,"0","0","269,000","269,000","315,000","332,000","1,223,000","1,254,000","2,266,000","3,453,000","3,357,000","13,484,000","14,385,000","8,999,000","18,816,000","2,858,000","1,445,000",,,,,,,,,,,
		PrepaidAssets,"301,306,000","1,183,778,000","942,311,000","240,526,000","217,286,000","1,030,584,000","625,729,000","770,111,000","112,230,000","180,422,000","141,504,000","2,001,896,000","102,069,000","176,749,000","178,781,000","136,957,000","95,949,000","126,552,000","194,964,000","203,543,000","54,330,000","111,190,000","89,694,000","72,734,000","67,533,000","64,353,000","44,153,000","32,458,000","25,149,000","18,351,000","14,181,000","9,742,000"
		RestrictedCash,"657,926,000","424,094,000","586,151,000","901,039,000","0","0","727,995,000","0","1,000,000,000","1,000,000,000","1,000,000,000","1,000,000,000","0",,"0","0","389,221,000","1,308,906,000","1,105,300,000","100,000,000","100,000,000","100,000,000","55,000,000",,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,"107,309,000","106,179,000","92,645,000","105,796,000","116,921,000","105,195,000","118,094,000","97,167,000","111,436,000","80,062,000","80,024,000","66,919,000","66,921,000","49,435,000","50,222,000","35,690,000","31,549,000","28,875,000","22,539,000","12,487,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,"107,309,000","106,179,000","92,645,000","105,796,000","116,921,000","105,195,000","118,094,000","97,167,000","111,436,000","80,062,000","80,024,000","66,919,000","66,921,000","49,435,000","50,222,000","35,690,000","31,549,000","28,875,000","22,539,000","12,487,000"
		OtherCurrentAssets,"72,794,000",,,"90,354,000","58,386,000",,,,"23,449,000",,,,"10,447,000",,,,"9,316,000",,,,"16,952,000",,,,,,,,,,,"472,655,000"
	TotalNonCurrentAssets,"23,409,514,000","22,990,671,000","22,363,240,000","21,788,575,000","9,278,416,000","7,875,334,000","7,521,479,000","4,437,482,000","4,329,245,000","4,102,553,000","4,109,395,000","4,231,979,000","3,815,407,000","3,951,604,000","3,873,657,000","3,738,108,000","3,698,158,000","3,493,284,000","1,773,400,000","1,702,465,000","1,437,661,000","700,398,000","340,280,000","282,619,000","200,858,000","149,220,000","132,513,000","114,603,000","118,402,000","119,806,000","105,034,000","72,629,000"
		NetPPE,"2,531,967,000","2,427,384,000","2,276,941,000","1,964,501,000","1,296,319,000","1,188,341,000","1,145,356,000","1,086,574,000","1,016,998,000","925,233,000","921,561,000","805,500,000","838,750,000","841,155,000","834,632,000","837,405,000","843,449,000","795,484,000","752,245,000","743,002,000","234,228,000","189,243,000","149,574,000","115,791,000","102,636,000","94,094,000","88,258,000","86,983,000","90,299,000","91,350,000","75,126,000","53,582,000"
			GrossPPE,"3,605,826,000","2,427,384,000","2,276,941,000","1,964,501,000","1,939,476,000","1,188,341,000","1,145,356,000","1,086,574,000","1,535,126,000","925,233,000","921,561,000","805,500,000","1,250,773,000","841,155,000","834,632,000","837,405,000","1,112,767,000",,,,"392,989,000",,,,"195,171,000","174,213,000",,,"137,918,000","129,505,000","105,139,000","72,343,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,,,"0","0",,,"0","0","0","0"
				LandAndImprovements,"1,736,544,000","1,748,568,000","1,760,591,000","1,772,615,000","1,924,563,000","1,796,663,000","1,808,687,000","1,820,711,000","1,924,563,000","1,836,493,000","1,848,440,000","1,860,417,000","1,916,309,000","1,884,371,000","1,896,348,000","1,908,325,000","1,860,525,000",,,,,,,,,,,,,,,
				BuildingsAndImprovements,"970,823,000",,,,"960,325,000",,,,"832,351,000",,,,"551,314,000",,,,"548,527,000",,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"1,949,286,000",,,,"744,581,000",,,,"640,021,000",,,,"613,061,000",,,,"492,374,000",,,,"328,811,000",,,,"167,262,000","149,845,000",,,"115,087,000","107,702,000","84,476,000","68,184,000"
				OtherProperties,"275,607,000","2,427,384,000","2,276,941,000","1,964,501,000",,"1,188,341,000","1,145,356,000","1,086,574,000","1,016,998,000","925,233,000","921,561,000","805,500,000","838,750,000","841,155,000","834,632,000","837,405,000",,,,,,,,,,,,,,,,
				ConstructionInProgress,"333,550,000",,,,"211,657,000",,,,"44,103,000",,,,"5,586,000",,,,"1,937,000",,,,"31,786,000",,,,"4,652,000","1,349,000",,,"0","594,000","1,189,000","400,000"
				Leases,"76,560,000",,,,"22,913,000",,,,"18,651,000",,,,"80,812,000",,,,"69,929,000",,,,"32,392,000",,,,"23,257,000","23,019,000",,,"22,831,000","21,209,000","19,474,000","3,759,000"
			AccumulatedDepreciation,"-1,073,859,000",,,,"-643,157,000",,,,"-518,128,000",,,,"-412,023,000",,,,"-269,318,000",,,,"-158,761,000",,,,"-92,535,000","-80,119,000",,,"-47,619,000","-38,155,000","-30,013,000","-18,761,000"
		GoodwillAndOtherIntangibleAssets,"17,863,599,000","18,190,248,000","17,931,284,000","17,803,187,000","1,871,087,000","1,883,099,000","1,881,995,000","1,867,204,000","1,881,936,000","1,888,238,000","1,897,767,000","1,921,188,000","1,945,620,000","2,137,504,000","2,139,965,000","2,196,023,000","2,158,600,000","287,037,000","498,082,000","628,741,000","454,416,000","35,732,000","32,511,000","27,897,000","30,704,000","25,681,000","19,463,000","19,966,000","21,085,000","21,688,000","22,608,000","11,520,000"
			Goodwill,"12,947,192,000","13,126,509,000","12,758,974,000","12,497,140,000","11,763,000","11,765,000","11,728,000","11,681,000","11,716,000","14,257,000","14,277,000","14,295,000","14,300,000","132,311,000","132,304,000","151,633,000","151,638,000","151,619,000","337,071,000","447,774,000","300,382,000","4,112,000","1,585,000","1,585,000","1,577,000","1,584,000","1,589,000","1,601,000","1,604,000","1,612,000","1,607,000","706,000"
			OtherIntangibleAssets,"4,916,407,000","5,063,739,000","5,172,310,000","5,306,047,000","1,859,324,000","1,871,334,000","1,870,267,000","1,855,523,000","1,870,220,000","1,873,981,000","1,883,490,000","1,906,893,000","1,931,320,000","2,005,193,000","2,007,661,000","2,044,390,000","2,006,962,000","135,418,000","161,011,000","180,967,000","154,034,000","31,620,000","30,926,000","26,312,000","29,127,000","24,097,000","17,874,000","18,365,000","19,481,000","20,076,000","21,001,000","10,814,000"
		InvestmentsAndAdvances,"2,362,907,000","1,646,836,000","1,534,593,000","1,436,281,000","4,591,524,000","4,565,401,000","4,218,457,000","1,247,317,000","1,153,019,000","1,076,111,000","1,105,771,000","1,176,409,000","918,602,000","840,663,000","806,018,000","615,482,000","567,557,000","533,578,000","411,258,000","256,653,000","186,654,000","159,630,000","100,828,000","78,894,000","62,029,000","24,341,000","20,755,000","3,530,000","2,950,000","3,464,000","4,417,000","5,244,000"
			LongTermEquityInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,417,000",
		NonCurrentAccountsReceivable,"129,380,000","195,864,000","224,048,000","224,609,000","224,793,000",,,,"20,000,000","20,000,000",,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,"129,380,000","195,864,000","224,048,000","224,609,000","224,793,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		DuefromRelatedPartiesNonCurrent,,,,,"0","0","0","0","20,000,000","20,000,000",,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"127,635,000","130,601,000","120,141,000","113,059,000","70,834,000","41,432,000","109,019,000","117,765,000","113,017,000","121,637,000","111,104,000","112,818,000","10,502,000","5,503,000","5,547,000","3,648,000","3,363,000","1,550,000","1,440,000","1,388,000","1,392,000","868,000","735,000","785,000","625,000","695,000","715,000","740,000","583,000","493,000","604,000","329,000"
			NonCurrentDeferredTaxesAssets,"127,635,000","130,601,000","120,141,000","113,059,000","70,834,000","41,432,000","109,019,000","117,765,000","113,017,000","121,637,000","111,104,000","112,818,000","10,502,000","5,503,000","5,547,000","3,648,000","3,363,000","1,550,000","1,440,000","1,388,000","1,392,000","868,000","735,000","785,000","625,000","695,000","715,000","740,000","583,000","493,000","604,000","329,000"
		NonCurrentPrepaidAssets,"0","0","0","0","1,000,000,000",,,,,,,,,,,,"89,983,000",,,,"512,236,000",,,,,,,,,,,
		OtherNonCurrentAssets,"394,026,000","399,738,000","276,233,000","246,938,000","223,859,000","197,061,000","166,652,000","118,622,000","144,275,000","71,334,000","73,192,000","216,064,000","101,933,000","126,779,000","87,495,000","85,550,000","35,206,000","1,875,635,000","110,375,000","72,681,000","48,735,000","314,925,000","56,632,000","59,252,000","4,864,000","4,409,000","3,322,000","3,384,000","3,485,000","2,811,000","2,279,000","1,954,000"
TotalLiabilitiesNetMinorityInterest,"13,791,717,000","12,330,680,000","12,177,383,000","7,668,391,000","4,390,914,000","3,150,146,000","3,560,000,000","6,848,823,000","3,745,860,000","3,388,224,000","2,560,204,000","5,039,186,000","4,733,237,000","4,280,711,000","4,072,700,000","3,991,596,000","4,081,219,000","4,911,546,000","3,894,482,000","3,881,415,000","3,772,630,000","3,348,596,000","3,281,925,000","3,145,500,000","710,738,000","554,909,000","502,664,000","405,936,000","372,904,000","275,602,000","2,814,499,000","126,185,000"
	CurrentLiabilities,"7,637,621,000","6,261,108,000","6,334,766,000","6,594,871,000","3,853,026,000","3,045,033,000","3,421,737,000","3,689,801,000","3,145,799,000","2,792,658,000","2,504,792,000","4,985,022,000","4,690,448,000","4,181,446,000","1,351,236,000","1,325,561,000","1,384,414,000","2,271,963,000","1,182,785,000","1,038,087,000","1,090,558,000","869,495,000","807,687,000","674,431,000","701,313,000","549,475,000","496,885,000","399,665,000","366,417,000","273,341,000","205,689,000","125,737,000"
		PayablesAndAccruedExpenses,"5,471,455,000","4,485,269,000","4,509,124,000","3,901,359,000","2,792,857,000","2,243,383,000","1,914,348,000","1,940,107,000","1,719,114,000","1,497,791,000","1,323,081,000","1,129,292,000","1,435,144,000","1,049,328,000","879,482,000","880,789,000","944,028,000","714,744,000","696,191,000","641,719,000","692,455,000","512,194,000","434,635,000","342,885,000","387,898,000","295,450,000","269,586,000","188,775,000","197,293,000","114,071,000","84,508,000","52,935,000"
			Payables,"1,391,788,000","649,531,000","653,149,000","1,090,699,000","593,310,000","265,383,000","292,291,000","250,617,000","297,204,000","222,087,000","271,681,000","331,451,000","425,783,000","251,397,000","244,287,000","262,802,000","292,519,000","190,629,000","244,898,000","234,284,000","239,532,000","181,753,000","147,892,000","138,128,000","156,677,000","133,731,000","114,945,000","86,909,000","94,894,000","85,929,000","64,789,000","40,884,000"
				AccountsPayable,"124,551,000","193,364,000","215,254,000","235,556,000","114,589,000","109,656,000","85,346,000","68,010,000","76,351,000","102,242,000","108,700,000","102,116,000","137,107,000","106,025,000","122,286,000","160,388,000","129,819,000","85,940,000","93,095,000","102,397,000","101,525,000","97,497,000","74,813,000","66,536,000","56,391,000","53,457,000","54,655,000","33,976,000","28,149,000","32,601,000","23,250,000","16,114,000"
				TotalTaxPayable,"861,980,000","410,639,000","403,005,000","456,400,000","344,601,000","134,964,000","182,692,000","156,554,000","169,502,000","90,389,000","121,871,000","187,630,000","197,431,000","108,468,000","94,688,000","81,839,000","137,783,000","77,480,000","91,357,000","73,262,000","107,115,000","74,617,000","67,100,000","67,370,000","97,646,000","77,475,000","53,821,000","51,181,000","64,141,000","52,116,000","40,776,000","23,900,000"
					IncomeTaxPayable,"451,623,000","410,639,000","403,005,000","307,124,000","235,561,000","134,964,000","182,692,000","156,554,000","146,298,000","90,389,000","121,871,000","187,630,000","140,754,000","108,468,000","94,688,000","81,839,000","107,403,000","77,480,000","91,357,000","73,262,000","89,161,000","74,617,000","67,100,000","67,370,000","78,107,000","61,042,000","53,821,000","51,181,000","48,001,000","40,639,000","31,805,000","16,872,000"
				DuetoRelatedPartiesCurrent,"222,281,000","45,528,000","34,890,000","33,745,000","28,336,000","20,763,000","24,253,000","26,053,000","30,502,000","29,456,000","41,110,000","41,705,000","91,245,000","36,904,000","27,313,000","20,575,000","24,917,000","27,209,000","60,446,000","58,625,000","30,892,000","9,639,000","5,979,000","4,222,000","2,640,000","2,799,000","6,469,000","1,752,000","2,604,000","1,212,000","763,000","870,000"
				OtherPayable,"182,976,000",,,"364,998,000","105,784,000",,,,"20,849,000",,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"4,079,667,000","3,835,738,000","3,855,975,000","2,810,660,000","2,199,547,000","1,978,000,000","1,622,057,000","1,689,490,000","1,421,910,000","1,275,704,000","1,051,400,000","797,841,000","1,009,361,000","797,931,000","635,195,000","617,987,000","651,509,000","524,115,000","451,293,000","407,435,000","452,923,000","330,441,000","286,743,000","204,757,000","231,221,000","161,719,000","154,641,000","101,866,000","102,399,000","28,142,000","19,719,000","12,051,000"
				InterestPayable,,,,,,,,,,,,,"15,800,000",,,,"14,795,000",,,,"13,944,000",,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,670,000","23,815,000","27,050,000"
		CurrentDebtAndCapitalLeaseObligation,"672,767,000","400,463,000","392,767,000","1,392,600,000","6,863,000","6,878,000","720,053,000",,"588,235,000","597,213,000","609,756,000","3,374,748,000","2,768,469,000","2,661,536,000",,,,"1,148,500,000",,,,,,,,,,,,,,
			CurrentDebt,"557,203,000","288,574,000","281,588,000","1,289,250,000","6,863,000","6,878,000","720,053,000",,"588,235,000","597,213,000","609,756,000","3,374,748,000","2,768,469,000","2,661,536,000",,,,"1,148,500,000",,,,,,,,,,,,,,
				OtherCurrentBorrowings,"557,203,000","288,574,000","281,588,000","1,289,250,000","6,863,000","6,878,000","720,053,000",,"588,235,000","597,213,000","609,756,000","3,374,748,000","2,768,469,000","2,661,536,000",,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"115,564,000","111,889,000","111,179,000","103,350,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"1,493,399,000","1,375,376,000","1,432,875,000","1,300,912,000","1,053,306,000","794,772,000","787,336,000","850,578,000","838,450,000","697,654,000","571,955,000","480,982,000","486,835,000","470,582,000","471,754,000","444,772,000","440,386,000","408,719,000","486,594,000","396,368,000","398,103,000","357,301,000","373,052,000","331,546,000","313,415,000","254,025,000","227,299,000","210,890,000","169,124,000","120,411,000","89,035,000","42,810,000"
			CurrentDeferredRevenue,"1,493,399,000","1,375,376,000","1,432,875,000","1,300,912,000","1,053,306,000","794,772,000","787,336,000","850,578,000","838,450,000","697,654,000","571,955,000","480,982,000","486,835,000","470,582,000","471,754,000","444,772,000","440,386,000","408,719,000","486,594,000","396,368,000","398,103,000","357,301,000","373,052,000","331,546,000","313,415,000","254,025,000","227,299,000","210,890,000","169,124,000","120,411,000","89,035,000","42,810,000"
		OtherCurrentLiabilities,,,,"100,004,000","82,771,000",,,"899,116,000","22,140,000",,,,"18,779,000",,,,,,,,,,,,,,,,,"4,189,000","8,331,000","2,942,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"6,154,096,000","6,069,572,000","5,842,617,000","1,073,520,000","537,888,000","105,113,000","138,263,000","3,159,022,000","600,061,000","595,566,000","55,412,000","54,164,000","42,789,000","99,265,000","2,721,464,000","2,666,035,000","2,696,805,000","2,639,583,000","2,711,697,000","2,843,328,000","2,682,072,000","2,479,101,000","2,474,238,000","2,471,069,000","9,425,000","5,434,000","5,779,000","6,271,000","6,487,000","2,261,000","2,608,810,000","448,000"
		LongTermDebtAndCapitalLeaseObligation,"5,171,350,000","5,140,806,000","4,923,319,000","172,138,000",,,,"6,289,000","6,536,000","6,636,000","6,775,000","6,894,000",,,"2,636,867,000","2,563,815,000","2,597,403,000","2,544,529,000","2,444,988,000","2,457,002,000","2,447,980,000","2,461,528,000","2,461,538,000","2,461,538,000",,,,,,,,
			LongTermDebt,"5,008,571,000","4,974,947,000","4,736,225,000",,,,,"6,289,000","6,536,000","6,636,000","6,775,000","6,894,000",,,"2,636,867,000","2,563,815,000","2,597,403,000","2,544,529,000","2,444,988,000","2,457,002,000","2,447,980,000","2,461,528,000","2,461,538,000","2,461,538,000",,,,,,,,
			LongTermCapitalLeaseObligation,"162,779,000","165,859,000","187,094,000","172,138,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"505,180,000","465,266,000","479,973,000","480,857,000","119,215,000","105,113,000","138,263,000","123,296,000","68,528,000","66,504,000","35,950,000","36,091,000","33,517,000","40,807,000","41,207,000","42,406,000","37,569,000","34,287,000","43,281,000","51,680,000","51,092,000","17,573,000","12,700,000","9,531,000","9,425,000","5,434,000","5,779,000","6,271,000","6,487,000","2,261,000","1,255,000","448,000"
			NonCurrentDeferredTaxesLiabilities,"264,639,000","291,719,000","326,025,000","350,981,000","27,505,000","25,166,000","68,991,000","62,725,000","10,810,000","17,282,000","7,620,000","7,839,000","8,058,000","14,645,000","15,162,000","16,271,000","16,817,000","17,364,000","25,487,000","28,991,000","26,709,000",,,,,,,,,,,
			NonCurrentDeferredRevenue,"240,541,000","173,547,000","153,948,000","129,876,000","91,710,000","79,947,000","69,272,000","60,571,000","57,718,000","49,222,000","28,330,000","28,252,000","25,459,000","26,162,000","26,045,000","26,135,000","20,752,000","16,923,000","17,794,000","22,689,000","24,383,000","17,573,000","12,700,000","9,531,000","9,425,000","5,434,000","5,779,000","6,271,000","6,487,000","2,261,000","1,255,000","448,000"
		TradeandOtherPayablesNonCurrent,,,,,,,,,,,,,,,,,,"0","182,476,000","292,471,000","183,000,000",,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,"466,071,000","462,261,000","439,325,000","420,525,000","418,673,000","0","0","3,029,437,000","524,997,000","522,426,000","12,687,000","11,179,000","9,272,000","58,458,000","43,390,000","59,814,000","61,833,000","60,767,000","40,952,000","42,175,000",,,,,,,,,,"0","2,607,555,000","0"
		OtherNonCurrentLiabilities,"11,495,000","1,239,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalEquityGrossMinorityInterest,"38,417,766,000","38,235,242,000","37,372,354,000","32,253,418,000","21,377,131,000","20,505,709,000","19,276,975,000","11,488,251,000","10,712,859,000","9,807,810,000","6,254,161,000","5,687,224,000","5,052,555,000","4,516,538,000","4,072,986,000","3,511,883,000","3,246,819,000","2,830,292,000","2,613,853,000","2,311,491,000","3,090,164,000","2,685,133,000","2,362,712,000","2,104,326,000","1,887,209,000","1,678,489,000","1,513,255,000","1,402,773,000","1,323,285,000","753,110,000","-1,911,347,000","619,241,000"
	StockholdersEquity,"33,065,886,000","32,983,071,000","32,379,964,000","29,402,813,000","18,520,292,000","17,690,810,000","16,598,864,000","11,424,128,000","10,611,155,000","9,752,826,000","6,210,248,000","5,655,102,000","5,046,495,000","4,505,146,000","4,062,357,000","3,501,780,000","3,239,159,000","2,823,515,000","2,613,853,000","2,311,491,000","3,090,164,000","2,685,133,000","2,362,712,000","2,104,326,000","1,887,209,000","1,678,489,000","1,513,255,000","1,402,773,000","1,323,285,000","753,110,000","-1,911,347,000","619,241,000"
		CapitalStock,"104,000","103,000","104,000","104,000","80,000","80,000","80,000","80,000","80,000","80,000","71,000","70,000","70,000","70,000","70,000","70,000","70,000","70,000","71,000","69,000","73,000","73,000","72,000","72,000","72,000","72,000","71,000","71,000","71,000","61,000","37,000","61,000"
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,
			CommonStock,"104,000","103,000","104,000","104,000","80,000","80,000","80,000","80,000","80,000","80,000","71,000","70,000","70,000","70,000","70,000","70,000","70,000","70,000","71,000","69,000","73,000","73,000","72,000","72,000","72,000","72,000","71,000","71,000","71,000","61,000","37,000","61,000"
		AdditionalPaidInCapital,"21,921,562,000","21,560,965,000","21,620,780,000","19,048,058,000","11,168,866,000","11,014,105,000","10,852,697,000","5,828,395,000","5,339,844,000","5,161,606,000","2,210,331,000","2,188,364,000","2,165,766,000","2,137,287,000","2,107,329,000","2,065,731,000","2,011,799,000","1,955,011,000","1,902,395,000","1,890,756,000","2,900,458,000","2,862,425,000","2,826,195,000","2,789,681,000","2,765,614,000","2,740,713,000","2,698,766,000","2,666,536,000","2,648,404,000","3,139,752,000","511,732,000","3,065,003,000"
		RetainedEarnings,"10,272,122,000","10,157,351,000","10,057,138,000","10,024,537,000","6,913,469,000","6,263,853,000","5,613,163,000","5,750,050,000","5,218,110,000","4,471,612,000","3,845,598,000","3,271,890,000","2,728,736,000","2,158,832,000","1,758,793,000","1,415,507,000","1,207,168,000","847,990,000","691,616,000","400,925,000","173,963,000","-183,022,000","-469,259,000","-691,130,000","-874,697,000","-1,026,056,000","-1,155,020,000","-1,247,840,000","-1,311,767,000","-2,377,654,000","-2,412,788,000","-2,433,604,000"
		TreasuryStock,"168,072,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"1,040,170,000","1,264,652,000","701,942,000","330,114,000","437,877,000","412,772,000","132,924,000","-154,397,000","53,121,000","119,528,000","154,248,000","194,778,000","151,923,000","208,957,000","196,165,000","20,472,000","20,122,000","20,444,000","19,771,000","19,741,000","15,670,000","5,657,000","5,704,000","5,703,000","-3,780,000","-36,240,000","-30,562,000","-15,994,000","-13,423,000","-9,049,000","-10,328,000","-12,219,000"
			OtherEquityAdjustments,"1,040,170,000","1,264,652,000","701,942,000","330,114,000","437,877,000","412,772,000","132,924,000","-154,397,000","53,121,000","119,528,000","154,248,000","194,778,000","151,923,000","208,957,000","196,165,000","20,472,000","20,122,000","20,444,000","19,771,000","19,741,000","15,670,000","5,657,000","5,704,000","5,703,000","-3,780,000","-36,240,000","-30,562,000","-15,994,000","-13,423,000",,,
	MinorityInterest,"5,351,880,000","5,252,171,000","4,992,390,000","2,850,605,000","2,856,839,000","2,814,899,000","2,678,111,000","64,123,000","101,704,000","54,984,000","43,913,000","32,122,000","6,060,000","11,392,000","10,629,000","10,103,000","7,660,000","6,777,000",,,,,,,,,,,,,,
