name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,10/31/1993,07/31/1993,04/30/1993
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,417,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,631,000","4,387,000","4,175,000","4,093,000","3,600,000","3,200,000","2,600,000","1,900,000","1,700,000","1,500,000","1,400,000","1,200,000","1,300,000","1,100,000","1,100,000","1,100,000","1,400,000","1,100,000","1,200,000","1,100,000","1,000,000","1,300,000","1,100,000","1,100,000",,,"800,000","900,000","700,000","700,000",
	OtherOperatingExpenses,,,,,,,,,,,"0","200,000","200,000","400,000","100,000","500,000","1,500,000","400,000","364,000","12,737,000",,,,,,,,,,,,,"-5,003,000","-1,511,000",,,,,,,,,,,"116,929,000",,"0",,,"-17,200,000","0",,,"-784,000","-6,277,000","-1,832,000","-9,614,000",,,,,,,"6,202,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"195,700,000","6,200,000","3,800,000","28,700,000","157,000,000","31,500,000","13,400,000","25,900,000","138,700,000","21,100,000","-12,800,000","33,700,000","130,300,000","17,700,000","18,500,000","27,900,000","118,500,000","9,000,000","16,707,000","12,292,000","114,089,000","2,272,000","-9,877,000","8,373,000","94,157,000","1,135,000","-5,168,000","10,173,000","82,102,000","2,618,000","-3,970,000","7,813,000","82,183,000","3,720,000","6,301,000","10,087,000","67,475,000","11,133,000","-4,270,000","3,295,000","47,224,000","-16,226,000","-9,854,000","2,460,000","51,122,000","-8,995,000","-5,179,000","4,295,000","51,083,000","2,580,000","-5,159,000","4,632,000","48,287,000","-14,124,000","2,972,000","4,988,000","56,781,000","-17,306,000","-7,537,000","6,065,000","40,389,000","-23,279,000","2,802,000","-1,114,000","47,397,000","-18,842,000","236,000","13,598,000","48,306,000","-17,861,000","5,910,000","15,711,000","41,054,000","-17,153,000","9,623,000","14,755,000","40,423,000","-15,464,000","6,806,000","15,824,000","35,488,000","-11,540,000","8,800,000","3,600,000","24,800,000","-4,800,000","-1,300,000","-1,000,000","22,300,000","-2,800,000","-300,000","-3,000,000","20,800,000","-3,100,000","-900,000","-2,800,000","19,700,000","-3,400,000","-1,000,000","-3,600,000","17,600,000","-2,900,000","-44,700,000","11,800,000","17,100,000","-3,700,000","-4,000,000","13,100,000","8,800,000"
NetNonOperatingInterestIncomeExpense,"-76,500,000","-19,300,000","-18,900,000","-18,900,000","-19,400,000","-13,700,000","-10,900,000","-9,900,000","-9,700,000","-9,600,000","-13,300,000","-12,600,000","-11,600,000","-11,800,000","-10,900,000","-11,100,000","-11,100,000","-10,600,000","-7,449,000","-6,732,000","-7,106,000","-7,266,000","-5,730,000","-5,167,000","-4,956,000","-4,969,000","-2,085,000","-1,401,000","-1,167,000","-1,466,000","-1,447,000","-842,000","-947,000","-1,205,000","-1,199,000","-1,460,000","-3,405,000","-2,392,000","-1,849,000","-1,595,000","-1,403,000","-1,147,000","-769,000","148,000","53,000","-193,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,"0",,"-190,000","8,000","6,000","218,000","5,000","6,000","5,000","4,000","7,000","6,000","89,000","10,000","6,000","31,000","35,000","18,000","228,000","116,000","56,000","68,000","27,000","30,000","17,000","111,000","116,000","393,000","264,000","123,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"76,500,000","19,300,000","18,900,000","18,900,000","19,400,000","13,700,000","10,900,000","9,900,000","9,700,000","9,600,000","13,300,000","12,600,000","11,600,000","11,800,000","10,900,000","11,100,000","11,100,000","10,600,000","7,259,000","6,740,000","7,112,000","7,484,000","5,735,000","5,173,000","4,961,000","4,973,000","2,092,000","1,407,000","1,256,000","1,476,000","1,453,000","873,000","982,000","1,223,000","1,427,000","1,576,000","3,461,000","2,460,000","1,876,000","1,625,000","1,420,000","1,258,000","885,000","245,000","211,000","316,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,"18,900,000","18,900,000","19,400,000","13,700,000","10,900,000","9,900,000","9,700,000","9,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"24,600,000","-21,100,000","23,000,000","13,400,000","9,300,000","600,000","4,000,000","58,700,000","7,000,000","5,200,000","-37,300,000","7,200,000","7,100,000","5,900,000","29,600,000","3,600,000","4,100,000","600,000","-1,023,000","-607,000","-5,265,000","2,177,000","-3,214,000","1,171,000","2,899,000","2,696,000","-2,261,000","3,551,000","392,000","218,000","6,740,000","98,000","-527,000","-187,000","-596,000","19,467,000","3,618,000","41,000","158,000","1,362,000","69,000","737,000","143,000","-246,000","5,000","642,000","122,000","-378,000","-679,000","16,742,000","-2,419,000","-794,000","1,136,000","1,148,000","6,185,000","1,944,000","9,832,000","857,000","784,000","917,000","284,000","743,000","3,534,000","-5,903,000","504,000","336,000","499,000","22,000","151,000","402,000","-4,857,000","-586,000","-422,000","-169,000","-68,000","-72,000","-88,000","131,000","347,000","-97,000","-459,000","42,000","0","200,000","300,000","200,000","300,000","200,000","200,000","300,000","300,000","200,000","200,000","200,000","600,000","300,000","100,000",,"100,000","200,000","100,000","100,000",,,"100,000","100,000","300,000","500,000",
	EarningsFromEquityInterest,"43,200,000","-3,300,000","22,900,000","14,100,000","9,500,000","4,100,000","5,200,000","9,100,000","8,800,000","6,500,000","2,800,000","8,900,000","7,700,000","6,100,000","3,900,000","4,900,000","4,800,000","3,800,000","2,936,000","2,389,000","2,907,000","2,948,000","475,000","1,057,000","2,506,000","2,290,000","-2,460,000","-887,000","-631,000","-164,000","-446,000","-471,000","-564,000","-220,000","-690,000","-467,000","460,000","-416,000","-254,000","-470,000","-290,000","443,000","-319,000","-568,000","-395,000","322,000","-407,000","-670,000","-1,140,000","-830,000","-1,101,000","-1,278,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-19,600,000","-17,800,000","-300,000","-900,000","-600,000","-3,500,000","-1,400,000","49,500,000","-2,100,000","-1,400,000","-40,700,000","-700,000","-800,000","-200,000","25,200,000","-1,100,000","-1,100,000","-2,700,000","-10,155,000","-2,810,000","-8,200,000","-583,000","-3,826,000","0","0","431,000","0","0","0","375,000","6,367,000","569,000","37,000","33,000","94,000","19,934,000","3,158,000","457,000","412,000","1,832,000","359,000","294,000","462,000","322,000","400,000","320,000","529,000","292,000","461,000","17,572,000","-1,318,000","484,000","1,136,000","1,148,000","6,185,000","1,944,000","9,832,000","857,000","784,000","917,000","284,000","743,000","3,534,000","-5,903,000","504,000","336,000","499,000","22,000","151,000","402,000","-4,857,000","-586,000","-422,000","-169,000","-68,000","-72,000","-88,000","131,000","347,000","-97,000","-459,000","42,000","0","200,000","300,000","200,000","300,000","200,000","200,000","300,000","300,000","200,000","200,000","200,000","600,000","300,000","100,000",,"100,000","200,000","100,000","100,000",,,"100,000","100,000","300,000","500,000",
		RestructuringAndMergernAcquisition,"2,100,000","300,000","300,000","900,000","600,000","3,500,000","1,400,000","5,400,000","2,100,000","1,400,000",,"700,000","800,000","200,000","-1,500,000","1,100,000","1,100,000","2,700,000","4,338,000","2,810,000","8,200,000","6,400,000","3,826,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"17,500,000","17,500,000",,,,,"0",,,,"21,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,"20,700,000",,,,,,,,,,,,"0",,,"-431,000","0",,,"-375,000","-492,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,"0","0",,,"0","54,900,000",,,,,,,,,,,,"0","0","5,817,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,,,,,"0",,,,"23,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,"400,000","200,000","400,000",,"200,000","100,000","300,000","100,000","600,000","-1,000,000","200,000",,"500,000","-200,000","400,000","-500,000","6,196,000","-186,000","28,000","-188,000","137,000","114,000","393,000","-25,000","199,000","4,438,000","1,023,000","7,000","180,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"143,800,000","-34,200,000","7,900,000","23,200,000","146,900,000","18,400,000","6,500,000","74,700,000","136,000,000","16,700,000","-63,400,000","28,300,000","125,800,000","11,800,000","37,200,000","20,400,000","111,500,000","-1,000,000","8,235,000","4,953,000","101,718,000","-2,817,000","-18,821,000","4,377,000","92,100,000","-1,138,000","-9,514,000","12,323,000","81,327,000","1,370,000","1,323,000","7,069,000","80,709,000","2,328,000","4,506,000","28,094,000","67,688,000","-5,204,000","-5,961,000","3,062,000","45,890,000","-16,636,000","-10,480,000","2,362,000","51,180,000","-8,546,000","-5,582,000","3,699,000","50,285,000","1,398,000","-8,731,000","2,878,000","48,975,000","13,778,000","2,951,000","4,846,000","56,663,000","-16,933,000","-7,053,000","6,852,000","40,359,000","-25,097,000","-2,340,000","-2,239,000","46,812,000","-19,774,000","-650,000","13,271,000","47,051,000","-19,224,000","3,747,000","13,226,000","38,410,000","-19,893,000","6,912,000","11,914,000","37,113,000","-18,735,000","3,907,000","12,313,000","31,350,000","-14,983,000","5,500,000","2,100,000","23,400,000","-5,000,000","-1,200,000","-1,100,000","22,100,000","-2,600,000","-100,000","-2,900,000","21,000,000","-3,000,000","-600,000","-2,500,000","19,700,000","-3,500,000","-900,000","-3,500,000","17,600,000","-2,900,000",,,"17,300,000","-3,600,000","-3,700,000","13,400,000",
TaxProvision,"38,700,000","-11,600,000","3,700,000","8,000,000","38,600,000","6,500,000","-800,000","16,700,000","32,800,000","2,600,000","-83,500,000","11,600,000","47,500,000","4,500,000","10,400,000","11,700,000","41,700,000","-3,800,000","727,000","750,000","46,674,000","-1,259,000","-5,014,000","846,000","34,767,000","-438,000","-4,032,000","3,165,000","31,029,000","311,000","-1,051,000","1,096,000","32,133,000","974,000","235,000","8,374,000","27,698,000","-2,018,000","-1,693,000","-638,000","18,285,000","-8,227,000","-3,588,000","3,578,000","20,324,000","-3,479,000","-2,116,000","1,351,000","20,854,000","563,000","-3,600,000","1,741,000","19,513,000","-5,348,000","-380,000","2,128,000","23,310,000","-6,660,000","-3,201,000","3,010,000","17,681,000","-11,200,000","854,000","1,601,000","19,384,000","-8,028,000","-376,000","5,388,000","19,026,000","-7,728,000","1,760,000","5,317,000","15,302,000","-7,858,000","2,862,000","4,823,000","15,218,000","-7,775,000","1,621,000","5,010,000","13,010,000","-6,218,000","2,300,000","900,000","9,700,000","-2,000,000","-400,000","-400,000","8,600,000","-1,000,000","-100,000","-1,100,000","8,200,000","-1,200,000","-500,000","-900,000","7,800,000","-1,400,000","-400,000","-1,300,000","6,900,000","-1,100,000",,,"6,800,000","-1,400,000","-1,500,000","5,300,000",
NetIncomeCommonStockholders,"102,500,000","-23,400,000","4,000,000","14,800,000","107,100,000","11,600,000","11,400,000","56,300,000","103,100,000","182,000,000","38,200,000","16,700,000","78,300,000","7,300,000","26,800,000","8,700,000","69,800,000","2,800,000","7,508,000","4,203,000","55,044,000","-1,558,000","-13,807,000","3,531,000","57,333,000","-700,000","-5,705,000","9,249,000","50,298,000","1,058,000","2,374,000","5,973,000","48,576,000","1,353,000","7,613,000","19,780,000","40,147,000","-3,185,000","-1,895,000","-689,000","27,605,000","-8,668,000","-6,882,000","-2,325,000","30,861,000","-4,826,000","-4,073,000","2,468,000","29,412,000","742,000","-6,215,000","818,000","29,319,000","-8,191,000","-2,016,000","8,747,000","33,353,000","-10,273,000","-3,016,000","71,635,000","22,678,000","-13,897,000","-3,013,000","-3,840,000","27,428,000","-11,746,000","-413,000","7,883,000","28,025,000","-11,496,000","1,987,000","7,909,000","23,108,000","-12,035,000","4,050,000","7,091,000","21,895,000","-10,960,000","2,286,000","7,303,000","18,340,000","-8,765,000","3,200,000","1,200,000","13,700,000","-3,000,000","-800,000","-700,000","13,500,000","-1,600,000","0","-1,800,000","12,800,000","-1,800,000","-100,000","-1,600,000","11,900,000","-2,100,000","-500,000","-2,200,000","10,700,000","-1,800,000","-1,000,000","-1,100,000","10,500,000","-2,200,000","-2,200,000","8,100,000","200,000"
	NetIncome,"102,500,000","-23,400,000","4,000,000","14,800,000","107,100,000","11,600,000","11,400,000","56,300,000","103,100,000","182,000,000","38,200,000","16,700,000","78,300,000","7,300,000","26,800,000","8,700,000","69,800,000","2,800,000","7,508,000","4,203,000","55,044,000","-1,558,000","-13,807,000","3,531,000","57,333,000","-700,000","-5,705,000","9,249,000","50,298,000","1,058,000","2,374,000","5,973,000","48,576,000","1,353,000","7,613,000","19,780,000","40,147,000","-3,185,000","-1,895,000","-689,000","27,605,000","-8,668,000","-6,882,000","-2,325,000","30,861,000","-4,826,000","-4,073,000","2,468,000","29,412,000","742,000","-6,215,000","818,000","29,319,000","-8,191,000","-2,016,000","8,747,000","33,353,000","-10,273,000","-3,016,000","71,635,000","22,678,000","-13,897,000","-3,013,000","-3,840,000","27,428,000","-11,746,000","-413,000","7,883,000","28,025,000","-11,496,000","1,987,000","7,909,000","23,108,000","-12,035,000","4,050,000","7,091,000","21,895,000","-10,960,000","2,286,000","7,303,000","18,340,000","-8,765,000","3,200,000","1,200,000","13,700,000","-3,000,000","-800,000","-700,000","13,500,000","-1,600,000","0","-1,800,000","12,800,000","-1,800,000","-100,000","-1,600,000","11,900,000","-2,100,000","-500,000","-2,200,000","10,700,000","-1,800,000","-1,000,000","-1,100,000","10,500,000","-2,200,000","-2,200,000","8,100,000","200,000"
