name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
			TaxesReceivable,"21,000,000","174,000,000","40,000,000","52,000,000","114,000,000","261,000,000","115,000,000","171,000,000","215,000,000","411,000,000","161,000,000","204,000,000","186,000,000","348,000,000","183,000,000","254,000,000","283,000,000","388,000,000","208,000,000","242,000,000","248,000,000","380,000,000","164,000,000","288,000,000","259,000,000","426,000,000","280,000,000","239,000,000","220,000,000","418,000,000","300,000,000","222,000,000","233,000,000","455,000,000","148,069,000","159,963,000","163,752,000","137,958,000",,,,"96,994,000"
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,626,000","96,840,000","106,998,000","87,151,000",,,,"249,631,000"
			OtherReceivables,,"18,000,000",,,,"32,000,000",,,,"126,000,000",,,,"76,000,000",,,,"135,000,000",,,,"39,000,000",,,,,,,,,,,,"46,000,000",,,,,"113,006,000","146,483,000","187,260,000",
		Inventory,"114,000,000","169,000,000","167,000,000","178,000,000","166,000,000","141,000,000","184,000,000","184,000,000","123,000,000","72,000,000","93,000,000","116,000,000","138,000,000","125,000,000","117,000,000","92,000,000","91,000,000","104,000,000","102,000,000","141,000,000","129,000,000","117,000,000","142,000,000","202,000,000","172,000,000","192,000,000","214,000,000","218,000,000","224,000,000","167,000,000","160,000,000","172,000,000","227,000,000","227,000,000","250,971,000","315,689,000","197,682,000","137,413,000","83,620,000","76,507,000","63,310,000","61,919,000"
			RawMaterials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000,000",,,,"4,000,000",,,,"4,350,000",,,,"3,257,000"
			FinishedGoods,,,,,,,,,,"81,000,000",,,,"133,000,000",,,,"107,000,000",,,,"113,000,000",,,,"188,000,000",,,,"159,000,000",,,,"189,000,000",,,,"113,061,000",,,,"50,777,000"
			OtherInventories,,,,,,,,,,"16,000,000",,,,"18,000,000",,,,"20,000,000",,,,"26,000,000",,,,"4,000,000",,,,"4,000,000",,,,"34,000,000",,,,"20,002,000",,,,"7,885,000"
			InventoriesAdjustmentsAllowances,,,,,,,,,,"-25,000,000",,,,"-26,000,000",,,,"-23,000,000",,,,"-22,000,000",,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,,"156,000,000",,,,"190,000,000",,,,"193,000,000",,,,"229,000,000",,,,"183,000,000",,,,"512,000,000",,,,"544,000,000",,,,"1,107,000,000",,,,"1,105,000,000",,,,,,,,
		CurrentDeferredAssets,,,,,,"8,000,000",,,,"12,000,000",,,,"12,000,000",,,,"8,000,000",,,,"16,000,000",,,,"20,000,000",,,,"24,000,000",,,,"39,000,000","95,371,000","94,164,000","89,689,000","117,236,000","243,313,000","109,189,000","89,178,000","91,493,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,371,000","94,164,000","89,689,000","117,236,000","243,313,000","109,189,000","89,178,000","91,493,000"
		AssetsHeldForSaleCurrent,,"0","18,000,000","18,000,000","21,000,000","17,000,000","0","2,027,000,000","516,000,000","533,000,000","545,000,000","509,000,000",,"0","16,462,000,000","15,843,000,000","15,902,000,000","15,137,000,000","15,123,000,000","3,000,000","3,000,000","5,000,000","140,000,000","157,000,000","147,000,000","142,000,000","128,000,000","134,000,000","183,000,000","77,000,000","86,000,000","4,000,000","0","650,000,000","1,555,486,000","1,526,237,000",,,,,,
		OtherCurrentAssets,"332,000,000","40,000,000","320,000,000","337,000,000","314,000,000","20,000,000","380,000,000","370,000,000","374,000,000","8,000,000","390,000,000","389,000,000","413,000,000","19,000,000","435,000,000","427,000,000","366,000,000","14,000,000","449,000,000","622,000,000","635,000,000","108,000,000","853,000,000","905,000,000","816,000,000","135,000,000","1,292,000,000","1,403,000,000","1,308,000,000","33,000,000","1,157,000,000","2,105,000,000","1,491,000,000","359,000,000","2,374,252,000","2,379,186,000","340,332,000","418,269,000","348,502,000","509,962,000","565,925,000","627,257,000"
	TotalNonCurrentAssets,"11,688,000,000","13,560,000,000","13,110,000,000","13,187,000,000","13,222,000,000","10,992,000,000","11,682,000,000","12,623,000,000","15,344,000,000","15,113,000,000","15,536,000,000","16,013,000,000","16,694,000,000","16,643,000,000","14,444,000,000","13,653,000,000","13,410,000,000","13,334,000,000","14,061,000,000","29,401,000,000","28,800,000,000","31,410,000,000","36,236,000,000","39,267,000,000","38,782,000,000","41,114,000,000","43,317,000,000","43,135,000,000","43,926,000,000","45,820,000,000","44,953,000,000","44,606,000,000","47,157,000,000","46,168,000,000","45,333,062,000","48,321,482,000","18,383,123,000","17,638,421,000","17,264,644,000","17,232,383,000","12,147,014,000","11,765,933,000"
		NetPPE,"6,206,000,000","7,340,000,000","7,001,000,000","7,194,000,000","7,110,000,000","4,932,000,000","5,279,000,000","5,686,000,000","6,050,000,000","6,097,000,000","6,115,000,000","6,315,000,000","6,753,000,000","6,719,000,000","6,430,000,000","6,220,000,000","6,211,000,000","6,239,000,000","6,665,000,000","10,785,000,000","10,461,000,000","11,849,000,000","13,692,000,000","14,935,000,000","14,537,000,000","15,493,000,000","14,896,000,000","14,680,000,000","14,990,000,000","15,666,000,000","14,963,000,000","14,699,000,000","15,572,000,000","15,165,000,000","14,326,238,000","15,183,944,000","7,378,016,000","6,935,287,000","6,480,385,000","6,256,237,000","5,556,235,000","5,561,569,000"
			GrossPPE,,"16,794,000,000",,,,"12,931,000,000",,,,"14,413,000,000",,,,"14,858,000,000",,,,"12,523,000,000",,,,"21,061,000,000",,,,"27,202,000,000",,,,"25,566,000,000",,,,"23,048,000,000",,,,"11,959,812,000",,,,"9,291,964,000"
				Properties,,"493,000,000",,,,"443,000,000",,,,"482,000,000",,,,"461,000,000",,,,"423,000,000",,,,"561,000,000",,,,"806,000,000",,,,"771,000,000",,,,"0",,,,"0",,,,"0"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"750,000,000",,,,"586,663,000",,,,"335,675,000"
				MachineryFurnitureEquipment,,"13,266,000,000",,,,"12,029,000,000",,,,"13,419,000,000",,,,"13,411,000,000",,,,"11,181,000,000",,,,"18,998,000,000",,,,"24,335,000,000",,,,"22,185,000,000",,,,"19,460,000,000",,,,"11,373,149,000",,,,"8,956,289,000"
				OtherProperties,,"2,472,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,000,000",,,,,,,,
				ConstructionInProgress,,"563,000,000",,,,"459,000,000",,,,"512,000,000",,,,"986,000,000",,,,"919,000,000",,,,"1,502,000,000",,,,"2,061,000,000",,,,"2,610,000,000",,,,"2,763,000,000",,,,,,,,
			AccumulatedDepreciation,,"-9,454,000,000",,,,"-7,999,000,000",,,,"-8,316,000,000",,,,"-8,139,000,000",,,,"-6,284,000,000",,,,"-9,212,000,000",,,,"-11,709,000,000",,,,"-9,900,000,000",,,,"-7,883,000,000",,,,"-5,024,525,000",,,,"-3,730,395,000"
		GoodwillAndOtherIntangibleAssets,"4,933,000,000","5,688,000,000","5,580,000,000","5,700,000,000","5,771,000,000","5,670,000,000","6,006,000,000","6,580,000,000","6,909,000,000","6,562,000,000","6,746,000,000","6,948,000,000","7,089,000,000","6,953,000,000","7,041,000,000","6,634,000,000","6,528,000,000","6,447,000,000","6,785,000,000","16,580,000,000","16,093,000,000","18,002,000,000","21,203,000,000","23,351,000,000","23,233,000,000","24,546,000,000","26,657,000,000","26,484,000,000","26,917,000,000","27,565,000,000","27,372,000,000","27,296,000,000","29,163,000,000","28,601,000,000","28,129,880,000","30,323,559,000","9,929,434,000","9,675,775,000","9,668,940,000","9,751,768,000","5,340,532,000","4,975,510,000"
			Goodwill,"3,400,000,000","3,959,000,000","3,850,000,000","3,971,000,000","3,951,000,000","3,816,000,000","3,996,000,000","4,139,000,000","4,414,000,000","4,394,000,000","4,457,000,000","4,538,000,000","4,873,000,000","4,696,000,000","4,696,000,000","4,449,000,000","4,358,000,000","4,223,000,000","4,500,000,000","9,573,000,000","9,307,000,000","10,285,000,000","12,813,000,000","14,061,000,000","13,937,000,000","14,709,000,000","16,716,000,000","16,516,000,000","16,703,000,000","16,964,000,000","16,754,000,000","16,422,000,000","17,366,000,000","16,776,000,000","17,170,792,000","18,238,118,000","7,323,946,000","7,003,714,000","6,943,143,000","6,960,840,000","3,674,705,000","3,284,293,000"
			OtherIntangibleAssets,"1,533,000,000","1,729,000,000","1,730,000,000","1,729,000,000","1,820,000,000","1,854,000,000","2,010,000,000","2,441,000,000","2,495,000,000","2,168,000,000","2,289,000,000","2,410,000,000","2,216,000,000","2,257,000,000","2,345,000,000","2,185,000,000","2,170,000,000","2,224,000,000","2,285,000,000","7,007,000,000","6,786,000,000","7,717,000,000","8,390,000,000","9,290,000,000","9,296,000,000","9,837,000,000","9,941,000,000","9,968,000,000","10,214,000,000","10,601,000,000","10,618,000,000","10,874,000,000","11,797,000,000","11,825,000,000","10,959,088,000","12,085,441,000","2,605,488,000","2,672,061,000","2,725,797,000","2,790,928,000","1,665,827,000","1,691,217,000"
		InvestmentsAndAdvances,"269,000,000","235,000,000",,,,"58,000,000","19,000,000","18,000,000","1,854,000,000","1,955,000,000","2,185,000,000","2,330,000,000","2,397,000,000","2,485,000,000","493,000,000","543,000,000","386,000,000","365,000,000","374,000,000","1,452,000,000","1,683,000,000","867,000,000","641,000,000","558,000,000","641,000,000","711,000,000","1,349,000,000","1,577,000,000","1,659,000,000","2,259,000,000","487,000,000","421,000,000","457,000,000","388,000,000","1,221,954,000","1,279,688,000","504,095,000","446,130,000","440,952,000","425,726,000","432,562,000","436,767,000"
			LongTermEquityInvestment,,,,,,"0","0","0","1,834,000,000","1,921,000,000","2,059,000,000","2,049,000,000","2,115,000,000","2,179,000,000","201,000,000","210,000,000","211,000,000","201,000,000","223,000,000","344,000,000","333,000,000","265,000,000","355,000,000","417,000,000","400,000,000","449,000,000","464,000,000","483,000,000","496,000,000","1,168,000,000",,,,"388,000,000",,,,,,,,
				InvestmentsinAssociatesatCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"388,000,000",,,,,,,,
			InvestmentinFinancialAssets,,,,,,"58,000,000","19,000,000","18,000,000","20,000,000","34,000,000","126,000,000","281,000,000","282,000,000","306,000,000","292,000,000","333,000,000","175,000,000","164,000,000","151,000,000","1,108,000,000","1,350,000,000","602,000,000","286,000,000","141,000,000","241,000,000","262,000,000","885,000,000","1,094,000,000","1,163,000,000","1,091,000,000",,,,,,,,,,,,
				AvailableForSaleSecurities,,,,,,"58,000,000","19,000,000","18,000,000","20,000,000","34,000,000","126,000,000","281,000,000","282,000,000","306,000,000","292,000,000","333,000,000","175,000,000","164,000,000","151,000,000","1,108,000,000","1,350,000,000","602,000,000","286,000,000","141,000,000","241,000,000","262,000,000","885,000,000","1,094,000,000","1,163,000,000","1,091,000,000",,,,,,,,,,,,
		NonCurrentAccountsReceivable,,,,,,"32,000,000","34,000,000","33,000,000","31,000,000","28,000,000","25,000,000","28,000,000","26,000,000","25,000,000","14,000,000","13,000,000","17,000,000","28,000,000","46,000,000","69,000,000","75,000,000","91,000,000","80,000,000","51,000,000","34,000,000","52,000,000",,,,"14,000,000",,,,,"6,200,000","8,539,000","10,890,000","4,905,000",,,,"1,101,000"
		DuefromRelatedPartiesNonCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,200,000","8,539,000","10,890,000","4,905,000",,,,"1,101,000"
		NonCurrentDeferredAssets,"117,000,000","235,000,000","135,000,000","139,000,000","190,000,000","286,000,000","236,000,000","200,000,000","220,000,000","279,000,000","273,000,000","266,000,000","308,000,000","354,000,000","340,000,000","124,000,000","150,000,000","160,000,000","175,000,000","492,000,000","462,000,000","588,000,000","594,000,000","355,000,000","321,000,000","303,000,000","387,000,000","366,000,000","331,000,000","316,000,000","391,000,000","399,000,000","370,000,000","466,000,000",,,,,,,,
			NonCurrentDeferredTaxesAssets,"117,000,000","134,000,000","135,000,000","139,000,000","190,000,000","197,000,000","236,000,000","200,000,000","220,000,000","272,000,000","273,000,000","266,000,000","308,000,000","343,000,000","340,000,000","124,000,000","150,000,000","150,000,000","175,000,000","492,000,000","462,000,000","575,000,000","594,000,000","355,000,000","321,000,000","294,000,000","387,000,000","366,000,000","331,000,000","312,000,000","391,000,000","399,000,000","370,000,000","386,000,000",,,,,,,,
		NonCurrentPrepaidAssets,,"30,000,000",,,,"43,000,000",,,,"15,000,000",,,,"21,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"163,000,000","32,000,000","394,000,000","154,000,000","151,000,000","3,000,000","108,000,000","106,000,000","280,000,000","177,000,000","192,000,000","126,000,000","121,000,000","86,000,000","126,000,000","119,000,000","118,000,000","95,000,000","16,000,000","23,000,000","26,000,000","13,000,000","26,000,000","17,000,000","16,000,000","9,000,000","28,000,000","28,000,000","29,000,000",,"1,740,000,000","1,791,000,000","1,595,000,000","1,548,000,000","1,648,790,000","1,525,752,000","560,688,000","576,324,000","674,367,000","798,652,000","817,685,000","790,986,000"
TotalLiabilitiesNetMinorityInterest,"12,932,000,000","13,839,000,000","13,490,000,000","13,529,000,000","13,641,000,000","11,323,000,000","13,401,000,000","14,447,000,000","15,129,000,000","15,594,000,000","15,800,000,000","15,956,000,000","15,071,000,000","15,150,000,000","31,507,000,000","30,446,000,000","29,771,000,000","29,960,000,000","30,509,000,000","30,382,000,000","32,656,000,000","37,066,000,000","38,842,000,000","41,059,000,000","39,698,000,000","40,669,000,000","38,389,000,000","38,080,000,000","39,414,000,000","39,988,000,000","38,001,000,000","37,898,000,000","40,831,000,000","39,137,000,000","38,072,296,000","39,838,800,000","10,321,037,000","8,593,152,000","9,907,752,000","10,298,950,000","9,655,717,000","9,715,364,000"
	CurrentLiabilities,"5,714,000,000","5,768,000,000","5,824,000,000","5,428,000,000","4,959,000,000","4,413,000,000","4,823,000,000","4,945,000,000","4,872,000,000","4,657,000,000","5,046,000,000","5,867,000,000","6,605,000,000","6,557,000,000","22,352,000,000","21,732,000,000","20,974,000,000","21,016,000,000","21,846,000,000","8,720,000,000","9,463,000,000","10,565,000,000","10,984,000,000","12,091,000,000","11,580,000,000","11,376,000,000","9,058,000,000","8,904,000,000","9,895,000,000","11,921,000,000","9,828,000,000","9,642,000,000","10,779,000,000","10,945,000,000","9,568,940,000","9,881,574,000","3,453,200,000","3,221,952,000","4,063,852,000","3,975,582,000","3,128,978,000","3,414,350,000"
		PayablesAndAccruedExpenses,"1,481,000,000","2,457,000,000","1,489,000,000","1,709,000,000","1,679,000,000","1,902,000,000","1,672,000,000","1,733,000,000","1,692,000,000","2,089,000,000","1,598,000,000","1,552,000,000","1,890,000,000","2,250,000,000","1,760,000,000","1,651,000,000","1,548,000,000","2,100,000,000","1,888,000,000","3,587,000,000","3,554,000,000","4,783,000,000","4,157,000,000","4,478,000,000","4,341,000,000","5,557,000,000","4,173,000,000","4,166,000,000","4,160,000,000","6,835,000,000","4,530,000,000","4,532,000,000","5,105,000,000","5,944,000,000","6,226,730,000","6,528,012,000","1,710,600,000","1,476,401,000","1,582,372,000","2,054,038,000","1,428,385,000","1,167,310,000"
			Payables,"1,481,000,000","2,457,000,000","1,489,000,000","1,709,000,000","1,679,000,000","1,902,000,000","1,672,000,000","1,733,000,000","1,692,000,000","2,089,000,000","1,598,000,000","1,552,000,000","1,890,000,000","2,250,000,000","1,760,000,000","1,651,000,000","1,548,000,000","2,100,000,000","1,888,000,000","3,587,000,000","3,554,000,000","4,783,000,000","4,157,000,000","4,478,000,000","4,341,000,000","5,557,000,000","4,173,000,000","4,166,000,000","4,160,000,000","6,835,000,000","4,530,000,000","4,532,000,000","5,105,000,000","5,944,000,000","5,279,638,000","5,204,187,000","1,413,383,000","1,310,982,000","1,188,574,000","1,190,556,000","1,028,467,000","881,036,000"
				AccountsPayable,"1,386,000,000","1,847,000,000","1,371,000,000","1,565,000,000","1,478,000,000","1,432,000,000","1,607,000,000","1,644,000,000","1,626,000,000","1,523,000,000","1,544,000,000","1,539,000,000","1,884,000,000","1,744,000,000","1,717,000,000","1,561,000,000","1,508,000,000","1,768,000,000","1,814,000,000","3,435,000,000","3,451,000,000","4,007,000,000","4,038,000,000","4,367,000,000","4,205,000,000","4,733,000,000","3,925,000,000","4,011,000,000","3,999,000,000","4,585,000,000","3,678,000,000","3,779,000,000","4,140,000,000","4,733,000,000","3,788,748,000","4,149,840,000","953,704,000","963,450,000","749,750,000","690,168,000","525,013,000","545,690,000"
				TotalTaxPayable,"95,000,000","513,000,000","118,000,000","144,000,000","201,000,000","384,000,000","65,000,000","89,000,000","66,000,000","475,000,000","54,000,000","13,000,000","6,000,000","422,000,000","43,000,000","21,000,000","40,000,000","287,000,000","74,000,000","152,000,000","103,000,000","652,000,000","119,000,000","111,000,000","136,000,000","720,000,000","248,000,000","155,000,000","161,000,000","866,000,000","298,000,000","199,000,000","411,000,000","948,000,000","1,171,463,000","764,492,000","309,257,000","233,848,000","287,015,000","344,586,000","337,437,000","212,767,000"
					IncomeTaxPayable,"95,000,000","102,000,000","118,000,000","144,000,000","201,000,000","32,000,000","65,000,000","89,000,000","66,000,000","48,000,000","54,000,000","13,000,000","6,000,000","57,000,000","43,000,000","21,000,000","40,000,000","19,000,000","74,000,000","152,000,000","103,000,000","72,000,000","119,000,000","111,000,000","136,000,000","166,000,000","248,000,000","155,000,000","161,000,000","202,000,000","298,000,000","199,000,000","411,000,000","399,000,000",,,,,,,,
				DividendsPayable,,,,,,,,,,"26,000,000",,,,"7,000,000",,"69,000,000","0",,,,,,,,,"0","0","0","0","1,274,000,000","554,000,000","554,000,000","554,000,000",,,,,,,,,
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"263,000,000","319,427,000","289,855,000","150,422,000","113,684,000",,,,"122,579,000"
				OtherPayable,,"97,000,000",,,,"86,000,000",,,,"91,000,000",,,,"84,000,000",,,,"45,000,000",,,,"124,000,000",,,,"104,000,000",,,,"110,000,000",,,,,,,,,"151,809,000","155,802,000","166,017,000",
			CurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"947,092,000","1,323,825,000","297,217,000","165,419,000","393,798,000","863,482,000","399,918,000","286,274,000"
				InterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,438,000",,,,"94,299,000"
		CurrentProvisions,"162,000,000","222,000,000","155,000,000","190,000,000","205,000,000","398,000,000","372,000,000","389,000,000","435,000,000","422,000,000","410,000,000","402,000,000","413,000,000","474,000,000","467,000,000","417,000,000","197,000,000","1,020,000,000","1,117,000,000","224,000,000","209,000,000","1,368,000,000","1,502,000,000","1,610,000,000","1,865,000,000","1,880,000,000","149,000,000","177,000,000","170,000,000","192,000,000","145,000,000","59,000,000","50,000,000","182,000,000",,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"3,109,000,000","2,585,000,000",,,,,,,,"1,151,000,000",,,,"2,856,000,000",,"2,529,000,000","1,775,000,000","1,519,000,000","1,942,000,000","2,801,000,000","3,552,000,000","2,789,000,000","2,760,000,000","3,276,000,000","2,812,000,000",,,,,,,,,"3,118,000,000","1,600,033,000","1,636,640,000","1,242,508,000","1,162,444,000","2,126,113,000","1,531,937,000","1,356,396,000","1,813,141,000"
			CurrentDebt,,,,,,,,,,"1,151,000,000",,,,"2,856,000,000",,"2,529,000,000","1,775,000,000","1,519,000,000","1,942,000,000","2,801,000,000","3,552,000,000","2,789,000,000","2,760,000,000","3,276,000,000","2,812,000,000",,,,,,,,,,"1,600,033,000","1,636,640,000","1,242,508,000","1,162,444,000","2,126,113,000","1,531,937,000","1,356,396,000","1,813,141,000"
				OtherCurrentBorrowings,,,,,,,,,,"1,151,000,000",,,,"2,856,000,000",,"2,529,000,000","1,775,000,000","1,519,000,000","1,942,000,000","2,801,000,000","3,552,000,000","2,789,000,000","2,760,000,000","3,276,000,000","2,812,000,000",,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,"225,000,000",,,,"543,000,000",,,,"563,000,000",,,,"553,000,000",,,,"457,000,000",,,,"784,000,000",,,,"1,042,000,000",,,,"1,063,000,000",,,,"1,051,000,000","911,117,000","879,988,000","470,747,000","583,107,000",,,,"433,899,000"
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,061,000","24,001,000","34,847,000","50,313,000",,,,"679,000"
			CurrentDeferredRevenue,,"225,000,000",,,,"543,000,000",,,,"563,000,000",,,,"553,000,000",,,,"457,000,000",,,,"784,000,000",,,,"1,042,000,000",,,,"1,063,000,000",,,,"1,051,000,000","826,056,000","855,987,000","435,900,000","532,794,000",,,,"433,220,000"
