name,ttm,03/31/2017,03/31/2016,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,09/30/2011,06/30/2011,03/31/2011,09/30/2010,06/30/2010,03/31/2010,09/30/2009,06/30/2009,03/31/2009,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
DilutedEPS,,"0.669","0.645","0.733","0.695","0.682","0.647","0.627","2.087","2.004","0.503","0.489","0.482","0.473","0.467","0.463","0.457","0.47","0.463","0.451","0.419","0.37","0.359","0.305","0.388","0.29","0.322","0.231","0.221",,"0.218","0.273","0.202",,"0.027","0.196","0.187",,"0.174","0.17","0.146",,"0.102","0.075","0.076",,"0.067","0.071","0.066",,"0.01","0.063","0.057",,"0.069","0.082","0.057"
BasicAverageShares,,"6,085,073,607","6,390,018,506","6,104,146,747","6,107,275,681","5,856,813,600","5,985,029,694","6,027,800,888","6,107,275,681","6,108,899,888","6,094,402,027","6,030,338,011","6,055,086,840","6,112,740,283","6,124,551,976","6,113,310,146","6,109,915,752","5,995,154,088","6,011,923,393","5,994,023,182","6,023,837,416","6,501,463,539","5,863,946,390","5,932,100,124","5,919,822,469","5,946,274,406","6,246,991,460","8,644,067,027","9,515,098,833",,"8,495,200,045","8,419,162,345","8,419,970,116",,"8,239,222,904","8,239,446,723","8,239,921,288",,"8,249,805,506","8,263,992,356","8,277,478,717",,"7,991,989,987","7,993,336,266","7,993,992,578",,"8,014,409,589","8,014,409,589","7,215,940,155",,"7,218,315,348","7,279,944,046","7,279,944,046",,"7,294,938,091","7,296,171,165","7,302,457,856"
DilutedAverageShares,,"6,085,073,607","6,390,018,506","6,104,146,747","6,107,275,681","5,856,813,600","5,985,029,694","6,027,800,888","6,107,275,681","6,108,899,888","6,094,402,027","6,030,338,011","6,055,086,840","6,112,740,283","6,124,551,976","6,113,310,146","6,109,915,752","5,995,154,088","6,011,923,393","5,994,023,182","6,023,837,416","6,501,463,539","5,863,946,390","5,932,100,124","5,919,822,469","5,946,274,406","6,246,991,460","8,644,067,027","9,515,098,833",,"8,495,200,045","8,419,162,345","8,419,970,116",,"8,239,222,904","8,239,446,723","8,239,921,288",,"8,249,805,506","8,263,992,356","8,277,478,717",,"7,991,989,987","7,993,336,266","7,993,992,578",,"8,014,409,589","8,014,409,589","7,215,940,155",,"7,218,315,348","7,279,944,046","7,279,944,046",,"7,294,938,091","7,296,171,165","7,302,457,856"
RentExpenseSupplemental,"180,648,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"21,023,023,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,915,237.56","2,098,775,920","2,108,729,774.6","1,804,469,933","2,301,257,592.2","1,702,435,389","3,072,971,661","220,276,752.5","1,611,390,504.78","1,542,957,134.67","2,244,761,265","1,433,944,215","1,405,303,956","1,206,551,631.18","1,322,187,310.4","851,940,491.16","598,102,436.25","607,038,576.01","715,397,410.36","547,138,851.28","580,371,298.56","511,101,527.25","858,324,225.8","65,416,205.38","462,399,229.6","408,613,043.2","751,909,617.5","503,621,148.5","598,376,738.7","420,913,467.4"
NormalizedIncome,"21,250,476,820",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,915,237.56","2,098,775,920","2,108,729,774.6","1,804,469,933","2,301,257,592.2","1,702,435,389","3,072,971,661","220,276,752.5","1,611,390,504.78","1,542,957,134.67","2,244,761,265","1,433,944,215","1,405,303,956","1,206,551,631.18","1,322,187,310.4","851,940,491.16","598,102,436.25","607,038,576.01","715,397,410.36","547,138,851.28","580,371,298.56","511,101,527.25","858,324,225.8","65,416,205.38","462,399,229.6","408,613,043.2","751,909,617.5","503,621,148.5","598,376,738.7","420,913,467.4"
InterestIncome,"124,417,705,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"13,454,451,343.74","11,718,626,179","6,059,128,505.4","10,454,955,756","10,531,174,300.8","9,509,018,805.6","5,922,069,952.5","9,673,140,473.5","9,745,295,525.28","9,156,605,389.53","7,466,270,280","8,554,680,337.5","7,065,983,610","8,116,839,988.81","3,693,489,864.09","6,672,959,069.83","7,237,176,760.68","6,738,026,557.8","4,682,254,272.76","7,706,527,636.64","6,045,369,797.76","7,052,491,236.18","1,018,292,071.78","10,214,806,488.5","8,230,844,065.8","4,341,051,725.6","469,130,105.5","7,700,145,552","5,362,310,571","5,214,815,198.28"
InterestExpense,"58,617,986,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"6,425,452,187.54","5,633,912,529","-384,522,408.9","4,686,290,424.9","4,169,733,487.2","4,287,247,366.2","-557,573,710","4,788,552,436","4,756,609,320.54","3,852,026,232.27","1,496,816,797.5","4,045,004,122.5","2,743,290,963","4,114,074,769.49","-1,382,273,673.97","2,858,980,907.33","4,391,409,225.24","3,416,877,712.2","-1,186,567,740.52","4,642,034,015.36","3,072,257,855.04","3,592,661,062.23","-3,108,446,670.86","8,071,654,300.68","5,524,196,394.6","1,779,268,208.8","-2,254,337,381","5,264,682,849","2,958,218,484.9","3,253,566,710.31"
NetInterestIncome,"65,799,719,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"7,028,999,156.2","6,084,713,650","6,443,650,914.3","5,768,665,331.1","6,361,440,813.6","5,221,771,439.4","6,479,643,662.5","4,884,588,037.5","4,988,686,204.74","5,304,579,157.26","5,969,453,482.5","4,509,676,215","4,322,692,647","4,002,765,219.32","5,075,763,538.06","3,813,978,162.5","2,845,767,535.44","3,321,148,845.6","5,868,822,013.28","3,064,493,621.28","2,973,111,942.72","3,459,830,173.95","4,126,738,742.64","2,143,152,187.82","2,706,647,671.2","2,561,783,516.8","2,723,467,486.5","2,435,462,703","2,404,092,086.1","1,961,248,487.97"
ReconciledDepreciation,"5,865,768,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"226,802,421.02","137,478,418","155,453,159","762,392,653","315,187,853.3","132,594,494.7","-2,038,414,521.5","2,252,923,034.17","429,996,208.59","229,820,278.74","104,832,937.5","199,416,343.5","196,076,494.11","211,846,174.89","144,009,020.25","325,989,907.29","367,719,267.72","230,009,884.74","-313,916,748.2","246,658,219.32","188,999,084.31","885,183,774.57","170,094,689","179,785,855.8","182,878,178.4","125,647,796.8","190,306,439.5","225,053,962.7",,
NetIncomeFromContinuingOperationNetMinorityInterest,"21,023,023,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,915,237.56","2,098,775,920","2,108,729,774.6","1,804,469,933","2,301,257,592.2","1,702,435,389","3,072,971,661","220,276,752.5","1,611,390,504.78","1,542,957,134.67","2,244,761,265","1,433,944,215","1,405,303,956","1,206,551,631.18","1,322,187,310.4","851,940,491.16","598,102,436.25","607,038,576.01","715,397,410.36","547,138,851.28","580,371,298.56","511,101,527.25","858,324,225.8","65,416,205.38","462,399,229.6","408,613,043.2","751,909,617.5","503,621,148.5","598,376,738.7","420,913,467.4"
TotalUnusualItemsExcludingGoodwill,"-344,627,000"
TotalUnusualItems,"-344,627,000"
TaxRateForCalcs,"0.34",,,,,,,,,,,,,,,,,,,,,,,,,,,"0.362","0.274","0.388","0.097","0.318","0.307","0.295","0.4","0.238","0.378","0.193","0.361","0.333","0.236","0.218","0.244","0.4","0.227","0.059","0.165","0.285","0.4","0.4","0.4","0.125","0.281","0.296","0.063","0.186","0.131"
TaxEffectOfUnusualItems,"-117,173,180",,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
