name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005
		GainsLossesNotAffectingRetainedEarnings,,"-18,622,000","-20,895,000","-18,411,000","-10,675,000","-11,569,000","-41,117,000","-39,540,000","-39,740,000","-29,339,000","-19,885,000","-21,418,000","-20,747,000","-24,600,000","-15,351,000","-13,934,000","-17,864,000","-27,825,000","-17,886,000","-21,375,000","-16,528,000","-22,404,000","-20,046,000","-18,465,000","-22,360,000","-25,696,000","-23,910,000","-25,346,000","-9,719,000","-7,607,000","-2,934,000","-6,255,000","-9,309,000","-11,106,000","-10,816,000","-16,767,000","-21,170,000","-20,176,000","-15,954,000","-16,601,000","-19,859,000","-23,934,000","-26,777,000","-6,776,000","-45,603,000","-44,191,000","-44,054,000","-41,298,000","-41,249,000","-44,317,000","-45,961,000","-42,310,000","-43,286,000","-46,695,000","-51,540,000","-52,260,000","-50,138,000","-6,865,000","-3,417,000"
		OtherEquityInterest,,"-78,266,000","-79,015,000","-79,764,000","-80,513,000","-81,262,000","-82,011,000","-82,760,000","-83,509,000","-84,258,000","-85,007,000","-85,756,000","-86,505,000","-87,254,000","-88,003,000","-88,752,000","-89,501,000","-90,250,000","-88,396,000","-89,580,000","-90,764,000","-91,948,000","-93,273,000","-94,597,000","-29,424,000","-29,779,000","-30,133,000","-30,488,000","-30,842,000","-31,197,000","-31,551,000","-31,906,000","-32,260,000","-32,615,000","-32,969,000","-33,324,000","-33,678,000","-34,033,000","-34,387,000","-34,742,000","-35,096,000","-35,805,000","-36,160,000","-36,514,000",,,"180,000",,,,,,,,,,,,
TotalCapitalization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,409,614,000","3,390,605,000","3,275,005,000","3,222,926,000","3,193,645,000","3,275,154,000","2,986,101,000","2,727,793,000","2,746,000,000","2,715,244,000","2,643,764,000","2,493,968,000","2,549,838,000","2,522,421,000","2,887,368,000","2,322,047,000","1,828,268,000","1,650,474,000","2,029,015,000","2,042,585,000","1,408,975,000","1,854,951,000","1,948,020,000","2,222,322,000","1,295,927,000","1,912,223,000","1,827,641,000","1,371,102,000","828,596,000"
CommonStockEquity,"2,594,758,000","2,621,950,000","2,931,367,000","2,926,875,000","2,955,830,000","3,005,330,000","3,035,221,000","3,090,983,000","3,092,081,000","3,125,451,000","3,155,132,000","3,154,919,000","3,158,492,000","3,123,245,000","3,115,089,000","3,132,252,000","3,215,727,000","3,311,647,000","3,362,184,000","3,408,454,000","3,558,020,000","3,577,855,000","3,548,154,000","3,518,953,000","1,395,757,000","1,334,327,000","1,126,648,000","1,096,133,000","1,086,708,000","1,066,817,000","1,048,614,000","1,024,905,000","996,326,000","967,440,000","951,652,000","939,654,000","919,094,000","901,279,000","896,478,000","889,716,000","868,229,000","833,419,000","819,283,000","766,859,000","753,799,000","836,471,000","828,538,000","819,885,000","817,820,000","832,383,000","843,365,000","864,234,000","901,295,000","915,090,000","900,187,000","892,976,000","887,386,000","410,340,000","407,827,000"
CapitalLeaseObligations,"181,917,000","185,827,000","189,927,000","194,233,000","197,281,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"2,497,123,000","2,524,081,000","2,833,801,000","2,828,878,000","2,857,279,000","2,906,267,000","2,935,457,000","2,990,362,000","2,990,472,000","3,027,786,000","3,055,565,000","3,054,271,000","3,057,017,000","3,021,406,000","3,012,264,000","3,028,277,000","3,110,767,000","3,206,336,000","3,255,345,000","3,303,191,000","3,452,343,000","3,471,150,000","3,440,379,000","3,410,201,000","1,285,868,000","1,225,198,000","1,026,306,000","996,395,000","987,260,000","967,595,000","992,172,000","968,314,000","940,264,000","928,215,000","912,805,000","900,274,000","879,394,000","862,275,000","863,216,000","857,771,000","836,829,000","806,903,000","792,918,000","766,859,000","753,799,000","836,471,000","828,538,000","819,885,000","817,820,000","832,383,000","843,365,000","864,234,000","901,295,000","915,090,000","900,187,000","892,976,000","887,386,000","410,340,000","407,827,000"
InvestedCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,409,614,000","3,390,605,000","3,275,005,000","3,222,926,000","3,193,645,000","3,275,154,000","2,986,101,000","2,727,793,000","2,746,000,000","2,715,244,000","2,643,764,000","2,493,968,000","2,549,838,000","2,522,421,000","2,887,368,000","2,967,047,000","2,392,121,000","1,975,474,000","2,029,015,000","2,042,585,000","1,882,075,000","1,854,951,000","1,948,020,000","2,222,322,000","2,145,927,000","1,912,223,000","1,827,641,000","1,371,102,000","1,721,596,000"
TangibleBookValue,"2,497,123,000","2,524,081,000","2,833,801,000","2,828,878,000","2,857,279,000","2,906,267,000","2,935,457,000","2,990,362,000","2,990,472,000","3,027,786,000","3,055,565,000","3,054,271,000","3,057,017,000","3,021,406,000","3,012,264,000","3,028,277,000","3,110,767,000","3,206,336,000","3,255,345,000","3,303,191,000","3,452,343,000","3,471,150,000","3,440,379,000","3,410,201,000","1,285,868,000","1,225,198,000","1,026,306,000","996,395,000","987,260,000","967,595,000","992,172,000","968,314,000","940,264,000","928,215,000","912,805,000","900,274,000","879,394,000","862,275,000","863,216,000","857,771,000","836,829,000","806,903,000","792,918,000","766,859,000","753,799,000","836,471,000","828,538,000","819,885,000","817,820,000","832,383,000","843,365,000","864,234,000","901,295,000","915,090,000","900,187,000","892,976,000","887,386,000","410,340,000","407,827,000"
TotalDebt,"181,917,000","185,827,000","189,927,000","194,233,000","197,281,000",,,,,,,,,,,,,,,,,,,,,,,,,,"2,361,000,000","2,365,700,000","2,278,679,000","2,255,486,000","2,241,993,000","2,335,500,000","2,067,007,000","1,826,514,000","1,849,522,000","1,825,528,000","1,775,535,000","1,660,549,000","1,730,555,000","1,755,562,000","2,133,569,000","2,130,576,000","1,563,583,000","1,155,589,000","1,211,195,000","1,210,202,000","1,038,710,000","990,717,000","1,046,725,000","1,307,232,000","1,245,740,000","1,019,247,000","940,255,000","960,762,000","1,313,769,000"
NetDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,240,597,000","2,253,431,000","2,175,017,000","2,165,347,000","2,153,926,000","2,242,689,000","1,989,397,000","1,750,290,000","1,787,073,000","1,725,520,000","1,490,995,000","1,352,429,000","1,412,798,000","1,433,093,000","2,106,877,000","2,110,076,000","1,540,760,000","1,064,651,000","1,196,607,000","1,186,400,000","1,013,900,000","965,966,000","1,010,343,000","1,279,157,000","1,205,916,000","994,708,000","904,329,000","663,105,000","1,232,440,000"
ShareIssued,"361,869,870","359,070,852","359,070,852","359,070,852","359,070,852","359,070,852","359,070,852","359,070,852","359,070,852","359,070,852","359,070,852","359,070,852","359,070,852","359,070,852","359,070,852","359,070,852","359,070,852","359,070,852","359,070,852","359,070,852","359,070,852","359,070,852","358,859,752","358,209,760","368,986,766","367,041,687","300,951,713","300,951,713","300,951,713","300,951,713","300,951,713","300,951,713","300,951,713","300,951,713","300,951,713","300,951,713","300,951,713","300,951,713","300,951,713","300,951,713","300,951,713","300,951,714","300,951,714","300,951,713","300,951,713","300,951,713","298,720,231","275,745,945","276,419,803","280,635,792","281,458,677","287,375,697","295,723,650","296,503,004","296,503,004","296,503,004","296,503,004","296,503,004","296,503,004"
OrdinarySharesNumber,"250,200,603","247,439,902","274,756,421","276,820,541","280,066,465","286,273,114","292,124,054","299,041,550","301,796,438","306,126,087","306,176,459","308,391,300","310,364,901","309,449,388","310,528,382","313,473,634","323,385,503","334,894,181","340,642,380","347,752,205","355,286,228","358,012,895","357,758,058","357,108,066","356,132,153","353,046,056","285,997,083","285,374,883","285,197,658","285,385,499","285,359,945","285,359,945","285,365,045","282,891,063","284,260,041","287,425,611","288,575,467","287,770,373","289,973,925","292,978,646","292,978,646","291,971,226","292,464,651","278,084,968","278,084,968","277,977,427","275,745,945","275,745,945","276,419,803","280,635,792","281,458,677","287,375,697","295,723,650","296,503,004","296,503,004","296,503,004","296,503,004","296,503,004","296,503,004"
TreasurySharesNumber,"111,669,267","111,630,950","84,314,431","82,250,311","79,004,387","72,797,738","66,946,798","60,029,302","57,274,414","52,944,765","52,894,393","50,679,552","48,705,951","49,621,464","48,542,470","45,597,218","35,685,349","24,176,671","18,428,472","11,318,647","3,784,624","1,057,957","1,101,694","1,101,694","12,854,613","13,995,631","14,954,630","15,576,830","15,754,055","15,566,214","15,591,768","15,591,768","15,586,668","18,060,650","16,691,672","13,526,102","12,376,246","13,181,340","10,977,788","7,973,067","7,973,067","8,980,488","8,487,063","22,866,745","22,866,745","22,974,286","22,974,286",,,,,,,,,,,,
