name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,03/31/2016
		Inventory,"348,100,000","365,200,000","366,100,000","267,300,000","217,800,000","226,200,000","239,500,000","165,372,000","124,826,000","154,464,000","176,969,000","125,464,000","96,680,000","119,506,000"
			RawMaterials,"61,700,000","61,300,000","57,600,000","45,700,000","50,100,000","40,600,000","43,300,000","42,511,000","35,331,000","33,657,000","34,236,000","27,670,000","36,373,000","46,648,000"
			WorkInProcess,"17,500,000","18,000,000","15,700,000","19,000,000","14,900,000","12,500,000","8,800,000","8,673,000","7,211,000","6,528,000","4,775,000","5,746,000","4,243,000","4,706,000"
			FinishedGoods,"268,900,000","285,900,000","292,800,000","202,600,000","152,800,000","173,100,000","187,400,000","114,188,000","82,284,000","114,279,000","137,958,000","92,048,000","56,064,000","68,152,000"
		OtherCurrentAssets,"36,000,000","34,900,000","40,300,000","32,900,000","28,400,000","28,500,000","32,400,000","23,270,000","17,446,000","12,144,000","12,452,000","15,156,000","11,539,000","10,525,000"
	TotalNonCurrentAssets,"559,500,000","567,400,000","523,600,000","312,200,000","304,100,000","278,500,000","264,600,000","247,469,000","244,904,000","236,238,000","227,463,000","217,646,000","214,681,000","198,286,000"
		NetPPE,"318,700,000","313,200,000","285,900,000","84,300,000","82,200,000","73,100,000","64,200,000","60,172,000","57,136,000","46,096,000","40,393,000","36,467,000","37,379,000","24,430,000"
			GrossPPE,"383,000,000","363,500,000","316,100,000","111,100,000","107,300,000",,,"75,739,000",,,,"44,617,000",,"28,314,000"
				Properties,"0","0","0","0","0",,,"0",,,,"0",,"0"
				BuildingsAndImprovements,"177,400,000","177,500,000",,,,,,,,,,,,
				MachineryFurnitureEquipment,"96,600,000","89,900,000","51,300,000","48,000,000","41,000,000",,,"28,551,000",,,,"15,886,000",,"10,428,000"
				OtherProperties,"24,500,000","23,800,000","206,400,000","7,600,000","7,700,000",,,"5,570,000",,,,"3,940,000",,"2,492,000"
				ConstructionInProgress,"8,000,000","8,300,000","2,300,000","700,000","0",,,"368,000",,,,,,
				Leases,"76,500,000","64,000,000","56,100,000","54,800,000","58,600,000",,,"41,250,000",,,,"24,791,000",,"15,394,000"
			AccumulatedDepreciation,"-64,300,000","-50,300,000","-30,200,000","-26,800,000","-25,100,000",,,"-15,567,000",,,,"-8,150,000",,"-3,884,000"
		GoodwillAndOtherIntangibleAssets,"213,000,000","210,700,000","207,000,000","208,700,000","204,000,000","188,400,000","185,400,000","182,069,000","180,481,000","179,925,000","176,990,000","177,181,000","173,348,000","170,214,000"
			Goodwill,"53,100,000","53,100,000","53,100,000","53,100,000","53,100,000","45,300,000","45,300,000","45,269,000","45,269,000","45,269,000","45,269,000","45,269,000","45,037,000","44,537,000"
			OtherIntangibleAssets,"159,900,000","157,600,000","153,900,000","155,600,000","150,900,000","143,100,000","140,100,000","136,800,000","135,212,000","134,656,000","131,721,000","131,912,000","128,311,000","125,677,000"
		NonCurrentDeferredAssets,"26,400,000","38,900,000","27,900,000","12,200,000","8,800,000","14,400,000","10,500,000","3,045,000","6,804,000","10,217,000","10,080,000","3,998,000","3,954,000","3,642,000"
			NonCurrentDeferredTaxesAssets,"26,400,000","38,900,000","27,900,000","12,200,000","8,800,000","14,400,000","10,500,000","3,045,000","6,804,000","10,217,000","10,080,000","3,998,000","3,954,000","3,642,000"
		OtherNonCurrentAssets,"1,400,000","4,600,000","2,800,000","7,000,000","9,100,000","2,600,000","4,500,000","2,183,000","483,000",,,,,
TotalLiabilitiesNetMinorityInterest,"624,100,000","762,700,000","663,500,000","326,300,000","361,500,000","404,200,000","345,700,000","304,828,000","291,956,000","346,121,000","309,658,000","234,701,000","373,963,000","210,316,000"
	CurrentLiabilities,"251,300,000","203,500,000","139,600,000","136,600,000","173,000,000","103,900,000","94,600,000","133,596,000","127,630,000","70,724,000","52,095,000","64,269,000","82,852,000","49,981,000"
		PayablesAndAccruedExpenses,"172,500,000","125,600,000","93,100,000","106,200,000","136,800,000","84,500,000","81,200,000","109,809,000","98,321,000","56,423,000","40,231,000","46,951,000","61,668,000","41,378,000"
			Payables,"105,500,000","72,300,000","49,000,000","69,100,000","91,000,000","58,000,000","55,100,000","63,817,000","54,576,000","29,782,000","23,531,000","30,445,000","37,832,000","34,346,000"
				AccountsPayable,"39,200,000","41,000,000","24,900,000","46,500,000","47,600,000","35,100,000","36,800,000","28,012,000","22,059,000","25,713,000","18,696,000","25,098,000","20,582,000","23,408,000"
				TotalTaxPayable,"18,500,000","9,300,000","5,600,000","18,100,000","20,300,000","3,600,000","300,000","17,740,000","15,730,000",,,"0","4,500,000","7,155,000"
					IncomeTaxPayable,"18,500,000","9,300,000","5,600,000","18,100,000","20,300,000","3,600,000","300,000","17,740,000","15,730,000",,,"0","4,500,000","7,155,000"
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,"0","1,910,000"
				OtherPayable,"47,800,000","22,000,000","18,500,000","4,500,000","23,100,000","19,300,000","18,000,000","18,065,000","16,787,000","4,069,000","4,835,000","5,347,000","12,750,000","1,873,000"
			CurrentAccruedExpenses,"67,000,000","53,300,000","44,100,000","37,100,000","45,800,000","26,500,000","26,100,000","45,992,000","43,745,000","26,641,000","16,700,000","16,506,000","23,836,000","7,032,000"
		CurrentProvisions,"27,200,000","9,300,000","5,900,000","8,100,000","15,200,000","7,300,000","4,300,000","6,300,000","15,779,000","6,914,000","4,733,000","6,046,000","12,473,000","3,125,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"17,800,000","18,200,000","12,500,000","22,300,000","21,000,000","12,100,000","9,100,000","17,487,000","13,530,000","7,387,000","7,131,000","11,272,000","7,074,000","4,228,000"
		CurrentDebtAndCapitalLeaseObligation,"33,800,000","50,400,000","28,100,000",,,,,,,,,,"1,637,000","1,250,000"
			CurrentDebt,,"17,800,000",,,,,,,,,,,"1,637,000","1,250,000"
				OtherCurrentBorrowings,,"17,800,000",,,,,,,,,,,"1,637,000","1,250,000"
			CurrentCapitalLeaseObligation,"33,800,000","32,600,000","28,100,000",,,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"372,800,000","559,200,000","523,900,000","189,700,000","188,500,000","300,300,000","251,100,000","171,232,000","164,326,000","275,397,000","257,563,000","170,432,000","291,111,000","160,335,000"
		LongTermProvisions,"15,400,000","16,300,000","14,400,000","14,700,000","13,700,000","11,700,000","10,500,000","10,802,000","11,298,000","10,225,000","9,361,000","9,526,000","9,718,000","8,554,000"
		LongTermDebtAndCapitalLeaseObligation,"333,500,000","518,600,000","487,800,000","145,200,000","147,100,000","262,800,000","217,300,000","137,074,000","132,619,000","248,060,000","233,837,000","146,089,000","264,667,000","138,250,000"
			LongTermDebt,"147,600,000","327,000,000","307,200,000","145,200,000","147,100,000","262,800,000","217,300,000","137,074,000","132,619,000","248,060,000","233,837,000","146,089,000","264,667,000","138,250,000"
			LongTermCapitalLeaseObligation,"185,900,000","191,600,000","180,600,000",,,,,,,,,,,
		NonCurrentDeferredLiabilities,"19,100,000","17,800,000","14,900,000","16,700,000","15,100,000","15,400,000","12,500,000","13,256,000","13,861,000","13,439,000","11,198,000","10,888,000","14,292,000","12,769,000"
			NonCurrentDeferredTaxesLiabilities,"19,100,000","17,800,000","14,900,000","16,700,000","15,100,000","15,400,000","12,500,000","13,256,000","13,861,000","13,439,000","11,198,000","10,888,000","14,292,000","12,769,000"
		OtherNonCurrentLiabilities,"4,800,000","6,500,000","6,800,000","13,100,000","12,600,000","10,400,000","10,800,000","10,100,000","6,548,000","3,673,000","3,167,000","3,929,000","2,434,000","762,000"
TotalEquityGrossMinorityInterest,"509,700,000","392,800,000","332,200,000","399,100,000","388,600,000","280,400,000","225,800,000","243,610,000","235,726,000","173,435,000","134,429,000","146,168,000","68,099,000","142,702,000"
	StockholdersEquity,"509,700,000","392,800,000","332,200,000","399,100,000","388,600,000","280,400,000","225,800,000","243,610,000","235,726,000","173,435,000","134,429,000","146,168,000","68,099,000","142,702,000"
		CapitalStock,"112,700,000","112,400,000","111,700,000","112,600,000","111,400,000","109,500,000","107,500,000","106,095,000","104,923,000","104,191,000","103,824,000","103,295,000","2,652,000","60,221,000"
			PreferredStock,,,,"0",,,,,,,,"0","0","56,871,000"
			CommonStock,"112,700,000","112,400,000","111,700,000","112,600,000","111,400,000","109,500,000","107,500,000","106,095,000","104,923,000","104,191,000","103,824,000","103,295,000","2,652,000","3,350,000"
		AdditionalPaidInCapital,"14,500,000","12,600,000","10,700,000","9,200,000","5,900,000","4,900,000","4,300,000","4,483,000","4,403,000","4,106,000","3,853,000","4,074,000","3,336,000","57,740,000"
		RetainedEarnings,"386,900,000","268,900,000","208,300,000","279,700,000","270,700,000","167,300,000","117,400,000","136,156,000","128,064,000","65,139,000","28,012,000","40,101,000","63,532,000","25,433,000"
		GainsLossesNotAffectingRetainedEarnings,"-4,400,000","-1,100,000","1,500,000","-2,400,000","600,000","-1,300,000","-3,400,000","-3,124,000","-1,664,000","-1,000","-1,260,000","-1,302,000","-1,421,000","-692,000"
TotalCapitalization,"657,300,000","719,800,000","639,400,000","544,300,000","535,700,000","543,200,000","443,100,000","380,684,000","368,345,000","421,495,000","368,266,000","292,257,000","332,766,000","280,952,000"
PreferredStockEquity,,,,,,,,,,,,,,"56,871,000"
CommonStockEquity,"509,700,000","392,800,000","332,200,000","399,100,000","388,600,000","280,400,000","225,800,000","243,610,000","235,726,000","173,435,000","134,429,000","146,168,000","68,099,000","85,831,000"
CapitalLeaseObligations,"219,700,000","224,200,000","208,700,000",,,,,,,,,,,
NetTangibleAssets,"296,700,000","182,100,000","125,200,000","190,400,000","184,600,000","92,000,000","40,400,000","61,541,000","55,245,000","-6,490,000","-42,561,000","-31,013,000","-105,249,000","-27,512,000"
WorkingCapital,"323,000,000","384,600,000","332,500,000","276,600,000","273,000,000","302,200,000","212,300,000","167,373,000","155,148,000","212,594,000","164,529,000","98,954,000","144,529,000","104,751,000"
InvestedCapital,"657,300,000","737,600,000","639,400,000","544,300,000","535,700,000","543,200,000","443,100,000","380,684,000","368,345,000","421,495,000","368,266,000","292,257,000","334,403,000","225,331,000"
TangibleBookValue,"296,700,000","182,100,000","125,200,000","190,400,000","184,600,000","92,000,000","40,400,000","61,541,000","55,245,000","-6,490,000","-42,561,000","-31,013,000","-105,249,000","-84,383,000"
TotalDebt,"367,300,000","569,000,000","515,900,000","145,200,000","147,100,000","262,800,000","217,300,000","137,074,000","132,619,000","248,060,000","233,837,000","146,089,000","266,304,000","139,500,000"
NetDebt,"75,600,000","310,600,000","282,200,000","56,600,000","44,800,000","230,600,000","202,700,000","41,784,000","70,492,000","234,746,000","220,734,000","136,411,000","236,124,000","132,274,000"
ShareIssued,"109,656,837","109,636,452","109,472,821","110,111,074","109,841,617","109,615,134","109,023,136","108,391,625","107,737,713","107,177,368","106,764,611","106,397,037","107,149,000","107,149,000"
OrdinarySharesNumber,"109,656,837","109,636,452","109,472,821","110,111,074","109,841,617","109,615,134","109,023,136","108,391,625","107,737,713","107,177,368","106,764,611","106,397,037","107,149,000","107,149,000"
