name,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015
		LongTermDebtAndCapitalLeaseObligation,"145,200,000","137,074,000","146,089,000","138,250,000","110,133,000"
			LongTermDebt,"145,200,000","137,074,000","146,089,000","138,250,000","110,133,000"
		NonCurrentDeferredLiabilities,"16,700,000","13,256,000","10,888,000","12,769,000","14,951,000"
			NonCurrentDeferredTaxesLiabilities,"16,700,000","13,256,000","10,888,000","12,769,000","14,951,000"
		OtherNonCurrentLiabilities,"13,100,000","10,100,000","3,929,000","762,000",
TotalEquityGrossMinorityInterest,"399,100,000","243,610,000","146,168,000","142,702,000","114,433,000"
	StockholdersEquity,"399,100,000","243,610,000","146,168,000","142,702,000","114,433,000"
		CapitalStock,"112,600,000","106,095,000","103,295,000","60,221,000","58,245,000"
			PreferredStock,"0",,"0","56,871,000","54,895,000"
			CommonStock,"112,600,000","106,095,000","103,295,000","3,350,000","3,350,000"
		AdditionalPaidInCapital,"9,200,000","4,483,000","4,074,000","57,740,000","57,240,000"
		RetainedEarnings,"279,700,000","136,156,000","40,101,000","25,433,000","-1,052,000"
		GainsLossesNotAffectingRetainedEarnings,"-2,400,000","-3,124,000","-1,302,000","-692,000","0"
TotalCapitalization,"544,300,000","380,684,000","292,257,000","280,952,000","224,566,000"
PreferredStockEquity,,,,"56,871,000","54,895,000"
CommonStockEquity,"399,100,000","243,610,000","146,168,000","85,831,000","59,538,000"
NetTangibleAssets,"190,400,000","61,541,000","-31,013,000","-27,512,000","-52,150,000"
WorkingCapital,"276,600,000","167,373,000","98,954,000","104,751,000","64,793,000"
InvestedCapital,"544,300,000","380,684,000","292,257,000","225,331,000","170,921,000"
TangibleBookValue,"190,400,000","61,541,000","-31,013,000","-84,383,000","-107,045,000"
TotalDebt,"145,200,000","137,074,000","146,089,000","139,500,000","111,383,000"
NetDebt,"56,600,000","41,784,000","136,411,000","132,274,000","105,465,000"
ShareIssued,"110,111,074","108,391,625","106,397,037","107,149,000","107,149,000"
OrdinarySharesNumber,"110,111,074","108,391,625","106,397,037","107,149,000","107,149,000"
