name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,086,000","2,085,000","2,086,000","2,085,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,086,000","2,085,000","2,086,000","2,085,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"-27,345,000","-5,985,000","-7,331,000","-7,515,000","-6,514,000","-6,276,000","-5,580,000","-3,499,000","-2,805,000","-2,501,000","-2,922,000","-2,298,000","-1,953,000","-1,411,000","-1,109,000","-1,176,000","-1,162,000","-1,025,000","-868,000","-1,006,000","-1,365,000","-830,000","-784,000","-1,145,000","-646,000","-1,056,000","-995,000","-1,248,000","-1,276,000","-1,139,000","-1,632,000",,,,,,,,,,,,,,,,,,"2,581,000","4,009,000",,,,,,,,,"20,508,000","16,527,000","13,788,000","-5,505,000",,,,,,,,,,,"11,455,000","327,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"993,119,000","167,589,000","301,603,000","273,182,000","250,745,000","224,600,000","283,452,000","255,678,000","247,633,000","197,005,000","267,315,000","250,285,000","214,609,000","137,739,000","234,549,000","190,341,000","149,274,000","108,154,000","212,588,000","190,896,000","154,501,000","68,145,000","156,920,000","149,409,000","114,417,000","55,391,000","157,446,000","137,115,000","85,418,000","60,557,000","104,485,000","84,619,000","63,398,000","29,558,000","48,901,000","67,829,000","62,820,000","24,216,000","85,528,000","64,113,000","120,452,000","55,166,000","83,694,000","113,226,000","72,567,000","33,729,000","-41,267,000","58,723,000","82,494,000","65,171,000","77,315,000","143,782,000","144,579,000","133,050,000","170,158,000","210,319,000","315,342,000","220,442,000","349,911,000","294,626,000","266,603,000","189,349,000","274,814,000","227,039,000","195,744,000","170,856,000","219,440,000","173,470,000","159,992,000","147,710,000","140,327,000","133,175,000","126,721,000","126,199,000","86,949,000","105,940,000","86,662,000","83,012,000","81,624,000","77,822,000","56,824,000","51,470,000","93,200,000","41,300,000","55,200,000","50,300,000","68,500,000","27,900,000","21,700,000","15,800,000","-14,500,000","20,100,000","20,500,000","13,600,000","10,200,000","19,400,000","13,900,000","4,400,000","-5,700,000","15,200,000","14,500,000","3,500,000","9,100,000","11,300,000","12,600,000","2,900,000"
NetNonOperatingInterestIncomeExpense,"-24,556,000","-6,214,000","-6,301,000","-6,008,000","-6,033,000","-5,993,000","-6,014,000","-5,968,000","-6,047,000","-6,007,000","-5,997,000","-5,821,000","-5,641,000","-5,578,000","-5,887,000","-5,338,000","-4,554,000","-4,842,000","-5,419,000","-5,900,000","-5,817,000","-5,782,000","-5,696,000","-5,618,000","-5,593,000","-5,684,000","-5,626,000","-5,525,000","-5,237,000","-5,452,000","-8,454,000","-486,000","557,000","1,400,000","1,544,000","1,113,000","534,000","619,000","-2,818,000","2,332,000","-701,000","-1,679,000","-1,524,000","-2,223,000","-2,127,000","-3,111,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,025,000","815,000","1,665,000","1,913,000","1,589,000","1,085,000","1,115,000","-2,195,000","3,110,000","1,492,000","756,000","897,000","887,000","611,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"24,556,000","6,214,000","6,301,000","6,008,000","6,033,000","5,993,000","6,014,000","5,968,000","6,047,000","6,007,000","5,997,000","5,821,000","5,641,000","5,578,000","5,887,000","5,338,000","4,554,000","4,842,000","5,419,000","5,900,000","5,817,000","5,782,000","5,696,000","5,618,000","5,593,000","5,684,000","5,626,000","5,525,000","5,237,000","5,452,000","4,949,000","1,511,000","258,000","265,000","369,000","476,000","551,000","496,000","623,000","778,000","2,193,000","2,435,000","2,421,000","3,110,000","2,738,000","3,111,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,437,000","1,904,000",,"-26,573,000","4,444,000","3,885,000","6,558,000","4,973,000","4,529,000","5,527,000","7,149,000","5,678,000","3,641,000","3,017,000","2,607,000",,,,"14,180,000","17,627,000","21,244,000",,,"-55,299,000","13,636,000",,,"-47,366,000","18,547,000",,,,,"14,333,000",,"0",,"8,680,000","2,353,000",,"13,800,000",,,,"14,900,000","14,100,000","9,900,000","29,100,000","1,800,000","1,600,000","1,600,000","1,900,000","1,900,000","8,200,000","7,600,000","28,100,000","1,800,000","1,300,000","1,400,000","16,300,000","1,800,000","2,300,000","2,400,000"
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,437,000","1,904,000",,"-26,573,000","4,444,000","3,885,000","6,558,000","4,973,000","4,529,000","5,527,000","7,149,000","5,678,000","3,641,000","3,017,000","2,607,000",,,,"14,180,000","17,627,000","21,244,000",,,"-55,299,000","13,636,000",,,"-47,366,000","18,547,000",,,,,"14,333,000",,"0",,"8,680,000","2,353,000",,"13,800,000",,,,"14,900,000","14,100,000","9,900,000","29,100,000","1,800,000","1,600,000","1,600,000","1,900,000","1,900,000","8,200,000","7,600,000","28,100,000","1,800,000","1,300,000","1,400,000","16,300,000","1,800,000","2,300,000","2,400,000"
PretaxIncome,"968,563,000","161,375,000","295,302,000","267,174,000","244,712,000","218,607,000","277,438,000","249,710,000","241,586,000","190,998,000","261,318,000","244,464,000","208,968,000","132,161,000","228,662,000","185,003,000","144,720,000","103,312,000","207,169,000","184,996,000","148,684,000","62,363,000","151,224,000","143,791,000","108,824,000","49,707,000","151,820,000","131,590,000","80,181,000","55,105,000","96,031,000","84,133,000","63,955,000","30,958,000","50,445,000","68,942,000","63,354,000","24,835,000","86,513,000","64,890,000","118,259,000","52,731,000","84,527,000","113,440,000","69,829,000","30,618,000","-52,744,000","60,607,000","86,417,000","73,175,000","107,982,000","145,814,000","147,677,000","138,032,000","219,759,000","212,107,000","313,078,000","218,027,000","364,416,000","307,971,000","277,107,000","194,925,000","264,895,000","246,131,000","193,284,000","167,695,000","211,548,000","184,792,000","155,889,000","143,943,000","129,014,000","149,316,000","134,558,000","123,135,000","111,701,000","104,154,000","98,936,000","79,867,000","78,504,000","74,054,000","62,738,000","51,558,000","37,500,000","52,900,000","49,500,000","45,200,000","24,500,000","37,000,000","28,800,000","20,200,000","9,200,000","16,900,000","17,000,000","10,900,000","7,600,000","16,400,000","17,400,000","7,400,000","9,100,000","11,800,000","11,100,000","600,000","5,700,000","8,000,000","9,200,000","-1,000,000"
TaxProvision,"102,727,000","-14,328,000","39,165,000","43,387,000","34,503,000","30,201,000","45,280,000","53,894,000","38,412,000","24,949,000","136,699,000","82,362,000","61,091,000","29,238,000","77,771,000","67,611,000","53,044,000","38,009,000","73,165,000","68,526,000","55,289,000","23,305,000","51,773,000","53,639,000","40,646,000","25,858,000","54,009,000","48,655,000","29,491,000","20,064,000","35,404,000","31,133,000","17,117,000","10,835,000","18,053,000","25,533,000","24,909,000","9,661,000","27,815,000","20,946,000","46,983,000","20,644,000","23,888,000","41,313,000","28,403,000","12,630,000","-22,287,000","24,056,000","35,085,000","29,709,000","40,708,000","54,701,000","56,930,000","53,211,000","84,592,000","82,774,000","122,726,000","85,467,000","141,879,000","118,528,000","109,458,000","76,995,000","105,957,000","98,452,000","77,314,000","67,078,000","84,058,000","75,389,000","60,797,000","56,137,000","50,067,000","57,336,000","50,728,000","46,422,000","44,681,000","41,662,000","39,574,000","31,947,000","31,950,000","30,140,000","25,534,000","20,984,000","13,200,000","22,600,000","21,200,000","19,200,000","9,500,000","12,200,000","13,300,000","9,300,000","4,100,000","7,900,000","8,000,000","5,100,000","2,600,000","8,100,000","8,600,000","3,700,000","4,300,000","5,900,000","6,000,000","300,000","3,600,000","4,600,000","5,300,000","-500,000"
NetIncomeCommonStockholders,"865,836,000","175,703,000","256,137,000","223,787,000","210,209,000","188,406,000","232,158,000","195,816,000","203,174,000","166,049,000","124,619,000","162,102,000","147,877,000","102,923,000","150,891,000","117,392,000","91,676,000","65,303,000","134,004,000","116,470,000","93,395,000","39,058,000","99,451,000","90,152,000","68,178,000","23,849,000","97,811,000","82,935,000","50,690,000","35,041,000","60,627,000","53,000,000","46,838,000","20,123,000","32,392,000","43,409,000","38,445,000","15,174,000","58,698,000","43,944,000","71,276,000","32,087,000","60,639,000","72,127,000","41,426,000","17,988,000","-30,457,000","36,551,000","51,332,000","43,466,000","67,274,000","91,113,000","90,747,000","84,821,000","135,167,000","129,333,000","190,352,000","132,560,000","222,537,000","189,443,000","167,649,000","117,930,000","158,938,000","147,679,000","115,970,000","100,617,000","127,490,000","109,403,000","95,092,000","87,806,000","78,947,000","91,980,000","83,830,000","76,713,000","67,020,000","62,492,000","59,362,000","47,920,000","46,554,000","43,914,000","37,204,000","30,574,000","24,300,000","30,300,000","28,300,000","26,000,000","12,300,000","24,800,000","8,800,000","10,900,000","5,100,000","9,000,000","9,000,000","5,800,000","5,000,000","8,300,000","8,800,000","3,700,000","4,800,000","5,900,000","5,300,000","1,100,000","2,900,000","3,400,000","3,900,000","100,000"
	NetIncome,"865,836,000","175,703,000","256,137,000","223,787,000","210,209,000","188,406,000","232,158,000","195,816,000","203,174,000","166,049,000","124,619,000","162,102,000","147,877,000","102,923,000","150,891,000","117,392,000","91,676,000","65,303,000","134,004,000","116,470,000","93,395,000","39,058,000","99,451,000","90,152,000","68,178,000","23,849,000","97,811,000","82,935,000","50,690,000","35,041,000","60,627,000","53,000,000","46,838,000","20,123,000","32,392,000","43,409,000","38,445,000","15,174,000","58,698,000","43,944,000","71,276,000","32,087,000","60,639,000","72,127,000","41,426,000","17,988,000","-30,457,000","36,551,000","51,332,000","43,466,000","67,274,000","91,113,000","90,747,000","84,821,000","135,167,000","129,333,000","190,352,000","132,560,000","222,537,000","189,443,000","167,649,000","117,930,000","158,938,000","147,679,000","115,970,000","100,617,000","127,490,000","109,403,000","95,092,000","87,806,000","78,947,000","91,980,000","83,830,000","76,713,000","67,020,000","62,492,000","59,362,000","47,920,000","46,554,000","43,914,000","37,204,000","30,574,000","24,300,000","30,300,000","28,300,000","26,000,000","12,300,000","24,800,000","8,800,000","10,900,000","5,100,000","9,000,000","9,000,000","5,800,000","5,000,000","8,300,000","8,800,000","3,700,000","4,800,000","5,900,000","5,300,000","1,100,000","2,900,000","3,400,000","3,900,000","100,000"
		NetIncomeIncludingNoncontrollingInterests,"865,836,000","175,703,000","256,137,000","223,787,000","210,209,000","188,406,000","232,158,000","195,816,000","203,174,000","166,049,000","124,619,000","162,102,000","147,877,000","102,923,000","150,891,000","117,392,000","91,676,000","65,303,000","134,004,000","116,470,000","93,395,000","39,058,000","99,451,000","90,152,000","68,178,000","23,849,000","97,811,000","82,935,000","50,690,000","35,041,000","60,627,000","53,000,000","46,838,000","20,123,000","32,392,000","43,409,000","38,445,000","15,174,000","58,698,000","43,944,000","71,276,000","32,087,000","60,639,000","72,127,000","41,426,000","17,988,000","-30,457,000","36,551,000","51,332,000","43,466,000","67,274,000","91,113,000","90,747,000","84,821,000","135,167,000","129,333,000","190,352,000","132,560,000","222,537,000","189,443,000","167,649,000","117,930,000","158,938,000","147,679,000","115,970,000","100,617,000","127,490,000","109,403,000","95,092,000","87,806,000","78,947,000","91,980,000","83,830,000","76,713,000","67,020,000","62,492,000","59,362,000","47,920,000","46,554,000","43,914,000","37,204,000","30,574,000","24,300,000","30,300,000","28,300,000","26,000,000","12,300,000","24,800,000","8,800,000","10,900,000","5,100,000","9,000,000","9,000,000","5,800,000","5,000,000","8,300,000","8,800,000","3,700,000","4,800,000","5,900,000","5,300,000","1,100,000","2,900,000","3,400,000","3,900,000","100,000"
			NetIncomeContinuousOperations,"865,836,000","175,703,000","256,137,000","223,787,000","210,209,000","188,406,000","232,158,000","195,816,000","203,174,000","166,049,000","124,619,000","162,102,000","147,877,000","102,923,000","150,891,000","117,392,000","91,676,000","65,303,000","134,004,000","116,470,000","93,395,000","39,058,000","99,451,000","90,152,000","68,178,000","23,849,000","97,811,000","82,935,000","50,690,000","35,041,000","60,627,000","53,000,000","46,838,000","20,123,000","32,392,000","43,409,000","38,445,000","15,174,000","58,698,000","43,944,000","71,276,000","32,087,000","60,639,000","72,127,000","41,426,000","17,988,000","-30,457,000","36,551,000","51,332,000","43,466,000","67,274,000","91,113,000","90,747,000","84,821,000","135,167,000","129,333,000","190,352,000","132,560,000","222,537,000","189,443,000","167,649,000","117,930,000","158,938,000","147,679,000","115,970,000","100,617,000","127,490,000","109,403,000","95,092,000","87,806,000","78,947,000","91,980,000","83,830,000","76,713,000","67,020,000","62,492,000","59,362,000","47,920,000","46,554,000","43,914,000","37,204,000","30,574,000","24,300,000","30,300,000","28,300,000","26,000,000","15,000,000","24,800,000","15,500,000","10,900,000","5,100,000","9,000,000","9,000,000","5,800,000","5,000,000","8,300,000","8,800,000","3,700,000","4,800,000","5,900,000","5,100,000","300,000","2,100,000","3,400,000","3,900,000","-500,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"600,000"
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,700,000",,"-6,700,000",,,,,,,,,,"0",,"200,000","800,000",,,,
