name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
DilutedEPS,,,"6.83","6.43","5.52","5.72","4.54","2.54","1.24","1.17","1.81","1.94","1.79","2.22","1.11","113.23","-143.12","50.14","-377.05"
BasicAverageShares,,,"145,162,220","161,059,552","185,514,370","203,850,828","175,912,662","113,463,813","131,492,057","146,587,752","114,952,639","85,036,957","85,036,957","85,036,957","78,992,513","736,203","736,203","736,203","736,203"
DilutedAverageShares,,,"148,706,266","167,287,508","189,682,036","206,224,135","178,684,989","115,002,458","131,492,057","146,587,752","114,952,639","85,036,957","85,036,957","85,036,957","78,992,513","736,203","736,203","736,203","736,203"
TotalOperatingIncomeAsReported,,,,,,,,,,"230,051,000","513,557,000","337,956,000",,"447,191,000","269,951,000","212,659,000","142,609,000","188,572,000","30,563,000"
RentExpenseSupplemental,"299,526,000","287,950,000","446,487,000","537,752,000","582,530,000","522,413,000","190,301,000","49,023,000","78,241,000","58,432,000","68,102,000","65,164,000","70,081,000",,,,,,
TotalExpenses,"2,217,092,000","2,219,084,000","2,416,248,000","2,599,913,000","2,706,580,000","2,660,538,000","1,705,032,000","455,066,000","504,600,000","555,792,000","1,320,904,000","665,311,000","877,799,000","729,330,000","544,468,000","280,421,000","248,258,000","282,372,000","479,111,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,188,332,000","1,145,694,000","1,015,632,000","1,076,151,000","1,046,630,000","1,178,730,000","810,447,000","292,410,000","163,655,000","172,224,000","207,573,000","165,166,000","151,806,000","188,453,000","87,996,000","83,363,000","-105,362,000","36,915,000","-277,587,000"
NormalizedIncome,"1,060,267,888.762","1,041,843,750","878,137,125","943,324,866","1,043,615,270","1,085,673,120","926,776,300","288,154,893.964","216,868,136","239,515,044.373","220,491,413.726","200,046,835.94","164,018,850","188,453,000","87,996,000","79,567,203.6","-32,759,600","36,915,000","-277,587,000"
InterestIncome,"45,905,000","53,794,000","47,025,000","81,172,000","127,688,000",,,"5,525,000","2,471,000","2,761,000","4,269,000","10,105,000","18,515,000",,,,,,
InterestExpense,"1,279,458,000","1,295,020,000","1,174,074,000","1,112,391,000","1,091,861,000","1,099,884,000","780,349,000","226,329,000","286,019,000","292,486,000","240,258,000","92,152,000","219,172,000",,,,,,
NetInterestIncome,"-1,233,553,000","-1,241,226,000","-1,127,049,000","-1,031,219,000","-964,173,000","-1,099,884,000","-780,349,000","-220,804,000","-283,548,000","-289,725,000","-235,989,000","-82,047,000","-200,657,000",,,,,,
EBIT,"2,660,660,000","2,635,662,000","2,325,007,000","2,348,263,000","2,292,257,000","2,465,583,000","1,697,247,000","537,120,000","440,898,000","522,537,000","499,120,000","302,417,000","359,664,000","447,191,000","269,951,000","212,659,000","142,609,000","188,572,000","30,563,000"
EBITDA,"4,326,730,000"
ReconciledCostOfRevenue,"1,965,596,000","1,964,071,000","2,125,561,000","2,265,048,000","2,373,866,000","2,365,416,000","1,472,529,000","386,753,000","435,588,000","0","775,584,000","246,286,000","491,697,000","403,381,000","270,994,000","108,862,000","85,298,000","6,657,000","11,012,000"
ReconciledDepreciation,"1,666,070,000","1,676,121,000","1,691,388,000","1,740,928,000","1,811,172,000","1,866,045,000","1,300,195,000","346,476,000","368,924,000","402,174,000","355,823,000","236,697,000","184,007,000","190,051,000","124,296,000","118,888,000","125,877,000","143,303,000","202,395,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,188,332,000","1,145,694,000","1,015,632,000","1,076,151,000","1,046,630,000","1,178,730,000","810,447,000","292,410,000","163,655,000","224,969,000","207,299,000","165,166,000","151,806,000","188,453,000","87,996,000","83,363,000","-105,362,000","36,915,000","-277,587,000"
TotalUnusualItemsExcludingGoodwill,"146,595,000","118,686,000","157,137,000","153,202,000","3,526,000","108,080,000","-136,858,000","4,644,000","-56,132,000","-15,594,000","-14,437,000","-35,539,000","-18,789,000",,,"4,465,000","-121,004,000",,
TotalUnusualItems,"146,595,000","118,686,000","157,137,000","153,202,000","3,526,000","108,080,000","-136,858,000","4,644,000","-56,132,000","-15,594,000","-14,437,000","-35,539,000","-18,789,000",,,"4,465,000","-121,004,000",,
NormalizedEBITDA,"4,180,135,000","4,193,097,000","3,859,258,000","3,935,989,000","4,099,903,000","4,223,548,000","3,134,300,000","878,952,000","865,954,000","940,305,000","869,380,000","574,653,000","562,460,000","637,242,000","394,247,000","327,082,000","389,490,000","331,875,000","232,958,000"
TaxRateForCalcs,"0.126","0.125","0.125","0.133","0.145","0.139","0.15","0.084","0.052","0.067","0.086","0.019","0.35","0.118","0.157","0.15","0.4","0.4","0.247"
TaxEffectOfUnusualItems,"18,530,888.762","14,835,750","19,642,125","20,375,866","511,270","15,023,120","-20,528,700","388,893.964","-2,918,864","-1,047,955.627","-1,244,586.274","-658,164.06","-6,576,150","0","0","669,203.6","-48,401,600","0","0"
