name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,295,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,"12,820,000","12,530,000","12,210,000","12,689,000","11,535,000","11,220,000","10,909,000","11,241,000","9,578,000","9,306,000","9,024,000","10,072,000","9,756,000","9,481,000","9,211,000","9,018,000","9,018,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-10,300,000","16,200,000","35,900,000",,"35,900,000","47,700,000","48,000,000",,"41,500,000","32,400,000","21,400,000",,"22,400,000","21,600,000","22,800,000","27,700,000","24,100,000","23,000,000","6,100,000","9,200,000","12,200,000","12,300,000","13,500,000","15,100,000"
	MinorityInterest,,,,,,,,,,,,,,,,,,"7,375,000,000","7,430,000,000","7,427,000,000","7,280,000,000","7,065,000,000","7,066,000,000","6,948,000,000","6,816,000,000","6,542,000,000","6,321,000,000","6,381,000,000","6,149,000,000","6,061,000,000","5,831,000,000","5,900,000,000","5,512,000,000","5,253,000,000","5,516,000,000","5,658,000,000","5,422,000,000","5,268,000,000","4,929,000,000","4,983,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"1,229,095,000","1,215,617,000","1,160,314,000","1,111,186,000","1,071,532,000","1,019,355,000","978,988,000","914,881,000","932,072,000","924,884,000","902,956,000","854,611,000","841,676,000","838,929,000","815,194,000","784,867,000","769,503,000","750,000,000","732,000,000","710,000,000","703,000,000","771,000,000","755,000,000","742,000,000","734,000,000","657,000,000","647,000,000","636,000,000","642,000,000","782,000,000","766,000,000","776,000,000","781,000,000","845,000,000","866,000,000","893,000,000","912,000,000","958,000,000","940,000,000","928,000,000","901,977,000","878,115,000","829,116,000","776,948,000","791,875,000","933,783,000","971,534,000","995,960,000","1,051,279,000","1,075,362,000","1,230,229,000","1,181,223,000","1,161,848,000","1,158,007,000","1,123,547,000","1,258,869,000","1,278,602,000","1,312,279,000","1,311,136,000","1,269,190,000","1,266,881,000","1,238,552,000","1,194,666,000","1,206,615,000","1,164,170,000","1,134,928,000","1,101,163,000","1,030,773,000","987,372,000","958,274,000","919,642,000","890,841,000","865,255,000","855,755,000","839,958,000","805,110,000","779,015,000","776,093,000","750,175,000","728,170,000","697,599,000","681,900,000","677,800,000","666,300,000","655,223,261","617,400,000","600,700,000","572,800,000","539,383,152","521,300,000","486,500,000","451,500,000","435,758,691","411,100,000","386,700,000","367,100,000","354,100,000","333,100,000","309,100,000","282,500,000","260,900,000","250,400,000","232,900,000","219,100,000","212,600,000"
CommonStockEquity,"1,133,253,000","1,119,271,000","1,063,454,000","1,013,804,000","973,672,000","921,023,000","880,188,000","840,155,000","857,344,000","875,150,000","853,214,000","829,858,000","816,910,000","838,929,000","815,194,000","784,867,000","769,503,000","750,000,000","732,000,000","710,000,000","703,000,000","771,000,000","755,000,000","742,000,000","734,000,000","657,000,000","647,000,000","636,000,000","642,000,000","782,000,000","766,000,000","776,000,000","781,000,000","845,000,000","866,000,000","893,000,000","912,000,000","958,000,000","940,000,000","928,000,000","901,977,000","878,115,000","829,116,000","776,948,000","791,875,000","933,783,000","971,534,000","995,960,000","1,051,279,000","1,046,241,000","1,203,992,000","1,181,223,000","1,161,848,000","1,158,007,000","1,123,547,000","1,258,869,000","1,278,602,000","1,312,279,000","1,311,136,000","1,269,190,000","1,266,881,000","1,238,552,000","1,194,666,000","1,206,615,000","1,164,170,000","1,134,928,000","1,101,163,000","1,030,773,000","987,372,000","958,274,000","919,642,000","890,841,000","865,255,000","855,755,000","839,958,000","805,110,000","779,015,000","776,093,000","750,175,000","728,170,000","697,599,000","681,900,000","677,800,000","666,300,000","655,223,261","617,400,000","600,700,000","572,800,000","539,383,152","521,300,000","486,500,000","451,500,000","435,758,691","411,100,000","386,700,000","367,100,000","354,100,000","333,100,000","309,100,000","282,500,000","260,900,000","250,400,000","232,900,000","216,700,000","210,200,000"
NetTangibleAssets,"1,133,253,000","1,119,271,000","1,063,454,000","1,013,804,000","973,672,000","921,023,000","880,188,000","840,155,000","857,344,000","875,150,000","853,214,000","829,858,000","816,910,000","838,929,000","815,194,000","784,867,000","769,503,000","750,000,000","732,000,000","710,000,000","703,000,000","771,000,000","755,000,000","742,000,000","734,000,000","657,000,000","647,000,000","636,000,000","642,000,000","782,000,000","766,000,000","776,000,000","781,000,000","845,000,000","866,000,000","893,000,000","912,000,000","958,000,000","940,000,000","928,000,000","901,977,000","878,115,000","829,116,000","776,948,000","791,875,000","933,783,000","971,534,000","995,960,000","1,051,279,000","1,046,241,000","1,203,992,000","1,181,223,000","1,161,848,000","1,158,007,000","1,123,547,000","1,258,869,000","1,278,602,000","1,312,279,000","1,311,136,000","1,269,190,000","1,266,881,000","1,238,552,000","1,194,666,000","1,206,615,000","1,164,170,000","1,134,928,000","1,101,163,000","1,030,773,000","987,372,000","958,274,000","919,642,000","890,841,000","865,255,000","855,755,000","839,958,000","805,110,000","779,015,000","776,093,000","750,175,000","728,170,000","697,599,000","681,900,000","677,800,000","666,300,000","655,223,261","617,400,000","600,700,000","572,800,000","539,383,152","521,300,000","486,500,000","451,500,000","435,758,691","411,100,000","386,700,000","367,100,000","354,100,000","333,100,000","309,100,000","282,500,000","260,900,000","250,400,000","232,900,000","216,700,000","210,200,000"
InvestedCapital,"1,231,074,000","1,217,576,000","1,162,228,000","1,113,077,000","1,073,402,000","1,020,750,000","979,913,000","914,881,000","932,072,000","924,884,000","902,956,000","854,611,000","841,676,000","838,929,000","815,194,000","784,867,000","769,503,000","750,000,000","732,000,000","710,000,000","703,000,000","771,000,000","755,000,000","742,000,000","734,000,000","657,000,000","647,000,000","636,000,000","642,000,000","782,000,000","766,000,000","776,000,000","781,000,000","845,000,000","866,000,000","893,000,000","912,000,000","958,000,000","940,000,000","928,000,000","901,977,000","878,115,000","829,116,000","776,948,000","791,875,000","933,783,000","971,534,000","995,960,000","1,051,279,000","1,075,362,000","1,230,229,000","1,181,223,000","1,161,848,000","1,158,007,000","1,123,547,000","1,258,869,000","1,278,602,000","1,312,279,000","1,311,136,000","1,269,190,000","1,266,881,000","1,238,552,000","1,194,666,000","1,206,615,000","1,164,170,000","1,134,928,000","1,101,163,000","1,030,773,000","987,372,000","958,274,000","919,642,000","890,841,000","865,255,000","855,755,000","839,958,000","805,110,000","779,015,000","776,093,000","750,175,000","728,170,000","697,599,000","681,900,000","677,800,000","666,300,000","655,223,261","617,400,000","600,700,000","572,800,000","539,383,152","521,300,000","486,500,000","451,500,000","435,758,691","411,100,000","386,700,000","367,100,000","354,100,000","333,100,000","309,100,000","282,500,000","260,900,000","250,400,000","232,900,000","219,100,000","212,600,000"
TangibleBookValue,"1,133,253,000","1,119,271,000","1,063,454,000","1,013,804,000","973,672,000","921,023,000","880,188,000","840,155,000","857,344,000","875,150,000","853,214,000","829,858,000","816,910,000","838,929,000","815,194,000","784,867,000","769,503,000","750,000,000","732,000,000","710,000,000","703,000,000","771,000,000","755,000,000","742,000,000","734,000,000","657,000,000","647,000,000","636,000,000","642,000,000","782,000,000","766,000,000","776,000,000","781,000,000","845,000,000","866,000,000","893,000,000","912,000,000","958,000,000","940,000,000","928,000,000","901,977,000","878,115,000","829,116,000","776,948,000","791,875,000","933,783,000","971,534,000","995,960,000","1,051,279,000","1,046,241,000","1,203,992,000","1,181,223,000","1,161,848,000","1,158,007,000","1,123,547,000","1,258,869,000","1,278,602,000","1,312,279,000","1,311,136,000","1,269,190,000","1,266,881,000","1,238,552,000","1,194,666,000","1,206,615,000","1,164,170,000","1,134,928,000","1,101,163,000","1,030,773,000","987,372,000","958,274,000","919,642,000","890,841,000","865,255,000","855,755,000","839,958,000","805,110,000","779,015,000","776,093,000","750,175,000","728,170,000","697,599,000","681,900,000","677,800,000","666,300,000","655,223,261","617,400,000","600,700,000","572,800,000","539,383,152","521,300,000","486,500,000","451,500,000","435,758,691","411,100,000","386,700,000","367,100,000","354,100,000","333,100,000","309,100,000","282,500,000","260,900,000","250,400,000","232,900,000","216,700,000","210,200,000"
TotalDebt,"97,821,000","98,305,000","98,774,000","99,273,000","99,730,000","99,727,000","99,725,000","74,726,000","74,728,000","49,734,000","49,742,000","24,753,000","24,766,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,121,000","26,237,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,400,000","2,400,000"
NetDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,400,000","2,400,000"
ShareIssued,"74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","74,400,000","68,280,151","74,493,620","57,498,913","57,498,913","57,924,012","58,904,402","59,782,295","63,126,728","63,511,143","63,511,143","70,850,875","70,850,875","70,850,875","70,850,875","70,850,875","70,850,875","70,850,875","70,850,875","70,850,875","70,850,875","70,850,875","70,850,875","71,230,123","71,230,123","71,230,123","71,230,123","71,230,123","71,230,123","71,230,123","71,230,123","71,230,123","71,381,723","75,000,000","75,000,000","75,000,000","75,000,000","75,000,000","75,000,000",,,"74,375,500","75,000,000",,,"74,400,000","75,000,000","75,000,000","75,000,000","75,000,000","75,000,000","70,102,000","75,000,000","74,997,000","75,075,000","75,075,000","75,075,000","75,075,000","75,075,000","75,075,000","75,075,000","75,075,000","75,075,000"
OrdinarySharesNumber,"52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,404,026","52,561,925","52,704,057","52,777,087","52,803,918","52,993,481","53,228,318","53,389,166","53,744,683","53,972,242","54,277,947","54,863,958","55,635,882","56,164,906","56,363,272","56,870,154","57,238,906","57,313,873","57,363,093","57,363,093","51,243,244","57,498,913","57,498,913","57,498,913","57,924,012","58,904,402","59,782,295","63,126,728","63,511,143","63,511,143","70,850,875","70,850,875","70,850,875","70,850,875","70,850,875","70,850,875","70,850,875","70,850,875","70,850,875","70,850,875","70,850,875","70,850,875","71,230,123","71,230,123","71,230,123","71,230,123","71,230,123","71,230,123","71,230,123","71,230,123","71,230,123","71,381,723","75,000,000","75,000,000","75,000,000","75,000,000","75,000,000","75,000,000",,,"74,375,500","75,000,000",,,"74,400,000","75,000,000","75,000,000","75,000,000","75,000,000","75,000,000","70,102,000","75,000,000","74,997,000","75,075,000","75,075,000","75,075,000","75,075,000","75,075,000","75,075,000","75,075,000","75,075,000","75,075,000"
