name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
AverageDilutionEarnings,"-7,000,000","-7,000,000","27,000,000",,"39,000,000","48,000,000","30,000,000",,,
DilutedNIAvailtoComStockholders,"1,949,000,000","1,949,000,000","2,005,000,000","375,000,000","1,832,000,000","2,963,000,000","3,764,000,000","907,000,000","1,476,000,000","2,344,000,000"
BasicEPS,,,"2.047","0.537","2.3","4.124","5.274","1.695","3.199","5.08"
DilutedEPS,,,"2.047","0.537","2.25","4.124","5.274","1.695","3.199","5.08"
BasicAverageShares,,,"966,245,117","698,716,297","780,800,000","706,514,211","707,844,737","535,171,251","461,420,000","461,420,000"
DilutedAverageShares,,,"966,245,117","698,716,297","815,600,000","706,514,211","707,844,737","535,171,251","461,420,000","461,420,000"
RentExpenseSupplemental,"16,000,000","16,000,000","59,000,000","56,000,000","43,000,000","42,000,000","40,000,000","33,000,000","29,000,000","29,000,000"
TotalExpenses,"4,409,000,000","4,409,000,000","4,427,000,000","3,585,000,000","3,239,000,000","2,922,000,000","2,641,000,000","2,651,000,000","2,081,000,000","1,225,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,956,000,000","1,956,000,000","1,978,000,000","375,000,000","1,793,000,000","2,915,000,000","3,734,000,000","907,000,000","1,476,000,000","2,344,000,000"
NormalizedIncome,"1,250,150,000","1,250,150,000","-489,640,000","-836,732,330.827","1,343,600,000","873,150,000","619,820,000","161,320,000","406,680,000","958,000,000"
InterestIncome,"107,000,000","107,000,000","57,000,000","17,000,000","26,000,000","47,000,000","89,000,000","44,000,000","70,000,000","130,000,000"
InterestExpense,"2,924,000,000","2,924,000,000","2,464,000,000","1,967,000,000","1,681,000,000","1,528,000,000","1,258,000,000","1,088,000,000","1,020,000,000","962,000,000"
NetInterestIncome,"-2,809,000,000","-2,809,000,000","-2,390,000,000","-1,923,000,000","-1,623,000,000","-1,440,000,000","-1,119,000,000","-1,004,000,000","-950,000,000","-832,000,000"
EBIT,"6,277,000,000","6,277,000,000","6,199,000,000","4,627,000,000","3,823,000,000","5,394,000,000","6,854,000,000","3,352,000,000","4,149,000,000","5,167,000,000"
EBITDA,"6,618,000,000"
ReconciledCostOfRevenue,"3,186,000,000","3,186,000,000","3,087,000,000","2,696,000,000","2,430,000,000","2,183,000,000","2,089,000,000","2,159,000,000","1,827,000,000","1,069,000,000"
ReconciledDepreciation,"341,000,000","341,000,000","308,000,000","275,000,000","240,000,000","180,000,000","148,000,000","164,000,000","104,000,000","20,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,956,000,000","1,956,000,000","1,978,000,000","375,000,000","1,793,000,000","2,915,000,000","3,734,000,000","907,000,000","1,476,000,000","2,344,000,000"
TotalUnusualItemsExcludingGoodwill,"743,000,000","743,000,000","2,518,000,000","1,306,000,000","749,000,000","2,105,000,000","3,942,000,000","956,000,000","1,273,000,000","1,540,000,000"
TotalUnusualItems,"743,000,000","743,000,000","2,518,000,000","1,306,000,000","749,000,000","2,105,000,000","3,942,000,000","956,000,000","1,273,000,000","1,540,000,000"
NormalizedEBITDA,"5,875,000,000","5,875,000,000","3,989,000,000","3,596,000,000","3,314,000,000","3,469,000,000","3,060,000,000","2,560,000,000","2,980,000,000","3,647,000,000"
TaxRateForCalcs,"0.05","0.05","0.02","0.072","0.4","0.03","0.21","0.22","0.16","0.1"
TaxEffectOfUnusualItems,"37,150,000","37,150,000","50,360,000","94,267,669.173","299,600,000","63,150,000","827,820,000","210,320,000","203,680,000","154,000,000"
