name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008
		DepreciationAndAmortizationInIncomeStatement,"1,807,429,000","495,503,000","439,196,000","444,773,000","427,957,000","264,186,000","488,510,000","482,958,000","466,335,000","366,774,000","466,263,000","456,913,000","461,353,000","515,608,000","442,659,000","450,760,000","434,758,000","493,478,000","423,497,000","462,547,000","463,078,000","608,386,000","393,862,000","394,133,000","380,915,000","417,184,000","372,541,000","366,752,000","344,063,000","450,389,000","444,270,000","437,033,000","443,522,000","479,412,000","411,614,000","407,734,000","425,125,000","-229,883,000","609,629,000","605,178,000","607,552,000","1,671,550,000","607,598,000","602,763,000","595,042,000","1,979,681,000","589,877,000","585,153,000","574,503,000"
			DepreciationIncomeStatement,"1,707,138,000","473,860,000","412,001,000","414,012,000","407,265,000","354,203,000","427,889,000","413,152,000","412,029,000","380,167,000","376,298,000","375,364,000","379,431,000","416,007,000","381,196,000","382,886,000","378,298,000","369,669,000","350,691,000","348,736,000","348,760,000","356,964,000","351,541,000","338,489,000","340,040,000","364,548,000","317,959,000","293,875,000","308,969,000","423,801,000","451,783,000",,,,,,,,,,,,,,,,,,
			Amortization,"100,291,000","21,643,000","27,195,000","30,761,000","20,692,000","-90,017,000","60,621,000","69,806,000","54,306,000","-13,393,000","89,965,000","81,549,000","81,922,000","99,601,000","61,463,000","67,874,000","56,460,000","123,809,000","72,806,000","113,811,000","114,318,000","251,422,000","42,321,000","55,644,000","40,875,000","52,636,000","54,582,000","72,877,000","35,094,000","26,588,000","-7,513,000",,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"100,291,000","21,643,000","27,195,000","30,761,000","20,692,000","-90,017,000","60,621,000","69,806,000","54,306,000","-13,393,000","89,965,000","81,549,000","81,922,000","99,601,000","61,463,000","67,874,000","56,460,000","123,809,000","72,806,000","113,811,000","114,318,000","251,422,000","42,321,000","55,644,000","40,875,000","52,636,000","54,582,000","72,877,000","35,094,000","26,588,000","-7,513,000",,,,,,,,,,,,,,,,,,
	ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"338,836,000","1,061,127,000","845,743,000","623,808,000","318,071,000",,,,,"1,645,163,000","26,445,000","356,704,000","372,938,000",,"192,278,000","85,522,000","53,020,000"
	OtherTaxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"489,895,000","415,071,000","392,876,000",,,,,"371,610,000",,,
	OtherOperatingExpenses,"3,421,642,000","-526,355,000","1,345,066,000","1,907,024,000","695,907,000","-2,642,590,000","3,442,126,000","551,320,000","1,393,622,000","12,192,277,000","-81,913,000","102,041,000","585,080,000","15,856,213,000","994,487,000","4,315,004,000","3,384,420,000","13,533,898,000","9,453,689,000","1,163,134,000","1,170,763,000","7,650,477,000","2,961,375,000","642,012,000","-56,945,000","7,767,579,000","1,100,641,000","-1,376,529,000","1,114,423,000",,,,,,"360,086,000",,,"-6,486,000","591,748,000","558,705,000","656,565,000","558,059,000","6,872,231,000","519,835,000","1,076,650,000","-6,045,159,000","5,915,137,000","489,978,000","648,463,000"
OperatingIncome,"7,440,350,000","2,464,023,000","1,904,488,000","854,016,000","2,217,823,000","2,616,930,000","-721,018,000","4,730,069,000","561,875,000","-9,444,184,000","2,152,391,000","2,138,290,000","2,176,768,000","-13,511,118,000","913,581,000","22,603,695,000","-2,588,061,000","-12,540,874,000","-8,928,335,000","-553,916,000","612,029,000","-6,804,447,000","-3,377,112,000","216,845,000","1,928,750,000","-8,180,720,000","-950,415,000","1,749,563,000","-656,153,000","-4,325,259,000","4,369,392,000","477,102,000","2,585,967,000","2,202,810,000","552,947,000","355,560,000","2,337,290,000","4,338,000","1,518,724,000","1,381,895,000","836,660,000","1,395,194,000","1,816,013,000","4,727,000","593,909,000","3,670,471,000","1,427,665,000","1,423,576,000","1,872,568,000"
NetNonOperatingInterestIncomeExpense,"-3,859,268,000","-656,744,000","-910,651,000","-1,643,857,000","-648,016,000","2,610,784,000","-1,173,724,000","-1,413,648,000","-230,271,000","-70,606,000","-1,334,502,000","-1,953,011,000","-1,622,551,000","-937,871,000","-1,078,015,000","303,684,000","-1,567,362,000","-761,000","-751,321,000","-163,324,000","-569,359,000","226,765,000","-919,236,000","-437,067,000","-397,930,000","-387,905,000","-326,720,000","-416,720,000","99,677,000","-1,627,011,000","1,347,257,000","-1,228,711,000","-338,288,000","-328,934,000","1,528,143,000","-974,450,000","9,694,000","-2,078,051,000","-325,508,000","104,513,000","335,632,000","4,127,443,000","-1,585,529,000","-2,530,714,000","-359,049,000","1,492,595,000","1,867,117,000","-1,049,905,000","-232,681,000"
	InterestIncomeNonOperating,"876,212,000","74,198,000","261,137,000","295,014,000","245,863,000","1,226,531,000","242,192,000","183,917,000","1,238,374,000","544,234,000","140,068,000","311,764,000","210,473,000","795,194,000","329,889,000","157,009,000","192,754,000","1,157,114,000","106,707,000","291,142,000","282,847,000","884,245,000","-38,549,000","274,538,000","274,173,000","588,284,000","292,099,000","273,634,000","297,442,000","423,018,000","365,490,000","22,268,000","187,355,000","-2,533,622,000","1,710,727,000","911,045,000","827,771,000",,,,,,,"808,521,000","777,989,000",,,"797,581,000","713,256,000"
	InterestExpenseNonOperating,"3,588,566,000","676,981,000","937,196,000","1,197,330,000","777,059,000","-429,186,000","1,105,162,000","1,128,779,000","1,184,899,000","1,477,346,000","1,467,616,000","1,491,988,000","1,640,154,000","1,612,848,000","1,922,550,000","1,569,670,000","1,574,149,000","2,874,779,000","1,350,630,000","1,310,507,000","1,077,934,000","1,324,814,000","1,141,566,000","560,443,000","701,627,000","976,959,000","441,991,000","509,916,000","482,307,000","211,652,000","757,521,000","1,274,572,000","502,050,000","-37,272,000","182,584,000","1,885,495,000","818,077,000",,,,,,,"3,339,235,000","1,137,038,000",,,"1,847,486,000","945,937,000"
	TotalOtherFinanceCost,"1,146,914,000","53,961,000","234,592,000","741,541,000","116,820,000","-955,067,000","310,754,000","468,786,000","283,746,000","-862,506,000","6,954,000","772,787,000","192,870,000","120,217,000","-514,646,000","-1,716,345,000","185,967,000","-1,716,904,000","-492,602,000","-856,041,000","-225,728,000","-667,334,000","-260,879,000","151,162,000","-29,524,000","-770,000","176,828,000","180,438,000","-284,542,000","1,838,377,000",,,"23,593,000",,,,,,"325,508,000","-104,513,000","-335,632,000",,,,,,,,
OtherIncomeExpense,"2,787,524,000","-408,544,000","472,481,000","2,106,776,000","616,811,000","5,776,666,000","606,671,000","950,653,000","428,253,000","-435,101,000","27,033,000","342,276,000","2,075,926,000","-7,422,109,000","1,469,212,000","-1,205,454,000","334,591,000","-1,409,673,000","516,537,000","-146,083,000","1,141,289,000","-224,952,000","184,101,000","375,321,000","108,605,000","629,953,000","339,022,000","-219,600,000","137,116,000","-6,567,079,000","-4,316,238,000","2,584,832,000","-278,090,000","-1,399,066,000","187,524,000","868,002,000","-479,440,000",,,,"-9,053,000","-12,767,617,000",,,,"918,634,000",,,
	GainOnSaleOfSecurity,"741,411,000","125,151,000","271,681,000","174,816,000","169,763,000","-801,806,000","-14,088,000","318,500,000","126,180,000","-1,162,665,000","379,593,000","119,057,000","433,994,000","-3,309,700,000","2,169,111,000","-2,568,960,000","1,003,180,000","-376,156,000","64,515,000","-658,338,000","541,206,000","272,762,000","602,289,000","217,596,000","110,494,000","-12,193,000","236,219,000","626,330,000","6,234,000",,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"1,140,733,000","461,441,000","417,292,000","101,906,000","160,094,000","498,251,000","505,648,000","126,109,000","254,842,000","-1,374,827,000","261,960,000","455,559,000","1,824,792,000","716,280,000","1,930,929,000","376,214,000","182,088,000","346,520,000","149,364,000","-5,386,000","40,948,000","-647,244,000","-789,704,000","36,082,000","92,562,000","-56,889,000","31,345,000","79,761,000","123,551,000",,,,,,,,,,,,,,,,,"48,119,000",,,
	SpecialIncomeCharges,"211,594,000","-1,262,914,000","-387,190,000","1,730,768,000","130,930,000","6,874,707,000","-40,326,000","-36,206,000","-49,568,000","1,165,533,000","-31,039,000","-45,430,000","-33,788,000","-7,213,168,000","-50,517,000","-46,144,000","-69,695,000","-951,235,000","89,212,000","329,419,000","432,895,000","380,334,000","268,971,000","85,870,000","-186,937,000","874,950,000","1,532,000","-948,676,000","-75,673,000","-9,188,546,000","-4,316,238,000","2,584,832,000","-278,090,000","-1,881,851,000","187,524,000","868,002,000","-479,440,000",,,,"-9,053,000",,,,,,,,
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,"0","0","0","0","0","0","-86,105,000","-53,808,000","50,272,000","308,940,000","-1,001,511,000","77,787,000",,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"-211,594,000","1,262,914,000","203,968,000","-1,730,768,000","52,292,000","11,702,000","40,326,000","36,206,000","49,568,000","54,115,000","31,039,000","45,430,000","33,788,000","53,061,000","50,517,000","46,144,000","69,695,000","951,235,000","-89,212,000","-329,419,000","-432,895,000","-294,229,000","-215,163,000","-136,142,000","-122,003,000","126,561,000","-79,319,000","-231,908,000","75,673,000","8,129,606,000",,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,"0","183,222,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"693,786,000","267,778,000","170,698,000","99,286,000","156,024,000",,"155,437,000","542,250,000","96,799,000","936,858,000","-583,481,000","-186,910,000","-149,072,000","2,384,479,000","-2,580,311,000","1,033,436,000","-780,982,000","-428,802,000","213,446,000","188,222,000","126,240,000",,"102,545,000","35,773,000","92,486,000",,"69,926,000","22,985,000","83,004,000",,,,,,,,,,,,,,,,,,,,
PretaxIncome,"6,368,606,000","1,398,735,000","1,466,318,000","1,316,935,000","2,186,618,000","11,004,380,000","-1,288,071,000","4,256,707,000","770,224,000","-4,203,018,000","844,922,000","527,555,000","2,630,143,000","-7,003,146,000","1,304,778,000","21,701,925,000","-3,820,832,000","-7,612,210,000","-3,915,450,000","-1,190,758,000","1,511,394,000","-2,968,286,000","-2,858,877,000","72,299,000","1,297,729,000","-4,279,942,000","-693,040,000","62,103,000","-13,818,000","-12,519,349,000","1,400,411,000","1,833,223,000","1,969,589,000","474,810,000","2,268,614,000","249,113,000","1,867,543,000","195,333,000","1,193,216,000","1,495,462,000","1,163,238,000","-457,888,000","236,268,000","-2,525,987,000","234,860,000","6,993,657,000","3,282,282,000","368,791,000","1,362,752,000"
TaxProvision,"-1,090,262,000","-3,473,113,000","750,446,000","1,015,757,000","616,648,000","19,468,000","325,382,000","1,424,782,000","714,086,000","-204,925,000","294,764,000","183,463,000","1,251,991,000","-903,758,000","429,661,000","8,911,335,000","73,581,000","-210,651,000","309,692,000","213,288,000","397,783,000","1,339,805,000","-116,354,000","172,290,000","304,777,000","1,287,442,000","165,817,000","-99,665,000","13,084,000","-1,961,500,000","395,638,000","478,267,000","697,121,000","-73,508,000","527,058,000","-53,591,000","396,293,000","153,748,000","26,011,000","485,776,000","409,070,000","-1,560,449,000","-121,288,000","-329,133,000","62,490,000","1,991,818,000","879,535,000","161,676,000","390,711,000"
NetIncomeCommonStockholders,"10,743,843,000","3,130,420,000","651,042,000","5,615,027,000","1,347,354,000","12,032,137,000","-1,621,156,000","2,819,561,000","31,836,000","-4,000,726,000","537,643,000","305,653,000","1,393,625,000","-6,102,155,000","862,734,000","12,721,755,000","-3,897,805,000","-7,290,433,000","-4,011,789,000","-1,358,110,000","1,255,247,000","-4,369,015,000","-2,738,470,000","-104,623,000","985,902,000","-5,499,592,000","-915,186,000","163,915,000","-35,800,000","-10,498,951,000","1,003,285,000","1,348,787,000","1,267,964,000","557,062,000","1,564,310,000","326,629,000","1,284,564,000","-285,490,000","799,753,000","995,399,000","738,251,000","-97,821,000","453,797,000","-2,090,788,000","101,328,000","5,469,360,000","2,113,713,000","142,848,000","841,525,000"
	NetIncome,"10,697,124,000","3,083,701,000","651,042,000","5,564,669,000","1,397,712,000","12,032,137,000","-1,621,156,000","2,819,561,000","31,836,000","-4,000,726,000","537,643,000","305,653,000","1,393,625,000","-6,102,155,000","862,734,000","12,721,755,000","-3,897,805,000","-7,290,433,000","-4,011,789,000","-1,358,110,000","1,255,247,000","-4,369,015,000","-2,738,470,000","-104,623,000","985,902,000","-5,499,592,000","-915,186,000","163,915,000","-35,800,000","-10,498,951,000","1,003,285,000","1,348,787,000","1,267,964,000","557,062,000","1,564,310,000","326,629,000","1,284,564,000","-285,490,000","799,753,000","995,399,000","738,251,000","-97,821,000","453,797,000","-2,090,788,000","101,328,000","5,469,360,000","2,113,713,000","142,848,000","841,525,000"
		NetIncomeIncludingNoncontrollingInterests,"10,743,843,000","3,119,683,000","715,872,000","5,560,934,000","1,347,354,000","12,072,967,000","-1,613,453,000","2,831,925,000","56,138,000","-3,998,093,000","550,158,000","344,092,000","1,378,152,000","-6,099,388,000","875,117,000","12,790,590,000","-3,894,413,000","-7,401,559,000","-4,225,142,000","-1,404,046,000","1,113,611,000","-4,308,091,000","-2,742,523,000","-99,991,000","992,952,000","-5,508,270,000","-917,971,000","168,752,000","-33,886,000","-10,557,849,000","1,004,773,000","1,354,956,000","1,272,468,000","567,645,000","1,558,441,000","347,088,000","1,288,845,000","-39,877,000","829,008,000","1,009,686,000","754,168,000","-9,075,000","444,765,000","-2,102,684,000","128,437,000","5,522,478,000","2,083,796,000","-146,395,000","831,072,000"
			NetIncomeContinuousOperations,"7,458,868,000","4,871,848,000","715,872,000","301,178,000","1,569,970,000","10,984,912,000","-1,613,453,000","2,831,925,000","56,138,000","-3,998,093,000","550,158,000","344,092,000","1,378,152,000","-6,099,388,000","875,117,000","12,790,590,000","-3,894,413,000","-7,401,559,000","-4,225,142,000","-1,404,046,000","1,113,611,000","-4,308,091,000","-2,742,523,000","-99,991,000","992,952,000","-5,567,384,000","-858,857,000","161,768,000","-26,902,000","-10,557,849,000","1,004,773,000","1,354,956,000","1,272,468,000","548,318,000","1,879,577,000","164,683,000","1,471,250,000","-39,877,000","829,008,000","1,009,686,000","754,168,000","-9,075,000","444,765,000","-2,102,684,000","128,437,000","5,522,478,000","2,083,796,000","-146,395,000","831,072,000"
			NetIncomeDiscontinuousOperations,"3,284,975,000","-1,752,165,000","0","5,259,756,000","-222,616,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,984,000",,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-46,719,000","-35,982,000","-64,830,000","3,735,000","50,358,000","-40,830,000","-7,703,000","-12,364,000","-24,302,000","-2,633,000","-12,515,000","-38,439,000","15,473,000","-2,767,000","-12,383,000","-68,835,000","-3,392,000","111,126,000","213,353,000","45,936,000","141,636,000","-60,924,000","4,053,000","-4,632,000","-7,050,000","8,678,000","2,785,000","-4,837,000","-1,914,000","58,898,000","-1,488,000","-6,169,000","-4,504,000","-10,583,000","5,869,000","-20,459,000","-4,281,000","-245,613,000","-29,254,000","-14,288,000","-15,917,000","-88,745,000","9,031,000","11,896,000","-27,109,000","-53,118,000","29,917,000","-3,547,000","10,453,000"
DilutedNIAvailtoComStockholders,"10,743,843,000","3,130,420,000","651,042,000","5,615,027,000","1,347,354,000","12,032,137,000","-1,621,156,000","2,819,561,000","31,836,000","-4,000,726,000","537,643,000","305,653,000","1,393,625,000","-6,102,155,000","862,734,000","12,721,755,000","-3,897,805,000","-7,290,433,000","-4,011,789,000","-1,358,110,000","1,255,247,000","-4,369,015,000","-2,738,470,000","-104,623,000","985,902,000","-5,499,592,000","-915,186,000","163,915,000","-35,800,000","-10,498,951,000","1,003,285,000","1,348,787,000","1,267,964,000","557,062,000","1,564,310,000","326,629,000","1,284,564,000","-285,490,000","799,753,000","995,399,000","738,251,000","-97,821,000","453,797,000","-2,090,788,000","101,328,000","5,469,360,000","2,113,713,000","142,848,000","841,525,000"
BasicEPS,,,,,"1.01",,,,"0.02",,,,"1.03",,,,"-2.879",,,,"0.93",,,,"0.73",,,,"-0.03",,,,"0.94",,,,"1.14",,,,"0.65",,,"-1.906","0.089",,,"0.126","0.745"
DilutedEPS,,,,,"1.01",,,,"0.02",,,,"1.03",,,,"-2.879",,,,"0.93",,,,"0.73",,,,"-0.03",,,,"0.94",,,,"1.14",,,,"0.65",,,"-1.906","0.089",,,"0.126","0.745"
BasicAverageShares,,,,,"1,334,520,787",,,,"1,592,404,884",,,,"1,353,548,133",,,,"1,353,918,808",,,,"1,350,240,854",,,,"1,351,063,894",,,,"1,193,786,800",,,,"1,349,410,454",,,,"1,127,238,714",,,,"1,136,531,861",,,"1,097,068,664","1,133,115,803",,,"1,130,255,888","1,130,255,888"
DilutedAverageShares,,,,,"1,334,520,787",,,,"1,592,404,884",,,,"1,353,548,133",,,,"1,353,918,808",,,,"1,350,240,854",,,,"1,351,063,894",,,,"1,193,786,800",,,,"1,349,410,454",,,,"1,127,238,714",,,,"1,136,531,861",,,"1,097,068,664","1,133,115,803",,,"1,130,255,888","1,130,255,888"
TotalOperatingIncomeAsReported,"7,284,184,000","2,459,515,000","1,855,710,000","803,428,000","2,165,531,000","9,491,637,000","-761,344,000","4,683,496,000","522,674,000","-2,531,778,000","2,121,352,000","2,092,860,000","2,142,980,000","-5,856,334,000","863,064,000","22,557,551,000","-2,657,756,000","-6,272,766,000","-3,722,017,000","-921,689,000","877,027,000","-2,976,379,000","-2,115,641,000","34,286,000","1,214,277,000","-3,667,546,000","-837,778,000","-536,803,000","-326,284,000","-2,296,466,000","-8,973,996,000","10,840,265,000","2,098,358,000","897,045,000","552,947,000","549,237,000","2,143,613,000","4,338,000","1,518,724,000","1,381,896,000","836,659,000",,"236,268,000","-2,525,987,000","234,860,000","918,142,000","3,294,783,000","373,671,000","1,639,887,000"
TotalExpenses,"20,285,177,000","4,875,006,000","5,386,838,000","5,789,394,000","4,233,939,000","-5,746,565,000","7,945,327,000","7,569,214,000","8,019,915,000","20,473,360,000","6,739,959,000","6,847,384,000","6,792,056,000","25,805,368,000","7,694,343,000","10,481,614,000","9,349,431,000","20,401,580,000","16,830,724,000","8,780,777,000","7,986,853,000","16,478,128,000","9,965,936,000","6,649,980,000","5,079,727,000","14,193,889,000","6,967,916,000","4,248,092,000","6,463,472,000","14,003,601,000","4,015,051,000","7,246,903,000","5,691,720,000","6,640,472,000","6,544,250,000","5,347,895,000","5,551,520,000","4,985,359,000","6,951,389,000","6,286,238,000","4,784,799,000","3,963,524,000","6,677,526,000","5,153,931,000","5,226,940,000","5,531,609,000","6,247,965,000","5,076,642,000","4,982,920,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"10,697,124,000","3,083,701,000","651,042,000","5,564,669,000","1,397,712,000","12,032,137,000","-1,621,156,000","2,819,561,000","31,836,000","-4,000,726,000","537,643,000","305,653,000","1,393,625,000","-6,102,155,000","862,734,000","12,721,755,000","-3,897,805,000","-7,290,433,000","-4,011,789,000","-1,358,110,000","1,255,247,000","-4,369,015,000","-2,738,470,000","-104,623,000","985,902,000","-5,558,706,000","-856,072,000","156,931,000","-28,816,000","-10,498,951,000","1,003,285,000","1,348,787,000","1,267,964,000","858,871,000","1,564,310,000","326,629,000","1,284,564,000","-285,490,000","799,753,000","995,399,000","738,251,000","-97,821,000","453,797,000","-2,090,788,000","101,328,000","5,469,360,000","2,113,713,000","142,848,000","841,525,000"
