name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989
			NetIncomeFromTaxLossCarryforward,,,,"0","0","0","0","633,000,000","0",,,"0",,,"0",,,"0","4,000,000","-1,840,000,000","144,000,000","583,000,000","0","0","0","0","-1,245,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-771,000,000","-172,000,000","-185,000,000","-173,000,000","-241,000,000","-234,000,000","-145,000,000","-100,000,000","-265,000,000","-286,000,000","-347,000,000","-288,000,000","-315,000,000","-293,000,000","-293,000,000","-286,000,000","-373,000,000","-266,000,000","-275,000,000","-212,000,000","-97,000,000","-103,000,000","-116,000,000","-132,000,000","-95,000,000","-120,000,000","-172,000,000","-172,000,000","-202,000,000","-206,000,000","-170,000,000","-159,000,000","-154,000,000","-168,000,000","-131,000,000","-103,000,000","-106,000,000","-140,000,000","-97,000,000","-110,000,000","-295,000,000","112,000,000","738,000,000","-110,000,000","-127,000,000","-116,000,000","633,000,000","-99,000,000","-75,000,000","-94,000,000","-64,437,140","-75,000,000","-75,354,540","-72,000,000","-43,155,910.71","-59,000,000","-66,216,568.6","-77,000,000","-67,946,503.58","-73,000,000","-72,000,000","-50,000,000","41,836,443.2","-102,130,860","-101,660,160","-90,905,920","-161,445,451.18","-175,001,400","-163,392,680","-168,406,000","-156,201,042.33","-164,050,920","-211,386,000","-215,692,400","124,239,369.83","-201,976,800","-207,081,600","-304,793,850","-188,222,580","-235,801,280","-119,678,340","-139,157,900","-170,548,356","-76,973,544","-99,874,060","-75,987,292","-80,646,626","-52,524,626","-103,461,200","-67,874,081","-62,065,731","-84,506,156","-89,481,168","-60,344,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"545,000,000",,,,,,,"1,000,000",,,,,,"1,000,000",,"1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"119,000,000","-1,792,000,000","-574,000,000","1,225,000,000","1,278,000,000","1,164,000,000","1,001,000,000","1,674,000,000","1,245,000,000","1,340,000,000","-231,000,000","1,143,000,000","1,107,000,000","1,199,000,000","418,000,000","965,000,000","1,009,000,000","709,000,000","728,000,000","-1,057,000,000","1,223,000,000","1,536,000,000","689,000,000","601,000,000","704,000,000","624,000,000","-849,000,000","195,000,000","1,147,000,000","1,734,000,000","115,000,000","146,000,000","505,000,000","1,005,000,000","-101,000,000","804,000,000","1,189,000,000","1,150,000,000","1,008,000,000","1,140,000,000","1,358,000,000","1,352,000,000","416,000,000","1,380,000,000","1,561,000,000","1,238,000,000","519,000,000","1,392,000,000","1,157,000,000","1,951,000,000","1,379,793,020","1,339,000,000","1,686,611,910","1,950,000,000","278,875,425.97","1,121,000,000","1,669,349,190.6","1,020,000,000","1,075,535,496.24","914,000,000","998,000,000","815,000,000","1,034,356,031.36","730,999,620","680,467,200","666,372,860","484,809,834.24","571,328,100","651,832,500","512,540,000","68,022,464.97","488,102,120","577,788,400","586,270,300","392,688,928.22","582,878,700","708,313,200","553,651,750","668,171,140","533,953,860","586,843,790","445,723,800","911,655,706","276,749,352","328,502,590","231,027,378","316,673,252","221,638,648","258,835,150","182,173,662","535,123,463","186,328,408","201,155,086","148,276,040","161,180,952","159,058,740","159,364,584","158,071,698","141,889,571","132,083,250","129,699,300","130,327,200","114,492,078","111,228,048","114,757,854","118,889,472","128,360,896","105,864,400","107,408,204","103,640,128","86,918,910","120,936,183","164,370,739","177,310,380","-53,428,781","216,142,395","235,430,504","220,997,044",,,,,,,,
BasicEPS,,"-0.29","-0.04","0.17","0.17","0.175","0.14","0.24","0.187","0.19","0.011","0.16","0.16","0.17","0.09","0.13",,"0.1","0.14","-0.17","0.19","0.25","0.11","0.1","0.12","0.11","-0.15","0.03","0.2","0.31","0.01","0.03","0.09","0.204",,"0.16",,"0.25",,"0.28",,"0.315",,"0.37","0.413","0.335",,"0.357",,"0.522",,"0.371","0.472","0.541",,"0.326","0.485","0.296",,"0.265","0.29","0.236",,"0.214","0.195","0.197",,"0.172","0.214","0.157",,"0.155","0.198","0.177",,"0.243","0.221","0.167",,"0.145","0.207","0.144",,"0.129","0.162","0.11",,"0.109","0.125","0.091",,"0.089","0.096","0.076",,"0.079","0.079","0.078",,"0.06","0.059","0.059",,"0.056","0.058","0.06",,"0.067","0.068","0.066",,"0.035","0.081","0.087",,"0.104","0.113","0.106",,,,"0.106",,,,"0.098"
DilutedEPS,,"-0.29","-0.04","0.17","0.17","0.175","0.14","0.24","0.187","0.19","0.011","0.16","0.16","0.17","0.09","0.13",,"0.1","0.14","-0.17","0.19","0.25","0.11","0.1","0.12","0.1","-0.15","0.03","0.2","0.31","0.01","0.03","0.09","0.204",,"0.16",,"0.25",,"0.28",,"0.315",,"0.37","0.413","0.335",,"0.357",,"0.522",,"0.371","0.472","0.541",,"0.326","0.485","0.296",,"0.265","0.29","0.236",,"0.214","0.195","0.197",,"0.172","0.214","0.157",,"0.155","0.198","0.177",,"0.243","0.221","0.167",,"0.145","0.207","0.144",,"0.129","0.162","0.11",,"0.109","0.125","0.091",,"0.089","0.096","0.076",,"0.079","0.079","0.078",,"0.06","0.059","0.059",,"0.056","0.058","0.06",,"0.067","0.068","0.066",,"0.035","0.081","0.087",,"0.104","0.113","0.106",,,,"0.106",,,,"0.098"
BasicAverageShares,,"6,179,310,345","6,655,269,391","7,205,882,353","7,517,647,059","6,641,000,000","7,150,000,000","6,975,000,000","6,654,546,998","7,052,631,579","6,654,546,998","7,143,750,000","6,918,750,000","7,052,941,176","7,533,333,333","7,423,076,923",,"7,090,000,000","6,714,285,714","6,217,647,059","6,436,842,105","6,144,000,000","6,263,636,364","6,010,000,000","5,866,666,667","5,672,727,273","5,660,000,000","6,500,000,000","5,735,000,000","5,593,548,387","5,433,386,609","4,866,666,667","5,611,111,111","4,919,236,417",,"5,025,000,000",,"4,490,908,285",,"4,071,428,571",,"3,808,524,663",,"3,729,729,730","3,776,716,458","3,727,164,840",,"3,776,955,210",,"3,775,939,080",,"3,588,971,160","3,588,971,160","3,609,293,760",,"3,442,648,440","3,442,648,440","3,445,546,489",,"3,445,546,442","3,445,546,442","3,445,546,442",,"3,445,696,830","3,445,696,830","3,445,696,830",,"3,247,551,480","3,247,551,480","3,247,551,480",,"3,247,551,480","3,247,551,480","3,247,401,136",,"3,247,551,480","3,247,401,136","3,247,401,136",,"3,203,544,267","3,203,413,941","2,977,868,608",,"2,147,663,336","2,032,857,724","2,105,929,425",,"2,041,623,957","2,062,743,900","1,993,647,060",,"2,099,324,580","2,093,227,800","1,941,937,333",,"2,018,034,180","2,018,034,180","2,018,034,180",,"2,191,030,312","2,191,030,312","2,191,030,312",,"1,994,518,029","1,994,489,536","1,994,518,029",,"1,580,082,150","1,580,082,150","1,580,082,150",,"2,135,798,315","2,038,707,748","2,038,726,282",,"2,081,503,223","2,081,503,223","2,081,487,212",,,,"2,116,766,451",,,,"2,116,766,451"
DilutedAverageShares,,"6,179,310,345","6,655,269,391","7,205,882,353","7,517,647,059","6,641,000,000","7,150,000,000","6,975,000,000","6,654,546,998","7,052,631,579","6,654,546,998","7,143,750,000","6,918,750,000","7,052,941,176","7,533,333,333","7,423,076,923",,"7,090,000,000","6,714,285,714","6,217,647,059","6,436,842,105","6,144,000,000","6,263,636,364","6,010,000,000","5,866,666,667","6,240,000,000","5,660,000,000","6,500,000,000","5,735,000,000","5,593,548,387","5,433,386,609","4,866,666,667","5,611,111,111","4,919,236,417",,"5,025,000,000",,"4,490,908,285",,"4,071,428,571",,"3,808,524,663",,"3,762,828,980","3,776,716,458","3,727,164,840",,"3,776,955,210",,"3,775,939,080",,"3,588,971,160","3,588,971,160","3,609,293,760",,"3,442,648,440","3,442,648,440","3,445,546,489",,"3,445,546,442","3,445,546,442","3,445,546,442",,"3,445,696,830","3,445,696,830","3,445,696,830",,"3,247,551,480","3,247,551,480","3,247,551,480",,"3,247,551,480","3,247,551,480","3,247,401,136",,"3,247,551,480","3,247,401,136","3,247,401,136",,"3,203,544,267","3,203,413,941","2,977,868,608",,"2,147,663,336","2,032,857,724","2,105,929,425",,"2,041,623,957","2,062,743,900","1,993,647,060",,"2,099,324,580","2,093,227,800","1,941,937,333",,"2,018,034,180","2,018,034,180","2,018,034,180",,"2,191,030,312","2,191,030,312","2,191,030,312",,"1,994,518,029","1,994,489,536","1,994,518,029",,"1,580,082,150","1,580,082,150","1,580,082,150",,"2,135,798,315","2,038,707,748","2,038,726,282",,"2,081,503,223","2,081,503,223","2,081,487,212",,,,"2,116,766,451",,,,"2,116,766,451"
RentExpenseSupplemental,,,,,,,,,,,"136,000,000",,,,"146,000,000",,,,"108,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"538,000,000","-1,792,000,000","-155,000,000","1,225,000,000","1,278,000,000","1,164,000,000","1,001,000,000","1,041,000,000","1,245,000,000","1,340,000,000","70,000,000","1,143,000,000","1,107,000,000","1,199,000,000","678,000,000","965,000,000","1,123,000,000","709,000,000","940,000,000","783,000,000","1,079,000,000","953,000,000","689,000,000","601,000,000","704,000,000","624,000,000","-849,000,000","195,000,000","1,147,000,000","1,734,000,000","20,000,000","146,000,000","505,000,000","1,005,000,000","-139,000,000","804,000,000","1,189,000,000","1,150,000,000","938,000,000","1,140,000,000","1,541,000,000","1,352,000,000","416,000,000","1,380,000,000","1,561,000,000","1,238,000,000","1,064,000,000","1,392,000,000","1,486,000,000","1,442,000,000","1,379,793,020","1,339,000,000","1,686,611,910","1,951,000,000","279,875,425.97","1,121,000,000","1,669,349,190.6","1,020,000,000","1,075,535,496.24","915,000,000","998,000,000","816,000,000","1,034,356,031.36","730,999,620","680,467,200","666,372,860","484,809,834.24","571,328,100","651,832,500","512,540,000","68,022,464.97","488,102,120","577,788,400","586,270,300","392,688,928.22","582,878,700","708,313,200","553,651,750","668,171,140","533,953,860","586,843,790","445,723,800","911,655,706","276,749,352","328,502,590","231,027,378","316,673,252","221,638,648","258,835,150","182,173,662","535,123,463","186,328,408","201,155,086","148,276,040","161,180,952","159,058,740","159,364,584","158,071,698","141,889,571","132,083,250","129,699,300","130,327,200","114,492,078","111,228,048","114,757,854","118,889,472","128,360,896","105,864,400","107,408,204","103,640,128","86,918,910","120,936,183","164,370,739","177,310,380","-53,428,781","216,142,395","235,430,504","220,997,044",,,,,,,,
