name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
			GrossPPE,"4,373,000,000","3,959,000,000","3,727,007,000","3,492,062,000","3,285,534,000","3,039,172,000","2,841,954,000"
				Properties,"0","0","0","0","0","0","0"
				LandAndImprovements,"378,000,000","323,000,000","312,909,000","303,208,000","301,924,000","291,871,000","287,385,000"
				BuildingsAndImprovements,"1,411,000,000","1,252,000,000","1,189,634,000","1,144,041,000","1,156,914,000","1,055,936,000","1,052,355,000"
				MachineryFurnitureEquipment,"2,485,000,000","2,307,000,000","2,136,986,000","1,950,738,000","1,767,847,000","1,574,240,000","1,397,497,000"
				ConstructionInProgress,"99,000,000","77,000,000","87,478,000","94,075,000","58,849,000","117,125,000","104,717,000"
			AccumulatedDepreciation,"-2,298,000,000","-2,117,000,000","-1,925,792,000","-1,724,451,000","-1,516,649,000","-1,312,589,000","-1,093,459,000"
		GoodwillAndOtherIntangibleAssets,"5,695,000,000","4,291,000,000","4,330,183,000","4,295,365,000","4,353,320,000","4,438,304,000","4,589,317,000"
			Goodwill,"4,728,000,000","3,967,000,000","3,966,565,000","3,908,484,000","3,875,719,000","3,835,477,000","3,835,477,000"
			OtherIntangibleAssets,"967,000,000","324,000,000","363,618,000","386,881,000","477,601,000","602,827,000","753,840,000"
		NonCurrentDeferredAssets,"0","7,000,000","21,505,000","34,405,000","3,798,000","26,144,000","39,282,000"
			NonCurrentDeferredTaxesAssets,"0","7,000,000","21,505,000","34,405,000",,,
		OtherNonCurrentAssets,"256,000,000","67,000,000","64,874,000","57,898,000","52,923,000","36,170,000","33,742,000"
TotalLiabilitiesNetMinorityInterest,"7,579,000,000","5,957,000,000","6,285,795,000","6,406,800,000","7,366,182,000","7,435,082,000","7,341,813,000"
	CurrentLiabilities,"2,362,000,000","2,076,000,000","2,002,882,000","1,969,285,000","1,802,823,000","1,825,587,000","1,825,681,000"
		PayablesAndAccruedExpenses,"1,863,000,000","1,705,000,000","1,637,485,000","1,631,659,000","1,415,967,000","1,489,633,000","1,509,645,000"
			Payables,"1,497,000,000","1,389,000,000","1,317,827,000","1,319,828,000","1,103,164,000","1,178,384,000","1,203,978,000"
				AccountsPayable,"1,460,000,000","1,359,000,000","1,289,349,000","1,294,796,000","1,078,865,000","1,159,160,000","1,181,452,000"
				TotalTaxPayable,"37,000,000","30,000,000","28,478,000","25,032,000","24,299,000","19,224,000","22,526,000"
			CurrentAccruedExpenses,"366,000,000","316,000,000","319,658,000","311,831,000","312,803,000","311,249,000","305,667,000"
				InterestPayable,"14,000,000","13,000,000","5,578,000","3,469,000","2,780,000","69,465,000","70,702,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"44,000,000","39,000,000","49,081,000","46,482,000","56,077,000","45,264,000","42,204,000"
		CurrentDebtAndCapitalLeaseObligation,"404,000,000","263,000,000","262,791,000","218,674,000","253,953,000","230,789,000","220,594,000"
			CurrentDebt,"364,000,000","263,000,000","262,791,000","218,674,000","253,953,000","230,789,000","220,594,000"
				LineOfCredit,"222,000,000","157,000,000","153,565,000","142,712,000","191,314,000","178,912,000","185,369,000"
				OtherCurrentBorrowings,"142,000,000","106,000,000","109,226,000","75,962,000","62,639,000","51,877,000","35,225,000"
			CurrentCapitalLeaseObligation,"40,000,000",,,,,,
		CurrentDeferredLiabilities,,,,,,"10,079,000","0"
			CurrentDeferredTaxesLiabilities,,,,,,"10,079,000","0"
		OtherCurrentLiabilities,"51,000,000","69,000,000","53,525,000","72,470,000","76,826,000","49,822,000","53,238,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"5,217,000,000","3,881,000,000","4,282,913,000","4,437,515,000","5,563,359,000","5,609,495,000","5,516,132,000"
		LongTermDebtAndCapitalLeaseObligation,"4,725,000,000","3,351,000,000","3,648,055,000","3,705,751,000","4,682,149,000","4,696,273,000","4,735,248,000"
			LongTermDebt,"4,242,000,000","3,351,000,000","3,648,055,000","3,705,751,000","4,682,149,000","4,696,273,000","4,735,248,000"
			LongTermCapitalLeaseObligation,"483,000,000",,,,,,
		NonCurrentDeferredLiabilities,"308,000,000","298,000,000","263,322,000","380,835,000","455,794,000","420,319,000","408,153,000"
			NonCurrentDeferredTaxesLiabilities,"308,000,000","298,000,000","263,322,000","380,835,000","455,794,000","420,319,000","408,153,000"
		EmployeeBenefits,"128,000,000","160,000,000","251,781,000","290,785,000","242,614,000","342,746,000","211,757,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"7,000,000","40,000,000","130,511,000","172,895,000","126,448,000","227,106,000","100,393,000"
		PreferredSecuritiesOutsideStockEquity,,,,"0","38,441,000","42,684,000","37,923,000"
		OtherNonCurrentLiabilities,"56,000,000","72,000,000","119,755,000","60,144,000","144,361,000","107,473,000","123,051,000"
TotalEquityGrossMinorityInterest,"3,709,000,000","3,229,000,000","2,751,363,000","2,537,650,000","1,873,177,000","1,622,032,000","1,843,764,000"
	StockholdersEquity,"3,709,000,000","3,229,000,000","2,751,363,000","2,537,650,000","1,873,177,000","1,622,032,000","1,843,764,000"
		CapitalStock,"2,000,000","2,000,000","2,150,000","2,209,000","1,667,000","4,500,000","4,500,000"
			CommonStock,"2,000,000","2,000,000","2,150,000","2,209,000","1,667,000","4,500,000","4,500,000"
		AdditionalPaidInCapital,"2,845,000,000","2,780,000,000","2,721,454,000","2,791,264,000","2,292,142,000","2,289,345,000","2,282,801,000"
		RetainedEarnings,"916,000,000","531,000,000","123,514,000","-136,460,000","-346,254,000","-513,772,000","-440,858,000"
		GainsLossesNotAffectingRetainedEarnings,"-54,000,000","-84,000,000","-95,755,000","-119,363,000","-74,378,000","-158,041,000","-2,679,000"
TotalCapitalization,"7,951,000,000","6,580,000,000","6,399,418,000","6,243,401,000","6,555,326,000","6,318,305,000","6,579,012,000"
CommonStockEquity,"3,709,000,000","3,229,000,000","2,751,363,000","2,537,650,000","1,873,177,000","1,622,032,000","1,843,764,000"
CapitalLeaseObligations,"523,000,000",,,,,,
NetTangibleAssets,"-1,986,000,000","-1,062,000,000","-1,578,820,000","-1,757,715,000","-2,480,143,000","-2,816,272,000","-2,745,553,000"
WorkingCapital,"900,000,000","903,000,000","816,499,000","819,886,000","1,257,610,000","1,004,326,000","949,060,000"
InvestedCapital,"8,315,000,000","6,843,000,000","6,662,209,000","6,462,075,000","6,809,279,000","6,549,094,000","6,799,606,000"
TangibleBookValue,"-1,986,000,000","-1,062,000,000","-1,578,820,000","-1,757,715,000","-2,480,143,000","-2,816,272,000","-2,745,553,000"
TotalDebt,"5,129,000,000","3,614,000,000","3,910,846,000","3,924,425,000","4,936,102,000","4,927,062,000","4,955,842,000"
NetDebt,"4,516,000,000","3,510,000,000","3,791,997,000","3,793,335,000","4,418,300,000","4,583,403,000","4,776,098,000"
ShareIssued,"220,000,000","217,000,000","214,963,000","220,929,000","213,640,934","213,640,934","213,640,934"
OrdinarySharesNumber,"220,000,000","217,000,000","214,963,000","220,929,000","213,640,934","213,640,934","213,640,934"
