name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
OtherIncomeExpense,"-3,040,000","4,243,000","-8,396,000","-28,921,000","1,000,000","14,909,000","-5,500,000","-4,455,000","399,000","-1,530,000","-117,000"
	GainOnSaleOfSecurity,,,,,"5,800,000",,,,,,
	OtherNonOperatingIncomeExpenses,"-3,040,000","4,243,000","-8,396,000","-28,921,000","-4,800,000","14,909,000","-5,500,000","-4,455,000","399,000","-1,530,000","-117,000"
PretaxIncome,"278,101,000","390,139,000","423,544,000","-95,418,000","-440,834,000","-533,305,000","-578,351,000","-647,146,000","-79,170,000","-129,746,000","-67,541,000"
TaxProvision,"-988,358,000","-1,075,520,000","-782,052,000","12,645,000","16,039,000","-12,274,000","-531,000","-1,823,000","229,000","-1,444,000","-217,000"
NetIncomeCommonStockholders,"1,266,459,000","1,465,659,000","1,205,596,000","-108,063,000","-456,873,000","-521,031,000","-577,820,000","-645,323,000","-79,399,000","-164,118,000","-67,324,000"
	NetIncome,"1,266,459,000","1,465,659,000","1,205,596,000","-108,063,000","-456,873,000","-521,031,000","-577,820,000","-645,323,000","-79,399,000","-128,302,000","-67,324,000"
		NetIncomeIncludingNoncontrollingInterests,"1,266,459,000","1,465,659,000","1,205,596,000","-108,063,000","-456,873,000","-521,031,000","-577,820,000","-645,323,000","-79,399,000","-128,302,000","-67,324,000"
			NetIncomeContinuousOperations,"1,266,459,000","1,465,659,000","1,205,596,000","-108,063,000","-456,873,000","-521,031,000","-577,820,000","-645,323,000","-79,399,000","-128,302,000","-67,324,000"
	OtherunderPreferredStockDividend,,,,,,,,"0","0","35,816,000","0"
DilutedNIAvailtoComStockholders,"1,266,459,000","1,465,659,000","1,205,596,000","-108,063,000","-456,873,000","-521,031,000","-577,820,000","-645,323,000","-79,399,000","-164,118,000","-67,324,000"
BasicEPS,,,"1.6","-0.15","-0.65","-0.79","-0.96","-3.41","-0.18","-1.6","-0.15"
DilutedEPS,,,"1.56","-0.15","-0.65","-0.79","-0.96","-3.41","-0.18","-1.6","-0.15"
BasicAverageShares,,,"754,326,000","732,702,000","702,135,000","662,424,000","604,990,000","189,510,000","449,900,000","102,544,000","449,900,000"
DilutedAverageShares,,,"772,686,000","732,702,000","702,135,000","662,424,000","604,990,000","189,510,000","449,900,000","102,544,000","449,900,000"
TotalOperatingIncomeAsReported,"265,272,000","366,373,000","453,325,000","38,740,000","-367,208,000","-450,036,000","-538,866,000","-635,831,000","-77,083,000","-127,411,000","-67,479,000"
TotalExpenses,"3,214,804,000","3,092,956,000","2,589,034,000","2,404,559,000","2,896,827,000","2,668,068,000","1,941,868,000","1,300,721,000","394,016,000","233,724,000","95,757,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,266,459,000","1,465,659,000","1,205,596,000","-108,063,000","-456,873,000","-521,031,000","-577,820,000","-645,323,000","-79,399,000","-128,302,000","-67,324,000"
NormalizedIncome,"1,266,459,000","1,465,659,000","1,205,596,000","-108,063,000","-460,353,000","-521,031,000","-577,820,000","-645,323,000","-79,399,000","-128,302,000","-67,324,000"
InterestIncome,"150,059,000","157,703,000","111,221,000",,"25,300,000",,,,,,
InterestExpense,"134,190,000","138,180,000","132,606,000","105,237,000","99,968,000","98,178,000",,,,,
NetInterestIncome,"15,869,000","19,523,000","-21,385,000","-105,237,000","-74,668,000","-98,178,000","-33,985,000","-6,860,000","-2,486,000","-805,000","55,000"
EBIT,"412,291,000","528,319,000","556,150,000","9,819,000","-340,866,000","-435,127,000","-538,866,000","-635,831,000","-77,083,000","-127,411,000","-67,479,000"
EBITDA,"885,015,000"
ReconciledCostOfRevenue,"1,157,067,000","1,137,041,000","964,997,000","861,242,000","932,240,000","729,256,000","446,309,000","266,718,000","128,768,000","61,803,000","43,168,000"
ReconciledDepreciation,"472,724,000","465,549,000","425,498,000","395,867,000","402,172,000","312,823,000","208,165,000","110,894,000","72,506,000","24,192,000","10,364,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,266,459,000","1,465,659,000","1,205,596,000","-108,063,000","-456,873,000","-521,031,000","-577,820,000","-645,323,000","-79,399,000","-128,302,000","-67,324,000"
TotalUnusualItemsExcludingGoodwill,,,,,"5,800,000",,,,,,
TotalUnusualItems,,,,,"5,800,000",,,,,,
NormalizedEBITDA,"885,015,000","993,868,000","981,648,000","405,686,000","55,506,000","-122,304,000","-330,701,000","-524,937,000","-4,577,000","-103,219,000","-57,115,000"
TaxRateForCalcs,"0.4","0.27","0.27","0.4","0.4","0.023","0.001","0.003","0.35","0.011","0.003"
TaxEffectOfUnusualItems,"0","0","0","0","2,320,000","0","0","0","0","0","0"
