name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
			NetIncomeDiscontinuousOperations,"0",,,,,"0","0",,"0","11,998,000","3,495,000","-4,871,000","371,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","35,196,000","0","0","0","15,683,000","30,163,000","0","0","875,000",,,,,,,,,"0","0","0","0","0","0","0","967,000",,,,,,,,,,,,
		MinorityInterests,"9,870,000","4,900,000","109,000","2,713,000","2,148,000","42,955,000","11,489,000","8,389,000","-782,000","-6,206,000","14,832,000","-11,542,000","-17,425,000","-7,005,000","-14,329,000","-9,187,000","-9,085,000","19,216,000","3,041,000","-3,662,000","-8,645,000","-12,378,000","5,232,000","-2,516,000","-3,825,000","-4,722,000","-3,469,000","-6,001,000","-1,026,000","-9,864,000","-7,776,000","-129,000","-5,733,000","-37,571,000","-9,984,000","-5,639,000","-1,571,000","-24,509,000","-4,391,000","-11,050,000","-1,695,000","-21,480,000","-10,481,000","-10,529,000","692,000","-46,703,000","5,572,000","-6,301,000","-3,376,000","284,000","-2,599,000","-2,167,000","-2,248,000",,,,,"0","0","0","0","0","-1,904,000","-446,000","-623,000","-353,000","-631,000","-119,000",,,,,,,,,,,,,,,,,
	PreferredStockDividends,"35,914,000","8,925,000","8,925,000","8,925,000","9,139,000","7,000,000","5,133,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"902,175,000","193,839,000","117,743,000","231,842,000","358,751,000","-113,423,000","-15,965,000","8,244,000","-41,210,000","127,599,000","38,993,000","90,186,000","54,680,000","22,645,000","156,048,000","40,594,000","45,520,000","111,857,000","49,042,000","14,545,000","44,847,000","105,940,000","26,429,000","51,793,000","29,587,000","137,461,000","39,987,000","19,197,000","11,959,000","69,906,000","47,716,000","40,721,000","9,674,000","128,751,000","12,064,000","9,375,000","3,503,000","124,292,000","21,443,000","12,430,000","15,921,000","79,941,000","34,987,000","8,751,000","11,531,000","95,126,000","-36,435,000","11,173,000","11,687,000","34,939,000","2,568,000","10,904,000","13,374,000","76,268,000","2,243,000","1,132,000","2,703,000","17,240,000","970,000","796,000","39,000","6,165,000","2,426,000","703,000","1,098,000","10,237,000","817,000","2,103,000","69,000","8,350,000","1,649,000","9,989,000","2,505,000","-856,000","827,000","609,000","994,000","5,721,000","1,354,000","617,000","613,000","646,000","681,000","562,000","248,000"
BasicEPS,,,"5.48","10.79","16.71",,"-0.74","0.4","-2.12",,"2.01","4.65","2.82",,"8.09","2.1","2.36",,"2.55","0.76","2.33",,"1.38","2.78","1.79",,"2.42","1.16","0.72",,"2.9","2.48","0.59",,"0.85","0.67","0.27",,"1.56","0.91","1.17",,"2.58","0.65","0.86",,"-2.74","0.93","0.98",,"0.22","0.92","1.2",,"0.39","0.2","0.49",,"0.18","0.14","0.01",,"0.44","0.13","0.2",,"0.15","0.38","0.01",,"0.3","1.83","0.46",,"0.16","0.12","0.19",,"0.26","0.12","0.12",,"0.13","0.11","0.05"
DilutedEPS,,,"5.42","10.7","16.57",,"-0.74","0.4","-2.12",,"1.99","4.62","2.8",,"8.02","2.09","2.35",,"2.53","0.75","2.32",,"1.37","2.68","1.77",,"2.39","1.15","0.72",,"2.86","2.44","0.58",,"0.83","0.66","0.26",,"1.53","0.89","1.15",,"2.53","0.63","0.84",,"-2.74","0.91","0.98",,"0.21","0.89","1.17",,"0.37","0.19","0.46",,"0.17","0.14","0.01",,"0.42","0.12","0.19",,"0.14","0.36","0.01",,"0.29","1.75","0.44",,"0.15","0.11","0.18",,"0.25","0.12","0.12",,"0.13","0.11","0.05"
BasicAverageShares,,,"21,488,216","21,477,772","21,463,499",,"21,440,914","20,462,788","19,409,021",,"19,392,120","19,387,650","19,374,728",,"19,299,038","19,295,280","19,282,946",,"19,256,184","19,252,359","19,237,461",,"19,198,475","18,636,085","16,564,083",,"16,525,012","16,525,026","16,514,193",,"16,437,780","16,436,401","16,427,595",,"14,270,003","13,999,179","12,945,838",,"13,704,832","13,702,832","13,619,741",,"13,578,555","13,532,608","13,363,507",,"13,317,919","11,959,125","11,927,542",,"11,920,393","11,916,013","11,160,448",,"5,739,384","5,604,110","5,517,909",,"5,517,909","5,517,909","5,517,909",,"5,517,909","5,485,240","5,465,753",,"5,465,753","5,465,753","5,465,753",,"5,465,753","5,465,753","5,465,753",,"5,265,753","5,265,753","5,265,753",,"5,265,753","5,265,753","5,265,753",,"5,265,729","5,265,729","5,265,690"
DilutedAverageShares,,,"21,720,497","21,675,451","21,645,862",,"21,665,356","20,671,232","19,602,512",,"19,559,168","19,511,429","19,501,663",,"19,449,430","19,430,464","19,408,894",,"19,408,627","19,383,753","19,334,637",,"19,331,390","19,327,516","16,705,324",,"16,720,715","16,693,943","16,676,056",,"16,676,529","16,674,792","16,671,710",,"14,559,164","14,285,685","13,220,332",,"14,019,768","14,019,489","13,831,697",,"13,814,651","13,787,553","13,699,419",,"13,317,919","12,238,356","11,927,542",,"12,200,514","12,204,562","11,425,716",,"6,002,448","5,930,382","5,881,058",,"5,862,172","5,845,621","5,849,053",,"5,808,920","5,778,593","5,934,877",,"5,887,388","5,887,048","5,842,116",,"5,771,489","5,717,920","5,731,540",,"5,465,480","5,413,306","5,392,706",,"5,355,212","5,346,804","5,317,350",,"5,342,337","5,336,331","5,323,076"
TotalExpenses,"1,704,244,000","357,331,000","401,573,000","415,942,000","529,398,000","355,184,000","315,832,000","257,527,000","152,867,000","184,696,000","214,528,000","167,936,000","207,748,000","100,252,000","177,413,000","274,031,000","251,310,000","128,991,000","210,645,000","229,923,000","228,134,000","116,422,000","179,214,000","234,249,000","85,293,000","-30,302,000","78,968,000","56,552,000","55,539,000","-56,438,000","-20,310,000","-28,395,000","28,870,000","-157,622,000","-14,875,000","14,248,000","33,360,000","-174,500,000","7,457,000","-15,121,000","26,063,000","-99,811,000","-16,268,000","8,495,000","4,683,000","-170,840,000","45,640,000","5,144,000","25,933,000","-2,941,000","16,039,000","15,708,000","24,215,000","13,984,000","745,000","2,933,000","567,000","852,000","617,000","861,000","780,000","864,000","610,000","780,000","727,000","-2,962,000","714,000","823,000","790,000","392,000","704,000","698,000","728,000","1,756,000","472,000","679,000","-32,000","-6,078,000","605,000","580,000","650,000","444,000","427,000","722,000","808,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"938,089,000","202,764,000","126,668,000","240,767,000","367,890,000","-106,423,000","-10,832,000","8,244,000","-41,210,000","127,599,000","38,993,000","90,186,000","54,680,000","22,645,000","156,048,000","40,594,000","45,520,000","111,857,000","49,042,000","14,545,000","44,847,000","105,940,000","26,429,000","51,793,000","29,587,000","137,461,000","39,987,000","19,197,000","11,959,000","69,906,000","47,716,000","40,721,000","9,674,000","128,751,000","12,064,000","9,375,000","3,503,000","124,292,000","21,443,000","12,430,000","15,921,000","79,941,000","34,987,000","8,751,000","11,531,000","95,126,000","-36,435,000","11,173,000","-23,509,000","34,939,000","2,568,000","10,904,000","-2,309,000","46,105,000","2,243,000","1,132,000","1,828,000","17,240,000","970,000","796,000","39,000","-2,665,000","2,426,000","703,000","1,098,000","10,237,000","817,000","2,103,000","69,000","8,350,000","1,649,000","9,989,000","1,538,000","-856,000","827,000","609,000","994,000","5,721,000","1,354,000","617,000","613,000","646,000","681,000","562,000","248,000"
NormalizedIncome,"1,242,510,245","272,132,980","171,770,954","305,549,495","460,458,756","-54,229,636.319","28,764,660","47,177,820","-11,222,432","128,470,400","64,502,635","133,342,512","74,234,697","36,376,353.631","206,017,344","80,342,095","87,065,935","145,445,000","88,388,740","42,662,252","73,627,150","127,241,800","55,038,929","95,370,835","40,392,181","137,461,000","39,987,000","19,197,000","11,959,000","69,906,000","47,716,000","40,721,000","9,674,000","128,751,000","12,064,000","9,375,000","3,503,000","124,292,000","21,443,000","12,430,000","15,921,000","79,941,000","34,987,000","8,751,000","11,531,000","95,126,000","-36,435,000","11,173,000","-23,509,000","34,939,000","2,568,000","10,904,000","-2,309,000","46,105,000","2,243,000","1,132,000","1,828,000","17,240,000","970,000","796,000","39,000","-2,665,000","-2,232,980.227","703,000","1,098,000","10,237,000","817,000","2,103,000","69,000","8,350,000","1,649,000","9,989,000","1,538,000","-855,400","827,000","617,317.147","994,000","5,721,000","1,354,000","617,000","613,000","646,000","681,000","562,000","248,000"
InterestExpense,"51,588,000","12,566,000","14,950,000","13,036,000","11,036,000","4,644,000","4,640,000","8,922,000","8,011,000","7,251,000","6,410,000","7,573,000","6,868,000","4,790,000","5,027,000","5,424,000","5,401,000","5,368,000","5,156,000","4,876,000","4,003,000","2,352,000","3,307,000","3,529,000","3,734,000","3,593,000","3,270,000","3,091,000","2,435,000","2,540,000","1,713,000","2,062,000","2,111,000","2,431,000","2,435,000","1,697,000","1,966,000","2,093,000","2,961,000","2,805,000","2,394,000","3,681,000","4,262,000","4,675,000","4,965,000","4,492,000","7,919,000","7,643,000","3,315,000","1,109,000","1,442,000","1,307,000","3,176,000",,,,,,,,,,,,,,,,,,,,,,,,"3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000"
NetInterestIncome,"-52,541,000","-13,519,000","-14,950,000","-13,036,000","-11,036,000","-4,644,000","-4,640,000","-8,922,000","-8,011,000","-7,251,000","-6,410,000","-7,573,000","-6,868,000","-4,790,000","-5,027,000","-5,424,000","-5,401,000","-5,368,000","-5,156,000","-4,876,000","-4,003,000","-2,352,000","-3,307,000","-3,529,000","-3,734,000","-3,593,000","-3,270,000","-3,091,000","-2,435,000","-2,540,000","-1,713,000","-2,062,000","-2,111,000","-2,431,000","-2,435,000","-1,697,000","-1,966,000","-2,093,000","-2,961,000","-2,805,000","-2,394,000","-3,681,000","-4,262,000","-4,675,000","-4,965,000","-4,492,000","-7,919,000","-7,643,000","-3,315,000","-1,109,000","-1,442,000","-1,307,000","-3,176,000",,,,,,,,,,,,,,,,,,,,,,,,"-3,000","-3,000","-3,000","-3,000","-3,000","-3,000","-3,000","-3,000","-3,000"
EBIT,"928,334,000","176,281,000","138,403,000","240,895,000","372,755,000","-197,569,000","-16,935,000","12,423,000","-32,245,000","119,429,000","28,508,000","118,903,000","75,673,000","32,511,000","184,262,000","63,678,000","67,515,000","87,005,000","63,419,000","28,899,000","68,239,000","110,424,000","30,164,000","66,290,000","44,422,000","167,669,000","48,066,000","32,831,000","23,264,000","96,253,000","71,905,000","54,817,000","21,260,000","188,009,000","28,919,000","17,686,000","7,657,000","215,010,000","28,423,000","40,197,000","18,782,000","131,153,000","52,194,000","23,932,000","14,917,000","179,987,000","-23,654,000","28,310,000","-17,057,000","34,483,000","7,542,000","6,269,000","4,131,000",,,,,,,,,,,,,,,,,,,,,,,,"1,074,000","6,082,000","1,465,000","670,000","630,000","689,000","721,000","601,000","262,000"
ReconciledDepreciation,"35,583,000","10,784,000","8,851,000","8,048,000","7,900,000","8,019,000","7,683,000","10,890,000","6,703,000","3,536,000","10,128,000","9,495,000","9,302,000","-511,000","11,129,000","10,691,000","13,629,000","12,500,000","39,915,000","1,323,000","1,421,000","2,710,000","1,063,000","1,808,000","211,000","294,000","256,000","251,000","254,000","-22,552,000","6,964,000","7,825,000","9,232,000","8,767,000","8,274,000","9,253,000","384,000","463,000","679,000","39,000","335,000","375,000","272,000","281,000","210,000","171,000","232,000","214,000","191,000","1,074,000",,,"99,000",,,,,,,,,,,,,,,,,"7,000","6,000","8,000","6,000","25,000","26,000","26,000","25,000","25,000","26,000","24,000","24,000","24,000","23,000","23,000","34,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"938,089,000","202,764,000","126,668,000","240,767,000","367,890,000","-106,423,000","-10,832,000","8,244,000","-41,210,000","115,601,000","35,498,000","95,057,000","54,309,000","10,682,000","156,048,000","40,594,000","45,520,000","111,857,000","49,042,000","14,545,000","44,847,000","105,940,000","26,429,000","51,793,000","29,587,000","137,461,000","39,987,000","19,197,000","11,959,000","69,906,000","47,716,000","40,721,000","9,674,000","128,751,000","12,064,000","9,375,000","3,503,000","124,292,000","21,443,000","12,430,000","15,921,000","79,941,000","34,987,000","8,751,000","11,531,000","95,126,000","-36,435,000","11,173,000","-23,509,000","34,939,000","2,568,000","10,904,000","-2,309,000","46,105,000","2,243,000","1,132,000","1,828,000","17,240,000","970,000","796,000","39,000","-2,665,000","2,426,000","703,000","1,098,000","10,237,000","817,000","2,103,000","69,000","8,350,000","1,649,000","9,989,000","1,538,000","-856,000","827,000","609,000","994,000","5,721,000","1,354,000","617,000","613,000","646,000","681,000","562,000","248,000"
