name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008
		MinorityInterests,"-168,862,000","-8,443,000","-54,558,000","-54,103,000","-51,758,000","-64,099,000","-71,154,000","-55,149,000","-45,764,000","-45,374,000","-57,503,000","-58,883,000","-51,548,000","-46,050,000","-49,618,000","-41,169,000","-13,554,000","-26,014,000","-19,776,000","-25,916,000","20,002,000","-24,396,000","-19,242,000","-10,110,000","-24,730,000","-23,671,000","-35,796,000","-17,768,000","-58,412,000","-12,654,000","74,275,000","-35,853,000","-2,998,000","-30,834,000","-4,635,000","-825,000","4,000","-2,472,000","-1,007,000","-918,000","1,515,000","-71,000","-19,000","-37,000","-302,000","0","-17,688,000","-347,000"
	PreferredStockDividends,"8,569,476,000","1,984,927,000","2,805,780,000","2,010,748,000","1,767,989,000","1,857,189,000","1,900,800,000","1,639,191,000","1,479,522,000","1,454,366,000","1,248,441,000","1,196,050,000","1,138,225,000","1,009,492,000","755,456,000","1,162,741,000","927,407,000","928,669,000","785,818,000","870,188,000","2,548,612,000","830,031,000","778,513,000","641,833,000","745,554,000",,,"653,981,000","696,297,000","767,028,000",,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,"65,724,000","65,720,000",,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"8,085,791,000","1,872,898,000","2,647,491,000","1,897,287,000","1,668,147,000","1,752,301,000","1,794,044,000","1,546,436,000","1,396,227,000","1,371,935,000","1,177,800,000","1,128,001,000","1,073,699,000","952,253,000","712,631,000","1,096,803,000","874,807,000","875,975,000","741,180,000","821,178,000","2,403,793,000","780,376,000","738,653,000","605,946,000","703,188,000","1,393,390,000","3,523,543,000","678,557,000","723,824,000","797,136,000","773,715,000","591,496,000","1,456,118,000","856,485,000","1,795,063,000","1,801,416,000","2,082,747,000","2,068,699,000","1,917,545,000","1,933,853,000","1,767,680,000","1,763,015,000","1,590,489,000","1,472,274,000","1,613,045,000","831,798,000","106,615,000","766,555,000"
BasicEPS,,"0.493",,"0.499","0.438","0.461",,"0.405","0.366","0.359",,"0.293","0.281","0.249",,"0.287","0.229","0.229",,"0.214","0.626","0.204",,"0.157","0.183","0.193",,"0.176","0.188","0.206",,"0.08","0.192","0.121",,"0.237","0.274","0.272",,"0.264","0.233","0.232",,"0.232","0.26","0.134",,"0.199"
DilutedEPS,,"0.493",,"0.499","0.438","0.461",,"0.405","0.366","0.359",,"0.293","0.28","0.249",,"0.286","0.228","0.228",,"0.214","0.626","0.17",,"0.152","0.183","0.193",,"0.176","0.188","0.206",,"0.08","0.192","0.121",,"0.237","0.274","0.272",,"0.264","0.233","0.232",,"0.232","0.26","0.134",,"0.199"
BasicAverageShares,,"7,463,317,000",,"7,467,492,000","7,470,127,000","7,471,191,000",,"7,491,143,000","7,490,157,000","7,514,161,000",,"7,561,188,000","7,513,733,000","7,515,567,000",,"7,517,164,000","7,517,955,000","7,523,777,000",,"7,537,153,000","7,544,904,000","7,548,336,000",,"7,550,478,000","7,544,105,000","7,217,839,595",,"7,227,817,422","7,236,231,379","7,236,278,780",,"7,396,746,408","7,237,181,025","7,255,420,135",,"7,255,420,135","7,255,420,135","7,255,420,135",,"7,255,420,135","7,255,420,135","7,255,420,135",,"6,056,794,494","5,922,937,083","5,922,937,083",,"3,678,039,380"
DilutedAverageShares,,"7,463,317,000",,"7,467,492,000","7,470,263,000","7,471,327,000",,"7,497,657,000","7,490,291,000","7,514,545,000",,"7,561,592,000","7,520,347,000","7,523,053,000",,"7,524,714,000","7,527,461,000","7,532,391,000",,"7,538,711,000","7,546,484,000","9,065,290,000",,"7,806,836,000","7,548,321,000","7,217,839,595",,"7,230,057,318","7,236,922,713","7,238,243,254",,"7,396,746,408","7,239,962,817","7,255,420,135",,"7,255,420,135","7,255,420,135","7,255,420,135",,"7,255,420,135","7,255,420,135","7,255,420,135",,"6,056,794,494","5,922,937,083","5,922,937,083",,"3,678,039,380"
NetIncomeFromContinuingAndDiscontinuedOperation,"16,655,267,000","3,857,825,000","5,453,271,000","3,908,035,000","3,436,136,000","3,609,490,000","3,694,772,000","3,185,653,000","2,875,750,000","2,826,302,000","2,426,308,000","2,324,053,000","2,211,940,000","1,961,763,000","1,468,100,000","2,259,565,000","1,802,235,000","1,804,663,000","1,527,068,000","1,691,369,000","4,952,415,000","1,612,888,000","1,409,259,000","1,312,905,000","1,514,469,000","1,393,390,000","1,406,662,000","1,332,542,000","1,420,122,000","1,564,168,000","3,445,638,000","591,496,000","1,456,118,000","856,485,000","1,795,063,000","1,801,416,000","2,082,747,000","2,068,699,000","1,917,545,000","1,933,853,000","1,767,680,000","1,763,015,000","1,590,489,000","1,472,274,000","1,613,045,000","831,798,000","124,652,000","766,555,000"
NormalizedIncome,"16,583,456,600","3,728,790,200","5,447,871,542.681","3,897,145,660","3,514,024,580","3,619,287,952.122","3,641,605,040","3,212,491,886.059","3,094,490,500","2,869,268,000","2,626,193,620","2,356,491,340","2,386,123,900","2,070,778,500","1,495,743,440","2,210,502,055.586","1,812,515,820","1,825,987,600","1,528,335,200","1,386,059,600","5,551,914,120","1,574,525,500","1,404,415,920","1,270,863,000","1,493,038,263.594","1,394,284,960","-519,730,880","1,297,584,524.735","1,203,115,980","1,530,336,258.063","3,445,638,000","591,496,000","1,457,807,600","856,485,000","1,805,971,738.484","1,807,550,040","2,086,014,220.398","2,075,217,903.348","1,949,875,386.865","1,938,005,390.386","1,737,485,234.651","1,766,405,557.985","1,589,572,353.03","2,038,106,153.059","1,646,442,501.129","844,699,680","124,652,000","770,125,552.975"
InterestIncome,"73,126,965,000","18,617,110,000","17,488,151,000","18,660,727,000","18,360,977,000","18,331,205,000","16,774,421,000","18,275,321,000","18,387,613,000","17,041,038,000","16,603,516,000","17,708,273,000","17,982,659,000","19,123,901,000","19,477,663,000","19,644,273,000","19,155,709,000","18,868,432,000","17,954,229,000","18,729,053,000","17,135,031,000","16,051,887,000","15,895,467,000","15,110,049,000","14,040,815,000","13,877,585,000","13,712,924,000","12,971,030,000","12,388,830,000","12,144,262,000","9,804,142,000","13,462,815,000","13,525,403,000","13,980,850,000","13,974,384,000","13,276,525,000","12,683,080,000","11,802,091,000","11,189,629,000","10,602,265,000","9,839,721,000","9,277,589,000","9,841,016,000","9,731,064,000","9,774,462,000","9,996,414,000","17,704,335,000","5,935,242,000"
InterestExpense,"27,836,527,000","7,180,327,000","6,236,166,000","7,367,212,000","7,052,822,000","7,863,753,000","6,050,669,000","7,218,358,000","8,066,446,000","7,221,578,000","7,511,739,000","8,764,578,000","9,295,680,000","10,899,863,000","11,287,174,000","12,091,876,000","11,907,945,000","11,272,589,000","11,020,459,000","10,972,711,000","7,724,591,000","8,815,328,000","9,120,721,000","8,565,607,000","7,142,706,000","6,866,370,000","6,690,250,000","6,075,883,000","5,161,818,000","4,809,874,000","2,646,409,000","5,067,624,000","5,270,746,000","5,260,928,000","6,370,726,000","6,377,016,000","5,923,410,000","5,163,164,000","4,828,714,000","4,566,677,000","3,973,876,000","3,444,859,000","3,990,843,000","4,075,193,000","4,285,347,000","4,824,482,000","16,852,362,000","3,213,680,000"
NetInterestIncome,"45,290,438,000","11,436,783,000","11,251,985,000","11,293,515,000","11,308,155,000","10,467,452,000","10,723,752,000","11,056,963,000","10,321,167,000","9,819,460,000","9,091,777,000","8,943,695,000","8,686,979,000","8,224,038,000","8,190,489,000","7,552,397,000","7,247,764,000","7,595,843,000","6,933,770,000","7,756,342,000","9,410,440,000","7,236,559,000","6,774,746,000","6,544,442,000","6,898,109,000","7,011,215,000","7,022,674,000","6,895,147,000","7,227,012,000","7,334,388,000","7,157,733,000","8,395,191,000","8,254,657,000","8,719,922,000","7,603,658,000","6,899,509,000","6,759,670,000","6,638,927,000","6,360,915,000","6,035,588,000","5,865,845,000","5,832,730,000","5,850,173,000","5,655,871,000","5,489,115,000","5,171,932,000","851,973,000","2,721,562,000"
ReconciledDepreciation,"2,437,799,000","618,769,000","623,399,000","611,552,000","584,079,000","572,827,000","439,676,000","437,154,000","431,140,000","431,989,000","434,642,000","417,355,000","411,487,000","398,763,000","386,257,000","372,806,000","370,280,000","353,296,000","323,351,000","358,961,000","412,205,000","395,500,000","373,076,000","371,132,000","315,623,000","302,298,000","320,712,000","288,005,000","328,593,000","314,606,000","-2,145,195,000","3,112,840,000","-442,654,000","1,306,109,000","407,643,000","359,142,000","357,096,000","338,153,000","349,673,000","308,446,000","292,830,000","286,461,000","414,816,000","188,975,000","328,320,000","316,501,000","868,738,000","217,588,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"16,655,267,000","3,857,825,000","5,453,271,000","3,908,035,000","3,436,136,000","3,609,490,000","3,694,772,000","3,185,653,000","2,875,750,000","2,826,302,000","2,426,308,000","2,324,053,000","2,211,940,000","1,961,763,000","1,468,100,000","2,259,565,000","1,802,235,000","1,804,663,000","1,527,068,000","1,691,369,000","4,952,415,000","1,612,888,000","1,409,259,000","1,312,905,000","1,514,469,000","1,393,390,000","-656,801,000","1,332,542,000","1,420,122,000","1,564,168,000","3,445,638,000","591,496,000","1,456,118,000","856,485,000","1,795,063,000","1,801,416,000","2,082,747,000","2,068,699,000","1,917,545,000","1,933,853,000","1,767,680,000","1,763,015,000","1,590,489,000","1,472,274,000","1,613,045,000","831,798,000","124,652,000","766,555,000"
TotalUnusualItemsExcludingGoodwill,"119,684,000","215,058,000","6,140,000","16,499,000","-118,013,000","-15,572,000","80,556,000","-36,083,000","-331,425,000","-65,100,000","-302,857,000","-49,149,000","-263,915,000","-165,175,000","-41,884,000","66,339,000","-15,577,000","-32,310,000","-1,920,000","462,590,000","-908,332,000","58,125,000","7,338,000","63,700,000","35,551,000","-1,356,000","-207,682,000","45,096,000","328,797,000","52,622,000",,,"-2,560,000",,"-15,389,000","-9,294,000","-4,767,000","-9,196,000","-47,400,000","-6,205,000","37,088,000","-4,083,000","1,227,000","-833,410,000","-48,823,000","-19,548,000",,"-4,032,000"
TotalUnusualItems,"119,684,000","215,058,000","6,140,000","16,499,000","-118,013,000","-15,572,000","80,556,000","-36,083,000","-331,425,000","-65,100,000","-302,857,000","-49,149,000","-263,915,000","-165,175,000","-41,884,000","66,339,000","-15,577,000","-32,310,000","-1,920,000","462,590,000","-908,332,000","58,125,000","7,338,000","63,700,000","35,551,000","-1,356,000","-207,682,000","45,096,000","328,797,000","52,622,000",,,"-2,560,000",,"-15,389,000","-9,294,000","-4,767,000","-9,196,000","-47,400,000","-6,205,000","37,088,000","-4,083,000","1,227,000","-833,410,000","-48,823,000","-19,548,000",,"-4,032,000"
TaxRateForCalcs,"0.4","0.4","0.121","0.34","0.34","0.371","0.34","0.256","0.34","0.34","0.34","0.34","0.34","0.34","0.34","0.26","0.34","0.34","0.34","0.34","0.34","0.34","0.34","0.34","0.397","0.34","0.34","0.225","0.34","0.357","0.273","0.029","0.34","0.246","0.291","0.34","0.315","0.291","0.318","0.331","0.186","0.17","0.253","0.321","0.316","0.34","0.34","0.114"
TaxEffectOfUnusualItems,"47,873,600","86,023,200","740,542.681","5,609,660","-40,124,420","-5,774,047.878","27,389,040","-9,244,113.941","-112,684,500","-22,134,000","-102,971,380","-16,710,660","-89,731,100","-56,159,500","-14,240,560","17,276,055.586","-5,296,180","-10,985,400","-652,800","157,280,600","-308,832,880","19,762,500","2,494,920","21,658,000","14,120,263.594","-461,040","-70,611,880","10,138,524.735","111,790,980","18,790,258.063","0","0","-870,400","0","-4,480,261.516","-3,159,960","-1,499,779.602","-2,677,096.652","-15,069,613.135","-2,052,609.614","6,893,234.651","-692,442.015","310,353.03","-267,577,846.941","-15,425,498.871","-6,646,320","0","-461,447.025"
