name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
		OtherNonCurrentAssets,"262,000,000","416,000,000","481,000,000","155,000,000","15,245,000,000"
TotalLiabilitiesNetMinorityInterest,"12,957,000,000","13,108,000,000","13,794,000,000","14,897,000,000","22,346,000,000"
	CurrentLiabilities,"4,126,000,000","3,520,000,000","2,824,000,000","2,749,000,000","5,211,000,000"
		PayablesAndAccruedExpenses,"2,242,000,000","2,360,000,000","2,038,000,000","1,982,000,000","1,783,000,000"
			Payables,"2,130,000,000","2,247,000,000","1,914,000,000","1,829,000,000","1,613,000,000"
				AccountsPayable,"2,043,000,000","2,129,000,000","1,839,000,000","1,744,000,000","1,510,000,000"
				TotalTaxPayable,"87,000,000","118,000,000","75,000,000","85,000,000","103,000,000"
			CurrentAccruedExpenses,"112,000,000","113,000,000","124,000,000","153,000,000","170,000,000"
				InterestPayable,"112,000,000","113,000,000","124,000,000","153,000,000","170,000,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"432,000,000","370,000,000","399,000,000","398,000,000","410,000,000"
		CurrentDebtAndCapitalLeaseObligation,"1,105,000,000","434,000,000","38,000,000","40,000,000","41,000,000"
			CurrentDebt,"1,034,000,000","434,000,000","38,000,000","40,000,000","41,000,000"
				OtherCurrentBorrowings,"1,034,000,000",,,,
			CurrentCapitalLeaseObligation,"71,000,000",,,,
		OtherCurrentLiabilities,"347,000,000","356,000,000","349,000,000","329,000,000","2,977,000,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"8,831,000,000","9,588,000,000","10,970,000,000","12,148,000,000","17,135,000,000"
		LongTermProvisions,,"185,000,000","253,000,000","260,000,000","288,000,000"
		LongTermDebtAndCapitalLeaseObligation,"5,100,000,000","5,896,000,000","6,806,000,000","8,044,000,000","8,786,000,000"
			LongTermDebt,"4,906,000,000","5,896,000,000","6,806,000,000","8,044,000,000","8,786,000,000"
			LongTermCapitalLeaseObligation,"194,000,000",,,,
		TradeandOtherPayablesNonCurrent,,"146,000,000","162,000,000","154,000,000","13,000,000"
		EmployeeBenefits,"3,174,000,000","3,148,000,000","3,623,000,000","3,450,000,000","3,079,000,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"3,174,000,000","3,148,000,000","3,623,000,000","3,450,000,000","3,079,000,000"
		LiabilitiesHeldforSaleNonCurrent,,,,"0","4,679,000,000"
		OtherNonCurrentLiabilities,"557,000,000","213,000,000","126,000,000","240,000,000","290,000,000"
TotalEquityGrossMinorityInterest,"4,621,000,000","5,585,000,000","4,924,000,000","5,141,000,000","14,131,000,000"
	StockholdersEquity,"4,607,000,000","5,573,000,000","4,910,000,000","5,115,000,000","12,046,000,000"
		CapitalStock,"488,000,000","538,000,000","536,000,000","496,000,000","1,449,000,000"
			PreferredStock,"55,000,000","55,000,000","55,000,000","58,000,000","58,000,000"
			CommonStock,"433,000,000","483,000,000","481,000,000","438,000,000","1,391,000,000"
		RetainedEarnings,"129,000,000","-358,000,000","-1,248,000,000","-1,027,000,000","8,834,000,000"
		AdditionalPaidInCapital,"7,319,000,000","8,319,000,000","8,266,000,000","8,214,000,000","10,019,000,000"
		TreasuryStock,,,,"0","2,825,000,000"
		GainsLossesNotAffectingRetainedEarnings,"-3,329,000,000","-2,926,000,000","-2,644,000,000","-2,568,000,000","-5,431,000,000"
	MinorityInterest,"14,000,000","12,000,000","14,000,000","26,000,000","2,085,000,000"
TotalCapitalization,"9,513,000,000","11,469,000,000","11,716,000,000","13,159,000,000","20,832,000,000"
PreferredStockEquity,"55,000,000","55,000,000","55,000,000","58,000,000","58,000,000"
CommonStockEquity,"4,552,000,000","5,518,000,000","4,855,000,000","5,057,000,000","11,988,000,000"
CapitalLeaseObligations,"265,000,000",,,,
NetTangibleAssets,"-544,000,000","154,000,000","-612,000,000","-1,021,000,000","5,693,000,000"
WorkingCapital,"1,716,000,000","3,061,000,000","3,554,000,000","3,143,000,000","2,742,000,000"
InvestedCapital,"10,492,000,000","11,848,000,000","11,699,000,000","13,141,000,000","20,815,000,000"
TangibleBookValue,"-599,000,000","99,000,000","-667,000,000","-1,079,000,000","5,635,000,000"
TotalDebt,"6,205,000,000","6,330,000,000","6,844,000,000","8,084,000,000","8,827,000,000"
NetDebt,"4,292,000,000","4,053,000,000","4,694,000,000","6,221,000,000","7,465,000,000"
ShareIssued,"432,855,183","483,270,717","481,416,537","438,519,780","438,519,780"
OrdinarySharesNumber,"432,855,183","483,270,717","481,416,537","438,519,780","438,519,780"
PreferredSharesNumber,"546,024","546,024","546,024","3,046,024","3,046,024"
