name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"766,400,000","740,000,000","728,200,000","685,700,000","682,400,000","269,800,000","269,300,000","267,600,000","267,100,000","74,400,000","69,800,000","69,000,000","69,000,000"
	MinorityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,978,000","30,779,000",,,,,,,,,,,,,,,,,,,
TotalCapitalization,"7,930,000,000","7,953,000,000","7,979,000,000","8,580,000,000","8,491,000,000","7,971,000,000","8,724,000,000","9,161,000,000","8,381,000,000","8,422,000,000","7,839,000,000","7,875,000,000","7,435,000,000","7,266,000,000","8,562,000,000","7,986,000,000","8,016,000,000","8,035,000,000","8,378,000,000","9,180,000,000","8,980,000,000","9,177,000,000","9,407,000,000","9,338,000,000","9,237,000,000","9,014,311,000","8,905,122,000","9,176,024,000","9,044,972,000","9,000,390,000","8,925,166,000","9,322,270,000","9,266,177,000","9,158,437,000","9,197,783,000","9,086,597,000","8,994,546,000","8,930,040,000","9,065,843,000","9,041,551,000","8,965,274,000","8,955,205,000","8,934,214,000","9,230,879,000","9,293,857,000","9,695,805,000","9,995,065,000","10,518,823,000","11,114,959,000","13,298,267,000","15,052,624,000","13,959,240,000","12,754,734,000","11,362,501,000","10,077,014,000","9,166,026,000","8,590,075,000","9,588,853,000","8,147,927,000","6,982,960,000","5,222,398,000","4,574,551,000","4,353,080,000","4,522,759,000","3,839,873,000","3,817,178,000","3,542,027,000","9,369,191,000","8,937,038,000","9,566,645,000","6,670,060,000","7,392,021,000","5,519,992,000","6,571,107,000","2,353,921,000","2,745,004,000","2,403,855,000","2,426,795,000","2,538,364,000","1,890,217,000","1,892,699,000","1,476,100,000",,,,,,"305,700,000",,"292,600,000","290,700,000","135,000,000",,,
PreferredStockEquity,"689,000,000","689,000,000","689,000,000","689,000,000","689,000,000","689,000,000","689,000,000","689,000,000","689,000,000","689,000,000","394,000,000","394,000,000","394,000,000","394,000,000","394,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,000","16,000","16,000","16,000",,,,"18,000",,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"5,830,000,000","5,854,000,000","5,880,000,000","6,181,000,000","6,093,000,000","5,873,000,000","6,077,000,000","6,214,000,000","6,200,000,000","6,242,000,000","6,254,000,000","6,289,000,000","6,050,000,000","5,878,000,000","5,922,000,000","5,785,000,000","5,737,000,000","5,799,000,000","5,812,000,000","5,714,000,000","5,453,000,000","5,375,000,000","5,274,000,000","5,188,000,000","5,032,000,000","4,855,925,000","4,829,574,000","4,760,628,000","4,951,827,000","4,904,470,000","5,093,854,000","5,079,609,000","5,035,901,000","4,927,950,000","4,946,215,000","4,812,345,000","4,397,792,000","4,052,445,000","4,164,471,000","4,140,435,000","3,816,399,000","3,749,555,000","3,645,872,000","2,982,553,000","2,458,151,000","2,591,496,000","2,537,129,000","2,637,346,000","2,715,339,000","2,829,065,000","4,103,983,000","4,334,162,000","4,351,026,000","4,196,370,000","4,030,257,000","3,846,985,000","3,618,021,000","3,399,560,000","2,514,295,000","2,309,788,000","2,293,874,000","2,228,202,000","2,150,843,000","2,113,885,000","1,977,801,000","1,918,294,000","1,704,724,000","1,665,328,000","1,557,296,000","1,505,773,000","1,465,250,000","1,499,044,000","1,335,957,000","1,570,896,000","1,493,921,000","1,800,004,000","1,723,092,000","1,746,048,000","1,856,833,000","1,859,586,000","1,862,084,000","1,444,400,000","913,700,000","989,200,000","970,400,000","727,600,000","710,200,000","301,700,000","294,600,000","286,800,000","281,300,000","83,100,000","75,400,000","71,500,000","69,300,000"
NetTangibleAssets,"3,591,000,000","3,600,000,000","3,638,000,000","3,924,000,000","3,821,000,000","3,586,000,000","3,890,000,000","4,015,000,000","4,244,000,000","4,277,000,000","3,984,000,000","4,010,000,000","3,762,000,000","3,582,000,000","3,618,000,000","3,829,000,000","3,776,000,000","3,833,000,000","3,841,000,000","3,738,000,000","3,472,000,000","3,389,000,000","3,283,000,000","3,191,000,000","3,030,000,000","2,848,186,000","2,816,137,000","2,741,492,000","2,763,040,000","2,709,616,000","2,892,704,000","2,872,164,000","2,822,160,000","2,707,913,000","2,719,641,000","2,579,233,000","2,158,142,000","1,787,066,000","1,892,065,000","1,869,578,000","1,514,810,000","1,440,825,000","1,329,710,000","658,960,000","127,126,000","267,041,000","204,915,000","297,202,000","345,552,000","465,690,000","1,621,075,000","1,837,982,000","1,804,358,000","1,643,030,000","1,467,916,000","1,323,809,000","1,082,742,000","863,996,000","1,995,872,000","1,786,526,000","1,765,347,000","1,699,038,000","1,617,526,000","1,605,921,000","1,439,349,000","1,371,808,000","1,138,191,000","1,094,063,000","1,001,375,000","962,753,000","979,595,000","1,005,101,000","943,676,000","886,488,000","1,013,587,000","1,307,777,000","1,266,279,000","1,304,064,000","1,372,667,000","1,387,691,000","1,479,785,000","1,444,400,000","913,700,000","989,200,000","970,400,000","727,600,000","710,200,000","301,700,000","294,600,000","286,800,000","281,300,000","83,100,000","75,400,000","71,500,000","69,300,000"
InvestedCapital,"7,241,000,000","7,264,000,000","7,290,000,000","7,891,000,000","7,802,000,000","7,282,000,000","8,035,000,000","8,472,000,000","7,692,000,000","7,733,000,000","7,445,000,000","7,481,000,000","7,041,000,000","6,872,000,000","8,168,000,000","7,986,000,000","8,016,000,000","8,035,000,000","8,378,000,000","9,180,000,000","8,980,000,000","9,177,000,000","9,407,000,000","9,338,000,000","9,237,000,000","9,014,311,000","8,905,122,000","9,176,024,000","9,044,972,000","9,000,390,000","8,925,166,000","9,322,270,000","9,266,177,000","9,158,437,000","9,197,783,000","9,086,597,000","8,994,546,000","8,930,040,000","9,065,843,000","9,041,551,000","8,965,274,000","8,955,205,000","8,934,214,000","9,230,879,000","9,293,857,000","9,695,805,000","9,995,065,000","10,518,823,000","11,114,959,000","13,298,267,000","15,052,624,000","14,045,807,000","12,835,079,000","11,362,501,000","10,077,014,000","9,166,026,000","8,590,075,000","9,588,853,000","8,147,927,000","6,982,960,000","5,222,398,000","4,574,551,000","4,353,080,000","4,522,759,000","3,839,873,000","3,817,178,000","3,542,011,000","9,369,175,000","8,937,022,000","9,566,629,000","6,670,060,000","7,392,021,000","5,519,992,000","6,571,089,000","5,928,089,000","6,577,891,000","6,437,281,000","7,056,148,000","6,069,364,000","5,398,217,000","5,116,298,000","1,476,100,000",,,,,,"305,700,000",,"292,600,000","290,700,000","135,000,000",,,
TangibleBookValue,"2,902,000,000","2,911,000,000","2,949,000,000","3,235,000,000","3,132,000,000","2,897,000,000","3,201,000,000","3,326,000,000","3,555,000,000","3,588,000,000","3,590,000,000","3,616,000,000","3,368,000,000","3,188,000,000","3,224,000,000","3,829,000,000","3,776,000,000","3,833,000,000","3,841,000,000","3,738,000,000","3,472,000,000","3,389,000,000","3,283,000,000","3,191,000,000","3,030,000,000","2,848,186,000","2,816,137,000","2,741,492,000","2,763,040,000","2,709,616,000","2,892,704,000","2,872,164,000","2,822,160,000","2,707,913,000","2,719,641,000","2,579,233,000","2,158,142,000","1,787,066,000","1,892,065,000","1,869,578,000","1,514,810,000","1,440,825,000","1,329,710,000","658,960,000","127,126,000","267,041,000","204,915,000","297,202,000","345,552,000","465,690,000","1,621,075,000","1,837,982,000","1,804,358,000","1,643,030,000","1,467,916,000","1,323,809,000","1,082,742,000","863,996,000","1,995,872,000","1,786,526,000","1,765,347,000","1,699,038,000","1,617,526,000","1,605,921,000","1,439,349,000","1,371,808,000","1,138,175,000","1,094,047,000","1,001,359,000","962,737,000","979,595,000","1,005,101,000","943,676,000","886,470,000","1,013,587,000","1,307,777,000","1,266,279,000","1,304,064,000","1,372,667,000","1,387,691,000","1,479,785,000","1,444,400,000","913,700,000","989,200,000","970,400,000","727,600,000","710,200,000","301,700,000","294,600,000","286,800,000","281,300,000","83,100,000","75,400,000","71,500,000","69,300,000"
TotalDebt,"1,411,000,000","1,410,000,000","1,410,000,000","1,710,000,000","1,709,000,000","1,409,000,000","1,958,000,000","2,258,000,000","1,492,000,000","1,491,000,000","1,191,000,000","1,192,000,000","991,000,000","994,000,000","2,246,000,000","2,201,000,000","2,279,000,000","2,236,000,000","2,566,000,000","3,466,000,000","3,527,000,000","3,802,000,000","4,133,000,000","4,150,000,000","4,205,000,000","4,158,386,000","4,075,548,000","4,415,396,000","4,093,145,000","4,095,920,000","3,831,312,000","4,242,661,000","4,230,276,000","4,230,487,000","4,251,568,000","4,274,252,000","4,596,754,000","4,877,595,000","4,901,372,000","4,901,116,000","5,148,875,000","5,205,650,000","5,288,342,000","6,248,326,000","6,835,706,000","7,104,309,000","7,457,936,000","7,881,477,000","8,399,620,000","10,469,202,000","10,948,641,000","9,711,645,000","8,484,053,000","7,166,131,000","6,046,757,000","5,319,041,000","4,972,054,000","6,189,293,000","5,633,632,000","4,673,172,000","2,928,524,000","2,346,349,000","2,202,237,000","2,408,874,000","1,862,072,000","1,898,884,000","1,837,287,000","7,703,847,000","7,379,726,000","8,060,856,000","5,204,810,000","5,892,977,000","4,184,035,000","5,000,193,000","4,434,168,000","4,777,887,000","4,714,189,000","5,310,100,000","4,212,531,000","3,538,631,000","3,254,214,000","31,700,000",,,,,,"4,000,000",,"5,800,000","9,400,000","51,900,000",,,
NetDebt,"306,000,000","660,000,000","917,000,000","1,330,000,000","1,186,000,000",,"1,362,000,000","1,726,000,000","994,000,000","560,000,000","295,000,000","101,000,000","402,000,000",,"779,000,000",,"652,000,000","3,000,000","1,113,000,000","1,594,000,000","2,502,000,000","1,545,000,000","2,324,000,000","2,343,000,000","2,620,000,000","1,783,721,000","2,279,367,000","3,370,144,000","2,585,423,000","927,095,000","1,006,300,000","2,864,207,000","2,211,838,000","2,130,648,000","2,572,671,000","2,904,541,000","2,732,426,000","2,503,249,000","1,770,971,000","1,808,029,000","2,080,524,000","1,722,412,000","491,966,000","1,014,171,000","2,343,400,000","2,108,862,000","4,299,196,000","5,062,217,000","4,909,715,000","8,356,127,000","9,538,461,000","8,672,135,000","7,289,072,000","5,953,897,000","4,575,268,000","4,173,802,000","3,052,503,000","5,345,105,000","4,244,070,000","3,577,794,000","2,207,528,000","1,406,443,000","1,471,206,000","1,165,303,000","1,015,217,000","977,445,000",,"4,748,028,000","4,815,053,000","5,838,189,000","3,447,622,000","4,877,024,000","3,098,940,000","4,163,992,000","2,673,993,000","4,592,478,000","4,558,095,000","5,097,670,000","4,037,088,000","3,273,323,000","2,615,923,000",,,,,,,,,,,"33,800,000",,,
ShareIssued,"221,032,420","222,622,333","226,795,480","240,015,468","244,647,243","246,495,174","256,765,011","261,819,526","264,792,847","266,827,881","270,688,918","275,054,601","275,006,536","273,963,415","273,810,222","273,677,799","279,526,976","291,335,241","290,428,994","290,236,778","289,897,529","289,272,576","288,812,764","288,687,146","288,519,125","287,357,001","287,182,972","286,900,541","286,776,149","286,114,334","286,056,306","285,740,705","285,676,131","285,368,075","285,263,497","279,734,171","248,242,656","220,840,821","220,731,411","220,239,954","195,978,542","189,397,099","176,920,930","111,679,405","57,219,396","57,204,576","53,779,213","53,695,882","46,833,580","46,089,788","42,375,432","42,362,911","42,686,505","42,630,414","42,700,728","42,592,402","42,003,598","41,658,216","37,296,182","36,926,468","36,873,509","36,962,360","37,229,599","37,250,322","36,726,712","36,663,641","36,277,608","36,025,811","35,600,800","35,804,432","36,138,173","36,838,450","35,383,294","37,058,568","37,058,568","33,439,438","32,220,284","31,232,163","30,450,476","29,828,383","28,970,578","25,289,700","23,982,300","23,380,700","23,191,400","22,760,600","22,641,300","15,732,000","15,692,400","15,524,100","15,462,800","12,383,300","12,176,000","11,818,100","11,815,600"
