name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
TotalOperatingIncomeAsReported,"-1,021,000,000","2,377,000,000","2,503,000,000","1,191,000,000","507,000,000","206,000,000","183,300,000","147,000,000","143,200,000","132,000,000","103,400,000"
TotalExpenses,"5,292,000,000","5,341,000,000","3,816,000,000","2,578,000,000","1,846,000,000","462,000,000","336,800,000","316,100,000","298,700,000","278,600,000","292,500,000"
InterestIncome,,,,"-2,000,000",,,"0","300,000","1,300,000","2,300,000","200,000"
InterestExpense,"861,000,000","862,000,000","539,000,000","298,000,000","211,000,000","35,000,000","4,100,000","200,000","200,000","200,000","0"
NetInterestIncome,"-921,000,000","-915,000,000","-661,000,000","-354,000,000","-261,000,000","-47,000,000","-5,300,000","-1,100,000","1,100,000","2,100,000","200,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-2,194,000,000","1,033,000,000","1,818,000,000","794,000,000","233,000,000","156,000,000","121,300,000","77,900,000","13,100,000","134,000,000","103,300,000"
NormalizedIncome,"260,260,000","2,230,000,000","1,818,000,000","794,000,000","310,400,000","156,000,000","121,300,000","77,900,000","13,399,400","134,000,000","103,300,000"
EBIT,"-1,081,000,000","2,324,000,000","2,381,000,000","1,135,000,000","457,000,000","194,000,000","182,100,000","146,100,000","144,500,000","134,300,000","103,600,000"
EBITDA,"197,000,000"
ReconciledCostOfRevenue,"4,959,000,000","4,966,000,000","3,559,000,000","2,381,000,000","1,717,000,000","383,000,000","293,000,000","279,400,000","257,600,000","162,900,000","259,700,000"
ReconciledDepreciation,"1,278,000,000","1,254,000,000","766,000,000","683,000,000","546,000,000","89,000,000","50,200,000","48,900,000","39,400,000","36,300,000","52,600,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-2,194,000,000","1,033,000,000","1,818,000,000","794,000,000","233,000,000","156,000,000","121,300,000","77,900,000","13,100,000","134,000,000","103,300,000"
TotalUnusualItemsExcludingGoodwill,"-3,362,000,000","-1,197,000,000","0",,"-129,000,000",,"0","0","-300,000",,"0"
TotalUnusualItems,"-3,362,000,000","-1,197,000,000","0",,"-129,000,000",,"0","0","-300,000",,"0"
NormalizedEBITDA,"3,559,000,000","4,775,000,000","3,147,000,000","1,818,000,000","1,132,000,000","283,000,000","232,300,000","195,000,000","184,200,000","170,600,000","156,200,000"
TaxRateForCalcs,"0.27","0","0.004","0.001","0.4","0.01","0.35","0.35","0.002","0.001","0.003"
TaxEffectOfUnusualItems,"-907,740,000","0","0","0","-51,600,000","0","0","0","-600","0","0"
