name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
	InterestExpenseNonOperating,"796,000,000","798,000,000","812,000,000","942,000,000","1,028,000,000","1,106,000,000","1,318,000,000","1,196,000,000","1,209,000,000","1,324,000,000"
OtherIncomeExpense,"-1,059,000,000","-1,033,000,000","-1,058,000,000","-831,000,000","-1,192,000,000","-709,000,000","-583,000,000","-399,000,000","-511,000,000","-466,000,000"
	GainOnSaleOfSecurity,,,,,,,,"-24,855,698.859",,
	EarningsFromEquityInterest,,,,,,,,"139,468,088.044",,
	SpecialIncomeCharges,"-106,000,000","-109,000,000","-61,000,000","-93,000,000","-44,000,000","-84,000,000","-184,000,000","-71,000,000","-231,000,000","-131,000,000"
		RestructuringAndMergernAcquisition,"106,000,000","109,000,000","61,000,000","93,000,000","44,000,000","84,000,000","184,000,000","71,000,000","231,000,000","131,000,000"
		OtherSpecialCharges,,,,,,,,"80,090,585.214",,
	OtherNonOperatingIncomeExpenses,"-953,000,000","-924,000,000","-997,000,000","-738,000,000","-1,148,000,000","-625,000,000","-399,000,000","-328,000,000","-280,000,000","-335,000,000"
PretaxIncome,"745,000,000","1,170,000,000","1,466,000,000","680,000,000","-9,000,000","567,000,000","1,089,000,000","1,374,000,000","1,347,000,000","1,180,000,000"
TaxProvision,"-384,000,000","-271,000,000","417,000,000","455,000,000","298,000,000","360,000,000","467,000,000","671,000,000","564,000,000","652,000,000"
EarningsFromEquityInterestNetOfTax,"7,000,000","13,000,000","50,000,000","88,000,000","58,000,000","41,000,000","86,000,000","125,000,000","93,000,000","111,000,000"
NetIncomeCommonStockholders,"1,100,000,000","1,422,000,000","1,068,000,000","295,000,000","-252,000,000","253,000,000","710,000,000","677,000,000","756,000,000","545,000,000"
	NetIncome,"1,100,000,000","1,422,000,000","1,068,000,000","295,000,000","-252,000,000","253,000,000","710,000,000","677,000,000","756,000,000","545,000,000"
		NetIncomeIncludingNoncontrollingInterests,"1,136,000,000","1,454,000,000","1,099,000,000","313,000,000","-249,000,000","248,000,000","708,000,000","828,000,000","876,000,000","639,000,000"
			NetIncomeContinuousOperations,"1,136,000,000","1,454,000,000","1,099,000,000","313,000,000","-249,000,000","248,000,000","708,000,000","828,000,000","876,000,000","639,000,000"
		MinorityInterests,"-36,000,000","-32,000,000","-31,000,000","-18,000,000","-3,000,000","5,000,000","2,000,000","-151,000,000","-120,000,000","-94,000,000"
DilutedNIAvailtoComStockholders,"1,100,000,000","1,422,000,000","1,068,000,000","295,000,000","-252,000,000","253,000,000","710,000,000","677,000,000","756,000,000","545,000,000"
BasicEPS,,"1.05","0.79","0.22","-0.18","0.19","0.52","0.87","0.618","0.446"
DilutedEPS,,"1.05","0.78","0.22","-0.18","0.19","0.52","0.87","0.618","0.446"
BasicAverageShares,,"1,352,000,000","1,351,898,734","1,340,909,091","1,400,000,000","1,362,000,000","1,354,000,000","1,255,082,000","1,223,000,000","1,223,000,000"
DilutedAverageShares,,"1,354,000,000","1,361,000,000","1,367,000,000","1,400,000,000","1,362,000,000","1,360,000,000","1,256,546,000","1,223,000,000","1,223,000,000"
TotalOperatingIncomeAsReported,,,,,,,,"2,579,469,192.742",,
TotalExpenses,"24,483,000,000","25,078,000,000","26,370,000,000","24,908,000,000","22,661,000,000","23,530,000,000","29,565,000,000","30,867,000,000","29,734,000,000","30,510,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,100,000,000","1,422,000,000","1,068,000,000","295,000,000","-252,000,000","253,000,000","710,000,000","677,000,000","756,000,000","545,000,000"
NormalizedIncome,"1,185,860,000","1,510,290,000","1,111,676,000","370,330,000","-216,800,000","320,200,000","851,680,000","731,670,000","931,560,000","641,940,000"
InterestIncome,,,,,,,,"56,615,758.513",,
InterestExpense,"796,000,000","798,000,000","812,000,000","942,000,000","1,028,000,000","1,106,000,000","1,318,000,000","1,196,000,000","1,209,000,000","1,324,000,000"
NetInterestIncome,"-796,000,000","-798,000,000","-812,000,000","-942,000,000","-1,028,000,000","-1,106,000,000","-1,318,000,000","-1,196,000,000","-1,209,000,000","-1,324,000,000"
EBIT,"1,541,000,000","1,968,000,000","2,278,000,000","1,622,000,000","1,019,000,000","1,673,000,000","2,407,000,000","2,570,000,000","2,556,000,000","2,504,000,000"
EBITDA,"2,735,000,000"
ReconciledCostOfRevenue,"21,280,000,000","21,832,000,000","22,958,000,000","21,621,000,000","19,539,000,000","20,357,000,000","25,534,000,000","26,551,000,000","25,569,000,000","26,270,000,000"
ReconciledDepreciation,"1,194,000,000","1,215,000,000","1,337,000,000","1,350,000,000","1,261,000,000","1,146,000,000","1,140,000,000","1,103,000,000","1,039,000,000","1,023,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,100,000,000","1,422,000,000","1,068,000,000","295,000,000","-252,000,000","253,000,000","710,000,000","677,000,000","756,000,000","545,000,000"
TotalUnusualItemsExcludingGoodwill,"-106,000,000","-109,000,000","-61,000,000","-93,000,000","-44,000,000","-84,000,000","-184,000,000","-71,000,000","-231,000,000","-131,000,000"
TotalUnusualItems,"-106,000,000","-109,000,000","-61,000,000","-93,000,000","-44,000,000","-84,000,000","-184,000,000","-71,000,000","-231,000,000","-131,000,000"
NormalizedEBITDA,"2,841,000,000","3,292,000,000","3,676,000,000","3,065,000,000","2,324,000,000","2,903,000,000","3,731,000,000","3,744,000,000","3,826,000,000","3,658,000,000"
TaxRateForCalcs,"0.19","0.19","0.284","0.19","0.2","0.2","0.23","0.23","0.24","0.26"
TaxEffectOfUnusualItems,"-20,140,000","-20,710,000","-17,324,000","-17,670,000","-8,800,000","-16,800,000","-42,320,000","-16,330,000","-55,440,000","-34,060,000"
