name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
				LandAndImprovements,"1,736,544,000","1,924,563,000","1,924,563,000","1,916,309,000","1,860,525,000",,,,,
				BuildingsAndImprovements,"970,823,000","960,325,000","832,351,000","551,314,000","548,527,000",,,,,
				MachineryFurnitureEquipment,"1,949,286,000","744,581,000","640,021,000","613,061,000","492,374,000","328,811,000","167,262,000","115,087,000","68,184,000","31,855,000"
				OtherProperties,"275,607,000",,"1,016,998,000","838,750,000",,,,,,
				ConstructionInProgress,"333,550,000","211,657,000","44,103,000","5,586,000","1,937,000","31,786,000","4,652,000","0","400,000","0"
				Leases,"76,560,000","22,913,000","18,651,000","80,812,000","69,929,000","32,392,000","23,257,000","22,831,000","3,759,000","0"
			AccumulatedDepreciation,"-1,073,859,000","-643,157,000","-518,128,000","-412,023,000","-269,318,000","-158,761,000","-92,535,000","-47,619,000","-18,761,000","-6,330,000"
		GoodwillAndOtherIntangibleAssets,"17,863,599,000","1,871,087,000","1,881,936,000","1,945,620,000","2,158,600,000","454,416,000","30,704,000","21,085,000","11,520,000","12,942,000"
			Goodwill,"12,947,192,000","11,763,000","11,716,000","14,300,000","151,638,000","300,382,000","1,577,000","1,604,000","706,000","706,000"
			OtherIntangibleAssets,"4,916,407,000","1,859,324,000","1,870,220,000","1,931,320,000","2,006,962,000","154,034,000","29,127,000","19,481,000","10,814,000","12,236,000"
		InvestmentsAndAdvances,"2,362,907,000","4,591,524,000","1,153,019,000","918,602,000","567,557,000","186,654,000","62,029,000","2,950,000","5,244,000","3,000,000"
		NonCurrentAccountsReceivable,"129,380,000","224,793,000","20,000,000",,,,,,,
		NonCurrentNoteReceivables,"129,380,000","224,793,000",,,,,,,,
		DuefromRelatedPartiesNonCurrent,,"0","20,000,000",,,,,,,
		NonCurrentDeferredAssets,"127,635,000","70,834,000","113,017,000","10,502,000","3,363,000","1,392,000","625,000","583,000","329,000","0"
			NonCurrentDeferredTaxesAssets,"127,635,000","70,834,000","113,017,000","10,502,000","3,363,000","1,392,000","625,000","583,000","329,000","0"
		NonCurrentPrepaidAssets,"0","1,000,000,000",,,"89,983,000","512,236,000",,,,
		OtherNonCurrentAssets,"394,026,000","223,859,000","144,275,000","101,933,000","35,206,000","48,735,000","4,864,000","3,485,000","1,954,000",
TotalLiabilitiesNetMinorityInterest,"13,791,717,000","4,390,914,000","3,745,860,000","4,733,237,000","4,081,219,000","3,772,630,000","710,738,000","372,904,000","126,185,000","2,510,272,000"
	CurrentLiabilities,"7,637,621,000","3,853,026,000","3,145,799,000","4,690,448,000","1,384,414,000","1,090,558,000","701,313,000","366,417,000","125,737,000","253,001,000"
		PayablesAndAccruedExpenses,"5,471,455,000","2,792,857,000","1,719,114,000","1,435,144,000","944,028,000","692,455,000","387,898,000","197,293,000","52,935,000","23,156,000"
			Payables,"1,391,788,000","593,310,000","297,204,000","425,783,000","292,519,000","239,532,000","156,677,000","94,894,000","40,884,000","19,804,000"
				AccountsPayable,"124,551,000","114,589,000","76,351,000","137,107,000","129,819,000","101,525,000","56,391,000","28,149,000","16,114,000","10,553,000"
				TotalTaxPayable,"861,980,000","344,601,000","169,502,000","197,431,000","137,783,000","107,115,000","97,646,000","64,141,000","23,900,000","8,037,000"
					IncomeTaxPayable,"451,623,000","235,561,000","146,298,000","140,754,000","107,403,000","89,161,000","78,107,000","48,001,000","16,872,000","4,356,000"
				DuetoRelatedPartiesCurrent,"222,281,000","28,336,000","30,502,000","91,245,000","24,917,000","30,892,000","2,640,000","2,604,000","870,000","1,214,000"
				OtherPayable,"182,976,000","105,784,000","20,849,000",,,,,,,
			CurrentAccruedExpenses,"4,079,667,000","2,199,547,000","1,421,910,000","1,009,361,000","651,509,000","452,923,000","231,221,000","102,399,000","12,051,000","3,352,000"
				InterestPayable,,,,"15,800,000","14,795,000","13,944,000",,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,"27,050,000","210,404,000"
		CurrentDebtAndCapitalLeaseObligation,"672,767,000","6,863,000","588,235,000","2,768,469,000",,,,,,
			CurrentDebt,"557,203,000","6,863,000","588,235,000","2,768,469,000",,,,,,
				OtherCurrentBorrowings,"557,203,000","6,863,000","588,235,000","2,768,469,000",,,,,,
			CurrentCapitalLeaseObligation,"115,564,000",,,,,,,,,
		CurrentDeferredLiabilities,"1,493,399,000","1,053,306,000","838,450,000","486,835,000","440,386,000","398,103,000","313,415,000","169,124,000","42,810,000","18,177,000"
			CurrentDeferredRevenue,"1,493,399,000","1,053,306,000","838,450,000","486,835,000","440,386,000","398,103,000","313,415,000","169,124,000","42,810,000","18,177,000"
		OtherCurrentLiabilities,,"82,771,000","22,140,000","18,779,000",,,,,"2,942,000","1,264,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"6,154,096,000","537,888,000","600,061,000","42,789,000","2,696,805,000","2,682,072,000","9,425,000","6,487,000","448,000","2,257,271,000"
		LongTermDebtAndCapitalLeaseObligation,"5,171,350,000",,"6,536,000",,"2,597,403,000","2,447,980,000",,,,
			LongTermDebt,"5,008,571,000",,"6,536,000",,"2,597,403,000","2,447,980,000",,,,
			LongTermCapitalLeaseObligation,"162,779,000",,,,,,,,,
		NonCurrentDeferredLiabilities,"505,180,000","119,215,000","68,528,000","33,517,000","37,569,000","51,092,000","9,425,000","6,487,000","448,000",
			NonCurrentDeferredTaxesLiabilities,"264,639,000","27,505,000","10,810,000","8,058,000","16,817,000","26,709,000",,,,
			NonCurrentDeferredRevenue,"240,541,000","91,710,000","57,718,000","25,459,000","20,752,000","24,383,000","9,425,000","6,487,000","448,000","0"
		TradeandOtherPayablesNonCurrent,,,,,,"183,000,000",,,,
		PreferredSecuritiesOutsideStockEquity,"466,071,000","418,673,000","524,997,000","9,272,000","61,833,000",,,,"0","2,257,271,000"
		OtherNonCurrentLiabilities,"11,495,000",,,,,,,,,
TotalEquityGrossMinorityInterest,"38,417,766,000","21,377,131,000","10,712,859,000","5,052,555,000","3,246,819,000","3,090,164,000","1,887,209,000","1,323,285,000","619,241,000","-2,351,505,000"
	StockholdersEquity,"33,065,886,000","18,520,292,000","10,611,155,000","5,046,495,000","3,239,159,000","3,090,164,000","1,887,209,000","1,323,285,000","619,241,000","-2,351,505,000"
		CapitalStock,"104,000","80,000","80,000","70,000","70,000","73,000","72,000","71,000","61,000","32,000"
			PreferredStock,,,,,,,,"0",,
			CommonStock,"104,000","80,000","80,000","70,000","70,000","73,000","72,000","71,000","61,000","32,000"
		AdditionalPaidInCapital,"21,921,562,000","11,168,866,000","5,339,844,000","2,165,766,000","2,011,799,000","2,900,458,000","2,765,614,000","2,648,404,000","3,065,003,000","0"
		RetainedEarnings,"10,272,122,000","6,913,469,000","5,218,110,000","2,728,736,000","1,207,168,000","173,963,000","-874,697,000","-1,311,767,000","-2,433,604,000","-2,350,448,000"
		TreasuryStock,"168,072,000",,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"1,040,170,000","437,877,000","53,121,000","151,923,000","20,122,000","15,670,000","-3,780,000","-13,423,000","-12,219,000","-1,089,000"
			OtherEquityAdjustments,"1,040,170,000","437,877,000","53,121,000","151,923,000","20,122,000","15,670,000","-3,780,000","-13,423,000",,
	MinorityInterest,"5,351,880,000","2,856,839,000","101,704,000","6,060,000","7,660,000",,,,,
TotalCapitalization,"38,074,457,000","18,520,292,000","10,617,691,000","5,046,495,000","5,836,562,000","5,538,144,000","1,887,209,000","1,323,285,000","619,241,000","-2,351,505,000"
CommonStockEquity,"33,065,886,000","18,520,292,000","10,611,155,000","5,046,495,000","3,239,159,000","3,090,164,000","1,887,209,000","1,323,285,000","619,241,000","-2,351,505,000"
CapitalLeaseObligations,"278,343,000",,,,,,,,,
NetTangibleAssets,"15,202,287,000","16,649,205,000","8,729,219,000","3,100,875,000","1,080,559,000","2,635,748,000","1,856,505,000","1,302,200,000","607,721,000","-2,364,447,000"
WorkingCapital,"21,162,348,000","12,636,603,000","6,983,675,000","1,279,937,000","2,245,466,000","4,334,575,000","1,695,776,000","1,211,370,000","547,060,000","-135,701,000"
InvestedCapital,"38,631,660,000","18,527,155,000","11,205,926,000","7,814,964,000","5,836,562,000","5,538,144,000","1,887,209,000","1,323,285,000","619,241,000","-2,351,505,000"
TangibleBookValue,"15,202,287,000","16,649,205,000","8,729,219,000","3,100,875,000","1,080,559,000","2,635,748,000","1,856,505,000","1,302,200,000","607,721,000","-2,364,447,000"
TotalDebt,"5,844,117,000","6,863,000","594,771,000","2,768,469,000","2,597,403,000","2,447,980,000",,,,
NetDebt,"1,672,236,000",,,"1,188,726,000","1,668,469,000","1,972,952,000",,,,
ShareIssued,"1,628,354,959","1,269,923,824","1,263,228,884","1,109,673,004","1,097,785,824","1,133,526,264","1,108,490,124","1,087,233,224","1,063,833,224","1,063,833,224"
OrdinarySharesNumber,"1,619,672,059","1,269,923,824","1,263,228,884","1,109,673,004","1,097,785,824","1,133,526,264","1,108,490,124","1,087,233,224","1,063,833,224","1,063,833,224"
TreasurySharesNumber,"8,682,900",,,,,,,,,
