name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
				Leases,"30,634,000","25,036,000","13,186,000","7,944,000","6,801,000","6,287,000","5,903,000","5,527,000","4,107,000","1,826,000","1,067,000"
			AccumulatedDepreciation,"-94,307,000","-78,359,000","-61,706,000","-46,601,000","-39,776,000","-34,532,000","-30,164,000","-21,854,000","-15,937,000","-13,573,000","-9,161,000"
		GoodwillAndOtherIntangibleAssets,"251,301,000","223,897,000","164,042,000","160,549,000","162,790,000","105,106,000","36,002,000","39,532,000","9,420,000","12,055,000","11,950,000"
			Goodwill,"195,043,000","166,832,000","119,531,000","109,289,000","115,930,000","57,417,000","22,268,000","22,698,000","8,169,000","10,032,000","9,222,000"
			OtherIntangibleAssets,"56,258,000","57,065,000","44,511,000","51,260,000","46,860,000","47,689,000","13,734,000","16,834,000","1,251,000","2,023,000","2,728,000"
		NonCurrentNoteReceivables,,,"2,097,000","3,252,000","3,649,000","4,081,000","4,401,000",,,,
		NonCurrentDeferredAssets,"75,013,000","69,983,000","24,974,000","31,005,000","18,312,000","11,094,000","4,557,000","6,093,000","1,875,000","2,294,000","1,160,000"
			NonCurrentDeferredTaxesAssets,"75,013,000","69,983,000","24,974,000","31,005,000","18,312,000","11,094,000","4,557,000","6,093,000","1,875,000","2,294,000","1,160,000"
		OtherNonCurrentAssets,"39,433,000","16,208,000","12,691,000","10,838,000","4,351,000","3,524,000","3,634,000","1,099,000","5,273,000","2,924,000","525,000"
TotalLiabilitiesNetMinorityInterest,"648,063,000","349,206,000","275,309,000","144,399,000","165,313,000","129,976,000","56,776,000","64,534,000","140,554,000","104,609,000","118,873,000"
	CurrentLiabilities,"386,948,000","262,829,000","180,967,000","116,219,000","127,911,000","125,413,000","54,664,000","59,352,000","53,127,000","35,727,000","30,062,000"
		PayablesAndAccruedExpenses,"50,968,000","124,972,000","85,191,000","71,038,000","72,264,000","58,597,000","33,885,000","35,434,000","44,442,000","22,389,000","16,682,000"
			Payables,"40,911,000","124,972,000","85,191,000","60,424,000","64,115,000","53,863,000","29,671,000","32,678,000","19,660,000","15,214,000","13,504,000"
				AccountsPayable,"7,831,000","7,444,000","5,574,000","3,213,000","2,576,000","4,641,000","2,835,000","6,095,000","2,714,000","2,001,000","4,127,000"
				TotalTaxPayable,"33,080,000","67,845,000","40,860,000","25,008,000","29,472,000","24,704,000","14,171,000","14,557,000","8,712,000","7,528,000","6,148,000"
					IncomeTaxPayable,"9,064,000",,,,,,,,,,
				DuetoRelatedPartiesCurrent,,,,,,,,,"8,234,000","5,685,000","3,229,000"
				OtherPayable,,"49,683,000","38,757,000","32,203,000","32,067,000","24,518,000","12,665,000","12,026,000",,,
			CurrentAccruedExpenses,"10,057,000","127,937,000","89,812,000","10,614,000","8,149,000","4,734,000","4,214,000","2,756,000","24,782,000","7,175,000","3,178,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"230,035,000","97,877,000","67,034,000","33,404,000","47,285,000","22,766,000","13,674,000","15,450,000",,"7,856,000","1,750,000"
		CurrentDebtAndCapitalLeaseObligation,"57,542,000",,,,,,,,,,"7,000,000"
			CurrentDebt,,,,,,,,,,,"7,000,000"
				LineOfCredit,,,,,,,,,,"0","7,000,000"
			CurrentCapitalLeaseObligation,"57,542,000",,,,,,,,,,
		CurrentDeferredLiabilities,"9,132,000","14,478,000","10,462,000","9,219,000","4,015,000","4,845,000","4,818,000","6,860,000","8,685,000","5,482,000","4,630,000"
			CurrentDeferredTaxesLiabilities,,,,"0","365,000","603,000","275,000","491,000","1,736,000","331,000","213,000"
			CurrentDeferredRevenue,"9,132,000","4,558,000","4,498,000","3,319,000","3,047,000","3,220,000","4,543,000","6,369,000","6,949,000","5,151,000","4,417,000"
		OtherCurrentLiabilities,"39,271,000","25,502,000","18,280,000","2,558,000","4,347,000","39,205,000","2,287,000","1,608,000",,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"261,115,000","86,377,000","94,342,000","28,180,000","37,402,000","4,563,000","2,112,000","5,182,000","87,427,000","68,882,000","88,811,000"
		LongTermDebtAndCapitalLeaseObligation,"205,922,000","25,031,000","25,033,000","25,048,000","35,000,000",,,,,,
			LongTermDebt,"25,074,000","25,031,000","25,033,000","25,048,000","35,000,000",,,,,,
			LongTermCapitalLeaseObligation,"180,848,000",,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,"2,402,000","4,563,000","884,000","3,954,000","283,000","173,000","134,000"
			NonCurrentDeferredTaxesLiabilities,,,,,"2,402,000","4,563,000","351,000","2,691,000","283,000","173,000","134,000"
			NonCurrentDeferredRevenue,,,,,,"0","533,000","1,263,000",,,
		TradeandOtherPayablesNonCurrent,"45,878,000","43,685,000","59,874,000",,,"0","1,228,000","1,228,000","1,204,000",,
		PreferredSecuritiesOutsideStockEquity,,,,,,,,"0","85,940,000","68,377,000","87,413,000"
		RestrictedCommonStock,,,,,,,,,"0","332,000","1,264,000"
		OtherNonCurrentLiabilities,"9,315,000","17,661,000","9,435,000","3,132,000",,,,,,,
TotalEquityGrossMinorityInterest,"1,596,145,000","1,262,596,000","974,947,000","781,412,000","613,223,000","464,050,000","376,101,000","286,280,000","95,059,000","66,249,000","16,534,000"
	StockholdersEquity,"1,596,145,000","1,262,596,000","974,947,000","781,412,000","613,223,000","464,050,000","376,101,000","286,280,000","95,059,000","66,249,000","16,534,000"
		CapitalStock,"55,000","54,000","53,000","50,000","49,000","48,000","46,000","44,000","17,000","17,000","17,000"
			PreferredStock,,,,,,,,,"0","0","0"
			CommonStock,"55,000","54,000","53,000","50,000","49,000","48,000","46,000","44,000","17,000","17,000","17,000"
		AdditionalPaidInCapital,"607,051,000","544,700,000","473,874,000","374,907,000","303,363,000","229,501,000","195,585,000","166,962,000","40,020,000","36,750,000","12,582,000"
		RetainedEarnings,"1,020,590,000","759,533,000","518,820,000","444,320,000","345,054,000","260,598,000","190,986,000","128,992,000","74,508,000","47,718,000","20,842,000"
		TreasuryStock,"177,000","177,000","177,000","177,000","93,000","4,043,000","8,684,000","8,697,000","15,972,000","15,972,000","15,040,000"
		GainsLossesNotAffectingRetainedEarnings,"-31,374,000","-41,514,000","-17,623,000","-37,688,000","-35,150,000","-22,054,000","-1,832,000","-1,021,000","-3,514,000","-2,264,000","-1,867,000"
TotalCapitalization,"1,621,219,000","1,287,627,000","999,980,000","806,460,000","648,223,000","464,050,000","376,101,000","286,280,000","95,059,000","66,249,000","16,534,000"
CommonStockEquity,"1,596,145,000","1,262,596,000","974,947,000","781,412,000","613,223,000","464,050,000","376,101,000","286,280,000","95,059,000","66,249,000","16,534,000"
CapitalLeaseObligations,"238,390,000",,,,,,,,,,
NetTangibleAssets,"1,344,844,000","1,038,699,000","810,905,000","620,863,000","450,433,000","358,944,000","340,099,000","246,748,000","85,639,000","54,194,000","4,584,000"
WorkingCapital,"1,087,263,000","936,239,000","779,066,000","530,332,000","401,024,000","289,674,000","276,304,000","191,603,000","130,436,000","92,520,000","68,657,000"
InvestedCapital,"1,621,219,000","1,287,627,000","999,980,000","806,460,000","648,223,000","464,050,000","376,101,000","286,280,000","95,059,000","66,249,000","23,534,000"
TangibleBookValue,"1,344,844,000","1,038,699,000","810,905,000","620,863,000","450,433,000","358,944,000","340,099,000","246,748,000","85,639,000","54,194,000","4,584,000"
TotalDebt,"263,464,000","25,031,000","25,033,000","25,048,000","35,000,000",,,,,,"7,000,000"
ShareIssued,"55,207,446","54,099,927","53,003,420","51,117,422","50,177,044","48,748,298","47,569,463","45,398,523","41,125,981","41,125,981","41,125,981"
OrdinarySharesNumber,"55,187,711","54,080,192","52,983,685","51,097,687","50,166,537","48,303,811","46,614,916","44,442,494","41,125,981","41,125,981","41,125,981"
TreasurySharesNumber,"19,735","19,735","19,735","19,735","10,507","444,487","954,547","956,029",,,
