name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
	GainOnSaleOfSecurity,,,"14,000,000","4,000,000","5,544,000","-41,722,000","-118,012,000","83,448,000","58,000","-2,251,000","461,000",,,,,,
	SpecialIncomeCharges,"-24,000,000","-20,000,000","-20,000,000","-67,000,000","-71,824,000","-96,273,000","-114,335,000","-131,576,000","-42,587,000","196,000","0","5,276,000","4,906,000",,"-68,099,000","343,000",
		ImpairmentOfCapitalAssets,"10,000,000","7,000,000","8,000,000",,,,,,,,,,,,,,
		OtherSpecialCharges,,"13,000,000","12,000,000","67,000,000","71,824,000","96,273,000","114,335,000","131,576,000","42,587,000",,,,,,,,
	OtherNonOperatingIncomeExpenses,"30,000,000","33,000,000","26,000,000","11,000,000","1,549,000","662,000","217,000","1,097,000","499,000",,,,,,,,
PretaxIncome,"1,225,000,000","1,175,000,000","1,274,000,000","490,000,000","-171,195,000","-318,891,000","-410,036,000","-258,117,000","-150,136,000","-31,019,000","107,568,000",,,,,,
NetIncomeCommonStockholders,"1,139,000,000","1,089,000,000","1,214,000,000","479,000,000","-167,772,000","-312,513,000","-401,834,000","-235,167,000","-143,707,000","-79,532,000","105,417,000","186,912,000","-78,344,000","-48,952,000","-60,772,000","-4,263,000","-4,654,000"
	NetIncome,"1,225,000,000","1,175,000,000","1,274,000,000","490,000,000","-171,195,000","-318,891,000","-410,036,000","-239,967,000","-150,136,000","-81,155,000","107,568,000","186,912,000","-78,344,000","-48,952,000","-60,772,000","-4,263,000","-4,654,000"
		NetIncomeIncludingNoncontrollingInterests,"1,225,000,000","1,175,000,000","1,274,000,000","490,000,000","-171,195,000","-318,891,000","-410,036,000","-258,117,000","-150,136,000","-31,019,000","107,568,000","186,912,000","-78,344,000","-48,952,000","-60,772,000","-4,263,000","-4,654,000"
			NetIncomeContinuousOperations,"1,225,000,000","1,175,000,000","1,274,000,000","490,000,000","-171,195,000","-318,891,000","-410,036,000","-258,117,000","-150,136,000","-31,019,000","107,568,000","186,912,000","-78,344,000","-48,952,000","-60,772,000","-4,263,000","-4,654,000"
		MinorityInterests,,,,,,"0","0","18,150,000",,,,,,,,,
	PreferredStockDividends,,"86,000,000","60,000,000","11,000,000","-3,423,000","-6,378,000","-8,202,000","-4,800,000","-6,429,000","-1,623,000","2,151,000",,,,,,
	OtherunderPreferredStockDividend,,,"399,014,000","725,620,000","-159,777,800","-294,346,170",,,,,,,,,,,
DilutedNIAvailtoComStockholders,"835,000,000","785,000,000","874,000,000","1,769,000,000","89,170,000","-24,430,000","-50,916,000","-1,487,000","34,380,000",,,"186,912,000","-78,344,000","-48,952,000","-60,772,000","-4,263,000","-4,654,000"
BasicEPS,,,"2.51","-1.32","-0.2","-0.43","-0.89","-0.03","0.27","-0.49","0.65","1.13","-0.48","-0.23","-0.376","-0.026","-0.029"
DilutedEPS,,,"2.51","-1.32","-0.2","-0.43","-0.89","-0.03","0.27","-0.49","0.65","1.13","-0.48","-0.23","-0.376","-0.026","-0.029"
BasicAverageShares,,,"348,600,000","484,000,000","337,800,000","337,800,000","192,463,000","189,619,000","168,854,000","163,294,000","161,800,000","161,800,000","161,800,000","161,800,000","161,800,000","161,800,000","161,800,000"
DilutedAverageShares,,,"348,600,000","484,000,000","337,800,000","337,800,000","337,796,000","330,119,000","212,157,000","163,294,000","161,800,000","161,800,000","161,800,000","161,800,000","161,800,000","161,800,000","161,800,000"
TotalOperatingIncomeAsReported,"2,141,000,000","2,040,000,000","1,979,000,000","1,156,000,000","250,436,000","3,042,000","-874,000","-32,686,000","63,540,000","144,626,000","280,797,000","327,920,000","-17,141,000","-12,516,000","-10,277,000","-4,719,000",
TotalExpenses,"4,656,000,000","4,791,000,000","4,439,000,000","3,148,000,000","849,804,000","266,986,000","269,572,000","300,877,000","200,787,000","139,164,000","118,485,000","88,870,000","32,141,000","12,516,000","-13,484,000","4,719,000",
InterestIncome,,,,,,,,,,,"326,000","930,000","13,778,000",,,,
InterestExpense,"932,000,000","885,000,000","733,000,000","614,000,000","356,900,000","184,600,000",,,,"173,590,000","174,016,000","147,214,000","79,887,000",,,,
NetInterestIncome,"-932,000,000","-885,000,000","-733,000,000","-614,000,000","-356,900,000","-184,600,000","-177,032,000","-178,400,000","-171,646,000","-173,590,000","-173,690,000","-146,284,000","-66,109,000",,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"1,225,000,000","1,175,000,000","1,274,000,000","490,000,000","-171,195,000","-318,891,000","-410,036,000","-239,967,000","-150,136,000","-81,155,000","107,568,000","186,912,000","-78,344,000","-48,952,000","-60,772,000","-4,263,000","-4,654,000"
NormalizedIncome,"1,239,400,000","1,189,600,000","1,278,380,000","527,800,000","-104,915,000","-180,896,000","-177,689,000","-191,839,000","-107,607,000","-79,100,000","107,268,350","183,482,600","-81,532,900","-48,952,000","-19,912,600","-4,468,800","-4,654,000"
EBIT,"2,157,000,000","2,060,000,000","2,007,000,000","1,104,000,000","185,705,000","-134,291,000","-874,000","-32,686,000","63,540,000","142,571,000","281,584,000","327,920,000","-17,141,000","-12,516,000","13,484,000","-4,719,000",
EBITDA,"2,708,000,000"
ReconciledCostOfRevenue,"3,752,000,000","3,908,000,000","3,827,000,000","2,659,000,000","567,544,000","65,704,000","58,601,000","57,486,000","42,551,000","0","0","32,516,000","11,470,000",,,,
ReconciledDepreciation,"551,000,000","527,000,000","424,000,000","339,000,000","155,621,000","65,704,000","58,601,000","57,486,000","42,551,000","42,943,000","42,299,000","32,742,000","7,994,000","3,828,000","745,000","13,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"1,225,000,000","1,175,000,000","1,274,000,000","490,000,000","-171,195,000","-318,891,000","-410,036,000","-239,967,000","-150,136,000","-81,155,000","107,568,000","186,912,000","-78,344,000","-48,952,000","-60,772,000","-4,263,000","-4,654,000"
TotalUnusualItemsExcludingGoodwill,"-24,000,000","-20,000,000","-6,000,000","-63,000,000","-66,280,000","-137,995,000","-232,347,000","-48,128,000","-42,529,000","-2,055,000","461,000","5,276,000","4,906,000",,"-68,099,000","343,000",
TotalUnusualItems,"-24,000,000","-20,000,000","-6,000,000","-63,000,000","-66,280,000","-137,995,000","-232,347,000","-48,128,000","-42,529,000","-2,055,000","461,000","5,276,000","4,906,000",,"-68,099,000","343,000",
NormalizedEBITDA,"2,732,000,000","2,607,000,000","2,437,000,000","1,506,000,000","407,606,000","69,408,000","290,074,000","72,928,000","148,620,000","187,569,000","323,422,000","355,386,000","-14,053,000","-8,688,000","82,328,000","-5,049,000",
TaxRateForCalcs,"0.4","0.27","0.27","0.4","0","0","0","0","0","0","0.35","0.35","0.35","0.35","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-9,600,000","-5,400,000","-1,620,000","-25,200,000","0","0","0","0","0","0","161,350","1,846,600","1,717,100","0","-27,239,600","137,200","0"
