name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,12/31/2011,09/30/2011,06/30/2011,12/31/2010,09/30/2010,06/30/2010,12/31/2009,09/30/2009,06/30/2009,12/31/2008,06/30/2008,12/31/2007,06/30/2007,12/31/2006,06/30/2006,12/31/2005,06/30/2005,12/31/2004,06/30/2004,12/31/2003,06/30/2003,12/31/2002,06/30/2002,12/31/2001,06/30/2001,12/31/2000,06/30/2000
		OtherEquityInterest,,,,,,,"12,048,000,000",,,,"11,906,000,000",,,,,,"-107,000,000","-108,000,000",,,"-113,000,000","6,832,000,000",,,"-137,000,000",,,,"-213,000,000",,,"40,910,000,000",,,"15,223,000,000",,,"27,005,000,000",,,"12,999,000,000","10,778,000,000","11,102,000,000","4,141,000,000","11,558,000,000","3,359,000,000","11,486,000,000",,"10,856,000,000","31,422,000,000","11,307,000,000",,"11,922,000,000",,"13,189,000,000",,,
	MinorityInterest,"-40,000,000","9,000,000","16,000,000","16,000,000","718,000,000","754,000,000","791,000,000","734,000,000","752,000,000","763,000,000","746,000,000","844,000,000","795,000,000","853,000,000","820,000,000","788,000,000","716,000,000","703,000,000","5,705,000,000","5,473,000,000","2,946,000,000","2,747,000,000","618,000,000","612,000,000","473,000,000","462,000,000","475,000,000","532,000,000","2,318,000,000","1,194,000,000","1,200,000,000","1,234,000,000","1,433,000,000","1,498,000,000","1,719,000,000","1,780,000,000","2,492,000,000","16,895,000,000","17,485,000,000","16,426,000,000","21,619,000,000","5,808,000,000","38,388,000,000","4,914,000,000","5,263,000,000","4,186,000,000","2,109,000,000","907,000,000","3,829,000,000","2,337,000,000","2,713,000,000",,"1,839,000,000",,"585,000,000",,"546,000,000",
TotalCapitalization,"55,061,000,000","100,709,000,000","54,330,000,000","56,029,000,000","55,783,000,000","58,277,000,000","97,284,000,000","95,082,000,000","94,438,000,000","93,797,000,000","94,676,000,000","95,926,000,000","95,945,000,000","100,994,000,000","100,168,000,000","103,823,000,000","105,159,000,000","115,088,000,000","117,566,000,000","124,667,000,000","131,128,000,000","139,990,000,000","144,241,000,000","146,218,000,000","151,293,000,000","163,169,000,000","175,442,000,000","191,161,000,000","187,095,000,000","234,727,000,000","257,843,000,000","300,691,000,000","346,724,000,000","370,958,000,000","320,557,000,000","338,573,000,000","321,642,000,000","382,956,000,000","386,748,000,000","365,549,000,000","233,815,000,000","329,403,000,000","208,890,000,000","164,142,000,000","111,887,000,000","151,050,000,000","86,002,000,000","138,050,000,000","59,463,000,000","104,813,000,000","51,864,000,000",,"45,156,000,000",,"43,228,000,000",,"33,552,000,000",
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,141,000,000",,"3,359,000,000",,,,,,,,,,,,
CommonStockEquity,"44,163,000,000","43,547,000,000","44,130,000,000","46,221,000,000","46,132,000,000","45,736,000,000","47,876,000,000","47,757,000,000","48,800,000,000","48,330,000,000","48,728,000,000","49,205,000,000","48,609,000,000","53,475,000,000","52,907,000,000","53,377,000,000","53,431,000,000","57,544,000,000","56,064,000,000","56,808,000,000","57,246,000,000","62,091,000,000","60,345,000,000","60,324,000,000","58,742,000,000","67,668,000,000","69,183,000,000","70,633,000,000","68,130,000,000","72,699,000,000","74,016,000,000","74,819,000,000","77,443,000,000","74,744,000,000","75,132,000,000","75,600,000,000","76,802,000,000","77,736,000,000","56,666,000,000","55,666,000,000","58,879,000,000","61,637,000,000","53,038,000,000","37,403,000,000","40,227,000,000","34,016,000,000","35,435,000,000","33,279,000,000","31,865,000,000","31,422,000,000","28,099,000,000",,"27,052,000,000",,"27,620,000,000",,"23,116,000,000",
NetTangibleAssets,"37,544,000,000","36,925,000,000","37,484,000,000","39,590,000,000","39,516,000,000","39,120,000,000","41,295,000,000","41,187,000,000","42,267,000,000","41,787,000,000","42,244,000,000","42,738,000,000","42,129,000,000","46,969,000,000","46,382,000,000","46,843,000,000","46,894,000,000","50,393,000,000","48,866,000,000","49,189,000,000","49,465,000,000","49,637,000,000","48,172,000,000","47,896,000,000","46,374,000,000","53,926,000,000","55,186,000,000","56,705,000,000","54,585,000,000","57,901,000,000","59,128,000,000","59,961,000,000","62,699,000,000","60,152,000,000","60,684,000,000","61,231,000,000","62,320,000,000","59,889,000,000","38,135,000,000","37,486,000,000","38,830,000,000","34,103,000,000","4,546,000,000","22,676,000,000","21,323,000,000","17,995,000,000","15,503,000,000","13,557,000,000","14,289,000,000","16,602,000,000","14,968,000,000",,"14,355,000,000",,"14,295,000,000",,"11,036,000,000",
InvestedCapital,"55,061,000,000","100,709,000,000","54,330,000,000","56,029,000,000","55,783,000,000","58,277,000,000","97,284,000,000","95,082,000,000","94,438,000,000","93,797,000,000","94,676,000,000","95,926,000,000","95,945,000,000","100,994,000,000","100,168,000,000","103,823,000,000","105,159,000,000","115,088,000,000","117,566,000,000","124,667,000,000","131,128,000,000","139,990,000,000","144,241,000,000","146,218,000,000","151,293,000,000","163,169,000,000","175,442,000,000","191,161,000,000","187,095,000,000","234,727,000,000","257,843,000,000","300,691,000,000","346,724,000,000","370,958,000,000","320,557,000,000","338,573,000,000","321,642,000,000","382,956,000,000","386,748,000,000","365,549,000,000","233,815,000,000","329,403,000,000","208,890,000,000","160,001,000,000","111,887,000,000","147,691,000,000","86,002,000,000","138,050,000,000","59,463,000,000","104,813,000,000","51,864,000,000",,"45,156,000,000",,"43,228,000,000",,"33,552,000,000",
TangibleBookValue,"37,544,000,000","36,925,000,000","37,484,000,000","39,590,000,000","39,516,000,000","39,120,000,000","41,295,000,000","41,187,000,000","42,267,000,000","41,787,000,000","42,244,000,000","42,738,000,000","42,129,000,000","46,969,000,000","46,382,000,000","46,843,000,000","46,894,000,000","50,393,000,000","48,866,000,000","49,189,000,000","49,465,000,000","49,637,000,000","48,172,000,000","47,896,000,000","46,374,000,000","53,926,000,000","55,186,000,000","56,705,000,000","54,585,000,000","57,901,000,000","59,128,000,000","59,961,000,000","62,699,000,000","60,152,000,000","60,684,000,000","61,231,000,000","62,320,000,000","59,889,000,000","38,135,000,000","37,486,000,000","38,830,000,000","34,103,000,000","4,546,000,000","18,535,000,000","21,323,000,000","14,636,000,000","15,503,000,000","13,557,000,000","14,289,000,000","16,602,000,000","14,968,000,000",,"14,355,000,000",,"14,295,000,000",,"11,036,000,000",
TotalDebt,"10,898,000,000","58,985,000,000","10,200,000,000","9,808,000,000","9,651,000,000","12,541,000,000","49,408,000,000","47,325,000,000","45,638,000,000","45,467,000,000","45,948,000,000","46,721,000,000","47,336,000,000","47,519,000,000","47,261,000,000","50,446,000,000","51,728,000,000","57,544,000,000","61,502,000,000","67,859,000,000","73,882,000,000","77,899,000,000","83,896,000,000","85,894,000,000","92,551,000,000","95,501,000,000","106,259,000,000","120,528,000,000","118,965,000,000","162,028,000,000","183,827,000,000","225,872,000,000","269,281,000,000","296,214,000,000","245,425,000,000","262,973,000,000","244,840,000,000","305,220,000,000","330,082,000,000","309,883,000,000","174,936,000,000","267,766,000,000","155,852,000,000","122,598,000,000","71,660,000,000","113,675,000,000","50,567,000,000","104,771,000,000","27,598,000,000","73,391,000,000","23,765,000,000",,"18,104,000,000",,"15,608,000,000",,"10,436,000,000",
NetDebt,,,,,,,,,,,,,,,,,,,,,,"9,999,000,000","15,226,000,000","16,247,000,000","9,892,000,000","8,435,000,000","16,646,000,000","33,810,000,000","39,675,000,000","81,906,000,000","105,180,000,000","146,603,000,000","190,836,000,000","231,863,000,000","188,411,000,000","201,557,000,000","215,249,000,000","252,959,000,000","292,935,000,000","269,937,000,000","162,536,000,000","189,868,000,000","137,986,000,000","118,518,000,000","65,539,000,000","109,915,000,000","45,808,000,000","101,352,000,000","23,305,000,000","67,085,000,000","19,943,000,000",,"14,623,000,000",,"12,515,000,000",,,
ShareIssued,"12,093,909,192","12,093,909,000","12,094,000,000","12,091,000,000","12,090,000,000","12,048,605,000","12,048,000,000","12,028,000,000","11,993,000,000","11,964,565,000","11,905,000,000","11,876,000,000","11,823,000,000","11,792,000,000","11,755,383,454","11,661,000,000","11,624,564,000","11,574,000,000","6,469,655,675","6,414,281,837","6,365,896,000","6,321,481,229","6,208,000,000","6,241,406,541","6,203,022,000","6,185,846,467","6,052,000,000","6,031,000,000","6,070,765,155","6,070,177,140","6,016,601,862","5,922,841,220","5,922,831,638","5,922,625,334","5,845,813,086","5,796,959,031","5,796,777,980","5,636,572,128","5,636,572,128","5,636,572,128","3,949,546,089","1,614,248,212","1,165,794,091","1,121,115,287","1,103,693,296","1,109,297,167","1,112,509,265","1,112,077,956","1,108,166,816","1,096,635,768","1,035,747,812","1,028,206,547","1,013,911,837","1,008,550,185","999,462,289","944,370,789","936,112,657","925,544,889"
OrdinarySharesNumber,"12,093,909,192","12,093,909,000","12,094,000,000","12,074,000,000","12,090,000,000","12,048,605,000","12,048,000,000","12,028,000,000","11,993,000,000","11,964,565,000","11,888,000,000","11,876,000,000","11,784,000,000","11,792,000,000","11,755,383,454","11,625,000,000","11,624,564,000","11,548,000,000","6,469,655,675","6,414,281,837","6,365,896,000","6,321,481,229","6,208,000,000","6,241,406,541","6,203,022,000","6,185,846,467","6,052,000,000","6,031,000,000","6,070,765,155","6,070,177,140","6,016,601,862","5,922,841,220","5,922,831,638","5,922,625,334","5,845,813,086","5,796,959,031","5,796,777,980","5,636,572,128","5,636,572,128","5,636,572,128","3,945,600,489","1,614,248,212","1,165,794,091","1,121,115,287","1,103,693,296","1,109,297,167","1,112,509,265","1,112,077,956","1,108,166,816","1,096,635,768","1,035,747,812","1,028,206,547","1,013,911,837","1,008,550,185","999,462,289","944,370,789","936,112,657","925,544,889"
PreferredSharesNumber,,"900,000",,,,,,,,"2,934,989","800,000",,"900,000","900,000",,"900,000",,,,,"900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TreasurySharesNumber,"0","0","0","17,000,000",,"0","0","0","0","0","17,000,000","0","39,000,000","0","0","36,000,000","0","26,000,000","0","0","0",,,,,"0",,"0","0",,,,,,,,,,,,"3,945,600",,,,,,,,,,,,,,,,,
