name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003
InterestExpense,"84,815,000","88,284,000","131,172,000","114,583,000","89,971,000","87,313,000","114,472,000","120,254,000","144,439,000","100,712,000","72,969,000","105,810,000","136,111,000",,,,,"39,980,000"
NetInterestIncome,"16,305,000","48,759,000","97,328,000","-102,686,000","-77,496,000","-84,048,000","-113,892,000","-123,459,000","-139,818,000","-60,633,000","15,390,000","51,283,000","-103,933,000",,,,,"-33,944,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"334,457,000","564,269,000","1,506,647,000","886,219,000","595,644,000","8,127,000","-198,751,000","455,425,000","139,235,000","513,541,000","622,076,000","717,400,000","715,418,000","784,490,000","795,424,000","704,406,000","457,339,000","356,551,000"
NormalizedIncome,"323,769,200","676,542,280","1,733,708,280","933,022,000","570,689,070","18,894,400","-229,860,400","462,995,080","123,506,000","677,831,707.072","546,429,504.608","246,347,181.529","1,108,207,225.697","1,054,736,202.972","1,050,618,115.514","765,133,975.999","286,927,831.684","356,551,000"
EBIT,"864,065,000","914,848,000","2,162,739,000","1,474,392,000","1,208,428,000","354,412,000","349,396,000","1,062,593,000","596,161,000","1,066,594,000","1,259,096,000","536,225,000","1,016,884,000","1,586,408,000","1,636,569,000","1,392,161,000","514,171,000","490,618,000"
EBITDA,"1,528,829,000"
ReconciledCostOfRevenue,"7,625,034,000","7,925,701,000","8,001,432,000","7,019,335,000","5,029,516,000","6,093,528,000","6,559,315,000","6,274,184,000","6,553,655,000","6,754,485,000","5,665,254,000","4,110,370,000","6,128,027,000","5,796,040,000","3,909,106,000","2,180,876,000","869,768,000","671,720,000"
ReconciledDepreciation,"664,764,000","661,112,000","589,299,000","474,299,000","406,890,000","433,788,000","414,797,000","377,133,000","370,855,000","405,842,000","383,300,000","385,105,000","413,541,000","565,848,000","424,495,000","316,405,000","99,192,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"334,457,000","564,269,000","1,506,647,000","886,219,000","595,644,000","8,127,000","-198,751,000","455,425,000","139,235,000","513,541,000","622,076,000","289,377,000","558,323,000","773,672,000","795,424,000","704,406,000","457,339,000","356,551,000"
TotalUnusualItemsExcludingGoodwill,"17,813,000","-147,728,000","-276,904,000","-62,404,000","39,611,000","-15,382,000","44,442,000","-12,016,000","22,470,000","-244,166,000","115,112,000","54,617,000","-674,480,000","-327,222,000","-322,417,000","-73,096,000","210,837,000",
TotalUnusualItems,"17,813,000","-147,728,000","-276,904,000","-62,404,000","39,611,000","-15,382,000","44,442,000","-12,016,000","22,470,000","-244,166,000","115,112,000","54,617,000","-674,480,000","-327,222,000","-322,417,000","-73,096,000","210,837,000",
NormalizedEBITDA,"1,511,016,000","1,723,688,000","3,028,942,000","2,011,095,000","1,575,707,000","803,582,000","719,751,000","1,451,742,000","944,546,000","1,716,602,000","1,527,284,000","866,713,000","2,104,905,000","2,479,478,000","2,383,481,000","1,781,662,000","402,526,000","490,618,000"
TaxRateForCalcs,"0.4","0.24","0.18","0.25","0.37","0.3","0.3","0.37","0.3","0.327","0.343","0.212","0.185","0.141","0.208","0.169","0.192","0.209"
TaxEffectOfUnusualItems,"7,125,200","-35,454,720","-49,842,720","-15,601,000","14,656,070","-4,614,600","13,332,600","-4,445,920","6,741,000","-79,875,292.928","39,465,504.608","11,587,181.529","-124,595,774.303","-46,157,797.028","-67,222,884.486","-12,368,024.001","40,425,831.684","0"
