name,ttm,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009
OperatingIncome,"166,441,000","-12,258,000","78,036,000","69,939,000","57,318,000","114,706,000","70,996,000","80,891,000","74,989,000","66,875,817","44,954,586","68,326,291","28,804,396","43,430,153","22,069,542","51,525,548","17,569,226","16,647,235","9,603,544","39,200,883","19,600,201","14,854,852","8,218,899","30,507,800","13,666,563","14,395,956","11,893,312","24,439,890","6,666,773","6,257,015","3,069,471","16,673,390","5,977,637","6,320,639","1,165,514","10,159,068","3,306,040","8,161,377","2,439,965","11,752,253","3,220,451","2,623,191","2,486,205"
NetNonOperatingInterestIncomeExpense,"61,171,000","15,573,000","16,956,000","15,679,000","12,963,000","4,538,000","9,448,000","15,302,000","12,698,000","9,714,115","4,342,932","6,664,628","2,476,173","1,613,805","92,614","1,781,870","1,500,379","2,297,271","1,928,901","3,048,058","2,959,326","3,095,269","2,651,732","2,620,194","2,435,173","2,799,092","2,483,284","2,647,613","1,508,274","1,432,391","1,547,025","1,447,465","916,564","909,394","729,388","993,452","867,692","773,322","352,001","54,916","106,833","53,752","126,627"
	InterestIncomeNonOperating,"72,991,000","19,430,000","19,691,000","17,783,000","16,087,000","10,285,000","13,507,000","19,259,000","16,563,000","13,353,106","8,249,392","10,534,422","7,701,257","6,411,619","3,884,150","4,449,108","3,388,352","4,184,001","3,809,519","4,927,453","4,811,906","4,967,407","4,400,938","4,507,287","2,738,024","2,799,092","2,483,284","2,647,613","1,508,274","1,432,391","1,547,025","1,447,465","916,564","909,394","729,388","993,452","867,692","773,592","367,513","73,646","131,533","94,395","126,627"
	InterestExpenseNonOperating,"11,820,000","3,857,000","2,735,000","2,104,000","3,124,000","5,747,000","4,059,000","3,957,000","3,865,000","3,638,991","3,906,460","3,869,794","5,225,084","4,797,814","3,791,536","2,667,238","1,887,973","1,886,730","1,880,618","1,879,395","1,852,580","1,872,138","1,749,206","1,887,093","302,851",,,,,,,,,"0","0","0",,"270","15,512","18,730","24,700","40,643","0"
OtherIncomeExpense,"-278,265,000","-36,451,000","-50,140,000","-109,749,000","-81,925,000","17,459,000","57,559,000","-355,000","-1,027,000","3,229,554","3,499,045","2,017,878","6,088,411","-2,146,279","-4,431,371","21,590,569","-15,092","382,672","702,749","39,096,736","1,434,624","-2,657,183","693,381","1,437,803","-282,110","-364,881","1,812","-272,148","1,086,549","-709,575","1,823,454","309,364","-1,241,112","1,427,469","-177,216","1,380,430","1,388,233","97,444","66,017","5,684","-26,628","238","-5,908"
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,"-100,945","681,000","685,797",,"199,000","1,003,000",,,"0","52,958","18,089","279,031",,,,,,,,,,,,,,
	SpecialIncomeCharges,"-182,968,000","-31,772,000","-46,408,000","-54,194,000","-50,594,000","-7,247,000","-41,131,000","0","-9,713,000","0","-1,870,850","0","-699,748","-2,093,599","-3,769,650","-2,211,642",,"0","377,126","42,496,056",,,,,,"0",,,,"-594,162","0","309,364","-1,241,112","1,427,469","-177,216","1,380,430","1,388,233","91,015","66,017","5,684","-26,628","238","-5,908"
		ImpairmentOfCapitalAssets,"28,998,000","28,998,000",,,,"0","0",,,"0","357,762",,,,,,,,,,,,,,,,,,,"0","0","0",,"235,397","0","139,660",,,,"0",,,
		WriteOff,"153,970,000","2,774,000","46,408,000","54,194,000","50,594,000","7,247,000","41,131,000","0","9,713,000","0","1,513,088","0","699,748","2,093,599","3,769,650","2,211,642",,"0","0","7,503,944",,,,,,"0",,,,"594,162",,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-309,364",,"-1,662,866","177,216","-1,520,090",,,,"-5,684",,,
		GainOnSaleOfBusiness,,,,,,,,,,,,,,"0","0",,,"0","377,126","50,000,000",,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-95,297,000","-4,679,000","-3,732,000","-55,555,000","-31,331,000","24,706,000","98,690,000","-355,000","8,686,000","3,229,554","5,369,895","2,017,878","6,788,159","-52,680","-661,721","23,802,211","-15,092","483,617","-355,377","-4,085,117","1,434,624","-2,856,183","-309,619","1,437,803","-282,110","-364,881","-51,146","-290,237","807,518","-115,413","1,823,454",,,,,,,,,,,,
PretaxIncome,"-50,653,000","-33,136,000","44,852,000","-24,131,000","-11,644,000","136,703,000","138,003,000","95,838,000","86,660,000","79,819,486","52,796,563","77,008,797","37,368,980","42,897,679","17,730,785","74,897,987","19,054,513","19,327,178","12,235,194","81,345,677","23,994,151","15,292,938","11,564,012","34,565,797","15,819,626","16,830,167","14,378,408","26,815,355","9,261,596","6,979,831","6,439,950","18,430,219","5,691,158","8,444,232","1,717,686","12,610,539","5,697,646","9,032,143","2,857,983","11,812,853","3,300,656","2,677,181","2,606,924"
TaxProvision,"69,328,000","63,592,000","16,611,000","-8,116,000","-2,759,000","33,236,000","10,404,000","15,532,000","17,332,000","8,711,295","11,388,652","16,158,324","8,395,454","8,937,160","3,053,243","17,597,079","4,478,207","8,229,596","2,620,266","17,834,656","4,798,226","1,129,266","428,934","5,362,735","2,447,606","120,557","1,869,194","3,485,970","1,204,033","131,745","841,338","2,388,159","739,850","862,055","275,839","1,896,932","1,121,624","656,545","296,275","1,327,760","347,510","234,070","232,187"
EarningsFromEquityInterestNetOfTax,"-7,670,000","-1,775,000","-3,206,000","-1,358,000","-1,331,000","-5,114,000","-3,934,000","-4,081,000","-3,057,000","-2,639,761","-1,790,499","-1,964,530","-1,282,804","-1,834,212","-2,351,086","-2,168,346","-1,671,787","-342,325","-47,910","-18,741","-254,280","-423,225","-196,853","-81,112","-28,621",,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"-110,195,000","-90,074,000","28,177,000","-14,400,000","-7,304,000","99,612,000","123,834,000","76,990,000","66,800,000","69,538,662","40,661,837","59,451,004","28,788,433","34,278,138","13,625,461","55,740,267","13,236,146","10,859,230","9,584,610","63,481,058","18,953,620","13,729,221","10,959,062","29,117,965","13,350,327","16,709,610","12,509,214","23,329,385","8,057,563","6,848,086","5,598,612","16,042,060","4,951,308","7,582,177","1,441,847","10,713,607","4,576,022","8,446,272","2,349,037","10,503,531","2,742,310","2,417,158","2,400,690"
	NetIncome,"-110,195,000","-90,074,000","28,177,000","-14,400,000","-7,304,000","99,612,000","123,834,000","76,990,000","66,800,000","69,538,662","40,661,837","59,451,004","28,788,433","34,278,138","13,625,461","55,740,267","13,236,146","10,859,230","9,584,610","63,481,058","18,953,620","13,729,221","10,959,062","29,117,965","13,350,327","16,709,610","12,509,214","23,329,385","8,057,563","6,848,086","5,598,612","16,042,060","4,951,308","7,582,177","1,441,847","10,713,607","4,576,022","8,446,272","2,349,037","10,503,531","2,742,310","2,417,158","2,400,690"
		NetIncomeIncludingNoncontrollingInterests,"-127,651,000","-98,503,000","25,035,000","-17,373,000","-10,216,000","98,353,000","123,665,000","76,225,000","66,271,000","68,468,430","39,617,412","58,885,943","27,690,722","32,126,307","12,326,456","55,132,562","12,904,519","10,755,257","9,567,018","63,492,280","18,941,645","13,740,447","10,938,225","29,121,950","13,343,399","16,709,610","12,509,214","23,329,385","8,057,563","6,848,086","5,598,612","16,042,060","4,951,308","7,582,177","1,441,847","10,713,607","4,576,022","8,446,272","2,349,037","10,503,531","2,742,310","2,417,158","2,400,690"
			NetIncomeContinuousOperations,"-127,651,000","-98,503,000","25,035,000","-17,373,000","-10,216,000","98,353,000","123,665,000","76,225,000","66,271,000","68,468,430","39,617,412","58,885,943","27,690,722","32,126,307","12,326,456","55,132,562","12,904,519","10,755,257","9,567,018","63,492,280","18,941,645","13,740,447","10,938,225","29,121,950","13,343,399","16,709,610","12,509,214","23,329,385","8,057,563","6,848,086","5,598,612","16,042,060","4,951,308","7,582,177","1,441,847","10,713,607","4,576,022","8,375,598","2,561,708","10,485,093","2,953,146","2,443,111","2,374,737"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","70,674","-212,671","18,438","-210,836",,"25,953"
		MinorityInterests,"17,456,000","8,429,000","3,142,000","2,973,000","2,912,000","1,259,000","169,000","765,000","529,000","1,070,232","1,044,425","565,061","1,097,711","2,151,831","1,299,005","607,705","331,627","103,973","17,592","-11,222","11,975","-11,226","20,837","-3,985","6,928",,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-110,195,000","-90,074,000","28,177,000","-14,400,000","-7,304,000","99,774,000","123,834,000","76,990,000","66,800,000","72,003,466","40,661,837","59,451,004","28,788,433","41,817,916","13,625,461","55,740,267","13,236,146","18,358,553","9,584,610","63,481,058","18,953,620","13,729,221","10,959,062","29,117,965","13,350,327","16,709,610","12,509,214","23,329,385","8,057,563","6,848,086","5,598,612","16,042,060","4,951,308","7,582,177","1,441,847","10,713,607","4,576,022","8,446,272","2,349,037","10,503,531","2,742,310","2,417,158","2,400,690"
BasicEPS,,"-0.15","0.047","-0.023","-0.013","0.173","0.217","0.137","0.117","0.127","0.077","0.113","0.057","0.067","0.027","0.113","0.027","0.023","0.02","0.133","0.04","0.03","0.023","0.06","0.027","0.037","0.027","0.05","0.017","0.013","0.013","0.033","0.01",,"0.003","0.023","0.01",,"0.007","0.027","0.007",,"0.007"
DilutedEPS,,"-0.15","0.047","-0.023","-0.013","0.167","0.207","0.127","0.11","0.117","0.07","0.103","0.053","0.06","0.027","0.103","0.027","0.02","0.02","0.12","0.037","0.027","0.023","0.057","0.027","0.033","0.027","0.05","0.017","0.013","0.013","0.033","0.01",,"0.003","0.023","0.01",,"0.007","0.027","0.007",,"0.007"
BasicAverageShares,,"597,347,567","595,724,944","593,880,168","591,539,424","573,119,226","570,993,480","568,507,489","567,108,962","555,553,000","533,699,955","517,218,548","494,203,000","490,320,432","488,557,570","486,475,386","485,296,595","482,080,138","480,067,309","479,695,173","479,483,627","477,257,666","475,877,093","474,292,598","473,205,437","471,868,341","471,074,842","469,466,691","468,360,447","468,360,447","467,243,447","466,163,888","464,874,131",,"464,874,131","460,516,829","457,800,000",,"405,138,461","360,000,000","360,000,000",,"360,000,000"
DilutedAverageShares,,"597,347,567","621,423,834","593,880,168","591,539,424","602,073,042","598,968,410","601,328,800","601,343,231","591,346,232","581,624,623","579,453,543","575,605,722","570,392,271","517,078,014","564,592,499","508,607,042","504,555,800","495,811,893","547,818,842","548,428,587","492,469,745","494,539,412","543,402,493","484,803,423","484,406,697","484,275,605","479,391,887","475,423,663","469,575,293","468,345,599","468,933,438","469,842,718",,"467,619,448","467,769,889","466,296,853",,"420,961,998","376,160,159","375,000,000",,"375,000,000"
TotalOperatingIncomeAsReported,"137,443,000","-41,256,000","78,036,000","69,939,000","57,318,000","114,706,000","70,996,000","80,891,000","74,989,000","66,875,817","44,596,824","68,326,291","28,804,396","43,430,153","22,069,542","51,525,548","17,569,226","16,647,235","9,603,544","39,200,883","19,600,201","14,854,852","8,218,899","30,507,800","13,666,563","14,395,956","11,893,312","24,439,890","6,666,773","5,662,853","3,069,471","16,673,390","6,015,706","6,107,369","1,165,514","10,096,997","3,441,721","8,161,377","2,439,965","11,752,253","3,220,451","2,623,191","2,486,205"
TotalExpenses,"3,106,867,000","869,940,000","784,321,000","866,687,000","645,452,000","611,855,000","514,995,000","618,892,000","475,660,000","437,221,884","388,310,582","387,423,602","293,098,826","272,900,627","238,482,958","219,595,739","177,525,862","158,401,439","132,579,615","134,129,099","109,786,761","108,349,699","91,149,391","91,863,091","75,359,274","72,602,797","61,636,391","67,528,471","54,731,615","53,390,801","45,835,381","51,390,362","43,337,038","45,894,917","39,486,165","41,270,934","29,916,395","25,492,156","21,620,636","20,696,364","17,205,097","17,701,662","13,799,460"
NetIncomeFromContinuingAndDiscontinuedOperation,"-110,195,000","-90,074,000","28,177,000","-14,400,000","-7,304,000","99,612,000","123,834,000","76,990,000","66,800,000","69,538,662","40,661,837","59,451,004","28,788,433","34,278,138","13,625,461","55,740,267","13,236,146","10,859,230","9,584,610","63,481,058","18,953,620","13,729,221","10,959,062","29,117,965","13,350,327","16,709,610","12,509,214","23,329,385","8,057,563","6,848,086","5,598,612","16,042,060","4,951,308","7,582,177","1,441,847","10,713,607","4,576,022","8,446,272","2,349,037","10,503,531","2,742,310","2,417,158","2,400,690"
NormalizedIncome,"-414,200","-71,010,800","57,397,733.256","21,566,885.334","31,301,950.704","105,097,068.718","161,864,147.671","76,990,000","74,570,400","69,538,662","42,129,129.299","59,451,004","29,330,973.012","35,935,563.536","16,745,976.882","57,432,289.708","13,236,146","10,934,938.75","8,753,090.262","29,766,622.595","18,953,620","13,544,915.621","9,993,265.421","29,117,965","13,350,327","16,709,610","12,463,140.544","23,313,647.552","7,814,806.799","7,431,033.134","5,598,612","15,772,782.904","6,031,075.558","6,300,435.496","1,590,604.315","9,540,827.271","3,461,072.993","8,291,198.865","2,502,534.703","10,480,047.879","2,976,970.468","2,442,893.809","2,380,118.801"
InterestIncome,"72,991,000","19,430,000","19,691,000","17,783,000","16,087,000","10,285,000","13,507,000","19,259,000","16,563,000","13,353,106","8,249,392","10,534,422","7,701,257","6,411,619","3,884,150","4,449,108","3,388,352","4,184,001","3,809,519","4,927,453","4,811,906","4,967,407","4,400,938","4,507,287","2,738,024","2,799,092","2,483,284","2,647,613","1,508,274","1,432,391","1,547,025","1,447,465","916,564","909,394","729,388","993,452","867,692","773,592","367,513","73,646","131,533","94,395","126,627"
InterestExpense,"11,820,000","3,857,000","2,735,000","2,104,000","3,124,000","5,747,000","4,059,000","3,957,000","3,865,000","3,638,991","3,906,460","3,869,794","5,225,084","4,797,814","3,791,536","2,667,238","1,887,973","1,886,730","1,880,618","1,879,395","1,852,580","1,872,138","1,749,206","1,887,093","302,851",,,,,,,,,"0","0","0",,"270","15,512","18,730","24,700","40,643","0"
NetInterestIncome,"61,171,000","15,573,000","16,956,000","15,679,000","12,963,000","4,538,000","9,448,000","15,302,000","12,698,000","9,714,115","4,342,932","6,664,628","2,476,173","1,613,805","92,614","1,781,870","1,500,379","2,297,271","1,928,901","3,048,058","2,959,326","3,095,269","2,651,732","2,620,194","2,435,173","2,799,092","2,483,284","2,647,613","1,508,274","1,432,391","1,547,025","1,447,465","916,564","909,394","729,388","993,452","867,692","773,322","352,001","54,916","106,833","53,752","126,627"
EBIT,"-38,833,000","-29,279,000","47,587,000","-22,027,000","-8,520,000","142,450,000","142,062,000","99,795,000","90,525,000","83,458,477","56,703,023","80,878,591","42,594,064","47,695,493","21,522,321","77,565,225","20,942,486","21,213,908","14,115,812","83,225,072","25,846,731","17,165,076","13,313,218","36,452,890","16,122,477","14,395,956","11,893,312","24,439,890","6,666,773","11,782,591","3,069,471","16,673,390","5,977,637","8,444,232","1,717,686","12,610,539","3,306,040","9,032,413","2,873,495","11,831,583","3,325,356","2,717,824","2,606,924"
EBITDA,"-38,833,000"
ReconciledCostOfRevenue,"1,468,569,000","405,882,000","385,122,000","418,803,000","316,875,000","306,174,000","267,633,000","329,565,000","261,082,000","246,679,935","221,101,762","244,929,963","169,604,423","158,092,034","131,868,712","131,879,033","100,487,209","88,774,459","73,434,709","80,454,749","60,970,912","59,185,331","48,956,572","53,237,815","41,694,239","40,767,443","35,862,040","42,993,981","31,919,652","31,388,999","26,737,436","31,845,082","25,777,133","28,510,837","23,660,238","25,276,793","18,139,350","16,164,293","14,045,222","14,146,228","11,787,095","12,501,756","9,079,193"
NetIncomeFromContinuingOperationNetMinorityInterest,"-110,195,000","-90,074,000","28,177,000","-14,400,000","-7,304,000","99,612,000","123,834,000","76,990,000","66,800,000","69,538,662","40,661,837","59,451,004","28,788,433","34,278,138","13,625,461","55,740,267","13,236,146","10,859,230","9,584,610","63,481,058","18,953,620","13,729,221","10,959,062","29,117,965","13,350,327","16,709,610","12,509,214","23,329,385","8,057,563","6,848,086","5,598,612","16,042,060","4,951,308","7,582,177","1,441,847","10,713,607","4,576,022","8,375,598","2,561,708","10,485,093","2,953,146","2,443,111","2,374,737"
TotalUnusualItemsExcludingGoodwill,"-182,968,000","-31,772,000","-46,408,000","-54,194,000","-50,594,000","-7,247,000","-41,131,000","0","-9,713,000","0","-1,870,850","0","-699,748","-2,093,599","-3,769,650","-2,211,642",,"-100,945","1,058,126","43,181,853",,"199,000","1,003,000",,,"0","52,958","18,089","279,031","-594,162","0","309,364","-1,241,112","1,427,469","-177,216","1,380,430","1,388,233","91,015","66,017","5,684","-26,628","238","-5,908"
TotalUnusualItems,"-182,968,000","-31,772,000","-46,408,000","-54,194,000","-50,594,000","-7,247,000","-41,131,000","0","-9,713,000","0","-1,870,850","0","-699,748","-2,093,599","-3,769,650","-2,211,642",,"-100,945","1,058,126","43,181,853",,"199,000","1,003,000",,,"0","52,958","18,089","279,031","-594,162","0","309,364","-1,241,112","1,427,469","-177,216","1,380,430","1,388,233","91,015","66,017","5,684","-26,628","238","-5,908"
NormalizedEBITDA,"144,135,000","2,493,000","93,995,000","32,167,000","42,074,000","149,697,000","183,193,000","99,795,000","100,238,000","83,458,477","58,573,873","80,878,591","43,293,812","49,789,092","25,291,971","79,776,867","20,942,486","21,314,853","13,057,686","40,043,219","25,846,731","16,966,076","12,310,218","36,452,890","16,122,477","14,395,956","11,840,354","24,421,801","6,387,742","12,376,753","3,069,471","16,364,026","7,218,749","7,016,763","1,894,902","11,230,109","1,917,807","8,941,398","2,807,478","11,825,899","3,351,984","2,717,586","2,612,832"
TaxRateForCalcs,"0.4","0.4","0.37","0.336","0.237","0.243","0.075","0.162","0.2","0.109","0.216","0.21","0.225","0.208","0.172","0.235","0.235","0.25","0.214","0.219","0.2","0.074","0.037","0.155","0.155","0.007","0.13","0.13","0.13","0.019","0.131","0.13","0.13","0.102","0.161","0.15","0.197","0.073","0.104","0.112","0.105","0.087","0.089"
TaxEffectOfUnusualItems,"-73,187,200","-12,708,800","-17,187,266.744","-18,227,114.666","-11,988,049.296","-1,761,931.282","-3,100,852.329","0","-1,942,600","0","-403,557.701","0","-157,207.988","-436,173.464","-649,134.118","-519,619.292","0","-25,236.25","226,606.262","9,467,417.595","0","14,694.621","37,203.421","0","0","0","6,884.544","2,351.552","36,274.799","-11,214.866","0","40,086.904","-161,344.442","145,727.496","-28,458.685","207,650.271","273,283.993","6,615.865","6,843.703","638.879","-2,803.532","20.809","-526.199"
