name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,12/31/2005
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,"0","0","76,089,000","40,039,000","30,069,000","33,150,000",,"16,420,000","0","0","0","47,579,000","28,793,000","0","28,962,000","76,957,000","42,716,000","2,551,000","0","18,316,000","29,284,000","5,800,000",,,"0","6,983,000","44,750,000","17,797,000","13,502,000","3,625,000","82,000","82,000","82,000","3,006,000"
		AssetsHeldForSaleCurrent,,,"930,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"1,241,000,000","6,000,000","201,000,000","12,000,000","1,000,000","484,000,000",,"173,000,000","23,000,000","0","4,000,000","135,000,000","55,000,000","3,551,000","119,175,000","230,779,000","527,769,000","652,498,000","581,436,000","351,360,000","495,803,000","490,351,000","41,859,000","0","1,358,000","590,000","872,000","17,359,000","7,201,000","35,942,000","35,793,000","126,723,000","0","1,698,000","145,671,000","4,958,000","0","6,855,000",,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,405,000",,,,"11,965,000",,,"2,122,000","1,658,000","81,000","64,000","6,013,000",
	TotalNonCurrentAssets,"11,354,000,000","23,677,000,000","24,115,000,000","24,618,000,000","25,141,000,000","24,885,000,000","24,182,000,000","13,843,000,000","13,662,000,000","13,140,000,000","12,947,000,000","12,287,000,000","11,966,000,000","11,572,832,000","9,851,824,000","9,789,627,000","9,897,954,000","11,327,326,000","11,456,881,000","11,252,284,000","11,052,870,000","10,611,567,000","10,267,054,000","9,701,749,000","9,402,737,000","9,070,289,000","8,922,989,000","8,703,974,000","8,416,996,000","8,130,555,000","8,436,149,000","7,243,241,000","6,872,118,000","6,438,553,000","5,975,690,000","5,597,591,000","5,323,206,000","5,037,861,000","3,302,999,000","3,223,601,000","3,054,717,000","2,953,827,000","2,642,603,000","2,597,520,000","2,576,567,000","2,536,420,000","2,462,152,000","1,488,370,000","1,432,487,000","1,398,787,000","1,372,514,000","1,342,351,000","1,332,787,000","1,326,307,000","173,193,000"
		NetPPE,"10,911,000,000","21,327,000,000","21,428,000,000","22,216,000,000","22,771,000,000","22,313,000,000","21,895,000,000","13,791,000,000","13,611,000,000","13,041,000,000","12,819,000,000","12,040,000,000","11,829,000,000","11,302,433,000","9,547,031,000","9,566,444,000","9,569,890,000","10,976,947,000","11,162,275,000","10,976,436,000","10,688,585,000","10,206,014,000","10,065,668,000","9,564,012,000","9,283,661,000","8,946,048,000","8,787,910,000","8,548,822,000","8,282,035,000","7,993,424,000","8,280,312,000","6,991,379,000","6,746,769,000","6,290,118,000","5,745,617,000","5,449,287,000","5,193,536,000","4,913,787,000","3,195,898,000","3,083,702,000","2,951,736,000","2,856,289,000","2,528,172,000","2,487,166,000","2,448,605,000","2,401,404,000","2,349,926,000","1,475,521,000","1,428,940,000","1,394,994,000","1,368,026,000","1,336,916,000","1,327,095,000","1,320,655,000","170,583,000"
			GrossPPE,"27,093,000,000","29,348,000,000","28,905,000,000","33,695,000,000","32,909,000,000","32,014,000,000","31,257,000,000","22,753,000,000","22,269,000,000","21,501,000,000","20,986,000,000","19,944,000,000","19,496,000,000","18,692,277,000","16,950,536,000","16,674,296,000","16,399,960,000","16,024,757,000","15,843,381,000","15,329,451,000","14,741,784,000","13,996,967,000","13,165,714,000","12,397,169,000","11,884,574,000","11,330,156,000","10,963,951,000","10,528,388,000","10,011,434,000","9,558,740,000","9,822,368,000","8,379,559,000","7,996,728,000","7,406,663,000","6,740,878,000","6,330,894,000","5,977,914,000","5,644,296,000","3,888,820,000","3,713,957,000","3,524,298,000","3,373,710,000","2,996,419,000","2,900,418,000","2,806,190,000","2,708,394,000","2,594,101,000","1,685,209,000","1,616,991,000","1,562,103,000","1,511,007,000","1,460,771,000","1,431,493,000","1,404,753,000","184,919,000"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,580,508,000","1,675,163,000","1,607,587,000","1,555,018,000","1,504,113,000","1,454,635,000","1,426,206,000","1,399,218,000","179,688,000"
				MachineryFurnitureEquipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,590,000","77,036,000",,,"50,340,000","44,978,000",,"17,105,000","16,304,000","15,976,000","15,706,000","16,151,000","15,143,000","15,155,000","14,820,000",,,,,,,,,
				OtherProperties,,"563,000,000","408,000,000","374,000,000","350,000,000","308,000,000","277,000,000","235,000,000","246,000,000","234,000,000","232,000,000","234,000,000","209,000,000","215,998,000","181,267,000","183,966,000","182,473,000","178,450,000","160,582,000","146,138,000","132,778,000","129,136,000","117,244,000","116,974,000","116,159,000","114,783,000","111,705,000","105,551,000","103,578,000","103,141,000","97,946,000","99,590,000","77,036,000","59,203,000","53,791,000","50,340,000","44,978,000","28,047,000","3,871,715,000","3,697,653,000","3,508,322,000","3,358,004,000","2,980,268,000","2,885,275,000","2,791,035,000","2,693,574,000","13,593,000","10,046,000","9,404,000","7,085,000","6,894,000","6,136,000","5,287,000","5,535,000","5,231,000"
			AccumulatedDepreciation,"-16,182,000,000","-8,021,000,000","-7,477,000,000","-11,479,000,000","-10,138,000,000","-9,701,000,000","-9,362,000,000","-8,962,000,000","-8,658,000,000","-8,460,000,000","-8,167,000,000","-7,904,000,000","-7,667,000,000","-7,389,844,000","-7,403,505,000","-7,107,852,000","-6,830,070,000","-5,047,810,000","-4,681,106,000","-4,353,015,000","-4,053,199,000","-3,790,953,000","-3,100,046,000","-2,833,157,000","-2,600,913,000","-2,384,108,000","-2,176,041,000","-1,979,566,000","-1,729,399,000","-1,565,316,000","-1,542,056,000","-1,388,180,000","-1,249,959,000","-1,116,545,000","-995,261,000","-881,607,000","-784,378,000","-730,509,000","-692,922,000","-630,255,000","-572,562,000","-517,421,000","-468,247,000","-413,252,000","-357,585,000","-306,990,000","-244,175,000","-209,688,000","-188,051,000","-167,109,000","-142,981,000","-123,855,000","-104,398,000","-84,098,000","-14,336,000"
		GoodwillAndOtherIntangibleAssets,"17,000,000","1,934,000,000","2,158,000,000","2,240,000,000","2,247,000,000","2,243,000,000","2,266,000,000","21,000,000","22,000,000","26,000,000","24,000,000","24,000,000","24,000,000","24,232,000","24,597,000","24,963,000","25,328,000","25,693,000","26,059,000","26,424,000","26,789,000","27,154,000","27,519,000","27,884,000","28,250,000","28,615,000","28,980,000","29,345,000","29,711,000","30,076,000","32,263,000","32,651,000","33,038,000","33,425,000","33,811,000","34,199,000","34,586,000","34,973,000","35,360,000","35,748,000","36,135,000","36,522,000","36,909,000","37,319,000","37,724,000","37,768,000","48,524,000",,,,,,,,
			Goodwill,"0","1,917,000,000","2,141,000,000","2,222,000,000","2,229,000,000","2,224,000,000","2,246,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"17,000,000","17,000,000","17,000,000","18,000,000","18,000,000","19,000,000","20,000,000",,,,,,,,,,,,,,,,,,,,,,,,"32,263,000","32,651,000","33,038,000","33,425,000","33,811,000","34,199,000","34,586,000","34,973,000","35,360,000","35,748,000","36,135,000","36,522,000","36,909,000","37,319,000","37,724,000","37,768,000","48,524,000",,,,,,,,
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
		FinancialAssets,"225,000,000","11,000,000","121,000,000","29,000,000","2,000,000","211,000,000",,,"2,000,000",,"28,000,000","90,000,000","42,000,000","0","0","0","114,072,000","167,038,000","108,894,000","93,843,000","205,250,000","262,349,000","45,016,000","0","269,000","966,000","0","17,955,000","2,908,000","2,769,000","6,560,000","63,029,000","14,000","7,944,000","90,752,000","512,000","0","2,233,000","20,105,000","62,164,000","26,979,000","23,614,000","30,727,000","31,438,000","48,649,000","61,157,000",,,,,,,,,
		NonCurrentDeferredAssets,"6,000,000","7,000,000","8,000,000","9,000,000","9,000,000","10,000,000","11,000,000","12,000,000","12,000,000","13,000,000","14,000,000","15,000,000","10,000,000","10,909,000","12,078,000","13,247,000","14,416,000","15,585,000","60,994,000","63,497,000","65,980,000","68,443,000","70,886,000","73,303,000","69,701,000","73,048,000","76,377,000","79,687,000","74,355,000","77,609,000","80,843,000","72,281,000","72,985,000","65,641,000","68,297,000","70,941,000","49,285,000","52,828,000","19,544,000","20,771,000","19,636,000","20,676,000","21,982,000","13,988,000","14,845,000","15,701,000",,,,,,"5,435,000",,,"1,898,000"
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,435,000",,,"1,898,000"
		NonCurrentPrepaidAssets,,,,,,,,,,"0","0","60,000,000","0","43,000,000","81,250,000",,,,,,,,,,,,"1,964,000",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"195,000,000","398,000,000","400,000,000","124,000,000","112,000,000","108,000,000","10,000,000","19,000,000","15,000,000","60,000,000","62,000,000","58,000,000","61,000,000","192,258,000","186,868,000","184,973,000","174,248,000","142,063,000","98,659,000","92,084,000","66,266,000","47,607,000","57,965,000","36,550,000","20,856,000","21,612,000","27,758,000","28,165,000","27,987,000","26,677,000","36,171,000","83,901,000","19,312,000","41,425,000","37,213,000","42,652,000","45,799,000","34,040,000","32,092,000","21,216,000","20,231,000","16,726,000","24,813,000","27,609,000","26,744,000","20,390,000","63,702,000","12,849,000","3,547,000","3,793,000","4,488,000",,"5,692,000","5,652,000","712,000"
TotalLiabilitiesNetMinorityInterest,"5,235,000,000","6,950,000,000","7,621,000,000","7,519,000,000","8,109,000,000","7,526,000,000","7,978,000,000","4,902,000,000","4,643,000,000","4,817,000,000","4,851,000,000","4,862,000,000","4,787,000,000","4,496,633,000","4,376,051,000","4,997,911,000","5,127,749,000","5,699,325,000","6,393,780,000","6,215,829,000","6,164,797,000","6,519,175,000","5,894,317,000","5,940,329,000","6,116,981,000","5,833,215,000","5,885,988,000","5,644,138,000","5,357,915,000","5,123,241,000","5,550,579,000","4,402,744,000","4,320,886,000","3,868,837,000","3,465,147,000","3,341,782,000","3,290,660,000","2,984,620,000","1,753,053,000","1,681,906,000","1,649,496,000","1,835,657,000","1,508,826,000","1,475,244,000","1,512,483,000","1,490,049,000","1,475,029,000","850,274,000","726,560,000","732,831,000","670,123,000","805,023,000","805,548,000","814,916,000","122,715,000"
	CurrentLiabilities,"1,046,000,000","1,182,000,000","1,340,000,000","1,403,000,000","1,660,000,000","1,356,000,000","1,876,000,000","1,246,000,000","1,109,000,000","1,165,000,000","810,000,000","766,000,000","780,000,000","753,186,000","572,648,000","575,590,000","604,948,000","596,420,000","1,028,654,000","1,099,129,000","1,224,777,000","1,427,193,000","891,342,000","983,297,000","938,604,000","756,868,000","874,284,000","843,109,000","769,788,000","740,086,000","700,168,000","699,085,000","867,811,000","701,477,000","661,686,000","637,109,000","689,010,000","506,989,000","350,145,000","347,648,000","366,566,000","337,014,000","242,233,000","219,431,000","250,505,000","270,818,000","254,546,000","208,751,000","129,633,000","128,642,000","65,733,000","47,839,000","51,778,000","70,501,000","40,346,000"
		PayablesAndAccruedExpenses,"722,000,000","979,000,000","757,000,000","816,000,000","924,000,000","1,131,000,000","875,000,000","631,000,000","525,000,000","704,000,000","552,000,000","601,000,000","619,000,000","648,476,000","460,026,000","408,738,000","411,324,000","580,722,000","515,864,000","719,861,000","850,488,000","1,151,177,000","717,572,000","656,699,000","762,780,000","656,543,000","709,636,000","624,328,000","657,215,000","678,815,000","616,351,000","594,773,000","652,049,000","581,935,000","534,368,000","431,903,000","335,042,000","313,625,000","271,505,000","280,474,000","295,639,000","211,085,000","210,260,000","191,994,000","214,032,000","184,256,000","166,342,000","59,874,000","60,300,000","69,171,000","47,624,000","28,605,000","27,571,000","51,025,000","20,193,000"
			Payables,"340,000,000","321,000,000","286,000,000","310,000,000","319,000,000","303,000,000","327,000,000","277,000,000","218,000,000","226,000,000","171,000,000","155,000,000","174,000,000","160,042,000","133,842,000","129,376,000","144,089,000","182,987,000","212,533,000","247,437,000","184,566,000","258,478,000","224,292,000","245,973,000","233,363,000","191,553,000","231,246,000","182,424,000","141,351,000","193,402,000","160,821,000","163,709,000","189,408,000","169,413,000","150,411,000","135,222,000","88,041,000","98,546,000","48,392,000","37,006,000","45,219,000","46,803,000","54,810,000","48,451,000","47,536,000","30,060,000","20,481,000","6,132,000","4,722,000","16,341,000","10,524,000","4,848,000","10,208,000","19,750,000","5,897,000"
				AccountsPayable,"340,000,000","321,000,000","286,000,000","310,000,000","319,000,000","303,000,000","327,000,000","277,000,000","218,000,000","226,000,000","171,000,000","155,000,000","174,000,000","160,042,000","133,842,000","129,376,000","144,089,000","182,987,000","212,533,000","247,437,000","184,566,000","258,478,000","224,292,000","245,973,000","233,363,000","191,553,000","230,821,000","181,969,000","140,722,000","193,217,000","18,206,000","29,361,000","11,625,000","23,198,000","6,781,000","11,118,000","5,639,000","39,943,000","7,607,000","5,982,000","6,050,000","15,734,000","12,803,000","17,189,000","22,977,000","7,774,000","20,481,000","6,132,000","4,722,000","16,341,000","10,524,000","4,848,000","10,208,000","19,750,000","5,897,000"
				TotalTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,"425,000",,,,,,,,,,,,,,,,"1,475,000",,,,,,,,,,,,
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,"425,000",,,,,,,,,,,,,,,,"1,475,000",,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","455,000","629,000","185,000","227,000","540,000","145,000","154,000","25,000","534,000","400,000","1,197,000",,"852,000",,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"142,388,000","133,808,000","177,783,000","146,061,000","143,605,000","123,570,000","82,002,000","57,406,000","40,785,000","30,172,000","39,169,000","31,069,000","40,532,000","31,262,000","24,559,000","22,286,000",,,,,,,,,
			CurrentAccruedExpenses,"382,000,000","658,000,000","471,000,000","506,000,000","605,000,000","828,000,000","548,000,000","354,000,000","307,000,000","478,000,000","381,000,000","446,000,000","445,000,000","488,434,000","326,184,000","279,362,000","267,235,000","397,735,000","303,331,000","472,424,000","665,922,000","892,699,000","493,280,000","410,726,000","529,417,000","464,990,000","478,390,000","441,904,000","515,864,000","485,413,000","455,530,000","431,064,000","462,641,000","412,522,000","383,957,000","296,681,000","247,001,000","215,079,000","223,113,000","243,468,000","250,420,000","164,282,000","155,450,000","143,543,000","166,496,000","154,196,000","145,861,000","53,742,000","55,578,000","52,830,000","37,100,000","23,757,000","17,363,000","31,275,000","14,296,000"
				InterestPayable,,"60,000,000",,,,"70,000,000",,,,"36,000,000",,,,"31,719,000",,,,"68,925,000",,,,"69,264,000",,,"79,105,000","70,000,000","79,460,000",,"69,045,000","64,304,000","57,009,000","57,106,000","34,106,000","52,733,000","38,435,000",,,,"12,999,000",,"16,258,000",,"1,775,000","2,299,000","410,000",,,,,,,,,,
		CurrentProvisions,,"9,000,000",,,,"11,000,000",,,,"12,000,000",,,,"10,035,000",,,,"8,626,000",,,,"9,146,000",,,"4,982,000","4,481,000","2,674,000",,"2,326,000","3,308,000","3,953,000","8,816,000","7,496,000","7,445,000","6,330,000",,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,257,000",,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,,,"55,000,000","143,000,000","105,000,000","159,000,000","87,000,000",,"72,000,000","116,000,000","68,000,000",,,,,,,,"109,741,000","82,170,000","19,002,000","92,541,000",,,"90,285,000","36,718,000","69,444,000","59,019,000","39,000,000","24,275,000","40,524,000","33,528,000","70,158,000","39,241,000","56,892,000","30,357,000","44,069,000","12,314,000","38,551,000","37,992,000",,"3,415,000","2,810,000","2,628,000","4,431,000","9,434,000","4,697,000","11,396,000","4,743,000","7,651,000","2,000,000","2,500,000","3,444,000","2,358,000","83,000"
			CurrentDebt,,,"55,000,000","143,000,000","105,000,000","159,000,000","87,000,000",,"72,000,000","116,000,000","68,000,000",,,,,,,,"109,741,000","82,170,000","19,002,000","92,541,000",,,"90,285,000","36,718,000","69,444,000","59,019,000","39,000,000","24,275,000","40,524,000","33,528,000","70,158,000","39,241,000","56,892,000","30,357,000","44,069,000",,"38,551,000","37,992,000",,"3,415,000","2,810,000","2,628,000","4,431,000","9,434,000","4,697,000","11,396,000","4,743,000","7,651,000","2,000,000","2,500,000","3,444,000","2,358,000","83,000"
				LineOfCredit,,"0","55,000,000","143,000,000","105,000,000","159,000,000","87,000,000","0","72,000,000","116,000,000","68,000,000",,,,,,,,"109,741,000","82,170,000","19,002,000","92,541,000","0","0","90,285,000","36,718,000","69,444,000","59,019,000","39,000,000","24,275,000","40,524,000",,,"39,241,000","56,892,000",,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,528,000","70,158,000",,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,"197,632,000","115,781,000","166,447,000","162,566,000","2,504,000",,,"0","0","210,000","0","8,566,000","11,402,000","45,076,000",,,"52,521,000","74,399,000","194,224,000",,,"21,623,000",,"0","0","3,300,000","26,504,000","37,205,000",,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,"197,632,000","115,781,000","166,447,000","162,566,000","2,504,000",,,"0","0","210,000","0","8,566,000","11,402,000","45,076,000",,,"52,521,000",,,,,"3,530,000",,"0","0","3,300,000","26,504,000","37,205,000",,,,,,,,,
		OtherCurrentLiabilities,"324,000,000","194,000,000","528,000,000","444,000,000","631,000,000","55,000,000","914,000,000","615,000,000","512,000,000","333,000,000","190,000,000","165,000,000","161,000,000","94,675,000","112,622,000","166,852,000","193,624,000","7,072,000","205,417,000","181,317,000","188,840,000","11,763,000","171,266,000","326,598,000","80,557,000","59,126,000","92,530,000","159,552,000","71,247,000","25,122,000","15,681,000","16,892,000","138,108,000","72,856,000","11,575,000","174,849,000","309,899,000","181,050,000","40,089,000","7,559,000","70,927,000","122,514,000","29,163,000","21,509,000","5,538,000","39,923,000","83,507,000","137,481,000","64,590,000","51,820,000","16,109,000","16,734,000","20,763,000","17,118,000","20,070,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"4,189,000,000","5,768,000,000","6,281,000,000","6,116,000,000","6,449,000,000","6,170,000,000","6,102,000,000","3,656,000,000","3,534,000,000","3,652,000,000","4,041,000,000","4,096,000,000","4,007,000,000","3,743,447,000","3,803,403,000","4,422,321,000","4,522,801,000","5,102,905,000","5,365,126,000","5,116,700,000","4,940,020,000","5,091,982,000","5,002,975,000","4,957,032,000","5,178,377,000","5,076,347,000","5,011,704,000","4,801,029,000","4,588,127,000","4,383,155,000","4,850,411,000","3,703,659,000","3,453,075,000","3,167,360,000","2,803,461,000","2,704,673,000","2,601,650,000","2,477,631,000","1,402,908,000","1,334,258,000","1,282,930,000","1,498,643,000","1,266,593,000","1,255,813,000","1,261,978,000","1,219,231,000","1,220,483,000","641,523,000","596,927,000","604,189,000","604,390,000","757,184,000","753,770,000","744,415,000","82,369,000"
		LongTermProvisions,"146,000,000","152,000,000","149,000,000","193,000,000","195,000,000","168,000,000","165,000,000","136,000,000","144,000,000","172,000,000","147,000,000","143,000,000","141,000,000","140,965,000","145,950,000","144,103,000","142,758,000","140,344,000","133,168,000","140,563,000","139,432,000","136,477,000","102,910,000","99,085,000","99,552,000","97,185,000","96,756,000","94,417,000","87,026,000","83,382,000","98,904,000","59,700,000","56,388,000","52,670,000","41,583,000","39,427,000","37,058,000","36,574,000",,"20,335,000",,,,,,,,,,,,,,,
