name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
		CurrentDeferredLiabilities,"6,683,000","5,244,000","22,523,000","14,456,000","12,145,000","7,148,000","5,159,000","4,479,000"
			CurrentDeferredRevenue,"6,683,000","5,244,000","22,523,000","14,456,000","12,145,000","7,148,000","5,125,000","4,463,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,007,432,000","245,497,000","265,832,000","453,169,000","239,949,000","209,140,000","216,320,000","133,272,000"
		LongTermProvisions,,"37,295,000","26,779,000","20,319,000","16,346,000","13,727,000","9,891,000","7,742,000"
		LongTermDebtAndCapitalLeaseObligation,"986,875,000","141,834,000","185,562,000","387,243,000","176,323,000","150,753,000","158,200,000","81,668,000"
			LongTermDebt,"142,606,000","141,834,000","185,562,000","387,243,000","176,323,000","150,753,000","158,200,000","81,668,000"
			LongTermCapitalLeaseObligation,"844,269,000",,,,,,,
		NonCurrentDeferredLiabilities,"18,378,000","63,818,000","52,788,000","45,015,000","46,798,000","44,257,000","47,892,000","43,701,000"
			NonCurrentDeferredTaxesLiabilities,"18,378,000","26,838,000","27,218,000","28,265,000","33,724,000","33,232,000","39,408,000","37,328,000"
		OtherNonCurrentLiabilities,"2,179,000","2,550,000","703,000","592,000","482,000","403,000","337,000","161,000"
TotalEquityGrossMinorityInterest,"764,336,000","584,309,000","442,860,000","134,283,000","312,365,000","282,236,000","264,132,000","275,186,000"
	StockholdersEquity,"764,336,000","584,309,000","442,860,000","134,283,000","312,365,000","282,236,000","264,132,000","275,186,000"
		CapitalStock,"101,000","98,000","96,000","83,000","0","0","0","0"
			PreferredStock,"0","0","0","0",,,,
			CommonStock,"101,000","98,000","96,000","83,000","0","0","0","0"
		AdditionalPaidInCapital,"370,413,000","340,462,000","323,419,000","117,270,000","264,371,000","261,092,000","258,100,000","258,997,000"
		RetainedEarnings,"394,015,000","243,563,000","119,550,000","16,754,000","48,094,000","21,287,000","6,189,000","16,189,000"
		GainsLossesNotAffectingRetainedEarnings,"-193,000","186,000","-205,000","176,000","-100,000","-143,000","-157,000","0"
TotalCapitalization,"906,942,000","726,143,000","628,422,000","521,526,000","488,688,000","432,989,000","422,332,000","356,854,000"
CommonStockEquity,"764,336,000","584,309,000","442,860,000","134,283,000","312,365,000","282,236,000","264,132,000","275,186,000"
CapitalLeaseObligations,"918,861,000",,,,,,"0","135,000"
NetTangibleAssets,"427,590,000","247,532,000","106,051,000","-202,558,000","-24,508,000","-54,964,000","-73,424,000","-62,411,000"
WorkingCapital,"148,945,000","155,173,000","143,912,000","92,501,000","108,616,000","77,189,000","93,844,000","42,738,000"
InvestedCapital,"906,942,000","729,643,000","631,922,000","525,026,000","489,955,000","434,656,000","423,799,000","365,729,000"
TangibleBookValue,"427,590,000","247,532,000","106,051,000","-202,558,000","-24,508,000","-54,964,000","-73,424,000","-62,411,000"
TotalDebt,"1,061,467,000","145,334,000","189,062,000","390,743,000","177,590,000","152,420,000","159,667,000","90,678,000"
NetDebt,"115,569,000","144,690,000","188,506,000","390,292,000","177,272,000","152,141,000","159,492,000","90,371,000"
ShareIssued,"101,457,858","97,588,539","95,509,179","92,358,577","92,358,577","92,358,577","92,358,577","92,358,577"
OrdinarySharesNumber,"101,457,858","97,588,539","95,509,179","92,358,577","92,358,577","92,358,577","92,358,577","92,358,577"
