name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,09/30/1997,06/30/1997,03/31/1997,03/31/1994
			OtherGandA,,,,,,"60,073,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"211,069,421.612","11,336,779.989",,"13,227,794.978",,"11,430,210.045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,"1,449,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"933,186,000","223,000,000","279,330,000","188,624,000","242,232,000","238,144,000","292,440,000","230,000,000","173,604,000","167,000,000","167,114,000","170,000,000","167,000,000","144,000,000","-21,839,638.752","264,258,093.366","121,349,802.279","113,321,949.932","-43,121,344.89","134,092,480.908","120,745,619.473","186,600,809.291","211,016,337.852","171,645,640.2","205,404,298.611","202,580,559.797","177,460,237.642","253,102,007.44","180,671,608.96","216,165,337.23","205,168,259.083","277,561,696.984","193,871,206.959","226,822,469.002","219,893,843.901","171,868,541.602","212,006,228.855","214,461,378.885","207,161,360.143","282,958,256.525","217,407,037.318","230,919,449.826","292,619,032.864","200,731,439.799","210,803,800.211","183,587,319.688",,"183,546,932.725","225,935,515.914","32,211,570.076","879,305,286.879","31,914,835.019","28,017,353.879","23,848,662.998","26,331,325.369","27,140,481.145","25,113,752.086","21,287,963.891","52,484,782.167","23,097,203.79","16,180,180.615","15,144,741.822","53,809,194.487","15,112,918.67","13,430,938.399","14,498,808.456","77,494,040.935","13,433,809.676","35,770,487.726","11,321,085.499","672,680,889.808","7,072,494.724","10,628,221.102","12,201,766.393","85,062,405.255","7,474,938.572","11,907,137.336","13,657,432.278","797,393,080.546","336,258,300.255","175,193,092.781","196,252,817.893","698,911,838.236","14,602,794.869","2,723,772.802","7,833,018.177",,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"933,186,000","223,000,000","279,330,000","188,624,000","242,232,000","238,144,000","292,440,000","230,000,000","173,604,000","167,000,000","167,114,000","170,000,000","167,000,000","144,000,000","-21,839,638.752","264,258,093.366","121,349,802.279","113,321,949.932","-43,121,344.89","134,092,480.908","120,745,619.473","186,600,809.291","211,016,337.852","171,645,640.2","205,404,298.611","202,580,559.797","177,460,237.642","253,102,007.44","180,671,608.96","216,165,337.23","205,168,259.083","277,561,696.984","193,871,206.959","226,822,469.002","219,893,843.901","171,868,541.602","212,006,228.855","214,461,378.885","207,161,360.143","282,958,256.525","217,407,037.318","230,919,449.826","292,619,032.864","200,731,439.799","210,803,800.211","183,587,319.688",,"183,546,932.725","225,935,515.914","32,211,570.076","879,305,286.879","31,914,835.019","28,017,353.879","23,848,662.998","26,331,325.369","27,140,481.145","25,113,752.086","21,287,963.891","52,484,782.167","23,097,203.79","16,180,180.615","15,144,741.822","53,809,194.487","15,112,918.67","13,430,938.399","14,498,808.456","77,494,040.935","13,433,809.676","35,770,487.726","11,321,085.499","672,680,889.808","7,072,494.724","10,628,221.102","12,201,766.393","85,062,405.255","7,474,938.572","11,907,137.336","13,657,432.278","797,393,080.546","336,258,300.255","175,193,092.781","196,252,817.893","698,911,838.236","14,602,794.869","2,723,772.802","7,833,018.177",,,,,,,,
			DepreciationIncomeStatement,,,,,,"117,621,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"679,394,503.642","336,258,300.255","175,193,092.781","196,252,817.893","698,911,838.236","14,602,794.869","2,723,772.802","7,833,018.177",,,,,,,,
			Amortization,,,,,,"120,523,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,211,570.076","34,183,637.821","31,914,835.019","28,017,353.879","23,848,662.998","26,331,325.369","27,140,481.145","25,113,752.086","21,287,963.891","52,484,782.167","23,097,203.79","16,180,180.615","15,144,741.822","53,809,194.487","15,112,918.67","13,430,938.399","14,498,808.456","77,494,040.935","13,433,809.676","35,770,487.726","11,321,085.499","672,680,889.808","7,072,494.724","10,628,221.102","12,201,766.393","85,062,405.255","7,474,938.572","11,907,137.336","13,657,432.278",,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,"120,523,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,211,570.076","34,183,637.821","31,914,835.019","28,017,353.879","23,848,662.998","26,331,325.369","27,140,481.145","25,113,752.086","21,287,963.891","52,484,782.167","23,097,203.79","16,180,180.615","15,144,741.822","53,809,194.487","15,112,918.67","13,430,938.399","14,498,808.456","77,494,040.935","13,433,809.676","35,770,487.726","11,321,085.499","672,680,889.808","7,072,494.724","10,628,221.102","12,201,766.393","85,062,405.255","7,474,938.572","11,907,137.336","13,657,432.278",,,,,,,,,,,,,,,,
	OtherTaxes,,,,,,"9,203,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"-1,086,043,000","72,000,000","-1,194,066,000","438,111,000","-261,168,000","-114,023,000","-740,518,000","-89,000,000","-30,542,000","62,000,000","-715,247,000","-5,000,000","-18,000,000","45,000,000","-701,166,328.958","552,246,013.245","-27,857,939.986","101,074,149.939","-827,028,291.723","-35,526,280.033","-53,381,203.285","39,272,999.851","-832,026,267.053","74,946,500.023","7,858,899.601","127,177,959.873","-963,879,177.42","157,541,028.492","-289,180,365.145","110,734,496.858","-474,930,145.385","-524,605,936.278","238,873,626.367","257,696,068.866",,"9,275,089.656","-61,892,229.67","-17,504,689.909","1,137,677,558.29","-35,341,001.619","-14,764,660.735","-13,439,736.039",,,"-12,511,550.013",,,,"-19,309,359.164","-32,212,573.521","-870,407,322.756","-31,914,835.019","-25,748,677.432","-23,848,662.998","-24,287,203.311","-25,051,362.477","-22,513,391.141","-21,288,962.201","-52,484,782.167","-23,097,203.79","-16,180,180.615","-15,144,741.822","-53,809,194.487","-15,112,918.67","-13,429,938.85","-14,499,842.24","-77,494,040.935","-13,433,809.676","-35,770,487.726","-11,321,085.499","-520,870,885.34","-38,627,859.482","-10,628,221.102","-12,201,766.393","-85,062,405.255","-7,475,937.094","-11,905,132.261","-13,658,435.027",,,,,,,,,,,,,,,,
OperatingIncome,"2,999,861,000","625,000,000","742,862,000","713,082,000","918,917,000","671,001,000","691,268,000","492,000,000","658,568,000","653,000,000","645,147,000","580,000,000","567,000,000","507,000,000","-238,913,196.333","1,137,287,251.194","552,440,760.964","521,499,999.687","-4,094,509.014","633,768,743.575","441,046,620.226","647,398,707.54","1,058,967,631.24","676,029,540.282","718,682,675.6","550,706,519.449","864,762,640.989","884,253,470.994","997,512,167.861","703,902,475.805","767,089,922.775","997,807,722.029","623,152,910.099","753,691,706.684","890,913,268.209","769,326,755.544","854,297,155.405","667,287,386.53","839,797,886.192","1,097,475,910.539","885,659,705.583","739,055,036.544","1,152,089,044.638","964,825,679.035","977,403,100.977","796,989,653.645","673,938,848.482","796,426,774.146","961,537,682.144","778,659,843.267","897,777,697.252","553,736,530.417","502,168,730.652","655,784,755.614","512,817,297.431","487,055,641.305","485,006,865.328","504,346,246.374","476,017,491.933","464,686,350.895","282,918,836.621","335,546,298.37","368,946,113.035","264,755,113.017","261,924,789.088","266,284,961.043","212,968,856.793","240,443,153.358","218,963,812.743","188,828,799.759","-12,994,566.12","178,081,404.386","196,637,441.924","253,027,256.614","384,154,219.552","184,020,685.847","252,651,468.754","289,780,229.396","26,511,751.024","-463,700,072.014","243,876,748.473","311,501,283.91","210,383,239.836","150,502,805.143","408,269,054.082","1,650,851.206","-1,393,667,254.335","793,802,634.212","735,170,275.382","843,951,153.292",,,,
NetNonOperatingInterestIncomeExpense,"-521,327,000","-105,000,000","-79,970,000","-146,130,000","-190,227,000","-222,643,000","-215,678,000","-164,000,000","-204,103,000","-130,000,000","-88,692,000","-154,000,000","-133,000,000","-200,000,000","-73,700,787.375","-157,662,386.229","-96,790,116.011","-171,877,459.897","38,310,974.951","-49,765,040.312","5,611,632.009","-107,932,379.59","59,929,788.185","-154,709,360.046","-230,136,918.963","-47,940,619.952","-10,031,929.246","-111,457,138.883","-655,487.889","-121,513,510.938","71,588,059.881","-177,001,383.413","-131,131,897.969","-148,480,709.347","-329,388,112.012","-98,364,110.974","-121,092,129.345","-136,527,649.29","-92,932,482.975","-173,730,014.329","-151,852,374.56","-139,768,650.847","-477,142,471.719","-112,212,099.888","-150,900,800.151","-268,467,814.544","-69,728,917.849","-131,502,105.519","-187,065,718.584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"37,020,000","80,000,000","-282,878,000","319,075,000","125,360,000","119,102,000","132,081,000","63,000,000","89,815,000","73,000,000","119,843,000","60,000,000","51,000,000","63,000,000","28,671,200.05","108,577,971.703","71,621,445.237","69,788,619.958","127,988,041.576","65,348,960.507","147,977,946.717","68,568,749.739","228,966,394.702","47,056,240.131","28,137,459.5","134,548,959.865","109,577,920.675","110,390,218.863","163,177,440.156","111,094,857.21","282,912,442.392","84,448,176.938","84,417,268.731","88,228,949.612","-130,636,169.793","63,250,160.74","109,735,389.41","83,124,439.568","148,959,958.454","72,958,048.146","89,885,378.915","46,081,835.447","-150,092,200.016","115,249,679.885","54,626,800.055","59,983,839.898","83,476,434.54","114,141,676.451","80,946,288.686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"499,069,000","185,000,000","-506,608,000","715,167,000","315,587,000","97,323,000","-260,763,000","227,000,000","293,918,000","203,000,000","-349,841,000","214,000,000","184,000,000","263,000,000","102,371,987.425","266,240,357.933","168,411,561.248","241,666,079.855","89,677,066.625","115,114,000.82","142,366,314.708","176,501,129.329","169,036,606.517","201,765,600.177","258,274,378.464","182,489,579.818","119,609,849.921","221,847,357.747","163,832,928.046","232,608,368.148","211,324,382.511","261,449,560.351","215,549,166.7","236,709,658.958","114,102,796.38","161,614,271.714","230,827,518.755","219,652,088.858","241,892,441.43","246,688,062.475","241,737,753.475","185,850,486.294","327,050,271.703","227,461,779.773","205,527,600.206","328,451,654.442","153,205,352.389","245,643,781.97","268,012,007.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,"244,422,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-110,380,000","-86,000,000","-90,783,000","65,788,000","615,000","23,597,000","206,400,000","61,000,000","75,801,000","-21,000,000","40,193,000","-24,000,000","-67,000,000","-27,000,000","-228,565,946.758","177,634,449.418","-28,672,467.201","-5,606,869.997","168,977,585.677","-31,339,840.137","-29,497,511.207","-20,830,589.921","-84,300,453.983","33,276,269.827","-6,365,729.813","-56,008,679.944","-26,397,243.915","-107,622,488.945","-5,433,163.232","6,060,413.226","-74,752,756.286","-10,445,452.415","2,572,990.032","-10,966,559.952","87,866,296.546","14,964,359.851","-58,636,119.692","27,037,569.859","84,086,381.319","-45,477,541.296","-1,705,042.527","-17,015,480.826","226,820,670.55","10,363,079.99","23,502,400.024","1,984,254.997","166,400,035.783","-81,601,126.322","93,176,010.789","-240,132,282.851","-474,803,339.512","-10,530,666.179","-165,512,350.488","-78,555,950.584","-210,140,410.463","-93,631,047.642","121,542,650.251","-81,035,823.153","-139,941,064.14","-55,743,953.825","-32,027,581.563","-52,250,305.274","-101,296,440.928","-48,095,888.749","10,594,218.657","-9,343,331.966","-116,679,393.081","16,095,383.218","-5,399,132.121","-51,229,151.973","-603,031,830.82","55,791,449.869","65,637,262.962","-12,780,573.241","-266,735,732.718","68,987,911.56","18,212,095.382","24,853,117.402","427,948,567.208","1,165,354.537","140,353,557.285","39,651,079.533","-184,676,279.986","85,438,352.28","10,936,072.744","75,336,384.171",,,,,,,,
	GainOnSaleOfSecurity,"181,797,000","-8,000,000","30,485,000","84,810,000","74,502,000","72,688,000","171,015,000","93,000,000","115,052,000","2,000,000","-714,000","3,000,000","-12,000,000","3,000,000","18,789,942.087","38,600,987.425","-14,152,918.847","15,117,539.991","204,404,989.544","-18,800,260.081","-16,830,849.387","-12,349,529.953","31,801,884.174","11,662,799.833","-28,622,479.704","-63,734,579.936","-26,647,393.404","-47,563,819.534","-1,029,619.168","-356,120.819","-26,464,687.349","-11,917,304.88","-10,638,319.862","-6,978,719.969","713,360.548","16,334,239.988",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
