name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,09/30/1997,06/30/1997,03/31/1997,03/31/1994
InterestExpense,"499,069,000","185,000,000","-506,608,000","715,167,000","315,587,000","97,323,000","-260,763,000","227,000,000","293,918,000","203,000,000","-349,841,000","214,000,000","184,000,000","263,000,000","102,371,987.425","266,240,357.933","168,411,561.248","241,666,079.855","89,677,066.625","115,114,000.82","142,366,314.708","176,501,129.329","169,036,606.517","201,765,600.177","258,274,378.464","182,489,579.818","119,609,849.921","221,847,357.747","163,832,928.046","232,608,368.148","211,324,382.511","261,449,560.351","215,549,166.7","236,709,658.958","114,102,796.38","161,614,271.714","230,827,518.755","219,652,088.858","241,892,441.43","246,688,062.475","241,737,753.475","185,850,486.294","327,050,271.703","227,461,779.773","205,527,600.206","328,451,654.442","153,205,352.389","245,643,781.97","268,012,007.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-521,327,000","-105,000,000","-79,970,000","-146,130,000","-190,227,000","-222,643,000","-215,678,000","-164,000,000","-204,103,000","-130,000,000","-88,692,000","-154,000,000","-133,000,000","-200,000,000","-73,700,787.375","-157,662,386.229","-96,790,116.011","-171,877,459.897","38,310,974.951","-49,765,040.312","5,611,632.009","-107,932,379.59","59,929,788.185","-154,709,360.046","-230,136,918.963","-47,940,619.952","-10,031,929.246","-111,457,138.883","-655,487.889","-121,513,510.938","71,588,059.881","-177,001,383.413","-131,131,897.969","-148,480,709.347","-329,388,112.012","-98,364,110.974","-121,092,129.345","-136,527,649.29","-92,932,482.975","-173,730,014.329","-151,852,374.56","-139,768,650.847","-477,142,471.719","-112,212,099.888","-150,900,800.151","-268,467,814.544","-69,728,917.849","-131,502,105.519","-187,065,718.584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"2,865,223,000","617,000,000","65,501,000","1,347,907,000","1,044,892,000","569,278,000","421,227,000","616,000,000","824,184,000","706,000,000","246,807,000","616,000,000","551,000,000","543,000,000","-438,806,433.042","1,423,498,162.315","595,389,739","585,680,259.649","292,872,538.24","667,776,443.946","559,527,055.735","695,136,867.358","1,203,633,571.96","756,362,050.239","740,454,405.287","629,246,799.371","947,943,317.749","887,023,130.912","1,155,254,514.786","821,057,746.241","975,249,608.881","1,071,810,446.552","710,143,168.862","830,954,096.344","763,496,159.123","847,539,366.136","905,394,395.124","777,451,425.957","1,072,846,284.849","1,124,954,358.505","973,840,041.971","768,121,391.164","1,228,817,515.172","1,090,436,618.91","1,055,534,151.056","981,194,373.332","923,815,318.806","828,969,147.274","1,135,661,958.619","778,659,843.267","602,316,707.039","553,736,530.417","502,168,730.652","655,784,755.614","512,817,297.431","487,055,641.305","485,006,865.328","504,346,246.374","476,017,491.933","464,686,350.895","282,918,836.621","335,546,298.37","368,946,113.035","264,755,113.017","261,924,789.088","266,284,961.043","212,968,856.793","240,443,153.358","218,963,812.743","188,828,799.759","-12,994,566.12","178,081,404.386","196,637,441.924","253,027,256.614","384,154,219.552","184,020,685.847","252,651,468.754","289,780,229.396","26,511,751.024","-463,700,072.014","243,876,748.473","311,501,283.91","210,383,239.836","150,502,805.143","408,269,054.082","1,650,851.206","-1,393,667,254.335","793,802,634.212","735,170,275.382","843,951,153.292",,,,
EBITDA,"3,798,409,000"
ReconciledCostOfRevenue,"8,435,956,000","1,920,000,000","2,510,059,000","1,940,313,000","2,005,465,000","2,278,103,000","2,529,155,000","2,335,000,000","1,894,779,000","1,570,000,000","1,923,249,000","1,610,000,000","1,447,000,000","1,252,000,000","-521,363,925.488","2,667,893,635.782","939,794,184.887","940,811,329.436","-458,389,030.337","1,143,094,368.166","1,109,197,566.575","1,677,039,773.627","1,843,760,842.275","1,322,709,672.137","1,878,606,557.853","1,662,193,258.338","1,556,776,748.195","1,388,802,875.764","1,431,336,952.528","1,697,059,847.439","1,924,834,164.087","2,181,912,609.4","1,806,876,662.981","1,860,098,211.816","1,689,053,622.625","1,397,885,454.116","1,954,741,259.463","1,772,283,370.784","2,078,330,019.069","2,160,012,348.371","1,643,124,484.937","1,478,773,811.122","2,102,085,699.989","1,362,271,409.455","1,393,012,220.897","1,391,192,562.635","1,287,807,437.439","1,161,583,214.367","1,879,006,410.563","1,654,696,945.652","3,021,960,335.688","1,731,544,113.54","1,234,590,115.101","1,020,627,617.544","1,054,150,507.757","1,067,460,253.677","983,072,028.698","957,239,591.841","967,732,194.647","939,021,790.564","855,749,327.381","764,185,609.003","848,882,318.841","693,723,056.907","647,630,163.293","624,170,344.254","617,505,603.344","562,168,602.414","543,924,262.008","411,873,643.986","542,968,566.381","413,327,504.16","472,993,370.49","469,837,741.882","681,829,093.59","508,457,860.998","622,077,161.405","599,916,249.927","187,591,913.961","1,064,829,954.459","524,583,863.042","571,436,138.629","98,303,223.294","641,518,519.17","1,187,988,298.36","408,375,054.58",,,,,,,,
ReconciledDepreciation,"933,186,000","223,000,000","279,330,000","188,624,000","242,232,000","238,144,000","292,440,000","230,000,000","173,604,000","167,000,000","167,114,000","170,000,000","167,000,000","144,000,000","-21,839,638.752","264,258,093.366","121,349,802.279","113,321,949.932","-43,121,344.89","134,092,480.908","120,745,619.473","186,600,809.291","211,016,337.852","171,645,640.2","205,404,298.611","202,580,559.797","177,460,237.642","253,102,007.44","180,671,608.96","216,165,337.23","205,168,259.083","277,561,696.984","193,871,206.959","226,822,469.002","219,893,843.901","171,868,541.602","212,006,228.855","214,461,378.885","207,161,360.143","282,958,256.525","217,407,037.318","230,919,449.826","292,619,032.864","194,103,408.988","225,304,880.721","183,535,869.688","223,349,034.53","317,606,283.476","170,919,205.8","267,507,250.71","247,188,456.371","259,541,394.348","230,490,725.139","228,264,060.863","223,738,886.611","233,609,138.158","216,137,317.843","213,506,577.632","206,052,619.32","219,806,561.845","189,613,015.94","191,671,748.944","226,017,741.732","176,347,306.067","172,861,535.477","185,069,924.242","166,150,643.699","209,914,420.327","138,642,257.021","169,952,692.593","683,995,562.079","166,696,315.272","167,021,445.344","174,518,732.582","177,535,779.169","160,309,495.825","169,819,152.886","179,554,121.778","797,393,080.546","336,258,300.255","175,193,092.781","196,252,817.893","698,911,838.236","14,606,058.306","-2,750,308.196","7,833,018.177",,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"1,617,732,000","208,000,000","792,085,000","277,593,000","340,054,000","204,353,000","688,381,000","110,000,000","181,487,000","221,000,000","325,043,000","178,000,000","132,000,000","74,000,000","-521,784,769.055","690,825,552.631","137,263,166.694","93,177,149.944","-190,397,891.419","126,411,021.008","113,325,708.781","243,387,659.075","491,851,894.201","105,534,990.266","206,408,108.79","139,796,019.86","324,732,912.828","304,296,896.893","443,749,621.529","178,397,452.498","212,363,539.096","243,572,994.294","111,529,917.877","202,328,609.11","113,705,329.124","191,704,741.543","223,057,388.798","194,577,528.988","311,785,380.577","327,559,269.738","200,526,087.736","176,343,302.193","328,023,071.19","316,443,399.684","386,383,600.386","268,862,264.543","275,559,304.445","221,731,490.876","289,069,034.448","159,897,868.605","-120,188,704.132","118,452,003.626","13,889,141.298","100,364,497.853","82,053,225.743","49,055,155.362","134,674,967.385","267,878,537.177","61,817,827.471","61,936,284.512","-4,745,556.198","13,113,360.843","23,006,192.126","35,590,566.731","6,040,273.926","16,131,152.025","-19,632,744.143","-19,270,170.271","91,986,203.852","-34,218,906.219","-302,237,256.726","-11,759,401.866","9,912,145.819","24,281,993.31","-2,191,714.826","42,944,450.722","10,095,552.158","11,160,588.932","117,491,457.824","-18,107,508.869","45,789,103.795","11,514,833.703","-87,974,770.514","-60,106,503.948","-27,902,428.541","28,512,787.933","38,307,266.443","133,987,329.879","10,778,776.128","2,808,178.194",,,,
TotalUnusualItemsExcludingGoodwill,"-113,444,000","-88,000,000","-90,366,000","65,556,000","-634,000","24,078,000","204,948,000","61,000,000","74,361,000","-21,000,000","40,883,000","-24,000,000","-71,000,000","-27,000,000","-218,561,849.264","167,290,584.066","-34,396,615.933","-6,630,499.996","180,387,996.628","-36,843,300.168","-34,291,189.975","-23,210,819.912","21,404,287.763","31,331,969.804","-11,981,229.754","-68,695,899.931","-45,467,480.251","-116,537,488.854","-11,515,461.354","-7,921,568.46","-94,838,396.302","-145,042.514","-2,244,139.893","-16,449,839.928","71,563,505.334","14,964,359.851","-55,191,579.71","22,208,199.885","60,552,391.922","-47,370,519.355","-1,238,862.647","-18,364,058.394","226,529,364.322","9,460,359.991","22,605,150.023","25,725","167,199,654.82","-83,415,011.329","93,059,367.788","-248,805,053.175","-356,042,506.677","-8,716,585.018","-163,714,814.521","-75,966,073.145","-211,782,655.967","-95,252,572.987","120,359,139.966","-86,007,407.292","-143,679,696.256","-59,880,826.043","-23,619,479.917","-65,899,393.061","-111,632,629.406","-68,901,929.792","-248,887.673","-24,278,396.905","-114,026,011.998","12,818,793.077","-19,318,676.813","-65,059,038.859","-614,013,306.839","48,602,585.019","66,992,160.592","-7,079,176.354","-267,776,898.878","76,351,015.625","24,980,225.731","27,522,433.461","427,948,567.208","1,165,354.537","140,353,557.285","39,651,079.533","-184,676,279.986","85,438,352.28","10,936,072.744","75,336,384.171",,,,,,,,
TotalUnusualItems,"-113,444,000","-88,000,000","-90,366,000","65,556,000","-634,000","24,078,000","204,948,000","61,000,000","74,361,000","-21,000,000","40,883,000","-24,000,000","-71,000,000","-27,000,000","-218,561,849.264","167,290,584.066","-34,396,615.933","-6,630,499.996","180,387,996.628","-36,843,300.168","-34,291,189.975","-23,210,819.912","21,404,287.763","31,331,969.804","-11,981,229.754","-68,695,899.931","-45,467,480.251","-116,537,488.854","-11,515,461.354","-7,921,568.46","-94,838,396.302","-145,042.514","-2,244,139.893","-16,449,839.928","71,563,505.334","14,964,359.851","-55,191,579.71","22,208,199.885","60,552,391.922","-47,370,519.355","-1,238,862.647","-18,364,058.394","226,529,364.322","9,460,359.991","22,605,150.023","25,725","167,199,654.82","-83,415,011.329","93,059,367.788","-248,805,053.175","-356,042,506.677","-8,716,585.018","-163,714,814.521","-75,966,073.145","-211,782,655.967","-95,252,572.987","120,359,139.966","-86,007,407.292","-143,679,696.256","-59,880,826.043","-23,619,479.917","-65,899,393.061","-111,632,629.406","-68,901,929.792","-248,887.673","-24,278,396.905","-114,026,011.998","12,818,793.077","-19,318,676.813","-65,059,038.859","-614,013,306.839","48,602,585.019","66,992,160.592","-7,079,176.354","-267,776,898.878","76,351,015.625","24,980,225.731","27,522,433.461","427,948,567.208","1,165,354.537","140,353,557.285","39,651,079.533","-184,676,279.986","85,438,352.28","10,936,072.744","75,336,384.171",,,,,,,,
NormalizedEBITDA,"3,911,853,000","928,000,000","435,197,000","1,470,975,000","1,287,758,000","783,344,000","508,719,000","785,000,000","923,427,000","894,000,000","373,038,000","810,000,000","789,000,000","714,000,000","-220,244,583.777","1,520,465,671.615","751,136,157.213","705,632,709.577","112,484,541.612","838,712,225.022","714,563,865.183","904,948,496.561","1,393,245,622.048","896,675,720.636","957,839,933.653","900,523,259.099","1,170,871,035.643","1,256,662,627.206","1,347,441,585.1","1,045,144,651.931","1,275,256,264.266","1,349,517,186.05","906,258,515.714","1,074,226,405.273","911,826,497.69","1,004,443,547.887","1,172,592,203.688","969,704,604.958","1,219,455,253.07","1,455,283,134.385","1,192,485,941.936","1,017,404,899.384","1,294,907,183.713","1,281,707,698.718","1,258,233,881.754","1,164,755,968.02","979,964,698.516","1,229,990,442.08","1,268,538,106.745","1,294,972,147.152","1,837,664,500.594","821,994,509.782","896,374,270.312","960,014,889.621","948,338,840.009","815,917,352.45","580,785,043.205","803,860,231.297","825,749,807.509","744,373,738.782","496,151,332.479","593,117,440.376","706,596,484.172","510,004,348.876","435,035,212.238","475,633,282.191","493,145,512.49","437,538,780.608","376,924,746.577","423,840,531.211","1,285,014,302.797","296,175,134.639","296,666,726.676","434,625,165.55","829,466,897.599","267,979,166.047","397,490,395.909","441,811,917.713","395,956,264.362","-128,607,126.296","278,716,283.969","468,103,022.269","1,093,971,358.058","79,670,511.169","400,056,754.139","-65,852,514.788","-1,393,667,254.335","793,802,634.212","735,170,275.382","843,951,153.292",,,,
TaxRateForCalcs,"0.086","0.282","0.27","0.378","0.299","0.33","0.26","0.26","0.383","0.338","0.213","0.296","0.371","0.255","0.24","0.169","0.365","0.252","0.225","0.225","0.373","0.292","0.301","0.2","0.165","0.2","0.365","0.242","0.323","0.296","0.364","0.277","0.185","0.218","0.2","0.342","0.267","0.34","0.169","0.184","0.322","0.319","0.237","0.26","0.168","0.189","0.27","0.26","0.273","0.342","0.17","0.136","0.17","0.17","0.12","0.4","0.309","0.4","0.333","0.373","0.4","0.4","0.371","0.312","0.4","0.4","0.4","0.4","0.231","0.4","0.4","0.4","0.4","0.4","0.388","0.4","0.4","0.4","0.339","0.4","0.4","0.4","0.4","0.4","0.4","0.393","0.4","0.4","0.4","0.4",,,,
TaxEffectOfUnusualItems,"-9,703,241.606","-24,851,851.852","-24,398,820","24,783,097.993","-189,368.495","7,956,752.144","53,286,480","15,860,000","28,498,510.449","-7,097,415.507","8,711,366.37","-7,104,477.612","-26,310,626.703","-6,885,000","-52,454,843.823","28,200,827.904","-12,538,292.588","-1,670,706.109","40,587,299.241","-8,289,742.538","-12,777,541.842","-6,767,290.427","6,448,757.54","6,266,393.961","-1,979,836.584","-13,739,179.986","-16,580,581.631","-28,247,326.168","-3,719,987.947","-2,347,041.56","-34,485,616.221","-40,151.056","-415,165.88","-3,591,329.16","14,312,701.067","5,123,574.046","-14,733,816.951","7,551,877.446","10,208,859.476","-8,729,483.172","-398,706.597","-5,853,493.699","53,605,640.421","2,459,491.686","3,801,906.95","4,852.028","45,178,570.541","-21,692,579.677","25,385,475.611","-85,174,487.15","-60,527,226.135","-1,181,996.523","-27,831,518.469","-12,914,232.435","-25,361,237.763","-38,101,029.195","37,230,662.871","-34,402,962.917","-47,862,803.209","-22,315,629.958","-9,447,791.967","-26,359,757.225","-41,382,543.838","-21,483,468.786","-99,555.069","-9,711,358.762","-45,610,404.799","5,127,517.231","-4,457,627.182","-26,023,615.544","-245,605,322.736","19,441,034.008","26,796,864.237","-2,831,670.542","-103,922,234.975","30,540,406.25","9,992,090.292","11,008,973.385","145,029,629.468","466,141.815","56,141,422.914","15,860,431.813","-73,870,511.994","34,175,340.912","4,374,429.098","29,596,206.792","0","0","0","0",,,,
