name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,134,450",,"-1,221,500",,"1,219,800","1,252,500",,,,"1,293,350",,,,"1,246,110",,,"1,239,160","1,319,170",,,,"2,316,769,410",,"-1,680,800","-1,662,510",,,"-1,742,000"
	MinorityInterest,"98,000,000","70,000,000","154,000,000","255,000,000","106,000,000","97,000,000","200,000,000","139,000,000","157,000,000","287,000,000","223,000,000","343,000,000","377,000,000","414,000,000","481,000,000","367,000,000","450,000,000","636,000,000","743,000,000","818,000,000","889,000,000","1,042,000,000","1,087,000,000","1,083,000,000","1,052,000,000","5,002,000,000","6,849,000,000","7,005,000,000","7,121,000,000","6,786,000,000","7,151,000,000","7,331,000,000","7,279,000,000","7,411,000,000","8,959,000,000","9,091,000,000","9,231,000,000","9,733,000,000","10,587,000,000","10,951,000,000","10,941,000,000","10,811,000,000","14,823,000,000","14,471,000,000","14,649,000,000","14,919,000,000","18,675,000,000","16,013,342,100","14,134,141,800","16,654,860,450","162,671,031,600","16,486,585,500","15,645,700,000","15,330,446,400","15,563,565,000","14,751,988,650","16,075,425,600","7,865,124,000","7,510,483,450","7,605,381,280","6,529,509,900","6,169,794,400","6,228,057,780","6,028,965,000","2,255,673,300","2,955,396,600","2,969,451,670","2,935,327,680","2,870,641,740","2,880,650,680","3,065,922,090","2,889,184,400","3,070,821,600","3,132,168,840","2,167,678,100","2,538,412,800","2,522,416,000"
TotalCapitalization,"193,598,000,000","195,649,000,000","204,265,000,000","201,628,000,000","204,086,000,000","198,230,000,000","206,821,000,000","209,431,000,000","208,706,000,000","214,934,000,000","224,152,000,000","220,193,000,000","229,023,000,000","235,212,000,000","239,731,000,000","245,188,000,000","228,487,000,000","241,990,000,000","234,883,000,000","225,297,000,000","219,074,000,000","221,857,000,000","207,540,000,000","184,771,000,000","175,664,000,000","172,206,000,000","170,983,000,000","175,907,000,000","180,919,000,000","183,632,000,000","185,401,000,000","189,612,000,000","189,216,000,000","196,329,000,000","197,696,000,000","195,375,000,000","209,934,000,000","207,034,000,000","212,868,000,000","218,343,000,000","221,962,000,000","196,882,000,000","204,168,000,000","196,797,000,000","192,803,000,000","183,016,000,000","204,061,000,000","189,892,042,200","180,161,461,800","203,543,019,000","57,117,637,500","204,658,660,500","199,894,324,000","191,579,348,400","191,895,525,000","181,931,390,550","184,202,150,400","175,507,371,000","169,595,692,150","159,023,705,140","149,568,716,700","142,339,458,800","141,469,622,190","137,374,987,500","131,566,604,700","123,612,405,800","428,910,976,290","449,315,959,680","430,345,231,680","423,396,212,350","414,709,097,940","439,669,103,000","488,576,624,800","457,772,128,500","110,413,772,600","123,545,664,000","111,292,896,000"
CommonStockEquity,"48,675,000,000","43,644,000,000","45,150,000,000","43,673,000,000","43,825,000,000","43,922,000,000","42,734,000,000","43,470,000,000","42,540,000,000","41,902,000,000","43,858,000,000","43,493,000,000","41,702,000,000","41,897,000,000","44,276,000,000","44,962,000,000","44,997,000,000","44,382,000,000","44,757,000,000","42,642,000,000","43,396,000,000","43,959,000,000","43,864,000,000","40,944,000,000","43,230,000,000","42,164,000,000","42,162,000,000","42,402,000,000","37,825,000,000","35,498,000,000","35,682,000,000","34,774,000,000","33,585,000,000","33,674,000,000","33,519,000,000","31,216,000,000","34,057,000,000","33,282,000,000","34,088,000,000","35,633,000,000","36,815,000,000","37,517,000,000","38,191,000,000","36,348,000,000","36,009,000,000","32,302,000,000","39,023,000,000","36,904,041,300","37,573,351,200","43,238,427,300","41,932,775,500","43,834,749,000","44,003,607,200","43,622,487,600","41,715,765,000","38,948,975,100","42,644,749,200","42,217,752,000","38,605,204,150","38,099,936,510","38,526,381,000","36,223,325,600","36,113,513,910","35,239,725,000","35,295,024,900","33,970,332,240","31,879,062,220","41,202,702,720","28,440,542,260","28,541,110,960","29,346,729,000","33,525,776,400","35,816,167,200","35,918,528,550","35,793,440,100","43,081,209,600","41,588,508,000"
CapitalLeaseObligations,"3,023,000,000","3,213,000,000","3,055,000,000","3,143,000,000","3,468,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"43,792,000,000","38,690,000,000","40,171,000,000","38,726,000,000","38,794,000,000","38,937,000,000","37,784,000,000","38,461,000,000","37,661,000,000","36,937,000,000","38,924,000,000","38,625,000,000","36,669,000,000","36,771,000,000","39,359,000,000","40,026,000,000","40,123,000,000","39,378,000,000","36,022,000,000","34,199,000,000","34,672,000,000","35,066,000,000","35,178,000,000","32,716,000,000","35,046,000,000","33,955,000,000","33,838,000,000","33,611,000,000","28,985,000,000","26,866,000,000","26,798,000,000","25,831,000,000","24,992,000,000","24,795,000,000","24,889,000,000","23,027,000,000","25,330,000,000","24,385,000,000","24,874,000,000","25,674,000,000","27,018,000,000","27,922,000,000","28,520,000,000","26,356,000,000","25,704,000,000","22,549,000,000","27,786,000,000","26,497,514,400","27,468,892,800","31,901,868,450","30,756,903,100","32,239,049,500","32,468,928,800","32,113,674,600","29,953,537,500","27,430,685,100","26,390,620,800","26,156,937,000","22,576,717,600","21,911,595,460","22,813,215,300","20,991,432,000","19,578,880,320","18,641,340,000","18,621,006,900","17,599,789,480","17,236,275,220","25,780,069,440","12,687,777,620","10,165,213,580","9,796,498,530","13,394,637,400","13,382,529,600","12,992,515,650","12,882,849,800","18,271,545,600","17,172,636,000"
InvestedCapital,"221,527,000,000","224,034,000,000","230,416,000,000","227,767,000,000","230,643,000,000","220,156,000,000","224,309,000,000","240,004,000,000","240,578,000,000","240,823,000,000","240,379,000,000","237,430,000,000","242,807,000,000","250,597,000,000","251,331,000,000","256,366,000,000","243,255,000,000","250,647,000,000","248,890,000,000","251,698,000,000","246,651,000,000","247,778,000,000","239,850,000,000","214,197,000,000","199,845,000,000","192,399,000,000","191,077,000,000","196,883,000,000","205,576,000,000","202,273,000,000","212,989,000,000","208,796,000,000","205,547,000,000","222,445,000,000","220,872,000,000","215,748,000,000","232,957,000,000","228,717,000,000","223,328,000,000","240,471,000,000","235,735,000,000","204,527,000,000","212,345,000,000","207,308,000,000","202,406,000,000","193,980,000,000","215,795,000,000","201,991,443,150","192,848,567,400","222,951,189,600","79,008,953,100","232,120,423,500","227,615,466,400","213,153,951,000","214,677,247,500","203,747,521,950","205,189,946,400","195,025,311,000","185,174,092,900","173,597,696,390","163,103,784,300","157,661,380,800","154,469,041,710","151,163,685,000","153,862,727,100","135,101,897,320","428,910,976,290","449,315,959,680","430,345,231,680","423,396,212,350","414,709,097,940","439,669,103,000","488,576,624,800","457,772,128,500","113,492,621,300","123,545,664,000","111,292,896,000"
TangibleBookValue,"43,792,000,000","38,690,000,000","40,171,000,000","38,726,000,000","38,794,000,000","38,937,000,000","37,784,000,000","38,461,000,000","37,661,000,000","36,937,000,000","38,924,000,000","38,625,000,000","36,669,000,000","36,771,000,000","39,359,000,000","40,026,000,000","40,123,000,000","39,378,000,000","36,022,000,000","34,199,000,000","34,672,000,000","35,066,000,000","35,178,000,000","32,716,000,000","35,046,000,000","33,955,000,000","33,838,000,000","33,611,000,000","28,985,000,000","26,866,000,000","26,798,000,000","25,831,000,000","24,992,000,000","24,795,000,000","24,889,000,000","23,027,000,000","25,330,000,000","24,385,000,000","24,874,000,000","25,674,000,000","27,018,000,000","27,922,000,000","28,520,000,000","26,356,000,000","25,704,000,000","22,549,000,000","27,786,000,000","26,497,514,400","27,468,892,800","31,901,868,450","30,756,903,100","32,239,049,500","32,468,928,800","32,113,674,600","29,953,537,500","27,430,685,100","26,390,620,800","26,156,937,000","22,576,717,600","21,911,595,460","22,813,215,300","20,991,432,000","19,578,880,320","18,641,340,000","18,621,006,900","17,599,789,480","17,236,275,220","25,780,069,440","12,687,777,620","10,165,213,580","9,796,498,530","13,394,637,400","13,382,529,600","12,992,515,650","12,882,849,800","18,271,545,600","17,172,636,000"
TotalDebt,"175,875,000,000","183,603,000,000","188,321,000,000","187,237,000,000","190,286,000,000","176,234,000,000","181,575,000,000","196,534,000,000","198,038,000,000","198,921,000,000","196,521,000,000","193,937,000,000","201,105,000,000","208,700,000,000","207,055,000,000","211,404,000,000","198,258,000,000","206,265,000,000","204,133,000,000","209,056,000,000","203,255,000,000","203,819,000,000","195,986,000,000","173,253,000,000","156,615,000,000","150,235,000,000","148,915,000,000","154,481,000,000","167,751,000,000","166,775,000,000","177,307,000,000","174,022,000,000","171,962,000,000","188,771,000,000","187,353,000,000","184,532,000,000","198,900,000,000","195,435,000,000","189,240,000,000","204,838,000,000","198,920,000,000","167,010,000,000","174,154,000,000","170,960,000,000","166,397,000,000","161,678,000,000","176,772,000,000","165,087,401,850","155,275,216,200","179,712,762,300","37,076,177,600","188,285,674,500","183,611,859,200","169,531,463,400","172,961,482,500","164,798,546,850","162,545,197,200","152,807,559,000","146,568,888,750","135,497,759,880","124,577,403,300","121,438,055,200","118,355,527,800","115,923,960,000","118,567,702,200","101,131,565,080","397,031,914,070","408,113,256,960","401,904,689,420","394,855,101,390","385,362,368,940","406,143,326,600","452,760,457,600","421,853,599,950","77,699,181,200","80,464,454,400","69,704,388,000"
NetDebt,"52,768,000,000","77,770,000,000","88,746,000,000","90,696,000,000","91,093,000,000","75,045,000,000","85,394,000,000","82,999,000,000","79,144,000,000","88,380,000,000","90,058,000,000","82,964,000,000","98,183,000,000","86,767,000,000","101,256,000,000","96,535,000,000","103,180,000,000","113,070,000,000","108,403,000,000","104,074,000,000","114,225,000,000","123,226,000,000","116,656,000,000","105,035,000,000","88,915,000,000","80,028,000,000","77,651,000,000","96,334,000,000","108,728,000,000","103,067,000,000","88,065,000,000","72,656,000,000","79,943,000,000","75,926,000,000","92,733,000,000","114,519,000,000","124,103,000,000","128,444,000,000","138,207,000,000","125,083,000,000","152,246,000,000","113,976,000,000","124,045,000,000","113,817,000,000","76,876,000,000","69,631,000,000","127,110,000,000","128,664,557,700","124,144,597,800","137,455,634,250",,"148,891,078,000","150,462,418,400","132,332,442,600","136,225,657,500","125,749,093,050","121,019,623,200","119,008,071,000","113,660,891,350","98,875,081,560","90,764,852,400","90,885,379,200","84,841,399,350","79,559,111,250","84,740,193,300","73,358,272,000","165,728,646,270","189,146,190,960","186,262,405,820","196,347,306,690","181,231,536,030","206,056,217,400","219,004,878,400","214,287,563,940",,,
ShareIssued,"2,556,011,720","2,556,011,720","2,556,000,000","2,556,000,000","2,556,000,000","2,555,984,029","2,556,011,720","2,556,011,720","2,556,011,720","2,556,011,720","2,555,062,005","2,556,011,720","2,165,875,596","2,165,875,597","2,165,878,314","2,165,875,596","2,028,539,765","2,028,529,170","1,747,002,931","1,746,997,968","1,713,734,808","1,713,701,696","1,713,734,808","1,713,734,808","1,692,465,842","1,701,919,665","1,701,152,633","1,699,975,171","1,462,798,361","1,442,732,859","1,441,935,571","1,405,343,766","1,337,512,390","1,337,330,045","1,314,028,098","1,313,154,263","1,311,843,512","1,295,568,351","1,295,568,351","1,295,568,351","1,295,240,663","1,294,771,176","1,278,387,942","1,294,148,371","1,261,209,010","1,293,921,210","1,340,243,122","1,282,570,069","1,107,056,077","1,423,729,389","1,114,793,912","1,143,084,293","1,145,268,878","1,160,524,997","1,176,775,748","1,187,999,964","1,208,012,827","1,229,222,694","1,185,332,452","1,198,029,628","1,218,724,960","1,213,339,991","1,211,781,057","1,208,583,617","1,222,274,072","1,234,687,177","1,219,158,914","1,219,158,914","1,219,062,320","1,299,710,019","1,299,117,162","1,299,002,058","1,298,893,797","1,307,048,141","1,298,215,628","1,314,683,473","1,314,017,175"
OrdinarySharesNumber,"2,399,015,636","2,436,249,909","2,473,800,000","2,507,800,000","2,507,800,000","2,550,584,029","2,552,367,723","2,550,043,769","2,539,598,690","2,550,254,054","2,555,062,005","2,553,269,233","2,159,337,910","2,165,875,597","2,164,220,146","2,157,031,744","2,017,202,184","2,022,414,676","1,741,991,387","1,740,635,538","1,667,138,112","1,705,526,847","1,706,910,578","1,706,057,550","1,692,465,842","1,696,392,941","1,697,953,776","1,697,492,452","1,433,306,459","1,413,200,727","1,412,006,752","1,401,520,742","1,337,512,390","1,332,949,871","1,314,028,098","1,309,768,156","1,311,843,512","1,282,242,381","1,293,602,225","1,295,568,351","1,261,488,820","1,277,120,506","1,278,387,942","1,279,730,108","1,261,198,377","1,271,310,752","1,238,878,361","1,282,570,069","1,107,056,077","1,269,716,121","1,114,793,912","1,143,084,293","1,145,268,878","1,160,524,997","1,176,775,748","1,187,999,964","1,208,012,827","1,229,222,694","1,185,332,452","1,198,029,628","1,218,724,960","1,213,339,991","1,211,781,057","1,208,583,617","1,222,274,072","1,234,687,177","1,219,158,914","1,219,158,914","1,219,062,320","1,299,710,019","1,299,117,162","1,299,002,058","1,298,893,797","1,307,048,141","1,298,215,628","1,314,683,473","1,314,017,175"
TreasurySharesNumber,"156,996,084","119,761,811","82,200,000","48,200,000","48,200,000","5,400,000","3,643,997","5,967,951","16,413,030","5,757,666",,"2,742,487","6,537,686",,"1,658,168","8,843,852","11,337,581","6,114,494","5,011,544","6,362,430","46,596,696","8,174,849","6,824,230","7,677,258",,"5,526,724","3,198,857","2,482,719","29,491,902","29,532,132","29,928,819","3,823,024",,"4,380,174",,"3,386,107",,"13,325,970","1,966,126",,"33,751,843","17,650,670",,"14,418,263","10,633","22,610,458","101,364,761",,,"154,013,268",,,,,,,,,,,,,,,,,,,,,,,,,,,
