name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,000,000","-4,000,000","-4,000,000","-4,000,000","-4,000,000","-4,000,000","-17,400,000","-4,000,000","-600,000","-4,000,000","-4,000,000","-4,000,000","56,000,000","-4,000,000","-376,800,000","73,500,000","88,800,000","203,500,000","-198,300,000","-700,000","78,700,000","91,000,000",,"84,700,000","57,000,000","25,600,000","-269,200,000","67,900,000","55,200,000","71,500,000",,,,
NetIncomeCommonStockholders,"262,700,000","-40,000,000","109,800,000","118,900,000","74,000,000","122,400,000","123,600,000","100,400,000","99,300,000","67,700,000","51,500,000","11,100,000","78,400,000","45,200,000","-13,500,000","88,400,000","2,000,000","78,200,000","77,600,000","78,300,000","120,700,000","54,900,000","89,900,000","54,900,000","82,600,000","54,600,000","70,100,000","61,300,000","53,400,000","66,200,000","-55,000,000","40,400,000","20,800,000","49,700,000","49,300,000","-9,700,000","-31,800,000","29,300,000","58,400,000","52,300,000","2,300,000","41,800,000","57,300,000","49,700,000","64,400,000","25,800,000","34,100,000","-61,800,000","-10,200,000","58,500,000","75,800,000","53,900,000","59,800,000","63,600,000","45,500,000","33,400,000","50,900,000","40,500,000","118,700,000","-562,400,000","72,000,000","46,500,000","63,100,000","17,700,000","32,400,000","12,100,000","14,000,000","11,400,000","24,400,000","37,100,000","14,900,000","-313,400,000","-55,500,000","47,900,000","-70,700,000","31,200,000","13,200,000","23,200,000","59,600,000","62,500,000","47,600,000","30,200,000","68,400,000","13,100,000","60,200,000","154,100,000","65,900,000","8,200,000","60,300,000","66,800,000","94,900,000","60,700,000","37,700,000","15,900,000","45,300,000","46,700,000","42,600,000","47,300,000","40,700,000","30,100,000","26,400,000","36,700,000"
	NetIncome,"262,700,000","-40,000,000","109,800,000","118,900,000","74,000,000","122,400,000","123,600,000","100,400,000","99,300,000","67,700,000","51,500,000","11,100,000","78,400,000","45,200,000","-13,500,000","88,400,000","2,000,000","78,200,000","77,600,000","78,300,000","120,700,000","54,900,000","89,900,000","54,900,000","82,600,000","54,600,000","70,100,000","61,300,000","53,400,000","66,200,000","-55,000,000","40,400,000","20,800,000","49,700,000","49,300,000","-9,700,000","-31,800,000","29,300,000","58,400,000","52,300,000","2,300,000","41,800,000","57,300,000","49,700,000","64,400,000","25,800,000","34,100,000","-61,800,000","-10,200,000","58,500,000","75,800,000","53,900,000","59,800,000","63,600,000","45,500,000","33,400,000","50,900,000","40,500,000","118,700,000","-562,400,000","72,000,000","46,500,000","63,100,000","17,700,000","32,400,000","12,100,000","14,000,000","11,400,000","24,400,000","37,100,000","14,900,000","-313,400,000","-55,500,000","47,900,000","-70,700,000","31,200,000","13,200,000","23,200,000","59,600,000","62,500,000","47,600,000","30,200,000","68,400,000","13,100,000","60,200,000","154,100,000","65,900,000","8,200,000","60,300,000","66,800,000","94,900,000","60,700,000","37,700,000","15,900,000","45,300,000","46,700,000","42,600,000","47,300,000","40,700,000","30,100,000","26,400,000","36,700,000"
		NetIncomeIncludingNoncontrollingInterests,"262,700,000","-40,000,000","109,800,000","118,900,000","74,000,000","122,400,000","123,600,000","100,400,000","99,300,000","67,700,000","51,500,000","11,100,000","78,400,000","45,200,000","-13,500,000","88,400,000","2,000,000","78,200,000","77,600,000","78,300,000","120,700,000","54,900,000","89,900,000","54,900,000","82,600,000","54,600,000","70,100,000","61,300,000","53,400,000","66,200,000","-55,000,000","40,400,000","20,800,000","49,700,000","49,300,000","-9,700,000","-31,800,000","29,300,000","58,400,000","52,300,000","2,300,000","41,800,000","57,300,000","49,700,000","64,400,000","25,800,000","34,100,000","-61,800,000","-10,200,000","58,500,000","75,800,000","53,900,000","59,800,000","63,600,000","45,500,000","33,400,000","50,900,000","40,500,000","118,700,000","-562,400,000","72,000,000","46,500,000","63,100,000","17,700,000","32,400,000","12,100,000","14,000,000","11,400,000","20,400,000","33,100,000","42,900,000","-317,400,000","-51,500,000","43,900,000","-74,700,000","27,200,000","9,200,000","27,200,000","87,600,000","58,500,000","43,600,000","34,200,000","96,400,000","9,100,000","56,200,000","150,100,000","118,500,000","-1,000,000","54,500,000","58,500,000","210,600,000","55,300,000","18,500,000","-12,500,000","179,500,000","25,500,000","28,900,000","22,600,000","-32,400,000","30,100,000","26,400,000","36,700,000"
			NetIncomeContinuousOperations,"267,700,000","-38,700,000","110,200,000","111,200,000","85,000,000","122,600,000","2,100,000","104,000,000","99,200,000","67,800,000","67,100,000","12,300,000","78,400,000","45,200,000","-12,200,000","88,300,000","1,900,000","78,100,000","77,800,000","77,200,000","120,900,000","54,900,000","90,100,000","55,000,000","82,500,000","54,700,000","64,900,000","61,300,000","53,100,000","66,400,000","-55,300,000","40,900,000","9,800,000","50,700,000","46,100,000","-9,700,000","-32,400,000","27,900,000","57,400,000","51,400,000","2,200,000","42,200,000","55,900,000","48,600,000","63,100,000","20,200,000","22,800,000","-43,500,000","47,900,000","53,500,000","62,900,000","53,000,000","59,500,000","63,800,000","49,500,000","28,500,000","53,700,000","60,000,000","84,400,000","-105,400,000","72,000,000","46,500,000","63,100,000","17,700,000","32,400,000","69,300,000","14,000,000","11,400,000","24,400,000","37,100,000","14,900,000","-313,400,000","-55,500,000","51,600,000","-70,700,000","31,200,000","13,200,000","26,400,000","59,600,000","62,500,000","47,600,000","30,200,000","68,400,000","59,100,000","66,800,000","154,100,000","65,900,000","8,200,000","60,300,000","66,800,000","157,600,000","60,700,000","37,700,000","15,900,000","45,300,000","46,700,000","42,600,000","47,300,000","42,100,000","34,800,000","29,900,000","39,200,000"
			NetIncomeDiscontinuousOperations,"-5,000,000","-1,300,000","-400,000","7,700,000","-11,000,000","-200,000","121,500,000","-3,600,000","100,000","-100,000","-15,600,000","-1,200,000","0","0","-1,300,000","100,000","100,000","100,000","-200,000","1,100,000","-200,000","0","-200,000","-100,000","100,000","-100,000","5,200,000","0","300,000","-200,000","300,000","-500,000","11,000,000","-1,000,000","3,200,000","0","600,000","1,400,000","1,000,000","900,000","100,000","-400,000","1,400,000","1,100,000","1,300,000","5,600,000","1,200,000","-18,300,000","-58,100,000","5,000,000","12,900,000","900,000","300,000","-200,000","-4,000,000","4,900,000","-2,800,000","-20,100,000","34,300,000","-457,000,000",,,,,,,,,,,,,,,,,,,,,,"0","0","-46,000,000","-6,600,000",,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","600,000","0","0","0","0","0","0","0","-57,200,000","0","0","0","0","0","0","0","-3,700,000","0","0","0","-3,200,000",,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,400,000","-4,700,000","-3,500,000","-2,500,000"
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000,000","4,000,000","-28,000,000","4,000,000","-4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","-4,000,000","-28,000,000","4,000,000","4,000,000","-4,000,000","-28,000,000","4,000,000","4,000,000","4,000,000","-52,600,000","9,200,000","5,800,000","8,300,000","-115,700,000","5,400,000","19,200,000","28,400,000","-134,200,000","21,200,000","13,700,000","24,700,000",,,,
DilutedNIAvailtoComStockholders,"262,700,000","-40,000,000","109,800,000","118,900,000","74,000,000","122,400,000","123,600,000","100,400,000","99,300,000","67,700,000","51,500,000","11,100,000","78,400,000","45,200,000","-13,500,000","88,400,000","2,000,000","78,200,000","77,600,000","78,300,000","120,700,000","54,900,000","89,900,000","54,900,000","82,600,000","54,600,000","70,100,000","61,300,000","53,400,000","66,200,000","-55,000,000","40,400,000","20,800,000","49,700,000","49,300,000","-9,700,000","-31,800,000","29,300,000","58,400,000","52,300,000","2,300,000","41,800,000","57,300,000","49,700,000","64,400,000","25,800,000","34,100,000","-61,800,000","-10,200,000","58,500,000","75,800,000","53,900,000","59,800,000","63,600,000","45,500,000","33,400,000","50,900,000","40,500,000","118,700,000","-562,400,000","72,000,000","46,500,000","63,100,000","17,700,000","32,400,000","12,100,000","14,000,000","11,400,000","24,400,000","37,100,000","14,900,000","-313,400,000","-55,500,000","47,900,000","-70,700,000","31,200,000","13,200,000","23,200,000","59,600,000","62,500,000","47,600,000","30,200,000","68,400,000","13,100,000","60,200,000","154,100,000","65,900,000","8,200,000","60,300,000","66,800,000","94,900,000","60,700,000","37,700,000","15,900,000","45,300,000","46,700,000","42,600,000","47,300,000","40,700,000","30,100,000","26,400,000","36,700,000"
BasicEPS,,"-1.044","2.859","3.003","1.82","3.007","2.922","2.374","2.336","1.593","1.212","0.262","1.85","1.06",,"2.07","0.05","1.82","1.805","1.813","2.73","1.248","2.048","1.256","1.88","1.247","1.604","1.406","1.228","1.505","-1.242","0.912","0.467","1.09",,"-0.217","-0.7","0.648",,"1.16","0.05","0.937",,"0.97","1.26","0.51",,"-1.21","-0.2","1.13",,"1.04","1.16","1.24",,"0.66","1","0.76",,"-10.51","1.35","0.87",,"0.33","0.61","0.23",,"0.22","0.46","0.7",,"-5.93","-1.05","0.91",,"0.59","0.25","0.44",,"1.18","0.89","0.56",,"0.24","1.1","2.69",,"0.14","1","1.11",,"1.04","0.75","0.32",,"0.93","0.85","0.94",,"0.601","0.527","0.733"
DilutedEPS,,"-1.044","2.76","2.96","1.79","2.97","2.88","2.33","2.31","1.57","1.2","0.26","1.83","1.05",,"2.06","0.05","1.8","1.76","1.74","2.68","1.22","2","1.22","1.84","1.22","1.57","1.37","1.19","1.46","-1.242","0.89","0.46","1.09",,"-0.217","-0.7","0.64",,"1.15","0.05","0.937",,"0.97","1.25","0.5",,"-1.21","-0.2","1.12",,"1.03","1.14","1.22",,"0.65","0.99","0.75",,"-10.51","1.34","0.86",,"0.33","0.6","0.23",,"0.21","0.46","0.7",,"-5.93","-1.05","0.9",,"0.59","0.25","0.44",,"1.16","0.88","0.56",,"0.24","1.09","2.67",,"0.13","1","1.11",,"1.04","0.75","0.32",,"0.93","0.85","0.94",,"0.601","0.527","0.733"
BasicAverageShares,,"38,300,000","38,400,000","39,600,000","40,700,000","40,700,000","42,300,000","42,300,000","42,500,000","42,500,000","42,500,000","42,400,000","42,500,000","42,500,000",,"42,700,000","43,000,000","42,900,000","43,000,000","43,200,000","44,200,000","44,000,000","43,900,000","43,700,000","44,100,000","43,800,000","43,700,000","43,600,000","43,500,000","44,000,000","44,300,000","44,300,000","44,500,000","45,500,000",,"44,600,000","45,400,000","45,200,000",,"44,900,000","45,500,000","44,600,000",,"51,200,000","51,100,000","51,100,000",,"51,000,000","51,300,000","51,700,000",,"51,800,000","51,600,000","51,200,000",,"50,900,000","51,000,000","53,100,000",,"53,500,000","53,400,000","53,300,000",,"53,200,000","53,200,000","53,100,000",,"52,900,000","52,900,000","52,900,000",,"52,900,000","52,900,000","52,800,000",,"52,700,000","52,600,000","52,600,000",,"53,100,000","53,400,000","53,900,000",,"54,100,000","54,500,000","57,300,000",,"60,000,000","60,000,000","60,300,000",,"58,400,000","50,300,000","50,200,000",,"50,100,000","50,100,000","50,100,000",,"50,100,000","50,100,000","50,100,000"
DilutedAverageShares,,"38,900,000","39,800,000","40,200,000","41,200,000","41,200,000","42,900,000","43,100,000","43,100,000","43,100,000","43,000,000","42,900,000","42,800,000","42,900,000",,"43,000,000","43,400,000","43,500,000","44,100,000","44,900,000","45,000,000","45,100,000","45,000,000","44,900,000","44,900,000","44,800,000","44,800,000","44,600,000","44,800,000","45,300,000","44,500,000","45,200,000","45,400,000","45,500,000",,"45,300,000","45,400,000","46,000,000",,"45,700,000","48,200,000","44,600,000",,"51,200,000","51,400,000","51,400,000",,"51,000,000","51,800,000","52,300,000",,"52,500,000","52,300,000","51,900,000",,"51,300,000","51,600,000","53,600,000",,"53,500,000","53,900,000","53,800,000",,"53,600,000","53,700,000","53,700,000",,"53,300,000","53,000,000","53,000,000",,"52,900,000","52,900,000","53,100,000",,"53,100,000","53,100,000","53,100,000",,"53,900,000","54,100,000","54,300,000",,"54,700,000","55,100,000","57,700,000",,"60,600,000","60,500,000","60,300,000",,"58,400,000","50,300,000","50,200,000",,"50,100,000","50,100,000","50,100,000",,"50,100,000","50,100,000","50,100,000"
TotalExpenses,"4,407,800,000","1,110,100,000","1,124,500,000","1,084,400,000","1,088,800,000","1,070,900,000","1,101,700,000","1,043,900,000","1,242,900,000","1,250,300,000","1,209,600,000","1,316,300,000","1,155,100,000","1,201,900,000","1,287,800,000","1,117,100,000","1,229,100,000","1,119,500,000","1,105,300,000","1,123,100,000","1,144,500,000","1,221,700,000","1,162,200,000","1,190,300,000","1,165,300,000","1,171,800,000","1,140,800,000","1,115,700,000","1,116,700,000","1,091,400,000","1,290,400,000","1,104,500,000","1,116,100,000","1,051,000,000","1,072,700,000","1,126,700,000","913,600,000","796,300,000","757,700,000","730,900,000","765,200,000","687,300,000","656,800,000","641,000,000","599,800,000","665,600,000","613,100,000","691,100,000","608,300,000","636,900,000","613,000,000","617,300,000","601,900,000","606,200,000","582,100,000","627,900,000","575,400,000","579,300,000","573,700,000","769,900,000","662,600,000","716,700,000","684,000,000","743,700,000","743,200,000","753,400,000","795,300,000","783,700,000","791,600,000","801,200,000","796,100,000","1,346,000,000","911,500,000","784,200,000","950,900,000","828,600,000","780,100,000","811,600,000","738,600,000","714,400,000","115,000,000","690,500,000","2,360,700,000","111,900,000","111,900,000","150,700,000","2,752,600,000","167,900,000","253,600,000","257,800,000","2,676,200,000","117,300,000","116,800,000","119,800,000","2,584,900,000","117,300,000","121,100,000","119,700,000",,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"262,700,000","-40,000,000","109,800,000","118,900,000","74,000,000","122,400,000","123,600,000","100,400,000","99,300,000","67,700,000","51,500,000","11,100,000","78,400,000","45,200,000","-13,500,000","88,400,000","2,000,000","78,200,000","77,600,000","78,300,000","120,700,000","54,900,000","89,900,000","54,900,000","82,600,000","54,600,000","70,100,000","61,300,000","53,400,000","66,200,000","-55,000,000","40,400,000","20,800,000","49,700,000","49,300,000","-9,700,000","-31,800,000","29,300,000","58,400,000","52,300,000","2,300,000","41,800,000","57,300,000","49,700,000","64,400,000","25,800,000","34,100,000","-61,800,000","-10,200,000","58,500,000","75,800,000","53,900,000","59,800,000","63,600,000","45,500,000","33,400,000","53,700,000","39,900,000","118,700,000","-562,400,000","72,000,000","46,500,000","63,100,000","17,700,000","32,400,000","69,300,000","14,000,000","11,400,000","24,400,000","37,100,000","14,900,000","-313,400,000","-55,500,000","51,600,000","-70,700,000","31,200,000","13,200,000","26,400,000","59,600,000","62,500,000","47,600,000","30,200,000","98,900,000","13,100,000","60,200,000","154,100,000","65,900,000","8,200,000","60,300,000","66,800,000","94,900,000","60,700,000","37,700,000","15,900,000","45,300,000","46,700,000","42,600,000","47,300,000","42,100,000","34,800,000","29,900,000","39,200,000"
