name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
	ResearchAndDevelopment,"10,670,000,000","2,694,000,000","2,790,000,000","2,642,000,000","2,544,000,000","2,718,000,000","2,491,000,000","2,251,000,000","2,160,000,000","2,074,000,000","2,185,439,369","2,036,738,021","1,962,685,237","1,722,336,331","1,844,406,031","1,723,757,548","2,396,921,596","860,441,746","831,300,768","796,503,880","808,446,542","789,187,599","612,245,503","479,262,194","440,653,457","332,873,022","335,461,829","42,319,107","267,532,617","264,099,634","38,703,686","12,127,864","196,216,150","303,082,787","161,579,311","136,823,269","130,286,710","120,637,434","123,199,772","109,293,974","100,721,820","151,406,995","80,758,571","76,285,782","63,322,718","117,257,328.989","61,760,842.732","56,859,384.821","53,539,976.213","55,657,284.518","47,961,814.216","41,507,650.967","34,006,966.193","31,587,380.483","27,325,866.287","1,605,264.495","22,996,395.85","18,390,518.489","13,905,534.56","14,123,268.934","11,694,633.565","13,000,669.012","9,574,119.217","8,294,863.585","7,089,573.223",,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123,208.64","123,253.375","123,253.375",,"246,490.194","123,245.097","123,245.097",,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123,208.64","123,253.375","123,253.375",,"246,490.194","123,245.097","123,245.097",,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123,208.64","123,253.375","123,253.375",,"246,490.194","123,245.097","123,245.097",,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123,208.64","123,253.375","123,253.375",,"246,490.194","123,245.097","123,245.097",,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.278",,"-8.278",,,,
OperatingIncome,"5,040,000,000","580,000,000","2,242,000,000","1,333,000,000","885,000,000","-189,000,000","1,480,000,000","724,000,000","590,000,000","303,000,000","1,358,998,269","645,262,254","414,173,786","207,386,403","447,423,744","-395,913,002","-1,827,375,631","95,192,685","405,234,326","60,883,292","-180,267,358","-400,906,480","88,242,546","90,919,659","70,947,131","182,942,866","299,541,399","35,923,927","160,016,746","119,906,922","30,246,440","-8,506,316","176,556,188","493,323,156","304,292,261","268,378,753","262,741,672","292,283,722","308,021,649","257,378,183","196,441,733","459,045,657","199,197,549","163,678,034","135,238,905","279,048,885.551","134,645,750.78","154,055,170.305","136,517,191.475","-205,455,742.363","134,199,411.288","116,231,108.045","88,015,514.074","92,617,836.094","78,544,026.561","16,301,023.916","61,111,024.75","38,582,006.944","72,165,273.123","65,740,241.139","45,608,566.763","18,931,499.911","46,663,517.643","40,872,140.459","29,202,788.364","-71,797,255.878","43,294,219.533","43,294,219.533","43,294,219.533"
NetNonOperatingInterestIncomeExpense,"417,000,000","149,000,000","86,000,000","136,000,000","46,000,000","152,000,000","128,000,000","-47,000,000","158,000,000","12,000,000","-47,186,905","-134,020,006","-129,977,834","-93,259,298","-92,002,288","-62,730,628","32,589,922","29,753,598","26,508,874","77,523,172","-2,973,397","6,672,116","26,804,624","49,584,589","59,167,540","24,790,755","52,612,266","20,502,916","22,559,420","34,061,163","8,608,052","-13,907,789","45,773,353","51,723,832","31,233,511","23,045,312","19,013,573","13,526,761","9,767,903","8,954,150","5,337,051","8,050,993","4,340,502","5,000,977","3,363,165",,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"2,094,000,000","536,000,000","509,000,000","562,000,000","487,000,000","574,000,000","521,000,000","324,000,000","480,000,000","336,000,000","271,592,321","249,426,782","130,280,136","126,421,150","99,167,513","150,858,298","190,697,649","124,921,975","121,846,900","136,364,251","62,633,910","57,159,146","71,980,305","83,277,622","92,166,471","70,556,062","52,612,266","20,502,916","22,559,420","34,061,163","8,608,052","-13,907,789","45,773,353","51,723,832","31,233,511","23,045,312","19,013,573","13,526,761","9,767,903","8,954,150","5,337,051","8,050,993","4,340,502","5,000,977","3,363,165",,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"1,677,000,000","387,000,000","423,000,000","426,000,000","441,000,000","422,000,000","393,000,000","371,000,000","322,000,000","324,000,000","318,779,226","383,446,788","260,257,970","219,680,448","191,169,801","162,964,862","158,107,727","95,168,377","95,338,026","58,841,079","53,078,347","50,487,030","45,175,681","33,693,033","32,998,931","45,765,307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,,,,,,,,,"12,528,960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"3,630,000,000","1,775,000,000","-1,349,000,000","-1,412,000,000","4,616,000,000","-1,103,000,000","-2,625,000,000","2,256,000,000","397,000,000","337,000,000","233,444,936","397,102,679","-88,401,074","-286,715,547","-27,905,573","20,201,029","318,195,868","90,854,149","2,393,697,312","11,924,843","-2,967,514","45,500,152","107,538,979","5,265,556","-14,298,252","63,568,051","67,808,945","16,367,104","7,689,137","58,378,812","971,386","46,928,660","9,437,752","45,756,402","54,347,195","17,520,128","12,924,512","38,217,360","44,345,553","15,980,806","581,797","39,899,798","2,625,101","18,276,381","9,583,089","18,856,750.805","11,536,829.172","24,584,330.283","18,856,589.591","13,428,337.368","13,583,524.088","5,665,345.04","2,833,317.418","-225,101.386","8,109,776.857","-2,118,109.29","2,744,139.647","6,186,908.389","10,344,630.084","3,346,160.68","3,208,122.529","1,187,318.498","3,089,554.587","392,607.82","-199,503.415",,,,
	GainOnSaleOfSecurity,"2,274,000,000",,,,,,,,,,,,,,,,,,,,"-22,465,668",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"594,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"971,386",,"9,437,752","45,756,402","54,347,195","17,520,128","12,924,512","38,217,360","44,345,553","15,980,806","581,797","39,899,798","2,625,101","18,276,381","9,583,089","18,856,750.805","11,536,829.172","24,584,330.283","18,856,589.591","13,428,337.368","13,583,524.088","5,665,345.04","2,833,317.418","-225,101.386","8,109,776.857","-2,118,109.29","2,744,139.647","6,186,908.389","10,344,630.084","3,346,160.68","3,208,122.529","1,187,318.498","3,089,554.587","392,607.82","-199,503.415",,,,
		WriteOff,"398,000,000"
		GainOnSaleOfBusiness,"196,000,000"
	OtherNonOperatingIncomeExpenses,"762,000,000","1,990,000,000","-1,349,000,000","-1,412,000,000","4,616,000,000","-1,103,000,000","-2,625,000,000","2,256,000,000","397,000,000","337,000,000","233,444,936","397,102,679","-88,401,074","-286,715,547","-27,905,573","-204,258,363","318,195,868","90,854,149","2,393,697,312","11,924,843","19,498,154","45,500,152","107,538,979","5,265,556","-14,298,252","63,568,051","67,808,945","16,367,104","7,689,137","58,378,812",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"9,087,000,000","2,504,000,000","979,000,000","57,000,000","5,547,000,000","-1,140,000,000","-1,017,000,000","2,933,000,000","1,145,000,000","652,000,000","1,545,256,300","908,344,927","195,794,878","-172,588,442","327,515,883","-438,442,601","-1,476,589,841","215,800,432","2,825,440,512","150,331,307","-186,208,269","-348,734,212","222,586,149","145,769,804","115,816,419","271,301,672","419,962,610","72,793,947","190,265,303","212,346,897","39,825,878","24,514,555","231,767,293","590,803,390","389,872,967","308,944,193","294,679,757","344,027,843","362,135,105","282,313,139","202,360,581","372,441,430","206,163,152","186,955,392","148,185,159","259,259,608.694","127,129,884.543","161,080,361.531","136,655,480.907","150,419,621.31","129,284,808.808","103,836,817.575","77,154,433.09","79,405,383.126","75,949,818.792","14,444,941.841","56,896,339.949","72,992,443.652","75,745,145.223","63,797,657.347","45,110,213.855","36,345,970.887","45,568,930.981","37,671,393.761","26,096,155.954",,,,
TaxProvision,"1,742,000,000","364,000,000","365,000,000","336,000,000","677,000,000","35,000,000","257,000,000","322,000,000","179,000,000","238,000,000","313,405,180","529,202,309","148,445,807","110,246,775","221,246,469","52,984,311","93,531,478","71,482,684","361,093,550","31,322,795","6,289,394","-13,379,084","50,423,327","47,090,068","46,686,845","69,776,649","92,166,420","9,040,943","61,378,155","53,776,285","9,450,491","51,760,197","64,797,513","132,177,198","82,055,004","47,954,023","62,849,199","66,126,123","62,186,716","52,389,816","24,314,306","71,455,502","26,809,547","33,393,036","26,792,879","39,608,126.697","21,783,247.571","41,578,374.335","37,757,903.379","11,175,705.732","19,526,817.64","15,720,099.387","12,245,489.911","11,125,746.59","11,295,302.86","2,067,897.802","8,508,291.026","8,201,259.33","10,075,992.2","7,172,694.127","5,423,214.741","-5,266,948.103","7,201,932.553","6,236,286.355","4,345,854.909",,,,
EarningsFromEquityInterestNetOfTax,"-347,000,000","-147,000,000","206,000,000","-123,000,000","-283,000,000","-66,000,000","169,000,000","-213,000,000","78,000,000","-98,000,000","32,357,293","-26,696,373","27,267,588","873,284,942","-63,833,906","-99,658,215","-107,909,642","-94,569,524","-30,123,031","-20,479,317","9,391,560","38,233,823","16,323,840","13,215,687","19,231,991","35,251,442","24,740,697","-4,613,679","87,806","4,265,040","762,483","-22,350,572","4,161,068","32,472,483","20,372,237","4,681,110","4,796,882","24,521,408","23,192,105","7,222,181",,,"11,573,606","6,581,137",,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"7,011,000,000","2,008,000,000","793,000,000","-403,000,000","4,613,000,000","-1,190,000,000","-1,139,000,000","2,381,000,000","1,060,000,000","350,000,000","1,229,117,787","326,872,069","82,447,981","645,315,988","23,917,442","-521,252,534","-1,578,684,091","75,727,862","2,415,136,281","142,778,422","-125,986,681","-224,424,706","216,924,554","134,888,180","115,351,753","261,479,401","372,987,716","56,909,621","153,471,473","192,552,026","30,838,976","-49,383,302","169,053,001","487,432,227","325,280,298","263,702,372","234,908,333","302,273,735","320,139,161","235,211,413","190,445,431","311,598,093","188,516,721","158,858,808","121,392,280","219,658,777.358","105,360,041.597","119,250,655.621","98,868,612.352","139,274,881.493","109,725,256.136","88,129,233.549","64,902,195.199","68,218,617.792","64,641,635.436","12,143,480.662","48,430,332.84","64,808,987.555","65,523,472.927","56,551,271.129","39,616,419.607","41,599,872.625","38,354,059.679","31,442,748.138","21,729,680.174","-37,083,868.621","13,455,735.474","13,455,735.474","13,455,735.474"
	NetIncome,"7,011,000,000","2,008,000,000","793,000,000","-403,000,000","4,613,000,000","-1,190,000,000","-1,139,000,000","2,381,000,000","1,060,000,000","350,000,000","1,229,117,787","326,872,069","82,447,981","645,315,988","23,917,442","-521,252,534","-1,578,684,091","75,727,862","2,415,136,281","142,778,422","-125,986,681","-224,424,706","216,924,554","134,888,180","115,351,753","261,479,401","372,987,716","56,909,621","153,471,473","192,552,026","30,838,976","-49,383,302","169,053,001","487,432,227","325,280,298","263,702,372","234,908,333","302,273,735","320,139,161","235,211,413","190,445,431","311,598,093","188,516,721","158,858,808","121,392,280","219,658,777.358","105,360,041.597","119,250,655.621","98,868,612.352","139,274,881.493","109,725,256.136","88,129,233.549","64,902,195.199","68,218,617.792","64,641,635.436","12,143,480.662","48,430,332.84","64,808,987.555","65,523,472.927","56,551,271.129","39,616,419.607","41,599,872.625","38,354,059.679","31,442,748.138","21,729,680.174","13,455,735.474","13,455,735.474","13,455,735.474","13,455,735.474"
		NetIncomeIncludingNoncontrollingInterests,"6,998,000,000","1,993,000,000","820,000,000","-402,000,000","4,587,000,000","-1,241,000,000","-1,105,000,000","2,398,000,000","1,044,000,000","316,000,000","1,264,208,413","352,446,245","74,616,659","590,449,725","42,435,508","-591,085,127","-1,678,030,961","49,748,224","2,434,223,931","98,529,195","-183,106,103","-297,121,305","188,486,662","111,895,423","88,361,565","236,776,465","352,536,887","59,139,325","128,974,954","162,835,652","31,137,870","-49,596,214","171,130,848","491,098,675","328,190,200","265,671,280","236,627,440","302,423,128","323,140,494","237,145,504","189,282,573","315,700,604","190,927,211","160,143,493","121,392,280","219,651,481.997","105,346,636.972","119,501,987.196","98,897,577.528","139,243,915.579","109,757,991.168","88,116,718.188","64,908,943.178","68,279,636.536","64,654,515.932","12,377,044.039","48,388,048.922","64,791,184.322","65,669,153.023","56,624,963.22","39,686,999.114","41,612,918.99","38,366,998.428","31,435,107.406","21,750,301.045","13,535,247.105","13,455,735.474","13,455,735.474","13,455,735.474"
			NetIncomeContinuousOperations,"6,998,000,000","1,993,000,000","820,000,000","-402,000,000","4,587,000,000","-1,241,000,000","-1,105,000,000","2,398,000,000","1,044,000,000","316,000,000","1,264,208,413","352,446,245","74,616,659","590,449,725","42,435,508","-591,085,127","-1,678,030,961","49,748,224","2,434,223,931","98,529,195","-183,106,103","-297,121,305","188,486,662","111,895,423","88,361,565","236,776,465","352,536,887","59,139,325","128,974,954","162,835,652","31,137,870","-49,596,214","171,130,848","491,098,675","328,190,200","265,671,280","236,627,440","302,423,128","323,140,494","237,145,504","189,282,573","315,700,604","190,927,211","160,143,493","121,392,280","219,889,068.358","105,360,041.597","119,250,655.621","98,868,612.352","139,274,881.493","109,725,256.136","88,129,233.549","64,902,195.199","68,218,617.792","64,641,635.436","12,143,480.662","48,430,332.84","64,808,987.555","65,523,472.927","56,551,271.129","39,616,419.607","41,599,872.625","38,354,059.679","31,442,748.138","21,729,680.174","13,455,735.474","13,455,735.474","13,455,735.474","13,455,735.474"
		MinorityInterests,"13,000,000","15,000,000","-27,000,000","-1,000,000","26,000,000","51,000,000","-34,000,000","-17,000,000","16,000,000","34,000,000","-35,090,626","-25,574,176","7,831,322","54,866,263","-18,518,066","69,832,593","99,346,870","25,979,638","-19,087,650","44,249,227","57,119,422","72,696,599","28,437,892","22,992,757","26,990,188","24,702,936","20,450,829","-2,229,704","24,496,519","29,716,374","-298,894","212,912","-2,077,847","-3,666,448","-2,909,902","-1,968,908","-1,719,107","-149,393","-3,001,333","-1,934,091","1,162,858","-4,102,511","-2,410,490","-1,284,685",,"7,295.36","13,404.625","-251,331.575","-28,965.177","30,965.914","-32,735.032","12,515.361","-6,747.979","-61,018.744","-12,880.496","-233,563.378","42,283.918","17,803.233","-145,680.096","-73,692.091","-70,579.507","-13,046.364","-12,938.748","7,640.732","-20,620.872",,,,
AverageDilutionEarnings,"373,000,000"
DilutedNIAvailtoComStockholders,"7,384,000,000","2,167,000,000","793,000,000","-403,000,000","4,613,000,000","-1,190,000,000","-1,139,000,000","2,381,000,000","1,060,000,000","350,000,000","1,229,117,787","326,872,069","82,447,981","645,315,988","23,917,442","-521,252,534","-1,578,684,091","75,727,862","2,415,136,281","142,778,422","-125,986,681","-224,424,706","216,924,554","134,888,180","115,351,753","261,479,401","372,987,716","56,909,621","153,471,473","192,552,026","30,838,976","-49,383,302","169,053,001","487,432,227","325,280,298","263,702,372","234,908,333","302,273,735","320,139,161","235,211,413","190,445,431","311,598,093","188,516,721","158,858,808","121,392,280","219,658,777.358","105,360,041.597","119,250,655.621","98,868,612.352","139,274,881.493","109,725,256.136","88,129,233.549","64,902,195.199","68,218,617.792","64,641,635.436","12,143,480.662","48,430,332.84","64,808,987.555","65,523,472.927","56,551,271.129","39,616,419.607","41,599,872.625","38,354,059.679","31,442,748.138","21,729,680.174","-37,083,868.621","13,455,735.474","13,455,735.474","13,455,735.474"
BasicEPS,,"3.379","1.399","-0.726","8.318","-2.165","-2.078","4.355","1.934","0.933","2.294","0.621","0.159","1.276","0.05",,"-3.488","0.211","8.521","0.501","-0.448","-0.801","0.794","0.496","0.424","0.973","1.418",,"0.591","0.745","0.116",,"0.589",,"1.128","0.916","0.819",,"1.118","0.823","0.691",,"0.699","0.591","0.453",,"0.391","0.448","0.368",,"0.412","0.342","0.251",,"0.247","0.045","0.19",,"0.258","0.228","0.155",,"0.155","0.129","0.088",,"0.01","0.01","0.01"
DilutedEPS,,"3.228","1.354","-0.726","7.449","-2.165","-2.078","3.886","1.811","0.884","2.095","0.59","0.151","1.183","0.048",,"-3.488","0.193","6.63","0.451","-0.448","-0.801","0.689","0.439","0.375","0.843","1.218",,"0.549","0.689","0.113",,"0.555",,"1.068","0.863","0.771",,"1.053","0.775","0.651",,"0.663","0.568","0.446",,"0.379","0.43","0.351",,"0.394","0.323","0.241",,"0.247","0.042","0.18",,"0.248","0.217","0.155",,"0.155","0.119","0.083",,"0.008","0.008","0.008"
BasicAverageShares,,"594,094,736","567,837,216","555,874,112","554,767,312","550,064,416","548,148,008","546,811,408","548,048,720","539,990,040","535,910,432","525,944,624","519,520,856","505,557,352","472,961,504",,"452,729,136","357,860,320","283,442,416","285,170,432","281,429,152","280,261,184","273,335,960","271,956,000","271,956,000","268,846,120","263,098,208",,"259,512,104","258,258,392","266,297,200",,"287,295,968",,"288,393,952","287,700,984","287,128,840",,"286,525,672","286,054,608","275,738,672",,"269,628,128","268,596,104","267,917,560",,"267,202,064","266,714,912","265,772,920",,"264,560,696","262,369,600","261,357,288",,"259,828,056","258,345,768","256,543,400",,"254,477,552","253,862,704","252,602,736",,"244,623,632","244,755,184","243,694,432",,"84,847,664","84,847,664","84,847,664"
