name,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,11/30/1991,11/30/1990,11/30/1989,11/30/1988,11/30/1987,11/30/1986
			Goodwill,"2,176,000,000","2,912,000,000","2,886,000,000","2,907,000,000","2,943,000,000","2,925,000,000","2,949,000,000","2,950,000,000","3,014,000,000","2,967,000,000","2,957,000,000","2,953,000,000","2,911,000,000","2,910,000,000","2,964,000,000","3,019,000,000","2,980,000,000","3,010,000,000","3,052,000,000","3,041,000,000","3,055,000,000","3,127,000,000","3,199,000,000","3,226,000,000","3,226,000,000","3,210,000,000","3,160,000,000","3,134,000,000","3,143,000,000","3,174,000,000","3,146,000,000","3,135,000,000","3,188,000,000","3,322,000,000","3,430,000,000","3,424,000,000","3,373,000,000","3,320,000,000","3,287,000,000","3,214,000,000","3,326,000,000","3,451,000,000","3,402,000,000","3,388,000,000","3,225,000,000","3,266,000,000","3,500,000,000","3,614,000,000","3,593,000,000","3,610,000,000","3,356,000,000","3,331,000,000","3,315,000,000","3,313,000,000","3,281,000,000","3,290,000,000","3,211,000,000","3,206,000,000","3,243,000,000","3,259,000,000","3,319,000,000","3,321,000,000","3,259,000,000","3,212,000,000","3,123,000,000","3,031,000,000","3,615,858,000","3,649,236,000","706,490,000","681,056,000","678,380,000","665,710,000","644,803,000","651,814,000","662,339,000","684,891,000","706,700,000","701,385,000","452,679,000","455,314,000","458,846,000","462,340,000",,,,"437,464,000",,,,"212,607,000",,,,"219,589,000",,,,"226,571,000",,,,"233,553,000",,,,,,,,,,,,,,
			OtherIntangibleAssets,"1,173,000,000","1,174,000,000","1,166,000,000","1,172,000,000","1,181,000,000","1,176,000,000","1,182,000,000","1,183,000,000","1,198,000,000","1,200,000,000","1,247,000,000","1,286,000,000","1,279,000,000","1,275,000,000","1,290,000,000","1,305,000,000","1,294,000,000","1,238,000,000","1,247,000,000","1,247,000,000","1,252,000,000","1,270,000,000","1,292,000,000","1,298,000,000","1,296,000,000","1,292,000,000","1,278,000,000","1,298,000,000","1,303,000,000","1,314,000,000","1,307,000,000","1,302,000,000","1,319,000,000","1,330,000,000","1,396,000,000","1,396,000,000","1,335,000,000","1,320,000,000","1,310,000,000","1,289,000,000","1,316,000,000","1,346,000,000","1,332,000,000","1,328,000,000","1,281,000,000","1,294,000,000","1,359,000,000","1,393,000,000","1,389,000,000","1,393,000,000","1,334,000,000","1,328,000,000","1,322,000,000","1,321,000,000","1,311,000,000","1,308,000,000","1,283,000,000","1,282,000,000","1,283,000,000","1,288,000,000","1,308,000,000","1,306,000,000","1,279,000,000","1,349,000,000","1,357,000,000","1,324,000,000",,,,,,,,,,,,,,,,,"402,400,000","406,700,000","434,200,000",,"439,700,000","403,100,000","210,900,000",,"214,400,000","216,100,000","217,800,000",,"221,300,000","223,100,000","224,800,000",,"228,300,000","230,100,000","231,800,000",,"232,100,000","233,800,000","235,600,000","237,300,000","239,600,000","241,300,000","243,000,000","244,800,000","254,100,000","263,500,000","271,600,000",,,
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","361,987,000","423,590,000","437,391,000","516,341,000","541,646,000","543,849,000","586,922,000",,,,"546,693,000",,,,"479,329,000",,,,"430,330,000",,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,907,000",,,,"76,876,000",,,,,,,,,,,,,,
		OtherNonCurrentAssets,"1,216,000,000","783,000,000","771,000,000","785,000,000","700,000,000","738,000,000","689,000,000","546,000,000","535,000,000","585,000,000","606,000,000","615,000,000","588,000,000","633,000,000","660,000,000","683,000,000","635,000,000","650,000,000","649,000,000","665,000,000","687,000,000","859,000,000","831,000,000","862,000,000","747,000,000","760,000,000","823,000,000","742,000,000","711,000,000","715,000,000","716,000,000","723,000,000","808,000,000","619,000,000","560,000,000","622,000,000","667,000,000","639,000,000","643,000,000","623,000,000","643,000,000","650,000,000","645,000,000","632,000,000","546,000,000","733,000,000","631,000,000","620,000,000","598,000,000","563,000,000","642,000,000","490,000,000","478,000,000","465,000,000","460,000,000","428,000,000","558,000,000","417,000,000","394,000,000","411,000,000","388,000,000","458,000,000","417,000,000","444,000,000","506,000,000","482,000,000","362,630,000","458,531,000","325,059,000","406,236,000","464,930,000","523,092,000","588,716,000","562,520,000","559,887,000","732,331,000","493,514,000","141,744,000","51,762,000","48,662,000","38,327,000","34,930,000","519,100,000","539,800,000","595,000,000","56,773,000","488,100,000","463,400,000","533,800,000","71,401,000","490,700,000","448,100,000","463,900,000","61,998,000","434,600,000","467,000,000","210,000,000","128,808,000","123,500,000","112,300,000","126,700,000","47,514,000","120,300,000","139,200,000","135,200,000","139,800,000","126,000,000","127,100,000","126,900,000","128,000,000","112,300,000","45,300,000","34,100,000","85,800,000","91,400,000","4,800,000"
TotalLiabilitiesNetMinorityInterest,"22,653,000,000","19,693,000,000","18,706,000,000","20,404,000,000","19,689,000,000","17,958,000,000","17,099,000,000","18,251,000,000","17,059,000,000","16,562,000,000","16,471,000,000","17,487,000,000","16,043,000,000","16,339,000,000","16,432,000,000","17,060,000,000","15,821,000,000","15,466,000,000","14,444,000,000","15,359,000,000","15,364,000,000","15,244,000,000","14,840,000,000","16,161,000,000","15,435,000,000","15,548,000,000","16,133,000,000","16,699,000,000","15,152,000,000","15,232,000,000","14,889,000,000","16,436,000,000","15,310,000,000","14,805,000,000","15,274,000,000","15,911,000,000","14,530,000,000","14,459,000,000","14,252,000,000","15,165,000,000","15,313,000,000","14,800,000,000","14,799,000,000","15,160,000,000","13,682,000,000","14,302,000,000","14,957,000,000","15,542,000,000","14,405,000,000","14,218,000,000","13,480,000,000","14,608,000,000","12,123,000,000","12,342,000,000","11,987,000,000","12,209,000,000","11,137,000,000","11,460,000,000","11,676,000,000","12,246,000,000","11,582,000,000","11,876,000,000","11,134,000,000","12,006,000,000","11,324,000,000","10,698,000,000","9,828,271,000","10,369,889,000","4,956,086,000","4,916,945,000","4,905,019,000","5,221,817,000","5,053,922,000","4,972,775,000","4,729,390,000","5,251,105,000","4,342,749,000","3,960,703,000","2,822,984,000","2,526,579,000","2,307,050,000","2,355,108,000","2,485,400,000","2,618,100,000","2,582,800,000","2,761,163,000","2,556,100,000","2,796,800,000","2,042,500,000","1,821,677,000","1,746,600,000","1,840,000,000","1,937,700,000","2,071,004,000","1,765,900,000","2,152,300,000","2,146,700,000","1,760,614,000","1,751,000,000","1,704,400,000","1,726,200,000","1,740,889,000","1,670,600,000","1,586,800,000","1,588,300,000","1,591,700,000","1,205,800,000","1,418,900,000","1,386,200,000","1,260,800,000","1,479,200,000","1,647,400,000","1,327,000,000","297,200,000","305,500,000","320,300,000"
	CurrentLiabilities,"10,716,000,000","9,127,000,000","8,932,000,000","10,377,000,000","9,642,000,000","9,204,000,000","8,020,000,000","9,308,000,000","8,851,000,000","8,800,000,000","7,969,000,000","9,058,000,000","7,465,000,000","7,072,000,000","7,100,000,000","7,841,000,000","6,664,000,000","6,956,000,000","6,749,000,000","7,683,000,000","7,412,000,000","6,921,000,000","7,056,000,000","7,401,000,000","6,688,000,000","6,720,000,000","7,488,000,000","8,055,000,000","6,782,000,000","7,340,000,000","5,936,000,000","7,262,000,000","6,544,000,000","6,105,000,000","6,881,000,000","6,521,000,000","6,009,000,000","5,755,000,000","5,876,000,000","6,763,000,000","5,667,000,000","4,967,000,000","5,775,000,000","6,167,000,000","5,340,000,000","5,781,000,000","5,829,000,000","7,089,000,000","7,393,000,000","7,260,000,000","7,147,000,000","8,609,000,000","5,356,000,000","5,415,000,000","4,810,000,000","5,512,000,000","4,895,000,000","5,192,000,000","4,831,000,000","5,398,000,000","5,243,000,000","5,034,000,000","4,380,000,000","4,790,000,000","3,529,000,000","3,315,000,000","2,888,897,000","3,255,024,000","1,663,249,000","1,619,806,000","1,508,467,000","1,663,805,000","1,478,236,000","1,480,240,000","1,721,269,000","2,094,282,000","1,975,160,000","1,715,294,000","1,255,547,000","1,564,296,000","1,351,975,000","1,404,913,000","1,225,500,000","1,294,300,000","1,138,300,000","1,135,113,000","1,128,700,000","1,215,900,000","830,200,000","786,142,000","744,600,000","813,200,000","730,200,000","662,742,000","689,600,000","781,400,000","650,100,000","594,710,000","663,100,000","692,900,000","583,900,000","564,957,000","600,000,000","675,500,000","575,900,000","550,000,000","535,200,000","627,000,000","547,700,000","474,800,000","551,300,000","574,300,000","504,000,000","220,800,000","215,300,000","135,100,000"
		PayablesAndAccruedExpenses,"2,658,000,000","2,565,000,000","2,413,000,000","2,467,000,000","2,435,000,000","2,384,000,000","2,282,000,000","2,316,000,000","2,448,000,000","2,639,000,000","2,484,000,000","2,497,000,000","2,435,000,000","2,453,000,000","2,442,000,000","2,320,000,000","2,251,000,000","2,310,000,000","1,927,000,000","1,860,000,000","1,792,000,000","1,902,000,000","1,801,000,000","1,763,000,000","1,638,000,000","1,765,000,000","1,724,000,000","1,678,000,000","1,562,000,000","1,977,000,000","1,531,000,000","1,541,000,000","1,537,000,000","1,699,000,000","1,632,000,000","1,689,000,000","1,637,000,000","1,597,000,000","1,532,000,000","1,476,000,000","1,440,000,000","1,442,000,000","1,498,000,000","1,353,000,000","1,235,000,000","1,654,000,000","1,729,000,000","1,723,000,000","1,680,000,000","1,914,000,000","1,680,000,000","1,707,000,000","1,471,000,000","1,587,000,000","1,482,000,000","1,357,000,000","1,402,000,000","1,522,000,000","1,422,000,000","3,951,000,000","3,356,000,000","1,352,000,000","1,283,000,000","1,221,000,000","1,244,000,000","1,186,000,000","1,205,401,000","1,180,921,000","644,014,000","620,690,000","1,384,926,000","588,617,000","609,958,000","629,047,000","669,021,000","656,589,000","631,249,000","696,650,000","547,169,000","501,049,000","483,505,000","522,830,000","189,600,000","180,100,000","156,600,000","429,104,000","161,000,000","187,900,000","99,500,000","305,614,000","112,000,000","108,100,000","110,000,000","243,675,000","136,300,000","105,700,000","90,000,000","229,352,000","105,500,000","88,000,000","85,200,000","222,808,000","100,000,000","97,200,000","89,300,000","81,400,000","85,400,000","87,200,000","78,700,000","71,500,000","76,900,000",,,,,
			Payables,"904,000,000","756,000,000","695,000,000","792,000,000","798,000,000","730,000,000","666,000,000","745,000,000","795,000,000","762,000,000","639,000,000","690,000,000","669,000,000","713,000,000","704,000,000","667,000,000","619,000,000","627,000,000","578,000,000","637,000,000","594,000,000","626,000,000","610,000,000","627,000,000","554,000,000","833,000,000","795,000,000","821,000,000","764,000,000","1,132,000,000","561,000,000","532,000,000","517,000,000","576,000,000","548,000,000","552,000,000","516,000,000","503,000,000","541,000,000","548,000,000","528,000,000","568,000,000","612,000,000","543,000,000","496,000,000","512,000,000","505,000,000","454,000,000","477,000,000","561,000,000","468,000,000","498,000,000","408,000,000","438,000,000","498,000,000","411,000,000","656,000,000","690,000,000","682,000,000","3,232,000,000","2,550,000,000","631,000,000","828,000,000","811,000,000","789,000,000","745,000,000","722,855,000","698,258,000","366,570,000","330,299,000","378,924,000","338,540,000","332,856,000","331,015,000","361,081,000","376,397,000","364,197,000","394,065,000","290,153,000","257,994,000","262,340,000","260,660,000","189,600,000","180,100,000","156,600,000","222,136,000","161,000,000","187,900,000","99,500,000","151,361,000","112,000,000","108,100,000","110,000,000","117,164,000","136,300,000","105,700,000","90,000,000","115,869,000","105,500,000","88,000,000","85,200,000","107,940,000","100,000,000","97,200,000","89,300,000","81,400,000","85,400,000","87,200,000","78,700,000","71,500,000","76,900,000",,,,,
				AccountsPayable,"904,000,000","756,000,000","695,000,000","792,000,000","798,000,000","730,000,000","666,000,000","745,000,000","795,000,000","762,000,000","639,000,000","690,000,000","669,000,000","713,000,000","704,000,000","667,000,000","619,000,000","627,000,000","578,000,000","637,000,000","594,000,000","626,000,000","610,000,000","627,000,000","554,000,000","639,000,000","601,000,000","627,000,000","570,000,000","549,000,000","561,000,000","532,000,000","517,000,000","576,000,000","548,000,000","552,000,000","516,000,000","503,000,000","541,000,000","548,000,000","528,000,000","568,000,000","612,000,000","543,000,000","496,000,000","512,000,000","505,000,000","454,000,000","477,000,000","561,000,000","468,000,000","498,000,000","408,000,000","438,000,000","498,000,000","411,000,000","656,000,000","690,000,000","682,000,000","3,232,000,000","2,550,000,000","631,000,000","728,000,000","711,000,000","689,000,000","645,000,000","639,088,000","615,782,000","304,938,000","268,687,000","317,313,000","276,948,000","271,284,000","269,467,000","299,534,000","314,866,000","302,802,000","332,694,000","228,623,000","194,623,000","197,521,000","195,879,000","189,600,000","180,100,000","156,600,000","168,546,000","161,000,000","187,900,000","99,500,000","106,783,000","112,000,000","108,100,000","110,000,000","84,748,000","136,300,000","105,700,000","90,000,000","90,237,000","105,500,000","88,000,000","85,200,000","86,750,000","100,000,000","97,200,000","89,300,000","81,400,000","85,400,000","87,200,000","78,700,000","71,500,000","76,900,000",,,,,
				DividendsPayable,,,,,,,,,,,,,,,,,,,,,,,,,,"194,000,000","194,000,000","194,000,000","194,000,000","583,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000,000","100,000,000","100,000,000","100,000,000","83,767,000","82,476,000","61,632,000","61,612,000","61,611,000","61,592,000","61,572,000","61,548,000","61,547,000","61,531,000","61,395,000","61,371,000","61,530,000","63,371,000","64,819,000","64,781,000",,,,"53,590,000",,,,"44,578,000",,,,"32,416,000",,,,"25,632,000",,,,"21,190,000",,,,,,,,,,,,,,
			CurrentAccruedExpenses,"1,754,000,000","1,809,000,000","1,718,000,000","1,675,000,000","1,637,000,000","1,654,000,000","1,616,000,000","1,571,000,000","1,653,000,000","1,877,000,000","1,845,000,000","1,807,000,000","1,766,000,000","1,740,000,000","1,738,000,000","1,653,000,000","1,632,000,000","1,683,000,000","1,349,000,000","1,223,000,000","1,198,000,000","1,276,000,000","1,191,000,000","1,136,000,000","1,084,000,000","932,000,000","929,000,000","857,000,000","798,000,000","845,000,000","970,000,000","1,009,000,000","1,020,000,000","1,123,000,000","1,084,000,000","1,137,000,000","1,121,000,000","1,094,000,000","991,000,000","928,000,000","912,000,000","874,000,000","886,000,000","810,000,000","739,000,000","1,142,000,000","1,224,000,000","1,269,000,000","1,203,000,000","1,353,000,000","1,212,000,000","1,209,000,000","1,063,000,000","1,149,000,000","984,000,000","946,000,000","746,000,000","832,000,000","740,000,000","719,000,000","806,000,000","721,000,000","455,000,000","410,000,000","455,000,000","441,000,000","482,546,000","482,663,000","277,444,000","290,391,000","1,006,002,000","250,077,000","277,102,000","298,032,000","307,940,000","280,192,000","267,052,000","302,585,000","257,016,000","243,055,000","221,165,000","262,170,000",,,,"206,968,000",,,,"154,253,000",,,,"126,511,000",,,,"113,483,000",,,,"114,868,000",,,,,,,,,,,,,,
		CurrentProvisions,,,,,,,,,,,,,,,,,,,"252,000,000","295,000,000","278,000,000","262,000,000","225,000,000","384,000,000","352,000,000","456,000,000","558,000,000","737,000,000","440,000,000","553,000,000",,"479,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"3,368,000,000","1,827,000,000","1,845,000,000","2,094,000,000","2,452,000,000","2,426,000,000","1,320,000,000","1,685,000,000","2,114,000,000","2,202,000,000","1,447,000,000","1,783,000,000","1,296,000,000","1,097,000,000","1,073,000,000","1,246,000,000","1,078,000,000","1,374,000,000","1,256,000,000","1,621,000,000","2,195,000,000","1,725,000,000","1,900,000,000","1,556,000,000","1,618,000,000","1,468,000,000","2,226,000,000","2,014,000,000","1,765,000,000","1,734,000,000","763,000,000","1,608,000,000","1,563,000,000","1,300,000,000","2,108,000,000","1,164,000,000","1,490,000,000","1,353,000,000","1,568,000,000","2,079,000,000","1,712,000,000","950,000,000","1,741,000,000","1,962,000,000","1,825,000,000","1,608,000,000","951,000,000","1,531,000,000","1,521,000,000","1,143,000,000","1,677,000,000","2,532,000,000","1,468,000,000","1,492,000,000","1,002,000,000","4,155,000,000","3,493,000,000","3,670,000,000","3,409,000,000","1,447,000,000","1,887,000,000","1,662,000,000","1,287,000,000","1,357,000,000","580,000,000","486,000,000","365,059,000","346,302,000","226,744,000","148,642,000","25,700,000","24,936,000","21,255,000","649,462,000","181,848,000","417,818,000","505,891,000","248,219,000","6,696,000","208,864,000","207,817,000","882,083,000","33,700,000","33,700,000","66,700,000","706,009,000","72,400,000","58,500,000","50,900,000","59,620,000","62,100,000","62,100,000","66,400,000","66,369,000","72,500,000","72,700,000","72,800,000","72,752,000","72,200,000","78,600,000","87,200,000","84,644,000","91,000,000","91,100,000","91,500,000","91,600,000","91,500,000","118,100,000","122,400,000","97,900,000","178,100,000","218,500,000","183,200,000","13,700,000","13,800,000","33,700,000"
			CurrentDebt,"3,200,000,000","1,827,000,000","1,845,000,000","2,094,000,000","2,452,000,000","2,426,000,000","1,320,000,000","1,685,000,000","2,114,000,000","2,202,000,000","1,447,000,000","1,783,000,000","1,296,000,000","1,097,000,000","1,073,000,000","1,246,000,000","1,078,000,000","1,374,000,000","1,256,000,000","1,621,000,000","2,195,000,000","1,725,000,000","1,900,000,000","1,556,000,000","1,618,000,000","1,468,000,000","2,226,000,000","2,014,000,000","1,765,000,000","1,734,000,000","763,000,000","1,608,000,000","1,563,000,000","1,300,000,000","2,108,000,000","1,164,000,000","1,490,000,000","1,353,000,000","1,568,000,000","2,079,000,000","1,712,000,000","950,000,000","1,741,000,000","1,962,000,000","1,825,000,000","1,608,000,000","951,000,000","1,531,000,000","1,521,000,000","1,143,000,000","1,677,000,000","2,532,000,000","1,468,000,000","1,492,000,000","1,002,000,000","4,155,000,000","3,493,000,000","3,670,000,000","3,409,000,000","1,447,000,000","1,887,000,000","1,662,000,000","1,287,000,000","1,357,000,000","580,000,000","486,000,000","365,059,000","346,302,000","226,744,000","148,642,000","25,700,000","24,936,000","21,255,000","649,462,000","181,848,000","417,818,000","505,891,000","248,219,000","6,696,000","208,864,000","207,817,000","882,083,000","33,700,000","33,700,000","66,700,000","706,009,000","72,400,000","58,500,000","50,900,000","59,620,000","62,100,000","62,100,000","66,400,000","66,369,000","72,500,000","72,700,000","72,800,000","72,752,000","72,200,000","78,600,000","87,200,000","84,644,000","91,000,000","91,100,000","91,500,000","91,600,000","91,500,000","118,100,000","122,400,000","97,900,000","178,100,000","218,500,000","183,200,000","13,700,000","13,800,000","33,700,000"
				CommercialPaper,,"231,000,000",,,"768,000,000","621,000,000",,,,"485,000,000",,,,"451,000,000",,,,"0",,,,"653,000,000",,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"3,200,000,000","1,596,000,000",,,"1,684,000,000","1,805,000,000",,,,"1,717,000,000",,,,"646,000,000",,,,"1,374,000,000",,,,"1,072,000,000",,,,"1,468,000,000",,,,"1,734,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"168,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"4,690,000,000","4,735,000,000","4,674,000,000","5,815,000,000","4,755,000,000","4,395,000,000","4,418,000,000","5,308,000,000","4,288,000,000","3,958,000,000","4,038,000,000","4,778,000,000","3,734,000,000","3,522,000,000","3,585,000,000","4,275,000,000","3,335,000,000","3,272,000,000","3,314,000,000","3,907,000,000","3,147,000,000","3,032,000,000","3,130,000,000","3,698,000,000","3,080,000,000","3,031,000,000","2,980,000,000","3,626,000,000","3,015,000,000","3,076,000,000","3,078,000,000","3,634,000,000","3,046,000,000","3,106,000,000","3,141,000,000",,,"2,805,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"4,690,000,000","4,735,000,000","4,674,000,000","5,815,000,000","4,755,000,000","4,395,000,000","4,418,000,000","5,308,000,000","4,288,000,000","3,958,000,000","4,038,000,000","4,778,000,000","3,734,000,000","3,522,000,000","3,585,000,000","4,275,000,000","3,335,000,000","3,272,000,000","3,314,000,000","3,907,000,000","3,147,000,000","3,032,000,000","3,130,000,000","3,698,000,000","3,080,000,000","3,031,000,000","2,980,000,000","3,626,000,000","3,015,000,000","3,076,000,000","3,078,000,000","3,634,000,000","3,046,000,000","3,106,000,000","3,141,000,000",,,"2,805,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,"1,000,000",,"-1,000,000",,"-1,000,000","1,000,000","1,000,000",,,,,,,,,,,,,,,,,,,,,"564,000,000","479,000,000","398,000,000",,"3,141,000,000","3,668,000,000","2,882,000,000",,"2,776,000,000","3,208,000,000","2,515,000,000","2,575,000,000","2,536,000,000","2,852,000,000","2,280,000,000","2,519,000,000","3,149,000,000","3,835,000,000","4,192,000,000","4,203,000,000","3,790,000,000","4,370,000,000","2,417,000,000","2,336,000,000","2,326,000,000",,,,,,,"2,020,000,000","1,810,000,000","2,212,000,000","1,705,000,000","1,643,000,000","1,318,437,000","1,727,801,000","792,491,000","850,474,000","97,841,000","1,050,252,000","847,023,000","201,731,000","870,400,000","1,019,875,000","838,020,000","770,425,000","701,682,000","854,383,000","660,653,000",,"1,002,200,000","1,080,500,000","915,000,000",,"895,300,000","969,500,000","679,800,000","420,908,000","570,500,000","643,000,000","553,800,000","352,698,000","480,800,000","603,000,000","487,300,000","292,606,000","485,400,000","526,300,000","411,500,000","257,505,000","409,000,000","487,200,000","395,100,000","377,000,000","358,300,000","421,700,000","346,600,000","305,400,000","296,300,000","355,800,000","320,800,000","207,100,000","201,500,000","101,400,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"11,937,000,000","10,566,000,000","9,774,000,000","10,027,000,000","10,047,000,000","8,754,000,000","9,079,000,000","8,943,000,000","8,208,000,000","7,762,000,000","8,502,000,000","8,429,000,000","8,578,000,000","9,267,000,000","9,332,000,000","9,219,000,000","9,157,000,000","8,510,000,000","7,695,000,000","7,676,000,000","7,952,000,000","8,323,000,000","7,784,000,000","8,760,000,000","8,747,000,000","8,828,000,000","8,645,000,000","8,644,000,000","8,370,000,000","7,892,000,000","8,953,000,000","9,174,000,000","8,766,000,000","8,700,000,000","8,393,000,000","9,390,000,000","8,521,000,000","8,704,000,000","8,376,000,000","8,402,000,000","9,646,000,000","9,833,000,000","9,024,000,000","8,993,000,000","8,342,000,000","8,521,000,000","9,128,000,000","8,453,000,000","7,012,000,000","6,958,000,000","6,333,000,000","5,999,000,000","6,767,000,000","6,927,000,000","7,177,000,000","6,697,000,000","6,242,000,000","6,268,000,000","6,845,000,000","6,848,000,000","6,339,000,000","6,842,000,000","6,754,000,000","7,216,000,000","7,795,000,000","7,383,000,000","6,939,374,000","7,114,865,000","3,292,837,000","3,297,139,000","3,396,552,000","3,558,012,000","3,575,686,000","3,492,535,000","3,008,121,000","3,156,823,000","2,367,589,000","2,245,409,000","1,567,437,000","962,283,000","955,075,000","950,195,000","1,259,900,000","1,323,800,000","1,444,500,000","1,626,050,000","1,427,400,000","1,580,900,000","1,212,300,000","1,035,535,000","1,002,000,000","1,026,800,000","1,207,500,000","1,408,262,000","1,076,300,000","1,370,900,000","1,496,600,000","1,165,904,000","1,087,900,000","1,011,500,000","1,142,300,000","1,175,932,000","1,070,600,000","911,300,000","1,012,400,000","1,041,700,000","670,600,000","791,900,000","838,500,000","786,000,000","927,900,000","1,073,100,000","823,000,000","76,400,000","90,200,000","185,200,000"
		LongTermDebtAndCapitalLeaseObligation,"11,050,000,000","9,675,000,000","8,893,000,000","9,080,000,000","9,134,000,000","7,897,000,000","8,297,000,000","8,172,000,000","7,445,000,000","6,993,000,000","7,723,000,000","7,635,000,000","7,796,000,000","8,357,000,000","8,320,000,000","8,183,000,000","7,990,000,000","7,413,000,000","6,604,000,000","6,648,000,000","6,944,000,000","7,363,000,000","6,967,000,000","7,880,000,000","7,992,000,000","8,092,000,000","7,792,000,000","7,848,000,000","7,622,000,000","7,168,000,000","8,289,000,000","8,392,000,000","7,964,000,000","8,053,000,000","7,714,000,000","8,678,000,000","7,815,000,000","8,011,000,000","7,644,000,000","7,681,000,000","8,933,000,000","9,097,000,000","8,373,000,000","8,317,000,000","7,690,000,000","7,735,000,000","8,345,000,000","7,689,000,000","6,271,000,000","6,313,000,000","5,735,000,000","5,425,000,000","6,172,000,000","6,355,000,000","6,556,000,000","6,045,000,000","5,661,000,000","5,727,000,000","6,274,000,000","6,305,000,000","5,879,000,000","6,291,000,000","6,224,000,000","6,623,000,000","7,247,000,000","6,918,000,000","6,636,160,000","6,707,841,000","3,083,621,000","3,011,969,000","3,044,488,000","3,090,338,000","2,960,019,000","2,954,854,000","2,478,482,000","2,416,693,000","1,854,719,000","2,099,077,000","1,475,831,000","871,048,000","865,666,000","867,515,000","1,184,500,000","1,241,000,000","1,355,600,000","1,563,014,000","1,374,900,000","1,557,000,000","1,189,800,000","1,015,294,000","926,500,000","937,100,000","1,116,200,000","1,316,632,000","1,059,500,000","1,353,800,000","1,479,400,000","1,150,031,000","1,072,400,000","996,900,000","1,128,400,000","1,161,904,000","1,054,300,000","896,200,000","991,400,000","1,031,200,000","660,500,000","783,000,000","829,900,000","776,600,000","921,700,000","1,069,000,000","819,800,000","76,400,000","90,200,000","185,200,000"
