name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,09/30/1997
		NetPPE,"1,061,544,000","1,068,519,000","1,076,260,000","1,068,252,000","1,046,840,000","990,475,000","1,016,437,000","1,017,606,000","1,024,294,000","1,035,818,000","1,038,490,000","1,052,273,000","1,068,691,000","1,076,883,000","1,080,713,000","1,073,205,000","1,045,957,000","1,040,219,000","1,027,869,000","993,569,000","935,610,000","873,726,000","812,364,000","756,734,000","695,357,000","655,869,000","600,742,000","593,253,000","564,886,000","552,437,000","564,203,000","555,122,000","553,857,000","565,398,000","533,600,000","515,387,000","494,303,000","479,292,000","471,704,000","464,472,000","431,608,000","414,538,000","422,127,000","429,752,000","434,222,083.813","436,516,000","426,742,473.963","423,755,150.102","414,491,317.782","377,617,000","367,853,672.147","348,668,862.691","317,831,861.702","302,973,301.988","293,313,423.084","282,540,573.855","265,686,617.875","260,343,812.841","250,474,908.574","234,478,073.903","234,554,912.905","211,480,043.451","199,984,303.459","195,640,753.649","189,031,785.128","178,619,472.404","175,013,411.483","154,560,346.237","138,774,068.004","131,846,726.946","125,701,188.262","107,416,961.565","100,424,781.718","96,051,719.721","98,672,212.091","86,714,760.787","89,049,879.293","73,022,836.794","63,966,991.189","57,067,317.94","51,344,255.798","47,661,393.629","45,468,605.385","41,812,575.382","33,802,810.164","27,466,806.42","22,913,089.647","21,184,164.847","15,495,789.055"
			GrossPPE,"1,061,544,000","2,111,732,000","1,076,260,000","1,068,252,000","1,046,840,000","1,924,018,000",,,,"1,875,404,000",,,,"1,789,810,000",,,,,,,,"1,344,293,000",,,,"1,050,367,000",,,,"910,702,000",,,"868,525,000","890,427,000",,,,"735,993,000",,,,"649,774,000",,,"610,838,122.432","613,542,000","552,452,125.172","549,402,956.378","540,573,787.741","503,338,000","494,610,882.104","475,589,850.902","444,733,933.596","430,069,599.678","377,717,931.251","366,986,436.782","350,107,389.358","344,566,082.656","317,277,836.642","301,121,956.683","301,102,902.324","278,084,855.573","250,008,151.31","245,641,047.269","238,683,981.739","228,545,795.277","211,585,937.43","188,122,953.712","170,066,161.684","162,887,522.132","150,425,932.74","130,926,410.433","123,976,854.609","119,828,006.341","114,863,355.137","102,918,321.701","105,250,040.68","89,225,917.199","75,457,648.449","68,546,462.06","62,831,783.502","59,152,085.745","53,030,124.07","49,414,861.695","41,448,683.954","35,085,336.39","29,716,976.38","27,979,085.594","21,694,104.532"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,"0",,,,"0",,,,"0",,,"0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,
				LandAndImprovements,,"120,478,000",,,,"70,957,000",,,,"70,003,000",,,,"69,373,000",,,,,,,,"45,541,000",,,,"39,922,000",,,,"38,936,000",,,"35,372,000","35,549,000",,,,"28,993,000",,,,"17,152,000",,,,"19,110,000",,,,"22,951,000",,,,"21,690,212.251",,,,"19,012,196.276",,,,"14,509,414.918",,,,"10,752,111.051",,,,"9,548,585.741",,,,"8,838,585.289",,,,,,,,,,,,,,,
				BuildingsAndImprovements,,"558,847,000",,,,"550,885,000",,,,"512,398,000",,,,"504,186,000",,,,,,,,"314,823,000",,,,"249,230,000",,,,"231,032,000",,,"196,974,000","196,531,000",,,,"175,908,000",,,,"146,823,000",,,,"151,989,000",,,,"125,916,000",,,,"110,056,633.53",,,,"95,107,931.02",,,,"61,605,113.425",,,,"53,328,706.45",,,,"40,893,029.835",,,,"32,962,463.538",,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"1,321,198,000",,,,"1,244,546,000",,,,"1,215,614,000",,,,"1,165,644,000",,,,,,,,"817,057,000",,,,"647,185,000",,,,"628,965,000",,,"583,882,000","610,799,000",,,,"486,773,000",,,,"460,616,000",,,,"420,893,000",,,,"315,841,000",,,,"268,682,766.434",,,,"226,809,743.259",,,,"183,779,210.904",,,,"164,464,978.516",,,,"112,445,906.556",,,,"78,026,956.246",,,,,,,,,,,,,,,
				OtherProperties,"1,061,544,000","73,539,000","1,076,260,000","1,068,252,000","1,046,840,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,183,000",,,,"21,550,000",,,,"38,630,000",,,,,,,,,,,,,,,,"-0.74",,,,,,,,"1.268",,,,,,,,,,,,,,,
				ConstructionInProgress,,"37,670,000",,,,"57,630,000",,,,"77,389,000",,,,"50,607,000",,,,,,,,"166,872,000",,,,"114,030,000",,,,"11,769,000",,,"52,297,000","47,548,000",,,,"44,319,000",,,,,,,,,,,,,,,,"29,639,987.462",,,,"3,636,212.102",,,,"18,191,116.327",,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-1,043,213,000",,,,"-933,543,000",,,,"-839,586,000",,,,"-712,927,000",,,,,,,,"-470,567,000",,,,"-394,498,000",,,,"-358,265,000",,,"-314,668,000","-325,029,000",,,,"-256,701,000",,,,"-235,236,000",,,"-176,616,038.62","-177,026,000","-125,709,651.208","-125,647,806.276","-126,082,469.959","-125,721,000","-126,757,209.958","-126,920,988.211","-126,902,071.894","-127,096,297.689","-84,404,508.167","-84,445,862.927","-84,420,771.483","-84,222,269.815","-66,802,928.068","-66,643,882.781","-66,547,989.419","-66,604,812.122","-50,023,847.85","-50,000,293.62","-49,652,196.612","-49,926,322.874","-36,572,525.947","-33,562,607.475","-31,292,093.679","-31,040,795.186","-24,724,744.477","-23,509,448.868","-23,552,072.89","-23,776,286.62","-16,191,143.046","-16,203,560.914","-16,200,161.387","-16,203,080.405","-11,490,657.26","-11,479,144.12","-11,487,527.704","-11,490,692.116","-7,561,518.685","-7,602,286.313","-7,645,873.79","-7,618,529.971","-6,803,886.733","-6,794,920.747","-6,198,315.477"
		GoodwillAndOtherIntangibleAssets,"511,517,000","611,729,000","612,151,000","614,353,000","616,384,000","620,935,000","623,830,000","627,946,000","622,845,000","628,176,000","632,550,000","634,492,000","637,840,000","556,329,000","554,535,000","525,808,000","522,824,000","524,198,000","527,310,000","531,738,000","461,210,000","463,798,000","388,693,000","391,363,000","393,635,000","397,636,000","399,199,000","400,457,000","404,066,000","401,914,000","409,365,000","399,552,000","399,974,000","409,686,000","409,459,000","74,834,000","70,046,000","71,518,000","64,394,000","65,193,000","62,666,000","63,466,000","64,265,000","65,064,000","65,710,472.473","66,663,000","63,904,230.694","64,888,200.719","65,851,792.386","2,024,000","9,014,724.284","9,187,307.559","9,346,849.691","9,522,312.377",,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,918.967",,,,"100,243.695",,"99,925.326","99,972.492"
			Goodwill,"206,636,000","227,865,000","227,865,000","227,865,000","227,495,000","227,362,000","226,670,000","226,670,000","226,670,000","226,571,000","225,704,000","221,082,000","218,806,000","202,108,000","199,081,000","190,983,000","190,626,000","188,777,000","188,211,000","188,211,000","176,445,000","176,445,000","150,099,000","150,099,000","150,099,000","150,099,000","148,499,000","145,991,000","145,991,000","141,933,000","141,933,000","141,933,000","141,933,000","153,219,000","150,288,000","16,012,000","10,197,000","10,197,000","10,035,000","10,035,000","6,709,000","6,709,000","6,709,000","6,709,000","6,693,463.435","6,709,000","63,904,230.694","64,888,200.719","65,851,792.386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"304,881,000","383,864,000","384,286,000","386,488,000","388,889,000","393,573,000","397,160,000","401,276,000","396,175,000","401,605,000","406,846,000","413,410,000","419,034,000","354,221,000","355,454,000","334,825,000","332,198,000","335,421,000","339,099,000","343,527,000","284,765,000","287,353,000","238,594,000","241,264,000","243,536,000","247,537,000","250,700,000","254,466,000","258,075,000","259,981,000","267,432,000","257,619,000","258,041,000","256,467,000","259,171,000","58,822,000","59,849,000","61,321,000","54,359,000","55,158,000","55,957,000","56,757,000","57,556,000","58,355,000","59,017,009.039","59,954,000",,,,"2,024,000","9,014,724.284","9,187,307.559","9,346,849.691","9,522,312.377",,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,918.967",,,,"100,243.695",,"99,925.326","99,972.492"
